Product code,Product label,India's imports from Australia-Value in 2012,India's imports from Australia-Value in 2013,India's imports from Australia-Value in 2014,India's imports from Australia-Value in 2015,India's imports from Australia-Value in 2016,India's imports from Australia-Value in 2017,India's imports from Australia-Value in 2018,India's imports from Australia-Value in 2019,India's imports from Australia-Value in 2020,India's imports from Australia-Value in 2021,Australia's exports to world- ,Australia's exports to world-Value in 2012,Australia's exports to world-Value in 2013,Australia's exports to world-Value in 2014,Australia's exports to world-Value in 2015,Australia's exports to world-Value in 2016,Australia's exports to world-Value in 2017,Australia's exports to world-Value in 2018,Australia's exports to world-Value in 2019,Australia's exports to world-Value in 2020,Australia's exports to world-Value in 2021,India's imports from world- ,India's imports from world-Value in 2012,India's imports from world-Value in 2013,India's imports from world-Value in 2014,India's imports from world-Value in 2015,India's imports from world-Value in 2016,India's imports from world-Value in 2017,India's imports from world-Value in 2018,India's imports from world-Value in 2019,India's imports from world-Value in 2020,India's imports from world-Value in 2021
960310,"Brooms and brushes, consisting of twigs or other vegetable materials bound together, with or ...",0,0,0,0,0,0,0,0,0,1,,310,313,436,352,211,230,565,275,146,381,,2491,2162,2952,3714,3886,4862,5197,3994,11710,17550
903210,Thermostats,13,11,2,5,13,1,17,1,6,1,,1956,2263,3156,3080,1695,1470,1990,1547,1621,1455,,20101,20223,27101,24812,27988,31139,37306,40786,29088,36577
630253,Table linen of man-made fibres (excluding knitted or crocheted),0,0,0,0,0,0,0,0,0,1,,398,96,87,164,148,170,95,133,193,135,,2,2,6,11,35,56,123,133,44,121
680421,"Millstones, grindstones, grinding wheels and the like, without frameworks, for sharpening, ...",1,4,0,4,4,0,0,0,1,1,,772,607,1108,2609,3091,1989,2277,2611,2234,3409,,23677,24417,25000,26490,22592,26675,31272,31928,28179,43491
730792,"Threaded elbows, bends and sleeves, of stainless steel (excluding cast or stainless products)",270,104,142,131,29,1,2,5,1,1,,4451,3848,3958,5877,2986,1226,1269,2025,1816,1544,,10669,10935,15449,13100,13105,16352,18386,14700,10732,15905
711620,"Articles of precious or semi-precious stones """"natural, synthetic or reconstructed"""", n.e.s.""""",534,0,0,0,0,0,0,0,0,1,,5214,2880,3744,2884,3118,4186,5819,7530,3484,2090,,765,748,452,347,548,4492,8185,6788,2644,5575
720299,"Ferro-alloys (excluding ferro-manganese, ferro-silicon, ferro-silico-manganese, ferro-chromium, ...",7,0,0,0,0,0,0,0,0,1,,1525,1201,480,337,31,101,94,94,103,362,,59378,40211,35663,38046,25394,22399,36150,21970,20184,50490
854890,"Electrical parts of machinery or apparatus, not specified or included elsewhere in chapter ...",63,0,0,49,0,0,0,0,0,1,,614,0,6,0,0,0,15,29,921,1689,,16092,6188,3967,5430,4990,2894,2719,2826,2656,2825
851718,Telephone sets (excluding line telephone sets with cordless handsets and telephones for cellular ...,261,12,40,5,3,3,9,4,127,1,,11195,11336,12968,6482,8394,8352,14070,7753,8885,7581,,59920,43152,36392,33927,26741,30092,28051,17349,13200,13470
392329,"Sacks and bags, incl. cones, of plastics (excluding those of polymers of ethylene)",18,387,10,38,20,13,4,116,5,1,,7401,6052,11046,9984,9690,9376,5928,6399,6726,5915,,20290,24861,29331,27693,24201,29697,36166,34126,33305,37881
520710,"Cotton yarn containing >= 85% cotton by weight, put up for retail sale (excluding sewing thread)",0,0,0,0,0,0,0,0,0,1,,282,52,76,36,44,9,6,3,53,53,,70,88,12,5,4,7,72,10,22,24
291560,"Butanoic acids, pentanoic acids, their salts and esters",0,1,0,0,0,0,0,0,0,1,,12,549,240,77,44,62,36,46,64,123,,29582,24960,34713,30147,33909,37777,48247,52258,41373,66952
390490,"Polymers of vinyl chloride or other halogenated olefins, in primary forms (excluding poly""""vinyl ...""",0,0,0,0,0,0,0,0,0,1,,425,179,25,464,197,123,178,357,252,245,,71466,80454,79564,132344,114245,210908,234270,219147,205034,307467
190531,Sweet biscuits,36,9,0,0,0,12,42,6,0,1,,52561,45024,43138,38621,37431,42922,42710,42460,36555,62990,,3255,3614,5406,5749,5504,6123,9707,8534,7626,9866
830629,"Statuettes and other ornaments, of base metal, not plated with precious metal (excluding works ...",2,0,0,3,0,0,0,0,2,1,,1272,694,467,615,558,1012,1616,821,365,381,,2266,3090,2879,2955,4493,12372,5503,4361,2055,3159
821599,"Spoons, forks, ladles, skimmers, cake-servers, fish-knives, butter-knives, sugar tongs and ...",19,8,0,0,4,0,0,1,1,1,,1102,827,621,1350,1599,1625,1555,1439,673,756,,3423,3888,3389,2995,2464,4408,4383,3932,3698,5800
711019,"Platinum, in semi-manufactured forms",0,0,6,0,0,1,0,0,0,1,,3655,3346,1751,1012,1171,970,328,311,1606,2732,,51131,36687,64377,22067,23599,50778,49468,77191,58159,86998
760719,"Aluminium foil, not backed, rolled and further worked, of a thickness of <= 2 mm (excluding ...",97,30,49,0,0,0,6,5,1,1,,4481,5099,3939,3563,2032,3196,2802,3040,2273,1509,,102627,118816,118874,135921,121981,124862,165895,203981,171089,297619
760310,"Powders of aluminium, of non-lamellar structure (excluding pellets of aluminium)",0,15,0,0,86,49,223,101,0,1,,26145,23065,31482,32080,21293,29350,38215,28635,23030,40172,,3789,4208,4105,5777,5438,7061,11005,11814,8375,7412
581092,"Embroidery of man-made fibres on a textile fabric base, in the piece, in strips or in motifs ...",8,0,3,0,0,0,0,0,0,1,,10,10,9,15,18,23,9,34,46,65,,4188,3501,3744,5447,4471,4710,6607,6910,4101,7680
621010,"Garments made up of felt or nonwovens, whether or not impregnated, coated, covered or laminated ...",6,0,0,0,20,0,0,1,20,1,,6428,4766,4682,3898,3909,5644,8599,7905,6449,8159,,1202,1564,3076,3572,3892,3339,4119,5784,35847,12130
621133,"Men's or boys' tracksuits and other garments, n.e.s. of man-made fibres (excluding knitted ...",0,0,0,0,0,0,0,0,0,1,,771,619,871,1041,644,599,831,475,1092,664,,304,581,589,653,713,1827,1064,1008,1665,2209
710399,"Precious and semi-precious stones, worked, whether or not graded, but not strung, mounted or ...",51,43,13,62,53,12,57,368,76,1,,38629,40601,37071,30442,38750,36037,35801,50161,17306,9477,,60392,56068,33915,40420,43474,98595,235140,541935,312462,1295813
691110,"Tableware and kitchenware, of porcelain or china (excluding ornamental articles, pots, jars, ...",52,2,0,6,0,0,0,0,34,1,,4548,3164,4158,3378,4075,4533,4421,3666,2502,4528,,14798,14945,15243,14886,13915,17669,18958,20821,15185,25555
701090,"Carboys, bottles, flasks, jars, pots, phials and other containers, of glass, of a kind used ...",53,40,90,7,5,6,65,35,16,1,,12090,16321,8609,5978,2718,5994,4184,2634,3989,7036,,47067,51788,43629,43489,37380,40545,53004,78043,68199,74548
570190,"Carpets and other textile floor coverings, of textile materials, knotted, whether or not made ...",0,0,0,0,0,0,3,5,0,1,,443,1310,1298,1089,1030,665,186,172,250,412,,726,514,393,361,235,1509,2906,2979,1569,2115
551221,"Woven fabrics containing >= 85% acrylic or modacrylic staple fibres by weight, unbleached or ...",0,0,0,0,0,0,0,0,0,1,,236,240,67,3,84,1,8,10,28,7,,342,149,247,1,75,140,30,60,53,69
300219,"Immunological products, n.e.s. (code possibly empty, preceding subheadings seem exhaustive)",0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,7032,12335,13958,20922,25061,,0,0,0,0,0,35318,51088,55369,57179,63474
292111,"Methylamine, dimethylamine or trimethylamine and their salts",3,0,0,0,0,0,0,0,0,1,,32,58,14,1,68,3,4,4,5,27,,57740,56007,61162,53064,46866,54475,74140,50434,75537,144985
320490,"Synthetic organic products of a kind used as luminophores, whether or not chemically defined",70,0,3,18,0,0,0,0,0,1,,1321,344,387,252,301,155,108,330,229,208,,13620,10269,17521,16569,15229,10963,9186,6857,7583,10232
391190,"Polysulphides, polysulphones and other polymers and prepolymers produced by chemical synthesis, ...",0,0,2,17,163,0,1,23,51,1,,2194,1172,1077,1509,841,2263,1992,1835,1308,1132,,26064,30881,37694,38242,39608,50164,60732,72967,63136,110961
870870,"Road wheels and parts and accessories thereof, for tractors, motor vehicles for the transport ...",5,90,8,62,53,16,2,1,2,1,,22014,27121,9397,7163,6965,8326,11118,23266,29314,21975,,116256,114235,134650,150509,147843,177202,190891,152872,88787,90989
903020,Oscilloscopes and oscillographs,0,13,0,0,0,5,1,53,3,1,,631,789,285,855,458,698,338,252,439,954,,21907,19676,15866,16005,15221,21430,16085,21463,22735,29189
853321,Fixed electrical resistors for a power handling capacity <= 20 W (excluding heating resistors),0,0,5,23,14,0,2,2,1,1,,376,53,292,363,438,111,276,360,503,662,,26168,14456,11970,14656,21425,27606,48889,45812,42907,57209
960910,"Pencils and crayons, with leads encased in a rigid sheath",0,0,0,0,0,0,2,0,0,1,,215,285,147,239,214,118,71,180,188,212,,3509,2846,2936,3834,2883,3223,2915,2950,2120,2365
842720,"Self-propelled trucks fitted with lifting or handling equipment, non-powered by an electric ...",0,58,9,0,0,0,0,253,0,1,,32781,28634,35697,18970,38567,22562,18826,19011,13923,12822,,19881,8173,11598,9271,9159,8644,14521,14674,11098,15262
843820,"Machinery for the industrial preparation or manufacture of confectionery, cocoa or chocolate ...",68,0,0,0,0,94,0,0,86,1,,4831,7831,5421,3495,5211,5379,4299,2303,2063,6101,,32428,43203,38036,68064,17263,28307,27302,24633,32098,29241
611300,"Garments, knitted or crocheted, rubberised or impregnated, coated or covered with plastics ...",0,0,0,0,0,0,0,0,0,1,,3202,682,969,1126,1771,1659,1245,1607,1411,1810,,270,77,208,261,230,433,409,713,661,756
600634,"Printed fabrics, knitted or crocheted, of synthetic fibres, of a width of > 30 cm (excluding ...""",0,0,0,0,0,0,0,0,0,1,,29,73,357,48,9,3,0,6,138,36,,10591,8930,19223,21273,20656,18740,26157,33511,28275,37284
691490,"Ceramic articles, n.e.s. (excluding of porcelain or china)",111,3,9,13,10,23,4,19,2,1,,6127,2022,1088,2801,5633,7535,5935,7239,5735,8329,,36497,38713,52098,43668,42090,44992,41119,48308,72965,92726
700239,"Tubes of glass, unworked (excluding tubes of glass having a linear coefficient of expansion ...",19,0,0,2,0,0,0,1,0,1,,49,26,24,3,17,15,34,74,8,0,,12490,14389,16467,13802,14923,14000,22622,21497,20031,29685
420299,"Travelling-bags, shopping or tool bags, jewellery boxes, cutlery cases and similar, with outer ...",0,2,6,0,4,68,230,270,2,1,,6003,9172,6504,3883,7247,10073,10350,13724,7866,12529,,21403,24876,29511,24304,22043,23942,31933,28013,13482,16939
481960,"Box files, letter trays, storage boxes and similar articles, of paperboard, of a kind used ...",0,0,0,0,0,0,127,60,0,1,,573,736,654,894,729,951,660,415,742,629,,595,468,537,680,344,628,1213,804,306,461
392290,"Bidets, lavatory pans, flushing cisterns and similar sanitary ware, of plastics (excluding ...",2,4,3,4,8,9,10,55,1,1,,4849,3952,2366,2389,2382,1277,861,782,661,1216,,38246,36512,37499,40192,42449,46598,52113,57320,41899,74714
390810,"Polyamides-6, -11, -12, -6,6, -6,9, -6,10 or -6,12, in primary forms",78,8,0,0,0,0,2,0,0,1,,1225,308,329,261,309,76,348,242,1600,411,,146043,182400,206092,168050,187329,286376,388795,297241,288911,588852
420100,"Saddlery and harness for any animal, incl. traces, leads, knee pads, muzzles, saddle cloths, ...",1,0,0,0,0,0,0,0,1,1,,3901,3701,3431,3700,4095,4615,5342,5978,8148,12266,,204,241,290,285,303,456,959,1284,1241,2949
90961,"Juniper berries and seeds of anise, badian, caraway or fennel, neither crushed nor ground",0,0,0,6,0,0,3,15,7,1,,136,60,53,178,112,112,77,75,135,53,,0,12009,20910,24815,30570,34578,44821,54133,55954,91017
330741,"""Agarbatti"""" and other odoriferous preparations which operate by burning""""",25,0,0,0,0,0,0,0,0,1,,41,149,400,107,160,137,113,305,279,728,,27215,37926,57054,67610,74247,81375,84471,58171,3659,1406
71335,"Dried, shelled cow peas """"Vigna unguiculata"""", whether or not skinned or split""""",0,0,0,0,16,0,0,0,0,1,,203,216,122,12,29,27,104,76,90,113,,0,5668,34321,54776,36700,44307,31824,43716,34308,56955
190510,Crispbread,5,6,0,0,0,4,7,3,4,1,,6579,4643,2609,1264,1124,2392,3655,2960,3500,3063,,51,45,28,97,171,148,315,328,86,183
901290,"Parts and accessories for electron microscopes, proton microscopes and diffraction apparatus, ...",11,0,8,0,0,0,0,0,0,1,,2178,1237,1495,336,1208,1366,1220,2096,538,577,,4575,7363,5220,4222,3290,4249,4412,4598,2660,3880
900150,Spectacle lenses of materials other than glass,155,57,24,52,25,0,4,0,0,1,,11637,13885,13817,12591,10200,9036,9096,9213,7745,7144,,57890,55662,60447,68376,88620,120156,128682,135078,113797,126182
840734,"Spark-ignition reciprocating piston engine, of a kind used for vehicles of chapter 87, of a ...",8,115,0,0,0,0,3,0,3,1,,95380,83353,28468,31660,29051,13226,10792,4374,4317,2374,,111955,145116,229564,282060,308224,387344,458339,476908,273663,359264
630222,Printed bedlinen of man-made fibres (excluding knitted or crocheted),0,0,0,0,0,0,0,0,0,1,,155,143,154,420,253,55,60,105,84,121,,15,84,2057,4982,14784,5771,5689,2537,297,266
820600,"Sets of two or more tools of heading 8202 to 8205, put up in sets for retail sale",18,142,1,1,1,23,0,3,0,1,,4328,3680,5864,4358,4234,3545,7523,3230,2956,3702,,5489,7483,4218,3476,4643,4529,7886,6796,3178,4714
530929,"Woven fabrics of flax, containing predominantly, but < 85% flax by weight, dyed, made of yarn ...",0,0,0,0,0,0,2,1,1,1,,158,129,123,93,115,89,87,95,161,105,,9260,7927,8359,8916,8690,8995,10591,18679,13650,12798
521225,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,1,0,0,0,2,1,2,1,,183,85,34,17,65,82,30,3,16,20,,24,60,19,71,58,55,42,53,62,2
701690,"Paving blocks, slabs, bricks, squares, tiles and other articles of pressed or moulded glass, ...",24,0,0,0,0,16,0,0,2,1,,385,1273,381,230,282,325,237,472,386,398,,8817,7710,10692,14522,21170,21936,28350,38372,23330,37267
650500,"Hats and other headgear, knitted or crocheted, or made up from lace, felt or other textile ...",0,0,2,5,0,6,6,1,1,1,,2035,2621,2629,2621,2923,2937,2970,3771,3322,5025,,0,2819,4196,5770,6898,8909,13127,15704,13874,17410
581100,"Quilted textile products in the piece, composed of one or more layers of textile materials ...",0,0,5,0,0,0,0,0,0,1,,131,274,234,290,209,630,398,616,246,128,,1277,906,466,507,515,811,1112,1310,1321,1937
340391,Textile lubricant preparations and preparations of a kind used for the oil or grease treatment ...,0,44,0,0,0,0,19,18,0,1,,523,444,650,156,117,345,623,377,444,585,,36424,49433,60147,51898,59359,69729,80120,63899,56342,80134
480220,"Paper and paperboard of a kind used as a base for photosensitive, heat-sensitive or electrosensitive ...",84,21,0,0,11,27,273,24,0,1,,1098,261,747,303,185,328,66,114,47,128,,16774,19052,20999,19029,15270,22100,28068,26465,19876,25564
400932,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), reinforced or otherwise ...",0,0,0,0,0,4,0,1,0,1,,2850,773,1150,890,1409,1241,818,1086,1292,1065,,5763,9300,10859,15832,13095,20084,21865,19933,15031,13848
71360,"Dried, shelled pigeon peas """"Cajanus cajan"""", whether or not skinned or split""""",0,44,50,162,33,0,0,0,5,1,,29,16,33,56,38,14,0,0,23,87,,0,244055,380204,519851,616259,281572,204268,310125,303548,514131
90962,"Juniper berries and seeds of anise, badian, caraway or fennel, crushed or ground",0,0,0,0,0,0,0,0,0,1,,19,71,13,26,27,17,19,14,22,10,,0,806,541,627,404,432,748,648,721,418
151550,"Sesame oil and its fractions, whether or not refined, but not chemically modified",0,0,0,0,0,0,0,0,0,1,,160,128,92,50,104,62,117,91,1093,86,,466,6423,6419,815,981,1232,981,5026,1952,1634
960340,"Paint, distemper, varnish or similar brushes, paint pads and rollers (excluding artists' and ...",1,1,0,3,0,0,1,3,0,1,,1049,988,621,679,630,566,594,610,738,771,,2559,2189,3667,5491,5494,3078,3257,3354,1975,2551
940430,"Sleeping bags, whether or non-electrically heated",0,0,0,0,0,0,1,0,0,1,,253,305,570,317,433,1025,604,619,187,414,,1146,1548,963,1068,1356,2093,8468,5078,2347,3654
281121,Carbon dioxide,0,0,0,0,0,0,0,0,13,1,,1637,2978,2436,2087,1149,1081,1590,1489,2196,3343,,46,416,121,254,460,779,1106,1056,308,905
330420,Eye make-up preparations,3,14,0,1,0,1,3,4,1,1,,4508,5317,5639,5912,5182,7099,10411,9393,10476,11646,,8933,9602,10198,12287,12273,17200,27692,27634,17427,29406
381300,Preparations and charges for fire-extinguishers; charged fire-extinguishing grenades (excluding ...,0,0,0,11,4,6,20,5,0,1,,626,1303,1149,912,961,910,1167,829,597,1116,,2482,3422,1805,2708,3301,3507,3049,4570,3514,3249
291211,"Methanal """"formaldehyde""""""""",0,0,3,0,0,0,0,0,0,1,,36,71,80,26,46,110,188,136,199,105,,524,541,403,74,321,119,13,121,244,159
200551,"Shelled beans """"Vigna spp., Phaseolus spp."""", prepared or preserved otherwise than by vinegar ...""",0,0,0,0,0,0,1,0,4,1,,424,459,383,64,54,293,207,397,485,804,,16,36,21,236,114,199,191,18,287,144
840310,"Central heating boilers, non-electric (excluding vapour generating boilers and superheated ...",0,0,0,0,0,0,0,0,0,1,,893,386,295,639,359,630,407,199,296,641,,847,810,5281,3640,358,487,911,343,1644,572
830170,"Keys presented separately for padlocks, locks, clasps and frames with clasps incorporating ...",0,0,1,42,32,2,1,0,1,1,,1000,659,747,1122,470,511,752,1262,788,750,,6927,8081,11206,16371,13756,13816,15077,13300,8611,8527
850730,Nickel-cadmium accumulators (excluding spent),0,0,2,0,0,0,0,0,0,1,,496,368,586,912,742,929,2475,891,569,726,,36367,21355,5927,5676,3072,2336,2588,5135,2988,6198
846249,"Punching, notching or nibbling machines for flat products incl. combined punching and shearing ...",312,0,52,0,72,69,37,38,13,1,,662,681,384,214,53,212,444,125,360,595,,46055,38136,29518,30657,26027,28673,34881,38268,19070,19826
846593,"Grinding, sanding or polishing machines for working wood, cork, bone, hard rubber, hard plastics ...",0,0,9,2,0,11,0,0,4,1,,552,308,459,206,312,609,699,1445,205,184,,13987,8434,11257,11105,8376,16655,15001,17076,13785,13121
860730,"Hooks and other coupling devices, buffers, and parts thereof, for railway or tramway locomotives ...",0,0,0,0,21,21,77,6,0,1,,3274,2648,1227,1701,586,768,687,1202,504,1543,,33227,17159,9309,11397,14188,11163,14107,9903,9907,9282
551511,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,1,74,1,1,0,0,0,0,1,,1426,762,575,460,524,284,282,105,214,351,,12457,15707,18992,15347,15467,26271,108919,31459,15319,20934
611011,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of wool, knitted or crocheted ...",0,0,0,14,1,0,0,0,0,1,,471,1159,1970,1896,1681,1562,2091,1655,2373,2087,,3070,3415,3430,2539,2271,2532,3516,4409,5081,5851
621600,"Gloves, mittens and mitts, of all types of textile materials (excluding knitted or crocheted ...",0,0,0,0,0,7,52,39,0,1,,1110,1127,1055,1172,1358,1370,2498,3459,2862,2884,,988,1457,1394,1489,1415,1981,2260,2715,2593,2403
630710,"Floorcloths, dishcloths, dusters and similar cleaning cloths, of all types of textile materials",13,0,0,0,66,44,0,1,0,1,,2151,3211,1416,1393,1813,1682,1968,1968,2664,2019,,5034,5745,5037,4153,3528,5540,7753,10538,8062,11411
720450,Remelting scrap ingots of iron or steel (excluding products whose chemical composition conforms ...,0,0,0,0,0,0,0,0,0,0,,2857,1437,1341,1025,99,1579,139,6,711,1781,,1499,3891,1064,79,989,901,5972,4008,4988,8943
630221,Printed bedlinen of cotton (excluding knitted or crocheted),0,0,0,0,0,0,0,0,0,0,,1649,1344,2998,2133,1320,1063,921,1060,1287,2478,,0,88,12,8,2,69,454,379,239,397
630299,"Toilet linen and kitchen linen of textile materials (excluding of cotton or man-made fibres, ...",0,0,0,0,0,0,0,0,0,0,,33,171,76,136,126,97,314,1630,1841,1052,,446,372,246,309,137,740,649,370,292,423
630690,"Camping goods of textile materials (excluding tents, awnings and sunblinds, sails, pneumatic ...",0,0,1,0,0,0,12,0,0,0,,682,1221,1027,1138,1341,1730,2471,2061,2223,4943,,0,157,300,79,380,184,400,886,253,381
710110,"Pearls, natural, whether or not worked or graded, but not strung, mounted or set, natural pearls, ...",0,0,0,0,0,0,0,0,0,0,,5929,9392,2913,3890,8184,3876,653,1334,988,1005,,5614,416718,2959,5155,4674,3674,2757,7479,522,1981
710122,"Cultured pearls, worked, whether or not graded, but not strung, mounted or set, worked cultured ...",0,0,0,1,0,0,11,2,0,0,,123295,117114,102037,53076,64649,45261,42847,39696,26532,14378,,5160,177014,802020,903231,1343566,3226801,205481,4755,3029,3337
710590,Dust and powder of natural or synthetic precious or semi-precious stones (excluding dust and ...,0,0,0,0,0,0,0,0,0,0,,10,0,6,27,4,2,8,31,7,10,,470,459,323,288,437,289,199,371,397,605
