Product code,Product label,"Japan's imports from Taipei, Chinese-Value in 2012","Japan's imports from Taipei, Chinese-Value in 2013","Japan's imports from Taipei, Chinese-Value in 2014","Japan's imports from Taipei, Chinese-Value in 2015","Japan's imports from Taipei, Chinese-Value in 2016","Japan's imports from Taipei, Chinese-Value in 2017","Japan's imports from Taipei, Chinese-Value in 2018","Japan's imports from Taipei, Chinese-Value in 2019","Japan's imports from Taipei, Chinese-Value in 2020","Japan's imports from Taipei, Chinese-Value in 2021","Taipei, Chinese's exports to world- ","Taipei, Chinese's exports to world-Value in 2012","Taipei, Chinese's exports to world-Value in 2013","Taipei, Chinese's exports to world-Value in 2014","Taipei, Chinese's exports to world-Value in 2015","Taipei, Chinese's exports to world-Value in 2016","Taipei, Chinese's exports to world-Value in 2017","Taipei, Chinese's exports to world-Value in 2018","Taipei, Chinese's exports to world-Value in 2019","Taipei, Chinese's exports to world-Value in 2020","Taipei, Chinese's exports to world-Value in 2021",Japan's imports from world- ,Japan's imports from world-Value in 2012,Japan's imports from world-Value in 2013,Japan's imports from world-Value in 2014,Japan's imports from world-Value in 2015,Japan's imports from world-Value in 2016,Japan's imports from world-Value in 2017,Japan's imports from world-Value in 2018,Japan's imports from world-Value in 2019,Japan's imports from world-Value in 2020,Japan's imports from world-Value in 2021
90240,"Black fermented tea and partly fermented tea, whether or not flavoured, in immediate packings ...",3691,3742,3699,2759,3159,3031,3742,3898,3294,3464,,9494,10011,11096,11192,21779,30372,36685,29856,26724,28617,,117892,128024,123622,111443,106511,110758,112826,108705,91736,92648
721914,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",137,0,642,0,167,497,1381,629,750,3423,,42542,59525,56316,15536,35978,58701,60106,53147,33436,70603,,22315,20976,18164,9426,9705,12238,10602,10219,8061,13845
731700,"Nails, tacks, drawing pins, corrugated nails, staples and similar articles of iron or steel, ...",6032,6290,6921,4971,3632,4414,5253,3965,4130,3417,,142522,123686,133243,132745,118760,124047,118974,100393,85398,106712,,121309,127514,109643,93000,90209,101703,117922,115108,102480,123263
853340,"Electrical variable resistors, incl. rheostats and potentiometers (excluding wirewound variable ...",4867,5206,5541,4780,4326,3372,3942,2822,2792,3412,,165393,175486,177095,160602,160605,198751,227368,209197,239100,319288,,113956,99396,112162,97565,94845,91643,102206,84801,95156,113930
722020,"Flat-rolled products of stainless steel, of a width of < 600 mm, not further worked than cold-rolled ...""",2421,2282,2093,2077,2359,2575,3653,3789,3373,3388,,70358,64043,80873,61175,58131,132710,142745,116031,101990,144613,,26055,26296,22801,15769,18082,18046,24037,24608,27661,50658
844859,"Parts and accessories of machines of heading 8447, n.e.s.",2138,2841,3059,3173,3154,2559,2982,2255,1811,3376,,40388,38252,47332,38894,39361,51022,60414,46190,41431,50734,,19382,24770,26487,23885,25456,25036,29948,22442,14975,21433
282410,"Lead monoxide """"litharge, massicot""""""""",4068,5629,3245,2152,1995,2757,2981,2596,1561,3362,,11558,17395,13927,13442,11311,14339,17436,15567,13045,14705,,7075,9231,3757,2259,2023,2798,3082,2665,1673,3457
370130,"Photographic plates and film in the flat, sensitised, unexposed, with any side > 255 mm",440,194,78,14,149,77,964,1554,2381,3354,,11256,8760,11416,22650,24279,26085,25105,24770,18542,24626,,45029,50402,59637,49406,47612,51096,63409,51572,39390,37847
820412,"Hand-operated spanners and wrenches, incl. torque meter wrenches, of base metal, adjustable ...",3454,3054,3659,2651,2711,3591,3683,3078,3149,3318,,110088,102249,98069,90857,72583,83345,93852,100205,101997,125612,,12157,11336,12079,11454,12631,15381,15975,14322,13185,14015
730791,Flanges of iron or steel (excluding cast or stainless products),2252,1865,1317,1403,1565,1670,2650,2325,2925,3293,,26317,22196,22634,14732,8205,14105,14345,14747,9455,12381,,124047,92088,103991,89392,84690,93833,116489,104252,83938,107538
401019,"Conveyor belts or belting, of vulcanised rubber (excluding reinforced only with metal or only ...",76,27,750,465,33,31,28,38,1883,3276,,61689,59603,72011,57012,54405,59949,57825,52828,51199,56900,,1936,1706,2508,2132,1518,1905,1721,1761,3872,5776
844820,"Parts and accessories of machines for extruding, drawing, texturing or cutting man-made textile ...",285,934,203,451,543,1815,508,436,272,3268,,4461,4451,6689,6093,5601,7562,7627,7574,7231,10153,,21883,19946,19995,18513,11618,14858,19449,18161,14499,21016
731829,"Non-threaded articles, of iron or steel",4497,3421,3336,3370,3008,3415,3206,3335,2317,3251,,39968,45792,52944,56581,70727,70269,86824,80202,75362,96677,,47881,51424,49229,41869,42763,45196,51791,56464,44231,50502
846019,"Flat-surface grinding machines, for working metal, in which the positioning in any one axis ...",3201,2857,3957,4507,4150,4971,2064,1031,1287,3233,,44086,36841,42582,38904,35302,40672,45408,34742,25029,32566,,11439,10208,12811,14400,13795,14245,14744,12210,6802,7316
820160,"Hedge shears, two-handed pruning shears and similar two-handed shears, with working parts of ...",2261,2202,2318,2410,2414,2631,2115,2301,2605,3215,,25316,30128,34619,32219,31891,31454,31541,36000,34071,41976,,6458,5805,5824,5730,5791,5903,5438,5157,6912,7082
902519,"Thermometers and pyrometers, not combined with other instruments (excluding liquid-filled thermometers ...",1762,1754,1752,1697,1378,1502,1902,1841,6203,3196,,14123,12854,12761,12637,14666,15588,17835,17859,68006,37107,,82308,84304,84424,91319,93573,92516,92306,91711,263486,236352
284610,Cerium compounds,49,66,0,21,5,1716,1903,2360,3060,3190,,2405,1563,1248,1853,1588,1548,584,286,316,305,,133267,58550,54670,47408,48263,55474,63636,58050,49762,61638
732490,"Sanitary ware, incl. parts thereof (excluding cans, boxes and similar containers of heading ...",4896,5955,4091,3863,3598,3314,3756,3769,2997,3184,,99567,99784,104254,98299,98037,102341,100596,94108,97012,105867,,24847,27887,25542,22243,20715,21317,27583,25922,22891,27762
903289,"Regulating or controlling instruments and apparatus (excluding hydraulic or pneumatic, manostats, ...",2009,3319,4075,2433,2371,1755,2031,2448,2165,3184,,76589,84536,74829,63626,67106,75497,97811,84004,79930,89056,,822059,854993,1141310,1039821,1072931,1175902,1376226,1399799,1103711,1061898
400259,"Acrylonitrile-butadiene rubber """"NBR"""", in primary forms or in plates, sheets or strip (excluding ...""",6164,5656,5331,3674,3568,3866,4336,3046,1740,3167,,29168,23845,22392,18439,23504,32898,33511,31321,26698,34266,,38259,27361,26540,21079,18866,23368,24878,22862,13130,23047
842420,"Spray guns and similar appliances (other than electrical machines, appliances and other devices ...",4081,2936,2926,2705,2417,2182,2292,2547,3038,3165,,35215,40196,39913,44118,46886,54044,60035,59284,62015,77139,,73641,84520,47711,32338,29544,22383,22534,27022,25568,31541
847981,"Machinery for treating metal, incl. electric wire coil-winders, n.e.s. (excl. industrial robots, ...",4256,2679,904,2816,2683,6134,3484,8448,4137,3164,,63330,83268,75591,82765,64633,106297,96682,84317,82299,109036,,25582,22870,22496,25771,29256,37056,52563,48123,32296,29641
853810,"Boards, panels, consoles, desks, cabinets and other bases for the goods of heading 8537, not ...",1668,2406,2202,3023,2734,3571,3853,3645,2266,3156,,33487,32461,37548,44160,39182,39106,40046,26689,27063,28687,,64503,59008,71548,63412,64130,66429,63025,57304,66881,66275
540753,"Woven fabrics of yarn containing >= 85% by weight of textured polyester filaments, incl. monofilament ...",415,717,693,1046,1385,450,795,2042,2541,3146,,28598,20519,24448,20512,27690,24050,27528,29221,24378,34088,,9862,15151,16671,12380,17036,15891,16511,18863,13267,14899
900410,Sunglasses,5806,7213,7396,6610,6639,4447,4810,5112,4063,3142,,93846,92667,96789,84325,84679,82773,87947,85451,70577,100883,,123812,144231,148685,147761,165625,182209,188706,195878,137157,137821
854420,"Coaxial cable and other coaxial electric conductors, insulated",5228,3437,2503,2298,2358,3033,2132,2699,3116,3140,,82982,85236,85069,76147,75205,83026,85965,84108,76812,93524,,115728,106578,103316,87074,96492,126312,148755,131299,139783,178735
380992,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs, and other products ...",2789,1645,2145,2721,2756,3251,3713,3003,2905,3133,,20022,19150,21814,20429,18064,22460,26041,24170,23454,26748,,11306,8378,9884,9355,8428,9116,11471,11187,11881,14573
851679,"Electro-thermic appliances, for domestic use (excluding hairdressing appliances and hand dryers, ...",17162,9875,6400,6933,3218,10703,5579,5864,4443,3116,,28987,30908,30935,32273,25777,31434,36129,28681,22694,29116,,398544,351817,353086,332316,306865,368730,397935,397775,469821,517095
940370,"Furniture of plastics (excluding medical, dental, surgical or veterinary, and seats)",15871,14231,15127,8723,2322,2218,2431,3149,3332,3115,,32512,32439,37482,26762,22640,23028,23089,22176,28305,31682,,49892,54122,52693,45492,36950,38405,45345,50763,57203,71002
540231,"Textured filament yarn of nylon or other polyamides, with a linear density of <= 50 tex per ...",3971,2962,4978,5235,5772,5106,5151,4769,2850,3110,,225405,231238,218677,154436,138089,161976,168396,136889,90365,112710,,16873,15704,18109,17401,18979,17481,17868,17597,12845,18651
821300,"Scissors, tailors' shears and similar shears, and blades therefor, of base metal (excluding ...",3133,3066,2810,2799,2793,3205,2865,2656,3124,3106,,28016,30291,30823,28852,31396,30347,32106,34008,35814,40182,,35951,38098,35333,35684,36005,36892,38558,39165,42871,43362
845490,"Parts of converters, ladles, ingot moulds and casting machines of a kind used in metallurgy ...",4210,3009,5247,2489,2616,2762,2640,3153,1497,3104,,16829,8568,12080,11265,10112,7669,8315,9068,7273,8401,,39646,43266,70237,48642,49276,38142,80964,57720,57765,63449
710692,"Silver, incl. silver plated with gold or platinum, semi-manufactured",5591,3830,3007,2963,2829,3337,2945,2890,2731,3102,,1877767,715864,662632,150680,86666,52421,90240,44273,122764,576878,,68641,47196,30568,27081,46390,38727,38260,29960,47059,50974
442090,"Wood marquetry and inlaid wood; caskets and cases for jewellery or cutlery, and similar articles, ...",1365,1584,1692,2158,1576,1672,1643,1605,2254,3100,,3034,3767,2503,2173,2649,2764,2465,2780,1987,3270,,54103,52938,61316,52149,56489,56597,57173,54906,55742,67548
292242,Glutamic acid and its salts,8861,4816,3718,3636,3264,3367,3278,3061,2945,3089,,66897,55530,68735,50473,43868,36348,32369,33584,36444,29581,,214058,187729,174611,182966,170865,165587,168573,163840,151156,150342
854470,"Optical fibre cables made up of individually sheathed fibres, whether or not containing electric ...",2273,2558,2626,3498,2813,3392,1832,2049,2545,3085,,17975,23375,31666,25159,49391,91587,77804,96303,91946,82714,,107314,94224,97279,76771,87655,106421,121603,119768,125422,128727
721050,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",5132,5323,5060,2241,2488,3941,3394,3619,3471,3065,,53079,50980,63485,42578,34250,46189,62195,57700,35649,53063,,17908,13352,12601,6547,6918,9444,9746,11892,9857,10115
420299,"Travelling-bags, shopping or tool bags, jewellery boxes, cutlery cases and similar, with outer ...",3334,3213,3148,3183,3091,2845,2978,2691,2605,3064,,3318,3310,3960,4861,4121,3847,3493,3277,2713,3154,,38619,39071,41651,38869,39819,39432,41759,41279,38181,42959
902300,"Instruments, apparatus and models designed for demonstrational purposes, e.g. in education ...",15259,12175,11702,4243,4600,6688,9846,4513,3972,3059,,38847,35656,38370,35414,32796,40285,35398,37325,30333,40649,,215394,191781,168048,142026,140208,137570,131521,143350,101749,117103
848410,Gaskets and similar joints of metal sheeting combined with other material or of two or more ...,1410,1616,1696,1464,1618,1708,1631,1993,2148,3050,,7815,12569,22073,26211,28027,32360,36092,38394,40057,54469,,47370,53167,56618,56759,71909,75220,83261,84633,66110,82524
930520,"Parts and accessories of shotguns or rifles of heading 9303, n.e.s.",455,1572,1716,2099,2296,1979,2068,2272,2290,3045,,0,27,758,1041,3377,1918,2983,3461,7097,15109,,3991,5139,5074,5969,6044,6785,7250,7895,6928,8126
853321,Fixed electrical resistors for a power handling capacity <= 20 W (excluding heating resistors),1270,1323,1480,1274,1900,3173,4044,3431,2044,3039,,232790,228993,238580,246940,301556,346598,482874,362643,493008,677041,,209048,178436,160223,136059,149478,165050,163884,155431,144986,195713
510529,"Wool, combed (excluding that in fragments """"open tops"""")""""",33296,16080,13232,14468,12814,11803,15341,8492,3521,3035,,53043,30231,33065,27392,33583,37318,37793,19873,13176,9902,,86778,86354,96096,89797,78551,76108,93552,90661,50444,33445
741999,"Articles of copper, n.e.s.",11538,5029,3660,2876,2489,3526,4047,3423,2746,3031,,228888,216464,203010,182595,162940,175665,182806,163356,160087,204411,,115748,96256,110206,81639,65214,67064,78207,76088,71079,93361
844110,"Cutting machines for making up paper pulp, paper or paperboard (excluding bookbinding machinery ...",4382,2890,382,623,411,1200,2054,2539,1104,3029,,30022,39184,38047,36098,32106,34547,39116,40072,31951,41181,,40123,28772,23089,21531,18309,27811,26298,26497,27715,28326
721913,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",1676,1098,1279,1428,1584,2516,1971,3335,1928,3022,,98694,138558,119169,81039,95896,131369,130523,79285,45645,100986,,67326,79065,68249,46606,64685,78217,82477,72320,54599,80771
391732,"Flexible tubes, pipes and hoses of plastics, not reinforced or otherwise combined with other ...",3681,3804,3003,3050,2798,3111,3069,3529,2340,2989,,17007,20095,21161,20288,20693,24913,26848,31043,29633,38776,,89650,87045,86320,80707,82587,93647,102334,96882,87589,100429
700100,"Cullet and other waste and scrap of glass; glass in the mass (excl. glass in the form of powder, ...",597,481,1043,803,698,333,692,764,2704,2976,,2362,2296,4392,5323,5675,3896,5761,3889,6007,6530,,28715,14721,15113,14184,17600,18568,33616,31643,22342,35685
392030,"Plates, sheets, foil, film and strip, of non-cellular polymers of styrene, not reinforced, ...",4348,3428,4158,2759,2644,2614,3020,3091,2607,2961,,87954,107099,111432,80423,68924,79888,81397,72763,68359,40483,,28673,20033,17059,12676,10316,11304,10983,10049,10502,13015
90230,"Black fermented tea and partly fermented tea, whether or not flavoured, in immediate packings ...",515,618,417,681,518,662,1494,4254,1900,2940,,16231,19169,19045,26600,25806,35438,44939,59495,43603,55274,,55247,44934,44692,43215,39302,43036,41903,44023,40321,60274
200899,"Fruit and other edible parts of plants, prepared or preserved, whether or not containing added ...",1285,1132,988,1058,1090,1022,1014,1977,1815,2921,,20713,22073,25352,25682,25846,28173,29848,30129,27013,34603,,284083,270390,272511,258128,241763,254690,251855,309674,350859,343967
844790,"Machines for making gimped yarn, tulle, lace, embroidery, trimmings, braid or net and machines ...",1775,1329,1631,1262,1488,2129,4098,2544,2358,2920,,39305,30240,27176,35855,43906,50216,58678,49291,46157,65076,,19797,17776,23974,21274,16059,17408,20281,7755,5762,10540
290729,"Polyphenols and phenol-alcohols (excluding resorcinol and hydroquinone """"quinol"""" and their ...""",5336,4752,3326,3099,3393,3283,3564,2648,2554,2900,,711,2532,10241,8318,10026,16520,19128,18103,15643,29474,,35733,32790,29741,33907,37074,40935,50741,58585,60307,74913
851821,"Single loudspeakers, mounted in their enclosures",945,757,2057,711,414,437,460,252,978,2897,,3461,3432,4128,3690,3918,4387,4569,3824,5781,17773,,84886,85558,93469,98595,106084,107764,100386,110560,112382,128945
920600,"Percussion musical instruments, e.g. drums, xylophones, cymbals, castanets, maracas",3217,2882,3061,2563,3137,3677,4349,3285,2969,2885,,29810,24758,23145,25895,27275,25182,26805,25868,20519,24685,,22960,22413,21934,18917,19596,19297,20115,18610,13859,15092
830520,"Staples in strips, of base metal",1503,1603,1590,1949,2773,2759,2751,2831,2681,2877,,15927,14377,14614,12814,11436,10458,10078,11067,16842,21543,,7138,8984,9112,7924,9788,10183,9934,10634,8949,9966
290512,"Propan-1-ol """"propyl alcohol"""" and propan-2-ol """"isopropyl alcohol""""""""",3588,3361,3337,2005,2002,2557,3081,3355,2934,2870,,106457,104545,107897,70570,62301,93075,106306,76381,105937,127615,,32827,21323,19567,17675,15853,15292,16874,15215,12505,17779
960610,"Press-fasteners, snap-fasteners and press studs and parts therefor",1569,1664,2076,1718,1662,1714,2299,2243,2590,2869,,15511,16638,16016,14490,11658,12136,14845,14648,13170,18483,,13646,16428,21030,23457,28536,30849,25049,25712,17803,17624
852359,"Semiconductor media, unrecorded, for the recording of sound or of other phenomena (excluding ...",263,269,175,381,263,2381,1639,1377,1582,2864,,1978,1964,1498,1881,1439,4115,2027,1361,692,1721,,3462,3356,3784,6334,3815,7488,7533,5268,6123,7220
842833,"Continuous-action elevators and conveyors for goods or materials, belt type (excluding those ...",2815,3280,2716,992,1061,1282,1377,4551,4723,2859,,28964,34680,32145,33101,16073,21006,27112,29594,25628,28760,,29841,34112,33894,27895,26317,33762,43000,59214,74756,62686
843120,"Parts of fork-lift trucks and other works trucks fitted with lifting or handling equipment, ...",4628,4186,3463,3239,3821,3081,3361,2763,2791,2856,,23119,25679,26815,25557,21353,27460,25335,28845,31270,29982,,172307,152448,145426,135536,129709,143170,163518,151808,125224,161490
271019,"Medium oils and preparations, of petroleum or bituminous minerals, not containing biodiesel, ...",211299,118090,35046,10513,5195,1963,2929,19371,5523,2845,,17857579,18440537,15792613,9032858,7623629,8398969,10883311,10339758,5106760,7813938,,11387324,8608650,6519960,3362247,1810903,2664845,3935434,2518814,1898048,3390124
790700,"Articles of zinc, n.e.s.",2840,2265,1449,1346,1643,2247,2242,2242,2330,2844,,81341,81285,89581,88951,93301,105318,114100,97494,88210,105494,,33227,27778,31765,30183,30095,36011,43746,45516,42895,45073
390120,"Polyethylene with a specific gravity of >= 0,94, in primary forms",2725,1744,2479,4202,4239,3197,3641,504,695,2843,,354720,474114,462121,416679,382847,410909,466676,386535,323271,393006,,203577,193779,271084,178540,183563,252357,302562,248974,175457,223683
391733,"Flexible tubes, pipes and hoses of plastics, not reinforced or otherwise combined with other ...",4322,4214,3447,2786,3133,2770,2229,2630,2693,2831,,14836,15681,20889,18714,16896,20524,24547,20810,33330,54361,,14740,17638,16839,17284,20857,21841,23554,25338,28813,31939
820330,"Metal-cutting shears and similar hand tools, of base metal",2210,2696,1886,2018,2012,2039,2224,2429,2560,2831,,15517,17184,24642,21188,18714,19610,20041,16163,15790,21105,,3797,4177,3758,3554,3752,3570,4025,4446,4524,5363
