Product code,Product label,China's imports from Russian Federation-Value in 2012,China's imports from Russian Federation-Value in 2013,China's imports from Russian Federation-Value in 2014,China's imports from Russian Federation-Value in 2015,China's imports from Russian Federation-Value in 2016,China's imports from Russian Federation-Value in 2017,China's imports from Russian Federation-Value in 2018,China's imports from Russian Federation-Value in 2019,China's imports from Russian Federation-Value in 2020,China's imports from Russian Federation-Value in 2021,Russian Federation's exports to world- ,Russian Federation's exports to world-Value in 2012,Russian Federation's exports to world-Value in 2013,Russian Federation's exports to world-Value in 2014,Russian Federation's exports to world-Value in 2015,Russian Federation's exports to world-Value in 2016,Russian Federation's exports to world-Value in 2017,Russian Federation's exports to world-Value in 2018,Russian Federation's exports to world-Value in 2019,Russian Federation's exports to world-Value in 2020,Russian Federation's exports to world-Value in 2021,China's imports from world- ,China's imports from world-Value in 2012,China's imports from world-Value in 2013,China's imports from world-Value in 2014,China's imports from world-Value in 2015,China's imports from world-Value in 2016,China's imports from world-Value in 2017,China's imports from world-Value in 2018,China's imports from world-Value in 2019,China's imports from world-Value in 2020,China's imports from world-Value in 2021
291620,"Cyclanic, cyclenic or cycloterpenic monocarboxylic acids, their anhydrides, halides, peroxides, ...",149,54,0,0,0,0,0,0,0,0,,141,108,0,0,1,13,59,655,31,70,,24154,24815,26829,26083,28687,35996,32953,34971,41241,32434
291634,Phenylacetic acid and its salts,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,41,74,44,186,110,128,69,150,282,54
291811,"Lactic acid, its salts and esters (excluding inorganic or organic compounds of mercury)",0,0,1,0,0,0,0,0,0,0,,165,291,90,265,223,298,388,297,521,811,,11836,17938,19479,17831,14649,17958,29263,26350,28442,26003
291812,Tartaric acid,0,0,0,0,0,0,0,0,0,0,,124,59,67,511,509,548,684,942,767,1283,,1515,2405,2165,1748,1761,2110,2083,848,1427,691
291821,Salicylic acid and its salts (excluding inorganic or organic compounds of mercury),0,0,0,0,0,0,0,0,0,0,,10,10,30,16,19,16,24,23,38,88,,964,978,964,1160,675,1021,1878,1009,2367,853
292129,"Acyclic polyamines and their derivatives; salts thereof (excluding ethylenediamine and hexamethylenediamine, ...",0,0,0,0,0,0,0,0,0,0,,860,1118,1274,1244,953,1584,1332,1033,566,848,,121517,131551,136192,139875,118078,113905,128917,131855,112958,136886
283324,Sulphates of nickel,0,0,0,0,399,0,0,0,0,0,,602,413,743,987,1144,311,436,291,210,80,,12779,16610,20817,8813,15459,23971,29498,14670,16551,174589
283524,Phosphates of potassium,0,0,0,0,0,0,0,0,62,0,,242,242,349,420,418,467,483,616,1848,2094,,3213,3920,3873,3634,2785,3939,6210,7314,8837,7059
271020,Petroleum oils and oils obtained from bituminous minerals (other than crude) and preparations ...,0,0,0,0,0,0,0,0,0,0,,18,24,0,7,0,0,12,0,1,131,,103660,2438338,157593,962,337,823,547,436,1143,2138
290522,Acyclic terpene alcohols,0,0,9,18,0,0,0,0,0,0,,0,0,15,6,8,1,3,1,22,5,,30252,28829,23773,19731,16331,14106,15911,17283,15577,17635
290541,"2-Ethyl-2-""""hydroxymethyl"""" propane-1,3-diol """"trimethylolpropane""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,11,0,0,1,4,9,5,112,,20502,24978,20965,12832,7988,8570,6718,7714,6701,4468
290544,"D-glucitol """"sorbitol""""""""",0,0,0,0,0,0,0,0,0,0,,59,90,103,87,90,113,132,183,276,490,,2324,4631,3938,2881,2486,2629,3557,2620,3507,4187
290930,"Aromatic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives",0,0,0,0,0,0,0,0,415,0,,114,63,271,20,46,117,119,65,97,17,,19768,23074,20401,30653,82904,113338,138921,136911,124440,122599
291219,"Acyclic aldehydes, without other oxygen function (excluding methanal [formaldehyde] and ethanal ...",0,0,0,0,0,0,0,0,0,0,,42,42,0,37,126,112,217,250,288,212,,91143,79304,79422,62516,49379,52093,54993,61632,55247,76857
291221,Benzaldehyde,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,,3812,6581,5653,5245,4744,4184,3998,2324,1348,1193
291242,"Ethylvanillin """"3-ethoxy-4-hydroxybenzaldehyde""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,43,0,39,8,8,58,87,79,,2334,1910,1691,1944,3441,2499,2494,1205,2878,2933
292214,"Dextropropoxyphene """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,1,2,0,2,1,7,15,3,0
292310,Choline and its salts,0,0,0,0,0,0,0,0,0,0,,0,0,2,1,23,251,208,175,103,176,,8051,1702,1493,1344,1539,1261,1808,1476,1759,2882
292340,Didecyldimethylammonium perfluorooctane sulphonate,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0
292411,"Meprobamate """"INN""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,1,2,4,1,0
293550,"Perfluorooctane sulphonamides (excl. N-Methylperfluorooctane sulphonamide, N-Ethylperfluorooctane ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,4,134,125,0,0,0,,0,0,0,0,0,0,2,1,1,0
293626,"Vitamin B12 and its derivatives, used primarily as vitamins",0,0,0,0,0,0,0,0,0,0,,0,9,8,9,57,82,108,9,27,84,,7286,7029,10327,17071,37914,52184,16487,56037,47078,4415
293719,"Polypeptide hormones, protein hormones and glycoprotein hormones, their derivatives and structural ...",0,0,0,0,0,0,0,0,0,0,,2,2,3,7,15,312,26,2,31,13,,9303,8375,2303,3562,6675,7716,7192,35756,73607,9823
293722,Halogenated derivatives of corticosteroidal hormones,0,0,0,0,0,0,0,0,0,0,,0,0,33,3,0,0,0,0,84,0,,602,2024,916,455,1062,1791,3278,4630,7619,3445
293944,Norephedrine and its salts,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,2,4,4,5,5,0,0,0
293969,"Alkaloids of rye ergot and their derivatives; salts thereof (excluding lysergic acid, ergotamine ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,7073,12610,14489,10756,10021,15713,15444,24868,21905,1559
294000,"Sugars, chemically pure (excluding sucrose, lactose, maltose, glucose and fructose); sugar ...",0,0,0,0,0,0,0,0,0,0,,13,9,88,28,134,248,334,764,635,689,,23095,21329,25774,23856,10553,11998,17031,17014,14554,21010
294130,Tetracyclines and their derivatives; salts thereof,0,0,0,0,0,0,0,0,0,0,,1,165,55,52,170,524,326,464,199,650,,4702,2363,4919,9473,7557,6590,14061,9467,8999,17626
940330,Wooden furniture for offices (excluding seats),7,3,0,1,0,6,0,1,0,0,,6169,5921,5848,4117,3668,4749,5301,6354,4910,6353,,23183,25199,32812,43093,33293,33757,34633,30308,25022,16763
950440,Playing cards,0,0,0,0,0,0,0,0,0,0,,95,177,127,95,89,104,443,344,199,259,,5852,5729,8772,7555,7317,9764,7263,6500,6942,10823
960200,Worked vegetable or mineral carving material and articles of these materials n.e.s; moulded ...,0,0,0,1,0,16,0,0,0,0,,4486,4075,3928,2949,5057,2959,2021,2938,5309,5287,,1523,1014,1121,596,785,912,1852,4140,2582,3447
960310,"Brooms and brushes, consisting of twigs or other vegetable materials bound together, with or ...",0,0,0,0,0,0,0,0,0,0,,229,308,277,154,304,516,472,542,519,918,,347,608,342,389,397,381,442,467,766,587
910111,"Wrist-watches of precious metal or of metal clad with precious metal, whether or not incorporating ...",25,27,0,11,0,0,0,8,0,0,,1525,2551,2621,1562,1196,1431,768,1511,888,2000,,81767,45250,51172,52246,41194,33078,54534,96800,161911,325325
910299,"Pocket-watches and the like, incl. stop-watches, with hand or automatic winding (excluding ...",0,0,0,0,0,0,0,0,0,0,,143,277,363,235,79,224,336,256,130,100,,309,495,165,276,1794,135,2206,2257,1970,292
910390,"Clocks with watch movements (excluding electrically operated, wrist-watches, pocket-watches ...",0,0,0,0,0,0,0,0,0,0,,16,1,19,20,4,2,85,1,2,12,,251,370,257,246,376,42,102,251,1520,580
902121,Artificial teeth,0,0,0,0,0,0,0,0,0,0,,69,60,79,162,154,262,454,1507,345,520,,3872,4067,5556,4900,7050,7599,10222,56570,55356,53865
902190,"Articles and appliances, which are worn or carried, or implanted in the body, to compensate ...",0,0,0,0,0,0,1,0,0,0,,692,2510,1300,1372,1833,4074,3526,2466,4725,5179,,859094,1072791,1096455,1229556,1141270,1310697,1440290,1667227,1378717,1119490
920992,"Parts and accessories for string musical instruments without keyboards, n.e.s. (excluding strings ...",0,0,0,0,0,0,0,0,0,0,,7,10,11,3,10,17,33,35,55,79,,12919,11479,11077,9257,8853,6315,7507,7233,7444,8185
930310,"Muzzle-loading firearms, neither designed nor suitable for projecting cartridges",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,3,0,0,0,0,0,0
930700,"Swords, cutlasses, bayonets, lances and similar arms and parts thereof, and scabbards and sheaths ...",0,0,0,0,0,1,0,0,0,0,,110,399,706,0,0,0,0,0,0,0,,54,12,40,13,55,134,41,121,262,174
950640,Articles and equipment for table-tennis,0,0,0,0,0,0,0,0,0,0,,194,246,217,224,275,333,398,682,864,1118,,14107,11314,12996,14331,10336,13763,13428,15883,14719,25060
950651,"Tennis rackets, whether or not strung (excluding table-tennis bats)",0,0,0,0,0,0,0,0,0,0,,20,90,56,15,9,22,14,27,26,118,,1275,2120,1498,1587,3922,3795,864,1622,936,1906
950810,Travelling circuses and travelling menageries,0,0,0,2,0,1,4,24,0,0,,0,12,0,2,2,63,18,23,0,5,,48,4,5,244,1111,15,1965,27,0,0
960190,"Worked bone, tortoiseshell, horn, antlers, coral, mother-of-pearl and other animal carving ...",0,0,0,0,0,0,0,0,0,0,,23,2,5,3,11,9,9,11,13,36,,969,994,2695,1910,940,1207,3765,1700,973,7322
960719,Slide fasteners (excluding fitted with chain scoops of base metal),0,0,0,0,0,0,0,0,0,0,,893,1019,1128,1174,1311,2387,2782,2617,3194,3705,,168378,167794,147696,139566,129504,122665,118114,101153,79786,87385
960720,Parts of slide fasteners,0,0,0,0,0,0,0,0,0,0,,174,249,142,150,312,396,504,656,742,728,,105551,112555,96604,89930,92188,100273,104433,88494,59210,89486
960850,"Sets of articles from two or more of the following: ball-point pens, felt or fibre-tipped pens ...",0,0,0,0,0,0,0,0,0,0,,178,280,537,209,278,318,390,454,547,623,,1153,674,677,1124,1386,1326,2202,2095,1115,1455
960920,"Pencil leads, black or coloured",0,0,0,0,0,0,0,0,0,0,,16,18,18,20,20,24,43,44,37,52,,2760,4010,3304,3906,3782,4030,3789,4449,3094,4801
961320,"Pocket lighters, gas fuelled, refillable",0,0,0,0,0,0,0,0,0,0,,167,248,249,217,404,673,562,658,582,489,,6270,2492,2919,2381,2461,2853,4382,7312,6409,5335
961590,"Hairpins, curling pins, curling grips, hair-curlers and the like, and parts thereof, n.e.s. ...",0,0,0,0,0,0,0,0,0,0,,1154,763,958,678,839,1298,1695,2564,2104,2544,,2563,3189,4204,3804,4886,5784,6326,5760,4838,6998
961700,"Vacuum flasks and other vacuum vessels, and parts thereof (excluding glass inners)",0,4,0,0,0,0,1,1,0,0,,1670,1486,1228,548,728,1486,1623,2598,2076,3072,,29838,25198,33171,56911,97494,138244,172163,151078,129626,148783
961800,"Tailors' dummies and other lay figures, automata and other animated displays used for shop ...",2,0,0,0,2,1,0,8,0,0,,361,441,500,347,380,714,942,1139,665,760,,12093,10732,10048,9018,8794,9632,9857,9951,8212,10622
970200,"Original engravings, prints and lithographs",0,1,0,0,0,0,0,0,0,0,,0,0,10,5,5,7,2,10,2,0,,1284,2100,4426,513,522,328,2468,3734,2163,6166
940599,"Parts of lamps and lighting fittings, illuminated signs and nameplates and the like, n.e.s.",0,16,0,81,1,2,0,2,0,0,,1863,1960,1951,1149,1108,1818,1744,1380,1653,2080,,192239,136873,128800,184870,112847,77971,71145,70096,63138,59573
950450,Video game consoles and machines (excluding operated by any means of payment),0,0,5,0,0,0,2,0,5,0,,5077,6640,11380,8102,6674,14873,17153,24156,15840,21022,,396844,230426,470012,332895,921359,469900,357215,513965,480687,606278
940520,"Electric table, desk, bedside or floor-standing lamps",0,0,0,0,0,0,0,0,0,0,,696,866,1302,1530,1819,2081,2517,3227,3211,4524,,9529,9417,13057,12391,17320,19118,18665,16311,22422,23393
843142,"Bulldozer or angledozer blades, n.e.s.",0,0,0,0,0,0,0,0,0,0,,1035,1759,1785,1926,2319,3055,4482,3329,2792,4407,,2242,534,606,634,435,394,816,1300,297,499
843239,"Seeders, planters and transplanters (excl. no-till machines)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,644,16136,14401,18921,14934,29207,,0,0,0,0,0,29698,5516,6527,6700,6354
843280,"Agricultural, horticultural or forestry machinery for soil preparation or cultivation; lawn ...",0,0,0,0,0,0,0,0,0,0,,1560,1577,449,384,277,1037,1405,2103,2808,3553,,10621,8532,9897,4615,4712,6670,6021,5956,5645,4941
843319,"Mowers for lawns, parks or sports grounds, powered, with the cutting device rotating in a vertical ...",0,0,0,0,0,0,0,0,0,0,,20,7,17,10,50,24,161,82,13,55,,11082,10699,7953,1418,1372,2991,4673,2706,1216,1854
844190,"Parts of machinery for making up paper pulp, paper or paperboard, n.e.s.",2,2,0,0,0,0,0,1,0,0,,1541,1364,1779,1330,1770,1417,1028,1117,1408,1506,,44295,43162,46091,40473,32998,46508,76613,39116,42814,43809
844313,"Offset printing machinery (excluding sheet fed offset printing machinery, sheet size <= 22 ...",0,0,0,0,0,0,0,0,0,0,,5097,8899,4240,11924,8676,3266,5288,5294,1943,2933,,925977,927636,752201,610056,395549,530309,724277,715652,596572,843454
844317,Gravure printing machinery,0,0,0,0,0,0,0,0,0,0,,0,285,187,0,105,2586,45,0,141,111,,140361,50982,43589,26706,16493,17318,18950,12593,24400,14687
841931,Dryers for agricultural products,0,0,0,0,0,0,0,0,0,0,,2102,2646,3406,5167,1730,2753,1973,2952,3390,5077,,7145,8719,20799,10332,17205,9082,16015,8458,6452,3080
842111,Centrifugal cream separators,0,0,0,0,0,0,0,159,0,0,,3864,3059,3003,1916,1715,4503,3086,3689,4013,3698,,3142,2026,605,670,1068,813,493,702,1,2717
842320,Scales for continuous weighing of goods on conveyors,0,0,0,0,0,0,0,0,0,0,,1391,414,1344,919,503,468,873,1182,382,1040,,16740,12626,10572,10413,8854,7673,8806,11440,8501,10632
842382,Weighing machinery of a maximum weighing capacity > 30 kg but <= 5.000 kg (excluding personal ...,9,0,0,0,0,0,8,14,14,0,,1010,1964,1707,1315,901,2033,2820,2001,1307,2144,,11711,12867,17208,13952,15934,16539,17290,23348,16170,27059
820740,"Tools for tapping or threading, interchangeable",0,0,0,0,0,2,7,0,0,0,,1986,1377,1828,1043,985,1637,1749,2137,1949,2383,,99301,97013,115088,103893,103608,116112,115899,132391,127210,150692
841340,Concrete pumps,0,0,0,0,0,0,0,0,0,0,,104,3497,3714,1472,1566,1166,2494,948,1077,2657,,7154,13726,9592,5363,11043,22211,13332,10596,9752,15531
840219,"Vapour generating boilers, incl. hybrid boilers (excluding central heating hot water boilers ...",0,0,0,0,0,0,0,0,0,0,,5013,4985,2456,1290,2687,1184,538,2632,77790,83520,,39535,26441,21012,16956,24288,28521,16295,11446,13586,12406
840510,"Producer gas or water gas generators, with or without their purifiers; acetylene gas generators ...",0,0,0,0,0,0,0,0,0,0,,4557,1798,5375,11427,4370,7586,8190,6403,6501,3452,,4491,10072,9613,6709,6925,7742,6845,12050,5819,19674
840710,"Spark-ignition reciprocating or rotary internal combustion piston engine, for aircraft",161,191,541,366,92,0,367,0,26,0,,1178,637,666,616,664,966,597,141,519,1655,,8345,7383,11792,12077,11362,15799,12662,16588,38919,20296
840810,"Compression-ignition internal combustion piston engine """"diesel or semi-diesel engine"""", for ...""",0,0,0,0,0,0,0,0,0,0,,1915,4100,6793,835,1499,853,2307,1778,4934,1557,,1685129,1146871,1340407,1069049,708227,578123,523261,690711,737229,648871
821194,"Blades of base metal for table knives, pocket knives and other knives of heading 8211",0,0,0,0,0,0,0,0,0,0,,55,18,51,39,88,141,238,166,215,388,,7575,6914,8207,8177,7766,8277,9457,9932,8046,8232
821490,"Hair clippers, butchers' or kitchen cleavers and other articles of cutlery of base metal, n.e.s.",0,0,0,0,0,0,0,0,0,0,,50,58,91,82,254,122,150,138,143,252,,5615,3972,5317,8197,8695,10236,10112,10412,10697,8312
830242,"Base metal mountings, fittings and similar articles suitable for furniture (excluding locks ...",0,0,0,0,0,33,7,94,5,0,,3053,4161,4918,4112,5418,7163,9147,10033,11534,15491,,73986,89118,94337,83032,103072,123018,129643,133861,134417,185257
830400,"Filing cabinets, card-index cabinets, paper trays, paper rests, pen trays, office-stamp stands ...",0,2,0,0,0,0,0,0,0,0,,454,477,140,150,63,398,166,187,131,366,,744,781,923,942,1102,974,1217,562,496,409
790700,"Articles of zinc, n.e.s.",0,0,0,0,0,0,0,0,5,0,,1476,2712,4157,5940,5794,5869,4896,6169,2039,2831,,22838,29449,33522,26685,28379,33829,41044,40745,38332,49105
810197,Tungsten waste and scrap (excluding ash and residues containing tungsten),0,0,0,0,0,0,0,0,0,0,,0,21,0,72,1498,2014,4505,3700,3939,2315,,550,285,914,299,630,1219,0,0,0,0
810330,Tantalum waste and scrap (excluding ash and residues containing tantalum),0,0,0,0,0,0,0,0,0,0,,3658,2,38,0,120,761,278,124,611,1147,,9081,0,481,2822,365,200,2737,0,0,0
810420,"Magnesium waste and scrap (excluding ash and residues containing magnesium, and raspings, turnings ...",0,0,0,0,0,0,0,0,0,0,,15,0,0,0,0,0,3,0,0,36,,492,363,625,1435,19,0,0,0,0,0
810790,"Articles of cadmium, n.e.s.",0,0,0,0,0,0,0,0,0,0,,46,65,157,47,57,70,37,208,63,104,,5913,2718,1631,2528,35,39,44,105,68,59
810830,Titanium waste and scrap (excluding ash and residues containing titanium),74,68,0,0,130,560,0,0,0,0,,38,39,3548,4017,6201,5203,2261,1479,1157,324,,74,68,0,0,130,560,0,0,0,0
820190,"Scythes, sickles, hay knives, timber wedges and other hand tools of a kind used in agriculture, ...",64,41,0,34,20,0,0,0,0,0,,2961,3452,2474,2116,1601,1900,1588,1339,1433,1955,,379,418,489,552,511,562,484,537,499,832
820210,"Handsaws, with working parts of base metal (excluding power-operated saws)",0,0,0,0,0,0,0,0,0,0,,816,1120,1183,692,513,835,772,797,845,1151,,1712,1891,2314,2746,2446,3184,2856,2392,2528,2576
820299,"Saw blades, incl. toothless saw blades, of base metal (excluding bandsaw blades, circular saw ...",0,0,0,0,0,0,0,0,0,0,,485,355,231,158,239,260,380,413,441,511,,33004,47956,83058,106642,114166,131284,80157,22342,14589,18468
844512,Combing machines for preparing textile fibres,0,0,0,0,0,0,0,0,0,0,,177,84,165,140,74,76,86,160,25,10,,11460,15622,16586,12685,10052,8367,10904,13787,3780,2869
844630,"Weaving machines for weaving fabrics of a width > 30 cm, shuttleless type",0,0,0,0,0,0,0,0,0,0,,4777,5733,4008,2426,334,616,1802,533,373,1249,,455415,608811,445763,364238,337121,401568,463507,403674,216367,282568
844819,"Auxiliary machinery for machines of heading 8444, 8445, 8446 or 8447 (excluding doobies and ...",0,0,0,0,0,0,0,0,0,0,,181,20,18,12,97,35,6,7,1,4,,28187,15734,22176,11747,15476,43262,27211,17100,7521,16957
842449,Agricultural or horticultural sprayers (excl. portable),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2171,1461,4747,5387,7489,,0,0,0,0,0,5973,8000,6816,7249,8674
842630,Portal or pedestal jib cranes,0,0,0,0,0,0,0,0,0,0,,351,25751,442,853,2332,333,4179,654,113,294,,187914,146164,262955,330408,147230,54445,125132,60818,57602,73638
842641,"Mobile cranes and works trucks fitted with a crane, self-propelled, on tyres (excluding wheel-mounted ...",0,0,0,0,0,0,0,0,0,0,,2566,1720,1941,3425,3361,1260,195,2680,9358,2909,,13186,6251,2057,4387,3836,492,3170,2982,1577,235
842890,"Machinery for lifting, handling, loading or unloading, n.e.s.",0,0,0,3,1125,628,0,81,596,0,,24161,36169,25197,23310,46376,19964,25404,26169,27926,37963,,1086751,1075097,1375012,1342050,1073151,1364737,1491285,1436512,1078802,1077864
842930,Self-propelled scrapers,0,0,0,0,0,0,0,0,0,0,,1,3,0,3,9,4,28,50,0,3,,42776,17545,18408,15393,7906,7699,5953,6874,6590,4690
845110,Dry-cleaning machines for made-up textile articles,0,0,0,0,0,0,0,0,0,0,,74,177,47,176,113,113,115,150,46,39,,2776,3104,3699,2796,2743,2720,3207,2382,1822,1343
845130,"Ironing machines and presses, incl. fusing presses (excluding calenders)",0,0,0,0,0,0,0,0,0,0,,671,687,533,484,606,693,638,777,576,740,,21398,21148,29937,16101,21626,18425,18457,18107,13412,9985
845180,"Machinery for dressing, finishing, coating or impregnating textile yarns, fabrics or other ...",0,0,0,0,0,0,0,0,0,0,,325,499,170,559,139,68,75,444,159,192,,229064,260022,250671,197541,165666,198054,206249,145657,141216,169931
845221,"Automatic sewing machines, industrial type",3,0,0,0,0,0,0,0,0,0,,863,195,178,331,173,90,211,320,826,837,,134943,96985,108207,109724,99022,126940,139312,100323,68229,102111
845380,"Machinery for making or repairing articles of hides, skins or leather (excluding footwear and ...",0,0,0,0,0,0,0,0,0,0,,1,0,13,9,1,14,20,14,265,101,,2334,4117,3808,2318,4704,4808,3096,1788,366,1665
845730,Multi-station transfer machines for working metal,0,0,0,0,0,0,0,0,0,0,,0,8,392,564,0,7,265,32,387,0,,306740,230220,191401,142460,131025,140010,264017,145780,125510,95170
845921,"Drilling machines for working metal, numerically controlled (excluding way-type unit head machines)",0,0,0,0,0,0,0,0,0,0,,47,20,356,1,1,1,172,406,5,97,,205031,190176,144791,93057,75813,85052,141385,81782,56473,47000
846024,"Grinding machines for finishing metal, numerically controlled (excl. flat-surface, cylindrical ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,7,72,0,80,88,,0,0,0,0,0,184230,258857,217374,175165,153388
846150,"Sawing or cutting-off machines, for working metals, metal carbides or cermets (excluding machines ...",0,0,0,0,11,0,0,0,13,0,,1892,921,1255,950,2550,2040,1281,4609,2851,5930,,138877,116031,109691,90414,79924,76966,90430,106807,59929,58399
846231,"Shearing machines, incl. presses, numerically controlled, for working metal (other than combined ...",0,0,0,0,0,0,10,0,0,0,,408,236,8,296,1013,769,1226,1052,1360,450,,125052,164009,115397,144378,84499,75364,107617,77894,54347,40445
846592,"Planing, milling or moulding -by cutting- machines, for working wood, cork, bone, hard rubber, ...",0,0,0,0,0,9,0,0,0,0,,760,574,956,757,975,1416,1918,1922,2316,2612,,81885,74793,68788,52624,56438,90384,82181,65989,55736,47350
846599,"Machine tools for working wood, cork, bone, hard rubber, hard plastics or similar hard materials ...""",0,0,0,0,0,0,0,0,0,0,,866,965,1914,731,1064,1319,2666,3331,2047,2485,,92408,86477,96664,115908,84359,98087,84168,72157,72461,69851
846792,"Parts of pneumatic tools for working in the hand, n.e.s.",1,13,15,3,0,0,0,0,0,0,,975,1156,342,397,329,639,525,672,510,663,,27446,24913,25470,21013,17722,18067,17554,14194,13201,13770
847050,Cash registers incorporating a calculating device,0,0,0,0,0,0,0,8,0,0,,8508,20445,18955,26599,23937,20000,23671,20239,19021,18390,,76627,68281,84397,63485,51661,48730,49600,41853,45433,56051
841392,"Parts of liquid elevators, n.e.s.",0,0,0,0,0,0,0,0,0,0,,156,155,450,859,225,772,941,561,618,1662,,1622,383,720,761,484,451,811,334,294,145
847439,"Machinery for mixing or kneading solid mineral substances, incl. those in powder or paste form ...",0,11,0,0,0,50,723,10,0,0,,4202,6287,1830,842,2950,3849,3222,12990,10397,5632,,88046,66017,82829,67064,44600,45333,41616,61406,37641,46972
