Product code,Product label,"Australia's imports from Korea, Republic of-Value in 2012","Australia's imports from Korea, Republic of-Value in 2013","Australia's imports from Korea, Republic of-Value in 2014","Australia's imports from Korea, Republic of-Value in 2015","Australia's imports from Korea, Republic of-Value in 2016","Australia's imports from Korea, Republic of-Value in 2017","Australia's imports from Korea, Republic of-Value in 2018","Australia's imports from Korea, Republic of-Value in 2019","Australia's imports from Korea, Republic of-Value in 2020","Australia's imports from Korea, Republic of-Value in 2021","Korea, Republic of's exports to world- ","Korea, Republic of's exports to world-Value in 2012","Korea, Republic of's exports to world-Value in 2013","Korea, Republic of's exports to world-Value in 2014","Korea, Republic of's exports to world-Value in 2015","Korea, Republic of's exports to world-Value in 2016","Korea, Republic of's exports to world-Value in 2017","Korea, Republic of's exports to world-Value in 2018","Korea, Republic of's exports to world-Value in 2019","Korea, Republic of's exports to world-Value in 2020","Korea, Republic of's exports to world-Value in 2021",Australia's imports from world- ,Australia's imports from world-Value in 2012,Australia's imports from world-Value in 2013,Australia's imports from world-Value in 2014,Australia's imports from world-Value in 2015,Australia's imports from world-Value in 2016,Australia's imports from world-Value in 2017,Australia's imports from world-Value in 2018,Australia's imports from world-Value in 2019,Australia's imports from world-Value in 2020,Australia's imports from world-Value in 2021
340420,"Poly""""oxyethylene"""" [polyethylene glycol] waxes""""",170,225,362,503,368,182,231,225,247,272,,65084,63319,81145,59427,60868,104381,123704,121853,122912,228293,,1823,2360,2690,2311,1516,1570,1414,1500,1985,2163
570190,"Carpets and other textile floor coverings, of textile materials, knotted, whether or not made ...",24,66,37,0,0,0,0,0,493,270,,60,200,310,119,146,114,190,71,240,151,,7164,6319,5239,4061,4877,5000,5172,4492,4753,6477
330690,"Preparations for oral or dental hygiene, incl. denture fixative pastes and powders (excluding ...""",5,2,10,14,25,12,8,179,153,269,,7387,7101,7193,9729,18941,14920,15443,17579,17902,22822,,18108,18797,21255,29923,33615,34219,33358,39446,42798,42149
160555,"Octopus, prepared or preserved (excluding smoked)",46,49,59,60,76,72,84,143,263,267,,230,1742,638,138,230,650,616,1093,1092,1721,,1400,1664,1709,1899,1929,2433,2678,3225,3139,3724
741129,"Tubes and pipes of copper alloys (excluding copper-zinc base alloys """"brass"""", copper-nickel ...""",244,71,634,168,124,1,0,718,417,266,,8381,6819,7467,5041,4867,5228,5745,5226,6157,12521,,14573,12441,12176,9686,5080,3024,3892,3062,2446,3985
903040,"Instruments and apparatus for measuring or checking electrical quantities, specifically for ...",273,123,24,119,129,149,279,297,194,264,,74846,58362,54415,37864,44616,43595,39398,52984,52939,54458,,51758,41094,34727,35777,37079,39973,46031,39856,31387,34645
851769,"Apparatus for the transmission or reception of voice, images or other data, incl. apparatus ...",254,195,490,1643,563,571,416,256,267,264,,60334,49259,51963,33395,37944,44034,34750,30869,22331,25975,,89646,91699,160536,108763,116009,101369,115533,94524,85264,111988
820299,"Saw blades, incl. toothless saw blades, of base metal (excluding bandsaw blades, circular saw ...",226,191,310,240,267,215,208,210,129,264,,12020,14048,13591,12042,17269,18020,16690,14646,13608,12398,,6661,6873,5821,6474,7033,6927,6849,6837,8914,9645
610910,"T-shirts, singlets and other vests of cotton, knitted or crocheted",116,120,217,227,91,46,68,145,148,263,,63875,62224,71841,76239,76577,76595,86871,90742,92086,126895,,386719,400377,401033,425898,417320,464826,494126,509405,460757,574443
292700,"Diazo-, azo- or azoxy-compounds",122,124,97,75,74,272,304,240,118,263,,54744,41969,43780,45609,47624,50856,57242,65358,53129,64612,,8464,5781,4762,1864,2312,1920,1027,798,585,1137
848299,"Parts of ball or roller bearings (excluding balls, needles and rollers), n.e.s.",310,209,108,226,104,93,109,86,85,262,,27642,54509,78528,89424,116495,149109,170171,156912,145460,175657,,24473,19041,22214,20355,19374,22129,22166,22448,21094,23991
845961,"Milling machines for metals, numerically controlled (excluding way-type unit head machines, ...",146,0,0,0,0,1040,31,6,838,261,,17676,17327,18563,25708,22896,13415,15534,22745,26697,17725,,8555,7484,3059,4335,3947,5491,4500,7236,3846,3355
930630,"Cartridges for smooth-barrelled shotguns, revolvers and pistols and cartridges for riveting ...",1329,901,111,2056,1394,855,238,893,0,260,,172979,220452,248617,252764,336587,364460,303549,157707,262453,343634,,48641,42435,67207,45105,49797,48962,42058,45272,74271,57732
843039,"Coal or rock cutters and tunnelling machinery, not self-propelled (excluding hand-operated ...",0,44,41,12,71,0,0,609,127,260,,231,125,110,963,262,797,794,808,957,595,,13360,14397,2763,8637,7350,3048,5361,11475,9703,3618
842691,Cranes designed for mounting on road vehicles,113,457,313,58,0,561,309,0,5,258,,70299,90427,91004,48341,38532,58397,56958,63742,71127,85738,,50554,49577,44239,36585,37716,38836,59354,43534,31544,54487
820730,"Interchangeable tools for pressing, stamping or punching",331,11,23,22,170,199,652,232,132,256,,771173,789785,959716,951945,924128,992845,1109868,1020994,1101072,833162,,7882,7826,7800,7791,9066,7445,9502,8434,8776,11927
291440,Ketone-alcohols and ketone-aldehydes,132,131,88,127,134,133,179,184,177,254,,6265,6233,7882,8699,10083,10033,11174,10982,9403,10934,,3797,4174,3809,4067,4216,4622,5664,5528,5279,6212
841410,Vacuum pumps,363,367,315,168,269,281,589,278,337,254,,192602,291358,283368,308417,327227,377785,459127,428060,366244,443500,,23732,24913,21722,24317,22451,21361,24496,24488,24086,28048
300510,"Adhesive dressings and other articles having an adhesive layer, impregnated or covered with ...",371,324,247,235,169,312,166,299,196,252,,22523,27837,28984,30013,30053,34656,36602,44317,38658,60454,,69508,69860,73989,76311,82613,81673,89312,88379,81990,104914
621600,"Gloves, mittens and mitts, of all types of textile materials (excluding knitted or crocheted ...",155,179,291,196,52,222,523,490,158,252,,5799,4460,4312,6113,5469,4303,2022,1678,1263,1890,,16225,15975,16792,14822,14775,15920,17401,17438,15665,20564
330430,Manicure or pedicure preparations,406,425,218,98,233,76,151,347,241,251,,19487,21227,16834,16309,14111,15889,17342,15735,19789,30290,,41724,42204,38825,38208,36536,33265,28522,26048,24629,27558
850490,"Parts of electrical transformers and inductors, n.e.s.",99,134,26,17,78,264,87,272,524,251,,415347,441478,422996,387911,375763,411309,449952,425981,487208,571560,,39214,39299,31747,44715,32528,66641,39464,33182,45653,55715
842420,"Spray guns and similar appliances (other than electrical machines, appliances and other devices ...",230,157,252,242,178,130,183,232,228,251,,95286,132592,75657,112616,61757,34637,37829,34914,37544,35610,,31534,33532,35479,35562,32059,43937,40246,36457,41839,53183
321511,"Black printing ink, whether or not concentrated or solid",715,424,527,350,331,562,234,262,169,250,,35926,36050,34043,27686,26108,33040,26614,25873,20230,22323,,49839,47404,43906,61836,81570,83336,79637,71314,68078,79074
321210,Stamping foils of a kind used in the printing of book bindings or hatband leather,428,322,303,319,344,328,447,249,274,249,,65710,63302,59283,72285,107234,100858,83279,60777,55111,63168,,5137,5595,5103,5223,12215,5942,16766,5524,5930,5290
843231,"No-till direct seeders, planters and transplanters",0,0,0,0,0,28,54,84,77,247,,0,0,0,0,0,299,371,1119,1227,1038,,0,0,0,0,0,36380,36954,36935,45208,62046
901600,"Balances of a sensitivity of 50 mg or better, with or without weights",170,170,90,126,152,163,194,108,164,245,,3445,4659,5012,5656,4683,5868,6475,5747,8275,6367,,2915,2668,2680,2317,2448,2427,2801,2543,2048,2701
210610,Protein concentrates and textured protein substances,245,305,315,299,304,198,215,126,213,244,,4068,5506,5694,7661,7279,8402,9099,9642,17730,15806,,29635,30164,34342,40727,52857,48108,44394,50664,55841,70602
847141,"Data-processing machines, automatic, comprising in the same housing at least a central processing ...",723,326,226,1474,356,148,162,730,1026,244,,24455,20771,20299,22187,25718,31531,38737,45589,29529,20566,,277076,483907,451055,393423,297319,356382,410908,468477,395283,409582
291411,Acetone,0,110,95,216,398,406,771,1,3,243,,78544,170917,239442,106619,127321,203719,199134,88436,152515,200036,,8995,8508,9609,5575,4971,6015,6048,3562,5663,8877
71290,"Dried vegetables and mixtures of vegetables, whole, cut, sliced, broken or in powder, but not ...",110,28,57,134,132,126,120,115,161,242,,1827,1929,1489,1647,2008,2145,3036,3199,3276,4171,,25002,26599,24514,23197,33026,36197,30206,25686,26862,29445
392510,"Reservoirs, tanks, vats and similar containers, of plastics, with a capacity of > 300 l",185,117,89,133,11,57,48,307,54,242,,19735,23092,26467,28446,30010,25792,26264,26547,22273,19920,,3513,3306,2839,2623,3380,4351,3827,4135,5123,5536
560819,"Knotted netting of twine, cordage, ropes or cables, by the piece or metre; made-up nets, of ...",477,563,339,222,172,186,208,112,263,242,,9283,8432,7371,7337,6500,4167,3512,3528,3432,3189,,15269,17356,26059,28537,22194,30266,27449,25534,22089,26350
903290,"Parts and accessories for regulating or controlling instruments and apparatus, n.e.s.",225,260,177,111,155,278,120,79,115,242,,140667,96968,105716,63874,62890,41715,43996,58779,71736,74862,,81858,67633,77660,61799,44101,46974,42920,38547,34568,34545
841381,"Pumps for liquids, power-driven (excluding those of subheading 8413.11 and 8413.19, fuel, lubricating ...",2190,1941,1466,933,632,476,400,299,376,241,,75699,71195,46379,80959,62270,53819,49620,50441,38076,48946,,110890,103772,102459,87058,78442,79597,92204,82161,78125,85559
531090,"Woven fabrics of jute or of other textile bast fibres of heading 5303, bleached, dyed, made ...",5,5,7,0,0,0,0,7,52,241,,32,58,81,20,19,111,370,457,509,198,,1531,2110,1597,2229,2083,1773,1171,985,1176,1441
900190,"Lenses, prisms, mirrors and other optical elements, of any material, unmounted (excluding such ...",417,103,83,131,56,125,50,87,123,240,,1557558,1420271,1400992,1203738,1354622,1722147,1554321,1461509,1153715,1018576,,46505,29147,20642,23863,20931,22668,24943,40069,23144,23851
841320,Hand pumps for liquids (excluding those of subheading 8413.11 and 8413.19),244,161,66,35,31,109,43,94,104,239,,6737,6378,12255,12148,12288,10432,10982,9174,9110,37637,,8132,7299,8304,8060,7585,8775,11391,11494,19626,14612
560900,"Articles of yarn, strip or the like of heading 5404 or 5405, or of twine, cordage, ropes or ...",138,75,84,96,62,61,71,73,91,239,,8858,7770,10624,10148,9363,10356,9273,8042,7995,9751,,6845,8287,7632,8253,8387,10596,14288,11262,12968,16500
853670,"Connectors for optical fibres, optical fibre bundles or cables",254,310,143,225,103,302,90,69,147,235,,24872,33312,35364,37389,23611,15053,16482,12140,11416,13743,,10276,12635,16263,12822,12686,17368,16336,14217,12792,15457
400829,"Rods, tubes and profile shapes, of non-cellular rubber",145,59,151,91,96,95,291,689,435,235,,11264,9560,12238,8966,7565,4279,5596,4682,4363,6124,,9195,7927,7152,5943,5501,5842,6164,7288,7725,9036
847720,Extruders for working rubber or plastics,0,0,2,342,86,91,0,1,2,234,,88212,69855,73501,56841,64238,71343,60104,65385,35453,55108,,17857,12544,5499,12439,10535,17082,11904,8315,15409,13850
392063,"Plates, sheets, film, foil and strip, of non-cellular unsaturated polyesters, not reinforced, ...""",1465,546,643,630,332,283,212,301,150,233,,6170,6865,8083,7236,8000,7812,4656,3118,2813,4039,,5864,1503,2275,2382,1805,1419,2109,1460,1368,1935
830820,"Tubular or bifurcated rivets, of base metal",313,276,280,198,196,176,240,164,93,233,,13975,11360,9944,8332,8445,12263,11379,8177,6605,9696,,7897,7811,7221,7691,6717,7277,8158,7077,6103,7185
740322,"Copper-tin base alloys """"bronze"""" unwrought""""",25,0,0,14,11,40,103,0,43,232,,23888,27407,26828,20456,18199,23868,32333,31257,22082,29839,,16182,8406,7101,7259,7019,5287,6701,7273,6658,8011
845969,"Milling machines for metals, not numerically controlled (excluding way-type unit head machines, ...",152,89,36,122,97,91,115,577,20,232,,12968,7445,9403,17636,17715,10535,12971,10742,8525,7913,,7506,7201,5240,5531,3774,5148,3686,5598,4659,4223
291899,"Carboxylic acids with additional oxygen function and their anhydrides, halides, peroxides and ...",295,155,40,202,230,345,239,264,142,232,,4911,7582,9788,11484,16004,17837,24123,30470,23145,29103,,49371,44251,50060,54401,50199,58639,44006,31861,64624,60143
853224,"Fixed electrical capacitors, ceramic dielectric, multilayer (excluding power capacitors)",71,914,1149,450,538,137,465,137,161,232,,713596,818509,802630,808049,703386,920309,1125920,1063452,1141967,1327971,,3135,2714,2917,2549,2996,2476,8099,6152,4908,6379
611693,"Gloves, mittens and mitts, of synthetic fibres, knitted or crocheted (excl. impregnated, coated, ...",101,104,89,120,208,225,125,146,173,231,,14083,19779,20649,19274,18440,17894,12422,8080,6101,6929,,8638,8857,8089,8913,9522,9881,8642,8313,7474,8658
902790,"Microtomes; parts and accessories of instruments and apparatus for physical or chemical analysis, ...",335,234,394,368,376,733,793,441,316,229,,184399,179248,172870,170626,205765,114159,152866,124643,93862,100804,,189057,206072,205000,180775,144935,147345,159292,142213,139532,183501
30743,"Cuttle fish and squid, frozen, with or without shell",0,0,0,0,0,374,179,202,253,228,,0,0,0,0,0,69038,21813,24864,23285,60424,,0,0,0,0,0,75884,75019,76763,55100,68526
853120,"Indicator panels with liquid crystal devices """"LCD"""" or light emitting diodes """"LED"""" (excluding ...""",2407,3221,2331,1152,218,469,308,205,285,227,,1178494,1261880,702118,308132,143659,89410,55836,48440,32790,28223,,89047,83132,88065,91042,69888,88080,91923,74444,67063,93191
841840,"Freezers of the upright type, of a capacity <= 900 l",329,454,500,377,392,101,413,137,273,227,,6643,6955,14870,10024,16405,15446,11263,7469,6657,9257,,28549,28586,23319,29337,26617,22093,29870,27028,32624,37132
81340,"Dried peaches, pears, papaws """"papayas"""", tamarinds and other edible fruits (excluding nuts, ...""",8,4,0,5,5,12,12,9,45,227,,1553,1349,792,1530,2557,3178,4959,5065,6515,6360,,11045,10949,13656,16367,15455,13495,11979,13306,11527,10929
846729,"Electromechanical tools for working in the hand, with self-contained electric motor (excluding ...",221,295,403,221,192,126,166,141,205,227,,35516,35850,44505,46582,43475,43760,45176,45805,34166,44644,,200949,205557,223256,220764,235359,284310,310169,292117,369588,483499
392092,"Plates, sheets, film, foil and strip, of non-cellular polyamides, not reinforced, laminated, ...",137,137,136,72,178,110,130,93,118,227,,54949,55709,58993,50526,50654,57480,59986,52634,49032,59708,,6154,5461,6319,5808,6268,5476,5172,4013,5222,5665
848020,"Mould bases (other than of graphite or other carbon, ceramic meterials or glass)",4,5,0,146,72,0,205,642,0,226,,7329,30549,44167,41892,28703,33992,29285,34673,27367,28942,,1402,1635,2554,2023,1445,1519,1835,1727,2896,2562
200830,"Citrus fruit, prepared or preserved, whether or not containing added sugar or other sweetening ...",23,38,61,107,138,199,222,185,255,226,,42328,44111,44281,42398,42776,38828,43388,40789,53498,55657,,1845,1552,1448,1539,2522,2212,1853,1916,2110,2427
820560,Blowlamps and the like (excluding gas-powered blowlamps),18,8,80,121,138,158,121,134,366,224,,541,2377,2684,1537,2516,1905,2066,1966,2203,2617,,1900,1927,2147,3253,2137,3172,3304,2182,2156,3377
700721,"Laminated safety glass, of size and shape suitable for incorporation in motor vehicles, aircraft, ...",97,138,96,125,149,98,72,780,94,222,,10537,7117,8384,4761,14034,11738,5766,5978,3653,6473,,50001,48446,46719,47017,44815,47213,44858,47225,40627,50153
600632,"Dyed fabrics, knitted or crocheted, of synthetic fibres, of a width of > 30 cm (excluding ...""",1269,1093,773,776,597,474,293,312,232,222,,625916,576703,545072,508545,559648,577513,526913,463396,353819,384638,,9854,8156,8857,9035,6579,4362,4327,4499,3929,4865
400922,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), reinforced or otherwise ...",23,169,149,135,87,104,68,85,54,220,,12214,17504,14095,10764,10721,10941,11838,16777,21997,28596,,26033,16055,19903,19881,21141,21923,28193,28566,22327,25793
843880,"Machinery for the industrial preparation or manufacture of food or drink, n.e.s.",291,123,86,88,624,733,154,235,178,220,,18616,35236,17634,22771,29931,27801,28919,21986,15713,11880,,36524,51349,35695,49623,65381,50613,51341,52018,45518,60823
830210,"Hinges of all kinds, of base metal",673,1329,1244,990,920,785,526,405,185,219,,87949,117374,110262,99920,108941,115776,121484,115692,98964,95844,,55409,57095,64943,63995,67264,70376,79117,67010,69442,92296
320649,"Inorganic or mineral colouring matter, n.e.s.; preparations based on inorganic or mineral colouring ...",247,21,8,59,117,433,376,341,249,219,,64146,69366,80396,71526,83871,91790,97876,100928,95721,109689,,22193,23395,20940,18949,18221,14795,14742,13792,14791,16256
842699,"Ships' derricks; cranes, incl. cable cranes (excluding overhead travelling cranes, transporter ...",149,719,343,261,0,1,56,0,299,218,,72976,59460,73894,32352,24168,40773,25840,48432,21037,20151,,2293,6046,4641,4151,4769,3909,6803,5702,8252,8667
480261,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",101,37,41,42,21,77,29,0,84,218,,135,1322,426,323,393,148,920,1658,2011,1065,,114605,84971,101168,67844,59444,66265,73919,77154,25062,15162
902610,Instruments and apparatus for measuring or checking the flow or level of liquids (excluding ...,189,90,199,108,94,678,296,175,223,217,,75361,76176,52246,56370,52107,55905,86900,58557,49434,54913,,104510,95899,102253,93967,80388,82573,97281,94813,89958,106320
850450,Inductors (excluding inductors for discharge lamps or tubes),11,1186,19,190,14,30,51,810,703,216,,256260,261957,295183,341284,311315,356676,285941,273944,294986,330775,,25783,33362,21905,17193,18744,16548,22958,23447,32357,30339
848120,Valves for oleohydraulic or pneumatic transmission,1462,1022,779,572,366,359,489,373,154,216,,86616,86908,102809,104006,230829,244496,294405,280265,261422,264166,,36548,44647,21415,20131,20565,29293,43867,62263,80789,83857
340700,"Modelling pastes, incl. those put up for children's amusement; preparations known as dental ...""",46,98,286,140,132,204,213,213,270,215,,6770,6876,7694,5428,6112,5931,7520,6439,5730,7090,,10609,9451,10815,11098,11436,11829,12757,12399,14808,16535
