Product code,Product label,China's imports from Germany-Value in 2012,China's imports from Germany-Value in 2013,China's imports from Germany-Value in 2014,China's imports from Germany-Value in 2015,China's imports from Germany-Value in 2016,China's imports from Germany-Value in 2017,China's imports from Germany-Value in 2018,China's imports from Germany-Value in 2019,China's imports from Germany-Value in 2020,China's imports from Germany-Value in 2021,Germany's exports to world- ,Germany's exports to world-Value in 2012,Germany's exports to world-Value in 2013,Germany's exports to world-Value in 2014,Germany's exports to world-Value in 2015,Germany's exports to world-Value in 2016,Germany's exports to world-Value in 2017,Germany's exports to world-Value in 2018,Germany's exports to world-Value in 2019,Germany's exports to world-Value in 2020,Germany's exports to world-Value in 2021,China's imports from world- ,China's imports from world-Value in 2012,China's imports from world-Value in 2013,China's imports from world-Value in 2014,China's imports from world-Value in 2015,China's imports from world-Value in 2016,China's imports from world-Value in 2017,China's imports from world-Value in 2018,China's imports from world-Value in 2019,China's imports from world-Value in 2020,China's imports from world-Value in 2021
350190,Caseinates and other casein derivatives; casein glues (excluding those put up for retail sale ...,2090,1734,1698,2844,1099,1550,1480,2086,3874,20653,,208779,200043,222574,161433,125510,147756,125261,111292,113504,170227,,98305,118359,146672,140058,106435,112035,135207,134106,169124,220906
847810,"Machinery for preparing or making up tobacco (excluding dryers and other heating equipment, ...",112602,167041,165313,98417,46433,10225,4838,45500,63698,20582,,0,0,0,0,0,0,0,0,0,0,,166602,255554,246245,168219,102706,71485,50867,70234,85639,41932
854460,"Electric conductors, for a voltage > 1.000 V, insulated, n.e.s.",24309,28274,36297,25485,27154,22113,27737,19994,24180,20563,,631551,613795,606774,575389,460069,424036,707082,530048,474177,575102,,175598,254523,163542,161176,137086,88842,128171,202900,208536,125575
293190,Separate chemically defined organo-inorganic compounds (excluding organo-sulphur compounds ...,28401,37016,34243,36970,25325,14672,17613,15054,16565,20504,,817006,863511,830143,801678,845472,416497,539692,520202,523361,629159,,204416,215162,204621,189689,172608,165219,181188,206608,239108,317669
845221,"Automatic sewing machines, industrial type",12499,14632,27462,18293,25805,30189,32143,22887,10731,20421,,61626,64038,69572,68920,82842,91648,85883,68131,55715,50321,,134943,96985,108207,109724,99022,126940,139312,100323,68229,102111
853225,"Fixed electrical capacitors, dielectric of paper or plastics (excluding power capacitors)",16049,11414,13972,17922,8989,15707,15301,20266,18543,20405,,181297,183007,175457,161977,130356,156020,198739,165324,157388,210913,,336627,365462,552677,646082,303855,317812,319276,298549,267598,321737
380190,"Preparations based on graphite or other carbon in the form of pastes, blocks, plates or other ...",6995,6422,9445,7891,8702,13141,15999,14675,18306,20347,,49185,42070,46253,37522,45589,55060,62876,48120,42416,46792,,90494,107816,112868,100613,82508,101034,116317,126126,159850,171764
281122,Silicon dioxide,23488,23251,24192,18840,16446,18907,21456,16209,17603,20320,,569074,601787,535392,453579,450937,462688,496404,482535,448597,498144,,196246,182830,195816,188830,181536,200360,202749,180750,185431,213809
590310,"Textile fabrics impregnated, coated, covered or laminated with poly""""vinyl chloride"""" (excluding ...""",18046,22458,25317,18892,19907,18900,37642,34247,25165,20234,,219938,219639,232728,213270,224375,239413,197661,106086,78666,95089,,157799,159946,172382,167689,154208,156824,172846,155734,129781,132582
722020,"Flat-rolled products of stainless steel, of a width of < 600 mm, not further worked than cold-rolled ...""",14487,14013,14593,13430,13769,21484,22993,19828,18521,20170,,571254,579994,662994,585964,540052,670011,725759,619503,549961,750267,,460245,398932,367135,307015,305873,331306,310141,258814,250396,263511
151419,"Low erucic acid rape or colza oil """"fixed oil which has an erucic acid content of < 2%"""" and ...""",83,72,106,102,91,184,261,223,2630,20163,,460160,519376,417674,318191,345004,351959,371572,372075,560631,903142,,64921,53333,41455,4542,7024,4969,29880,16896,74276,174220
340700,"Modelling pastes, incl. those put up for children's amusement; preparations known as dental ...""",4687,5201,6052,6869,8234,11146,12885,15327,15702,20126,,196373,203436,213107,169401,182221,199476,224829,208295,184165,245375,,21948,21818,28320,30996,30677,36430,42391,49044,38419,48695
400249,"Chloroprene """"chlorobutadiene rubber, CR"""", in primary forms or in plates, sheets or strip ...""",6788,13715,15974,12405,10289,20848,18651,15704,17085,19988,,163828,123739,124170,107429,92491,132832,152200,152323,97146,144765,,94313,87242,79918,66131,65499,89319,94595,75961,70334,75315
490890,"Transfers """"decalcomanias"""" (excluding vitrifiable)""""",67722,72303,53069,38379,29650,25060,24133,19188,17456,19670,,273173,265626,270714,227852,225105,219319,255540,234936,224925,282867,,410056,305706,243021,205653,179444,157582,138396,142066,148465,170642
811300,"Cermets and articles thereof, n.e.s.; waste and scrap of cermets (excluding ash and residues ...",41366,37424,31228,28505,24437,25794,30374,18828,19303,19642,,272139,261281,367120,337366,322767,385504,468924,394759,308142,375994,,151540,139222,123765,100309,105516,120617,127642,95034,85365,102101
300510,"Adhesive dressings and other articles having an adhesive layer, impregnated or covered with ...",5280,6957,10022,7578,10445,11359,15193,14303,11861,19626,,406734,418798,465230,420670,458199,459276,473478,480441,458383,505921,,60832,67406,88415,99528,105487,119952,159916,195339,146198,212779
901380,"Liquid crystal devices, n.e.s. and other optical appliances and instruments not elsewhere specified ...",12933,26546,30093,53881,41584,40914,17793,18252,18009,19616,,310004,278928,243927,193845,254795,391961,247795,208420,196514,242591,,50435169,49895900,44173507,40151520,32202627,30541144,26248601,20978386,19269861,19633012
291720,"Cyclanic, cyclenic or cycloterpenic polycarboxylic acids, their anhydrides, halides, peroxides, ...",17936,31727,31054,23574,23475,18962,23275,23045,16843,19581,,0,0,0,0,0,0,0,0,0,0,,30246,44953,46198,34952,35731,37238,38964,39391,34331,47545
290611,Menthol,3916,17317,20981,22808,18841,20208,17321,23161,19094,19475,,82428,126537,120186,114497,120453,118401,125557,153812,156600,143290,,327646,292752,230700,163626,164761,189518,255436,345911,250249,283473
481151,"Paper and paperboard, surface-coloured, surface-decorated or printed, coated, impregnated or ...",35936,39831,41590,39431,41298,45135,51705,41666,21931,19367,,623433,665717,579044,425824,433566,421086,462828,383504,287560,359903,,188466,194349,153693,133446,143874,137724,137628,111219,90441,92159
391722,"Rigid tubes, pipes and hoses of polymers of propylene",5374,6265,9154,9616,20809,21662,21118,17646,20150,19352,,212832,209585,206851,182800,188514,196064,210886,193183,178256,206587,,20590,22939,27470,27902,41558,47991,41979,35817,37393,41665
721049,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",49538,64956,64193,39349,36048,49575,38934,27791,20463,19328,,1559699,1577387,1487191,1114962,1085425,1352350,1430315,1421001,1245020,1939864,,1012862,1129310,1393005,1062654,1090707,1080467,983622,757082,659255,656656
380893,"Herbicides, anti-sprouting products and plant-growth regulators, put up in forms or packings ...",10836,23708,25138,21510,11020,17740,12538,15617,9317,19215,,1342737,1635875,1685532,1494949,1528866,1513708,1407802,1303984,1027291,1094606,,147304,175689,188198,202184,143308,141329,90504,112250,90239,112279
321590,"Ink, whether or not concentrated or solid (excluding printing ink)",8834,10489,13128,13092,14712,19504,22831,20417,16913,19214,,1731299,2118410,2112121,1732215,1107786,290043,1839754,1693834,1572540,1643816,,190934,170312,175153,164457,174358,198774,227937,223791,201834,238674
901180,"Optical microscopes (excluding for photomicrography, cinephotomicrography or microprojection, ...",37019,37956,26798,31671,31450,29913,30490,36580,33124,19213,,335963,360267,342168,289376,311436,316987,305455,334630,296889,394794,,119822,125734,116451,122718,128806,127050,133386,130472,118959,105300
732090,"Springs and leaves for springs, of iron or steel, incl. flat spiral springs (excluding helical ...",16223,16871,16074,13407,11460,13836,17193,16855,18901,19146,,471938,486259,498305,417772,425571,482260,499055,462451,413990,488598,,74962,70523,68078,58830,53466,59073,69010,66341,62014,64741
550210,"Artificial filament tow as specified in Note 1 to chapter 55, of acetate",0,0,0,0,0,15907,9532,13085,17745,19130,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,137731,59123,57264,68279,60222
846231,"Shearing machines, incl. presses, numerically controlled, for working metal (other than combined ...",16689,43690,44183,55936,20650,13829,40530,50253,22974,19130,,44150,80858,49642,50870,55664,45444,46761,61553,23639,39188,,125052,164009,115397,144378,84499,75364,107617,77894,54347,40445
121020,"Hop cones, ground, powdered or in the form of pellets; lupulin",3156,7681,16559,9506,11993,16378,20177,20688,20228,19108,,158385,168723,176747,164143,211463,252380,281862,274730,280320,294830,,11869,19994,31927,20606,31074,35684,48931,40679,48452,38184
731819,"Threaded articles, of iron or steel, n.e.s.",13941,13909,18025,14653,12924,13149,16548,18960,19374,19107,,340907,354906,385657,328961,353979,430831,491332,466149,447675,543946,,70272,63730,79297,77033,73542,72807,76642,82630,83342,95137
300349,"Medicaments containing alkaloids or derivatives thereof, not containing hormones, steroids ...""",0,0,0,0,0,10825,15447,10362,15065,19041,,0,0,0,0,0,463,1157,553,983,0,,0,0,0,0,0,11104,16228,11039,17001,19251
851840,Audio-frequency electric amplifiers,44947,37121,34456,19937,17442,20247,29242,16367,16848,19023,,257626,267471,272149,237810,272313,309782,334710,316955,311398,368073,,137841,120195,130187,112953,132701,141227,172557,204044,262898,310039
340130,"Organic surface-active products and preparations for washing the skin, in the form of liquid ...",851,865,674,810,723,1869,2852,6616,13249,19023,,487919,506580,546929,509752,518911,561181,652773,624684,708128,718434,,16322,22465,25439,38474,40172,103009,187412,300954,580862,1626320
350790,"Enzymes and prepared enzymes, n.e.s. (excluding rennet and concentrates thereof)",7390,9120,8908,7971,7709,7795,11085,12740,21876,19007,,403574,434226,467210,447832,462842,459190,504575,469656,577146,736548,,182381,199200,232795,242073,248041,239731,248642,237587,301027,404155
880320,"Under-carriages and parts thereof, for aircraft, n.e.s.",1953,6412,3018,11582,7870,9512,19134,16876,15348,18941,,278028,455255,426587,516561,654044,1290983,1503994,1455832,967984,808766,,191758,238347,273403,351074,422500,374524,424640,494216,345036,330276
550330,"Acrylic or modacrylic staple fibres, not carded, combed or otherwise processed for spinning",7073,13721,13730,10775,9026,12128,30320,20470,13313,18846,,0,0,0,0,0,0,0,0,0,0,,373018,478104,397986,294280,199823,233678,312328,201157,140738,159392
590610,"Adhesive tape of rubberised textile fabrics, of a width of <= 20 cm (excluding that impregnated ...",14843,19245,23649,18935,20689,20816,22553,18347,20193,18698,,173633,201263,123532,101904,112147,176456,211728,194462,209617,222064,,33355,40599,44221,37596,42364,40252,43078,37908,38786,38866
853610,Fuses for a voltage <= 1.000 V,13280,16403,15188,11381,7339,7867,13064,12455,32557,18627,,119559,113499,107044,92111,97531,121158,146545,152131,144635,176326,,552232,528157,498055,449458,462278,482151,509568,462401,513261,591609
690919,"Ceramic wares for chemical or other technical uses (excluding of porcelain or china, articles ...",12248,14938,13519,12929,12016,14816,25534,40547,24123,18539,,518957,533910,622522,582616,641262,672867,889206,1074481,842863,1029475,,64784,83121,118457,111653,136171,184494,206209,213745,257005,373473
293139,"Separate chemically defined organo-phosphorous derivatives, n.e.s.",0,0,0,0,0,13776,22199,17775,15448,18520,,0,0,0,0,0,375333,370337,385210,294239,393973,,0,0,0,0,0,21647,30015,27910,24712,32738
330510,Shampoos,3268,3277,4728,6561,7336,8153,10596,11880,13784,18514,,366356,420453,414685,367619,366931,405177,436689,395798,401354,460285,,45363,45385,61919,128234,154880,183202,265333,337094,394855,471794
841780,"Industrial or laboratory furnaces and ovens, non-electric, incl. incinerators (excluding those ...",54916,39004,21494,20941,22068,24770,27526,30334,27872,18510,,145225,209635,108349,56040,84769,61566,103089,97571,162915,105510,,186508,140419,161517,142539,109382,145920,128368,134793,135110,125758
392310,"Boxes, cases, crates and similar articles for the conveyance or packaging of goods, of plastics",14022,13077,15774,13589,16216,12164,13546,13773,15668,18473,,974788,1070025,1109041,1002607,1022025,1130123,1287742,1228712,1156430,1367216,,551198,471775,466421,455228,462389,431323,445841,430106,372129,415710
847490,"Parts of machinery for working mineral substances of heading 8474, n.e.s.",21059,27947,16681,16795,14619,11394,20797,18858,20767,18273,,948529,964658,1099667,791444,766612,831155,878166,805359,724996,789557,,127045,160917,137543,102182,76646,88188,116019,115379,106277,113647
842511,"Pulley tackle and hoists, powered by electric motor (other than skip hoists or hoists of a ...",31762,22389,44972,59048,13310,17083,17674,19203,40632,18255,,245759,246343,250242,200546,201919,214957,234085,228993,196398,215620,,62764,63551,97275,93199,44477,52261,55255,48112,69815,53040
853990,"Parts of electric filament or discharge lamps, sealed beam lamp units, ultraviolet or infra-red ...",28339,38827,38476,39039,39950,37686,40788,20972,18284,18252,,129156,135302,132357,116117,110002,109130,120734,100489,83931,82036,,206880,222788,233004,152131,133220,124025,124747,85921,73019,75541
700100,"Cullet and other waste and scrap of glass; glass in the mass (excl. glass in the form of powder, ...",1697,3330,5510,5508,4989,7959,11408,8482,10979,18198,,29137,36559,24416,18926,21913,24768,25831,24391,21842,28638,,44322,48699,53596,52201,46343,63702,74965,60851,68440,95094
840820,"Compression-ignition internal combustion piston engine """"diesel or semi-diesel engine"""", for ...""",45618,39372,23220,15484,12559,16371,21684,29641,30755,18136,,5129406,5241637,5028938,4463612,3974485,4184552,4522827,4602067,3410258,4169624,,192098,152539,150634,108481,119076,154016,196998,164886,131522,103433
842220,Machinery for cleaning or drying bottles or other containers (excluding dishwashing machines),22141,19620,15331,26708,17408,10401,14653,19088,11609,18089,,172774,192089,207333,147226,145413,174942,222333,194233,203380,199072,,50529,49895,51263,49237,39299,32401,49380,62109,51459,56762
760720,"Aluminium foil, backed, of a thickness (excluding any backing) of <= 0,2 mm (excluding stamping ...",4878,6341,4673,6096,6692,13473,15527,17036,22139,18088,,578571,622063,698272,598052,547781,560895,614689,583288,546266,558810,,323702,295928,279647,298859,297199,311548,352005,374016,427960,477060
842832,"Continuous-action elevators and conveyors for goods or materials, bucket type (excluding for ...",17929,11896,11967,20120,14172,19380,19117,19492,16238,18044,,53145,74687,78530,61973,51776,51127,36514,45515,30502,31865,,49557,55758,40350,41355,47576,50347,60221,50605,36047,40869
901050,"Apparatus and equipment for photographic or cinematographic laboratories, n.e.s.; negatoscopes",17163,23196,22612,21719,25522,7752,14343,5970,11803,17987,,8111,6688,7031,4801,4484,4514,3938,4383,17922,15167,,195592,228104,234410,146807,177539,209811,339340,223313,257796,300659
820900,"Plates, sticks, tips and the like for tools, unmounted, of sintered metal carbides or cermets",16660,9685,9204,8693,8958,20140,19679,8834,11797,17902,,1062007,1120968,1180341,976926,946526,1100988,1237593,1058942,953326,1240550,,176534,174289,197081,174473,179049,234444,262280,200861,198207,222095
