Product code,Product label,"Germany's imports from Taipei, Chinese-Value in 2012","Germany's imports from Taipei, Chinese-Value in 2013","Germany's imports from Taipei, Chinese-Value in 2014","Germany's imports from Taipei, Chinese-Value in 2015","Germany's imports from Taipei, Chinese-Value in 2016","Germany's imports from Taipei, Chinese-Value in 2017","Germany's imports from Taipei, Chinese-Value in 2018","Germany's imports from Taipei, Chinese-Value in 2019","Germany's imports from Taipei, Chinese-Value in 2020","Germany's imports from Taipei, Chinese-Value in 2021","Taipei, Chinese's exports to world- ","Taipei, Chinese's exports to world-Value in 2012","Taipei, Chinese's exports to world-Value in 2013","Taipei, Chinese's exports to world-Value in 2014","Taipei, Chinese's exports to world-Value in 2015","Taipei, Chinese's exports to world-Value in 2016","Taipei, Chinese's exports to world-Value in 2017","Taipei, Chinese's exports to world-Value in 2018","Taipei, Chinese's exports to world-Value in 2019","Taipei, Chinese's exports to world-Value in 2020","Taipei, Chinese's exports to world-Value in 2021",Germany's imports from world- ,Germany's imports from world-Value in 2012,Germany's imports from world-Value in 2013,Germany's imports from world-Value in 2014,Germany's imports from world-Value in 2015,Germany's imports from world-Value in 2016,Germany's imports from world-Value in 2017,Germany's imports from world-Value in 2018,Germany's imports from world-Value in 2019,Germany's imports from world-Value in 2020,Germany's imports from world-Value in 2021
845951,"Milling machines for metals, knee-type, numerically controlled",12,0,0,0,0,0,0,44,0,184,,405,563,199,118,694,349,500,1006,1139,4158,,2717,2905,3004,1051,1974,12286,3175,1999,3604,5577
830400,"Filing cabinets, card-index cabinets, paper trays, paper rests, pen trays, office-stamp stands ...",481,369,290,156,182,159,102,122,89,184,,7469,5875,4981,4244,3383,3203,3477,3339,3347,3447,,14337,13774,13739,11143,14566,14997,13807,9815,11776,11130
846791,"Parts of chainsaws, for working in the hand, with self-contained electric or non-electric motor, ...",289,363,422,310,366,271,379,254,171,184,,2790,2289,1616,1054,1843,1390,1506,1849,2589,3995,,24221,23131,24116,19416,19798,23081,22682,21950,26456,33170
730722,"Threaded elbows, bends and sleeves of stainless steel (excluding cast products)",906,550,666,616,482,416,776,616,246,183,,12206,21595,20701,15687,17729,18731,12205,9409,7456,8998,,77077,80369,75908,61921,59434,76466,77368,76010,63864,81704
620293,"Women's or girls' anoraks, windcheaters, wind jackets and similar articles, of man-made fibres ...",601,1322,1119,136,120,109,326,354,74,182,,2029,1316,828,602,905,1434,1412,1728,2449,2169,,841489,983858,1134228,963399,986333,1065001,1141787,1100003,1025149,1154479
820231,"Circular saw blades, incl. slitting or slotting saw blades, of base metal, with working parts ...",95,16,118,225,58,30,16,100,46,181,,1357,1899,1950,1730,1643,2445,2585,2189,1481,1214,,41403,42795,45281,38508,35704,39135,40309,35224,34017,41893
902820,"Liquid meters, incl. calibrating meters therefor",45,12,3,29,50,12,60,115,68,180,,1173,2489,1069,999,1115,1313,1312,1411,1725,1614,,114907,124724,137378,111961,108456,102225,110145,105773,87694,109149
901310,"Telescopic sights for fitting to arms; periscopes; telescopes designed to form parts of machines, ...",26,21,35,36,39,62,61,85,48,179,,1097,1698,666,1076,668,935,960,1299,3718,8447,,28648,30151,34260,30263,36302,38074,45385,50510,50506,58570
611595,"Full-length or knee-length stockings, socks and other hosiery, incl. footwear without applied ...",310,346,145,239,144,265,152,180,116,179,,15983,14553,14522,13513,10785,10622,8892,4332,2955,5116,,504422,537885,578771,526840,545486,564666,587034,555967,548482,650298
81320,Dried prunes,0,0,0,0,0,0,0,18,45,178,,832,793,431,475,475,386,601,304,175,207,,44766,55361,57410,64903,49377,49344,41156,35763,41751,37639
290290,"Cyclic hydrocarbons (excluding cyclanes, cyclenes, benzene, toluene, xylenes, styrene, ethylbenzene ...",1007,611,894,651,494,800,456,388,135,178,,36126,42939,45662,25928,21321,27961,44541,32068,18360,18922,,120903,127105,128525,106355,80779,99045,109649,89500,90831,152112
293590,Sulphonamides (excl. perfluorooctane sulphonamides),0,0,0,0,0,3,3,0,86,178,,0,0,0,0,0,1006,2285,1760,3583,4201,,0,0,0,0,0,1780553,4592567,517460,484004,346127
630539,"Sacks and bags, for the packing of goods, of man-made textile materials (excluding of polyethylene ...",203,46,638,595,124,39,72,89,175,176,,2291,2682,3790,2751,3705,5296,3002,2350,1261,2181,,6614,8632,13526,14779,13383,15457,18268,18681,16752,18404
550110,"Filament tow as specified in Note 1 to chapter 55, of nylon or other polyamides",0,0,5,0,67,19,2,4,0,176,,7248,7646,3968,3552,3369,3438,2510,2997,2635,2202,,9046,9586,9266,7077,4736,4999,6500,12560,14052,15989
293090,"Organo-sulphur compounds (excl. thiocarbamates and dithiocarbamates, thiuram mono-, di- or ...",10823,14125,10587,1019,7493,3379,6951,3623,475,175,,2924,3358,3803,2490,3358,3094,3034,6622,8373,10312,,344791,385987,439515,370165,298353,290316,311940,289346,289268,330706
731021,"Cans of iron or steel, of a capacity of < 50 l, which are to be closed by soldering or crimping ...",5,7,8,1,68,146,70,40,126,175,,3804,2801,2328,2120,1431,1721,735,311,430,375,,201895,227593,233911,189443,175621,179226,181963,175731,196008,212871
320412,"Synthetic organic acid dyes, whether or not metallised, and synthetic organic mordant dyes; ...",181,224,213,84,232,299,370,318,142,175,,28840,35479,44359,55306,32915,39494,41492,40097,31006,41928,,56510,75594,82149,67581,60894,61773,60993,51133,49917,57841
901813,Magnetic resonance imaging apparatus,554,971,861,784,38,62,69,90,83,175,,69,162,11,38,226,603,758,680,1988,899,,439858,444005,427436,424515,405265,383805,449599,515374,483425,655087
580710,"Labels, badges and similar articles, of textile materials, in the piece, in strips or cut to ...",245,224,286,309,319,428,349,392,268,174,,28434,25219,21652,17862,16312,19069,23186,24434,24704,26823,,17093,21055,19585,16301,15346,16501,16911,16438,14953,16615
293750,"Prostaglandins, thromboxanes and leukotrienes, their derivatives and structural analogues, ...",617,173,1178,155,51,178,241,243,257,174,,24551,25026,25657,25191,22712,20121,31045,22775,33847,33232,,5466,4800,5608,4015,14349,6446,2706,4673,26695,48370
401691,"Floor coverings and mats, of vulcanised rubber (excluding hard rubber), with chamfered sides, ...",262,452,367,584,259,366,596,530,93,173,,11337,8274,9170,8201,7977,6931,8518,9404,7586,9313,,48485,54158,54034,51226,54397,58927,70602,66111,59524,77769
870191,"Tractors, of an engine power <= 18 kW (excl. those of heading 8709, pedestrian-controlled tractors, ...",0,0,0,0,0,232,0,0,445,173,,0,0,0,0,0,69,138,492,93,240,,0,0,0,0,0,27600,32450,32650,28818,28064
950440,Playing cards,101,34,44,494,631,153,184,148,89,173,,16873,13742,15653,11389,11458,12836,15985,19930,21221,27507,,39931,51561,42769,46160,67006,96253,107224,106682,135682,250261
681182,"Sheets, panels, paving, tiles and similar articles, of cellulose fibre-cement or the like, ...",157,98,131,65,92,73,73,55,92,173,,2955,3648,4013,3621,3557,4032,4128,3959,2618,2523,,13751,12310,11446,11895,11297,22481,31889,27356,20045,17470
731590,"Parts of skid chain, stud-link chain and other chains of heading 7315 (excluding articulated ...",2360,1978,603,417,157,655,374,102,419,173,,18202,15670,16497,14339,14421,15458,14939,9744,8294,10786,,21371,20660,16030,14628,12815,15118,18798,14463,15024,19374
842191,"Parts of centrifuges, incl. centrifugal dryers, n.e.s.",156,565,110,54,50,134,167,268,167,173,,2264,1792,2045,1935,2250,2085,2239,1768,1828,2991,,71656,69636,73763,59794,67589,76992,73362,72826,72276,77855
401519,"Gloves, mittens and mitts, of vulcanised rubber (excl. of a kind used for medical, surgical, ...",446,211,295,197,287,384,137,90,349,172,,13955,12767,12679,12829,8977,7639,8126,6291,14308,15710,,198924,223364,205108,196560,179623,190117,213036,193592,355133,664123
720915,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...""",0,0,0,0,0,0,0,172,141,171,,15190,12345,16882,10160,9316,14241,13851,10739,8119,19608,,21354,14584,16510,17283,15498,19846,28184,25376,16537,24743
281511,"Sodium hydroxide """"caustic soda"""" solid""""",31,0,0,0,0,0,138,300,248,171,,44599,46873,34467,30354,34314,47777,55437,40041,30120,29553,,15782,17735,16381,16724,16398,19980,21665,17616,15274,15350
870911,"Electrical vehicles not fitted with lifting or handling equipment, of the type used in factories, ...",27,0,55,167,165,223,148,179,70,171,,165,174,125,811,239,467,316,575,188,261,,23563,14526,16773,17834,15106,19276,22101,16257,11753,14844
845970,Threading or tapping machines for metals (excluding way-type unit head machines),4,136,212,82,124,231,362,163,80,171,,29200,21470,21764,9813,10105,9386,11797,9847,6114,6976,,5759,2654,2603,2403,2710,2340,3431,2514,2216,3644
381590,"Reaction initiators, reaction accelerators and catalytic preparations, n.e.s. (excluding rubber ...",77,336,840,152,106,250,230,144,217,171,,56684,41827,41326,38562,36093,38116,41220,56264,29409,40493,,195320,226680,340370,348261,343226,393064,414555,332885,255820,265947
950420,Billiards of all kinds and accessories,825,541,89,112,125,151,93,128,33,170,,3345,3485,4031,3186,2957,2644,2632,2879,2955,4448,,10058,9272,9347,8512,12774,15311,19485,11008,7867,10776
292419,"Acyclic amides, incl. acyclic carbamates, and their derivatives, and salts thereof (excluding ...",800,8,122,46,5,71,60,119,65,170,,8501,7540,8477,6201,5077,5717,5109,4153,3471,4641,,138049,152817,154386,139926,153130,157182,174496,170698,166441,234211
551511,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",2314,2353,1071,313,632,1719,1028,307,82,169,,14278,15257,18686,12804,11907,9772,6837,8070,5529,8075,,44017,41254,34446,29841,29968,27962,30929,29981,19182,12956
610130,"Overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, wind-jackets ...",278,272,158,109,115,139,62,121,138,169,,3660,1636,1825,1996,2974,1393,1758,1148,594,678,,70592,85884,101953,99086,105915,101169,103774,99888,103521,129242
846040,"Honing or lapping machines, for working metals, metal carbides or cermets (excluding gear cutting, ...",16,409,15,261,315,0,0,82,6,168,,49935,44154,71761,49285,38261,46762,47166,37162,24853,25423,,11999,15798,12739,17746,15017,12524,21268,16447,6310,10079
330129,"Essential oils, whether or not terpeneless, incl. concretes and absolutes (excluding those ...",157,122,87,98,58,114,94,175,181,168,,3860,3950,4479,5966,6040,6340,5999,5292,3912,3807,,107019,114189,120048,122094,134508,141353,164556,156222,164681,155798
340600,Candles and the like,4,18,23,2,3,83,36,151,119,167,,2897,2342,2795,2971,3566,3404,4002,3941,3466,3483,,408794,452355,449577,386504,401841,427315,431102,405958,445531,530409
460199,"Plaiting materials, plaits and similar products of non-vegetable plaiting materials, flat-woven ...",4296,4028,6277,8302,6804,3990,2766,3213,3107,167,,1376,1597,3119,2966,5770,3716,4131,3555,2414,4088,,6697,6123,8521,10387,8135,6379,4992,6476,5426,4417
844316,Flexographic printing machinery,1235,414,0,0,0,0,0,341,0,165,,63648,48112,39112,41611,21774,40224,34454,33705,40576,44374,,44232,48351,50726,53080,57375,33469,42230,45901,35749,41724
871150,"Motorcycles, incl. mopeds, with reciprocating internal combustion piston engine of a cylinder ...",0,1,0,18,0,30,30,50,17,164,,5,33,0,87,1510,277,1489,657,629,26,,390719,385382,423699,316012,371160,410314,505832,410809,441681,543697
581091,"Embroidery of cotton on a textile fabric ground, in the piece, in strips or in motifs (excluding ...",295,331,403,377,294,332,352,272,223,164,,296,718,674,156,63,42,24,54,16,24,,3694,3460,3077,2429,2584,2629,2411,2356,2028,2688
854130,"Thyristors, diacs and triacs (excluding photosensitive semiconductor devices)",153,113,204,278,217,1218,249,195,60,163,,9550,7140,7025,6444,13640,18943,21046,23904,24892,29955,,124719,118912,124014,132298,149928,178199,185913,147677,150432,182350
950651,"Tennis rackets, whether or not strung (excluding table-tennis bats)",185,338,266,317,173,138,292,782,228,162,,180,168,276,122,137,155,67,45,32,63,,17266,18708,17858,13100,26635,27183,30491,30670,34398,35386
900792,"Parts and accessories for cinematographic projectors, n.e.s.",7,1,42,4,71,41,6,29,0,161,,24,429,458,98,288,995,362,56,42,51,,3830,2800,2141,1444,2038,2342,2818,1803,651,1005
800700,"Articles of tin, n.e.s.",8,36,19,31,16,32,50,49,106,161,,78990,43800,37377,30373,27257,37833,36710,32088,31553,55564,,19808,19520,15628,15207,16227,22183,21519,20375,16440,35049
701990,"Glass fibres and articles thereof, n.e.s.",25,16,15,305,33,23,101,13,5,161,,17976,19357,19804,20715,19415,17364,15251,12884,12377,12115,,125351,136673,144181,126497,143985,159643,172975,168374,156826,203582
870821,Safety seat belts for motor vehicles,436,195,887,933,824,1153,880,165,122,160,,4129,4231,4900,5257,4875,5923,5751,5099,5120,9005,,641570,678954,709015,572975,644645,700436,733563,667130,581262,564510
853339,"Wirewound variable electrical resistors, incl. rheostats and potentiometers, for a power handling ...",65,97,95,139,87,96,119,183,122,160,,1705,1562,2011,1267,817,1418,1670,870,629,703,,2077,3231,3576,3597,3506,4053,5585,8379,4663,4286
853661,Lamp holders for a voltage <= 1.000 V,166,156,105,145,269,141,141,164,126,159,,1198,1053,1170,1049,1913,1262,1358,1475,1027,1447,,35630,32117,30935,25374,23245,22718,25020,21120,18719,23204
846090,"Machines for deburring, grinding or polishing metals, metal carbides or cermets (excluding ...",385,151,295,1540,395,904,792,916,461,159,,189595,52850,78766,32814,70499,30915,38967,26592,31428,30154,,43828,28216,37815,42043,38748,48255,60805,54696,20684,30500
843131,"Parts of lifts, skip hoists or escalators, n.e.s.",104,49,52,88,173,98,216,160,98,159,,62125,46612,49515,45919,46852,53017,53085,51794,47907,51259,,523362,585951,591407,405382,413496,496656,566733,540870,591857,635447
950621,Sailboards,98,60,84,122,89,165,232,335,138,159,,36,30,11,3,2,16,37,3,22,54,,14385,14557,17372,16003,16393,17060,18170,16964,17718,27387
292159,"Aromatic polyamines and their derivatives; salts thereof (excluding o-phenylenediamine, m-phenylenediamine, ...",106,116,71,176,56,126,144,145,65,159,,5915,7328,9721,12002,10688,13457,13831,12108,9861,9448,,79378,91426,92871,82587,82206,87471,104513,114793,78244,90424
400942,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), reinforced or otherwise ...",180,228,160,261,111,15,6,50,156,158,,9986,10067,11878,8886,8268,9609,10577,10727,11908,13259,,195099,185619,187318,160214,164972,169307,181041,160662,160702,199633
691310,"Statuettes and other ornamental articles of porcelain or china, n.e.s.",1383,1415,986,214,64,205,1040,430,241,158,,643,802,1203,1938,972,460,387,1516,413,500,,31336,29097,32029,28157,27707,29275,30685,28919,25548,33723
731010,"Tanks, casks, drums, cans, boxes and similar containers, of iron or steel, for any material, ...",232,40,33,76,762,45,117,181,125,158,,17626,14538,15690,12074,6575,13244,10398,8534,7865,5974,,97619,110541,113587,99548,99349,107013,123672,115390,110324,165555
845620,"Machine tools for working any material by removal of material, operated by ultrasonic processes ...",72,106,12,22,134,27,0,170,145,156,,622,904,1682,1235,1401,1715,4383,1778,3750,1442,,720,2505,1089,338,1416,2678,730,993,2797,1561
401692,"Erasers, of vulcanised rubber (excluding hard rubber), conditioned (excluding those simply ...",961,659,437,526,245,206,225,228,175,156,,4571,4127,5027,4888,4237,4717,4920,5627,4523,4444,,3970,3755,3594,3485,4094,4565,5064,5302,5350,3522
842542,"Jacks and hoists, hydraulic (excluding built-in jacking systems used in garages)",157,2226,1502,250,103,105,189,98,73,156,,8870,8826,9892,10978,11209,10554,9764,10052,8501,10022,,69688,73715,81521,61484,67814,77213,87759,84619,79676,81577
830130,"Locks used for furniture, of base metal",138,146,172,170,98,67,125,197,156,153,,14085,14571,14171,14072,15455,17765,18750,17170,16528,18840,,10324,11892,11627,13509,14064,14310,16867,17633,16666,18094
851580,"Electric machines and apparatus for laser or other light or photon beam, ultrasonic, electron ...",268,268,206,368,49,85,126,143,366,153,,39520,37462,33971,26606,23247,27163,26706,28670,36646,29207,,81498,85813,93139,78855,88150,101399,124927,115827,146422,154613
250100,"Salts, incl. table salt and denatured salt, and pure sodium chloride, whether or not in aqueous ...",17,0,0,0,0,14,1,104,204,151,,3090,2660,4015,2740,2778,2053,2604,2870,2645,2582,,168383,190250,184941,155390,169811,192255,228934,192854,199381,233864
900791,"Parts and accessories for cinematographic cameras, n.e.s.",32,23,17,125,477,195,205,336,116,151,,1804,1309,1291,459,910,256,320,239,224,154,,38846,38667,53200,46370,38610,23620,20952,22063,20362,30410
540245,"Filament yarn of nylon or other polyamides, incl. monofilament of < 67 decitex, single, untwisted ...",150,708,70,68,105,329,50,95,171,150,,213124,234036,238184,184243,154580,159850,147613,127294,89488,106267,,47184,57330,45810,36511,35325,42749,44181,35845,28726,44706
620193,"Men's or boys' anoraks, windcheaters, wind jackets and similar articles, of man-made fibres ...",616,1685,1901,456,221,105,269,357,202,150,,3063,4270,3362,1888,3478,3914,3692,4212,4380,3887,,559097,668387,763198,646656,684320,729724,783918,789439,754604,837698
722230,"Other bars and rods of stainless steel, cold-formed or cold-finished and further worked, or ...",48,233,667,338,175,81,63,534,252,148,,26907,31618,29739,26428,21021,23173,30411,23222,15075,16585,,62900,58972,61461,55254,47946,56312,71473,73006,62974,85761
490110,"Printed books, brochures and similar printed matter, in single sheets, whether or not folded ...",57,122,110,119,61,239,69,31,41,148,,4783,3776,3573,4584,3659,5055,5196,8150,16464,14716,,65947,67234,59064,49830,59302,62168,62217,56455,51342,63153
610510,"Men's or boys' shirts of cotton, knitted or crocheted (excluding nightshirts, T-shirts, singlets ...",319,406,327,378,172,128,100,35,41,147,,3946,3318,3674,4484,2617,2162,1597,741,888,1093,,494577,515888,533297,476254,450387,483711,519896,542874,459470,496751
760410,"Bars, rods and profiles, of non-alloy aluminium, n.e.s.",22,74,81,81,142,83,138,89,126,146,,19751,20599,20052,19307,23639,21498,25000,19776,15892,20266,,122442,98486,77888,57196,54774,59906,63258,64098,83142,110521
420232,"Wallets, purses, key-pouches, cigarette-cases, tobacco-pouches and similar articles carried ...",1296,700,701,500,356,263,226,247,266,144,,5139,3747,4246,4420,4261,4245,4432,3650,4056,4745,,107810,118512,119166,113986,127851,131758,149755,143669,125450,139078
730669,"Tubes, pipes and hollow profiles, welded, of non-circular cross-section, of iron or steel (excluding ...",106,69,76,3,1,51,0,0,3,144,,279,195,162,129,1934,5013,3901,332,378,261,,51262,54292,51872,51515,48380,58141,64153,68081,61216,88105
