Product code,Product label,"Saudi Arabia's imports from Korea, Republic of-Value in 2012","Saudi Arabia's imports from Korea, Republic of-Value in 2013","Saudi Arabia's imports from Korea, Republic of-Value in 2014","Saudi Arabia's imports from Korea, Republic of-Value in 2015","Saudi Arabia's imports from Korea, Republic of-Value in 2016","Saudi Arabia's imports from Korea, Republic of-Value in 2017","Saudi Arabia's imports from Korea, Republic of-Value in 2018","Saudi Arabia's imports from Korea, Republic of-Value in 2019","Saudi Arabia's imports from Korea, Republic of-Value in 2020","Saudi Arabia's imports from Korea, Republic of-Value in 2021","Korea, Republic of's exports to world- ","Korea, Republic of's exports to world-Value in 2012","Korea, Republic of's exports to world-Value in 2013","Korea, Republic of's exports to world-Value in 2014","Korea, Republic of's exports to world-Value in 2015","Korea, Republic of's exports to world-Value in 2016","Korea, Republic of's exports to world-Value in 2017","Korea, Republic of's exports to world-Value in 2018","Korea, Republic of's exports to world-Value in 2019","Korea, Republic of's exports to world-Value in 2020","Korea, Republic of's exports to world-Value in 2021",Saudi Arabia's imports from world- ,Saudi Arabia's imports from world-Value in 2012,Saudi Arabia's imports from world-Value in 2013,Saudi Arabia's imports from world-Value in 2014,Saudi Arabia's imports from world-Value in 2015,Saudi Arabia's imports from world-Value in 2016,Saudi Arabia's imports from world-Value in 2017,Saudi Arabia's imports from world-Value in 2018,Saudi Arabia's imports from world-Value in 2019,Saudi Arabia's imports from world-Value in 2020,Saudi Arabia's imports from world-Value in 2021
846620,Work holders for machine tools,1046,21740,2715,348,48,0,24,8,10,9,,49891,69158,41507,50021,47793,57322,74744,58386,62029,70268,,6731,27806,7784,5386,2315,2543,17679,10824,13344,18010
871500,"Baby carriages and parts thereof, n.e.s.",0,0,0,0,0,0,0,0,0,9,,1335,1471,1487,1650,1152,1421,1134,1542,1277,863,,15327,16955,20736,20256,18504,21622,20942,22783,14794,17317
853670,"Connectors for optical fibres, optical fibre bundles or cables",0,0,286,79,96,111,30,46,10,9,,24872,33312,35364,37389,23611,15053,16482,12140,11416,13743,,7678,18200,16330,16456,7472,9634,19932,18340,15262,12028
610990,"T-shirts, singlets and other vests of textile materials, knitted or crocheted (excluding cotton)",171,0,303,895,0,0,221,523,125,9,,95857,102857,130086,148654,142597,124342,108823,107469,94369,94334,,78516,64991,87105,110289,99717,108933,92741,115802,70642,85655
850520,"Electromagnetic couplings, clutches and brakes",0,0,53,102,0,270,0,0,4,9,,9641,11685,11033,13168,17633,22022,19792,18757,16888,18299,,1369,8095,4723,3881,3481,2396,1405,2390,1961,3334
842382,Weighing machinery of a maximum weighing capacity > 30 kg but <= 5.000 kg (excluding personal ...,0,0,0,0,0,0,11,0,0,9,,7827,8060,7281,6325,5820,5283,5441,5038,3756,5021,,880,1402,1037,1988,1603,1847,1374,1359,2122,2083
960719,Slide fasteners (excluding fitted with chain scoops of base metal),0,0,0,0,0,0,0,0,0,9,,55774,64660,64957,60135,45173,45664,39330,31741,26999,30897,,1674,1672,1805,2402,1583,1653,1543,1700,1136,1990
481190,"Paper, paperboard, cellulose wadding and webs of soft cellulose, coated, impregnated, covered, ...",0,352,29,201,289,0,148,260,138,9,,28398,45322,51078,41505,43625,61160,90661,113841,105890,110524,,53142,59486,55451,52648,50062,48791,48962,47148,39700,58810
900410,Sunglasses,33,0,0,67,75,0,24,3,0,9,,6112,9401,9912,18592,29581,34651,28103,31446,33245,76576,,47282,48539,56538,53114,41676,33862,33877,41144,34653,49136
700992,"Glass mirrors, framed (excluding rear-view mirrors for vehicles, optical mirrors, optically ...",0,0,0,0,0,0,6,8,7,9,,3249,3933,2446,1679,1780,1473,1948,2553,2383,2120,,14546,14417,18883,23999,22141,18472,18342,22048,20371,25565
720270,Ferro-molybdenum,841,39,40,419,1145,0,1760,8273,2580,9,,100675,94873,153332,147246,142743,208885,407709,426948,290234,544896,,12311,1818,8101,1755,1559,111,1772,9099,2624,1130
841582,"Air conditioning machines incorporating a refrigerating unit but without a valve for reversal ...""",475,1470,1147,0,0,5574,13734,1178,13,9,,45346,40301,64881,56252,50100,36278,39089,56824,50907,49068,,41089,49879,82656,85571,101920,100950,51307,18682,56839,71426
842389,Weighing machinery of a maximum weighing capacity > 5.000 kg,141,710,153,300,378,82,154,156,49,9,,6893,4684,2586,2533,2095,5595,4332,4464,3738,4213,,12544,13496,16179,21169,9963,9625,8997,6881,2873,4210
340399,"Lubricant preparations, incl. cutting-oil preparations, bolt or nut release preparations, anti-rust ...",0,0,0,0,0,124,140,360,279,9,,39697,41665,43945,44335,39689,46248,67645,103196,70825,88988,,11628,11583,15788,15683,11595,14745,21880,26837,17719,16047
851629,Electric space-heating and soil-heating apparatus (excluding storage heating radiators),57,1649,1129,440,120,72,550,100,15,9,,17449,19823,17338,15774,21944,33685,49466,44788,41193,41661,,27146,40751,53459,37453,25842,27730,29531,16611,26861,34750
847410,"Sorting, screening, separating or washing machines for solid mineral substances, incl. those ...",399,874,766,0,195,68,4,11,0,8,,13941,10636,18225,6702,10377,11902,21495,24798,17489,42574,,41939,46783,26600,42813,36927,9437,7998,23420,31346,23669
670419,"False beards, eyebrows and eyelashes, switches and the like, of synthetic textile materials ...",450,165,152,203,94,146,234,250,26,8,,31617,29023,27770,28025,30758,34823,35830,30274,20443,20491,,1083,1471,1140,1767,1164,2470,2658,3204,1040,866
690912,"Ceramic articles having a hardness equivalent to >= 9 on the Mohs scale, for chemical or other ...",0,0,0,0,0,0,0,0,9,8,,4989,19506,38020,37960,56166,52107,49331,59956,58076,83854,,214,333,308,1736,1863,1226,2169,4340,3482,6176
330741,"""Agarbatti"""" and other odoriferous preparations which operate by burning""""",138,169,30,61,77,0,0,0,29,8,,1,0,10,13,45,42,26,23,27,52,,9705,9175,12241,12456,13323,14380,16025,14737,13111,14321
91099,"Spices (excluding pepper of the genus Piper, fruit of the genus Capsicum or of the genus Pimenta, ...""",0,0,0,0,0,0,24,7,4,8,,116,156,109,125,81,32,127,29,101,151,,65445,66154,74200,83425,94134,97343,92390,94008,100799,97251
740200,"Copper, unrefined; copper anodes for electrolytic refining",147,30,106,237,206,0,159,64,109,8,,4409,2879,11899,14063,14566,19911,27186,15283,191710,331315,,3213,221,1062,436,292,183,991,262,497,2439
650400,"Hats and other headgear, plaited or made by assembling strips of any material, whether or not ...",37,268,0,0,404,108,221,244,86,8,,1297,1401,801,524,221,151,154,258,288,909,,4822,5362,3255,5903,9312,7556,9663,12071,7192,10411
320611,Pigments and preparations based on titanium dioxide of a kind used for colouring any material ...,0,0,0,0,0,0,0,0,0,8,,13492,13324,16802,27144,26604,20734,27910,30194,26801,33421,,16735,15126,18526,20678,14651,13931,15188,22421,28988,28380
382491,"Mixtures and preparations consisting mainly of """"5-ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl""""methyl ...""",0,0,0,0,0,0,0,0,0,8,,0,0,0,0,0,264,912,626,413,260,,0,0,0,0,0,0,0,0,0,8
400130,"Balata, gutta-percha, guayule, chicle and similar natural gums, in primary forms or in plates, ...",0,0,0,0,0,0,0,0,0,8,,24,1,33,0,7,3,3,4,1,2,,0,0,0,3,0,303,0,0,0,8
854320,"Signal generators, electrical",321,777,212,474,153,0,60,8,31,8,,14639,20114,14107,10146,16712,46512,13152,16804,20973,24192,,5748,5161,8304,5447,3634,5682,4124,2667,8158,4349
731813,"Screw hooks and screw rings, of iron or steel",199,995,120,159,0,0,11,6,40,8,,795,706,788,411,604,930,1232,1479,1198,1176,,2630,4454,3008,2016,3737,2971,3379,3023,5679,5698
620422,"Women's or girls' ensembles of cotton (excluding knitted or crocheted, ski overalls and swimwear)",0,0,0,0,0,0,0,0,0,8,,8,128,74,53,33,83,138,271,141,621,,2006,166,330,1032,3732,2075,7286,4016,15676,29865
621040,"Men's or boys' garments of textile fabrics, rubberised or impregnated, coated, covered or laminated ...",1357,161,621,437,0,144,4,12,3,8,,4069,2680,2812,3080,1969,2300,2271,2662,3467,3008,,160867,332089,429107,548640,224214,154684,130930,124410,24306,18177
560410,Textile-covered rubber thread and cord,81,27,465,82,0,52,0,0,0,8,,2594,2429,4319,6819,3765,1999,2213,3373,3785,3078,,432,1393,1966,1804,1803,1888,2201,2368,1538,1746
550130,"Filament tow as specified in Note 1 to chapter 55, acrylic or modacrylic",2502,674,539,690,0,0,0,0,0,8,,41862,38978,44940,30098,46888,60659,71128,52052,36414,79646,,2666,987,652,1165,202,1054,1769,86,0,25
290121,Ethylene,0,0,0,0,0,0,0,0,0,8,,1238040,1417477,1065355,658029,749586,930524,1026259,950581,604458,1200919,,0,29,0,257,194,289,291,147,18307,64
920710,"Keyboard instruments, the sound of which is produced, or must be amplified, electrically (excluding ...",0,0,0,0,0,0,0,129,0,8,,14689,11442,11884,13296,9950,12921,8696,8570,7302,11945,,1556,2190,2875,2104,1846,1677,2090,3966,3750,3626
392390,"Articles for the conveyance or packaging of goods, of plastics (excluding boxes, cases, crates ...",274,118,319,333,191,0,272,29,17,8,,117305,106177,111060,127927,135870,159124,174807,209638,239944,261989,,54789,72323,46904,46751,22618,25012,26048,31166,18275,8592
151710,Margarine (excluding liquid),0,0,0,0,0,0,0,0,9,8,,44,320,358,191,146,180,356,416,282,401,,67419,58544,58869,57852,47845,42138,44526,16951,15898,31547
490191,"Dictionaries and encyclopaedias, and serial instalments thereof",0,0,0,0,0,0,0,0,0,8,,292,828,737,728,647,559,1243,1012,2672,645,,1195,37,319,323,128,482,808,209,250,1267
330119,"Essential oils of citrus fruit, whether or not terpeneless, incl. concretes and absolutes (excluding ...",0,0,0,0,0,0,0,0,0,8,,37,59,31,66,188,39,55,58,770,131,,1945,4663,12996,17383,17716,18651,21281,16793,6224,18787
852712,"Pocket-size radiocassette players [dimensions <= 170 mm x 100 mm x 45 mm], with built-in amplifier, ...",0,390,0,0,0,78,0,0,0,8,,0,319,47,3,23,2,43,10,0,829,,517,1284,343,495,260,1065,177,51,517,301
721699,"Angles, shapes and sections, of iron or non-alloy steel, cold-formed or cold-finished and further ...",813,555,2701,153,157,137,9,3,11,8,,3103,2628,4115,5459,3862,6522,3676,14972,1407,4048,,16174,29497,122609,120099,98990,22513,9316,8945,6091,1618
200830,"Citrus fruit, prepared or preserved, whether or not containing added sugar or other sweetening ...",0,0,0,0,0,0,0,0,0,8,,42328,44111,44281,42398,42776,38828,43388,40789,53498,55657,,4206,3152,3625,3129,2959,1943,1174,1571,1260,902
721891,"Semi-finished products of stainless steel, of rectangular """"other than square"""" cross-section""""",0,0,0,0,0,0,0,0,0,8,,255,5306,8099,9812,6114,35075,35943,710,586,26344,,1351,253,618,1347,522,716,369,396,3456,9342
380869,"Goods of heading 3808, containing alpha-cypermethrin """"ISO"""", bendiocarb """"ISO"""", bifenthrin ...""",0,0,0,0,0,0,0,0,0,8,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,9
291829,"Carboxylic acids with phenol function but without other oxygen function, their anhydrides, ...",1566,613,2182,1904,1974,356,10,0,97,8,,115218,121773,137658,138745,124581,120836,123738,141095,131163,158579,,20559,11445,18584,14945,13583,14233,14838,15645,16390,17993
70951,"Fresh or chilled mushrooms of the genus """"Agaricus""""""""",0,0,0,0,0,0,0,0,20,8,,8,18,16,994,570,12,12,58,4,5,,1159,1687,1863,4934,4813,5221,6323,8151,8532,10192
160414,"Prepared or preserved tunas, skipjack and Atlantic bonito, whole or in pieces (excluding minced)",0,0,0,0,0,0,0,3,0,7,,22332,20373,13408,12852,11904,11435,13314,15061,17965,21324,,176478,129358,120522,135825,151047,146261,194104,230322,253168,178268
400912,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), not reinforced or otherwise ...",1189,605,29,447,68,267,179,209,246,7,,10032,11811,12088,9279,7202,6848,4891,7085,7861,8553,,7075,7793,5274,6879,5774,4300,4193,4838,5561,2168
540720,"Woven fabrics of strip or the like, of synthetic filament, incl. monofilament of >= 67 decitex ...",0,0,0,0,0,0,13,0,197,7,,26152,21168,20434,15143,13905,15399,15161,15365,14540,11485,,729,3767,3098,487,1698,1286,877,2551,4131,4526
680690,"Mixtures and articles of heat-insulating, sound-insulating or sound absorbing mineral materials ...",631,2486,965,1927,1005,0,702,14,6,7,,12893,22962,31413,25952,48037,42775,37312,29777,27601,30174,,15345,24686,20793,16291,13145,16874,15673,12937,12800,7426
844010,"Bookbinding machinery, incl. book-sewing machines (excluding machinery of heading 8441, general-purpose ...",0,0,28,115,155,135,60,961,256,7,,6270,7025,4544,5703,6305,3543,8150,6364,2248,2586,,6104,7049,5449,3642,3164,5078,5241,3071,3031,4519
392610,"Office or school supplies, of plastics, n.e.s.",30,76,365,161,0,111,102,87,40,7,,19779,20873,18260,16109,16140,16673,16138,15799,14012,18996,,19606,23322,23105,20752,16367,19724,19507,28732,16146,13106
401036,"Endless synchronous belts, of vulcanised rubber, of an outside circumference > 150 cm but <= ...",0,0,49,0,0,0,0,0,0,7,,16,148,187,160,157,297,365,356,247,332,,428,358,1220,1104,857,585,498,624,508,788
720150,"Alloy pig iron and spiegeleisen, in pigs, blocks or other primary forms",0,0,0,0,0,0,9,155,0,7,,0,1,0,0,0,0,0,0,1,0,,371,8419,62088,26918,19,33339,20538,155758,131407,482
620449,"Women's or girls' dresses of textile materials (excluding of wool, fine animal hair, cotton ...",83,98,0,0,0,0,13,120,62,7,,4689,6281,8338,8787,7087,7265,6503,7728,4862,5857,,165834,157887,114291,134214,97804,96899,98574,111275,60155,65748
620463,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of synthetic fibres ...",1103,649,975,65,0,1082,1218,70,246,7,,25720,36055,21918,14109,18819,19409,21833,16012,13669,19247,,38347,26649,22808,34081,27199,56077,43277,19347,18563,41650
80510,Fresh or dried oranges,0,0,0,0,0,0,15,0,0,7,,51,2,9,4,30,17,23,10,34,98,,195274,183924,192701,183394,197296,194189,212934,208865,224937,237393
380190,"Preparations based on graphite or other carbon in the form of pastes, blocks, plates or other ...",0,235,0,0,0,0,7,0,0,7,,644,3437,3654,829,1918,12970,8081,21442,21362,20843,,65769,7364,7915,1699,2820,3691,2205,1315,1453,2125
210120,"Extracts, essences and concentrates, of tea or mate, and preparations with a basis of these ...",0,0,0,0,0,0,0,5,0,7,,11452,12178,6439,5667,5764,7829,12294,8038,11307,15126,,10888,4063,4406,6776,9849,12993,11840,15363,10634,13072
110419,Rolled or flaked grains of cereals (excluding oats),0,0,0,0,0,0,5,5,5,7,,1593,2085,1978,2421,577,457,425,504,589,738,,9432,8084,5522,5736,6010,4582,4455,5274,4949,4940
150790,"Soya-bean oil and its fractions, whether or not refined (excluding chemically modified and ...",0,0,0,0,0,0,0,0,0,7,,21534,13577,7071,5313,4145,3698,2711,2980,3695,4091,,20198,10198,1743,5395,3122,2313,1838,10411,6198,6026
620920,"Babies' garments and clothing accessories of cotton (excluding knitted or crocheted and hats, ...",0,27,320,176,0,0,7,881,114,7,,2058,1968,1810,2069,4091,2166,1880,1711,2127,2950,,16387,47530,63604,67621,32140,26165,30578,50479,27998,22188
842310,"Personal weighing machines, incl. baby scales; household scales",0,0,0,0,0,0,0,11,4,7,,59,96,193,390,1797,2772,584,298,531,638,,3734,3188,3819,3209,2849,4265,3818,6537,7799,8270
821520,"Sets consisting of one or more knives of heading 8211 and at least an equal number of spoons, ...",0,0,80,0,0,0,0,0,0,7,,470,662,215,705,1227,1218,1818,1093,1005,731,,3488,4410,6004,5738,4504,5922,7354,11745,11387,14711
820220,Bandsaw blades of base metal,0,0,0,0,0,0,22,0,3,7,,205,558,689,502,590,539,1466,944,805,742,,1353,1570,2751,3294,2227,1912,3069,2705,2985,3154
960610,"Press-fasteners, snap-fasteners and press studs and parts therefor",0,0,0,0,0,0,25,0,0,7,,22046,20944,19925,13192,10639,11142,10444,8378,6555,10494,,642,666,1152,1183,1409,1483,1665,1765,2369,2357
840590,Parts of producer gas or water gas generators and acetylene gas generators or similar water ...,17026,2195,315,3510,660,0,653,26,70,7,,4420,1974,7272,7064,8247,3525,6782,3528,2507,7974,,105289,106005,34273,96207,17802,24534,5289,3538,12015,10130
750712,Tubes and pipes of nickel alloys,0,180,0,43,31,27,3,42,19,7,,6236,1969,2980,3594,2242,4188,1472,3135,1298,2811,,165766,15811,16023,6577,5001,6574,11107,24151,41872,7497
940592,"Parts of lamps and lighting fittings, illuminated signs and nameplates and the like, of plastics, ...",0,0,104,38,0,0,0,55,0,7,,1393,4399,3494,3040,2623,2441,2898,5250,3553,3916,,1755,4329,2430,2738,3760,3905,4304,8130,5442,11203
480890,"Paper and paperboard, creped, crinkled, embossed or perforated, in rolls of a width > 36 cm ...",58,294,0,167,0,0,0,0,0,7,,6159,4488,4201,4623,12493,15004,13440,14910,8683,6276,,9732,19028,13156,12193,5649,7264,6580,12515,10433,6620
190490,"Cereals (excl. maize [corn]) in grain or flake form or other worked grains, pre-cooked or otherwise ...",0,0,0,0,0,0,9,0,0,7,,15054,11030,13271,14119,17225,20401,25689,35036,46522,57797,,2865,4675,1950,2397,3470,4559,7005,10857,22602,31379
620452,Women's or girls' skirts and divided skirts of cotton (excluding knitted or crocheted and  ...,0,0,0,0,0,0,0,0,0,7,,2328,2400,4349,2534,2018,2632,4162,2908,2041,2802,,12350,5229,3444,5937,5345,6043,9899,34057,14738,6659
580790,"Labels, badges and similar articles, of textile materials, in the piece, in strips or cut to ...",0,0,0,0,0,0,0,0,3,7,,14638,17050,24840,22118,22162,16805,19052,21946,17082,13460,,146,160,93,291,1247,1248,1579,1639,63,25
701590,"Clock or watch glasses and similar glasses, glasses for non-corrective spectacles, curved, ...",0,0,27,123,91,149,86,16,0,7,,111,237,216,25,28,9,13,46,259,284,,251,455,6669,5820,5035,4793,2622,2580,1717,563
721610,"U, I or H sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn ...",5732,7413,4057,10181,6701,453,126,159,348,7,,11568,16575,19470,5509,5708,3287,2404,6395,1891,1230,,43587,40462,54182,76048,40800,12187,6484,4422,5893,2139
620721,"Men's or boys' nightshirts and pyjamas of cotton (excluding knitted or crocheted, vests, singlets ...",0,0,0,0,0,0,0,0,0,7,,20,21,63,54,43,29,35,92,25,221,,5331,5453,3404,5328,2848,4813,2708,3322,3426,2645
701919,"Glass fibre cakes """"textile cakes"""" and chopped glass fibre strands of a length >50mm""""",552,193,7870,101,0,36,108,0,0,7,,320,302,618,580,302,400,1500,1228,1312,2319,,32448,27956,27221,14667,6883,15785,23115,16148,6767,5947
482369,"Trays, dishes, plates, cups and the like, of paper or paperboard (excluding of bamboo paper ...",0,64,98,97,45,42,78,15,0,6,,32234,32248,34571,30050,35543,37588,42795,43170,35135,37012,,21113,21911,23682,32190,30441,29157,38374,49763,38701,53170
691110,"Tableware and kitchenware, of porcelain or china (excluding ornamental articles, pots, jars, ...",205,223,1074,901,343,770,312,1423,92,6,,13308,13050,14235,13036,12492,14690,9107,7143,6352,9852,,58180,61919,77642,85437,66258,61678,76382,94569,70162,77738
620640,"Women's or girls' blouses, shirts and shirt-blouses of man-made fibres (excluding knitted or ...",525,391,1220,37,0,1831,7,12,132,6,,34077,31298,30091,21725,23451,21198,20889,17961,21496,28512,,27180,23022,37361,53925,78894,86277,67970,36464,34133,48555
540262,"Multiple """"folded"""" or cabled filament yarn of polyester, incl. monofilament of < 67 decitex ...""",141,37,0,0,0,0,42,63,10,6,,6543,7353,5088,4444,4578,7066,8422,7188,2938,5121,,405,718,288,689,262,357,402,841,985,1173
860719,"Axles, for electrical purposes, and wheels and parts thereof for railway or tramway locomotives ...",0,0,0,0,0,0,0,21,4,6,,23601,18558,24632,36812,32983,24955,32335,37394,13914,15817,,2672,6920,8637,7349,13385,7860,11646,12231,13820,18812
850720,Lead acid accumulators (excluding spent and starter batteries),7274,6545,9501,11121,202,84,126,64,42,6,,37783,54093,37254,40805,41412,44575,57226,64891,60998,69633,,60809,54197,63475,64827,47530,50597,71308,72575,68478,77409
741022,"Copper alloy foil, backed, of a thickness """"excluding any backing"""" of <= 0,15 mm (excluding ...""",0,0,0,0,0,0,0,0,0,6,,1022,1416,1480,1730,5826,1832,2278,5931,7410,12215,,0,0,31,9,1,39,11,31,343,140
620462,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of cotton (excluding ...",0,0,653,0,0,56,94,14,0,6,,19181,19396,17934,12995,12591,25404,19644,17036,17719,18892,,122643,45581,40471,47825,92942,68463,70103,116609,67140,59345
401694,"Boat or dock fenders, whether or not inflatable, of vulcanised rubber (excluding hard rubber ...",800,690,0,193,145,0,0,4,0,6,,11855,20627,14447,15136,6620,7640,6347,4838,6263,4565,,5681,3659,4285,12957,3290,1313,2104,2747,3752,2384
960840,Propelling or sliding pencils,0,0,0,42,0,71,89,32,54,6,,3982,3450,3269,2631,2566,2605,1952,1891,1471,919,,362,343,491,916,226,563,772,878,437,198
