Product code,Product label,Viet Nam's imports from Russian Federation-Value in 2012,Viet Nam's imports from Russian Federation-Value in 2013,Viet Nam's imports from Russian Federation-Value in 2014,Viet Nam's imports from Russian Federation-Value in 2015,Viet Nam's imports from Russian Federation-Value in 2016,Viet Nam's imports from Russian Federation-Value in 2017,Viet Nam's imports from Russian Federation-Value in 2018,Viet Nam's imports from Russian Federation-Value in 2019,Viet Nam's imports from Russian Federation-Value in 2020,Viet Nam's imports from Russian Federation-Value in 2021,Russian Federation's exports to world- ,Russian Federation's exports to world-Value in 2012,Russian Federation's exports to world-Value in 2013,Russian Federation's exports to world-Value in 2014,Russian Federation's exports to world-Value in 2015,Russian Federation's exports to world-Value in 2016,Russian Federation's exports to world-Value in 2017,Russian Federation's exports to world-Value in 2018,Russian Federation's exports to world-Value in 2019,Russian Federation's exports to world-Value in 2020,Russian Federation's exports to world-Value in 2021,Viet Nam's imports from world- ,Viet Nam's imports from world-Value in 2012,Viet Nam's imports from world-Value in 2013,Viet Nam's imports from world-Value in 2014,Viet Nam's imports from world-Value in 2015,Viet Nam's imports from world-Value in 2016,Viet Nam's imports from world-Value in 2017,Viet Nam's imports from world-Value in 2018,Viet Nam's imports from world-Value in 2019,Viet Nam's imports from world-Value in 2020,Viet Nam's imports from world-Value in 2021
121120,"Ginseng roots, fresh or dried, whether or not cut, crushed or powdered",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1,4,0,,481,354,810,862,895,1015,1258,1074,1032,2863
121130,"Coca leaf, fresh or dried, whether or not cut, crushed or powdered",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1,0,0,1,,0,0,0,0,0,0,0,0,0,
121190,"Plants, parts of plants, incl. seeds and fruits, used primarily in perfumery, in pharmacy or ...",0,0,0,0,1,0,0,0,0,,,1318,2849,2637,2545,4633,5226,7633,13128,12767,13627,,15276,22460,26711,32269,20912,28548,31983,45109,56773,77127
130212,Extracts of liquorice (excluding that with a sucrose content by weight of > 10% or in the form ...,0,0,0,0,0,0,0,0,0,,,35,64,226,45,0,0,297,549,23,63,,8,39,39,114,64,127,255,186,140,264
150110,"Lard, rendered or otherwise extracted (excluding lard stearin and lard oil)",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,30,0,0,4,4,,0,0,0,2,0,0,0,0,1,94
150120,"Pig fat, rendered or otherwise extracted (excluding lard)",0,0,0,0,0,0,0,0,0,,,0,13,0,0,1,0,0,22,108,11,,0,1,0,0,0,0,0,0,2,
151110,Crude palm oil,0,0,0,0,0,0,0,0,0,,,17,0,0,0,6,38,638,173,699,533,,7642,7200,9818,1549,0,1,66,176,268,
151411,"Low erucic acid rape or colza oil """"fixed oil which has an erucic acid content of < 2%"""", ...""",0,0,0,0,0,0,0,0,0,,,213185,297903,281613,174452,163587,231561,353186,496116,534861,905798,,496,1499,2798,1774,2170,2012,3332,2709,2585,35
151529,"Maize oil and fractions thereof, whether or not refined, but not chemically modified (excluding ...",0,0,0,0,0,0,4,16,9,,,1525,1812,1860,7071,23727,4509,4873,4452,5044,5477,,4139,5375,4379,2971,4710,3597,2358,2542,2261,2646
151550,"Sesame oil and its fractions, whether or not refined, but not chemically modified",0,0,0,0,0,0,0,0,0,,,6,15,51,17,51,57,43,280,205,365,,499,1235,1278,1041,1089,1544,2030,2117,3224,3358
160220,Preparations of liver of any animal (excluding sausages and similar products and finely homogenised ...,0,0,2,0,24,0,7,63,121,,,1225,1655,1713,1383,1094,1241,1320,1509,1538,1854,,94,192,98,111,372,206,165,276,400,696
160417,"Prepared or preserved eels, whole or in pieces (excluding minced)",0,0,0,0,0,0,0,0,0,,,112,160,1378,313,580,1195,10751,2637,1493,1840,,35,44,61,78,179,460,1190,1903,1228,2399
160540,"Crustaceans, prepared or preserved (excluding smoked, crabs, shrimps, prawns and lobster)",0,0,0,0,0,0,0,0,0,,,195,137,71,14,30,37,79,85,109,207,,0,122,0,596,219,43,0,173,21,221
160559,"Molluscs, prepared or preserved (excluding smoked, oysters, scallops, mussels, cuttle fish, ...",0,0,0,0,0,0,0,0,0,,,68,160,77,165,270,313,248,405,228,336,,63,108,688,549,1159,289,13,388,378,1284
170114,"Raw cane sugar, in solid form, not containing added flavouring or colouring matter (excluding ...",0,0,0,0,0,0,0,0,0,,,37,76,73,88,156,202,168,194,309,362,,27432,22876,27202,51691,65919,44831,45359,86504,205012,83454
170220,"Maple sugar, in solid form, and maple syrup (excluding flavoured or coloured)",0,0,0,0,0,0,0,0,0,,,3,2,6,2,1,107,57,52,36,20,,0,144,3,4,8,15,13,22,35,94
190211,"Uncooked pasta, not stuffed or otherwise prepared, containing eggs",0,0,0,0,0,0,0,0,0,,,531,1325,2161,1870,2378,2651,1857,2384,2517,2344,,23,86,15,33,10,51,312,166,186,110
190300,"Tapioca and substitutes therefor prepared from starch, in the form of flakes, grains, pearls, ...",0,0,0,0,0,0,0,0,0,,,0,0,2,4,0,0,0,0,1,1,,120,203,224,262,579,1916,3783,4212,3802,5229
190520,"Gingerbread and the like, whether or not containing cocoa",0,0,0,3,0,0,0,0,0,,,1307,1910,1580,1202,2779,4204,4298,5656,5287,5672,,7,3,7,18,2,40,75,112,271,327
200410,"Potatoes, prepared or preserved otherwise than by vinegar or acetic acid, frozen",0,0,0,0,0,0,0,0,0,,,15,263,928,754,1579,1723,3797,5852,6123,10520,,3245,4904,6009,6993,14439,12129,25896,38386,24382,21753
200600,"Vegetables, fruit, nuts, fruit-peel and other edible parts of plants, preserved by sugar (drained, ...",0,0,0,0,0,0,0,0,0,,,378,374,544,721,596,610,530,598,629,726,,333,275,460,288,720,1182,1871,1469,1042,7235
200850,"Apricots, prepared or preserved, whether or not containing added sugar or other sweetening ...",0,0,0,0,0,0,0,0,0,,,16,205,138,84,93,64,53,109,124,230,,100,46,148,316,219,143,217,99,110,49
200989,"Juice of fruit or vegetables, unfermented, whether or not containing added sugar or other sweetening ...",0,0,0,0,0,7,0,5,0,,,6540,6429,5691,4679,4463,5510,5733,6763,7977,10649,,1875,2699,3324,2997,3730,3946,3133,4434,3361,7759
210130,"Roasted chicory and other roasted coffee substitutes, and extracts, essences and concentrates ...",0,0,0,0,0,0,0,0,0,,,2011,3731,2616,1437,1602,2235,2117,2367,3052,3258,,166,766,79,158,142,1636,2438,1291,2115,2255
210310,Soya sauce,0,0,0,0,0,0,0,6,2,,,1439,1647,1338,977,733,890,1523,1683,2688,3807,,844,2862,4265,4940,5802,6820,6954,7994,8238,8015
230320,"Beet-pulp, bagasse and other waste of sugar manufacture",0,0,0,0,0,0,34,16,0,,,127947,145849,116644,93282,131159,134069,186151,200588,219012,240313,,0,0,0,5,4,20,47,28,15,1111
230610,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,0,0,0,,,144,1683,0,40,5,0,0,10,0,0,,16,176,1164,122,0,0,126,0,0,1748
230660,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,0,0,0,,,39,0,0,0,0,0,0,0,0,0,,22766,27346,27478,25008,35885,46369,53499,65812,66653,94048
240210,"Cigars, cheroots and cigarillos containing tobacco",0,0,0,0,0,0,0,0,0,,,279,164,120,36,43,269,352,788,414,799,,24,34,76,181,135,140,54,14,18,31030
240311,Water-pipe tobacco (excluding tobacco-free. See subheading note 1.),0,0,0,0,0,0,0,0,0,,,24,44,19,31,22,64,52,983,3362,7280,,0,0,0,0,0,0,0,0,0,306
250100,"Salts, incl. table salt and denatured salt, and pure sodium chloride, whether or not in aqueous ...",0,0,0,0,0,0,0,0,0,,,2348,4346,4111,5175,6996,8439,9459,12021,11791,11456,,21476,17917,18928,18280,15462,21425,24109,28824,23939,42954
250810,Bentonite,0,0,0,0,0,0,0,0,0,,,1552,3363,3494,2356,1904,3309,3284,4012,3696,3947,,3516,2928,3396,4840,4629,6141,6758,8412,10929,18069
251741,"Marble granules, chippings and powder, whether or not heat-treated",0,0,0,0,0,0,0,0,0,,,4181,8111,9056,5682,6360,7742,8820,8621,8669,8638,,1,5,33,7,58,1,0,2,220,310
252100,"Limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of ...",0,0,0,0,0,0,0,0,0,,,7454,5419,7960,7564,10291,9997,11392,11555,10433,11051,,74,307,542,186,73,43,1681,107,119,80
252220,Slaked lime,0,0,0,0,0,0,0,0,0,,,1751,1305,1249,754,742,1407,1398,2168,2029,2461,,137,386,123,99,82,48,35,65,67,280
252230,Hydraulic lime (excluding pure calcium oxide and calcium hydroxide),0,0,0,0,0,0,0,0,0,,,0,0,0,1,0,1,0,0,0,0,,24,5,18,38,30,30,18,32,63,615
252310,Cement clinkers,0,0,0,0,0,0,0,0,0,,,82298,81153,42583,13309,9051,27653,27621,313,242,64,,23832,7891,9431,8243,26827,35109,19258,17048,18204,4403
252390,"Cement, whether or not coloured (excluding portland cement and aluminous cement)",0,0,0,0,0,0,0,0,0,,,1052,1165,1082,90,43,804,746,522,225,143,,3255,2657,4395,1430,202,313,415,407,908,580
252530,Mica waste,0,0,0,0,0,0,0,0,0,,,0,0,19,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,2
252800,"Borates, natural, and concentrates thereof, whether or not calcined, and natural boric acids ...",0,0,0,0,0,0,0,0,0,,,1,2,467,1164,1116,513,2056,1735,2573,1311,,297,201,297,422,938,1136,1724,2551,2528,2410
260111,Non-agglomerated iron ores and concentrates (excluding roasted iron pyrites),0,0,0,0,0,0,2888,85137,0,,,1413285,1411904,951041,517764,365518,453268,309640,525634,764022,1507200,,2435,2435,5039,5972,130633,242193,683379,1057975,1388639,1649065
260200,"Manganese ores and concentrates, incl. ferruginous manganese ores and concentrates, with a ...",0,0,0,0,0,0,0,0,0,,,149,1613,582,27,1564,6350,13187,4842,1156,510,,19631,24229,47762,25844,27386,44309,38631,28321,23266,7358
261100,Tungsten ores and concentrates,3829,4331,3121,320,0,694,0,337,135,,,90255,62088,50201,24287,30717,19806,16997,24327,20435,25163,,103003,120341,80887,33971,36055,27060,9771,11361,13650,14185
261210,Uranium ores and concentrates,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,
262099,"Slag, ash and residues, containing metals or metal compounds (excluding those from the manufacture ...",0,0,0,0,0,0,0,0,0,,,59,3982,18107,22496,16084,24330,4762,4,51,57,,269,17,12,3,0,2,0,14,21,1201
270400,"Coke and semi-coke of coal, of lignite or of peat, whether or not agglomerated; retort carbon",0,0,0,0,0,0,1841,12281,35706,,,580023,506149,411748,348127,262101,592302,679152,651450,487977,1066614,,37298,45240,127041,95156,85675,213876,318686,312247,219961,439652
271410,Bituminous or oil-shale and tar sands,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,46,81,31,42,28,42,158,122,54,11
271500,"Bituminous mastics, cut-backs and other bituminous mixtures based on natural asphalt, on natural ...",0,0,0,0,1,0,0,0,0,,,17855,25782,51189,239559,331560,248381,41917,69066,214485,1072035,,9419,3777,3507,4228,3720,3842,3720,4045,4227,5028
271600,Electrical energy,0,0,0,0,0,0,0,0,0,,,1019251,992055,737474,719069,660025,640033,808899,911300,488773,1327372,,158655,221180,142704,142847,135536,109041,170869,187782,173217,66523
280300,"Carbon (carbon blacks and other forms of carbon, n.e.s.)",2,15,22,27,88,845,4121,2860,1972,,,589257,610355,598875,359671,294265,465629,680663,688998,438106,677814,,83132,87320,104213,87641,88828,138055,198406,192825,177246,269783
280430,Nitrogen,0,0,0,0,0,0,0,0,0,,,2261,1679,1537,1119,3043,1954,1967,3267,2408,2899,,128,112,119,143,645,835,624,646,526,291
280469,"Silicon containing < 99,99% by weight of silicon",0,0,0,0,0,1,0,0,0,,,54853,44552,54391,56215,34470,27044,51979,26200,19208,21348,,2128,2654,4088,6557,9409,12159,16607,13106,16728,23676
280540,Mercury,0,0,0,0,0,0,0,0,0,,,242,0,0,0,6,1214,6058,7720,122,1289,,228,128,80,20,32,22,0,0,0,
280610,"Hydrogen chloride """"hydrochloric acid""""""""",0,0,0,0,0,0,0,0,0,,,8952,11062,4334,1482,934,1360,1341,2845,2216,2260,,440,626,577,4047,5720,5566,3315,4963,2488,2529
281910,Chromium trioxide,310,301,452,768,712,890,1285,1019,1150,,,1499,3409,3963,4343,7497,8157,6760,7304,7413,9457,,4705,4103,3469,3011,2541,3042,3677,3445,2942,2009
282300,Titanium oxides,0,0,0,0,526,1385,1695,435,0,,,134,104,78,1430,642,229,264,430,316,578,,38991,32293,35919,35497,29288,44577,44499,39242,35195,39001
282550,Copper oxides and hydroxides,0,0,0,0,0,0,0,0,0,,,65,73,7,14,14,29,38,31,11,30,,1895,4829,6103,7375,10130,14528,14171,15296,18243,14073
282570,Molybdenum oxides and hydroxides,0,0,0,0,0,0,0,0,0,,,3,17,0,0,2,12,57,103,49,48,,64,383,3,2,1,2,1,0,1003,3883
282732,Aluminium chloride,0,0,0,0,0,0,0,0,0,,,59,67,60,25,47,104,105,224,205,414,,3136,4904,5285,7009,8081,9991,10655,11587,10615,4152
282741,Chloride oxides and chloride hydroxides of copper,0,0,0,0,0,0,0,0,0,,,1,45,43,1,0,0,0,0,0,0,,33,533,820,639,2661,1622,1691,2962,4441,4893
282760,Iodides and iodide oxides (excluding inorganic or organic compounds of mercury),0,0,0,0,0,0,0,0,0,,,497,194,1362,1969,2011,2000,1831,2318,1370,682,,978,1108,949,807,779,601,550,969,677,748
283311,Disodium sulphate,0,0,0,0,0,0,0,0,0,,,1246,1514,1279,1983,1019,944,704,886,709,581,,29558,33750,31103,27413,28784,34876,45557,41588,40632,25650
283327,Sulphate of barium,0,0,0,0,0,0,0,0,0,,,88,35,13,74,20,63,69,77,168,360,,1618,2343,2344,2165,2965,4342,5909,8240,7528,9166
283510,"Phosphinates """"hypophosphites"""" and phosphonates """"phosphites""""""""",0,0,0,0,0,0,0,0,0,,,13,7,10,106,400,339,10,26,16,46,,930,271,1122,1647,1492,1848,2599,2318,2543,2110
283919,"Silicates of sodium, incl. commercial silicates (excluding sodium metasilicates)",0,0,0,0,0,0,0,0,0,,,3533,3155,2520,2281,1822,2067,1142,1548,1301,1651,,2558,4670,3136,3152,4481,3847,3974,3386,2268,1000
284011,"Anhydrous disodium tetraborate """"refined borax""""""""",0,0,0,0,0,0,0,0,0,,,2,18,71,13,9,26,26,247,181,327,,159,215,74,164,54,95,23,12,10,5
284190,"Salts of oxometallic or peroxometallic acids (excluding chromates, dichromates, peroxochromates, ...""",0,0,0,0,0,0,0,0,0,,,1406,4264,2148,9,196,290,289,199,16,61,,2554,2304,1628,1505,1728,1645,1654,1937,1494,14432
284430,"Uranium depleted in U 235 and its compounds; thorium and its compounds; alloys, dispersions, ...",0,0,0,0,0,0,0,0,0,,,337,336,250,290,98,446,3860,103,102,0,,2,0,0,0,0,8,0,0,0,45
284510,"Heavy water """"deuterium oxide"""" [Euratom]""""",0,0,0,0,0,0,0,16,0,,,227,0,0,0,0,0,0,0,0,0,,0,10,35,25,236,771,165,83,34,
284610,Cerium compounds,0,0,0,0,0,0,0,0,0,,,81,1043,2420,379,189,41,96,227,204,195,,649,3273,6796,9551,6174,10455,0,0,0,145
284990,"Carbides, whether or not chemically defined (excluding of calcium or silicon, and inorganic ...",0,0,0,0,0,0,0,0,0,,,1243,820,3078,818,1635,4934,8342,2592,3690,5678,,187,446,529,12,443,1150,1426,1259,546,1149
285210,"Compounds, inorganic or organic, of mercury, chemically defined (excluding amalgams)",0,0,0,0,0,0,0,0,0,,,71,75,19,44,57,81,64,64,53,124,,179,83,136,228,90,184,31,58,119,747
290219,"Cyclanes, cyclenes and cycloterpenes (excluding cyclohexane)",0,0,0,0,0,0,0,0,0,,,1349,2632,6244,4558,3860,5817,8831,4324,5474,8689,,2957,3249,3488,3632,2851,4307,5145,7727,6342,7869
290313,"Chloroform """"trichloromethane""""""""",0,0,0,0,0,0,0,0,0,,,954,3116,3407,1996,2371,2191,1813,2484,1685,1643,,103,92,79,51,96,73,107,58,77,90
290371,Chlorodifluoromethane,0,0,0,0,0,0,0,0,0,,,83,151,90,0,0,162,533,157,168,359,,6286,5002,7110,7488,6099,7261,9636,9045,4795,5631
290399,"Halogenated derivatives of aromatic hydrocarbons (excluding chlorobenzene, o-dichlorobenzene, ...""",0,0,0,0,0,0,0,0,0,,,194,103,248,163,175,14297,40020,56742,62600,52379,,2208,260,428,49,228,400,567,383,675,1161
290490,"Sulphonated, nitrated or nitrosated derivatives of hydrocarbons, whether or not halogenated ...",0,0,0,0,0,0,0,0,0,,,16,4,34,72,16,0,0,0,0,0,,1710,1574,2091,1374,542,1028,0,0,0,
290712,Cresols and their salts,0,0,0,0,0,0,0,0,0,,,2044,243,0,0,3,0,0,1,0,0,,20,23,14,20,24,85,14,11,3,13
290722,"Hydroquinone """"quinol"""" and its salts""""",0,0,0,0,0,0,0,0,0,,,13,179,193,149,156,157,161,5,10,102,,46,130,106,71,200,218,128,192,181,69
290949,"Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives (excluding ...""",0,0,0,0,0,1,0,0,3,,,244,186,553,3791,1020,3759,10896,12591,5680,8793,,4711,4799,5974,5449,6133,7611,9409,9166,8187,8541
291100,"Acetals and hemiacetals, whether or not with other oxygen function, and their halogenated, ...",0,0,0,0,0,0,0,0,0,,,12,39,8,347,4,22,4,5,6,15,,3,15,14,60,53,342,524,425,472,145
291260,Paraformaldehyde,0,0,0,0,0,0,0,0,0,,,64,30,50,37,60,27,7,54,34,55,,190,138,181,79,104,135,263,140,144,305
291431,"Phenylacetone """"phenylpropan-2-one""""""""",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,61,216,374,395,245,
291529,Salts of acetic acid (excluding inorganic or organic compounds of mercury),0,0,0,0,0,0,0,0,0,,,318,569,454,475,432,509,759,802,816,1219,,1508,1389,1419,1456,1556,1672,1465,2571,2533,3669
291616,Binapacryl (ISO),0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,4,7,23,0,0,0,0,0,
291619,"Unsaturated acyclic monocarboxylic acids, their anhydrides, halides, peroxides, peroxyacids ...",0,0,0,0,0,0,0,0,0,,,114,111,517,394,413,765,1028,674,954,1167,,1903,2804,2585,2347,2825,4055,4621,5245,5632,5340
291737,Dimethyl terephthalate,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,0,,28,47,25,27,102,61,24,14,19,238
291817,"Phenylglycolic acid """"mandelic acid"""", its salts and esters""""",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,166
291899,"Carboxylic acids with additional oxygen function and their anhydrides, halides, peroxides and ...",0,0,0,0,0,0,0,0,0,,,4823,4408,1146,4010,3766,2465,1766,2266,1755,2742,,2417,2239,1926,3498,3613,2859,3790,3163,3491,3209
291990,"Phosphoric esters and their salts, incl. lactophosphates; their halogenated, sulphonated, ...""",0,0,0,0,0,0,0,0,0,,,1985,1088,867,329,457,536,455,263,404,2173,,1350,2541,6343,4856,3115,4477,6953,8465,9583,36474
292021,Dimethyl phosphite,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,1,1,2,3,4,,0,0,0,0,0,0,0,0,2,
292159,"Aromatic polyamines and their derivatives; salts thereof (excluding o-phenylenediamine, m-phenylenediamine, ...",0,0,0,0,0,0,0,0,0,,,79,67,40,18,44,80,123,118,278,315,,1685,1038,2032,1734,1971,1612,2678,1805,1763,2019
292213,Triethanolamine and its salts,0,0,0,0,0,0,0,0,0,,,9249,12204,5862,5367,4951,0,0,0,0,0,,2569,2936,3621,3996,3945,3902,0,0,0,13
292423,"2-Acetamidobenzoic acid """"N-acetylanthranilic acid"""" and its salts""""",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,808,882,477,692,892,1267,119,0,0,
292519,"Imides and their derivatives; salts thereof (excluding saccharin and its salts, glutethimide ...",0,0,0,0,0,0,0,0,0,,,1,12,11,35,12,19,265,17,14,451,,241,163,323,226,330,402,539,500,716,1094
293090,"Organo-sulphur compounds (excl. thiocarbamates and dithiocarbamates, thiuram mono-, di- or ...",0,0,0,0,0,0,0,0,0,,,14799,12985,13484,8340,9037,10154,14545,13474,11891,16323,,9205,10350,16682,16649,19001,23109,37099,42845,50291,97335
293120,Tributyltin compounds,0,0,0,0,0,0,0,0,0,,,7,0,0,1,2,0,0,0,0,3,,5,0,1,0,1,0,0,0,1,1
293139,"Separate chemically defined organo-phosphorous derivatives, n.e.s.",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,1685,2533,3381,3952,3787,,0,0,0,0,0,0,471,1075,1504,19002
293212,"2-Furaldehyde """"furfuraldehyde""""""""",0,0,0,0,0,0,0,0,0,,,6,0,9,19,7,428,293,21,0,0,,714,570,655,635,522,1007,1006,603,416,813
293292,"1-""""1,3-Benzodioxol-5-yl""""propan-2-one""""",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,67,0,0,0,0,0,0,
293329,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing an unfused imidazole ring, ...",0,0,0,0,0,0,0,0,0,,,70,113,1377,266,1881,1949,1333,151,1317,456,,2787,3473,5191,5459,5076,6681,7278,7337,12090,11985
293359,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing a pyrimidine ring, whether ...""",0,0,0,0,0,0,0,0,0,,,106,418,433,1369,418,426,1920,4187,623,1353,,5159,5043,8280,10818,11212,12230,11833,12507,16165,45452
293361,Melamine,0,0,0,0,0,0,0,0,0,,,465,19476,22540,18480,18028,16472,22308,24432,28154,53291,,3813,5322,6649,7156,11807,15421,26496,26468,25944,41183
293430,"Heterocyclic compounds containing in the structure a phenothiazine ring-system, whether or ...",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,1,2,0,0,0,,783,1045,1293,1295,1528,1525,1643,1617,1146,791
293623,"Vitamin B2 and its derivatives, used primarily as vitamins",0,0,0,0,0,0,0,0,0,,,1,7,22,96,150,181,117,25,130,164,,2617,2663,3602,4517,7495,6345,7582,7063,4033,3343
293628,"Vitamin E and its derivatives, used primarily as vitamins",0,0,0,0,0,0,0,0,0,,,93,60,147,169,534,302,281,251,785,1055,,23319,21858,20312,13475,23106,20080,17793,14628,23025,29616
293723,Oestrogens and progestogens,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,1,0,1,45,49,,304,1539,1233,1390,1952,1668,2800,842,775,393
293890,"Glycosides, natural or reproduced by synthesis, and their salts, ethers, esters and other ...""",0,0,0,0,0,0,0,0,0,,,24,57,131,109,124,585,108,91,128,236,,438,435,1385,1458,1926,2536,4320,4689,4908,5555
293920,Alkaloids of cinchona and their derivatives; salts thereof,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,2,0,,86,17,42,42,93,41,70,199,303,14
293930,Caffeine and its salts,0,0,0,0,0,0,0,0,0,,,5,41,50,80,104,72,66,127,37,52,,3663,2564,2982,6379,2495,4477,5926,6354,7324,7638
293941,Ephedrine and its salts,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,40,0,1,0,0,0,0,0,0,
293942,"Pseudoephedrine """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,72,177,36,0,0,0,0,0,0,
293951,"Fenetylline """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,13,24,22,0,
294150,Erythromycin and its derivatives; salts thereof,0,0,0,0,0,0,0,0,0,,,235,3,178,8,96,7,23,5,36,16,,6090,5001,7045,4715,7485,9164,10280,9460,11916,5576
300211,Malaria diagnostic test kits,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,1,1,5,56,1,,0,0,0,0,0,0,38,38,22,4720
300431,"Medicaments containing insulin but not antibiotics, put up in measured doses """"incl. those ...""",0,0,0,0,0,0,0,0,0,,,38,88,380,274,255,1023,23340,1680,14601,22223,,13580,14369,26945,24914,34406,42372,46708,49241,57638,12767
300450,"Medicaments containing provitamins, vitamins, incl. natural concentrates and derivatives thereof ...""",0,0,0,0,0,0,0,0,1,,,14879,15187,15053,13892,13247,14815,14853,16807,20303,19871,,77622,75181,74775,83348,83379,112369,89635,82254,90591,93032
300490,"Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic purposes, ...""",3189,2294,3241,2891,3516,9731,10235,6479,13422,,,367851,290696,292977,263202,319182,348496,358492,398116,523583,581604,,1162585,1270366,1337568,1518750,1650202,1819985,1791125,1836425,1854355,1138675
300691,Appliances identifiable for ostomy use,0,0,0,0,0,0,0,0,0,,,62,188,446,249,487,1224,2066,2153,1961,2042,,347,321,385,456,666,1286,1284,1532,1662,2120
310240,Mixtures of ammonium nitrate with calcium carbonate or other inorganic non-fertilising substances ...,0,0,0,0,0,123,0,0,0,,,123258,109855,154638,135503,98082,103913,95513,75521,53412,102922,,66,696,362,558,334,294,344,195,273,56
310280,Mixtures of urea and ammonium nitrate in aqueous or ammoniacal solution (excluding those in ...,0,0,0,0,0,0,0,0,0,,,349713,407876,399994,318753,257858,229527,345740,372543,198963,572791,,2,0,35,0,0,0,0,0,0,33
310390,"Mineral or chemical phosphatic fertilisers (excluding superphosphates, those in pellet or similar ...",0,0,0,0,0,0,0,0,0,,,589,371,814,981,693,523,886,470,173,155,,133,0,95,737,0,391,1955,1632,274,2531
310520,"Mineral or chemical fertilisers containing the three fertilising elements nitrogen, phosphorus ...",19262,52291,30070,45932,34258,47674,66169,46265,45757,,,1914115,1731844,1486658,1422234,1164687,1370599,1561903,1467433,1273758,2024941,,167716,202845,97572,134623,104677,139003,138973,134403,122235,92844
320417,Synthetic organic pigments; preparations based on synthetic organic pigments of a kind used ...,0,0,0,0,0,0,0,0,0,,,6114,6102,6307,4563,5627,6156,5741,6411,6850,8243,,65775,87102,98827,96639,95763,105766,115769,133282,133336,128890
