Product code,Product label,China's imports from Viet Nam-Value in 2012,China's imports from Viet Nam-Value in 2013,China's imports from Viet Nam-Value in 2014,China's imports from Viet Nam-Value in 2015,China's imports from Viet Nam-Value in 2016,China's imports from Viet Nam-Value in 2017,China's imports from Viet Nam-Value in 2018,China's imports from Viet Nam-Value in 2019,China's imports from Viet Nam-Value in 2020,China's imports from Viet Nam-Value in 2021,Viet Nam's exports to world- ,Viet Nam's exports to world-Value in 2012,Viet Nam's exports to world-Value in 2013,Viet Nam's exports to world-Value in 2014,Viet Nam's exports to world-Value in 2015,Viet Nam's exports to world-Value in 2016,Viet Nam's exports to world-Value in 2017,Viet Nam's exports to world-Value in 2018,Viet Nam's exports to world-Value in 2019,Viet Nam's exports to world-Value in 2020,Viet Nam's exports to world-Value in 2021,China's imports from world- ,China's imports from world-Value in 2012,China's imports from world-Value in 2013,China's imports from world-Value in 2014,China's imports from world-Value in 2015,China's imports from world-Value in 2016,China's imports from world-Value in 2017,China's imports from world-Value in 2018,China's imports from world-Value in 2019,China's imports from world-Value in 2020,China's imports from world-Value in 2021
521132,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,19,0,18,3,31,159,503,565,106,,20,87,115,49,16,37,241,2347,3461,1380,,11716,22535,10155,13402,7591,8461,8924,6477,5591,5245
842240,"Packing or wrapping machinery, incl. heat-shrink wrapping machinery (excluding machinery for ...",22,20,84,85,37,90,52,97,20,105,,4292,4152,10095,11969,11654,11767,8274,5937,5863,12001,,759450,781792,810442,744689,612606,586798,641338,564707,545924,700027
960330,"Artists' brushes, writing brushes and similar brushes for the application of cosmetics",11,93,0,213,106,147,95,33,17,105,,1588,4817,7046,9464,10230,9041,9954,8285,7796,9489,,3462,2591,1730,2146,2455,3062,5314,5138,5124,5165
732010,"Leaf-springs and leaves therefor, of iron or steel (excluding clock and watch springs and shock ...",54,44,57,42,39,56,57,77,87,105,,5642,4227,5396,4094,4948,5434,7457,10381,10332,9832,,133324,135494,143335,132949,144250,157436,164504,130914,138871,142024
620799,"Men's or boys' singlets and other vests, bathrobes and dressing gowns of textile materials ...",19,39,161,7,29,93,192,192,135,104,,4305,6739,6655,8415,8483,6741,10230,6837,3737,5432,,986,829,1160,793,396,1344,1041,506,551,857
843880,"Machinery for the industrial preparation or manufacture of food or drink, n.e.s.",327,35,42,38,31,6,138,140,5,104,,790,896,6789,2364,2336,4588,6126,6715,3227,1812,,146614,140627,155405,89440,80971,78332,98511,85875,103892,112390
731814,"Self-tapping screws, of iron or steel (excl. wood screws)",0,57,68,28,61,90,169,225,200,104,,280,1078,21694,24447,25548,31392,32830,35705,38640,162769,,53567,54345,57007,50948,60381,69299,81492,89088,102213,111930
853221,"Fixed electrical capacitors, tantalum (excluding power capacitors)",143,69,20,112,30,21,7,14,26,104,,2,2,48,22,20,14,31,7,125,1438,,957468,949722,1345690,920180,575279,647881,756350,642901,724420,867082
90611,"Cinnamon """"Cinnamomum zeylanicum Blume"""" (excluding crushed and ground)""""",0,0,0,0,0,0,0,0,252,103,,20320,25749,39244,29633,33083,50665,57644,72904,97714,45941,,432,127,276,757,871,1285,1318,1399,1725,1124
821110,Sets of assorted articles of knives of heading 8211; sets in which there is a higher number ...,0,3,0,23,35,104,85,110,79,103,,81,47,252,568,80,485,797,792,762,563,,1175,1373,2483,1441,2846,2687,3012,2891,2706,3251
140190,"Reeds, rushes, osier, raffia, cleaned, bleached or dyed cereal straw, lime bark and other vegetable ...",35,49,200,145,16,67,38,64,244,103,,2169,1839,661,890,1753,2336,2070,1751,1046,1155,,1524,1539,1629,1008,1132,1461,1354,1770,1494,1088
510720,"Yarn of combed wool containing predominantly, but < 85% wool by weight (excluding that put ...",0,1,0,10,0,4,0,0,0,102,,3070,2129,2614,2126,2956,1376,2437,949,1153,961,,38309,36087,37436,36612,23787,19102,22364,21090,15391,17231
620299,"Women's or girls' anoraks, incl. ski jackets, windcheaters, wind-jackets and similar articles, ...",91,112,203,44,1,0,11,107,203,102,,46317,34913,50548,63166,31705,36463,30546,37887,24292,6599,,1214,989,800,1106,898,870,1938,2281,2118,2200
80280,"Fresh or dried areca nuts, whether or not shelled or peeled",0,0,0,0,0,0,0,17,0,102,,1017,1362,4850,9209,7855,19704,10206,5165,7578,1008,,1736,1945,1415,1826,1440,791,748,1019,4413,11158
910700,Time switches with clock or watch movement or with synchronous motor,0,0,0,662,628,466,688,182,99,102,,30,4,3,4290,6009,5561,5878,3729,2609,2168,,7023,7145,6642,4662,4232,4358,4034,2955,2422,3024
850212,"Generating sets with compression-ignition internal combustion piston engine """"diesel or semi-diesel ...""",0,0,0,0,64,42,71,160,296,100,,808,535,515,2994,6198,4935,4226,5009,6233,5160,,44146,44179,50010,31355,22754,14085,15158,15489,12991,11082
960610,"Press-fasteners, snap-fasteners and press studs and parts therefor",6,6,1,13,0,11,18,74,28,100,,98,5,163,1014,3498,4261,3255,2676,985,4099,,36341,32672,34247,31828,27229,28293,28765,27307,24366,30149
732119,"Appliances for baking, frying, grilling and cooking and plate warmers, for domestic use, of ...",0,6,0,0,0,0,1,5,81,100,,6257,5764,8977,9281,8432,8145,6187,7342,4937,62006,,470,466,445,819,2096,1713,2716,4023,3315,4393
381600,"Refractory cements, mortars, concretes and similar compositions, incl. dolomite ramming mix ...",0,0,0,0,0,0,2,0,3,99,,527,2563,1528,1738,2175,382,356,740,2663,1222,,30298,27664,49518,34616,31385,42721,44484,43750,44350,48597
841869,Refrigerating or freezing equipment (excluding refrigerating and freezing furniture),0,4,7,6,7,7,57,58,84,98,,2499,3168,3632,17029,10125,35911,34876,41211,40510,64006,,715303,811183,821741,771293,615714,699665,910994,807907,832421,898990
851420,Furnaces and ovens functioning by induction or dielectric loss,12,0,0,0,0,3,0,0,0,98,,4,50,9,13,1,119,132,82,181,1642,,122680,140187,98511,106269,146062,99238,115070,110114,93650,80130
560749,"Twine, cordage, ropes and cables of polyethylene or polypropylene, whether or not plaited or ...",20,31,5,6,170,545,212,631,738,98,,15950,23886,36319,33616,33150,35396,57013,57886,49153,32011,,9494,7544,9415,8733,8500,8467,9725,9350,9812,8945
970110,"Paintings, e.g. oil paintings, watercolours and pastels, and drawings executed entirely by ...",5,11,3,4,75,39,15,157,15,98,,52,27,57,43,602,684,651,299,146,2669,,8240,256152,146739,128950,175000,24409,77743,491396,479591,1599289
940592,"Parts of lamps and lighting fittings, illuminated signs and nameplates and the like, of plastics, ...",283,1,3,27,19,14,29,3,113,97,,125,504,177,1147,844,505,620,2283,2286,1794,,30890,29520,28270,23715,23540,61020,44422,158910,58412,54342
950790,"Line fishing tackle n.e.s; fish landing nets, butterfly nets and similar nets; decoys and similar ...",152,49,23,12,5,3,33,67,30,97,,14515,21352,22813,23344,26912,31063,35274,31846,33532,47745,,29646,8977,5938,5755,4755,4228,6662,9132,10475,15556
750712,Tubes and pipes of nickel alloys,0,0,0,0,1,0,0,27,54,96,,0,0,0,489,53,59,53,42,17,103,,131789,138615,73575,78347,83882,58136,114094,125994,68671,100374
450410,"Tiles of any shape, blocks, plates, sheets and strip, solid cylinders, incl. discs, of agglomerated ...",0,0,0,0,11,0,0,9,59,96,,103,117,106,160,171,165,8,27,34,502,,23824,19667,21117,23711,23617,29663,36629,22514,21375,25354
640199,"Waterproof footwear covering neither the ankle nor the knee, with outer soles and uppers of ...",0,0,0,0,0,0,17,114,84,96,,2306,3788,3466,2652,2471,3250,6734,12817,9343,5088,,807,1049,1313,1229,834,683,610,784,286,452
854460,"Electric conductors, for a voltage > 1.000 V, insulated, n.e.s.",77,69,108,65,55,80,45,168,115,96,,30123,40979,59262,48573,33415,47411,101384,127335,95414,134036,,175598,254523,163542,161176,137086,88842,128171,202900,208536,125575
630231,"Bedlinen of cotton (excluding printed, knitted or crocheted)",47,46,43,177,421,229,278,383,1202,95,,214,286,466,1011,1741,3785,10947,14718,13081,23560,,16882,20234,17633,16257,13880,22341,20562,10654,12234,10008
520829,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, bleached ...",0,0,15,726,329,148,154,362,80,95,,98,50,510,1687,380,1044,2331,3279,2377,3309,,5029,6183,4379,4556,4398,3145,2329,2381,1786,2220
903141,Optical instruments and appliances for inspecting semiconductor wafers or devices or for inspecting ...,0,0,0,0,0,0,0,43,48,95,,315,4,146,136,1888,211,360,7,95,1006,,217531,329305,466982,306939,528881,769869,1497979,1498531,1695266,2353835
680299,"Monumental or building stone, in any form, polished, decorated or otherwise worked (excluding ...",25,14,12,2,39,4,13,510,116,95,,3895,4906,6127,7045,6267,4767,6124,5619,5303,23825,,2863,1880,2066,1974,1593,1811,2470,3291,1557,1850
530929,"Woven fabrics of flax, containing predominantly, but < 85% flax by weight, dyed, made of yarn ...",0,3,0,28,411,154,36,1,176,95,,0,0,41,82,1014,753,345,1321,2213,238,,22715,22141,22600,18444,17130,18313,17753,18182,11311,11923
842121,Machinery and apparatus for filtering or purifying water,0,0,0,0,0,11,0,1,982,94,,2554,1644,129193,2718,2906,3319,3659,4594,10560,20015,,272351,292482,402751,451914,360068,418427,453503,590896,638958,475295
901910,Mechano-therapy appliances; massage apparatus; psychological aptitude-testing apparatus,1,0,3,2,2,11,1,5,10,93,,1664,2712,1192,715,361,262,1385,1930,2343,21040,,56291,87741,75102,83267,90839,153918,204680,153153,99294,102229
521049,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",34,27,0,3,1,193,494,926,300,93,,313,6,24,84,906,1939,5599,3483,2544,3297,,13941,11072,8023,8874,7245,5677,6676,7009,3761,2192
820559,"Hand tools, incl. glaziers' diamonds, of base metal, n.e.s.",24,89,62,62,17,31,63,67,75,93,,56,139,235,384,1293,2909,5174,5012,10408,15072,,65071,65508,72931,59400,55226,50792,64841,66800,54421,51821
900390,"Parts of frames and mountings for spectacles, goggles or the like, n.e.s.",0,2,0,33,13,18,94,100,66,92,,239,154,211,386,283,387,173,62,86,174,,58855,54346,67226,56824,55436,55169,55859,52854,38752,52528
401039,"Transmission belts or belting, of vulcanised rubber (excluding endless transmission belts ...""",322,276,1302,1547,1825,1358,1205,371,106,92,,2916,2366,1586,1625,1375,1365,1027,1950,1646,2957,,175841,162911,146904,133570,126417,136103,133797,124320,115761,127432
940610,"Prefabricated buildings of wood, whether or not complete or already assembled",0,0,0,0,0,159,231,188,131,92,,0,0,0,0,0,0,7325,11486,18831,17081,,0,0,0,0,0,8229,3120,2816,2919,2515
670300,"Human hair, dressed, thinned, bleached or otherwise worked; wool, other animal hair or other ...",23,60,314,588,176,34,52,286,67,91,,64,577,1519,1542,2323,2304,3576,5538,7026,2900,,294121,308183,258594,234885,193744,185800,187432,255816,272069,840874
570249,"Carpets and other floor coverings, of vegetable textile materials or coarse animal hair, woven, ...""",0,0,0,0,0,0,0,0,14,91,,1205,2142,2797,3588,3675,4134,4621,5398,2880,4842,,1942,1961,2004,1214,1277,1100,1395,1124,300,651
390469,"Fluoropolymers of vinyl chloride or of other halogenated olefins, in primary forms (excluding ...",0,0,0,1,0,0,0,34,61,91,,50,49,187,32,142,8,24,133,54,258,,185475,160807,181899,230789,220673,272589,275016,305021,289108,395694
392590,"Building elements for the manufacture of floors, walls, partition walls, ceilings, roofs, etc., ...",1,1,106,0,2,14,1,27,90,91,,10423,11573,8942,9096,10528,11155,7807,12065,16065,43397,,35895,32959,23459,20375,19779,24363,43887,41716,21841,25616
780191,"Unwrought lead, containing by weight antimony as the principal other element",2617,6860,5385,1380,262,2750,5370,4171,0,91,,23706,40836,60076,36904,56454,84926,76741,70650,57528,15011,,42961,27222,28478,13710,7710,17138,46448,55751,23965,32892
960629,"Buttons (excluding of plastics or base metal, not covered with textile material, press-fasteners, ...",37,54,50,39,21,148,46,44,126,91,,7697,7113,7903,9315,9085,10659,11505,12802,8733,10898,,15556,13783,15060,12515,11871,9981,11794,9453,6174,7419
660110,Garden or similar umbrellas (excluding beach tents),69,64,92,71,83,60,257,96,78,89,,920,1555,673,1503,1251,1602,3604,1908,1672,3946,,298,597,507,232,412,726,467,426,275,445
550922,"Multiple """"folded"""" or cabled yarn containing >= 85% polyester staple fibres by weight (excluding ...""",0,0,0,0,0,23,47,45,88,89,,8558,7346,5360,3868,3494,9309,15281,14042,12933,15550,,16494,13206,14284,14699,12140,14315,13149,16129,8738,8216
950619,Ski equipment for winter sports (other than skis and ski-fastenings [ski-bindings]),0,0,43,4,1,16,27,37,30,89,,41,16,89,48,309,596,3,4,150,2667,,4386,4651,6611,7505,7440,10083,8078,7953,8590,13617
110100,Wheat or meslin flour,2,0,10,24,31,52,57,81,10,88,,64747,64899,66956,68849,55595,67582,70227,73225,70186,59921,,7167,14678,16071,15162,14761,50741,75603,110766,85441,31412
630690,"Camping goods of textile materials (excluding tents, awnings and sunblinds, sails, pneumatic ...",17,36,134,117,128,136,128,60,28,87,,13606,12709,4637,6742,6749,6683,6356,6659,8754,17095,,690,363,319,277,348,328,271,249,218,318
481151,"Paper and paperboard, surface-coloured, surface-decorated or printed, coated, impregnated or ...",3947,4179,3138,1995,2242,1382,925,817,32,87,,980,444,184,120,214,685,1240,2576,2614,4131,,188466,194349,153693,133446,143874,137724,137628,111219,90441,92159
251612,"Granite, merely cut, by sawing or otherwise, into blocks or slabs of a square or rectangular ...",7,116,52,0,109,32,124,181,128,87,,124,10,86,4,0,3,13,18,13,386,,72840,85981,75591,49253,41594,52816,47601,83214,113349,140765
701342,"Glassware for table or kitchen purposes of glass having a linear coefficient of expansion ...""",0,0,2378,2789,1238,2741,3160,529,182,87,,5,15,2200,2418,10755,13196,14375,16815,10271,7309,,16277,12966,28459,44333,23836,34184,31300,23551,24811,23313
950510,"Christmas articles (excluding candles and electric lighting sets, natural Christmas trees and ...",0,0,3,1,23,0,46,26,91,86,,5846,6239,6779,7708,9006,10356,16268,19299,22306,45072,,3764,2382,3936,2787,2729,3393,3660,2285,1648,1915
732399,"Table, kitchen or other household articles, and parts thereof, of iron other than cast iron ...",74,105,134,84,133,166,186,170,117,86,,6354,4242,4680,4614,6641,9745,14486,14678,12701,41733,,7401,5942,6271,5925,5575,7497,8599,10483,10311,8517
520812,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 ...",0,0,4,0,0,1162,6285,6079,2643,86,,818,1332,0,5,992,3521,8792,6785,4294,1505,,101718,115971,103514,66723,37565,30682,39438,28784,27130,19324
320910,"Paints and varnishes, incl. enamels and lacquers, based on acrylic or vinyl polymers, dispersed ...",0,0,5,0,0,0,178,316,97,85,,1296,893,2415,1457,3226,3561,5306,6752,4884,4255,,48289,53949,67779,75129,87414,119056,116221,107099,109398,134251
610190,"Overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, wind-jackets ...",4,0,54,186,148,40,18,25,154,85,,27120,30377,46442,51084,22508,20869,27017,13859,14485,6982,,2087,2529,3507,2559,3309,4054,4064,3221,3337,8924
580631,"Narrow woven fabrics of cotton, with a width of <= 30 cm, n.e.s.",0,1,6,1,2,2,2,15,2,83,,2,19,8,35,68,73,97,64,50,5529,,8003,7152,6743,4880,4455,4842,4507,3896,3586,7546
70310,Fresh or chilled onions and shallots,0,4,0,4,0,0,6,27,0,82,,17479,13280,6947,2848,3494,1422,1996,2994,3309,3993,,33,54,28,402,3988,1107,1293,520,37,115
151590,"Fixed vegetable fats and oils and their fractions, whether or not refined, but not chemically ...",353,247,365,391,235,74,20,8,88,82,,9225,15195,14836,12846,6931,3731,3045,9188,12407,8812,,17047,17169,17994,24189,26808,38933,69166,93495,123004,146840
620339,"Men's or boys' jackets and blazers of textile materials (excluding of wool, fine animal hair, ...",265,302,449,657,359,325,695,969,195,81,,284528,272286,270752,306526,206883,161843,125679,126331,107036,12916,,24302,24118,24406,19864,15124,14668,14929,12503,11311,11203
691490,"Ceramic articles, n.e.s. (excluding of porcelain or china)",180,254,40,40,198,98,203,327,79,81,,79942,80856,89511,85136,88326,93332,101069,103262,105782,126827,,39474,42507,49907,49224,55782,58034,59393,70544,72554,89201
741533,"Screws, bolts, nuts and similar articles, threaded, of copper (other than screw hooks, ring- ...",74,1492,4,44,10,32,7,1,3,79,,1647,2610,915,492,249,535,875,305,254,3534,,60150,78068,76528,63976,58809,58745,56824,46475,44658,45048
640312,"Ski-boots, cross-country ski footwear and snowboard boots, with outer soles of rubber, plastics, ...",307,306,1,23,0,0,7,6,6,79,,259,282,0,459,10,61,12,29,35,298,,319,323,39,88,80,27,456,171,121,307
900410,Sunglasses,15,3,1,0,0,14,1,2,14,79,,126,39,64,337,803,1538,2122,2812,2869,5049,,158963,229393,254871,287312,301643,277987,369207,357239,280724,347580
844190,"Parts of machinery for making up paper pulp, paper or paperboard, n.e.s.",87,38,38,79,33,28,0,0,9,78,,882,1028,519,830,594,285,312,246,322,855,,44295,43162,46091,40473,32998,46508,76613,39116,42814,43809
711311,"Articles of jewellery and parts thereof, of silver, whether or not plated or clad with other ...",106,18,25,4515,6109,635,116,150,162,78,,28010,33033,18666,26501,25687,29734,38758,30256,35398,37696,,39073,39820,52250,80729,121834,201213,260888,257389,251710,233496
830790,"Flexible tubing of base metal other than iron or steel, with or without fittings",0,0,0,0,0,0,0,0,4,78,,4,9,16,41,331,614,682,839,487,1142,,7558,6346,7235,8065,9278,10558,11409,12401,9299,8655
600330,"Knitted or crocheted fabrics of synthetic fibres, of a width of <= 30 cm (excluding those ...""",2,5,0,2,167,88,200,78,58,77,,0,0,0,29,121,78,162,17,19,1501,,8062,5540,5787,6368,5332,5061,5160,5793,5586,6932
250410,Natural graphite in powder or in flakes,0,0,0,0,0,1,453,1273,558,76,,73,0,0,4,1,8,624,1897,1662,467,,22835,19948,18087,13467,12974,16736,49734,98840,16785,33826
731829,"Non-threaded articles, of iron or steel",1,65,31,276,359,702,1064,778,435,76,,13800,16374,19280,21064,25650,31627,30043,27490,26724,21955,,146636,150110,146809,157061,142503,150012,159246,133067,120972,130733
620219,"Women's or girls' overcoats, raincoats, car coats, capes, cloaks and similar articles, of textile ...",20,13,120,87,342,106,57,25,1,76,,93401,69650,70049,78216,79413,64236,46309,63592,50429,8028,,2626,2871,3502,3616,3636,3000,2947,3039,2690,3719
551321,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",87,51,51,17,48,18,43,20,0,75,,430,108,81,416,641,691,396,186,72,673,,27924,25105,22403,20323,18679,14882,14674,15320,9885,6306
551513,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",69,73,288,109,171,324,700,427,167,75,,2747,2407,4688,6126,8402,9923,9175,12119,6800,7358,,42791,43315,44265,29136,32102,29733,29685,24166,15736,17421
293399,"Heterocyclic compounds with nitrogen hetero-atom[s] only (excluding those containing an unfused ...""",0,0,0,0,0,0,50,217,133,73,,56,18,69,88,7,138,110,561,313,137,,813670,825713,1029781,1311173,753900,1088952,1695302,1575060,1380097,1169930
392049,"Plates, sheets, film, foil and strip, of non-cellular polymers of vinyl chloride, containing ...",10,2,3,14,5,18,0,71,39,73,,15015,13843,15021,13382,15683,17317,17625,17653,14853,18034,,90847,101670,93775,76405,76543,99970,120412,97862,96019,110441
890690,"Vessels, incl. lifeboats (excluding warships, rowing boats and other vessels of heading 8901 ...",1390,1734,1892,25,590,383,0,186,239,72,,208770,82365,497856,385612,117052,215824,319704,19632,51819,8432,,13197,17827,253203,331012,430069,27818,20284,13596,15987,29761
