Product code,Product label,"Taipei, Chinese's imports from United States of America-Value in 2012","Taipei, Chinese's imports from United States of America-Value in 2013","Taipei, Chinese's imports from United States of America-Value in 2014","Taipei, Chinese's imports from United States of America-Value in 2015","Taipei, Chinese's imports from United States of America-Value in 2016","Taipei, Chinese's imports from United States of America-Value in 2017","Taipei, Chinese's imports from United States of America-Value in 2018","Taipei, Chinese's imports from United States of America-Value in 2019","Taipei, Chinese's imports from United States of America-Value in 2020","Taipei, Chinese's imports from United States of America-Value in 2021",United States of America's exports to world- ,United States of America's exports to world-Value in 2012,United States of America's exports to world-Value in 2013,United States of America's exports to world-Value in 2014,United States of America's exports to world-Value in 2015,United States of America's exports to world-Value in 2016,United States of America's exports to world-Value in 2017,United States of America's exports to world-Value in 2018,United States of America's exports to world-Value in 2019,United States of America's exports to world-Value in 2020,United States of America's exports to world-Value in 2021,"Taipei, Chinese's imports from world- ","Taipei, Chinese's imports from world-Value in 2012","Taipei, Chinese's imports from world-Value in 2013","Taipei, Chinese's imports from world-Value in 2014","Taipei, Chinese's imports from world-Value in 2015","Taipei, Chinese's imports from world-Value in 2016","Taipei, Chinese's imports from world-Value in 2017","Taipei, Chinese's imports from world-Value in 2018","Taipei, Chinese's imports from world-Value in 2019","Taipei, Chinese's imports from world-Value in 2020","Taipei, Chinese's imports from world-Value in 2021"
853080,"Electrical signalling, safety or traffic control equipment (excluding that for railways or ...",136,584,288,670,565,422,299,269,472,390,,64394,81848,98461,98342,74724,64919,66796,73915,70592,66282,,4919,2098,3899,3631,1898,4664,4065,3632,2772,3144
722012,"Flat-rolled products of stainless steel, of a width of < 600 mm, not further worked than hot-rolled, ...",379,391,420,485,279,271,284,534,390,389,,14827,23134,28864,24373,25440,24961,37163,31807,22992,27827,,1552,987,868,894,456,506,581,1025,914,834
840790,Spark-ignition reciprocating or rotary internal combustion piston engine (excluding those for ...,236,30,146,633,799,45,35,649,278,388,,691984,716472,781011,710869,572781,728682,693851,589959,431624,408128,,32108,28897,28230,23819,28201,22231,19267,21824,18292,21362
848320,"Bearing housings, incorporating ball or roller bearings, for machinery",3339,3662,2564,2670,2141,772,430,247,581,387,,120030,122053,145099,152934,150508,153968,168248,147314,119663,127230,,14394,12918,11933,10813,10490,11557,12383,12244,11038,12210
284210,"Double or complex silicates of inorganic acids or peroxoacids, incl. aluminosilicates whether ...",134,184,1232,148,101,193,135,956,181,381,,59376,100285,106898,127349,135724,150260,140849,155946,134215,116138,,1541,1548,3122,2684,4089,3731,2543,4027,5251,4218
841960,Machinery for liquefying air or other gases,43,148,876,993,130,168,475,199,103,381,,173937,137203,147878,115763,52588,58148,60520,75914,147584,103604,,402,385,1922,1294,323,3021,3729,1549,5711,5974
440929,"Wood, incl. strips and friezes for parquet flooring, not assembled, continuously shaped """"tongued, ...""",302,311,215,253,221,270,333,219,336,380,,201660,204087,219861,227582,215506,211779,222383,226911,143551,215197,,92936,115338,123224,88783,84877,91208,70914,65765,68685,81990
292529,Imines and their derivatives; salts thereof (excluding chlordimeform [ISO]),70,126,142,179,205,259,308,401,434,380,,21536,42966,42851,43965,45494,51505,47333,51637,56630,60335,,9121,9931,9234,9707,9498,11157,12073,12461,13214,20483
853210,"Fixed capacitors designed for use in 50/60 Hz circuits and having a reactive power-handling ...""",73,66,171,442,1245,1018,130,266,349,379,,71604,60768,64203,67634,61627,65975,63631,51271,49927,55206,,7378,6078,4956,5350,6275,5140,3573,3458,3049,4251
854520,Carbon brushes for electrical purposes,365,260,500,341,288,287,353,186,278,377,,46801,59328,55696,55138,52123,51634,58562,60495,52403,57457,,2610,2633,2604,2987,2479,2550,2760,3078,3518,3612
80122,"Fresh or dried brazil nuts, shelled",0,0,0,0,0,0,0,0,0,377,,1891,2689,3297,4236,3525,5817,4269,4378,2766,4239,,1,6,61,0,97,164,269,204,215,606
830230,"Base metal mountings, fittings and similar articles suitable for motor vehicles (excluding ...",1473,1228,1610,1260,902,527,761,649,641,377,,633616,678921,824460,863297,936584,987046,1071207,1105814,857514,1000267,,12819,13743,15704,13052,8479,8373,8718,6531,7364,9197
540752,"Woven fabrics of yarn containing >= 85% by weight of textured polyester filaments, incl. monofilament ...",73,133,50,0,0,61,192,282,351,377,,99010,96565,78393,67232,60464,61167,58415,66435,50753,46050,,7070,7037,7182,7102,7360,7347,7528,7424,9143,8665
440692,"Railway or tramway sleepers """"cross-ties"""" of wood, impregnated, non-coniferous""""",0,0,0,0,0,243,205,260,202,376,,0,0,0,0,0,0,24196,113875,97238,96095,,0,0,0,0,0,272,259,290,217,376
853090,"Parts of electrical signalling, safety or traffic control equipment, n.e.s.",2090,1592,1885,354,190,628,994,2879,604,376,,113211,109286,103095,88146,95464,89153,85977,82397,73605,78475,,10625,5435,7505,7395,4264,5816,6511,7182,4623,2478
730630,"Tubes, pipes and hollow profiles, welded, of circular cross-section, of iron or non-alloy steel ...",57,37,68,117,203,10,95,163,154,372,,681822,621181,611037,532420,459679,482258,526076,435715,357049,605644,,19626,22447,14435,16849,17147,15965,18549,16667,14867,25011
320642,Lithopone and other pigments and preparations based on zinc sulphide of a kind used for colouring ...,48,99,22,1,0,0,109,0,270,367,,2263,3840,4628,7255,7271,4763,1380,986,2026,2410,,527,856,615,128,335,347,402,431,356,544
490400,"Music, printed or in manuscript, whether or not bound or illustrated",241,170,201,260,325,153,267,278,202,367,,25681,23466,21132,19459,24427,21168,19182,18151,13941,15626,,755,692,600,722,544,270,522,460,476,687
940169,"Seats, with wooden frames (excluding upholstered)",555,638,782,1238,455,287,337,122,139,366,,42868,51372,48596,52379,47537,49693,52777,51063,49663,61173,,27999,34543,41209,40383,32482,33252,32539,32595,29307,33328
284700,"Hydrogen peroxide, whether or not solidified with urea",225,292,161,215,44,40,85,111,77,366,,52430,44966,51233,48842,60548,59433,52171,51229,46245,48298,,22839,26980,32078,27043,24157,30033,34413,32939,44093,47306
441510,"Cases, boxes, crates, drums and similar packings, of wood; cable-drums of wood",60,234,87,157,205,294,136,338,629,365,,73865,71143,64369,59501,59500,55116,65494,73558,46859,64106,,1772,2220,1640,1949,2548,2925,4299,4857,5121,9429
350110,Casein,11,4,7,6,14,22,193,291,231,365,,12514,12786,9563,6937,12265,10104,12890,12045,13335,15523,,536,508,657,1241,2569,1753,2935,2343,2099,2696
846729,"Electromechanical tools for working in the hand, with self-contained electric motor (excluding ...",194,225,341,333,569,422,455,676,452,364,,271931,302654,311132,320830,344028,379368,432658,433603,476826,659329,,26003,26554,35966,29775,33095,36899,36360,42894,45163,55221
901480,"Navigational instruments and apparatus (excluding for aeronautical or space navigation, compasses ...",348,82,200,728,1333,199,72,164,265,364,,276522,273183,246778,251702,275517,310811,345807,337213,365598,411950,,11459,6710,9736,6689,7380,6223,7280,8553,11223,13037
293359,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing a pyrimidine ring, whether ...""",763,729,943,1042,647,1779,1204,667,759,362,,1276331,2022016,744980,824384,413810,281413,209260,213070,252633,307692,,13139,18382,19761,16918,16075,22542,20475,24035,21540,22445
722990,"Wire of alloy steel other than stainless, in coils (excluding bars and rods and wire of silico-manganese ...",937,219,154,264,262,114,346,169,409,362,,61060,61053,69001,63109,58426,69965,68598,54844,39105,60743,,33355,29074,29025,23795,21056,25583,26602,24475,23234,42404
842919,"Self-propelled bulldozers and angledozers, on wheels",0,0,8,0,0,111,0,9,140,361,,111342,75587,51996,53335,54983,81948,39123,47655,67000,37061,,495,377,311,254,219,366,563,435,612,646
392630,"Fittings for furniture, coachwork and the like, of plastics (excluding building components ...",289,1108,420,464,418,352,371,345,336,360,,154148,199134,189108,227163,289852,334438,351528,362060,292238,282422,,24892,25056,22944,19276,23426,24457,21624,22390,25093,32491
700991,"Glass mirrors, unframed (excluding rear-view mirrors for vehicles, optical mirrors, optically ...",463,656,809,625,343,172,393,779,212,358,,46885,31383,20716,23537,21422,27540,27556,25637,26369,18806,,2277,2750,3495,2700,2336,2444,2668,3195,2608,3784
291479,"Halogenated, sulphonated, nitrated or nitrosated derivatives of ketones or quinones (excl. ...""",0,0,0,0,0,244,509,326,286,356,,0,0,0,0,0,42004,45767,64741,69660,71743,,0,0,0,0,0,9187,8869,9290,12771,7991
441990,"Tableware and kitchenware, of wood (excl. of bamboo or tropical wood, and interior fittings, ...",0,0,0,0,0,693,681,543,543,355,,0,0,0,0,0,17021,17995,18825,18293,21336,,0,0,0,0,0,12008,12725,11840,14481,14716
281520,"Potassium hydroxide """"caustic potash""""""""",190,111,284,181,237,192,258,398,353,354,,84213,91231,69164,66237,63294,58576,89763,87085,78824,86573,,4428,3488,4534,3801,4071,5564,6695,5220,5039,6575
850780,"Electric accumulators (excl. spent, and lead-acid, nickel-cadmium, nickel-metal hydride and ...",2471,1195,1314,1063,1681,703,432,371,551,353,,174009,142109,240903,412028,143238,73723,81440,55101,33066,41678,,405217,354224,275783,173616,149632,159462,110772,97430,94459,97238
310590,Mineral or chemical fertilisers containing the two fertilising elements nitrogen and potassium ...,170,176,262,122,174,80,203,155,244,352,,151849,164365,166591,138387,144384,178963,183174,201792,150295,220329,,8125,11149,10698,9436,10383,12489,13408,13154,14019,14929
390319,"Polystyrene, in primary forms (excluding expansible)",1519,1328,558,356,1412,442,396,546,666,349,,398306,344764,283117,252015,252235,278395,285577,254348,213827,310342,,13075,11842,10197,4811,9876,7760,7704,10038,11203,9617
382440,"Prepared additives for cements, mortars or concretes",462,382,456,659,329,599,490,478,423,348,,163281,162706,162907,140391,117763,140675,159658,159284,118805,116898,,16416,16166,14790,13672,11439,11672,10829,9797,10852,15496
481031,"Kraft paper and paperboard, bleached uniformly throughout the mass and containing > 95% chemically ...",69,81,1365,3651,4023,3545,3571,2568,1759,346,,76095,104131,98078,84051,65187,65583,58506,24198,27156,45181,,164,314,1524,4033,4221,3694,3846,4078,2879,1206
291533,N-Butyl acetate,1,32,13,28,46,50,78,90,52,346,,91399,87072,76823,61241,55960,60959,72294,64267,60010,96995,,1650,2042,1329,1378,594,1469,462,851,2296,2320
710900,"Base metals or silver, clad with gold, not further worked than semi-manufactured",0,1,0,1,3,0,27,74,133,346,,18606,14318,11986,23140,31248,20162,15476,34014,12699,21828,,2248,621,902,1631,2347,2132,2404,2327,2600,3525
820600,"Sets of two or more tools of heading 8202 to 8205, put up in sets for retail sale",106,59,43,242,80,110,54,169,242,344,,42958,41582,39021,38180,33978,40850,32817,36823,33365,51290,,1272,1212,1537,1809,1680,2335,2748,3458,4157,6512
390591,"Copolymers of vinyl, in primary forms (excluding vinyl chloride-vinyl acetate copolymers and ...",520,893,182,397,351,581,298,250,325,344,,192535,201123,181439,200195,228731,248448,218161,212498,183704,162207,,3209,3844,3705,4233,5778,4045,3565,2045,2313,4622
590700,"Impregnated, coated or covered textile fabrics; painted canvas being theatrical scenery, studio ...",3411,3026,3336,2611,3225,3697,2554,1061,573,343,,128532,143316,134293,116927,91806,97051,100570,84694,64955,69586,,4018,3710,4318,4420,4024,4582,3586,1877,1572,3430
271290,"Paraffin wax, microcrystalline petroleum wax, slack wax, ozokerite, lignite wax, peat wax, ...",452,576,652,779,433,663,1335,1339,916,341,,300538,313614,320465,213600,178155,236569,233553,207353,203654,258361,,15013,16693,39819,46787,24028,20454,20403,20500,14418,21737
846090,"Machines for deburring, grinding or polishing metals, metal carbides or cermets (excluding ...",389,249,181,3067,20930,7076,2728,8,78,340,,75201,68006,60911,63681,78703,63032,51851,43224,31341,28716,,11983,7244,11308,12031,30586,11736,8830,6377,5806,8177
440797,"Poplar and aspen """"Populus spp."""", sawn or chipped lengthwise, sliced or peeled, whether or ...""",0,0,0,0,0,171,539,333,387,340,,0,0,0,0,0,0,58458,222943,216939,237319,,0,0,0,0,0,2514,3257,3838,4513,4020
291611,Acrylic acid and its salts,702,9946,4113,1527,1523,440,299,990,379,340,,64746,89825,89276,55602,35426,39012,42678,31930,28791,45054,,28469,71414,40116,15085,24729,32247,49807,71110,37504,93977
380899,Rodenticides and other plant protection products put up for retail sale or as preparations ...,660,209,252,438,650,444,401,89,392,339,,213700,199733,208496,213514,214005,221937,207024,207000,233368,247884,,8290,7509,11665,11783,8924,10648,9805,9142,9057,10447
870891,"Radiators and parts thereof, for tractors, motor vehicles for the transport of ten or more ...",617,682,518,533,363,237,196,466,339,337,,640587,556026,525804,500826,453751,455328,454068,433745,316659,376278,,29783,26928,28689,28675,26489,28380,28518,31185,31506,37539
440324,"Fir """"Abies spp."""" and spruce """"Picea spp."""" in the rough, of which the smallest cross-sectional ...""",0,0,0,0,0,279,1073,1295,99,337,,0,0,0,0,0,0,4354,6478,5433,9152,,0,0,0,0,0,2614,4319,3550,3294,3760
380630,Ester gums,80,81,67,0,0,9,220,234,331,335,,47887,50615,59337,69533,71542,69849,66393,58683,53318,65273,,4294,5425,6027,3820,3045,2854,2860,4084,4294,5501
844332,"Machines which only perform one of the functions of printing, copying or facsimile transmission, ...",630,1192,1696,1054,2112,1517,600,799,377,335,,1113621,1106608,1135920,1032177,918989,954533,921614,833018,637517,711058,,75401,68294,87119,69066,61963,70433,76532,70161,61333,74454
392059,"Plates, sheets, film, foil and strip, of non-cellular acrylic polymers, not reinforced, laminated, ...""",42,249,196,377,262,61,204,565,503,334,,90044,82110,75123,100260,90826,75983,70539,60721,50869,69308,,7964,7264,5358,2830,4248,5890,6592,10173,9576,10923
820770,Interchangeable tools for milling,257,353,158,142,186,174,171,198,175,334,,131231,125660,122951,116069,118341,134918,144964,143594,113113,223624,,20934,19644,20247,19496,19603,21033,23713,21250,20553,22542
320620,Pigments and preparations of a kind used for colouring any material or used as ingredients ...,87,27,253,371,91,121,48,157,152,334,,6777,7012,4361,4855,3703,4763,4137,3444,3473,4762,,1555,1354,1503,1847,1878,1273,560,1177,965,1352
30611,"Frozen rock lobster and other sea crawfish """"Palinurus spp."""", """"Panulirus spp."""" and """"Jasus ...""",1095,1606,3952,5846,2968,372,2646,1848,5,334,,13695,33951,35269,26117,21473,28464,18590,18016,18977,42687,,9597,10184,22375,25836,29367,21790,30117,29613,24151,22487
844319,"Printing machinery used for printing by means of plates, cylinders and other printing components ...",3784,3094,1348,1120,520,972,732,2342,615,334,,120657,137616,134540,139681,141379,128024,100418,106282,73642,98299,,73246,98453,80079,79553,75055,66092,59493,66796,70052,55394
760720,"Aluminium foil, backed, of a thickness (excluding any backing) of <= 0,2 mm (excluding stamping ...",364,384,237,192,241,177,153,346,313,333,,184991,204010,212475,203310,203257,213363,201940,179397,156659,184443,,8235,8479,8199,9185,11076,9685,10054,10788,12736,14319
760310,"Powders of aluminium, of non-lamellar structure (excluding pellets of aluminium)",4,40,155,210,505,188,336,441,448,332,,13814,16156,15151,16361,12848,13684,18700,24776,19525,24086,,14322,16222,21185,18227,12862,10282,9340,7321,4778,5596
731419,"Woven cloth, incl. endless bands, of iron or steel wire (excluding stainless and woven products ...",383,326,412,537,397,227,157,177,488,329,,26854,26309,30433,33139,22470,21477,23602,21079,20703,33143,,5320,3867,4953,3423,3182,3132,3011,2517,3113,4450
482340,"Rolls, sheets and dials, printed for self-recording apparatus, in rolls of a width <= 36 cm, ...",163,97,155,206,150,234,221,299,251,329,,35417,32381,24044,19221,21571,21537,18306,15923,10593,12961,,2843,2493,2405,1894,1568,1796,1876,1839,1694,1520
843143,"Parts for boring or sinking machinery of subheading 8430.41 or 8430.49, n.e.s.",827,467,649,1042,379,1003,636,1348,830,328,,6854847,6292146,6424973,4615603,2268912,1838672,2068254,2647622,1483018,1437649,,2242,6463,6432,4826,2541,3503,5852,6905,6683,3297
853610,Fuses for a voltage <= 1.000 V,407,436,442,337,545,579,687,427,450,328,,206442,198180,221533,231146,205088,235857,224302,197566,201435,235963,,18717,16270,16000,14976,17527,19441,23225,24825,32188,45804
291713,"Azelaic acid, sebacic acid, their salts and esters",405,152,301,146,384,273,308,283,153,325,,24893,27551,25439,24187,27402,30076,30764,25021,22180,35464,,6685,5632,5862,5497,7952,8204,8325,8301,5987,10010
901110,Stereoscopic optical microscopes,135,3548,82,1030,61,25,216,1778,85,324,,16641,14031,16729,19339,16952,15748,16990,23303,16382,18800,,8744,8953,3548,5154,5193,1382,2927,6289,6098,9138
847740,Vacuum-moulding machines and other thermoforming machines for working rubber or plastics,575,265,167,176,147,130,241,147,115,323,,40847,43828,41201,33542,57648,47743,64671,48189,34915,59430,,12013,13371,15751,8108,11662,22416,18485,11083,15355,15205
940599,"Parts of lamps and lighting fittings, illuminated signs and nameplates and the like, n.e.s.",422,622,569,685,923,195,316,391,583,322,,234757,208852,254943,283108,266929,253430,250597,236526,181213,188235,,22348,23517,26431,26677,25018,23690,28861,27162,32754,34398
890392,"Motor boats and motor yachts, for pleasure or sports (other than outboard motor boats)",234,614,641,115,163,0,0,444,89,321,,799793,814905,845301,718796,611026,695350,738954,824486,680472,906850,,237,1447,991,721,1350,441,1671,1088,97,2104
843041,Self-propelled boring or sinking machinery for boring earth or extracting minerals or ores ...,618,1230,75,1004,508,4653,629,937,1461,321,,915706,701733,563987,532349,241083,377550,421138,337556,278055,303406,,9880,8368,5971,6655,4668,27407,4658,7889,9297,10305
620462,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of cotton (excluding ...",1031,780,881,824,527,496,491,563,372,320,,246178,250063,230319,211193,202595,201672,201435,179675,125012,142773,,83103,86013,84709,89462,81675,77754,83130,79426,72998,78308
71320,"Dried, shelled chickpeas """"garbanzos"""", whether or not skinned or split""""",198,201,298,340,405,286,470,551,560,319,,71830,51741,43541,38212,98775,169434,71713,99822,105242,85773,,251,272,361,406,444,318,533,581,618,386
845090,"Parts of household or laundry-type washing machines, n.e.s.",282,180,319,364,412,490,257,405,261,314,,40963,36625,38092,34301,35233,31015,33463,31596,22246,24976,,12772,11580,10690,10492,11629,9230,8319,8174,7754,9556
