Product code,Product label,China's imports from Japan-Value in 2012,China's imports from Japan-Value in 2013,China's imports from Japan-Value in 2014,China's imports from Japan-Value in 2015,China's imports from Japan-Value in 2016,China's imports from Japan-Value in 2017,China's imports from Japan-Value in 2018,China's imports from Japan-Value in 2019,China's imports from Japan-Value in 2020,China's imports from Japan-Value in 2021,Japan's exports to world- ,Japan's exports to world-Value in 2012,Japan's exports to world-Value in 2013,Japan's exports to world-Value in 2014,Japan's exports to world-Value in 2015,Japan's exports to world-Value in 2016,Japan's exports to world-Value in 2017,Japan's exports to world-Value in 2018,Japan's exports to world-Value in 2019,Japan's exports to world-Value in 2020,Japan's exports to world-Value in 2021,China's imports from world- ,China's imports from world-Value in 2012,China's imports from world-Value in 2013,China's imports from world-Value in 2014,China's imports from world-Value in 2015,China's imports from world-Value in 2016,China's imports from world-Value in 2017,China's imports from world-Value in 2018,China's imports from world-Value in 2019,China's imports from world-Value in 2020,China's imports from world-Value in 2021
846694,"Parts and accessories for machine tools for working metal without removing material, n.e.s.",51828,34432,32615,33263,33249,43177,44793,41152,30013,26473,,491227,375354,288776,287699,270146,308148,333352,295446,217553,241809,,394403,350988,367879,405099,188266,218606,211258,221202,161281,169329
842123,Oil or petrol-filters for internal combustion engines,40767,35215,29670,22681,24378,29781,32989,29359,25810,26455,,339752,302108,275757,211731,204200,215969,223153,211334,179551,225690,,232116,255173,249685,202140,189360,211569,234776,209360,190057,200030
720429,"Waste and scrap of alloy steel (excluding stainless steel, and waste and scrap, radioactive, ...",9328,6776,7964,5439,3721,4993,10616,18440,3259,26415,,27186,26522,29788,36678,18340,20342,29101,40319,103760,224456,,74341,50407,36721,44451,42251,41660,97550,84705,16774,64519
691110,"Tableware and kitchenware, of porcelain or china (excluding ornamental articles, pots, jars, ...",12670,9555,13168,16450,20976,19440,23553,25690,26680,26376,,48719,40676,45779,51327,59188,60262,66827,65165,69928,95980,,37493,34363,37332,43425,46026,48071,56770,60708,65570,78860
400911,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), not reinforced or otherwise ...",47637,39599,35146,32661,30426,34457,38293,37853,27252,26247,,202109,170260,147281,125882,115657,122693,124269,102468,83909,100585,,107883,95506,99129,92774,87121,94471,111799,113467,88699,100618
903110,Machines for balancing mechanical parts,37204,26577,49720,27559,17420,13748,22724,22879,21109,26093,,101655,86812,138376,97802,71070,62839,64266,75801,62787,80074,,106747,88257,111171,85284,75666,81595,107785,76040,55746,66471
852859,"Monitors, not incorporating television reception apparatus (excluding with cathode ray tube ...",27387,27279,34357,21210,23175,24763,22252,20617,17801,26006,,681416,587976,696714,688071,643433,596267,729133,824115,685472,799212,,127459,117780,356838,220412,214073,274433,406420,504366,593243,255713
730451,"Tubes, pipes and hollow profiles, seamless, of circular cross-section, of alloy steel other ...""",16896,18819,25889,21249,24619,22926,21995,21222,21865,25992,,107579,95252,112696,90252,81838,77683,76460,64801,49108,63770,,38393,38204,52418,50666,46827,50038,50965,47391,46793,47691
330749,"Preparations for perfuming or deodorising rooms, incl. odoriferous preparations used during ...",3566,3045,6356,5695,9411,15847,25449,28288,35022,25989,,26197,20719,19287,18083,24059,31132,38765,40949,50072,50738,,26377,25569,27403,32320,42533,69554,89731,95374,111063,104284
731210,"Stranded wire, ropes and cables, of iron or steel (excluding electrically insulated products ...",36976,29748,30010,24021,27116,22192,22925,24303,22462,25845,,219770,170839,138343,121353,121126,122584,115683,113537,106151,144004,,285310,274174,293961,263950,243576,219234,213456,217530,223945,243739
851590,"Parts of machines and apparatus for soldering or welding or for hot spraying of metals, metal ...",53473,30789,24811,22403,26024,28095,26872,27547,26290,25792,,305956,251997,263882,262612,274936,328739,350968,299853,371174,315908,,162864,132364,151359,138907,132947,153288,153961,123472,119756,138315
842420,"Spray guns and similar appliances (other than electrical machines, appliances and other devices ...",19136,17982,15493,13504,15151,16124,19851,24884,17603,25532,,48200,46562,46313,36513,40185,46633,49199,41902,30396,41264,,128819,128828,162084,110942,101328,109636,116389,111751,101134,114767
846040,"Honing or lapping machines, for working metals, metal carbides or cermets (excluding gear cutting, ...",80333,50077,50955,33934,23635,25688,48540,40684,44206,25527,,146833,87997,76194,55263,45110,43274,74449,75099,71210,61095,,281244,196689,207743,153381,134065,120705,176721,133454,113489,81824
390320,"Styrene-acrylonitrile copolymers """"SAN"""", in primary forms""""",64957,53631,47201,45092,34214,39322,35512,25210,25280,25520,,108993,88534,79142,68948,66101,76137,78561,61827,51989,62951,,388531,359085,402388,321613,311669,448034,467838,438653,384686,500475
760429,"Bars, rods and solid profiles, of aluminium alloys, n.e.s.",30141,51572,61568,52873,58597,63475,59555,34818,43795,25362,,66059,85506,105920,97040,111239,113010,123558,85484,85131,92910,,320211,280712,299782,318601,324744,315633,299586,222170,190409,156056
730640,"Tubes, pipes and hollow profiles, welded, of circular cross-section, of stainless steel (excluding ...",19211,12492,12997,9644,11078,20146,21714,19916,30246,25335,,73847,61119,61008,50455,46636,51497,50241,47723,47187,56836,,115672,107540,109380,110431,123901,136942,186791,137920,106747,147087
844859,"Parts and accessories of machines of heading 8447, n.e.s.",29405,32392,23599,16358,13485,23068,26070,16677,14238,25289,,43042,45887,44316,35767,42803,44463,51198,39059,34735,54916,,95023,112250,115443,87240,67366,118933,128100,70518,68547,124485
722090,"Flat-rolled products of stainless steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",39544,29703,19586,16696,17153,26425,22741,24673,19050,25190,,64025,52303,51658,55081,58308,64701,66266,58258,50294,66298,,71535,59972,45133,36487,39942,69732,53303,54327,47962,55107
540339,"Artificial filament yarn, incl. artificial monofilament of < 67 decitex, single (excluding ...",37216,42694,32100,20620,25058,31240,39843,32143,26916,25142,,147092,141882,135480,127844,135374,138650,150384,139233,100676,111885,,40480,45958,34683,20903,25357,32072,40455,33090,27710,27717
240220,"Cigarettes, containing tobacco",2983,2410,34259,42500,45504,50175,66631,78744,34496,25068,,308166,228414,181542,194231,192143,118037,144752,121931,103562,98926,,75030,100353,482866,542233,562844,500769,615888,637425,331377,237861
722692,"Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, not further ...""",10061,10667,14844,10517,9591,10073,19549,22750,22755,25023,,81710,78495,101613,98426,112156,113115,141567,121201,111194,141180,,132870,153341,201622,174280,153405,184612,189414,162157,134993,142184
850133,DC motors and DC generators of an output > 75 kW but <= 375 kW (excl. photovoltaic generators),472,408,308,76,130,304,2822,5772,2944,24719,,3702,2413,3173,2960,1863,965,2662,4586,2908,1011,,9166,7628,8516,14860,9614,6379,15903,12080,19587,34639
731511,Roller chain of iron or steel,14648,12543,13972,18563,18266,21915,24607,24167,20469,24694,,408384,365214,343028,299606,316834,324061,338612,331985,292148,383904,,62349,69793,72322,71552,57352,58431,65923,64629,64111,71024
580632,"Narrow woven fabrics of man-made fibres, with a width of <= 30 cm, n.e.s.",54800,47197,38024,29895,29711,32175,37854,31851,25945,24692,,78878,66433,53981,48602,60565,65940,61593,69965,53139,60540,,154604,155399,141494,120883,118598,124116,131355,117283,95439,98875
871140,"Motorcycles, incl. mopeds, with reciprocating internal combustion piston engine of a cylinder ...",126,631,980,1511,2619,2584,4745,10226,20191,24680,,953586,872550,864716,679578,588602,836221,724169,732401,584279,797245,,1334,3281,10617,29946,38196,36319,25602,39573,117909,129794
480255,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",17106,18079,24925,18005,18488,24732,39139,28270,23146,24675,,86872,89448,93091,105696,134595,135758,182703,128595,95511,120076,,128070,81058,118889,144890,158036,250352,338545,195621,336984,395998
845221,"Automatic sewing machines, industrial type",81592,59471,57573,54495,43484,52356,59285,32161,21033,24570,,128420,117877,137503,119870,134216,112403,138877,104168,28293,49335,,134943,96985,108207,109724,99022,126940,139312,100323,68229,102111
843880,"Machinery for the industrial preparation or manufacture of food or drink, n.e.s.",42480,40925,42511,25687,15499,19713,29268,23053,28532,24533,,82567,83665,81435,63700,71868,93402,99191,105330,104254,114328,,146614,140627,155405,89440,80971,78332,98511,85875,103892,112390
721069,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",43630,48291,46965,49040,63834,41641,34853,29470,23253,24376,,50175,36445,32110,28407,26652,29998,25853,16023,11844,20756,,216217,224958,220112,235586,224844,214197,147557,57989,45416,43791
841990,"Parts of machinery, plant and laboratory equipment, whether or not electrically heated, for ...",59968,35743,51357,36901,28898,36076,49303,36087,14969,24331,,227948,231452,176728,152572,176705,187953,180525,182401,149673,193652,,340111,299399,373873,273277,259315,359795,493416,403465,301463,386813
960321,"Tooth brushes, incl. dental-plate brushes",4301,4691,6207,8216,11533,15310,18957,24796,25662,24123,,10665,9706,14170,18849,27892,29087,34722,39916,41057,42785,,23340,29518,36877,46275,54525,63055,80017,95948,93278,85405
210111,"Extracts, essences and concentrates, of coffee",3283,1141,490,1486,2197,1621,4615,7800,14610,24121,,27873,33094,38764,33037,24990,21454,25613,33792,92222,94959,,20151,18802,20952,23655,25306,94955,49417,44840,72108,116755
902214,"Apparatus based on the use of X-rays, for medical, surgical or veterinary uses (excluding for ...",67773,53583,39824,40636,46213,52477,55874,47828,32596,24104,,440040,363888,331217,292096,281328,306358,348514,294148,262555,233300,,966348,941058,986293,907669,909499,886265,985435,1078055,1145528,1139968
901480,"Navigational instruments and apparatus (excluding for aeronautical or space navigation, compasses ...",43409,37114,40848,45542,32328,27695,25275,34956,29073,24004,,161654,128042,136832,157001,126234,115496,117600,124713,99451,109470,,103157,97345,118968,128932,98638,82065,83098,101375,102619,91248
853810,"Boards, panels, consoles, desks, cabinets and other bases for the goods of heading 8537, not ...",18106,14794,19130,16115,24966,34448,41020,17738,19090,24000,,91547,73446,70092,43585,52974,56742,58854,50290,43447,59749,,85307,109284,122390,126108,110275,99702,116478,84338,76301,83730
721070,"Flat products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",101155,92376,94319,74071,38199,49669,45494,29887,18502,23866,,166511,162723,138321,118293,98432,96674,103929,140631,150285,171803,,365044,254989,284760,184028,134049,129234,140542,121673,114880,114689
321290,"Pigments, incl. metallic powders and flakes, dispersed in non-aqueous media, in liquid or paste ...",40573,34387,28306,29081,28753,30068,27312,27789,27785,23864,,147537,131543,146984,147463,183912,186536,190792,187105,123382,118120,,154349,153391,156267,130222,146809,151933,150433,136857,112336,120768
210112,"Preparations with a basis of extracts, essences or concentrates of coffee or with a basis of ...",737,722,224,572,918,1510,2604,2811,14322,23843,,1776,2509,1993,1617,1547,1609,2118,6623,14272,23160,,41140,62184,142636,203126,384632,215617,131591,134942,160052,163405
400931,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), reinforced or otherwise ...",30955,25686,23832,13853,16582,19351,22768,25086,24363,23775,,293707,266124,224241,185711,177525,185192,194107,181569,149653,191203,,120211,141758,171651,130698,130345,140771,147931,117896,135962,147027
843131,"Parts of lifts, skip hoists or escalators, n.e.s.",20125,23342,26073,25814,26632,25860,29200,28572,20338,23748,,149087,136865,132927,130591,132872,144553,129475,108654,83132,93429,,138009,121694,153137,144817,97058,104234,129751,113878,91632,93690
854520,Carbon brushes for electrical purposes,23826,20313,22486,20265,20661,22774,23486,20820,22716,23640,,86328,76263,77281,66902,73247,75260,74942,65959,57491,73274,,98801,98896,105047,97515,99194,100907,99169,79212,75697,81582
292159,"Aromatic polyamines and their derivatives; salts thereof (excluding o-phenylenediamine, m-phenylenediamine, ...",4262,3973,5806,5080,5649,12312,14985,24124,34263,23625,,98114,105357,97037,91472,84788,93247,106217,109110,109080,141343,,20316,22491,25269,20457,20681,24322,36877,46969,51862,61877
847180,"Units for automatic data-processing machines (excluding processing units, input or output units ...",17032,17724,7645,10766,7677,9442,21571,19171,20252,23548,,177284,154432,163661,148679,158757,164176,166136,77486,57080,52265,,1397254,1398486,1302494,1343297,1370541,1815123,2656006,3142240,4016043,5844556
847149,"Data-processing machines, automatic, presented in the form of systems """"comprising at least ...""",158552,39295,45536,39403,33927,39251,38531,39295,28595,23528,,78343,68297,65890,59856,57504,57239,55147,55389,44392,56975,,939653,888590,691266,515926,487213,421540,470544,460847,525936,377325
853120,"Indicator panels with liquid crystal devices """"LCD"""" or light emitting diodes """"LED"""" (excluding ...""",17090,13525,20619,15330,16037,20847,26873,34569,39368,23413,,90710,48766,32351,36258,38819,40763,28688,28194,27875,26413,,206722,213903,297483,218807,184787,280151,383380,529203,416823,234538
290516,"Octanol """"octyl alcohol"""" and isomers thereof""""",67824,55195,31267,12055,10282,13300,12311,7866,4875,23296,,148750,123372,81595,62674,60489,63384,57584,47880,40948,94750,,606704,441419,304383,260142,196051,190929,252000,219542,235905,420568
690290,"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods (excluding ...",6589,8104,19212,8356,16408,14231,24548,20024,16973,23259,,39098,78022,64761,58464,31182,32743,49264,55858,44138,56521,,25252,36331,30970,17685,23238,28999,60107,75393,75275,94071
853939,"Discharge lamps (excluding flourescent, hot cathode lamps, mercury or sodium vapour lamps, ...",114935,94049,85161,70898,47285,46785,38908,37380,34140,23079,,126550,102144,87309,90886,90000,78102,74862,63005,47206,46912,,457631,377232,252069,234647,195181,178249,143420,95614,72059,65546
731829,"Non-threaded articles, of iron or steel",27877,22868,26503,24161,24593,26862,26332,23143,22802,23075,,183222,157705,150410,125635,134600,142043,146928,134870,112303,149309,,146636,150110,146809,157061,142503,150012,159246,133067,120972,130733
290399,"Halogenated derivatives of aromatic hydrocarbons (excluding chlorobenzene, o-dichlorobenzene, ...""",11866,16215,11927,13442,15008,18001,32175,13538,9788,23000,,52845,54931,60943,58875,55384,57129,71930,52005,44860,71692,,47481,45048,43514,50986,81462,87694,117675,104982,83200,107437
848079,Moulds for rubber or plastics (other than injection or compression types),26414,24450,26624,22875,31258,35927,43740,35378,21058,22967,,108481,97658,98736,87745,86657,91588,108739,81465,65967,75132,,126542,116538,119603,122475,112439,119485,125018,107045,88978,65980
740610,"Copper powders, of non-lamellar structure (excluding grains of copper)",15339,12745,13394,12008,11394,13540,15966,18829,34395,22872,,68151,61367,60731,48831,52385,62058,67379,54855,62314,83461,,31860,30267,32635,29696,29146,35949,38865,120461,531065,47120
846799,"Parts of pneumatic tools for working in the hand, hydraulic or with self-contained electric ...",39580,31956,27010,21467,17697,20226,15249,16228,19293,22809,,115240,105467,97196,75249,68650,67985,70858,72226,77471,106278,,199869,236221,260562,248206,304868,375670,442240,328613,299976,261014
903120,"Test benches for motors, generators, pumps, etc.",42006,39390,35863,38435,22973,31875,28233,25879,32720,22800,,84279,95599,112006,52954,48845,38485,50612,49749,42678,40401,,466715,458835,489352,549138,434980,606574,630520,551912,541254,427914
380894,"Disinfectants, put up in forms or packings for retail sale or as preparations or articles (excl. ...",4413,6114,6465,6199,9003,9722,12727,15516,40983,22754,,5363,6515,12198,7747,9009,11197,12477,13864,73590,33038,,51172,74925,102621,123947,124524,131654,145949,184950,333076,225251
847730,Blow-moulding machines for working rubber or plastics,22093,27554,39007,33775,25925,26152,24246,29417,33399,22714,,152769,154736,151333,120687,140920,148393,139208,100634,120547,109559,,248699,225083,205041,166443,126241,156347,209111,211098,116656,121886
