Product code,Product label,Japan's imports from Russian Federation-Value in 2012,Japan's imports from Russian Federation-Value in 2013,Japan's imports from Russian Federation-Value in 2014,Japan's imports from Russian Federation-Value in 2015,Japan's imports from Russian Federation-Value in 2016,Japan's imports from Russian Federation-Value in 2017,Japan's imports from Russian Federation-Value in 2018,Japan's imports from Russian Federation-Value in 2019,Japan's imports from Russian Federation-Value in 2020,Japan's imports from Russian Federation-Value in 2021,Russian Federation's exports to world- ,Russian Federation's exports to world-Value in 2012,Russian Federation's exports to world-Value in 2013,Russian Federation's exports to world-Value in 2014,Russian Federation's exports to world-Value in 2015,Russian Federation's exports to world-Value in 2016,Russian Federation's exports to world-Value in 2017,Russian Federation's exports to world-Value in 2018,Russian Federation's exports to world-Value in 2019,Russian Federation's exports to world-Value in 2020,Russian Federation's exports to world-Value in 2021,Japan's imports from world- ,Japan's imports from world-Value in 2012,Japan's imports from world-Value in 2013,Japan's imports from world-Value in 2014,Japan's imports from world-Value in 2015,Japan's imports from world-Value in 2016,Japan's imports from world-Value in 2017,Japan's imports from world-Value in 2018,Japan's imports from world-Value in 2019,Japan's imports from world-Value in 2020,Japan's imports from world-Value in 2021
520541,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",0,0,0,0,0,0,0,0,0,0,,0,4,4,13,23,19,12,8,7,10,,120,64,4,4,38,8,30,49,90,70
520548,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",0,0,0,0,0,0,0,0,0,0,,16,16,14,11,11,12,397,0,0,0,,18964,22619,26315,20244,16034,12598,10076,9234,5960,4903
520614,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,7874,6991,7000,5794,4392,4313,4179,3978,2682,2782
520625,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,0,0,,761,485,662,74,216,489,684,698,590,998
520842,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 ...",0,0,0,0,0,0,0,0,0,0,,338,187,232,293,218,434,369,228,194,245,,9732,10075,9797,8749,7588,6920,8102,8277,6177,5823
520849,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, made ...",0,0,0,0,0,0,0,0,0,0,,65,56,23,16,26,13,20,34,48,11,,6822,5966,6625,5589,5618,4180,5058,3965,2559,2219
520852,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 ...",0,0,0,0,0,0,0,0,0,0,,5023,6538,5793,3975,4744,4935,6056,7432,7611,8748,,11166,11844,9083,7755,6950,6341,7139,6615,8423,7285
520931,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, ...",0,0,0,0,0,0,0,0,0,0,,411,469,400,770,780,445,342,428,436,406,,2829,3151,2988,1712,1920,2545,1814,2055,2129,1879
520959,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, printed ...",0,0,0,0,0,0,0,0,0,0,,38,18,7,25,19,18,10,9,42,117,,482,806,493,381,343,277,293,156,181,275
521011,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,29,197,259,202,228,227,405,131,36,45,,6439,5737,5505,4563,4995,5635,5266,4945,3120,3593
521112,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,62,1,7,1,0,0,16,2,11,9,,4290,6263,4519,2161,2685,2536,2280,2272,1646,1995
521224,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,0,0,0,0,0,0,0,,8,0,4,0,0,14,13,31,12,20,,708,780,773,511,929,908,800,687,625,549
530130,"Flax tow and waste, incl. yarn waste and garnetted stock",0,0,0,0,0,0,0,0,0,0,,18,21,54,18,19,21,282,670,444,214,,4025,4787,2501,2578,1879,1675,1590,65,18,211
530210,"True hemp """"Cannabis sativa L."""", raw or retted""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,5,0,0,18,132,,127,0,0,0,3,0,0,0,0,0
530720,"Multiple """"folded"""" or cabled yarn of jute or of other textile bast fibres of heading 5303""""",0,0,0,0,0,0,0,0,0,0,,109,1,123,0,330,181,260,462,248,267,,883,863,1260,1017,1089,972,1337,1203,1032,1243
530810,"Coconut """"coir"""" yarn""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,5,0,0,0,0,,1698,1511,1436,696,847,1066,1045,931,756,859
540233,Textured filament yarn of polyester (excluding that put up for retail sale),0,0,0,0,0,0,0,0,0,0,,1246,1559,701,545,593,805,601,639,567,481,,113779,108247,116317,107828,106167,119612,137980,127970,90240,115546
540248,"Filament yarn of polypropylene, incl. monofilament of < 67 decitex, single, untwisted or with ...",0,0,0,0,0,0,0,0,0,0,,824,1033,1471,1535,1037,1250,2182,1233,1052,1906,,2617,3986,3717,3318,3771,3503,3442,2896,3332,3442
540261,"Multiple """"folded"""" or cabled filament yarn of nylon or other polyamides, incl. monofilament ...""",0,0,0,0,0,0,0,0,0,0,,217,92,98,36,80,47,139,161,142,122,,3235,3506,2514,2098,1814,3007,3923,3903,2556,2764
540333,"Filament yarn of cellulose acetate, incl. monofilament of < 67 decitex, single (excluding sewing ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,53,82,49,83,40,121,478,,606,2045,2814,4106,4632,4236,5749,3093,3720,7058
540341,"Multiple """"folded"""" or cabled filament yarn of viscose rayon, incl. monofilament of < 67 decitex ...""",0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,1,0,0,0,1,,712,538,489,428,448,598,459,427,385,304
540490,"Strip and the like, e.g. artificial straw, of synthetic textile material, with an apparent ...",0,0,0,0,0,0,0,0,0,0,,18,17,9,42,223,55,390,474,419,585,,10228,13904,14438,17763,13015,12304,14057,11536,12010,9967
540753,"Woven fabrics of yarn containing >= 85% by weight of textured polyester filaments, incl. monofilament ...",0,0,0,0,0,0,0,0,0,0,,218,248,127,86,286,251,264,376,410,500,,9862,15151,16671,12380,17036,15891,16511,18863,13267,14899
540822,"Woven fabrics of yarn containing >= 85% artificial filament by weight, incl. monofilament of ...",0,0,0,0,0,0,0,0,0,0,,378,571,3,1,30,68,50,232,340,221,,2857,3218,2236,1967,2218,2164,2883,1555,1366,1128
540831,"Woven fabrics of yarn containing predominantly, but < 85% artificial filament by weight, incl. ...",0,0,0,0,0,0,0,0,0,0,,0,0,9,0,1,1,0,0,0,1,,964,472,1794,3416,1703,1639,592,266,168,203
550140,"Synthetic filament tow as specified in Note 1 to chapter 55, of polypropylene",0,0,0,0,0,0,0,0,0,0,,0,3,1,7,1,1,1,4,66,12,,0,0,0,2,0,0,0,0,0,0
550620,"Staple fibres of polyesters, carded, combed or otherwise processed for spinning",0,0,0,0,0,0,0,0,0,0,,3,6,1,5,131,299,229,283,222,248,,613,894,1092,1264,1329,1634,1302,1389,885,1156
550932,"Multiple """"folded"""" or cabled yarn containing >= 85% acrylic or modacrylic staple fibres by ...""",0,0,0,0,0,0,0,0,0,0,,14,44,173,302,291,26,363,210,408,905,,16745,11044,10779,10693,9374,7628,7372,6594,4757,5870
550942,"Multiple """"folded"""" or cabled yarn containing >= 85% synthetic staple fibres by weight (excluding ...""",0,0,0,0,0,0,0,0,0,0,,90,61,0,45,3,0,17,2,1,0,,725,684,776,610,553,701,1015,1410,1100,1404
550969,"Yarn containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, other ...",0,0,0,0,0,0,0,0,0,0,,0,7,18,18,3,33,125,9,3,4,,7813,7455,5764,4814,3417,3394,4161,3480,1876,2577
551012,"Multiple """"folded"""" or cabled yarn containing >= 85% artificial staple fibres by weight (excluding ...""",0,0,0,0,0,0,0,0,0,0,,0,0,6,2,0,0,0,0,0,4,,1326,1473,1112,1180,939,1016,1083,1240,851,889
551329,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,256,61,70,8,49,42,46,72,67,125,,84,164,88,67,22,8,48,37,24,7
551429,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,2522,1920,2353,1829,2688,3356,3838,1542,655,1139,,257,328,313,231,240,58,101,127,48,49
551442,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,14,14,21,1,29,46,33,27,107,24,,0,12,20,14,31,9,0,0,12,91
551443,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,990,52,204,54,141,147,40,46,1099,691,,18,46,0,0,11,6,4,6,7,11
551613,"Woven fabrics containing >= 85% artificial staple fibres by weight, made of yarn of different ...",0,0,0,0,0,0,0,0,0,0,,12,174,170,91,122,87,104,65,117,275,,571,383,422,320,469,581,1714,1505,674,359
551642,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,19,76,10,62,20,21,20,13,9,7,,1686,1563,1370,1146,1078,940,1200,1302,779,1095
551644,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,1,25,0,0,0,0,0,0,,42,120,58,37,30,64,38,30,11,20
560313,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., of man-made filaments, ...",0,0,0,0,0,0,0,0,0,0,,4324,7415,9157,8294,6122,7884,10617,9227,11449,14151,,48165,44484,46489,46122,45763,46598,45949,50637,50124,46357
290549,"Tri- and other polyhydric acyclic alcohols (excluding 2-ethyl-2-""""hydroxymethyl"""" propane-1,3-diol ...""",0,0,0,0,0,0,0,0,0,0,,68,30,24,30,45,74,91,1130,1428,2122,,50018,48718,40577,40796,40860,44804,62090,51423,57640,60848
290373,Dichlorofluoroethanes,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,2,7,6,,0,47,26,21,45,0,39,0,0,0
160529,"Shrimps and prawns, prepared or preserved, in airtight containers (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,2636,2545,1597,386,877,809,1089,1589,2105,2028,,1578,187,254,301,680,1296,1892,2068,2494,3446
160551,"Oysters, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,2,1,0,,20338,14917,11214,13150,9382,9107,10243,7734,8120,6207
160558,"Snails, prepared or preserved (excluding smoked and sea snails)",0,0,0,0,0,0,0,0,0,0,,0,1,4,0,1,11,6,6,9,14,,4487,3956,5017,3978,3998,4569,4472,4664,3315,3552
170211,"Lactose in solid form and lactose syrup, not containing added flavouring or colouring matter, ...",0,0,0,0,0,0,0,0,0,0,,36,41,47,686,393,609,358,267,390,599,,130998,137068,122344,79296,77966,101246,82071,91272,102509,117927
190190,"Malt extract; food preparations of flour, groats, meal, starch or malt extract, not containing ...",0,0,0,0,0,0,0,0,0,0,,13820,21709,27195,19760,25788,30506,32231,38936,46080,58555,,471889,460070,472632,364609,333893,376155,380914,366728,376301,364860
290713,"Octylphenol, nonylphenol and their isomers; salts thereof",0,0,0,0,0,0,0,0,0,0,,1573,0,0,0,0,1,0,0,0,10,,10834,7492,7382,4687,4772,5953,4430,5576,3835,4800
290715,Naphthols and their salts,0,0,0,0,0,0,0,0,0,0,,5,5,2,1,5,2,2,5,1,26,,8020,10569,9898,7702,5556,8438,12520,13371,12086,13179
290723,"4,4'-Isopropylidenediphenol """"bisphenol A, diphenylolpropane"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,92924,89217,71724,50661,2922,5837,6188,11868,14015,10948,,104813,65258,59743,41339,47758,48934,102253,43979,44682,120666
290911,Diethyl ether,0,0,0,0,0,0,0,0,0,0,,95,89,95,27,89,86,103,91,100,68,,113,75,82,76,5,4,0,0,0,0
291411,Acetone,0,0,0,0,0,0,0,0,0,0,,60946,90344,74947,34083,30127,38588,24575,18766,21407,45396,,10826,20363,34616,9619,17740,20678,30773,2996,18477,37616
291413,"4-Methylpentan-2-one """"methyl isobutyl ketone""""""""",0,0,0,0,0,0,0,0,0,0,,5,4,12,3,4,2,8,0,1,3,,2307,357,790,410,301,58,6,170,65,44
291423,Ionones and methylionones,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2063,1730,1940,1781,1911,1749,2187,2186,1748,1615
291439,"Ketones, aromatic, without other oxygen function (excluding phenylacetone [phenylpropan-2-one])",52,7,60,77,0,39,77,40,0,0,,0,0,0,2,8,0,1,1,3,4,,13692,18790,17464,14893,11572,11524,15477,15752,13681,16610
291440,Ketone-alcohols and ketone-aldehydes,0,0,0,0,0,0,0,0,0,0,,7,14,22,56,83,148,158,75,157,222,,10038,9830,9294,8920,9182,9394,12819,10387,9345,10356
291532,Vinyl acetate,0,0,0,0,0,0,0,0,0,0,,5377,26051,8486,13872,23304,21744,30030,20761,12556,39419,,20055,13508,9143,2214,2600,659,2,5,176,19
151620,"Vegetable fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, ...",0,0,0,0,0,0,0,0,22,0,,1369,2748,2651,7994,18630,17719,26546,23159,38854,104295,,40635,36776,45277,42798,55155,61915,55645,55686,46397,58185
152000,"Glycerol, crude; glycerol waters and glycerol lyes",0,0,0,0,0,0,0,0,0,0,,44,105,118,104,81,611,681,150,451,288,,5296,5766,4785,4713,4028,5378,8450,4858,4662,9399
160231,"Meat or offal of turkeys """"Gallus domesticus"""", prepared or preserved (excluding sausages ...""",0,0,0,0,0,0,0,0,0,0,,211,331,354,257,347,350,625,1438,1208,1038,,722,711,1010,947,1908,388,1141,1552,1166,1470
160232,"Meat or offal of fowls of the species """"Gallus domesticus"""", prepared or preserved (excluding ...""",0,0,0,0,0,0,0,0,18,0,,2444,4206,5006,6285,12780,19492,16241,22253,23038,39368,,2237889,2132027,1943804,1887993,1933350,2248096,2419251,2420340,2229177,2251574
160411,"Prepared or preserved salmon, whole or in pieces (excluding minced)",622,464,384,132,205,325,262,80,90,0,,44,600,1386,1084,1087,1183,1340,1024,609,720,,124335,106861,94922,88620,102300,110187,109518,117209,104042,91789
160416,"Prepared or preserved anchovies, whole or in pieces (excluding minced)",0,0,0,0,0,0,0,0,0,0,,0,3,3,7,23,141,53,140,88,132,,19024,13355,15372,13130,15620,22361,35182,20975,14060,13795
160418,"Prepared or preserved shark fins, whole or in pieces (excl. minced)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,1265,912,1042,599,503
190220,"Pasta, stuffed with meat or other substances, whether or not cooked or otherwise prepared",0,0,0,0,0,0,0,0,0,0,,5659,5163,4072,2126,1782,2075,2467,2813,3374,3490,,48570,47497,41077,37205,36492,39749,42965,46391,51011,52683
190410,"Prepared foods obtained by swelling or roasting cereals or cereal products, e.g. corn flakes",0,0,0,0,0,0,0,4,0,0,,8018,10820,9192,7348,8955,10751,12370,15859,17982,19437,,20562,22466,35562,29951,21881,22437,19754,19554,22672,22143
190532,Waffles and wafers,0,0,0,0,0,0,16,0,4,0,,63246,83893,74287,65773,88184,86080,100632,106003,117945,135462,,12292,12598,12924,11061,12443,11639,13776,14136,16631,20303
190540,"Rusks, toasted bread and similar toasted products",0,0,0,0,0,0,0,0,0,0,,20483,23540,22325,18297,19624,18775,19417,22202,21641,27136,,3128,2124,1516,1394,1304,1569,1899,1720,1826,2117
200820,"Pineapples, prepared or preserved, whether or not containing added sugar or other sweetening ...",0,0,0,0,0,0,0,0,0,0,,265,565,1224,1081,1009,1331,984,1412,1713,2665,,47752,39893,39631,39683,43605,45533,36233,35628,39384,49315
200830,"Citrus fruit, prepared or preserved, whether or not containing added sugar or other sweetening ...",0,0,0,0,0,0,0,0,0,0,,15,12,33,16,41,52,58,40,68,112,,98873,78737,66392,66707,74309,76113,89259,84698,91702,91531
200897,"Mixtures of fruits, nuts and other edible parts of plants, prepared or preserved, whether or ...",0,0,0,0,0,14,9,4,3,0,,94,2205,698,389,507,924,1358,1764,1912,2767,,32730,33251,32313,26951,28889,27203,25863,34748,49700,52634
200899,"Fruit and other edible parts of plants, prepared or preserved, whether or not containing added ...",9,20,4,15,0,7,0,0,9,0,,682,1657,1989,1331,1262,1921,2569,3472,5188,7064,,284083,270390,272511,258128,241763,254690,251855,309674,350859,343967
200919,"Orange juice, unfermented, whether or not containing added sugar or other sweetening matter ...",0,0,0,0,0,0,0,0,0,0,,395,185,247,486,498,392,700,633,482,815,,92513,91785,46448,64830,73161,75669,112484,57304,60906,23573
200949,"Pineapple juice, unfermented, Brix value > 20 at 20¡ÆC, whether or not containing added sugar ...",0,0,0,0,0,0,0,0,0,0,,85,147,121,332,32,178,197,190,245,584,,18302,12152,15544,15410,13316,10822,10601,10251,16899,13346
200950,"Tomato juice, unfermented, whether or not containing added sugar or other sweetening matter ...",0,0,0,0,0,0,0,0,0,0,,3774,2463,2220,2510,3055,3162,3803,4684,4631,4767,,2680,2549,1994,1376,1947,3086,3744,3943,4553,4392
210210,Active yeasts,0,0,0,0,0,0,0,0,0,0,,2452,3843,4378,7300,10543,20209,47673,50808,62517,65878,,18993,20188,21364,17729,17093,16899,18365,18341,19143,21193
210230,Prepared baking powders,0,0,0,0,0,0,0,0,0,0,,1698,2091,1698,627,855,962,911,1072,1463,1493,,3897,3216,3300,3836,4323,3533,3472,3293,3733,3640
220290,"Non-alcoholic beverages (excluding water, fruit or vegetable juices and milk)",0,0,0,0,0,0,0,0,0,0,,62100,62202,66030,60216,66000,20,0,0,0,0,,204228,192405,190724,200481,186449,0,0,0,0,0
250870,Chamotte or dinas earths,0,0,0,0,0,0,0,0,0,0,,375,375,382,433,386,367,568,1410,1499,2613,,1168,1233,1319,2139,2889,3538,4596,4231,2870,4570
251200,"Siliceous fossil meals, e.g. kieselguhr, tripolite and diatomite, and similar siliceous earths, ...",0,0,0,0,0,0,0,0,0,0,,395,709,1281,1349,1585,2152,2497,2322,2449,2903,,3248,2628,2728,2174,1960,1652,1962,1939,2033,1900
251400,"Slate, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or ...",0,0,0,0,0,0,0,0,0,0,,5857,5503,276,332,183,349,254,643,619,526,,2382,2257,3119,2747,2574,2469,2742,2583,2362,2305
251620,"Sandstone, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks ...",0,0,0,0,0,0,0,0,0,0,,22,12,49,27,23,76,141,54,93,67,,282,324,250,134,95,216,82,88,54,54
251830,Dolomite ramming mix,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,515,656,418,,1667,1088,1153,778,520,624,1195,542,576,562
252210,Quicklime,0,0,0,0,0,0,0,0,0,0,,7818,3375,2903,1804,7265,10095,10926,11875,13841,18400,,1023,803,488,614,1059,596,222,332,224,41
252610,"Natural steatite, whether or not roughly trimmed or merely cut, by sawing or otherwise, into ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,4,0,2,1,3,3,,37201,27749,37517,26920,32447,33034,30059,32029,21393,33003
260900,Tin ores and concentrates,0,0,0,0,0,0,0,0,0,0,,0,166,410,1821,2034,8330,8384,15565,14005,17548,,0,0,0,0,0,0,0,0,0,0
261000,Chromium ores and concentrates,0,0,0,0,0,0,0,0,0,0,,941,488,361,217,138,199,773,1417,8154,338,,23994,20259,36872,20049,21780,21171,33461,24995,12981,15092
261390,Molybdenum ores and concentrates (excluding roasted),0,0,0,0,0,0,0,0,0,0,,11970,0,10504,3126,1,5,31258,4,20,12,,1488,1671,1413,1352,1811,2032,2043,1625,1396,1632
261710,Antimony ores and concentrates,0,0,0,0,0,0,0,256,0,0,,65591,48068,32756,28789,23040,44726,70546,52476,43460,51864,,0,76,212,283,327,1228,1165,1018,688,679
261900,"Slag, dross, scalings and other waste from the manufacture of iron or steel (excluding granulated ...",243,593,1301,2654,817,1641,1792,0,0,0,,83024,104732,138122,16679,32492,77518,227113,104158,60380,92330,,148565,153645,137648,55290,50344,46645,44599,40414,21225,64922
262091,"Slag, ash and residues, containing antimony, beryllium, cadmium, chromium or their mixtures ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,130960,161643,21326,51292,0,4,0,224,5,0
262110,Ash and residues from the incineration of municipal waste,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,57,0,0,0,0,0,0,0
270710,"Benzol """"benzene"""" containing > 50% of benzene (excluding chemically defined)""""",0,0,0,0,0,0,0,0,0,0,,30908,37681,41213,37402,41839,39390,47208,40571,36293,38153,,45749,55179,73977,31649,27546,11976,9032,6634,3199,6444
271099,Waste oils containing mainly petroleum or bituminous minerals (excluding those containing polychlorinated ...,0,0,0,0,0,0,0,0,0,0,,467,273,64,52,107,3,0,6,0,0,,8,8,11,3,56,13,53,49,22,47
271210,Petroleum jelly,0,0,0,0,0,0,0,0,0,0,,12141,14417,13630,9927,10626,13956,14057,12944,10414,17645,,11990,12136,12983,13602,14269,12567,16528,15358,16441,16068
271490,"Bitumen and asphalt, natural; asphaltites and asphaltic rocks",0,0,0,0,0,0,0,0,0,0,,0,0,147,81,216,282,428,78,1171,61,,2234,2228,2392,2390,2370,2091,1802,2196,1707,1813
280470,Phosphorus,0,0,0,0,0,0,0,0,0,0,,2,22,14,14,105,149,116,176,223,228,,66387,59046,60142,59543,54471,59844,70610,72932,65799,85658
282735,Nickel chloride,0,0,0,0,0,0,0,0,0,0,,11,7,11,8,6,25,62,60,6,20,,8697,11478,14625,13162,13024,11037,18842,10297,6751,7758
282911,Chlorate of sodium,0,0,0,0,0,0,0,0,0,0,,17,0,0,2,0,9,1,9,9,9,,42274,38197,38702,63875,60890,34366,57120,4436,22739,28628
282990,Perchlorates; bromates and perbromates; iodates and periodates (excluding inorganic or organic ...,0,0,0,0,0,0,0,0,0,0,,36,35,16,87,52,1300,22,205,201,86,,8508,8162,4838,5284,3911,3703,4121,5525,2829,2596
283522,Mono- or disodium phosphate,0,0,0,0,0,0,0,0,0,0,,457,263,232,100,66,165,190,425,374,287,,1223,1048,870,1107,993,995,1416,1214,1156,1462
283529,"Phosphates (excluding phosphates of monosodium, disodium, potassium, calcium and mercury)",0,0,0,0,0,0,0,0,0,0,,757,466,444,345,430,615,933,849,892,1725,,3239,2315,3260,2897,3303,3400,3628,3507,3782,5863
283911,"Metasilicates of sodium, incl. commercial metasilicates",0,0,0,0,0,0,0,0,0,0,,152,341,180,66,162,190,141,256,155,134,,7965,7363,7888,7016,7362,8190,11530,9506,7526,11558
284019,"Disodium tetraborate """"refined borax"""" (excluding anhydrous)""""",0,0,0,0,0,0,0,0,0,0,,189,270,383,1023,801,1190,2044,1823,2147,2349,,22750,16837,15384,15296,13501,13065,12018,10603,9562,11671
284210,"Double or complex silicates of inorganic acids or peroxoacids, incl. aluminosilicates whether ...",0,0,0,0,0,0,0,0,0,0,,757,756,338,812,811,2851,1040,2778,3156,1180,,44075,48485,47578,36461,37360,45682,43554,47189,29309,40399
284330,"Gold compounds, inorganic or organic, whether or not chemically defined",0,0,0,0,0,0,0,0,0,0,,711,1511,703,0,0,5,2,225,91,58,,769,1083,371,446,806,198,1517,217,75,30
284410,"Natural uranium and its compounds; alloys, dispersions, incl. cermets, ceramic products and ...",0,0,0,0,0,0,0,0,0,0,,84397,78350,149658,225977,50048,22990,14543,3,77,0,,2436,2512,71536,321,0,1741,0,8,29,21
284420,"Uranium enriched in U 235 and its compounds: plutonium and its compounds; alloys, dispersions, ...",39212,0,37389,87694,0,0,0,0,4,0,,9,89,131,0,0,0,0,0,0,0,,934729,491005,230313,124908,26306,286018,408752,408,46,358
