Product code,Product label,India's imports from Japan-Value in 2012,India's imports from Japan-Value in 2013,India's imports from Japan-Value in 2014,India's imports from Japan-Value in 2015,India's imports from Japan-Value in 2016,India's imports from Japan-Value in 2017,India's imports from Japan-Value in 2018,India's imports from Japan-Value in 2019,India's imports from Japan-Value in 2020,India's imports from Japan-Value in 2021,Japan's exports to world- ,Japan's exports to world-Value in 2012,Japan's exports to world-Value in 2013,Japan's exports to world-Value in 2014,Japan's exports to world-Value in 2015,Japan's exports to world-Value in 2016,Japan's exports to world-Value in 2017,Japan's exports to world-Value in 2018,Japan's exports to world-Value in 2019,Japan's exports to world-Value in 2020,Japan's exports to world-Value in 2021,India's imports from world- ,India's imports from world-Value in 2012,India's imports from world-Value in 2013,India's imports from world-Value in 2014,India's imports from world-Value in 2015,India's imports from world-Value in 2016,India's imports from world-Value in 2017,India's imports from world-Value in 2018,India's imports from world-Value in 2019,India's imports from world-Value in 2020,India's imports from world-Value in 2021
840610,Steam and other vapour turbines for marine propulsion,133,0,0,0,0,2057,0,0,0,0,,1217,531,132,22945,36518,187,296,401,64,23,,10793,8881,3788,3839,2883,6676,59,376,1738,618
842611,Overhead travelling cranes on fixed support,2736,912,320,0,0,154,97,103,0,0,,7078,4771,4008,2230,1297,2425,1789,2114,1193,1341,,28769,26677,26147,9731,10634,12006,6938,14378,15501,20456
843020,"Snowploughs and snowblowers (excluding those mounted on railway wagons, motor vehicle chassis ...",0,0,0,0,0,0,0,0,5,0,,78395,46349,58944,9089,7677,6841,11420,14316,26186,26654,,6,501,760,423,142,124,1119,106,74,573
847432,Machines for mixing mineral substances with bitumen,0,0,0,0,0,0,0,0,0,0,,8823,10657,7373,6407,10044,7757,4260,5551,4814,7460,,10392,8711,3414,7405,244,683,800,2952,2298,303
847030,"Calculating machines, non-electronic",1,2,0,0,0,0,0,0,0,0,,118,0,568,14,98,87,178,0,249,20,,1482,882,2117,600,1009,220,260,892,461,572
845121,"Drying machines, of a dry linen capacity <= 10 kg (excluding centrifugal driers)",0,0,0,0,0,0,0,0,0,0,,4640,3389,4469,6264,15256,9522,10949,5600,7674,7644,,876,954,1137,1333,690,1333,1097,1534,1450,2669
845310,"Machinery for preparing, tanning or working hides, skins or leather (excluding drying machines, ...",0,10,0,0,0,57,0,0,0,0,,249,131,389,186,12,885,1210,2024,897,480,,10629,22273,23951,23834,20393,16668,16190,10931,5689,6825
845610,"Machine tools for working any material by removal of material, operated by laser or other light ...",4505,3284,4789,13854,18723,4345,0,0,0,0,,745602,651442,763116,645654,643432,0,0,0,0,0,,44597,74760,72930,78757,103832,25193,0,0,0,0
846410,"Sawing machines for working stone, ceramics, concrete, asbestos-cement or like mineral materials ...",2066,4,35,1033,113,110,43,6,0,0,,9265,14520,6834,11553,11253,5124,4323,5021,1029,4328,,17904,16971,24163,13406,17026,20363,21243,15619,16639,22463
846591,"Sawing machines for working wood, cork, bone, hard rubber, hard plastics or similar hard materials ...",10,15,99,67,0,76,2,0,16,0,,12810,6050,7646,5043,8157,6515,6418,6792,6314,7465,,4989,3988,6720,7017,4519,6498,8724,8436,7151,13038
844513,Drawing or roving machines,0,0,0,0,0,0,0,0,0,0,,75035,39165,19853,14917,8952,15768,11781,5769,2458,12365,,2524,2794,1512,5448,6374,11469,1748,556,609,706
843629,"Poultry-keeping machinery (excluding machines for sorting or grading eggs, poultry pickers ...",20,0,3,0,0,3,0,0,0,0,,88,279,170,77,50,0,0,0,2178,8204,,11229,7781,9177,2820,4286,4396,11053,13327,7842,10593
843820,"Machinery for the industrial preparation or manufacture of confectionery, cocoa or chocolate ...",2,0,0,0,0,0,1277,695,0,0,,26861,37662,22368,17766,19972,21377,29344,20137,31565,25261,,32428,43203,38036,68064,17263,28307,27302,24633,32098,29241
843830,"Machinery for sugar manufacture (excluding centrifuges and filtering, heating or refrigerating ...",0,93,0,697,2,0,380,0,0,0,,365,0,0,0,0,0,0,500,2389,0,,10675,3527,6637,3816,2882,3628,4600,2863,1212,3108
851020,Hair clippers with self-contained electric motor,122,0,0,0,0,0,0,0,0,0,,36710,42317,47485,46684,43599,40340,37457,30645,44036,44908,,2218,7528,14616,28133,23921,21893,28790,47273,49757,60441
851030,Hair-removing appliances with self-contained electric motor,0,17,11,0,0,0,0,0,0,0,,409,520,954,685,520,1346,28,19,35,501,,4771,5494,6140,8275,5898,9503,13251,14959,21994,19738
847751,Machinery for moulding or retreading pneumatic tyres or for moulding or otherwise forming inner ...,2027,1621,5538,282,0,2255,3480,0,0,0,,38712,44248,53585,36176,24173,21224,29473,38342,17449,10307,,21286,20774,53722,19445,35195,49699,31123,100479,39341,65652
847971,"Passenger boarding bridges, of a kind used in airports",0,0,0,0,0,0,0,0,0,0,,0,0,138,741,694,0,0,0,0,0,,0,4292,8104,5071,1132,1365,5102,2601,4395,1461
860290,Rail locomotives (excluding those powered from an external source of electricity or by accumulators ...,0,0,0,0,0,0,0,0,0,0,,17868,66,135,6626,6630,0,593,45,294,0,,6013,2107,2096,1209,0,7041,3100,1674,1401,1099
860500,"Railway or tramway passenger coaches, luggage vans, post office coaches and other special purpose ...",0,0,0,0,0,0,0,0,0,0,,58575,163529,12460,126149,396272,386321,439204,164796,86413,98573,,32,197,186,0,1564,514,995,24,0,4
860791,"Parts of railway or tramway locomotives, n.e.s.",5625,0,0,0,207,0,0,0,0,0,,1432,4011,918,4543,4401,5984,4050,4063,5672,8396,,63064,20590,16463,24409,20035,27114,24667,24046,20339,11621
860800,"Railway or tramway track fixtures and fittings (excluding sleepers of wood, concrete or steel, ...",18,166,7,49,232,0,46,68,0,0,,25042,29745,37055,36476,21620,21440,48601,63279,8485,25383,,9196,17975,7611,11975,14129,15616,16843,13025,11970,9245
852871,"Reception apparatus for television, whether or not incorporating radio-broadcast receivers ...",1751,51,27,2,5,32,0,2,0,0,,5256,11781,21706,23496,18214,17876,16897,9964,4512,1880,,410527,600457,338131,495124,504034,404262,415089,465291,220606,269382
851671,"Electro-thermic coffee or tea makers, for domestic use",15,3,2,4,0,0,1,0,0,0,,69,167,174,291,109,230,90,41,505,304,,9286,8397,9808,7235,6356,5084,6821,9846,7778,10001
521120,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,3,0,7,0,0,27,2,0,0,,4454,4340,6877,6449,6732,3317,3037,3829,1623,1389,,1063,457,227,632,294,396,532,599,122,266
521215,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,43,0,0,4,0,0,1,1,0,,1941,1146,1144,655,650,599,587,513,387,349,,1298,878,348,210,135,352,485,383,408,874
530390,"Jute and other textile bast fibres, processed but not spun; tow and waste of such fibres, incl. ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,11,0,0,0,,30,248,5401,7066,5740,807,4609,288,281,212
530710,Single yarn of jute or of other textile bast fibres of heading 5303,0,0,0,0,0,0,0,0,0,0,,110,263,114,63,25,3,4,0,0,0,,40361,48471,45452,55131,58940,20225,21745,26947,20674,26359
530921,"Woven fabrics of flax, containing predominantly, but < 85% flax by weight, unbleached or bleached",0,0,0,7,3,0,0,0,0,0,,389,426,530,537,386,277,422,336,406,137,,78,174,254,1222,166,150,318,756,412,712
531010,"Woven fabrics of jute or of other textile bast fibres of heading 5303, unbleached",0,0,0,1,0,0,0,0,0,0,,40,6,16,0,3,0,0,0,0,0,,10472,16006,25701,34822,12868,52994,56572,81058,65205,77689
540231,"Textured filament yarn of nylon or other polyamides, with a linear density of <= 50 tex per ...",6,0,0,0,0,2,0,0,0,0,,4962,5767,3515,3093,3906,4152,5680,7790,7708,11292,,2775,3218,3630,3953,3161,3194,4362,4073,2928,5369
510119,"Greasy wool, incl. fleece-washed wool, neither carded nor combed (excluding shorn wool)",255,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,247841,232790,239381,201613,181706,194771,215585,158612,80116,105692
510219,"Fine animal hair, neither carded nor combed (excluding wool and hair of Kashmir """"cashmere"""" ...""",0,0,0,0,0,0,0,0,0,0,,14,0,0,5,2,11,3,0,23,0,,774,768,1533,675,1056,1288,658,1013,1494,2101
510320,"Waste of wool or of fine animal hair, incl. yarn waste (excluding noils and garnetted stock)",0,0,0,0,0,0,0,0,0,0,,8,0,0,0,0,0,0,0,0,0,,735,457,737,811,630,539,5589,1577,14,52
510510,"Wool, carded",0,0,0,0,0,0,0,0,0,0,,24,24,3,2,11,38,385,326,0,0,,59,18,34,12,1,0,1,31,1,4
510529,"Wool, combed (excluding that in fragments """"open tops"""")""""",0,0,0,0,0,0,0,0,0,0,,995,581,846,501,616,491,426,326,273,226,,4019,3587,4787,6318,5799,10492,17653,16962,8312,11624
510720,"Yarn of combed wool containing predominantly, but < 85% wool by weight (excluding that put ...",10,5,5,8,19,0,7,1,314,0,,1943,1172,1229,1049,1175,1010,2411,2897,1890,2670,,959,380,547,994,558,443,619,1945,802,465
520511,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear ...""",0,119,1,2,16,4,0,17,8,0,,1287,1068,1728,1077,920,2131,4462,3630,1206,1825,,3507,3795,2776,3006,4273,4131,3504,652,914,609
520513,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,127,152,260,93,129,157,94,64,100,194,,2588,545,97,87,45,261,42,4,0,216
520526,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,3,4,392,199,646,1049,1053,733,226,3,,632,523,217,376,1544,1631,795,698,7,406
520528,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,16,43,10,14,78,17,112,43,17,21,,24688,40360,30830,33472,33185,10454,746,271,305,1122
520615,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres ...""",0,0,0,0,0,0,0,0,0,0,,22,41,114,53,26,10,39,21,19,3,,3,0,0,0,0,0,0,6,0,0
520632,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,134,75,30,174,144,47,70,86,70,93,,0,0,0,0,47,3,11,12,128,136
520644,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,43,174,28,59,18,36,44,141,78,76,,0,0,0,3,0,0,2,12,0,0
520822,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 ...",2,0,3,0,0,9,2,21,0,0,,8662,8418,5204,4039,4026,3065,2772,2916,2107,2289,,1170,1673,6030,3865,2658,3401,4060,2117,1476,1948
550962,"Yarn containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,477,331,287,201,136,173,263,181,83,93,,1,1,43,11,1,89,46,5,1,3
550951,"Yarn containing predominantly, but < 85% polyester staple fibres by weight, mixed principally ...",204,0,0,0,0,0,0,0,0,0,,502,144,46,23,41,105,37,116,215,53,,26702,49695,61578,39441,8275,31129,40592,31213,35947,36276
540810,"Woven fabrics of high-tenacity viscose yarn, incl. monofilament of >= 67 decitex and a maximum ...",0,0,0,3,0,0,0,0,0,0,,209,136,277,358,302,207,1072,507,978,1085,,294,177,379,260,331,339,513,268,192,724
540834,"Woven fabrics of yarn containing predominantly, but < 85% artificial filament by weight, incl. ...",22,1,0,3,0,4,1,3,9,0,,2219,2265,2476,1814,2709,1986,2949,2197,1296,1076,,701,455,1638,1033,1274,619,902,5227,3074,2587
490300,"Children's picture, drawing or colouring books",2,0,0,0,1,0,0,0,3,0,,555,499,454,548,395,485,399,411,528,419,,642,653,892,519,740,969,1121,2256,2073,2921
540331,"Yarn of viscose rayon filament, incl. monofilament of < 67 decitex, single, untwisted or with ...",3846,3810,4157,3767,0,0,1,19,3,0,,1000,916,664,595,603,501,387,408,212,148,,51527,107838,90002,46437,37434,49177,83333,124308,114706,215000
540773,"Woven fabrics of yarn containing >= 85% synthetic filament by weight, incl. monofilament of ...",0,0,0,0,4,0,0,7,0,0,,3848,3665,2571,2092,2252,2519,2734,2441,1564,610,,416,2022,889,1237,1237,958,994,681,426,399
540791,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",0,0,0,0,0,0,0,129,0,0,,24833,24599,20104,24115,28392,25812,20530,24841,23493,23922,,65,27,32,27,52,134,10,309,38,65
570390,"Carpet tiles of vegetable textile materials or coarse animal hair, tufted """"needle punched"""", ...""",2,0,38,21,57,1,32,2,0,0,,5,17,7,59,53,44,13,15,22,112,,1337,2510,2386,3890,2356,3375,4048,2045,1018,1275
570420,"Floor tiles, of felt, not tufted or flocked, with an area of > 0,3 m©÷ but <= 1 m©÷",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,31,13,48,32,149
580125,"Cut warp pile fabrics, of cotton (excluding terry towelling and similar woven terry fabrics, ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
580219,"Terry towelling and similar woven terry fabrics, of cotton (excluding unbleached, narrow woven ...",0,0,0,0,0,0,0,0,0,0,,51,109,32,234,84,285,36,148,189,397,,0,0,0,1,35,8,8,18,27,15
580300,Gauze (excluding narrow woven fabrics of heading 5806),0,0,0,0,0,0,0,0,0,0,,13086,13289,14086,14319,13932,13277,12353,14432,12609,15175,,198,832,207,305,314,166,505,510,807,1100
551412,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,2007,1261,1738,1600,1778,1761,1774,2417,1706,1359,,232,178,3,5,104,214,161,300,197,180
551419,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",4,0,0,0,0,0,0,0,0,0,,458,981,617,1278,913,213,335,225,145,190,,233,519,123,13,20,58,46,69,91,114
551449,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,48,50,31,13,5,41,7,22,37,38,,35,0,60,0,1,2,20,5,23,11
600110,"""Long pile"""" fabrics, knitted or crocheted""""",0,12,0,0,0,0,0,0,0,0,,454,601,656,395,520,515,821,580,581,518,,4396,3883,5661,5192,6844,7525,12399,11183,4803,8825
600122,"Looped pile fabrics of man-made fibres, knitted or crocheted",0,0,0,0,0,0,0,0,0,0,,6764,6299,4412,3857,3951,3593,4703,5527,5301,5541,,465,664,585,664,700,576,2075,4333,3410,4732
600240,"Knitted or crocheted fabrics, of a width of <= 30 cm, containing >= 5% by weight elastomeric ...""",0,0,0,0,0,0,0,0,0,0,,33193,25024,20472,18026,20453,18050,17370,18139,13994,12823,,322,875,610,354,50,114,451,708,678,2102
600290,"Knitted or crocheted fabrics, of a width of <= 30 cm, containing >= 5% by weight elastomeric ...""",6,2,17,27,7,2,0,0,0,0,,24,32,268,29,27,9,7,15,0,5,,2427,2177,3729,4962,5890,2757,660,803,339,644
600522,"Dyed cotton warp knit fabrics """"incl. those made on galloon knitting machines"""", of a width ...""",0,0,0,2,0,12,0,0,10,0,,3936,2938,3609,3322,2620,2487,2016,1514,1157,1402,,1146,1378,1385,1578,1640,1491,845,853,4522,5160
600524,"Printed cotton warp knit fabrics """"incl. those made on galloon knitting machines"""", of a width ...""",0,0,0,0,0,0,20,16,0,0,,118,166,273,142,75,150,101,59,62,37,,3,3,5,4,1,44,24,30,9,72
590290,"Tyre cord fabric of high-tenacity viscose rayon yarn, whether or not dipped in rubber or plastic",0,0,51,43,53,0,0,13,5,0,,13390,11081,11812,11760,10669,12218,10523,10984,7606,8037,,655,450,512,563,790,547,1034,848,779,1410
600634,"Printed fabrics, knitted or crocheted, of synthetic fibres, of a width of > 30 cm (excluding ...""",10,0,13,76,0,0,0,0,0,0,,18340,11725,9199,6593,9841,7690,6717,7821,8636,8763,,10591,8930,19223,21273,20656,18740,26157,33511,28275,37284
600643,"Fabrics, knitted or crocheted, of artificial fibres, of yarns of different colours, of a width ...""",0,0,0,0,0,0,0,0,0,0,,17429,5494,5480,3759,3482,2711,3082,1986,631,667,,197,1376,936,810,587,1011,2052,1632,337,736
610120,"Overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, wind-jackets ...",0,0,0,0,1,0,0,0,0,0,,161,213,278,448,1534,923,878,844,449,428,,84,131,176,930,1618,1905,2016,2964,2312,3125
610332,"Men's or boys' jackets and blazers of cotton, knitted or crocheted (excluding wind-jackets ...",2,0,0,0,2,2,5,0,0,0,,515,287,205,283,221,276,350,477,442,655,,437,887,569,574,1146,1155,2712,2119,780,1053
610431,"Women's or girls' jackets and blazers of wool or fine animal hair, knitted or crocheted (excluding ...",0,0,0,0,0,0,0,0,0,0,,498,692,324,266,292,224,276,464,63,214,,24,33,32,29,15,32,13,16,23,21
610839,"Women's or girls' nightdresses and pyjamas of textile materials, knitted or crocheted (excluding ...",18,0,0,0,0,0,0,0,0,0,,21,0,21,0,0,0,0,0,0,4,,200,667,261,408,905,1004,1615,2451,2459,3545
610891,"Women's or girls' n?glig?s, bathrobes, dressing gowns, housejackets and similar articles of ...",0,0,0,0,0,0,0,0,0,0,,114,114,250,79,127,155,99,223,49,103,,37,56,15,13,35,37,66,57,29,10
611300,"Garments, knitted or crocheted, rubberised or impregnated, coated or covered with plastics ...",0,0,0,0,0,0,2,0,0,0,,164,158,415,319,302,285,459,555,133,372,,270,77,208,261,230,433,409,713,661,756
611699,"Gloves, mittens and mitts, of textile materials, knitted or crocheted (excl. of wool, fine ...",15,13,1,0,3,8,5,3,1,0,,26,33,10,21,25,7,68,2,35,21,,7148,4130,3663,5370,4094,3798,4798,6537,7268,6473
620192,"Men's or boys' anoraks, windcheaters, wind jackets and similar articles, of cotton (not knitted ...",1,0,0,0,0,0,0,1,0,0,,1171,824,840,1102,1691,1953,2462,3658,3873,3031,,577,668,698,892,646,870,1920,3430,2546,3054
620329,"Men's or boys' ensembles of textile materials (excluding of cotton or synthetic fibres, knitted ...",0,0,0,0,0,0,0,0,0,0,,11,0,18,4,4,48,0,20,6,17,,137,362,1052,1948,1446,59,97,138,48,15
620429,"Women's or girls' ensembles of textile materials (excluding of wool, fine animal hair, cotton ...",0,0,0,0,0,5,0,0,0,0,,31,0,2,7,2,15,7,0,0,0,,36,50,13,72,18,308,118,1307,135,136
620431,"Women's or girls' jackets and blazers of wool or fine animal hair (excluding knitted or crocheted, ...",1,0,0,0,0,0,0,0,0,0,,5239,3706,3063,2949,2957,3341,4040,3851,3830,2981,,209,293,303,304,179,232,204,433,255,336
631010,"Used or new rags, scrap twine, cordage, rope and cables and worn-out articles thereof, of textile ...",0,0,0,0,0,0,0,0,0,0,,3613,3493,3509,3585,2208,2184,1652,1896,1705,887,,7054,10889,13782,15971,16676,19556,33903,73795,78219,112230
621290,"Corsets, braces, garters, suspenders and similar articles and parts thereof, incl. parts of ...",1,0,0,0,0,1,0,0,0,0,,9321,7877,8393,5969,7780,10640,7978,6832,3960,3682,,792,774,1455,3439,4288,6171,14311,18074,6104,10246
621490,"Shawls, scarves, mufflers, mantillas, veils and similar articles of textile materials (excluding ...",3,0,0,0,0,2,2,0,2,0,,998,960,1276,903,618,789,411,446,351,633,,472,641,818,584,522,722,428,3036,7098,3442
690740,Finishing ceramics (excl. refractory),0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,165,447,265,163,206,,0,0,0,0,0,11585,7906,4428,3925,2204
691410,"Ceramic articles of porcelain or china, n.e.s.",6,0,0,0,0,160,5,0,0,0,,1398,2061,1904,1148,895,783,1547,1190,1985,5015,,731,594,328,702,543,2645,884,1888,833,765
690410,"Building bricks (excluding those of siliceous fossil meals or similar siliceous earths, and ...",0,0,0,0,0,0,0,0,7,0,,37,100,366,43,81,394,94,148,14,98,,2,38,1,13,1,20,66,364,552,1001
620799,"Men's or boys' singlets and other vests, bathrobes and dressing gowns of textile materials ...",0,0,0,0,0,3,1,0,0,0,,36,22,4,23,22,54,42,14,5,34,,1871,793,407,207,138,64,126,96,84,209
620819,"Women's or girls' slips and petticoats of textile materials (excluding man-made fibres, knitted ...",0,0,0,0,0,3,2,4,0,0,,4,3,8,7,2,15,0,0,2,11,,63,123,97,65,195,49,60,151,66,208
621120,Ski suits (excluding knitted or crocheted),0,0,0,0,0,0,0,0,0,0,,50,94,27,76,70,199,24,30,30,27,,50,28,105,78,17,21,47,68,76,10
621139,"Men's or boys' tracksuits and other garments, n.e.s. of textile materials (excluding of cotton ...",0,0,0,0,0,0,0,0,8,0,,330,264,1219,543,570,327,572,260,282,351,,319,392,288,215,250,410,469,405,395,319
620711,Men's or boys' underpants and briefs of cotton (excluding knitted or crocheted),0,0,0,0,0,0,0,0,0,0,,389,132,139,107,82,58,83,186,128,259,,358,537,285,323,418,395,731,573,279,478
640420,Footwear with outer soles of leather or composition leather and uppers of textile materials ...,0,0,0,0,0,2,0,0,0,0,,449,283,149,92,111,72,86,60,39,156,,233,126,116,536,348,562,1139,1140,1534,2690
660191,Umbrellas having a telescopic shaft (excluding toy umbrellas),0,0,0,0,0,0,0,0,0,0,,368,132,217,512,567,846,2162,1253,1167,603,,23,1220,1387,2288,2901,2175,1041,2139,1163,1165
670419,"False beards, eyebrows and eyelashes, switches and the like, of synthetic textile materials ...",0,0,0,0,0,0,0,0,0,0,,2573,1602,1543,1215,941,820,846,964,641,1278,,102,93,104,144,173,203,333,339,295,997
680210,"Tiles, cubes and other processed articles of natural stone, incl. slate, for mosaics and the ...",0,0,0,0,0,0,3,0,0,0,,1934,4175,3608,2142,5292,4296,4474,2190,2,46,,129,74,124,44,27,68,1039,786,207,72
680223,"Granite and articles thereof, simply cut or sawn, with a flat or even surface (excluding with ...",14,9,13,6,11,0,0,1,0,0,,141,108,234,498,191,323,358,144,35,201,,13914,15526,11009,11699,8147,6500,6812,6367,2022,2310
680229,"Monumental or building stone and articles thereof, simply cut or sawn, with a flat or even ...",3,1,2,0,0,0,0,0,0,0,,88,9,213,53,37,123,75,64,89,97,,601,601,443,327,489,282,141,588,292,318
681292,"Paper, millboard and felt of asbestos or of mixtures with a basis of asbestos or a basis of ...",0,6,4,1,0,1,0,0,0,0,,0,4,0,0,0,0,0,0,0,0,,307,207,158,193,134,107,156,158,133,124
701932,"Thin sheets """"voiles"""" of irregularly laminated glass fibres""""",0,0,0,1,2,0,0,0,0,0,,32477,42191,39546,21390,17026,15687,9133,8356,7776,8608,,2410,2859,2792,3365,4834,5641,5064,4759,6051,6167
700490,"Sheets of glass, drawn or blown, but not otherwise worked (excluding glass coloured throughout ...""",348,169,120,59,126,12,0,0,7,0,,2356794,1487443,1043718,678380,578692,519523,527255,473315,441043,469352,,10107,12957,14074,10718,8889,7602,5391,6528,4551,5227
720280,Ferro-tungsten and ferro-silico-tungsten,0,0,0,0,0,0,0,0,0,0,,265,310,364,193,58,54,86,89,267,81,,827,322,1645,494,85,73,955,127,253,132
710510,"Dust and powder of diamonds, incl. synthetic diamonds",62,0,0,1,2,2,2,1,1,0,,6716,5296,5945,5388,3883,6862,5950,2966,3492,4283,,24381,21657,23686,21017,21845,29790,30383,25697,23464,37642
711320,"Articles of jewellery and parts thereof, of base metal clad with precious metal (excluding ...",0,0,0,0,0,0,0,0,0,0,,44,85,32,37,103,144,101,301,488,1164,,68,17,5,85,177,109,117,97,128,211
711411,"Articles of goldsmiths' or silversmiths' wares or parts thereof, of silver, whether or not ...",39,10,25,0,0,0,0,0,0,0,,4799,5251,5991,4355,4676,6134,5375,4650,2265,4745,,2673,2020,1729,757,885,800,2294,1724,1652,1567
