Product code,Product label,"United States of America's imports from Taipei, Chinese-Value in 2012","United States of America's imports from Taipei, Chinese-Value in 2013","United States of America's imports from Taipei, Chinese-Value in 2014","United States of America's imports from Taipei, Chinese-Value in 2015","United States of America's imports from Taipei, Chinese-Value in 2016","United States of America's imports from Taipei, Chinese-Value in 2017","United States of America's imports from Taipei, Chinese-Value in 2018","United States of America's imports from Taipei, Chinese-Value in 2019","United States of America's imports from Taipei, Chinese-Value in 2020","United States of America's imports from Taipei, Chinese-Value in 2021","Taipei, Chinese's exports to world- ","Taipei, Chinese's exports to world-Value in 2012","Taipei, Chinese's exports to world-Value in 2013","Taipei, Chinese's exports to world-Value in 2014","Taipei, Chinese's exports to world-Value in 2015","Taipei, Chinese's exports to world-Value in 2016","Taipei, Chinese's exports to world-Value in 2017","Taipei, Chinese's exports to world-Value in 2018","Taipei, Chinese's exports to world-Value in 2019","Taipei, Chinese's exports to world-Value in 2020","Taipei, Chinese's exports to world-Value in 2021",United States of America's imports from world- ,United States of America's imports from world-Value in 2012,United States of America's imports from world-Value in 2013,United States of America's imports from world-Value in 2014,United States of America's imports from world-Value in 2015,United States of America's imports from world-Value in 2016,United States of America's imports from world-Value in 2017,United States of America's imports from world-Value in 2018,United States of America's imports from world-Value in 2019,United States of America's imports from world-Value in 2020,United States of America's imports from world-Value in 2021
30699,"Crustaceans, fit for human consumption, whether in shell or not, dried, salted, smoked or in ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1310,2894,338,135,717,,0,0,0,0,0,399,755,359,570,817
30731,"Live, fresh or chilled, not smoked, mussels """"Mytilus spp., Perna spp."""", with or without ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,7,12,1,0,0,,40720,41284,39214,35625,39032,38195,37058,36851,27997,38641
30791,"Live, fresh or chilled molluscs, even in shell (excl. oysters, scallops of the genera Pecten, ...""",0,0,0,0,0,0,0,0,3,0,,4150,3165,554,556,412,6,6,12,289,96,,5490,10118,6626,6877,8823,6223,9151,8599,4535,8375
40510,Butter (excluding dehydrated butter and ghee),0,3,0,0,0,0,0,0,0,0,,75,67,129,126,37,28,100,46,12,27,,37583,40610,71169,112064,130924,169081,239988,291742,276857,347736
40811,"Dried egg yolks, whether or not sweetened",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,60,6,3,0,2,,206,4,31,3879,2642,663,0,14,0,57
50710,"Ivory, unworked or simply prepared, its powder and waste (excluding cut to shape)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,9,0,0,0,0,,281,187,181,251,415,292,336,347,290,406
60315,"Fresh cut lilies """"Lilium spp."""" and buds, of a kind suitable for bouquets or for ornamental ...""",0,0,0,0,0,0,0,0,0,0,,0,1,83,95,171,231,192,189,107,90,,40020,41174,40432,44921,52497,58676,64539,67079,67168,91979
20130,"Fresh or chilled bovine meat, boneless",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,1,7,1,698,,1269933,1328900,2045061,2486568,2253482,2268275,2465669,2838602,3001432,3960336
20322,"Frozen hams, shoulders and cuts thereof of swine, with bone in",0,0,0,0,0,0,0,0,0,0,,1,2,6,4,5,7,10,10,4449,47,,7640,9733,12422,11166,13811,40275,36073,17256,27395,29412
20422,"Fresh or chilled cuts of sheep, with bone in (excluding carcases and half-carcases)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,239958,250806,281466,278138,278460,311511,348967,370461,382908,507798
20443,Frozen boneless cuts of sheep,0,0,0,0,0,0,0,0,0,0,,0,2,2,4,0,0,0,0,4,0,,47300,69146,87052,85405,88056,113423,134201,133149,118632,171694
20649,"Edible offal of swine, frozen (excluding livers)",0,0,0,0,0,0,0,0,0,0,,20,87,150,137,531,94,164,167,840,158,,15611,20581,27050,21450,20762,29631,29640,32449,23351,36646
20711,"Fresh or chilled fowls of the species Gallus domesticus, not cut in pieces",0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,,7950,8528,8981,8925,7820,8015,8665,7617,5746,9335
20724,"Fresh or chilled turkeys of the species domesticus, not cut in pieces",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1266,529,465,480,561,430,598,524,1013,1050
20745,Frozen cuts and edible offal of domestic ducks,0,0,0,0,0,0,0,0,0,0,,0,419,2518,1529,595,1508,2737,623,120,70,,4599,3825,4406,5640,6872,5972,8218,8576,8269,11760
20755,Frozen cuts and edible offal of domestic geese,0,0,0,0,0,0,0,0,0,0,,0,2,33,79,22,1,16,0,4,2,,0,0,0,0,0,0,92,0,0,0
20760,"Meat and edible offal of domestic guinea fowls, fresh, chilled or frozen",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,722,0,45,0,30,0,0,0,0,0
20840,"Fresh, chilled or frozen meat and edible offal of whales, dolphins and porpoises (mammals of ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
20850,"Fresh, chilled or frozen meat and edible offal of reptiles """"e.g. snakes, turtles, crocodiles""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,151,64,101,103,33,85,90,41,39,48
21099,"Meat and edible offal, salted, in brine, dried or smoked, and edible flours and meals of meat ...""",0,0,0,0,0,0,0,0,0,0,,88,165,239,19,30,13,22,10,33,10,,789,602,1674,2360,2258,1968,2262,2993,2639,3497
30211,"Fresh or chilled trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,15093,17601,18848,39769,61935,47069,53494,58233,77546,95986
30213,"Fresh or chilled Pacific salmon """"Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,30370,44259,85465,47047,56828,54168,75807,61207,58950,79360
30222,"Fresh or chilled plaice """"Pleuronectes platessa""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,25,52,0,45,310,71,70,18,135,60
30224,"Fresh or chilled turbot """"Psetta maxima""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1090,1002,1223,1189,854,986,1295,1372,703,1130
30247,"Fresh or chilled swordfish """"Xiphias gladius""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,,53227,60473,69902,72947,75981,64351,68320,63562,45855,63430
300331,"Medicaments containing insulin, not in measured doses or put up for retail sale",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,3293,2896,3,12,13,22,15,16,36,43
300620,Reagents for determining blood groups or blood factors,15,24,0,0,225,198,265,25,0,0,,0,0,0,0,0,0,0,0,0,0,,19370,28671,26213,24369,26702,48049,44865,44491,49217,50218
300630,Opacifying preparations for x-ray examinations; diagnostic reagents for administration to patients,0,0,0,0,0,3,0,0,0,0,,69,27,154,226,412,471,377,720,597,1127,,648102,654410,665423,723396,783211,838438,915633,940876,984939,984383
293711,"Somatropin, its derivatives and structural analogues, used primarily as hormones",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,11054,21781,12237,10347,14733,5056,22981,5245,11570,12089
293352,"Malonylurea """"barbituric acid"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1062,1544,959,877,1602,1068,1984,1161,943,1665
293500,Sulphonamides,20,89,200,72,355,0,0,0,0,0,,1052,662,162,291,1221,0,0,0,0,0,,2896437,3017786,3603149,4342524,4189018,0,0,0,0,0
292243,Anthranilic acid and its salts,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,82,148,121,131,113,56,134,60,123,275
292521,"Chlordimeform """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,245,145,12,64,200,57,54,14,0,0
293132,Dimethyl propylphosphonate,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,68,0,0,438,752
293293,Piperonal,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,7659,7588,9008,9420,7974,6862,10942,12257,10105,10935
292024,Triethyl phosphite,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,4,,0,0,0,0,0,95,119,119,63,95
292112,Diethylamine and its salts,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,117,43,1106,116,59
292122,Hexamethylenediamine and its salts,0,0,0,0,0,0,0,0,0,0,,331,705,257,229,248,419,911,2198,614,3176,,1582,1799,1658,1553,2099,2072,2215,1723,1413,1718
292145,"1-Naphthylamine """"alpha-naphthylamine"""", 2-naphthylamine """"beta-naphthylamine"""" and their ...""",0,0,0,0,0,0,0,0,0,0,,163,0,0,0,0,18,38,76,73,20,,9196,9304,9746,14245,14089,8760,10367,6855,8456,18379
290611,Menthol,0,0,0,0,0,0,3,0,0,0,,66,2,2,275,12,17,327,18,47,0,,152302,115240,92415,78086,78078,75862,127191,117289,117348,86276
290621,Benzyl alcohol,0,0,0,37,0,0,0,0,0,0,,232,253,371,408,552,671,509,403,273,3,,24584,30184,35054,28360,23451,23523,34627,23699,28542,32896
290711,"Phenol """"hydroxybenzene"""" and its salts""""",0,0,0,0,0,0,0,0,70,0,,211919,192934,140065,86216,90515,22996,26886,56641,123911,109960,,1220,5292,2610,1832,932,1225,2301,1562,2482,2199
290721,Resorcinol and its salts,0,0,0,0,0,0,0,0,0,0,,199,226,77,50,31,71,185,299,52,27,,10330,12072,11185,7813,12350,27663,67528,42402,37655,66617
290819,"Derivatives containing only halogen substituents and their salts, of phenols or phenol-alcohols ...",0,0,0,0,0,0,0,0,0,0,,4172,4926,4122,3112,7291,21770,8845,6938,5511,5122,,22849,27073,23708,20979,22578,23043,20297,14132,19223,17295
290920,"Cyclanic, cyclenic or cycloterpenic ethers and their halogenated, sulphonated, nitrated or ...",0,0,0,0,0,0,0,0,0,0,,74,37,54,9,83,12,3,18,23,10,,7070,9057,9502,11803,10939,9042,8918,5684,6229,8841
291020,"Methyloxirane """"propylene oxide""""""""",0,0,0,0,0,0,0,0,0,0,,14194,6761,3799,3023,3136,3670,2882,1834,4249,1542,,0,7,19,12190,1568,0,6325,41,18,11
291040,"Dieldrin """"ISO"""" """"INN""""""""",0,0,0,0,0,0,0,0,0,0,,0,20,93,0,0,0,0,0,0,0,,32,0,0,0,0,0,0,4,0,0
291229,"Cyclic aldehydes, without other oxygen function (excluding benzaldehyde)",0,0,0,0,0,0,0,0,0,0,,0,87,289,453,401,600,897,472,752,433,,78349,90347,89871,86167,75814,83565,88374,98799,87963,90525
291250,Cyclic polymers of aldehydes,0,0,0,0,0,0,0,0,0,0,,0,20,8,39,12,6,6,11,0,0,,2771,2343,2624,1825,1880,1721,1497,1560,1553,2780
320300,"Colouring matter of vegetable or animal origin, incl. dye extracts (excluding animal black), ...",89,129,22,74,47,18,192,0,153,0,,3754,2001,2269,1794,4019,4349,3348,3008,2702,3009,,168601,166493,148686,152357,174079,178701,198813,176255,213049,236161
320641,Ultramarine and preparations based thereon of a kind used for colouring any material or produce ...,22,5,21,9,16,0,0,0,0,0,,89,212,106,93,148,132,318,121,227,222,,18493,18441,19877,21122,13708,14940,17682,16184,12148,16361
310229,Double salts and mixtures of ammonium sulphate and ammonium nitrate (excluding goods of this ...,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,63,31,139,291,855,1448,7828,877,2887,4631
310230,"Ammonium nitrate, whether or not in aqueous solution (excluding that in pellet or similar forms, ...",0,0,0,0,0,0,0,0,0,0,,3,0,4,3,0,27,1,0,4,7,,256671,197059,185599,145110,88616,67313,116564,108825,55846,100162
310310,"Superphosphates (excluding those in tablets or similar forms, or in packages with a gross weight ...",0,0,0,0,0,0,0,0,0,0,,52,2,12,0,1,0,0,0,0,0,,116302,93587,147042,81027,92400,0,0,0,0,0
310420,"Potassium chloride for use as fertiliser (excluding that in tablets or similar forms, or in ...",0,0,0,0,0,0,0,0,0,0,,2,2,42,2530,547,12,22,23,8,0,,3528540,3445324,3030838,3330281,2098051,2553786,2786227,2893931,2562613,3893082
310510,"Mineral or chemical fertilisers of animal or vegetable origin, in tablets or similar forms, ...",0,9,7,0,14,0,0,0,0,0,,814,1210,745,671,659,794,753,536,451,571,,17204,24415,29958,35345,30309,31924,27422,32849,47865,55034
310551,"Mineral or chemical fertilisers containing nitrates and phosphates (excluding ammonium dihydrogenorthophosphate ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,0,0,0,0,0,,1320,1265,11291,43261,12674,3137,1850,910,995,2548
340520,"Polishes, creams and similar preparations, for the maintenance of wooden furniture, floors ...",0,0,0,0,0,0,0,0,0,0,,554,449,371,493,561,387,593,494,407,472,,10060,13191,11173,11850,10842,10931,8064,6723,6611,6693
382450,Non-refractory mortars and concretes,0,0,36,6,0,0,0,0,0,0,,155,91,131,63,42,41,49,139,199,210,,36753,39961,42653,43337,47211,51406,61025,61075,67313,78549
382471,"Mixtures containing chlorofluorocarbons """"CFCs"""", whether or not containing hydrochlorofluorocarbons ...""",0,0,0,0,0,0,0,0,0,0,,46,24,17,46,23,11,14,16,30,10,,617,592,298,75,285,229,486,112,41,77
382490,"Chemical products and preparations of the chemical or allied industries, incl. those consisting ...",3743,5306,8672,9622,7979,0,0,0,0,0,,959540,1045223,1104628,985380,903160,12647,0,0,0,0,,1916058,1960891,2563460,2672672,2496335,0,0,0,0,0
382530,Clinical waste,0,0,0,3,55,12,0,9,0,0,,0,0,0,0,0,0,0,0,0,0,,23,25,323,433,1524,981,92,160,154,489
382561,"Wastes from chemical or allied industries, mainly containing organic constituents (excluding ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,807,1547,3743,3206,3856,4538,8503,11769,16214,13235
370243,"Photographic film """"incl. instant print film"""", sensitised, in rolls, unexposed, without perforations, ...""",45,0,0,0,0,0,0,16,0,0,,83,123,325,608,865,139,59,223,155,129,,9960,7870,8482,7158,5099,5768,4767,3844,3230,3589
370610,"Cinematographic film, exposed and developed, whether or not incorporating soundtrack or consisting ...",0,0,23,3,0,0,0,17,6,0,,24,34,7,0,73,25,0,0,0,0,,16453,2454,1459,517,1099,233,719,799,1436,2119
380850,Goods of heading 3808 containing one or more of the following substances: aldrin (ISO); binapacryl ...,1276,2581,3635,3596,2152,0,0,0,0,0,,22,14,0,0,6,0,0,0,0,0,,20960,21817,19248,13586,13068,0,0,0,0,0
380859,Goods of heading 3808 containing one or more of the following substances: alachlor (ISO); aldicarb ...,0,0,0,0,0,298,38,0,0,0,,0,0,0,0,0,0,172,91,206,53,,0,0,0,0,0,11665,10806,7974,17587,17539
380869,"Goods of heading 3808, containing alpha-cypermethrin """"ISO"""", bendiocarb """"ISO"""", bifenthrin ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,16,4,,0,0,0,0,0,211,4,902,2136,2088
480452,"Kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular ...",0,0,0,2,0,0,0,0,0,0,,119,79,38,44,40,54,38,15,47,52,,19564,18977,18991,16436,25429,28087,26522,29108,35644,44940
480524,"Testliner """"recycled liner board"""", uncoated, in rolls of a width > 36 cm or in square or ...""",0,0,528,329,0,0,0,0,0,0,,25640,24905,35107,16797,17043,40777,56484,40667,36207,47353,,21709,37972,61009,64471,65258,74845,80344,66157,79798,100869
480262,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",0,0,13,0,0,0,0,0,0,0,,300,363,275,265,296,228,293,376,175,206,,8834,7160,7038,8847,4233,6156,4506,2796,3834,3872
470100,"Mechanical wood pulp, not chemically treated",0,0,0,0,0,0,0,0,0,0,,5,0,4,0,0,0,0,0,0,0,,17328,16783,16238,13525,10657,11010,18567,14361,13829,9685
441294,"Laminated wood as blockboard, laminboard or battenboard (excluding of bamboo, plywood consisting ...",52,124,10,56,21,43,40,2,0,0,,312,351,299,133,135,68,145,91,83,177,,35115,40814,48563,54053,70377,73014,83070,60294,58645,94321
430110,"Raw furskins of mink, whole, with or without heads, tails or paws",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,12,,162831,215321,227846,174713,114193,61886,17517,22567,25468,18408
410792,"Grain splits leather """"incl. parchment-dressed leather"""", of the portions, strips or sheets ...""",1,0,0,19,15,15,9,0,12,0,,3132,2404,3816,4939,3607,7162,6632,7208,5755,5357,,73579,77947,87565,87915,81805,66245,65670,55694,42980,57910
440321,"Pine """"Pinus spp."""" in the rough, of which the smallest cross-sectional dimension is =>15 ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,5,13,0,0,0,,0,0,0,0,0,0,1146,2080,2239,4227
440349,"Tropical wood in the rough, whether or not stripped of bark or sapwood, or roughly squared ...",0,0,0,0,0,0,0,0,0,0,,20584,14150,20617,7910,10511,11245,4280,1791,1340,1178,,498,543,597,483,285,735,1423,1972,179,1726
440391,"Oak """"Quercus spp."""" in the rough, whether or not stripped of bark or sapwood, or roughly ...""",0,0,0,0,0,0,0,0,0,0,,128,68,22,4,0,0,0,50,52,0,,824,811,891,1741,1747,1588,1494,1482,1091,1252
440393,"Beech """"Fagus spp."""" in the rough, of which any cross-sectional dimension is =>15 cm, whether ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,12,28,25,65
440395,"Birch """"Betula spp."""" in the rough, of which any cross-sectional dimension is =>15 cm, whether ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,24,457,777,1073
440691,"Railway or tramway sleepers """"cross-ties"""" of wood, impregnated, coniferous""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,120,342,277,42
440711,"Pine """"Pinus spp."""" sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded ...""",0,0,0,0,0,0,0,0,46,0,,0,0,0,0,0,468,297,245,374,152,,0,0,0,0,0,0,186427,650644,690625,910912
440725,"Dark red meranti, light red meranti and meranti bakau, sawn or chipped lengthwise, sliced or ...",0,0,0,0,0,0,0,0,0,0,,824,669,659,550,443,548,678,438,182,398,,8214,7657,10847,12445,9817,9500,12567,10148,8690,10365
440727,"Sapelli, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, ...",0,0,0,0,0,0,0,0,0,0,,110,4,49,268,91,0,33,0,0,0,,26704,32099,39205,43732,28546,30718,27390,33192,20853,30045
440793,"Maple """"Acer spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",0,0,0,0,0,0,0,0,0,0,,47,70,13,0,19,5,5,13,69,34,,41744,56022,65383,54492,51030,58427,56728,51493,49472,69171
440795,"Ash """"Fraxinus spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",0,0,0,0,0,0,0,0,0,0,,129,107,97,25,60,217,205,217,313,0,,890,842,1002,1074,1240,1173,989,627,612,548
381231,"Mixtures of oligomers of 2,2,4-trimethyl-1,2-dihydroquinoline """"TMQ""""""""",0,0,0,0,0,952,741,109,0,0,,0,0,0,0,0,84,342,645,283,534,,0,0,0,0,0,9686,22473,18745,25962,48706
400280,"Mixtures of natural rubber, balata, gutta-percha, guayule, chicle or similar types of natural ...",0,16,1,3,1,0,0,0,0,0,,3181,3008,1851,3987,2064,1049,900,663,520,483,,421,1577,1720,894,1680,1404,2892,4828,3466,1262
410150,"Whole raw hides and skins of bovine """"incl. buffalo"""" or equine animals, whether or not dehaired ...""",0,0,0,0,0,0,0,0,0,0,,0,0,86,0,0,0,0,0,0,0,,42866,46424,50427,43179,30863,23836,19107,8216,8844,16814
410510,"Skins of sheep or lambs, in the wet state """"incl. wet-blue"""", tanned, without wool on, whether ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,206,0,0,0,0,0,0,,1909,1440,1571,1281,841,816,1066,1497,2380,1802
410692,"Hides and skins of antelopes, deer, elks, elephants and other animals, incl. sea animals, ...""",2,0,0,0,0,0,0,0,0,0,,659,397,374,240,265,30,26,8,4,22,,374,288,236,387,290,368,459,1642,358,288
401169,"Pneumatic tyres, new, of rubber, having a """"herring-bone"""" or similar tread (excluding of ...""",4383,2858,1677,1598,2803,0,0,0,0,0,,27,123,47,88,95,0,0,0,0,0,,12357,8935,9804,14807,28593,0,0,0,0,0
401194,"Pneumatic tyres, new, of rubber, of a kind used on construction or industrial handling vehicles ...""",25,28,95,9,29,0,0,0,0,0,,0,64,9,22,250,0,0,0,0,0,,539921,486031,460886,369606,307566,0,0,0,0,0
401211,"Retreaded pneumatic tyres, of rubber, of a kind used on motor cars """"incl. station wagons ...""",0,18,5,6,2,32,22,40,43,0,,50,52,43,17,5,14,30,4,16,37,,1380,1117,688,820,1026,1343,835,830,1018,814
401213,"Retreaded pneumatic tyres, of rubber, of a kind used on aircraft",26,16,1,0,83,0,0,0,0,0,,1,0,0,0,133,112,473,626,260,573,,333,625,1231,3897,6396,3096,3805,11252,4606,2523
401410,"Sheath contraceptives, of vulcanised rubber (excluding hard rubber)",796,0,0,0,0,0,0,0,0,0,,65,135,108,80,4855,1045,93,76,0,3,,36143,32022,32562,28113,37209,28198,30977,48417,56685,54391
920110,Upright pianos,0,0,20,0,50,14,0,54,109,0,,112,56,194,243,209,291,703,818,477,1083,,42830,43555,49095,45309,42487,45473,45024,44762,32750,45449
920120,Grand pianos,0,0,4,3,22,0,0,0,6,0,,132,116,150,137,167,92,123,422,97,107,,72222,85782,84119,75835,65773,72306,73619,78554,51224,71578
930110,"Artillery weapons """"e.g. guns, howitzers and mortars""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,9140,29330,23332,27362,19950,1856,1699,7076,13137,2454
940381,"Furniture of bamboo or rattan (excluding seats and medical, surgical, dental or veterinary ...",85,89,62,214,47,0,0,0,0,0,,261,159,186,84,22,0,0,0,0,0,,41884,42209,40381,49763,52104,0,0,0,0,0
940383,"Furniture of rattan (excl. seats and medical, surgical, dental or veterinary furniture)",0,0,0,0,0,93,0,12,18,0,,0,0,0,0,0,19,1,14,1,15,,0,0,0,0,0,22696,33978,32533,51803,69934
890190,Vessels for the transport of goods and vessels for the transport of both persons and goods ...,0,0,0,0,0,0,0,3,0,0,,546433,483374,380652,693577,381968,480201,288464,148356,232411,261125,,13137,10885,10134,1345,1575,2136,846,646,324,1038
890510,Dredgers,0,0,0,0,0,0,0,0,0,0,,2,0,3456,0,0,0,0,809,0,3806,,3883,1864,1064,4530,3116,2892,68784,2236,2432,1229
871610,"Trailers and semi-trailers of the caravan type, for housing or camping",0,0,0,0,0,0,0,0,0,0,,7,2,0,4,0,0,18,0,0,0,,2799,2883,8885,8578,11732,21988,28732,34623,41904,74952
880220,"Aeroplanes and other powered aircraft of an unladen weight <= 2.000 kg (excl. helicopters, ...",0,0,0,0,0,0,0,0,0,0,,0,125,0,1180,325,120,289,0,15,0,,44332,54653,49642,72186,104091,81677,81112,113107,94515,104724
880260,"Spacecraft, incl. satellites, and suborbital and spacecraft launch vehicles",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,369,215,,124498,822,730,2791,317,98273,36661,834,17336,0
852851,Monitors of a kind solely or principally used in an automatic data-processing machine of heading ...,60748,54067,53229,56093,55771,0,0,0,0,0,,90690,109297,146763,146773,132160,3947,0,0,0,0,,3596338,3387699,3095986,2745421,2122575,0,0,0,0,0
870120,Road tractors for semi-trailers,0,0,0,0,0,0,0,0,0,0,,76,230,264,167,164,13,402,1323,796,1010,,4571386,5098592,6931459,8180806,4837139,5808375,8571978,9313741,6106492,7696651
870230,"Motor vehicles for the transport of >= 10 persons, incl. driver, with both spark-ignition internal ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,119,0,0,0,0,,0,0,0,0,0,140,10,84,713,46
870390,"Motor cars and other vehicles principally designed for the transport of persons, incl. station ...""",7,0,4,37,307,230,289,3798,568,0,,690,1011,763,851,1090,1387,1558,1099,936,719,,506380,372429,853847,699553,617880,456895,124089,93291,24343,87329
870520,Mobile drilling derricks,0,0,0,0,0,0,0,0,0,0,,5,0,6,0,0,0,0,0,0,0,,39370,15697,12839,27926,9879,11679,11785,10874,10396,8481
540333,"Filament yarn of cellulose acetate, incl. monofilament of < 67 decitex, single (excluding sewing ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,15,3,2,0,0,,2276,3030,4008,3058,1619,1966,2106,2172,2335,2007
540341,"Multiple """"folded"""" or cabled filament yarn of viscose rayon, incl. monofilament of < 67 decitex ...""",38,37,9,13,0,0,0,2,0,0,,592,667,559,538,391,21,0,5,0,0,,7091,6695,8066,9588,7295,6387,9405,6520,1165,5423
551644,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",13,0,2,0,0,2,1,0,0,0,,18,106,58,4,56,2,20,115,28,0,,356,445,479,359,455,1300,1282,934,979,1345
551012,"Multiple """"folded"""" or cabled yarn containing >= 85% artificial staple fibres by weight (excluding ...""",13,7,4,4,1,2,1,0,0,0,,92,388,69,4,2,2,6,3,18,25,,9046,7708,7023,8144,7626,6894,3911,2501,1292,1696
551329,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,0,0,7,0,1,2,0,0,0,,2155,992,340,167,127,160,83,142,105,253,,1221,1293,973,918,530,581,367,275,157,146
