Product code,Product label,China's imports from Singapore-Value in 2012,China's imports from Singapore-Value in 2013,China's imports from Singapore-Value in 2014,China's imports from Singapore-Value in 2015,China's imports from Singapore-Value in 2016,China's imports from Singapore-Value in 2017,China's imports from Singapore-Value in 2018,China's imports from Singapore-Value in 2019,China's imports from Singapore-Value in 2020,China's imports from Singapore-Value in 2021,Singapore's exports to world- ,Singapore's exports to world-Value in 2012,Singapore's exports to world-Value in 2013,Singapore's exports to world-Value in 2014,Singapore's exports to world-Value in 2015,Singapore's exports to world-Value in 2016,Singapore's exports to world-Value in 2017,Singapore's exports to world-Value in 2018,Singapore's exports to world-Value in 2019,Singapore's exports to world-Value in 2020,Singapore's exports to world-Value in 2021,China's imports from world- ,China's imports from world-Value in 2012,China's imports from world-Value in 2013,China's imports from world-Value in 2014,China's imports from world-Value in 2015,China's imports from world-Value in 2016,China's imports from world-Value in 2017,China's imports from world-Value in 2018,China's imports from world-Value in 2019,China's imports from world-Value in 2020,China's imports from world-Value in 2021
151800,"Animal or vegetable fats and oils and their fractions, boiled, oxidised, dehydrated, sulphurised, ...",1,23,1,8,2,38,40,142,3,218,,9203,9078,7094,7423,5909,1560,4261,8243,17232,16721,,27142,26973,31487,36729,37261,39005,39640,43332,61426,67579
200819,"Nuts and other seeds, incl. mixtures, prepared or preserved (excluding prepared or preserved ...",325,549,527,1013,955,931,644,294,206,217,,28279,27714,28347,43514,94119,114359,70571,11355,10324,13007,,28111,38202,56051,99756,134488,130174,256303,350807,342449,397100
681599,"Articles of stone or of other mineral substances, n.e.s.",191,113,78,32,370,89,78,50,114,216,,4528,5779,18514,1999,3321,3304,3930,3670,2625,3343,,345768,406872,402614,431766,444523,463880,579819,643327,681640,792080
850720,Lead acid accumulators (excluding spent and starter batteries),130,70,22,68,18,21,135,102,281,216,,53161,53295,57135,59141,58746,60988,51445,41980,40091,45983,,92279,108552,114618,108029,114948,142121,164330,138422,96672,86105
750522,Wire of nickel alloys (excluding electrically insulated products),158,97,122,28,55,40,81,121,304,215,,13211,33549,6905,4208,4889,7153,22482,23009,16750,10853,,30058,37509,44249,34107,37831,46447,59726,95758,94072,86705
560750,"Twine, cordage, ropes and cables, of synthetic fibres, whether or not plaited or braided and ...",384,592,362,197,56,35,40,86,145,215,,6145,7081,5385,5446,2941,3021,3324,3157,5104,3855,,39209,43295,44501,43588,57044,64005,61094,66619,54208,67505
290944,Monoalkylethers of ethylene glycol or of diethylene glycol (excluding monobutyl ethers),8,36,30,55,356,518,327,201,172,214,,16354,12682,10848,9346,1259,2603,1197,1792,1335,1931,,31117,30398,31421,28907,28746,32045,42181,41444,37415,38894
847329,"Parts and accessories of non-electronic calculators for accounting machines, cash registers ...",5022,3120,3522,5335,2643,1987,1381,487,260,214,,121635,41903,61539,34324,28349,47141,38679,36126,25452,71590,,148374,122065,140837,123831,104581,97953,104267,101198,69272,75007
846692,"Parts and accessories for machine tools for working wood, cork, bone, hard rubber, hard plastics ...",162,133,180,238,278,272,757,339,239,212,,23278,34813,40572,28012,18317,21137,13379,9034,11834,10485,,27599,28603,45055,30553,40358,47050,49891,43208,34369,36705
846799,"Parts of pneumatic tools for working in the hand, hydraulic or with self-contained electric ...",29,14,9,3,9,84,109,169,173,209,,72286,76778,71668,78773,25568,15993,17746,22057,14170,11552,,199869,236221,260562,248206,304868,375670,442240,328613,299976,261014
820770,Interchangeable tools for milling,514,509,897,1047,878,486,638,103,73,209,,6863,9602,37647,44696,37222,37190,39105,35841,21543,28464,,173419,166299,196518,193910,196188,241093,251593,219760,196451,206391
300212,Antisera and other blood fractions,0,0,0,0,0,22,94,174,266,209,,0,0,0,0,0,0,94629,71312,92372,79078,,0,0,0,0,0,1700435,1503276,1987272,1897979,2138187
842832,"Continuous-action elevators and conveyors for goods or materials, bucket type (excluding for ...",101,860,192,0,68,206,63,5,203,209,,6424,2043,844,1679,1014,1591,649,817,302,1950,,49557,55758,40350,41355,47576,50347,60221,50605,36047,40869
210410,Soups and broths and preparations therefor,31,41,41,59,119,158,224,243,96,206,,1963,1928,3990,4357,3055,1804,3164,1967,1978,2118,,22707,20932,26330,28299,27593,23007,18505,18001,15932,12605
790400,"Zinc bars, rods, profiles and wire, n.e.s.",86,86,77,104,86,73,91,63,146,203,,1746,758,260,185,60,1091,1501,997,389,648,,24991,20412,17925,14726,11513,13483,13431,9659,11678,6526
382440,"Prepared additives for cements, mortars or concretes",2253,836,329,7,43,1,67,112,0,203,,72021,65239,55098,43371,31336,22094,29939,40504,20320,15946,,53997,40184,30728,24496,25463,25716,24269,28715,34416,33122
400922,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), reinforced or otherwise ...",274,211,219,165,212,379,36,156,210,202,,9007,5545,8377,8532,4960,5745,6391,5898,5575,9608,,82216,85272,114923,98975,93775,78696,89946,60281,60050,70094
843880,"Machinery for the industrial preparation or manufacture of food or drink, n.e.s.",394,2246,1775,2355,1446,147,559,369,193,201,,20814,27956,12400,26455,14036,6575,9353,9296,5466,11385,,146614,140627,155405,89440,80971,78332,98511,85875,103892,112390
853670,"Connectors for optical fibres, optical fibre bundles or cables",74,232,155,130,142,240,215,132,239,197,,68008,60255,56892,43430,37737,40849,46905,35987,40117,63682,,87726,107487,108162,98375,115739,152155,156529,118415,112398,114173
901290,"Parts and accessories for electron microscopes, proton microscopes and diffraction apparatus, ...",48,41,59,105,109,63,28,259,69,196,,15937,14643,11376,7404,8065,10279,9147,11764,13732,12263,,15641,17195,22705,24604,32090,33420,42793,49852,55404,54773
731290,"Plaited bands, slings and the like, of iron or steel (excluding electrically insulated products)",596,641,1609,1311,488,399,1051,558,379,195,,11074,9646,7916,8038,7185,6338,7299,6848,7076,6654,,40417,40627,47896,27247,22394,32525,34939,40120,32442,37581
853641,Relays for a voltage <= 60 V,692,407,144,199,196,248,97,81,265,193,,42128,56684,55434,57177,50976,58094,81961,74985,76067,90192,,599863,661944,722841,698228,781905,778340,746320,683966,748498,877423
700600,"Sheets or profiles of glass, whether or not having an absorbent, reflecting or non-reflecting ...",171,217,175,259,317,284,362,257,110,192,,110852,37006,19922,69691,129011,97443,91430,113712,257952,394400,,1349188,1079656,954562,860216,1165425,1173448,1080120,1006039,1098356,1260415
842191,"Parts of centrifuges, incl. centrifugal dryers, n.e.s.",6378,7510,8897,8266,4480,7313,6307,2716,324,192,,9537,9614,17977,14909,10350,9630,16869,14890,15449,14474,,52583,62631,75191,62214,60105,71162,85779,89812,87913,106096
731210,"Stranded wire, ropes and cables, of iron or steel (excluding electrically insulated products ...",988,2357,3009,1202,126,1731,838,351,351,192,,82987,95175,70779,76997,38372,28652,47315,49133,35383,49190,,285310,274174,293961,263950,243576,219234,213456,217530,223945,243739
845221,"Automatic sewing machines, industrial type",41,0,60,22,238,24,0,0,0,188,,61064,81974,75038,82551,96645,74865,62067,18360,9128,5518,,134943,96985,108207,109724,99022,126940,139312,100323,68229,102111
853950,"Light-emitting diode """"LED"""" lamps""""",0,0,0,0,0,12,18,53,71,186,,0,0,0,0,0,0,2005,2992,4004,5215,,0,0,0,0,0,247242,101872,32159,37320,36653
731819,"Threaded articles, of iron or steel, n.e.s.",1694,223,243,166,84,86,204,235,124,183,,21855,33768,42109,40857,42564,50229,68843,69192,58639,68171,,70272,63730,79297,77033,73542,72807,76642,82630,83342,95137
121299,"Fruit stones and kernels and other vegetable products, incl. unroasted chicory roots of the ...",0,0,0,0,6,0,54,146,98,183,,78,23,142,254,166,325,156,190,231,240,,11212,11245,14097,12490,14082,15502,25288,44915,34990,31758
900150,Spectacle lenses of materials other than glass,1162,955,185,148,241,179,72,84,17,183,,63233,63793,57812,47352,43048,38260,59170,35716,17762,14238,,151132,169854,244020,399332,276178,429984,281127,325098,356044,452084
845811,"Horizontal lathes, incl. turning centres, for removing metal, numerically controlled",209,554,349,102,198,358,0,284,90,183,,60080,37266,36243,39227,28579,32220,36843,36069,19910,39508,,529277,518339,511340,412469,350196,417123,509860,446096,318013,364885
854419,"Winding wire for electrical purposes, of material other than copper, insulated",1,1,0,3,28,0,4,20,44,181,,32331,27029,27904,18543,16835,14509,17206,8998,5269,6289,,10056,10826,12949,10788,10912,11971,13335,9173,9319,8597
850730,Nickel-cadmium accumulators (excluding spent),17,1,0,0,0,15,18,155,20,178,,8978,9327,8877,9464,12826,14123,15678,21760,16594,20025,,85212,48446,46729,39329,39728,34188,44674,48536,25722,32442
853540,"Lightning arresters, voltage limiters and surge suppressors, for a voltage > 1.000 V",3,26,64,1,227,3,3,1,19,175,,2339,2718,5076,12158,11926,10231,15458,13069,23219,5465,,27775,16982,16784,18884,16811,23537,17758,17400,22161,18458
848490,"Sets or assortments of gaskets and similar joints, dissimilar in composition, put up in pouches, ...",433,407,359,297,165,165,138,395,192,174,,36453,35300,54219,38604,38595,29744,33660,43675,38989,44341,,46904,50518,57040,53291,53281,59754,75865,81421,83678,94153
382000,Anti-freezing preparations and prepared de-icing fluids (excluding prepared additives for mineral ...,7,255,361,133,109,68,26,15,10,169,,5517,3411,2644,3754,2822,4793,7623,5753,8132,10289,,32880,41576,43401,38367,38490,44336,52672,43453,38085,33551
741991,"Articles of copper, cast, moulded, stamped or forged, but not further worked, n.e.s.",132,142,304,133,167,351,727,405,193,167,,2423,666,1859,624,397,3207,11420,16504,1431,2360,,69284,74061,57079,51256,45714,45120,41286,40518,32959,35102
830210,"Hinges of all kinds, of base metal",193,248,110,72,105,55,81,182,82,167,,14297,14283,18617,16989,16005,13902,15304,12574,9822,13289,,193039,191612,224070,187870,229945,256002,296052,310446,339568,434101
740200,"Copper, unrefined; copper anodes for electrolytic refining",0,0,2183,0,0,0,10,8,2,164,,2727,990,3478,1537,1126,1936,4182,7290,18127,47637,,4174417,4562816,4035684,3028510,3450466,4815089,5867658,4551669,6279175,7620345
950691,"Articles and equipment for general physical exercise, gymnastics or athletics",9,5,17,25,57,47,74,117,68,163,,20128,17521,16865,12609,13298,18616,19960,11350,9525,9682,,82898,103545,126072,156584,193074,206022,210220,161930,130972,145390
381519,"Supported catalysts, n.e.s. (excluding with precious metal, a precious-metal compound, nickel ...",3158,92,0,9,375,593,20,212,0,162,,82122,70958,86169,90751,58959,60263,75167,66455,68654,76621,,548078,585106,564068,432283,404267,470140,533337,541975,650068,633801
851840,Audio-frequency electric amplifiers,526,107,234,958,78,20,15,703,3703,162,,40439,60893,40417,35038,38470,36765,44765,37325,30135,37318,,137841,120195,130187,112953,132701,141227,172557,204044,262898,310039
940190,"Parts of seats, n.e.s.",188,64,9,25,31,20,18,9,73,161,,3604,3793,3467,2425,3943,4346,36995,11690,6991,10919,,1043813,1059401,1015177,810067,854825,906096,849977,609800,514915,497384
722220,"Other bars and rods of stainless steel, not further worked than cold-formed or cold-finished",263,28,229,36,84,6,16,8,1,161,,6864,6565,6559,5298,3942,5510,5507,6260,6289,7926,,98930,117125,138872,129204,113262,138525,159473,135583,141922,192946
470329,"Semi-bleached or bleached non-coniferous chemical wood pulp, soda or sulphate (excluding dissolving ...",0,596,1503,0,470,322,342,0,221,160,,14,1348,890,17007,15441,994,371,15422,61046,82569,,3577063,4069878,4089090,4731675,4255921,6157191,8302948,6889207,6336486,6917166
854590,"Articles of graphite or other carbon, for electrical purposes (excluding electrodes and carbon ...",12,18,25,19,37,49,92,104,147,158,,3488,3662,3439,3666,4465,2959,2555,2921,2353,3959,,62987,35944,36672,37327,38074,38805,50674,39982,36119,45100
481920,"Folding cartons, boxes and cases, of non-corrugated paper or paperboard",1099,1003,729,695,849,512,511,633,182,158,,36450,51293,61032,58406,42290,18201,18189,20936,20321,20214,,104871,89728,86499,86977,77428,66779,66013,67195,59278,59239
350190,Caseinates and other casein derivatives; casein glues (excluding those put up for retail sale ...,535,497,608,456,100,27,50,52,57,156,,2543,3100,4558,2390,2808,1612,1987,1758,1353,2650,,98305,118359,146672,140058,106435,112035,135207,134106,169124,220906
380210,"Activated carbon (excluding medicaments or deodorant products for fridges, vehicles etc., put ...",286,162,146,61,0,17,13,43,10,155,,5328,3747,5650,4998,2125,2450,4658,3029,2945,4266,,65429,76499,91882,97465,99113,116015,146944,157869,148710,181845
853120,"Indicator panels with liquid crystal devices """"LCD"""" or light emitting diodes """"LED"""" (excluding ...""",946,1052,1603,746,950,435,86,80,69,154,,246362,253061,265521,224734,129381,260255,133362,107956,65201,84025,,206722,213903,297483,218807,184787,280151,383380,529203,416823,234538
846620,Work holders for machine tools,592,592,554,385,245,171,364,312,200,153,,10845,10392,7523,11642,16759,9966,17649,11151,6926,4937,,321693,295462,381208,307630,275031,335021,353332,276300,247825,261283
950440,Playing cards,1,3,0,16,3,163,469,123,17,152,,10800,16077,21258,18948,9013,7519,25420,79059,46684,83789,,5852,5729,8772,7555,7317,9764,7263,6500,6942,10823
392094,"Plates, sheets, film, foil and strip, of non-cellular phenolic resins, not reinforced, laminated, ...",76,84,172,55,28,30,14,47,207,151,,606,460,608,1053,1007,370,577,1015,330,269,,11007,10793,7550,6966,5521,6227,6670,6657,4836,5599
290545,Glycerol,28,18,18,18,2,9,5,36,37,151,,10060,1285,1205,609,326,341,2096,462,1334,2274,,97098,86695,123829,128373,82206,124657,208571,197177,231764,391594
820590,Anvils; portable forges; hand- or pedal-operated grinding wheels with frameworks; sets of articles ...,444,629,212,437,123,108,646,450,615,151,,6029,6127,6068,8777,5841,8317,4615,5344,4043,5033,,22445,17489,18350,13826,13015,12705,16750,11611,17269,18502
294200,"Separate chemically defined organic compounds, n.e.s.",6,42,153,155,43,21,12,28,236,150,,10205,14346,11669,12662,5117,4258,4009,6395,3730,4277,,25293,24171,48065,36541,20311,27638,32445,41178,34357,51774
850212,"Generating sets with compression-ignition internal combustion piston engine """"diesel or semi-diesel ...""",466,367,858,135,0,0,121,541,34,147,,56364,67192,44190,31235,39447,28581,25844,16902,13580,13234,,44146,44179,50010,31355,22754,14085,15158,15489,12991,11082
848079,Moulds for rubber or plastics (other than injection or compression types),208,263,136,87,526,134,336,67,69,147,,60675,54045,43186,42921,27580,25920,39119,35777,32988,31960,,126542,116538,119603,122475,112439,119485,125018,107045,88978,65980
902110,Orthopaedic or fracture appliances,35,138,112,2,100,165,39,188,125,147,,15181,14304,21775,38949,98336,95004,80484,90959,161318,72668,,288076,271373,380913,464016,464124,541449,679882,751525,626340,480048
880529,"Ground flying trainers and parts thereof, n.e.s. (excluding air combat simulators and parts ...",0,0,0,0,0,0,0,0,0,147,,23315,9116,14915,4930,14326,2424,17439,17957,2167,12773,,177009,200944,128770,190302,214253,262223,324058,203337,100294,205109
481950,"Packing containers, incl. record sleeves, of paper, paperboard, cellulose wadding or webs of ...",111,74,129,138,102,128,145,141,581,146,,9629,40089,51919,41619,43854,34323,42415,44729,36452,43832,,3857,2481,3463,4477,5743,5148,7789,8568,7243,10947
732090,"Springs and leaves for springs, of iron or steel, incl. flat spiral springs (excluding helical ...",641,802,811,1064,231,257,215,253,126,143,,25155,38541,34717,29544,25011,24426,28046,31024,25650,31279,,74962,70523,68078,58830,53466,59073,69010,66341,62014,64741
720429,"Waste and scrap of alloy steel (excluding stainless steel, and waste and scrap, radioactive, ...",75,165,0,0,0,0,308,412,322,141,,80526,105250,53006,29728,15827,10349,7198,9111,4746,4485,,74341,50407,36721,44451,42251,41660,97550,84705,16774,64519
140120,Rattans,678,327,796,984,836,373,256,517,371,141,,13942,13124,10018,9917,7268,6270,6122,7198,8316,7629,,18555,25660,26565,32034,14263,18513,15697,15883,14802,12410
392329,"Sacks and bags, incl. cones, of plastics (excluding those of polymers of ethylene)",1301,1200,1033,706,494,299,131,95,84,141,,35215,38696,48182,65270,42537,32760,35549,36666,35607,48327,,61911,61636,49800,45596,49474,40630,49245,60961,70912,94945
740319,"Copper, refined, unwrought (excluding copper in the form of billets, wire-bars, cathodes and ...",589,0,0,83,0,0,0,0,214,140,,2910,6156,11138,6809,4438,3502,463,445,891,535,,13757,44030,34572,66397,72413,47303,169693,266908,642168,966295
901510,Rangefinders,16,118,86,108,101,122,121,126,325,140,,4033,3137,7780,8155,16895,16288,33260,22451,26554,32039,,18783,26095,38109,44355,80242,110506,136375,157633,149121,194052
721990,"Flat-rolled products of stainless steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",828,416,358,49,3,0,98,19,140,140,,46461,20877,11309,8572,7441,8753,8113,7242,6363,7000,,19150,17694,24663,25367,33693,28262,27077,36896,25265,24337
853810,"Boards, panels, consoles, desks, cabinets and other bases for the goods of heading 8537, not ...",591,1411,1327,9920,1131,209,230,554,84,135,,35976,30606,25075,36584,43257,54792,41918,31745,33675,36705,,85307,109284,122390,126108,110275,99702,116478,84338,76301,83730
390320,"Styrene-acrylonitrile copolymers """"SAN"""", in primary forms""""",449,469,409,221,205,211,225,134,135,133,,1462,1525,1044,1087,1231,1560,1212,1061,1550,2596,,388531,359085,402388,321613,311669,448034,467838,438653,384686,500475
481940,"Sacks and bags, incl. cones, of paper, paperboard, cellulose wadding or webs of cellulose fibres ...",114,130,187,168,141,159,118,171,112,133,,7490,8137,7084,7461,7657,8375,10366,11137,9578,10307,,20153,22177,23416,22210,22568,21939,25621,27292,31063,38949
