Product code,Product label,"Korea, Republic of's imports from Taipei, Chinese-Value in 2012","Korea, Republic of's imports from Taipei, Chinese-Value in 2013","Korea, Republic of's imports from Taipei, Chinese-Value in 2014","Korea, Republic of's imports from Taipei, Chinese-Value in 2015","Korea, Republic of's imports from Taipei, Chinese-Value in 2016","Korea, Republic of's imports from Taipei, Chinese-Value in 2017","Korea, Republic of's imports from Taipei, Chinese-Value in 2018","Korea, Republic of's imports from Taipei, Chinese-Value in 2019","Korea, Republic of's imports from Taipei, Chinese-Value in 2020","Korea, Republic of's imports from Taipei, Chinese-Value in 2021","Taipei, Chinese's exports to world- ","Taipei, Chinese's exports to world-Value in 2012","Taipei, Chinese's exports to world-Value in 2013","Taipei, Chinese's exports to world-Value in 2014","Taipei, Chinese's exports to world-Value in 2015","Taipei, Chinese's exports to world-Value in 2016","Taipei, Chinese's exports to world-Value in 2017","Taipei, Chinese's exports to world-Value in 2018","Taipei, Chinese's exports to world-Value in 2019","Taipei, Chinese's exports to world-Value in 2020","Taipei, Chinese's exports to world-Value in 2021","Korea, Republic of's imports from world- ","Korea, Republic of's imports from world-Value in 2012","Korea, Republic of's imports from world-Value in 2013","Korea, Republic of's imports from world-Value in 2014","Korea, Republic of's imports from world-Value in 2015","Korea, Republic of's imports from world-Value in 2016","Korea, Republic of's imports from world-Value in 2017","Korea, Republic of's imports from world-Value in 2018","Korea, Republic of's imports from world-Value in 2019","Korea, Republic of's imports from world-Value in 2020","Korea, Republic of's imports from world-Value in 2021"
620323,"Men's or boys' ensembles of synthetic fibres (excluding knitted or crocheted, ski ensembles ...",0,0,0,0,0,0,0,0,5,0,,178,52,74,24,29,3,4,1,2,2,,296,654,534,438,1459,2357,3193,3195,3226,3548
620341,"Men's or boys' trousers, bib and brace overalls, breeches and shorts, of wool or fine animal ...",0,0,1,0,0,0,1,1,0,0,,79,115,188,67,181,223,233,141,276,167,,19403,19741,19873,29100,31840,27784,28104,28414,24003,22193
620722,"Men's or boys' nightshirts and pyjamas of man-made fibres (excluding knitted or crocheted, ...",0,3,0,0,0,0,0,0,0,0,,36,18,37,38,14,7,72,25,13,12,,646,1681,3903,3687,2995,2784,3582,4507,7708,11483
620821,"Women's or girls' nightdresses and pyjamas of cotton (excluding knitted or crocheted, vests ...",0,0,0,0,0,0,0,0,0,0,,23,16,43,7,15,13,29,89,35,19,,4084,7647,4788,6356,5013,8239,13813,15146,17415,31384
620421,"Women's or girls' ensembles of wool or fine animal hair (excluding knitted or crocheted, ski ...",0,0,0,0,0,0,0,0,0,0,,26,54,77,1,19,0,9,5,0,0,,23,70,68,13,19,12,9,41,28,50
681291,"Clothing, clothing accessories, footwear and headgear of asbestos or of mixtures with a basis ...",0,0,0,0,0,0,0,0,0,0,,23,3,6,6,0,3,23,4,4,9,,94,6,1,0,0,0,0,0,0,0
681591,"Articles of stone or other mineral substances, n.e.s. containing magnesite, magnesia in the ...",0,0,0,0,0,0,0,0,0,0,,108,101,104,93,76,15,26,0,0,0,,599,6088,8025,9021,8990,10332,1015,155,641,33
690590,"Ceramic chimney pots, cowls, chimney liners, architectural ornaments and other ceramic constructional ...",0,0,0,0,0,0,0,0,0,0,,0,359,12,26,24,157,22,29,6,6,,1676,251,35,40,48,220,53,79,411,506
690710,"Unglazed ceramic tiles, mosaic cubes and similar articles, whether or not square or rectangular, ...",0,1,0,0,0,0,0,0,0,0,,11,5,4,0,0,0,0,0,0,0,,549,759,1242,1522,1422,1,0,0,0,0
700232,Tubes of glass having a linear coefficient of expansion <= 5 x 10-6 per kelvin within a temperature ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,21,0,5,24,49,18,8,,1109,1515,2111,1263,1510,2653,6587,5083,6064,4976
700312,"Cast glass and rolled glass, in non-wired sheets, coloured throughout the mass """"body tinted"""", ...""",0,0,0,28,0,0,0,0,0,0,,141,74,67,273,214,254,301,279,315,145,,3686,4563,5337,5186,2730,3575,4501,2897,268,1344
700510,"Float glass and surface ground or polished glass, in sheets, having an absorbent, reflecting ...",703,414,198,2,4,4,2,1,0,0,,50154,38444,23655,9095,7208,7347,8479,9724,6458,9342,,43259,50105,47066,37613,26740,29037,25942,17765,16371,14610
650100,"Hat-forms, hat bodies and hoods of felt, neither blocked to shape nor with made brims; plateaux ...",0,0,0,0,0,0,1,0,0,0,,1055,1501,1441,1158,1182,1743,1778,1476,701,1004,,186,157,240,174,575,209,164,155,132,109
680100,"Setts, curbstones and flagstones, of natural stone (excluding slate)",0,0,7,0,0,0,0,0,0,0,,7,2,26,41,157,60,48,61,53,87,,12681,9663,20205,23405,54000,73303,87833,73027,63166,69955
680990,Articles of plaster or of compositions based on plaster (excluding plaster bandages for straightening ...,0,0,0,0,0,0,1,0,0,0,,143,144,320,525,546,389,254,236,434,328,,214,351,1103,1278,912,1315,1408,860,631,1166
551513,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,45,0,,3503,1606,1420,2039,898,1693,1157,2053,1061,863,,5354,6020,6611,5122,6545,5666,7747,7713,6493,9734
551522,"Woven fabrics containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, ...",6,8,12,0,0,0,0,0,0,0,,381,576,424,440,331,443,199,98,84,95,,2703,2268,2316,1909,2130,2338,2179,1628,1354,1631
551634,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,21,0,0,0,0,0,0,,16,14,68,33,23,66,35,15,0,2
551692,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, other ...",0,0,3,0,0,0,0,0,0,0,,11065,6243,5046,8081,8541,10124,6909,5260,3520,3843,,1396,1097,502,596,808,2143,4646,4692,5599,5601
551693,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, other ...",0,0,0,0,0,0,0,0,0,0,,1126,506,498,791,717,805,441,336,397,80,,290,411,400,252,266,256,437,289,556,902
570210,"Kelem, Schumacks, Karamanie and similar hand-woven rugs, whether or not made up",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,65,337,257,145,271,324,402,355,452,612
570320,"Carpets and other floor coverings, of nylon or other polyamides, tufted """"needle punched"""", ...""",0,0,20,4,0,2,0,2,1,0,,129,127,111,58,8,72,127,120,69,200,,29713,37492,37369,34290,34029,34099,27883,23282,21275,20167
570410,"Floor tiles, of felt, not tufted or flocked, with an area of <= 0,3 m©÷",0,0,0,0,0,3,0,0,0,0,,371,228,59,27,6,7,0,0,0,0,,51,36,21,159,124,378,395,441,347,574
570490,"Carpets and other floor coverings, of felt, not tufted or flocked, whether or not made up (excluding ...",0,0,0,1,0,0,0,0,0,0,,1230,1074,930,824,1643,1818,1376,1223,1275,889,,1276,1253,1810,1463,827,881,1032,1126,1858,2586
580133,"Cut weft pile fabrics, of man-made fibres (excluding terry towelling and similar woven terry ...",0,0,0,1,0,0,0,0,0,0,,693,1591,1516,1600,874,1249,1777,1227,921,1016,,248,399,418,347,562,400,375,456,727,1099
560721,"Binder or baler twine, of sisal or other textile fibres of the genus Agave",0,2,0,0,0,0,0,0,0,0,,8,21,15,6,37,13,6,6,3,2,,190,247,274,357,498,484,292,214,131,188
600121,"Looped pile fabrics of cotton, knitted or crocheted",0,0,0,0,1,0,14,0,0,0,,5958,5159,6623,6212,5542,3243,2231,2659,1431,1219,,61,194,107,187,160,100,92,165,379,658
600191,"Pile fabrics of cotton, knitted or crocheted (excluding """"long pile"""" fabrics)""""",0,0,0,3,0,0,0,0,0,0,,6474,9733,5536,3133,1625,1442,2187,1298,282,503,,116,135,240,311,40,193,120,160,408,489
600644,"Printed fabrics, knitted or crocheted, of artificial fibres, of a width of > 30 cm (excluding ...""",0,0,1,0,0,0,0,0,0,0,,19459,17541,30357,18922,4424,3926,3255,2899,2069,836,,240,229,166,75,204,153,71,88,15,82
610210,"Women's or girls' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ...",0,0,0,0,0,1,0,0,1,0,,37,181,116,106,109,258,187,91,232,251,,5389,5682,6792,6089,7226,8956,8498,13998,18422,19194
610329,"Men's or boys' ensembles of textile materials (excluding wool, fine animal hair, cotton or ...",0,0,0,0,0,0,0,0,0,0,,217,64,6,1,8,37,1,27,24,3,,24,5,168,9,62,3,34,60,100,435
610341,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of wool or fine animal ...",0,0,0,0,0,0,0,1,1,0,,65,81,141,56,20,26,18,34,154,216,,203,305,216,177,531,402,603,756,1121,1352
590190,Tracing cloth; prepared painting canvas; buckram and similar stiffened textile fabrics of a ...,0,6,6,0,0,0,0,0,0,0,,413,424,459,1364,143,139,202,224,1065,2038,,359,1040,1490,2312,2990,3553,6443,9025,9961,10912
600543,"Warp knit fabrics of artificial fibres, of yarns of different colours """"incl. those made on ...""",0,0,0,0,0,0,0,0,0,0,,3,69,0,0,0,0,0,0,0,0,,18,0,8,0,0,0,3,0,0,4
611190,"Babies' garments and clothing accessories of textile materials, knitted or crocheted (excluding ...",0,0,0,0,0,0,0,0,0,0,,286,270,712,997,949,534,93,96,77,71,,808,821,920,764,743,900,1545,794,1085,1641
610461,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of wool or fine animal ...",0,0,0,0,0,0,0,0,0,0,,100,84,82,34,25,22,38,101,179,154,,625,417,648,651,924,1230,2137,2764,2227,3938
610819,"Women's or girls' slips and petticoats of textile materials, knitted or crocheted (excluding ...",0,0,0,0,0,0,0,0,0,0,,201,105,39,46,5,50,50,93,21,43,,211,1024,511,199,127,407,547,326,221,384
520811,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 100 g/m©÷, ...",0,0,0,0,0,0,0,0,0,0,,90,1042,704,285,207,116,183,155,504,681,,47487,58907,59358,48903,38800,37995,37351,31349,32088,39901
520921,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, ...",0,0,0,0,0,0,0,0,0,0,,191,70,68,67,26,16,496,612,646,737,,110,248,667,1016,126,68,86,120,37,27
511230,"Woven fabrics containing predominantly, but < 85% combed wool or combed fine animal hair by ...",0,0,0,0,0,0,0,0,0,0,,746,522,578,554,223,367,206,164,172,53,,4493,5146,4140,4991,4852,5146,4700,5229,4334,3333
551341,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,0,0,0,0,0,0,0,0,0,,324,331,227,386,125,174,80,84,92,35,,12,50,18,15,24,38,176,58,24,48
520299,"Cotton waste (excluding yarn waste, thread waste and garnetted stock)",0,0,0,0,0,0,0,0,0,0,,1109,1749,2685,2448,1458,1371,1175,929,688,344,,25,25,91,2,53,4,172,97,400,444
520522,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",0,35,0,0,14,0,0,0,0,0,,2603,2521,2316,2054,2472,1672,1109,1077,1341,995,,37802,33266,23438,22640,23564,13770,18498,15091,17924,40257
520523,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",40,89,111,122,2,4,0,1,2,0,,13407,14432,10453,7016,4566,6627,1256,401,111,206,,126615,137559,99386,84007,72278,59602,87520,64290,64962,125748
520534,"Multiple """"folded"""" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by ...""",0,0,0,0,0,0,0,0,0,0,,967,928,776,1259,514,25,0,0,0,0,,1281,1370,1496,1123,1194,785,545,47,31,49
520535,"Multiple """"folded"""" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,6,0,0,0,0,,88,9,10,18,2,0,1,0,0,1
520543,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",0,0,0,0,0,0,0,0,0,0,,11,326,0,1,17,0,23,2,26,0,,1623,1869,1559,1914,2635,3811,5304,5024,3940,4367
520546,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,7,0,0,25,,41,119,64,70,38,108,142,165,124,185
521119,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",2,0,1,0,0,0,0,0,0,0,,412,205,208,86,76,82,280,272,123,54,,882,1122,654,895,157,93,258,197,392,701
521132,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,1,0,0,0,0,0,0,0,0,,1740,1378,936,344,843,1286,792,1908,1624,673,,579,438,270,473,152,226,375,518,357,323
521142,"Denim, containing predominantly, but < 85% cotton by weight, mixed principally or solely with ...",0,25,6,2,0,0,0,0,0,0,,6104,3524,1945,6095,10525,9771,10874,7633,4611,4841,,9516,8294,8488,5443,4236,3730,3828,3275,1983,2658
521143,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,16,0,10,29,9,7,34,0,97,0,,229,782,157,241,31,112,148,115,129,257
521159,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",2,0,1,0,0,0,0,19,0,0,,475,393,407,417,184,322,188,352,12,2,,294,429,416,130,222,145,207,250,551,515
530911,"Woven fabrics of flax, containing >= 85% flax by weight, unbleached or bleached",0,0,0,0,0,0,0,0,0,0,,0,1,2,9,0,0,0,3,21,0,,595,752,991,987,871,1296,3015,2684,2199,1788
540411,Elastomeric monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm,0,0,0,0,0,0,0,0,8,0,,819,744,692,465,350,315,583,445,261,164,,773,51,238,175,225,242,247,258,1324,3492
540730,"Woven fabrics of synthetic filament yarn, incl. monofilament of >= 67 decitex and with a cross ...",346,233,218,285,121,9,0,2,0,0,,5642,4111,4266,5754,8036,4530,3884,2533,1561,1658,,4034,4855,4816,6936,4467,5369,6808,6170,7370,6205
540743,Woven fabrics of yarn containing >= 85% by weight of filaments of nylon or other polyamides ...,107,81,0,1,0,0,0,0,15,0,,4289,6376,5042,2187,2347,6939,13896,16403,6461,6177,,191,272,240,171,71,103,777,1598,1070,331
540783,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",0,18,1,0,0,0,0,56,0,0,,2047,2021,1785,1916,1732,1398,1599,2717,2071,2597,,2466,2150,1914,2735,2075,1683,1011,1092,1283,1714
540784,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",0,0,0,10,0,0,0,0,0,0,,6733,4952,5740,4219,4013,3063,2774,2662,1929,2308,,64,71,237,105,75,123,209,156,185,94
550110,"Filament tow as specified in Note 1 to chapter 55, of nylon or other polyamides",0,1,0,0,0,0,0,0,0,0,,7248,7646,3968,3552,3369,3438,2510,2997,2635,2202,,1344,1133,957,1199,1886,1373,771,899,484,828
550290,"Artificial filament tow, as specified in Note 1 to chapter 55 (excl. of acetate)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,0,0,,0,0,0,0,0,224,79,148,222,165
550390,"Synthetic staple fibres, not carded, combed or otherwise processed for spinning (excluding ...",49,41,0,0,0,14,1,0,0,0,,65368,81960,88277,74142,64321,83190,103655,97764,123480,102160,,2348,2427,2186,3076,1448,1319,1351,1327,2699,2873
550700,"Artificial staple fibres, carded, combed or otherwise processed for spinning",1,0,48,2,0,0,0,0,0,0,,1349,1092,1275,1291,4,0,3,6,0,25,,847,719,697,635,174,52,49,91,37,83
550921,Single yarn containing >= 85% polyester staple fibres by weight (excluding sewing thread and ...,1,30,151,125,119,4,0,10,10,0,,10904,8578,3677,3526,2158,2951,8676,2360,2184,2613,,73537,68940,61327,45888,50179,38567,45838,27253,20541,28522
551030,"Yarn containing predominantly, but < 85% artificial staple fibres by weight, mixed principally ...",0,151,0,0,0,0,0,0,0,0,,349,490,310,364,1848,2104,1769,1084,690,1079,,1445,1969,1979,2268,2902,2868,3888,4228,7089,4567
845410,Converters of a kind used in metallurgy or in metal foundries,8,1,9,4,3,0,0,0,0,0,,834,994,52,17301,350,29,84,481,11,8,,19769,6117,249,1847,479,756,1457,1008,668,1132
844851,"Sinkers, needles and other articles used in forming stitches, for machines of heading 8447",27,26,16,4,27,37,19,1,12,0,,4016,5723,3983,4393,5079,4870,4148,5331,4573,4892,,20444,21022,22304,19393,21941,20045,19577,19648,17394,20411
845941,"Boring machines for metals, numerically controlled (excl. way-type unit head machines and boring-milling ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,961,1997,2999,661,1032,,0,0,0,0,0,4593,3153,1704,572,1161
846011,"Flat-surface grinding machines, for working metal, in which the positioning in any one axis ...",544,569,591,735,811,0,0,0,0,0,,29456,22862,24669,25925,33127,1523,0,0,0,0,,13214,5834,8239,8482,8062,0,0,0,0,0
841690,"Parts of furnace burners such as mechanical stokers, incl. their mechanical grates, mechanical ...",78,20,22,5,6,11,3,2,474,0,,5002,5386,5486,4881,4648,4274,3766,3187,3173,5164,,32631,23013,32846,37480,22114,25922,40782,18621,32417,18640
841810,"Combined refrigerator-freezers, with separate external doors or drawers, or combinations thereof",20,1,17,8,2,0,10,4,0,0,,2485,2934,3426,4384,5031,4311,6367,3939,1650,2335,,92134,81199,106283,157492,179871,189850,215834,320859,400129,397624
843351,Combine harvester-threshers,0,0,0,50,0,0,91,0,0,0,,263,674,464,509,254,294,448,388,774,344,,42113,37301,58452,59241,64739,55760,75971,78534,84341,96232
843490,"Parts of milking machines and dairy machinery, n.e.s.",0,0,0,0,0,0,0,2,1,0,,673,935,600,980,806,571,968,856,1364,1519,,4122,5388,4014,4575,3909,6081,4894,7423,7373,5776
842959,"Self-propelled mechanical shovels, excavators and shovel loaders (excluding self-propelled ...",0,0,0,0,0,0,0,0,0,0,,5314,4766,5490,3500,4479,20752,12361,15660,13127,8925,,100,346,669,533,160,107,428,56,192,52
842820,Pneumatic elevators and conveyors,0,0,0,0,0,0,0,0,0,0,,2530,4111,3129,954,1154,1662,1400,542,1062,1027,,7516,25705,13598,13032,4649,7453,7441,9665,11592,12321
842832,"Continuous-action elevators and conveyors for goods or materials, bucket type (excluding for ...",0,0,0,40,0,0,0,0,0,0,,724,610,1625,824,874,499,1195,1229,770,678,,717,3205,7225,1125,2010,6435,3258,1486,1297,2160
840120,"Machinery and apparatus for isotopic separation and parts thereof, n.e.s. [Euratom]",0,0,0,0,0,4,28,77,0,0,,0,0,0,0,0,0,0,0,0,0,,777,194,24,63,99,155,131,123,33,9
840130,"Fuel elements """"cartridges"""", non-irradiated, in casing with handling fixtures, for nuclear ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,45752,54336,166695,19671,,13,7,294,0,0,153,97,0,0,0
840220,Superheated water boilers,0,0,0,0,0,0,0,0,0,0,,507,640,884,837,449,495,374,155,355,17,,21240,9776,5059,9256,10781,1704,2968,3314,1852,330
840682,"Steam and other vapour turbines, of an output <= 40 MW (excluding those for marine propulsion)",0,0,0,0,0,0,0,0,0,0,,188,11,100,3,72,7,61,15,54,41,,22543,24205,21314,21186,25160,24900,19091,12315,16559,19260
820830,"Knives and cutting blades, of base metal, for kitchen appliances or for machines used by the ...",2,1,1,8,5,3,1,3,1,0,,1481,1127,959,1245,1439,1546,1840,1612,1412,1695,,1249,1115,1206,1161,1098,1132,1178,1336,1825,2724
821591,"Spoons, forks, ladles, skimmers, cake-servers, fish-knives, butter-knives, sugar tongs and ...",0,0,0,0,1,0,0,0,0,0,,4,0,6,0,1,0,7,0,0,0,,365,318,454,688,434,290,504,177,260,776
790112,"Unwrought zinc, not alloyed, containing by weight < 99,99% of zinc",0,168,688,177,0,0,58,50,0,0,,2552,2957,4132,3516,4797,2901,7745,4634,3495,9269,,77351,20283,19802,16206,18584,36117,14933,205,423,1907
790310,Zinc dust,0,0,49,0,51,0,0,0,0,0,,0,13,105,1,50,0,0,0,0,3,,2316,2442,4764,4325,4619,1265,1288,780,1510,1408
810194,"Unwrought tungsten, incl. bars and rods of tungsten obtained simply by sintering",0,0,0,0,0,0,0,0,0,0,,205,171,335,241,486,573,564,268,595,1006,,1901,3459,3376,4103,3179,6436,6197,6172,5443,6155
810320,"Unwrought tantalum, incl. bars and rods of tantalum obtained simply by sintering; tantalum ...",0,0,0,0,0,0,0,0,0,0,,46,47,115,262,1563,1612,1622,0,392,14,,744,1310,814,650,955,521,31,205,119,294
811299,"Articles of niobium """"columbium"""", gallium, indium, vanadium and germanium, n.e.s.""""",1046,184,465,387,126,563,223,138,4,0,,20706,29101,39703,23230,16460,19857,29527,24239,21417,21022,,14153,11236,15675,11354,18394,14302,16514,10013,17459,14087
740939,"Plates, sheets and strip, of copper-tin base alloys """"bronze"""", of a thickness of > 0,15 mm, ...""",0,0,0,0,0,0,0,0,0,0,,3418,2911,4276,2377,2372,1993,3031,4395,2665,1004,,601,540,337,253,347,713,880,792,683,910
760410,"Bars, rods and profiles, of non-alloy aluminium, n.e.s.",4,0,17,0,0,0,0,0,1,0,,19751,20599,20052,19307,23639,21498,25000,19776,15892,20266,,7651,5330,17300,13206,7078,4550,7012,5061,3312,8863
853010,"Electrical signalling, safety or traffic control equipment for railways or tramways (excluding ...",7,0,0,0,0,0,0,0,0,0,,28,5,4,24,102,43,95,0,0,27,,16303,94793,41135,23616,37339,16455,6302,16074,16726,10491
852841,Cathode-ray tube monitors of a kind solely or principally used in an automatic data-processing ...,0,0,0,1,0,0,0,0,0,0,,766,699,617,216,348,5,0,0,0,0,,98,314,2444,1490,113,0,0,0,0,0
854060,"Cathoderay tubes (excluding television and video-monitor cathoderay tubes, television camera ...",0,0,0,0,0,1,0,0,0,0,,62,16,21,9,586,26,20,0,0,2,,809,1056,1071,1071,1563,476,1171,1149,68,24
854099,"Parts of thermionic, cold cathode or photo cathode valves and tubes, n.e.s. (excluding parts ...",0,0,0,0,0,0,0,0,1,0,,7352,5706,5708,4611,5697,6190,7140,5583,5233,7901,,7346,2559,4649,2439,3775,1559,2035,1709,2711,3620
853529,"Automatic circuit breakers for a voltage >= 72,5 kV",0,0,1,2,15,3,0,0,0,0,,81,14,203,1661,17,386,7,41,58,35,,5696,15583,12896,5059,3138,964,6086,3999,2706,3100
854511,"Electrodes of graphite or other carbon, for electric furnaces",0,0,0,0,0,0,0,233,0,0,,482,99,547,14,112,249,294,558,982,629,,232032,221317,177338,130818,123148,144497,470892,508399,215156,218321
860729,"Brakes (other than air brakes), and parts thereof, for railway or tramway locomotives or rolling ...",0,4,0,0,6,6,10,0,18,0,,2737,2306,1819,1619,1166,910,862,1170,2071,1157,,1214,2411,1338,2595,2631,1387,2666,6033,5698,5958
870110,Pedestrian-controlled agricultural tractors and similar tractors for industry (excluding tractor ...,0,1,0,0,0,0,0,0,0,0,,1,1,1,0,1,0,0,0,3,0,,29,120,118,71,9,50,39,35,4,42
870130,Track-laying tractors (excluding pedestrian-controlled),0,0,0,0,0,0,0,0,0,0,,4,1,7,0,0,0,9,0,0,0,,1391,485,898,2807,0,1249,843,607,1547,4
870191,"Tractors, of an engine power <= 18 kW (excl. those of heading 8709, pedestrian-controlled tractors, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,69,138,492,93,240,,0,0,0,0,0,1323,2327,723,664,735
870240,"Motor vehicles for the transport of >= 10 persons, incl. driver, with only electric motor for ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,688,296,0,,0,0,0,0,0,4785,4570,23870,49716,78228
871640,"Trailers and semi-trailers, not designed for running on rails (excluding trailers and semi-trailers ...",3,1,34,7,0,2,0,0,0,0,,414,484,395,260,163,261,208,190,319,350,,3954,10043,5756,4715,5702,6746,8033,5763,4665,2182
870322,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...",0,0,0,15,0,11,0,0,0,0,,2235,2607,3369,2150,2901,1373,1370,1814,41629,187600,,21358,8935,58358,93821,89271,122533,208528,244421,330642,256804
870360,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,21,0,4,2,123,,0,0,0,0,0,4250,166267,208339,561030,904715
870422,"Motor vehicles for the transport of goods, with only compression-ignition internal combustion ...""",1778,0,0,0,0,0,0,0,0,0,,694,269,199,237,104,213,259,1697,743,1139,,13584,8151,5171,26419,39309,60688,58864,40463,43521,80302
850164,"AC generators """"alternators"""", of an output > 750 kVA (excl. photovoltaic generators)""""",0,0,0,0,0,0,0,0,0,0,,403,256,322,671,556,1043,227,113,425,97,,161732,417016,365932,253116,183471,110978,101911,78032,66204,92765
848230,Spherical roller bearings,134,0,0,8,3,2,0,0,0,0,,10661,12442,11699,9249,7859,9804,8722,8575,4097,4377,,97709,80635,83421,72702,73869,69189,75024,75735,68640,75380
