Product code,Product label,Russian Federation's imports from United States of America-Value in 2012,Russian Federation's imports from United States of America-Value in 2013,Russian Federation's imports from United States of America-Value in 2014,Russian Federation's imports from United States of America-Value in 2015,Russian Federation's imports from United States of America-Value in 2016,Russian Federation's imports from United States of America-Value in 2017,Russian Federation's imports from United States of America-Value in 2018,Russian Federation's imports from United States of America-Value in 2019,Russian Federation's imports from United States of America-Value in 2020,Russian Federation's imports from United States of America-Value in 2021,United States of America's exports to world- ,United States of America's exports to world-Value in 2012,United States of America's exports to world-Value in 2013,United States of America's exports to world-Value in 2014,United States of America's exports to world-Value in 2015,United States of America's exports to world-Value in 2016,United States of America's exports to world-Value in 2017,United States of America's exports to world-Value in 2018,United States of America's exports to world-Value in 2019,United States of America's exports to world-Value in 2020,United States of America's exports to world-Value in 2021,Russian Federation's imports from world- ,Russian Federation's imports from world-Value in 2012,Russian Federation's imports from world-Value in 2013,Russian Federation's imports from world-Value in 2014,Russian Federation's imports from world-Value in 2015,Russian Federation's imports from world-Value in 2016,Russian Federation's imports from world-Value in 2017,Russian Federation's imports from world-Value in 2018,Russian Federation's imports from world-Value in 2019,Russian Federation's imports from world-Value in 2020,Russian Federation's imports from world-Value in 2021
591140,"Straining cloth of a kind used in oil-presses or for similar technical purposes, incl. that ...",33,592,366,80,121,76,33,99,129,238,,31873,32563,30420,25001,25301,29068,30244,37032,21904,27978,,11012,7119,7135,7065,5824,8297,9357,8996,9215,10593
630900,"Worn clothing and clothing accessories, blankets and travelling rugs, household linen and articles ...",5451,7033,6113,4576,5501,6502,7909,3586,616,236,,635827,688298,708658,705808,576017,632006,674896,682301,613266,830964,,152847,161240,143572,117096,117298,148976,142008,129000,120599,140782
903110,Machines for balancing mechanical parts,2135,1774,592,782,19,1306,2322,357,331,236,,146393,148408,178551,139628,131252,122238,134031,108568,90952,129592,,24716,18068,17408,12526,5946,9682,10389,5910,5733,10335
820740,"Tools for tapping or threading, interchangeable",418,612,515,499,412,398,379,529,352,236,,48634,50221,47839,45162,39383,43413,47481,44659,34624,41162,,241118,20983,34133,14309,16686,20964,24024,26076,25428,28843
390740,"Polycarbonates, in primary forms",233,16,26,16,48,56,39,44,173,236,,1361455,1261947,1383685,1225145,1071930,1127334,1256303,1139173,996059,1121871,,139862,112308,104493,56814,40481,55727,63641,76552,73702,65451
294190,"Antibiotics (excluding penicillins and their derivatives with a penicillanic acid structure, ...",121,348,510,167,204,334,340,353,314,235,,357906,427186,390902,489727,373180,375547,472492,432781,394861,388144,,62943,69217,63835,59150,78341,79167,93074,117287,139677,128317
846520,"Machining centres for working wood, cork, bone, hard rubber, hard plastics or similar hard ...",0,0,0,0,0,0,0,0,0,233,,0,0,0,0,0,3748,4077,8364,7523,13039,,0,0,0,0,0,11404,15180,18024,22028,25766
630710,"Floorcloths, dishcloths, dusters and similar cleaning cloths, of all types of textile materials",551,504,447,247,242,381,408,292,253,233,,54753,50229,60289,70698,70557,73249,70807,70049,76561,86533,,40328,43764,41718,30661,28809,32664,43932,47859,55621,68464
741521,"Washers, """"incl. spring washers and spring lock washers"""", of copper""""",96,131,155,210,146,175,168,187,214,233,,9368,9852,9790,9019,7989,10481,11324,10496,9143,10334,,992,1013,1059,961,1143,1577,1827,2088,2129,2715
830241,Base metal mountings and fittings suitable for buildings (excluding locks with keys and hinges),696,521,570,203,148,145,492,302,168,233,,337680,342994,356229,342176,322421,344839,347939,348468,330658,393618,,372291,346017,320797,201505,182608,230543,273535,285146,284253,340636
843319,"Mowers for lawns, parks or sports grounds, powered, with the cutting device rotating in a vertical ...",458,136,205,231,113,432,343,83,75,232,,146267,154295,159136,149947,136708,131883,152250,124009,101073,122600,,2233,1877,2213,1161,719,3470,2843,1130,1133,1179
854071,Magnetrons,56,50,16,47,14,57,179,132,236,231,,29732,24032,28559,29797,26450,30970,33667,35616,33495,39822,,5699,5926,7260,3717,2300,2583,1237,1513,1476,1883
640399,"Footwear with outer soles of rubber, plastics or composition leather, with uppers of leather ...",850,1134,2833,794,975,1392,1381,934,847,229,,239517,263243,284207,285298,237555,207080,202871,210818,124610,124713,,1074167,1111252,941959,598017,588850,774268,885965,885950,749918,816707
830160,"Parts of padlocks, locks, clasps and frames with clasps, incorporating locks, of base metal, ...",91,377,482,245,102,117,142,209,112,228,,240839,266747,238271,246421,265041,277351,278587,279266,251114,267978,,53641,50344,42589,26408,26696,43770,54145,54567,47727,61765
761290,"Casks, drums, cans, boxes and similar containers, incl. rigid tubular containers, of aluminium, ...",85,117,89,116,363,414,249,177,256,227,,329771,323093,369572,428332,459748,404009,407439,435250,519198,563329,,39825,33024,31052,22523,25915,26893,19523,25756,25129,63410
842790,"Works trucks fitted with lifting or handling equipment, not self-propelled",55,39,49,51,86,139,183,91,178,227,,374379,250770,147056,140247,103119,91960,92660,85923,73913,112778,,9805,13954,8269,3375,5169,7358,8572,8943,11641,13299
291570,"Palmitic acid, stearic acid, their salts and esters",284,425,400,551,827,878,649,213,289,226,,56665,62032,61142,61125,59571,62516,65708,63175,61287,66614,,15995,15617,14622,12712,13712,14398,15270,12910,13480,18513
901190,"Parts and accessories for compound optical microscopes, n.e.s.",180,112,67,140,139,161,211,48,179,226,,70126,55416,59995,62022,68465,85533,88732,85563,82779,87155,,1617,1686,1102,1268,1406,1660,1677,2083,2194,2321
621290,"Corsets, braces, garters, suspenders and similar articles and parts thereof, incl. parts of ...",132,134,69,96,64,65,77,97,122,225,,14321,18451,23180,26250,17829,13501,15664,14192,33088,62988,,11755,11169,9730,5528,6464,6369,7039,6624,5407,6598
560393,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., weighing > 70 ...",36,44,106,69,80,24,23,20,58,224,,127901,164041,163468,133704,138862,154474,146359,128707,119008,189633,,19081,16448,9226,13955,23977,22962,23105,20707,22984,28392
680430,Hand sharpening or polishing stones,79,100,47,40,18,41,46,111,149,224,,13228,12169,14148,15354,15918,17354,17865,14733,14872,17464,,2593,2681,2728,1649,1462,1486,1744,1790,2105,4616
940370,"Furniture of plastics (excluding medical, dental, surgical or veterinary, and seats)",816,883,800,423,305,341,570,217,111,224,,132368,143901,144346,128398,120774,140064,137561,136834,122226,153575,,40560,51734,42146,27639,22057,28515,33162,37485,42030,56157
481200,"Filter blocks, slabs and plates, of paper pulp",2352,681,586,246,168,89,112,132,172,223,,3749,2879,1903,1822,2695,1581,1738,1407,1604,1595,,23225,17665,17668,12149,9885,8060,7266,13499,14825,20769
760120,Unwrought aluminium alloys,51,318,169,100,243,269,140,1211,206,223,,967723,1042185,1119176,992727,797644,956927,1312083,926306,726374,1151112,,7078,11138,7343,5299,4269,5845,7309,15855,10359,15077
220860,Vodka,14,23,22,7,15,17,96,34,1,221,,77270,72152,69203,80349,67545,91546,110280,93049,88828,93346,,133509,138387,97514,43960,40625,61551,58749,58516,49097,60393
281830,Aluminium hydroxide,685,1115,1712,1128,51,93,11,126,66,220,,98119,88146,90426,83444,79008,71422,95581,97800,107662,160662,,30035,36381,23148,20124,24996,24651,17395,14468,10384,12213
846591,"Sawing machines for working wood, cork, bone, hard rubber, hard plastics or similar hard materials ...",3239,14716,289,66,26,391,833,574,211,220,,70334,77048,80919,70245,63174,54556,66613,54649,47043,67854,,172474,121516,137986,57765,82133,109580,100216,90905,77355,139066
902820,"Liquid meters, incl. calibrating meters therefor",1253,352,230,189,2156,351,1530,248,196,219,,109832,75347,81041,70109,76803,74064,96776,91488,87763,77190,,43939,44574,34171,25681,31102,33716,33752,33913,31187,49016
731441,"Grill, netting and fencing, of iron or steel wire, not welded at the intersection, plated or ...",165,5,13,1,8,1,7,32,3,218,,10189,9750,10936,10024,7472,10574,9828,9916,8951,10323,,6346,6062,5870,4998,3664,4873,4767,4480,5412,4916
10513,"Live domestic ducks, weighing <= 185 g",0,0,0,0,0,0,0,0,0,216,,2516,3427,3169,984,1149,692,887,550,541,435,,259,716,1174,946,931,930,813,688,1284,1409
482010,"Registers, account books, notebooks, order books, receipt books, letter pads, memorandum pads, ...",591,441,446,231,221,141,126,189,132,216,,140368,125330,120442,128372,133235,146152,156220,157204,111858,111944,,39200,43163,36310,20715,18485,22589,29236,37621,28852,40856
750400,"Powders and flakes, of nickel (excluding nickel oxide sinters)",209,255,285,249,64,125,350,308,502,216,,58816,62114,64499,58476,58975,57106,66973,67961,63570,72274,,41625,24559,26107,7434,1898,2329,3157,3520,3106,3019
851190,"Parts of electrical ignition or starting equipment, generators, etc. of heading 8511, n.e.s.",351,278,334,252,480,226,199,150,156,216,,483539,432764,346956,264950,248103,206644,189773,184280,149053,179041,,42357,34949,31311,21082,30649,36740,39373,35955,34971,60463
940592,"Parts of lamps and lighting fittings, illuminated signs and nameplates and the like, of plastics, ...",117,112,79,147,80,169,184,270,264,216,,55896,60253,72998,86713,84070,91739,98546,99833,81548,85758,,8662,8765,8662,5969,7276,7939,9099,10067,8934,12217
721933,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than ...""",880,389,202,105,33,13,5,0,125,215,,282894,332497,352428,317726,267998,410531,342142,236489,191946,249777,,90508,92416,100032,83922,100034,156009,197300,146484,171260,252240
590900,"Textile hosepiping and similar textile tubing, whether or not impregnated or coated, with or ...",169,2056,220,105,41,93,100,103,85,214,,50867,57288,73363,68171,66782,62957,52073,33822,26628,26161,,15013,15514,14635,5612,5056,7716,9156,7840,6872,7792
846029,"Grinding machines, for working metals, metal carbides or cermets, in which the positioning ...",33,206,16,9,150,64,284,279,34,214,,26799,33723,20996,20047,15164,11312,23938,16847,11771,9963,,14244,9807,7174,6452,9466,9339,13166,10781,8530,11405
701337,Drinking glasses (excluding glasses of glass ceramics or of lead crystal and stemware),775,742,682,164,249,434,229,310,89,213,,45415,43432,45728,43453,44031,44547,40323,37119,27728,30691,,49215,50744,40967,23532,32316,28504,30484,27504,28255,35118
850860,"Vacuum cleaners, incl. dry cleaners and wet vacuum cleaners (excluding with self-contained ...",82,58,295,24,104,23,196,114,139,213,,23909,21178,21111,17803,22194,23964,30979,22247,22901,20909,,3697,1199,918,649,468,431,7254,10512,4325,3681
731823,Rivets of iron or steel (excluding tubular and bifurcated rivets for particular uses),279,119,102,129,158,95,174,106,100,211,,111367,104284,98205,98941,98637,105286,105989,104564,76674,96983,,7697,9234,8282,4888,7198,5207,5335,3547,3066,4235
392113,"Plates, sheets, film, foil and strip, of cellular polyurethanes, unworked or merely surface-worked ...",134,247,404,57,87,125,600,209,132,211,,534480,555993,598846,602822,548718,558436,595959,604847,576629,677211,,41963,39632,44941,34463,38033,49301,60369,56159,49909,62022
320990,"Paints and varnishes, incl. enamels and lacquers, based on synthetic or chemically modified ...",232,587,153,162,371,452,520,213,178,210,,294648,306916,316809,314462,286051,285347,299731,299316,242143,272703,,66345,65127,53825,42614,45617,46731,55568,59549,60126,79324
140490,Vegetable products n.e.s,151,217,231,81,75,162,109,214,272,210,,20961,17914,16921,18190,20234,20167,24621,18629,18878,18064,,2153,1943,2536,2674,3264,4271,4065,5995,10092,15446
282890,"Hypochlorites, chlorites and hypobromites (excluding calcium hypochlorites)",57,26,31,34,51,60,72,100,112,210,,14029,17543,15844,11573,12221,14026,15286,14681,17520,19561,,2703,2963,4064,1637,1422,2233,3056,2841,2945,4485
401033,"Endless transmission belts of trapezoidal cross-section """"V-belts"""", of vulcanised rubber, ...""",410,255,427,336,266,338,376,337,307,209,,16056,17926,17672,20028,18679,23841,18103,15804,13402,12952,,4947,5312,5428,4543,6134,8117,8588,8587,8009,10884
482110,"Paper or paperboard labels of all kinds, printed",531,648,906,264,187,205,235,161,189,208,,397273,440118,429620,428429,366663,350159,360922,327881,313189,364639,,50841,50168,197767,47701,33874,30462,31694,31195,30644,33693
170211,"Lactose in solid form and lactose syrup, not containing added flavouring or colouring matter, ...",396,1029,713,359,81,328,112,59,150,208,,329479,373964,332574,224919,215470,275659,252841,289959,318950,403376,,13041,18059,18728,13897,13689,18325,18032,14254,16618,22556
620192,"Men's or boys' anoraks, windcheaters, wind jackets and similar articles, of cotton (not knitted ...",108,36,37,19,20,65,79,282,172,208,,17444,17480,18033,18191,15774,17078,16986,17232,17509,22887,,31499,36394,37107,30737,25481,33279,38331,37801,30231,38831
170220,"Maple sugar, in solid form, and maple syrup (excluding flavoured or coloured)",283,216,383,161,163,179,245,237,210,208,,21444,25699,25618,26417,29777,26769,25927,27116,27880,25762,,543,580,767,354,407,434,581,548,535,712
870490,"Motor vehicles for the transport of goods, with engines other than internal combustion piston ...",315,5004,5949,93,122,135,231,44,109,207,,140544,112550,85271,78075,90821,288603,374968,185563,99861,167462,,2289,8492,7029,950,270,1110,4191,13956,2286,2679
330113,"Oils of lemon, whether or not terpeneless, incl. concretes and absolutes",0,0,1,1,2,14,40,13,49,207,,25971,29223,50135,56418,53119,52037,59319,66460,57226,66893,,283,338,418,446,374,613,586,488,599,582
390422,"Plasticised poly""""vinyl chloride"""", in primary forms, mixed with other substances""""",113,143,125,81,114,147,203,184,269,206,,345732,355056,369743,372464,364120,378286,378603,344380,321394,380344,,102185,102784,68638,43546,37425,43877,48018,51832,52471,70144
680410,"Millstones and grindstones, without frameworks, for milling, grinding or pulping",15,16,32,31,44,61,74,46,116,205,,8616,6644,13284,14655,18357,21212,27222,22840,20567,17485,,624,497,471,352,508,790,909,725,727,976
850432,"Transformers, having a power handling capacity > 1 kVA but <= 16 kVA (excluding liquid dielectric ...",154,386,188,90,151,246,140,192,175,204,,68656,69655,72054,75715,56866,76060,70927,72358,60610,61659,,8161,8253,8244,4075,3945,4508,4706,5109,4329,7963
845150,"Machines for reeling, unreeling, folding, cutting or pinking textile fabrics",236,26,243,306,691,292,617,213,80,203,,41468,37798,50910,40630,33905,31376,34515,34446,31551,39813,,13591,14379,11024,8028,6771,12754,15170,11597,22989,16283
282010,Manganese dioxide,2473,2727,2072,1126,799,736,838,595,162,203,,17141,16666,10620,10926,9683,11055,11109,8862,8821,12029,,5756,5061,4108,2278,1904,2473,2949,2674,2992,4853
842720,"Self-propelled trucks fitted with lifting or handling equipment, non-powered by an electric ...",3024,4478,1515,126,731,11760,13945,2261,825,202,,1232440,1360788,1398537,1305913,1019809,1089292,1259856,1228661,708442,1061379,,445346,472981,348578,182102,206783,285719,346933,314906,283530,424993
847050,Cash registers incorporating a calculating device,249,95,22,0,15,23,29,34,119,202,,250722,235718,220676,256702,253365,339993,238598,238375,140745,215343,,13954,20719,45222,41790,56669,97430,107003,107130,64752,94728
190230,"Pasta, cooked or otherwise prepared (excluding stuffed)",75,59,30,46,27,73,139,260,104,202,,154834,143443,139966,134916,110989,132077,126521,132600,131032,136471,,35647,32776,30131,15384,9374,14793,18884,20098,24493,46079
570241,"Carpets and other floor coverings, of wool or fine animal hair, woven, not tufted or flocked, ...",26,54,75,1,7,63,107,268,98,201,,7071,12772,10530,8252,7275,10489,10029,11309,8634,8962,,12723,13269,9489,3068,3291,3544,3412,3636,2498,4128
620469,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of textile materials ...",380,314,365,277,554,620,663,285,147,201,,23427,33198,42269,48811,33441,30687,32037,30242,28914,33354,,40356,47373,47239,33029,38026,48933,55885,64068,53641,66513
853929,"Filament lamps, electric (excluding tungsten halogen lamps, lamps of a power <= 200 W and for ...",323,314,264,168,195,210,234,163,166,200,,60389,65221,67782,64835,58905,56938,50307,52350,37842,38218,,15027,16258,12227,10356,9849,11759,12741,11155,10071,11984
441990,"Tableware and kitchenware, of wood (excl. of bamboo or tropical wood, and interior fittings, ...",0,0,0,0,0,10,48,206,173,200,,0,0,0,0,0,17021,17995,18825,18293,21336,,0,0,0,0,1,4968,5626,6145,7564,12464
400829,"Rods, tubes and profile shapes, of non-cellular rubber",595,1049,845,269,34,94,32,50,159,200,,33944,31863,26985,30776,27177,26643,29119,31397,32630,35107,,41388,46484,38196,22022,16857,17811,17173,19072,20920,28747
292121,Ethylenediamine and its salts,251,108,4,1,90,275,186,134,310,199,,94505,78016,67732,73578,51892,56118,49630,42141,29410,35484,,1710,1508,2079,2772,2474,2310,3020,2393,2366,2503
844250,"Plates, cylinders and other printing components; plates, cylinders and lithographic stones, ...",453,306,273,128,151,221,407,78,107,199,,80073,67689,60807,61470,57963,55744,63464,57239,42427,44180,,58899,65843,57872,51621,52113,52292,51501,58243,25395,18626
760711,"Aluminium foil, not backed, rolled but not further worked, of a thickness of <= 0,2 mm (excluding ...",517,628,1076,1036,1166,1542,1972,2011,108,199,,343891,270296,251617,248065,250878,270971,284093,265692,258280,365497,,62198,62409,68644,48299,49503,61213,77240,67249,68896,88611
220299,"Non-alcoholic beverages (excl. water, fruit or vegetable juices, milk and beer)",0,0,0,0,0,342,286,262,213,199,,0,0,0,0,0,849577,814467,877178,872848,934469,,0,0,0,0,303,75232,97389,92786,91238,111036
950890,"Roundabouts, swings, shooting galleries and other fairground amusements; travelling theatres ...",514,1170,615,350,31,1004,339,108,1,198,,124138,164266,167709,230513,203005,203475,242881,310301,130119,165854,,33142,37520,22277,16587,16447,28243,21866,14820,8627,7972
401036,"Endless synchronous belts, of vulcanised rubber, of an outside circumference > 150 cm but <= ...",73,102,89,125,93,137,180,224,208,198,,2173,3212,3379,4109,2240,2566,3164,3010,2207,3193,,5135,4573,3383,3256,4927,7168,7215,5573,5436,9243
