Product code,Product label,"Singapore's imports from Korea, Republic of-Value in 2012","Singapore's imports from Korea, Republic of-Value in 2013","Singapore's imports from Korea, Republic of-Value in 2014","Singapore's imports from Korea, Republic of-Value in 2015","Singapore's imports from Korea, Republic of-Value in 2016","Singapore's imports from Korea, Republic of-Value in 2017","Singapore's imports from Korea, Republic of-Value in 2018","Singapore's imports from Korea, Republic of-Value in 2019","Singapore's imports from Korea, Republic of-Value in 2020","Singapore's imports from Korea, Republic of-Value in 2021","Korea, Republic of's exports to world- ","Korea, Republic of's exports to world-Value in 2012","Korea, Republic of's exports to world-Value in 2013","Korea, Republic of's exports to world-Value in 2014","Korea, Republic of's exports to world-Value in 2015","Korea, Republic of's exports to world-Value in 2016","Korea, Republic of's exports to world-Value in 2017","Korea, Republic of's exports to world-Value in 2018","Korea, Republic of's exports to world-Value in 2019","Korea, Republic of's exports to world-Value in 2020","Korea, Republic of's exports to world-Value in 2021",Singapore's imports from world- ,Singapore's imports from world-Value in 2012,Singapore's imports from world-Value in 2013,Singapore's imports from world-Value in 2014,Singapore's imports from world-Value in 2015,Singapore's imports from world-Value in 2016,Singapore's imports from world-Value in 2017,Singapore's imports from world-Value in 2018,Singapore's imports from world-Value in 2019,Singapore's imports from world-Value in 2020,Singapore's imports from world-Value in 2021
70970,"Fresh or chilled spinach, New Zealand spinach and orache spinach",0,0,0,0,0,1,3,23,41,44,,2,3,5,6,5,13,10,23,70,45,,10115,10098,10584,10827,12081,12685,13556,13855,16614,16671
70700,"Cucumbers and gherkins, fresh or chilled",4,1,0,2,2,5,12,20,43,44,,55,61,82,122,122,111,130,210,296,142,,10896,11011,11099,11282,11124,12125,11873,11879,13531,14675
390761,"Poly""""ethylene terephthalate"""", in primary forms, having a viscosity number of >= 78 ml/g""""",0,0,0,0,0,0,26,19,29,44,,0,0,0,0,0,513464,608747,506925,410998,437440,,0,0,0,0,0,0,113,221,171,249
842531,Winches and capstans powered by electric motor,425,988,142,610,83,44,1279,4529,3105,43,,16208,14874,25277,17522,12089,10462,5788,10118,6420,10164,,88658,119502,110590,91161,44291,35393,21410,33737,26541,18832
70200,"Tomatoes, fresh or chilled",0,0,48,79,13,3,35,19,42,43,,9483,9895,9812,9702,10687,11313,13653,14803,12545,14379,,29847,34384,36156,32850,30167,31737,32823,33549,35964,37267
292242,Glutamic acid and its salts,21,74,13,40,22,18,24,39,47,43,,16580,10762,8328,8365,8295,7492,8278,5315,1101,875,,20407,19525,23048,12420,11498,10933,9699,10712,11656,13728
570390,"Carpet tiles of vegetable textile materials or coarse animal hair, tufted """"needle punched"""", ...""",0,3,19,41,3,0,0,0,0,43,,1184,3002,3476,549,613,461,412,402,297,131,,3134,3809,5313,3627,3023,3106,3798,3356,2380,3412
852791,"Radio-broadcast receivers, for mains operation only, combined with sound recording or reproducing ...",0,0,18,9,8,0,4,0,6,42,,9544,1222,981,576,821,1478,2658,2236,2862,3041,,38051,14228,12933,9305,10521,7314,11781,12066,4806,4994
283329,"Sulphates (excluding of sodium, magnesium, aluminium, nickel, copper, barium and mercury)",2,0,66,17,8,25,27,24,36,42,,4220,9078,7761,8920,3001,11438,9403,6458,17215,25091,,4784,5039,5541,9360,5542,6472,7484,6946,7145,10502
71490,"Arrowroot, salep, Jerusalem artichokes and similar roots and tubers with high starch or inulin ...""",5,55,17,29,6,23,28,25,21,42,,60,85,29,59,41,11,41,137,26,63,,8476,10448,10471,9263,9377,8825,8831,9693,9399,10674
252520,Mica powder,0,0,137,119,81,48,31,34,17,42,,1074,1733,2496,3354,3990,2888,2145,1970,1405,2405,,2162,827,885,736,627,505,467,387,337,290
902910,"Revolution counters, production counters, taximeters, milometers, pedometers and the like (excluding ...",837,883,682,612,105,2,2,0,14,42,,10863,16578,24960,15508,8126,5510,5153,6118,4293,4765,,4991,5835,7076,11153,14111,6068,7729,7526,2893,3837
440290,"Wood charcoal, whether or not agglomerated (excl. of bamboo or shell or nut, charcoal used ...",7,8,8,0,0,25,20,48,64,42,,161,424,745,512,425,570,516,479,383,629,,4053,4023,4651,6567,5916,3276,4250,6066,5100,3713
903031,"Multimeters for voltage, current, resistance or electrical power, without recording device",11,33,10,1,1,12,9,8,28,42,,11195,12617,11752,13074,12756,21497,23403,22293,16047,21140,,5143,5118,7509,9587,11964,11371,13747,13711,14418,21462
940171,"Upholstered seats, with metal frames (excluding seats for aircraft or motor vehicles, swivel ...",345,143,35,34,14,9,30,112,10,42,,3920,3555,4150,4629,5222,5818,6182,6071,1757,1445,,11281,13037,9972,13215,10608,12384,15696,14592,11393,16692
710610,"Powder of silver, incl. silver plated with gold or platinum",31,21,44,531,0,0,2,0,42,41,,32203,17713,17313,16016,15495,21525,18823,25906,26498,31876,,27713,49455,119147,187364,259911,309183,275388,133477,127537,107156
130219,"Vegetable saps and extracts (excluding liquorice, hops and opium)",467,63,89,22,34,43,70,136,12,41,,31290,39181,42930,47848,55380,58999,58824,59697,68115,81905,,8979,10355,10947,17293,21942,26956,31166,30808,27559,29586
30772,"Frozen, even in shell, clams, cockles and ark shells """"families Arcidae, Arcticidae, Cardiidae, ...""",0,0,0,0,0,0,0,5,15,41,,0,0,0,0,0,7429,3828,3586,3709,6132,,0,0,0,0,0,0,3593,2703,2759,3504
611596,"Full-length or knee-length stockings, socks and other hosiery, incl. footwear without applied ...",15,50,195,99,73,58,29,125,83,41,,46584,48405,51521,47133,44094,37981,32553,30515,27352,30759,,2366,2540,2991,2928,3024,3678,3545,3804,2937,4165
900220,"Filters, optical, being parts of or fittings for instruments, apparatus and appliances, framed ...",145,18,70,49,144,35,77,490,83,41,,43108,35750,19815,22464,16971,45608,37469,32018,21458,15388,,16387,14656,12476,13817,12282,13359,15312,16014,23860,54351
160529,"Shrimps and prawns, prepared or preserved, in airtight containers (excluding smoked)",0,0,0,0,0,1,8,24,20,41,,43,184,205,179,216,297,263,305,473,906,,667,398,369,404,441,562,872,1369,1568,2038
280530,"Rare-earth metals, scandium and yttrium, whether or not intermixed or interalloyed",2059,5360,64,16,0,0,0,0,0,41,,233,176,498,3354,227,714,1086,1686,3168,1893,,2081,6026,601,593,48552,972,215,289,48,62
901590,"Parts and accessories for instruments and appliances used in geodesy, topography, photogrammetrical ...",627,360,377,2638,318,175,142,102,35,41,,1200,1244,2473,7527,2117,2489,1986,1966,4867,6425,,264450,313268,290647,233372,150351,127601,172113,139267,96008,96896
630590,"Sacks and bags, for the packing of goods, of textile materials (excluding man-made, cotton, ...",97,11,34,87,87,37,13,198,21,41,,260,130,730,596,808,1200,417,1558,103,202,,3092,4189,4181,4197,3420,2331,2161,2663,1657,2398
420100,"Saddlery and harness for any animal, incl. traces, leads, knee pads, muzzles, saddle cloths, ...",11,0,12,1,22,36,9,15,11,41,,5909,5702,5461,4586,6354,7939,5872,5187,8080,10727,,2314,3543,2202,2311,2187,2084,2242,2370,3286,4477
841830,"Freezers of the chest type, of a capacity <= 800 l",0,12,40,6,120,183,8,9,43,41,,48327,43814,46257,31660,37659,24498,11148,5777,6471,9793,,4058,4888,4273,3185,4896,4048,5366,6116,7749,10358
90220,Green tea in immediate packings of > 3 kg,280,1486,100,177,831,793,97,41,16,40,,2886,3148,1501,1577,3297,3894,2920,1464,3304,4841,,8797,9777,8492,7720,11753,12087,9113,10757,11026,10428
851190,"Parts of electrical ignition or starting equipment, generators, etc. of heading 8511, n.e.s.",1158,513,795,937,614,25,40,350,74,40,,135400,130505,139276,129136,112090,117368,122290,117797,98297,109696,,26015,25847,29854,32037,33767,39251,46514,49809,50083,38098
620449,"Women's or girls' dresses of textile materials (excluding of wool, fine animal hair, cotton ...",364,220,92,164,21,38,48,76,50,40,,4689,6281,8338,8787,7087,7265,6503,7728,4862,5857,,56634,59509,66260,38616,37446,34576,32523,33794,22498,24017
220190,"Ordinary natural water, not containing added sugar, other sweetening matter or flavoured; ice ...",0,0,1,3,1,6,18,36,37,40,,781,1229,763,302,723,301,839,1414,1375,6997,,16637,18589,20466,22779,22918,21092,23802,28060,21847,23188
30791,"Live, fresh or chilled molluscs, even in shell (excl. oysters, scallops of the genera Pecten, ...""",16,10,22,11,11,5,5,4,20,39,,20551,14595,8885,9391,8234,8527,7445,8077,6396,12040,,1490,1304,1330,983,796,784,856,814,624,781
621132,"Men's or boys' tracksuits and other garments, n.e.s. of cotton (excluding knitted or crocheted)",16,3,3,19,20,20,140,7,1,39,,1532,1275,1361,1061,1128,1043,844,998,593,1000,,10619,6816,7624,8321,8016,7431,7904,7486,4394,7891
852550,"Transmission apparatus for radio-broadcasting or television, not incorporating reception apparatus",162,63,313,281,1402,215,70,302,24,39,,6806,7957,9677,6770,9071,13644,21114,9353,6852,5116,,126201,108058,121895,97967,88266,88341,99899,80629,81779,94417
271490,"Bitumen and asphalt, natural; asphaltites and asphaltic rocks",56,58,75,227,84,151,195,140,64,39,,408,146,214,168,174,226,174,229,200,271,,7990,12066,3255,3197,2027,1402,3650,2618,803,708
732490,"Sanitary ware, incl. parts thereof (excluding cans, boxes and similar containers of heading ...",504,381,574,210,213,60,31,22,44,39,,4637,7507,4292,3980,9501,4334,4480,4046,3473,3356,,35827,28477,33033,30545,22447,20112,19610,17585,14476,21954
560312,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., of man-made filaments, ...",9,59,392,418,237,24,21,0,127,39,,54373,65482,71272,68455,57973,61394,55012,54745,68722,49636,,5965,5228,7125,5517,5265,3090,3321,2890,10348,6462
640319,"Sports footwear, with outer soles of rubber, plastics, leather or composition leather and uppers ...",31,197,1256,35,71,35,9,22,27,39,,9166,6423,2228,1466,1097,345,636,869,1169,2631,,22867,22930,28359,29286,27748,33751,22847,19989,16461,15365
620462,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of cotton (excluding ...",188,257,116,98,83,105,111,73,46,39,,19181,19396,17934,12995,12591,25404,19644,17036,17719,18892,,51561,56053,57057,56013,67069,67507,68338,69822,54307,60345
291899,"Carboxylic acids with additional oxygen function and their anhydrides, halides, peroxides and ...",0,0,0,0,47,0,88,50,0,39,,4911,7582,9788,11484,16004,17837,24123,30470,23145,29103,,18590,37278,34122,12808,15291,11557,7794,9919,11665,17997
700992,"Glass mirrors, framed (excluding rear-view mirrors for vehicles, optical mirrors, optically ...",72,298,86,71,65,37,182,31,21,39,,3249,3933,2446,1679,1780,1473,1948,2553,2383,2120,,5895,5612,6282,5935,5333,5545,8436,7555,5134,8573
480525,"Testliner """"recycled liner board"""", uncoated, in rolls of a width > 36 cm or in square or ...""",1496,913,612,467,425,556,878,681,199,39,,9268,8736,8858,10816,15625,20603,20259,17268,20888,17214,,10019,8554,8692,6599,10555,11427,16988,12704,11448,13977
391721,"Rigid tubes, pipes and hoses, of polymers of ethylene",219,0,49,3,47,48,73,111,1805,39,,16044,13813,15644,18884,12130,11606,29107,23767,23812,21698,,9493,9574,7950,11487,9376,7623,10913,11669,11079,9508
90412,"Pepper of the genus Piper, crushed or ground",71,30,20,35,56,32,55,75,25,39,,94,128,225,271,246,297,521,510,745,972,,4705,13004,8360,3638,3725,3293,3225,2822,3198,3749
291412,"Butanone """"methyl ethyl ketone""""""""",0,20,1,1,0,0,0,0,0,38,,3718,1495,1455,1015,344,1065,635,1997,3759,589,,26346,16183,13966,10302,9740,8961,14367,8709,9769,11250
620342,"Men's or boys' trousers, bib and brace overalls, breeches and shorts, of cotton (excluding ...",95,12,129,60,19,25,55,116,60,38,,7357,10198,11502,12113,9917,8444,7880,7928,6976,7869,,62996,58598,80907,73014,70130,76871,86220,90018,79848,83083
620442,Women's or girls' dresses of cotton (excluding knitted or crocheted and petticoats),405,175,21,133,144,53,221,53,42,38,,7232,7469,11757,6775,4925,4853,5183,5760,5837,5633,,37372,34046,28120,23345,24347,27266,31887,29585,18350,21705
850811,"Vacuum cleaners, incl. dry cleaners and wet vacuum cleaners, with self-contained electric motor, ...",165,415,903,784,701,613,260,111,20,38,,23144,41835,225570,124142,102685,58033,64117,55530,90242,62168,,12048,17142,27960,24293,21715,91674,51103,66357,45977,89765
910690,"Time of day recording apparatus and apparatus for measuring, recording or otherwise indicating ...",41,4,66,6,3,13,23,25,53,38,,1036,868,987,1594,1945,2150,1758,1634,1673,1869,,2120,1227,1551,1093,1596,1690,3078,3945,2495,1339
740321,"Copper-zinc base alloys """"brass"""" unwrought""""",1623,0,0,53,0,67,63,0,1,38,,75126,70626,60394,51297,41383,54737,52978,60093,112786,139527,,4561,2603,1666,893,1130,765,1234,473,245,182
940179,"Seats, with metal frames (excluding upholstered, swivel seats with variable height adjustments ...",261,78,5,121,138,42,11,12,98,38,,4557,7641,8519,10753,7934,7061,6081,6906,4733,5842,,9035,8119,9128,9306,7858,9891,7998,9010,5527,7837
845229,"Sewing machines, industrial type (excluding automatic units)",104,16,27,11,10,1,92,13,19,38,,44247,30058,25266,23876,17385,18551,15725,14527,10046,16219,,165586,212211,269821,254188,271291,212581,268893,226241,99807,203215
853941,Arc lamps,13,31,8,30,1,4,13,12,5,38,,2990,2038,1662,2387,1635,1241,1614,1511,1165,1678,,10717,11408,14289,17987,18060,20569,19140,25440,37487,44457
700719,"Toughened """"tempered"""" safety glass (excluding glass of size and shape suitable for incorporation ...""",362,919,464,125,8,4,7,1,16,38,,90519,167847,202382,182072,62948,82770,77727,94718,137814,128317,,48323,50868,70866,86453,54910,40584,37037,37597,29398,37601
30289,"Fresh or chilled fish, n.e.s.",43,6,17,64,43,63,63,57,35,38,,36638,29653,21251,26022,27327,20713,23596,22403,17848,15292,,47149,47243,46159,41552,37748,35387,42341,49825,51765,53658
610349,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of textile materials, ...",3,30,50,4,2,3,20,28,2,37,,154,573,2200,28736,28915,34008,35835,64690,79118,72457,,9170,10421,12520,9181,7719,7661,8639,7094,6655,5735
30391,"Frozen fish livers, roes and milt",0,0,0,0,0,0,41,41,57,37,,0,0,0,0,0,27543,26141,32134,22335,26562,,0,0,0,0,0,0,6705,5972,5559,9470
330530,Hair lacquers,1,5,5,11,71,57,28,110,24,37,,463,465,505,752,2050,679,567,1100,2848,3162,,1469,1490,3682,2995,7241,6134,4122,2750,1548,2739
670490,"Wigs, false beards, eyebrows and eyelashes, switches and the like, of animal hair or textile ...",12,11,8,8,6,2,15,14,14,37,,8177,7488,6918,5556,8499,10776,9191,6643,3592,4428,,548,623,362,451,933,426,604,365,158,250
90230,"Black fermented tea and partly fermented tea, whether or not flavoured, in immediate packings ...",73,115,123,97,138,169,62,23,11,37,,348,279,154,131,55,320,536,1079,551,612,,7581,7787,10377,10368,9120,10053,9347,13988,12434,14929
491000,"Calendars of any kinds, printed, incl. calendars blocks",70,119,41,48,58,63,43,209,53,37,,34454,33325,31199,31669,28326,27995,29695,32054,33115,44980,,6518,6805,4784,4786,4298,4069,4407,4851,4269,3922
401290,"Solid or cushion tyres, interchangeable tyre treads and tyre flaps, of rubber",103,47,84,18,113,194,80,16,1,37,,29528,31325,32090,25826,25296,24657,23950,23352,23460,26113,,60576,50786,40386,28675,23445,21977,25009,23263,7755,9108
220830,Whiskies,71,97,316,393,419,111,107,228,26,37,,9398,8479,7357,7795,7961,8338,7418,8016,3051,998,,670768,740276,564087,531711,550553,604565,671355,634198,568266,621071
690100,"Bricks, blocks, tiles and other ceramic goods of siliceous fossil meals, e.g. kieselguhr, tripolite ...",57,1,16,3,0,4,19,65,11,37,,1654,1874,2935,2316,2453,3340,3155,3891,3553,5758,,1013,625,504,463,341,678,641,1115,556,1568
591140,"Straining cloth of a kind used in oil-presses or for similar technical purposes, incl. that ...",7,10,0,0,0,1,3,9,33,37,,1695,2272,2107,2006,1683,1432,1372,1588,5109,6300,,4745,5752,4673,6262,5993,9347,9827,8110,14509,12924
610711,"Men's or boys' underpants and briefs of cotton, knitted or crocheted",22,22,8,10,16,22,1,46,18,36,,4529,2632,2434,1559,2144,2481,2681,1295,811,719,,5054,5007,5109,5621,7408,10258,10023,7958,7695,11193
901110,Stereoscopic optical microscopes,0,0,0,3,2,28,2,32,37,36,,546,774,605,1115,802,1426,1622,938,981,2499,,6406,7819,8707,6056,8606,8033,8702,8093,7209,8058
960920,"Pencil leads, black or coloured",23,17,3,11,7,27,4,3,4,36,,5757,5141,6140,5333,3866,2973,2735,2121,1549,1486,,895,646,649,748,1075,738,619,667,503,295
200897,"Mixtures of fruits, nuts and other edible parts of plants, prepared or preserved, whether or ...",0,10,1,0,0,0,0,1,27,36,,77,57,187,538,1334,396,371,171,148,919,,7872,6932,6713,5776,7373,5005,4519,5565,5311,5118
550942,"Multiple """"folded"""" or cabled yarn containing >= 85% synthetic staple fibres by weight (excluding ...""",0,0,0,0,0,2,0,0,12,36,,235,290,375,461,323,392,548,769,497,488,,218,233,209,292,185,213,259,162,167,146
722692,"Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, not further ...""",23,16,0,0,0,0,31,1,0,36,,4059,9962,11441,11873,39933,47412,48727,40258,34715,38139,,64887,59255,53007,36073,35252,40231,44060,37257,30786,37355
843999,"Parts of machinery for making or finishing paper or paperboard, n.e.s.",25,1,24,8,21,96,0,47,0,36,,46268,24036,26002,36554,22241,21692,23897,28327,23236,15771,,45781,11373,9594,14001,18357,16893,41103,27293,10387,18037
520832,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 ...",0,1,0,0,1,0,0,6,0,35,,22588,19775,22080,18978,19396,16255,17756,14353,29066,24212,,1400,1833,710,856,3959,4431,6747,6310,3558,4938
120740,"Sesamum seeds, whether or not broken",0,7,12,17,27,30,17,20,25,35,,1424,1938,4022,1693,569,171,1970,317,524,1729,,8548,12240,12109,8291,8391,6782,8032,9972,8308,8999
580639,"Narrow woven fabrics of textile materials other than cotton or man-made fibres, with a width ...",1180,164,66,106,160,91,28,33,43,35,,627,614,361,292,1535,462,784,1947,1819,1818,,26211,14780,8972,5801,5184,4042,4003,4112,3090,3264
690310,"Retorts, crucibles, mufflers, nozzles, plugs, supports, cupels, tubes, pipes, sheaths, rods ...",1049,935,677,228,259,50,49,19,33,35,,7071,6521,8080,10378,9090,7910,8804,12468,9682,12824,,1625,2972,2805,1790,1646,3586,9020,923,864,887
330620,"Yarn used to clean between the teeth """"dental floss"""", in individual retail packages""""",0,6,3,38,18,157,27,24,26,35,,525,1137,1040,913,555,1095,2162,1727,2582,3386,,5063,4417,4698,6118,6197,4968,7183,7372,4943,4625
30721,"Live, fresh or chilled, scallops and other molluscs of the family Pectinidae, even in shell",2,2,3,6,0,1,1,15,38,35,,21,137,14,41,36,19,25,866,825,362,,232,250,435,552,813,694,662,880,693,973
481850,"Articles of apparel and clothing accessories, of paper pulp, paper, cellulose wadding or webs ...",38,26,19,22,30,23,17,28,87,35,,3752,3648,3206,1635,1830,1631,2130,708,886,567,,3679,3626,3182,1528,1436,2073,1801,1673,28955,1225
940389,"Furniture of other mareials, including cane, osier or similar materials (excluding of bamboo, ...",35,71,221,33,59,131,362,54,211,35,,5747,11490,17170,21738,27705,51091,38643,35670,44008,46157,,55381,45547,46845,36378,28841,33253,31573,24625,19452,28881
741022,"Copper alloy foil, backed, of a thickness """"excluding any backing"""" of <= 0,15 mm (excluding ...""",0,2,22,5,11,3,2,42,339,35,,1022,1416,1480,1730,5826,1832,2278,5931,7410,12215,,5797,9023,6255,5362,5151,6925,3097,4166,1351,675
732510,"Articles of non-malleable cast iron, n.e.s.",29,265,6,48,24,5,2,0,0,35,,67,261,591,1474,607,737,250,646,200,848,,7031,7526,10496,12218,9473,9856,8411,6756,5725,8353
890710,Inflatable rafts,3,87,13,23,17,64,29,217,13,35,,86,23,79,204,136,256,931,400,166,113,,21352,21369,17620,17290,14059,15552,14592,13492,11036,10878
820530,"Planes, chisels, gouges and similar cutting tools for working wood",103,260,183,43,129,136,47,4,11,34,,225,118,44,31,31,21,21,54,13,131,,1326,3480,5220,4680,2625,2222,1522,1601,800,1565
590500,Textile wallcoverings,158,22,38,32,6,1,4,4,11,34,,705,924,1718,1439,2005,1188,1559,1557,2002,1646,,1453,899,873,796,625,1340,758,714,607,862
630629,"Tents of textile materials (excluding of synthetic fibres, and umbrella and play tents)",37,2,0,0,0,10,4,1,19,34,,260,367,446,513,328,2370,5156,8585,16057,11435,,1373,1509,1639,1474,2130,763,1765,2113,2202,965
741210,"Refined copper tube or pipe fittings """"e.g., couplings, elbows, sleeves""""""""",401,478,205,139,79,38,190,4,8,34,,38315,36787,36833,40009,38295,49268,54964,59335,52570,64266,,4489,3852,4527,3323,3138,1245,2638,4514,7811,9860
