Product code,Product label,India's imports from Russian Federation-Value in 2012,India's imports from Russian Federation-Value in 2013,India's imports from Russian Federation-Value in 2014,India's imports from Russian Federation-Value in 2015,India's imports from Russian Federation-Value in 2016,India's imports from Russian Federation-Value in 2017,India's imports from Russian Federation-Value in 2018,India's imports from Russian Federation-Value in 2019,India's imports from Russian Federation-Value in 2020,India's imports from Russian Federation-Value in 2021,Russian Federation's exports to world- ,Russian Federation's exports to world-Value in 2012,Russian Federation's exports to world-Value in 2013,Russian Federation's exports to world-Value in 2014,Russian Federation's exports to world-Value in 2015,Russian Federation's exports to world-Value in 2016,Russian Federation's exports to world-Value in 2017,Russian Federation's exports to world-Value in 2018,Russian Federation's exports to world-Value in 2019,Russian Federation's exports to world-Value in 2020,Russian Federation's exports to world-Value in 2021,India's imports from world- ,India's imports from world-Value in 2012,India's imports from world-Value in 2013,India's imports from world-Value in 2014,India's imports from world-Value in 2015,India's imports from world-Value in 2016,India's imports from world-Value in 2017,India's imports from world-Value in 2018,India's imports from world-Value in 2019,India's imports from world-Value in 2020,India's imports from world-Value in 2021
200979,"Apple juice, unfermented, Brix value > 20 at 20¡ÆC, whether or not containing added sugar or ...",0,0,0,0,0,0,0,0,0,0,,1908,1671,1060,1599,886,1487,3161,576,1132,2626,,11743,8486,6935,5873,6650,9135,11965,16179,13742,18810
10231,Pure-bred buffalo for breeding,0,0,0,0,0,0,0,0,0,0,,207,33,544,1132,815,263,2212,2326,1500,1384,,0,0,15,0,0,0,0,0,0,0
10514,"Live domestic geese, weighing <= 185 g",0,0,0,0,0,0,0,0,0,0,,53,0,119,49,67,4,14,143,103,167,,0,0,0,0,0,0,0,0,0,0
10594,"Live fowls of the species Gallus domesticus, weighing > 185",0,0,0,0,0,0,0,0,0,0,,0,0,255,4,0,0,72,84,79,72,,0,0,0,0,0,0,0,0,0,0
10614,Live rabbits and hares,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,39,305,57,,0,0,7,0,0,0,0,0,0,0
10641,Live bees,0,0,0,0,0,0,0,0,0,0,,5,35,243,39,49,34,432,296,577,444,,0,16,28,19,6,3,0,0,0,0
20230,"Frozen, boneless meat of bovine animals",0,0,0,0,0,0,0,0,0,0,,148,5662,6600,6231,6027,8779,11104,21248,66870,162040,,0,0,0,0,0,0,0,0,0,0
20319,"Fresh or chilled meat of swine (excluding carcases and half-carcases, and hams, shoulders and ...",0,0,0,0,0,0,0,0,0,0,,0,202,58,1179,2012,1170,2569,9938,22845,43683,,471,203,274,264,108,311,367,315,156,409
20321,Frozen carcases and half-carcases of swine,0,0,0,0,0,0,0,0,0,0,,73,79,73,2146,1660,775,432,111,517,6210,,0,0,0,0,0,35,161,145,159,263
20421,Fresh or chilled sheep carcases and half-carcases (excluding lambs),0,0,0,0,0,0,0,0,0,0,,0,0,123,0,78,782,25423,11444,47,915,,0,0,3,0,0,0,0,0,0,0
20423,Fresh or chilled boneless cuts of sheep,0,0,0,0,0,0,0,0,0,0,,0,44,33,0,33,10,2,0,0,0,,0,0,0,0,0,0,27,8,0,0
20621,Frozen edible bovine tongues,0,0,0,0,0,0,0,0,0,0,,261,224,897,543,759,950,496,265,336,369,,0,0,0,0,0,0,0,0,0,0
20629,Frozen edible bovine offal (excluding tongues and livers),0,0,0,0,0,0,0,0,0,0,,53,181,892,1392,2939,2335,2846,3256,7207,9566,,0,0,0,0,0,0,0,0,0,0
20680,"Fresh or chilled edible offal of sheep, goats, horses, asses, mules and hinnies",0,0,0,0,0,0,0,0,0,0,,0,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
20725,"Frozen turkeys of the species domesticus, not cut into pieces",0,0,0,0,0,0,0,0,0,0,,0,40,7,16,141,109,40,5,10,9,,8,0,3,0,62,23,59,143,0,46
20727,Frozen cuts and edible offal of turkeys of the species domesticus,0,0,0,0,0,0,0,0,0,0,,0,276,391,448,3077,2945,4653,6453,13132,46850,,0,3,0,0,0,0,9,23,0,26
20744,Fresh or chilled cuts and edible offal of domestic ducks (excluding fatty livers),0,0,0,0,0,0,0,0,0,0,,6,13,23,0,6,126,92,2,2,2,,0,0,0,0,0,0,0,0,0,0
30212,"Fresh or chilled Pacific salmon Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,0
30214,"Fresh or chilled Atlantic salmon """"Salmo salar"""" and Danube salmon """"Hucho hucho""""""""",0,0,0,0,0,0,0,0,0,0,,99,18,90,67,55,96,0,64,673,929,,0,316,665,709,676,1605,2214,2809,1388,2259
30223,"Fresh or chilled sole """"Solea spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
30244,"Fresh or chilled mackerel """"Scomber scombrus, Scomber australasicus, Scomber japonicus""""""""",0,0,0,0,0,0,0,0,0,0,,227,32,45,0,0,36,117,23,35,47,,0,0,0,0,0,0,12,3,0,0
30246,"Fresh or chilled cobia """"Rachycentron canadum""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
30271,"Fresh or chilled tilapia """"Oreochromis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,240,328,384
30283,"Fresh or chilled toothfish """"Dissostichus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,5,6,0,18,9,1,0,0,18,,0,0,0,0,0,0,0,0,0,0
30290,Fresh or chilled fish livers and roes,0,0,0,0,0,0,0,0,0,0,,0,290,1366,446,55,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
30312,"Frozen Pacific salmon (excluding sockeye salmon """"red salmon"""")""""",0,0,0,0,0,0,0,0,0,0,,123282,148686,93715,81954,219830,156162,404021,218758,255317,168530,,0,0,0,0,0,229,279,188,19,0
30339,"Frozen flat fish """"Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae"""" ...""",0,0,0,0,0,0,0,0,0,0,,9741,6878,12173,18142,24330,28691,45421,35828,26109,13210,,18,0,0,0,0,0,0,0,0,0
30345,"Frozen Atlantic and Pacific bluefin tuna (Thunnus thynnus, Thunnus orientalis)",0,0,0,0,0,0,0,0,0,0,,0,0,5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3,0
30349,"Frozen tunas of the genus """"Thunnus"""" (excluding Thunnus alalunga, Thunnus albacares, Thunnus ...""",0,0,0,0,0,0,0,0,0,0,,0,11,13,11,17,5,8,86,120,318,,16,344,153,0,0,0,0,31,109,5
30376,Frozen eels (Anguilla spp.),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
30389,"Frozen fish, n.e.s.",0,0,0,0,0,0,0,0,0,0,,56114,50648,55025,40181,32877,39496,39514,33135,39457,32314,,0,1721,3561,4151,5530,7647,4887,10996,18093,12665
30399,"Frozen fish fins, heads, tails, maws and other edible fish offal (excl. livers, roes, milt ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,11,13782,19076,22815,19312,21672,,0,0,0,0,0,1,0,1,19,87
30432,"Fresh or chilled fillets of catfish """"Pangasius spp., Silurus spp., Clarias spp., Ictalurus ...""",0,0,0,0,0,0,0,0,0,0,,0,0,118,43,21,53,0,0,0,4,,0,0,0,0,0,0,0,0,57,0
30459,"Fresh or chilled fish meat, whether or not minced (excluding all fillets, tilapias, catfish, ...",0,0,0,0,0,0,0,0,0,0,,0,8,32,0,6,0,0,3,5,6,,0,113,678,321,0,87,73,101,0,0
30481,"Frozen fillets of Pacific salmon """"Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus ...""",0,0,0,0,0,0,0,0,0,0,,3417,4451,3222,983,1309,1645,4776,4077,1656,5291,,0,0,0,34,793,647,1315,1098,640,821
30483,"Frozen fillets of flat fish """"Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae ...""",0,0,0,0,0,0,0,0,0,0,,11,38,26,63,23,47,49,123,172,319,,0,0,0,0,0,0,0,0,0,2
30539,"Fish fillets, dried, salted or in brine, but not smoked (excluding tilapia, catfish, carp, ...",0,0,0,0,0,0,0,0,0,0,,2052,2301,1631,545,994,1490,2440,2586,2562,2024,,0,17,0,0,1231,371,38,963,2,0
30561,"Herring (Clupea harengus, Clupea pallasii), only salted or in brine (excluding fillets and ...",0,0,0,0,0,0,0,0,0,0,,1150,958,939,652,339,224,391,627,215,381,,0,0,0,0,0,0,0,0,0,0
30563,"Anchovies """"Engraulis spp."""", salted or in brine only (excluding fillets and offal)""""",0,0,0,0,0,0,0,0,0,0,,25,0,4,77,63,38,10,2,1,4,,0,1,0,0,0,0,0,0,0,2
30623,"Shrimps and prawns, whether in shell or not, live, dried, salted or in brine, incl. shrimps ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
30629,"Crustaceans, even smoked, fit for human consumption, whether in shell or not, live, fresh, ...",0,0,0,0,0,0,0,0,0,0,,25,21,17,12,14,0,0,0,0,0,,0,0,20,7,10,0,0,0,0,0
30890,"Live, fresh, chilled, frozen, dried, salted or in brine, even smoked, aquatic invertebrates ...",0,0,0,0,0,0,0,0,0,0,,36,256,7,78,345,78,629,476,35,35,,0,1,2,0,0,0,8,3,27,290
40110,"Milk and cream of a fat content by weight of <= 1%, not concentrated nor containing added sugar ...",0,0,0,0,0,0,0,0,0,0,,292,218,251,200,570,668,554,370,714,741,,0,0,10,0,0,0,9,0,5,0
40221,"Milk and cream in solid forms, of a fat content by weight of > 1,5%, unsweetened",0,0,0,0,0,0,0,0,0,0,,4313,3335,3203,4016,3185,1580,1104,973,1570,1993,,0,0,0,79,120,0,97,16,277,76
50590,"Skins and other parts of birds, with their feathers or down, feathers and parts of feathers, ...",0,0,0,0,0,0,0,0,0,0,,0,1,0,0,24,26,52,14,3,3,,1,13,4,0,0,0,3,3,0,0
60110,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant (excluding those used for ...",0,0,0,0,0,0,0,0,0,0,,2,1,25,93,109,62,77,186,280,305,,2643,2427,1518,1163,1184,1067,898,1127,377,696
60120,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, in growth or in flower; chicory ...",0,0,0,0,0,0,0,0,0,0,,1,45,24,16,6,13,101,174,71,159,,1697,2226,2654,3501,3819,3793,3611,3189,1786,2303
60290,"Live plants, incl. their roots, and mushroom spawn (excluding bulbs, tubers, tuberous roots, ...",0,0,0,0,0,0,1,0,0,0,,406,1321,677,539,1108,902,1251,1281,1167,1784,,6618,7220,7138,6718,9424,10647,13869,12384,9571,17541
60314,"Fresh cut chrysanthemums and buds, of a kind suitable for bouquets or for ornamental purposes",0,0,0,0,0,0,0,0,0,0,,1,12,59,138,119,23,21,9,10,15,,11,27,20,40,67,32,41,56,5,0
60410,"Mosses and lichens for bouquets or for ornamental purposes, fresh, dried, dyed, bleached, impregnated ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
70110,Seed potatoes,0,0,0,0,0,0,0,0,0,0,,522,562,749,836,1127,3619,6930,5651,14191,3439,,0,0,0,13,0,0,1,0,0,0
70690,"Fresh or chilled salad beetroot, salsify, celeriac, radishes and similar edible roots (excluding ...",0,0,0,0,0,0,0,0,0,0,,11,31,31,1161,1412,1866,1831,1498,1711,1768,,8,110,3,21,10,11,25,42,36,45
70920,Fresh or chilled asparagus,0,0,0,0,0,0,0,0,0,0,,3,3,1,0,0,2,4,8,6,8,,130,153,278,552,530,619,867,1893,659,962
71339,"Dried, shelled beans """"Vigna and Phaseolus"""", whether or not skinned or split (excluding beans ...""",3823,2234,0,0,0,0,0,0,0,0,,12,4,2,0,5,37,14,61,35,39,,110437,83691,63246,60773,60164,52731,8771,21622,13477,4875
71420,"Sweet potatoes, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,6,,0,0,0,0,0,0,0,10,0,68
80121,"Fresh or dried brazil nuts, in shell",0,0,0,0,0,0,0,0,0,0,,0,4,2,2,0,1,0,1,1,2,,0,0,0,16,0,0,0,0,83,0
80122,"Fresh or dried brazil nuts, shelled",0,0,0,0,0,0,0,0,0,0,,14,20,26,24,16,2,10,22,43,85,,8,0,5,0,0,0,0,0,0,0
80232,"Fresh or dried walnuts, shelled",0,0,0,0,0,0,0,0,0,0,,108,1224,543,569,281,436,64,66,211,411,,119,612,868,1712,200,1033,2244,12039,28246,12667
80261,"Fresh or dried macadamia nuts, in shell",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,10,50,58,,0,0,0,0,0,0,0,0,0,3
80521,Fresh or dried mandarins incl. tangerines and satsumas (excl. clementines),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,551,4623,4807,3784,2987,3783,,0,0,0,0,0,950,1948,2283,1909,4620
80540,Fresh or dried grapefruit,0,0,0,0,0,0,0,0,0,0,,61,81,232,563,417,719,874,1440,1048,810,,54,45,30,167,261,350,484,423,133,259
80719,Fresh melons (excluding watermelons),0,0,0,0,0,0,0,0,0,0,,12,12,32,487,539,759,673,817,856,770,,44,174,159,284,304,514,295,296,118,78
80830,Fresh pears,0,0,0,0,0,0,0,0,0,0,,213,686,385,316,176,357,370,390,383,427,,0,9860,15460,20708,27648,18450,21854,22602,20501,26678
81070,Fresh persimmons,0,0,0,0,0,0,0,0,0,0,,2,40,6,858,740,830,730,641,466,681,,0,0,0,0,0,86,97,203,130,100
81190,"Frozen fruit and nuts, uncooked or cooked by steaming or boiling in water, whether or not sweetened ...",0,0,0,0,0,0,0,0,0,0,,39980,30095,32723,30954,14429,18617,20266,18738,40239,30991,,589,417,574,108,281,401,1095,1220,442,1734
90210,Green tea in immediate packings of <= 3 kg,0,0,0,0,0,0,0,0,0,0,,11318,14496,12390,8773,10178,12251,13216,14230,16148,18673,,592,498,237,195,222,286,359,301,221,265
90422,"Fruits of the genus Capsicum or of the genus Pimenta, crushed or ground",0,0,0,0,0,0,0,0,0,0,,526,517,543,389,393,584,690,944,1204,1963,,0,996,1104,391,2328,3741,2603,2423,3109,6251
90500,Vanilla,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1250,0,0,0,0,0,0,0,0,0
90510,"Vanilla, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,3,12,11,11,6,24,24,30,22,40,,0,756,3080,3866,17538,33268,21734,487,0,0
90932,"Cumin seeds, crushed or ground",0,0,0,0,0,0,0,0,0,0,,19,32,16,11,19,25,21,40,42,61,,0,0,0,0,15,55,32,368,238,787
91010,Ginger,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,14699,0,0,0,0,0,0,0,0,0
91012,"Ginger, crushed or ground",0,0,0,0,0,0,0,0,0,0,,54,72,68,57,71,98,90,111,202,204,,0,179,257,944,136,266,265,794,1519,1229
100610,"Rice in the husk, """"paddy"""" or rough""""",0,0,0,0,0,0,0,0,0,0,,58491,28155,40000,19303,29503,9658,12009,21582,22428,16335,,1,2,126,0,13,9,189,24,3,368
620892,"Women's or girls' singlets and other vests, briefs, panties, n?glig?s, bathrobes, dressing ...",0,0,0,0,0,0,0,0,0,0,,192,533,513,554,164,136,127,345,400,307,,81,107,163,156,122,309,325,323,245,370
621010,"Garments made up of felt or nonwovens, whether or not impregnated, coated, covered or laminated ...",0,0,0,0,0,0,0,0,0,0,,142,301,174,650,337,429,829,1915,11016,5829,,1202,1564,3076,3572,3892,3339,4119,5784,35847,12130
621030,"Garments of the type described in heading 6202, rubberised or impregnated, coated, covered ...",1,0,0,0,0,0,0,0,0,0,,5,14,21,33,67,133,165,140,369,678,,51,45,18,171,36,37,265,149,64009,752
621111,Men's or boys' swimwear (excluding knitted or crocheted),0,0,0,0,0,0,0,0,0,0,,20,32,80,339,297,366,358,570,1111,1092,,196,235,1456,806,427,330,803,917,454,380
621133,"Men's or boys' tracksuits and other garments, n.e.s. of man-made fibres (excluding knitted ...",0,0,0,0,0,0,3,0,1,0,,3850,5031,5897,3074,4632,7341,5371,6227,4377,5105,,304,581,589,653,713,1827,1064,1008,1665,2209
621220,"Girdles and panty girdles of all types of textile materials, whether or not elasticated, incl. ...",0,0,0,0,0,0,0,0,0,0,,616,504,349,257,200,148,215,142,178,180,,857,35,78,210,111,70,393,376,354,130
621420,"Shawls, scarves, mufflers, mantillas, veils and similar articles of wool or fine animal hair ...",0,0,0,0,0,0,0,0,0,0,,1110,949,1193,1001,932,1103,1644,1948,1945,1095,,1457,1125,1022,1096,1124,1222,1643,2076,1294,1639
630229,"Printed bedlinen of textile materials (excluding cotton and man-made fibres, knitted or crocheted)",0,0,0,0,0,0,0,0,0,0,,10,47,107,64,93,115,174,157,264,191,,89,52,9,2202,2484,248,598,541,44,186
630260,"Toilet linen and kitchen linen, of terry towelling or similar terry fabrics of cotton (excluding ...",0,0,0,0,0,0,0,0,0,0,,752,1844,1963,1608,1909,2631,3119,3734,4254,5520,,176,125,225,767,518,980,1128,734,882,1144
630392,"Curtains, incl. drapes, and interior blinds, curtain or bed valances of synthetic fibres (excluding ...",0,0,0,0,0,0,0,0,0,0,,282,982,928,1030,807,1170,1402,2504,4260,4845,,1227,659,782,801,515,1067,2016,7532,6027,10348
630499,"Articles for interior furnishing, of textile materials (excluding of cotton or synthetic fibres, ...",0,0,0,0,0,0,0,0,0,0,,158,82,1345,112,139,224,319,409,1335,2588,,4244,719,1075,1840,887,1078,1371,1016,520,891
630629,"Tents of textile materials (excluding of synthetic fibres, and umbrella and play tents)",0,0,0,0,0,0,0,0,0,0,,208,145,1024,697,839,968,768,255,1825,1445,,1147,1772,838,1164,1795,3508,3302,2576,1673,2614
630630,"Sails for boats, sailboards or landcraft, of textile materials",0,0,0,0,0,0,0,0,0,0,,157,77,106,90,116,130,41,119,85,93,,52,15,20,74,327,131,153,68,12,342
640340,"Footwear, incorporating a protective metal toecap, with outer soles of rubber, plastics, leather ...",0,0,0,1,0,0,29,0,0,0,,3587,4218,4350,3077,4334,5115,5897,4909,4253,4755,,528,743,511,625,806,696,816,2755,1256,658
640691,"Parts of footwear, of wood",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,15,0,0,0,0,0,0,0,0,0
650400,"Hats and other headgear, plaited or made by assembling strips of any material, whether or not ...",0,0,0,0,0,0,0,0,0,0,,96,99,275,436,151,275,336,423,362,494,,552,629,438,560,470,374,204,380,176,588
650691,"Bathing caps, hoods and other headgear, whether or not lined or trimmed, of rubber or plastics ...",0,0,0,0,0,0,0,0,0,0,,99,151,218,103,119,164,239,336,398,612,,300,497,844,834,459,766,1009,974,787,634
660199,"Umbrellas and sun umbrellas, incl. walking-stick umbrellas (excluding umbrellas having a telescopic ...",0,0,0,0,0,0,0,0,0,0,,363,459,149,90,160,260,267,338,322,716,,10918,6971,8308,7463,6584,8297,9297,10384,4584,4086
660200,"Walking sticks, seat-sticks, whips, riding-crops and the like (excluding measure walking sticks, ...",0,0,0,0,0,0,0,0,0,0,,28,78,74,106,87,109,137,225,162,245,,137,200,232,202,288,420,398,565,400,509
670300,"Human hair, dressed, thinned, bleached or otherwise worked; wool, other animal hair or other ...",0,0,0,0,0,0,3,0,0,0,,69,89,97,113,106,132,456,76,35,14,,1393,1148,194,451,96,680,2499,1271,606,844
670411,Complete wigs of synthetic textile materials,0,0,0,0,0,0,0,0,0,0,,1,5,1,12,2,4,7,5,26,5,,67,109,17,10,12,27,19,119,93,11
680221,"Marble, travertine and alabaster articles thereof, simply cut or sawn, with a flat or even ...",0,0,0,0,0,0,0,0,0,0,,128,307,82,331,351,326,192,180,115,410,,143553,140490,145231,168609,168431,103382,84594,61207,21473,30913
680293,"Granite, in any form, polished, decorated or otherwise worked (excluding tiles, cubes and similar ...",0,0,0,0,0,0,0,0,0,0,,909,1745,561,158,399,302,665,474,291,241,,1656,1870,1285,1729,1908,283,776,1897,2240,365
680430,Hand sharpening or polishing stones,0,0,0,0,0,0,0,0,0,0,,178,91,83,90,88,158,117,209,431,675,,4230,3447,4199,3279,3083,2756,2639,1946,799,2255
680510,"Natural or artificial abrasive powder or grain, on a base of woven textile fabric only, whether ...",0,0,0,0,0,0,0,107,0,0,,5700,5235,4411,3192,3280,4573,4658,5139,5604,6598,,9928,10691,11361,11902,12899,17551,22673,23774,20599,38948
681011,"Building blocks and bricks of cement, concrete or artificial stone, whether or not reinforced",0,0,0,0,0,0,0,0,0,0,,993,3210,3928,2267,2401,2182,4988,2850,4905,10653,,714,374,150,191,405,606,647,494,1036,597
681091,"Prefabricated structural components for building or civil engineering of cement, concrete or ...",0,0,0,0,0,0,0,0,0,0,,119,345,338,1541,3401,6380,11980,9741,7754,8364,,5925,685,143,453,686,320,601,7664,4616,1088
681189,"Articles of cellulose fibre-cement or the like, not containing asbestos (excluding corrugated ...",0,0,0,0,0,0,0,0,0,0,,68,48,11,0,40,28,12,2,5,8,,3975,4109,896,241,183,677,765,471,255,389
690100,"Bricks, blocks, tiles and other ceramic goods of siliceous fossil meals, e.g. kieselguhr, tripolite ...",0,0,0,0,0,0,0,17,18,0,,3419,2470,1331,1833,1321,1559,2607,1691,1526,2585,,3300,2393,1380,8373,1021,1140,1396,866,847,1334
611521,"Pantyhose and tights of synthetic fibres, knitted or crocheted, measuring per single yarn < ...",0,0,0,0,0,0,0,0,0,0,,613,776,2846,3848,3391,4301,5341,7349,5597,5188,,174,100,59,309,341,805,1895,1982,1218,1728
611530,"Women's full-length or knee-length hosiery, knitted or crocheted, measuring per single yarn ...",0,0,0,0,0,0,0,0,0,0,,278,170,481,237,283,421,528,612,456,498,,105,791,502,909,972,1195,344,247,24,44
611595,"Full-length or knee-length stockings, socks and other hosiery, incl. footwear without applied ...",0,0,0,0,0,0,1,0,0,0,,1529,5835,2768,1885,2374,3591,5187,8130,9090,10773,,296,578,855,1124,1351,2233,2603,3336,2026,2642
620219,"Women's or girls' overcoats, raincoats, car coats, capes, cloaks and similar articles, of textile ...",0,0,0,0,0,0,0,0,0,0,,1118,2024,2757,1743,2103,1853,1304,1581,1068,909,,126,291,281,200,135,133,401,700,914,1480
620292,"Women's or girls' anoraks, windcheaters, wind jackets and similar articles, of cotton (not ...",0,0,0,0,0,0,0,0,0,0,,279,600,1129,897,715,820,1054,1213,1145,1325,,148,138,340,509,304,537,866,1168,670,1010
620312,"Men's or boys' suits of synthetic fibres (excluding knitted or crocheted, tracksuits, ski suits ...",0,0,0,0,0,0,0,0,0,0,,550,683,1101,508,560,985,1456,2684,4904,3630,,2040,4775,3435,3619,3093,3636,5149,6386,1634,3230
620423,"Women's or girls' ensembles of synthetic fibres (excluding knitted or crocheted, ski overalls ...",0,0,0,0,0,0,0,0,0,0,,144,232,332,181,3294,172,160,219,346,413,,26,47,48,51,11,60,517,220,70,694
620452,Women's or girls' skirts and divided skirts of cotton (excluding knitted or crocheted and  ...,0,0,0,0,2,0,2,0,0,0,,626,1076,1607,1256,1017,1002,1204,1324,1081,1347,,606,737,689,706,875,1364,1209,1652,1109,1471
620610,"Women's or girls' blouses, shirts and shirt-blouses of silk or silk waste (excluding knitted ...",0,0,0,0,0,0,0,0,0,0,,278,236,338,301,387,480,601,1346,3404,2081,,628,720,796,648,544,412,838,647,254,363
690990,"Ceramic troughs, tubs and similar receptacles of a kind used in agriculture; ceramic pots, ...",0,0,0,0,0,0,0,0,1,0,,25,78,8,7,81,60,26,14,20,22,,6797,7218,8723,8194,8475,9493,8914,7824,20439,26286
691010,"Ceramic sinks, washbasins, washbasin pedestals, baths, bidets, water closet pans, flushing ...",0,0,0,0,0,0,0,0,0,0,,3428,3711,3566,2697,6551,12938,17359,18488,20606,23821,,18161,17884,23861,25042,23475,26365,28288,25496,18458,24813
691090,"Ceramic sinks, washbasins, washbasin pedestals, baths, bidets, water closet pans, flushing ...",0,0,0,0,0,0,0,0,0,0,,17084,19315,20851,21527,26850,30678,27565,32362,31047,36554,,47529,50461,57683,49117,54400,66305,81959,78531,48908,89018
691110,"Tableware and kitchenware, of porcelain or china (excluding ornamental articles, pots, jars, ...",0,0,0,0,0,0,0,2,0,0,,2628,3406,4199,3795,4214,5255,6063,6122,6051,8564,,14798,14945,15243,14886,13915,17669,18958,20821,15185,25555
700800,Multiple-walled insulating units of glass,0,0,0,0,0,0,0,0,0,0,,2118,2729,3898,4598,6072,7021,8265,12419,8487,15546,,5501,9722,6041,3381,4877,4752,7186,5891,4283,7925
701020,"Stoppers, lids and other closures, of glass",0,0,0,0,0,0,0,0,0,0,,558,477,513,755,705,517,665,676,795,1221,,1226,2021,2039,2593,4868,3337,4532,3099,3155,6154
701090,"Carboys, bottles, flasks, jars, pots, phials and other containers, of glass, of a kind used ...",72,0,4,0,0,7,15,0,1,0,,191779,250698,227927,132774,141939,157119,174428,212793,192407,231472,,47067,51788,43629,43489,37380,40545,53004,78043,68199,74548
