Product code,Product label,Japan's imports from Singapore-Value in 2012,Japan's imports from Singapore-Value in 2013,Japan's imports from Singapore-Value in 2014,Japan's imports from Singapore-Value in 2015,Japan's imports from Singapore-Value in 2016,Japan's imports from Singapore-Value in 2017,Japan's imports from Singapore-Value in 2018,Japan's imports from Singapore-Value in 2019,Japan's imports from Singapore-Value in 2020,Japan's imports from Singapore-Value in 2021,Singapore's exports to world- ,Singapore's exports to world-Value in 2012,Singapore's exports to world-Value in 2013,Singapore's exports to world-Value in 2014,Singapore's exports to world-Value in 2015,Singapore's exports to world-Value in 2016,Singapore's exports to world-Value in 2017,Singapore's exports to world-Value in 2018,Singapore's exports to world-Value in 2019,Singapore's exports to world-Value in 2020,Singapore's exports to world-Value in 2021,Japan's imports from world- ,Japan's imports from world-Value in 2012,Japan's imports from world-Value in 2013,Japan's imports from world-Value in 2014,Japan's imports from world-Value in 2015,Japan's imports from world-Value in 2016,Japan's imports from world-Value in 2017,Japan's imports from world-Value in 2018,Japan's imports from world-Value in 2019,Japan's imports from world-Value in 2020,Japan's imports from world-Value in 2021
401031,"Endless transmission belts of trapezoidal cross-section """"V-belts"""", of vulcanised rubber, ...""",0,5,29,0,13,3,0,0,0,2,,8436,10243,10349,4845,6056,5944,4511,5836,5103,6073,,12214,11995,11454,11601,11402,11215,11341,10914,9304,11571
844339,"Printers, copying machines and facsimile machines, whether or not combined (excluding those ...",385,44,77,340,65,116,137,20,7,2,,288503,261919,243868,182788,166474,208764,162682,145259,106731,95008,,161093,132698,132222,95886,80233,55867,50127,49520,46194,41842
853929,"Filament lamps, electric (excluding tungsten halogen lamps, lamps of a power <= 200 W and for ...",13,59,98,7,0,5,5,13,16,2,,11131,8794,8412,6390,5775,9250,7424,3802,3838,1737,,30953,27380,27445,23060,20947,20190,18513,15130,12958,12691
854012,"Cathode ray television picture tubes, incl. video monitor cathode ray tubes, black and white ...",0,0,0,0,0,0,0,0,0,2,,522,1355,2593,442,304,207,186,31,28,156,,112,0,3,21,3,19,0,0,0,2
851950,Telephone answering machines,0,0,0,0,0,0,0,0,0,0,,363,1960,4490,274,829,1741,6067,1547,10122,2674,,7,2,5,95,11,0,4,0,109,57
853222,"Fixed electrical capacitors, aluminium electrolytic (excluding power capacitors)",16,10,23,8,8,0,5,24,9,0,,193209,142450,141092,192765,190442,319378,453598,418389,481202,616954,,35521,31484,31821,24569,25303,30731,37853,33838,28951,41819
853230,"Variable or adjustable """"pre-set"""" electrical capacitors""""",6,0,5,3,0,0,3,16,5,0,,54684,60427,56427,40091,26357,30461,31281,23305,27273,34716,,5675,8397,9140,8409,9498,12035,8696,6115,10701,13475
851390,"Parts of portable electrical lamps designed to function by their own source of energy, n.e.s.",0,0,0,0,0,0,0,0,0,0,,3236,2537,2146,926,1225,988,1112,1320,1900,1376,,1925,2021,2584,1868,1519,1168,1658,1255,533,1140
852791,"Radio-broadcast receivers, for mains operation only, combined with sound recording or reproducing ...",0,25,0,0,0,0,5,0,0,0,,23811,13435,11225,6966,6924,7964,5279,9469,2677,2530,,172347,132302,131097,100467,98669,87428,79662,71953,61651,50821
852842,"Cathode-ray tube monitors """"CRT"""" capable of directly connecting to and designed for use with ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1323,590,841,2915,,0,0,0,0,0,648,223,73,18,31
852869,"Projectors, not incorporating television reception apparatus (excluding of a kind solely or ...",23,45,13,32,219,132,33,11,9,0,,108051,108280,77236,54601,58370,64893,52212,41494,18280,16192,,100954,88403,99601,80976,111286,106072,93504,120937,136444,148334
852873,"Reception apparatus for television, black and white or other monochrome, whether or not incorporating ...",0,0,0,0,0,0,0,0,0,0,,226,1173,402,406,270,898,3613,1920,5010,899,,0,5,42,0,28,78,23,24,30,7
870331,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...""",0,0,0,0,0,0,0,0,0,0,,36,433,12,168,3,1,73,40,0,74,,3922,15313,6834,8934,59312,78906,76192,108525,114324,149737
870340,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,0,0,68,0,0,,0,0,0,0,0,0,4,1635,575,132,,0,0,0,0,0,116355,93867,76936,247420,637447
870410,Dumpers for off-highway use,0,0,0,0,0,0,0,0,0,0,,111670,68050,90373,53723,12815,44114,18533,42379,7868,20688,,44477,52526,45763,35820,24553,24841,40636,55579,44002,69852
870423,"Motor vehicles for the transport of goods, with only compression-ignition internal combustion ...""",0,0,0,0,0,0,0,0,0,0,,550398,52235,83326,120242,58949,7503,4608,24,165,32,,8091,12753,24756,9508,16586,20228,14746,8191,8601,9348
870530,Fire fighting vehicles (excluding vehicles for transporting persons),0,0,0,0,0,0,0,0,0,0,,7601,3877,12566,22381,5965,11307,4823,11438,12649,32780,,12374,24519,33732,16862,15187,13506,12019,17935,17094,27008
870590,Special purpose motor vehicles (other than those principally designed for the transport of ...,0,0,0,0,0,0,0,0,0,0,,43566,17985,19343,15390,12917,31595,8526,4003,3724,2308,,34964,48567,53024,34405,42809,52497,65778,68965,61736,42448
870895,"Safety airbags with inflator system and parts thereof, for tractors, motor vehicles for the ...",10,4,374,83,313,22,2,10,0,0,,9935,4504,2151,5316,2546,3830,10697,5764,6199,8654,,645764,631718,640337,624268,802892,935724,976961,802976,597462,612396
870911,"Electrical vehicles not fitted with lifting or handling equipment, of the type used in factories, ...",0,0,0,0,0,0,0,0,0,0,,2484,490,2324,407,1281,1086,757,1290,1659,159,,577,2646,985,3166,1385,1471,2667,2855,6595,2660
871150,"Motorcycles, incl. mopeds, with reciprocating internal combustion piston engine of a cylinder ...",15,66,251,132,0,134,0,0,0,0,,29967,81688,93671,92737,122052,107559,121780,78680,45607,30321,,270788,250525,250268,212151,215192,210970,207437,190761,187823,235119
853530,"Isolating switches and make-and-break switches, for a voltage > 1.000 V",0,0,0,0,0,0,13,0,7,0,,102359,51889,29369,17487,12412,5030,6786,6281,5002,6113,,23115,22316,31831,22770,24673,26286,25766,31797,29495,35081
854310,"Electrical particle accelerators for electrons, protons, etc. (excluding ion implanters for ...",0,0,0,0,0,0,0,0,0,0,,1612,1029,1963,2255,1405,941,2820,1005,1260,1707,,17586,3274,10422,8876,16062,10287,5334,11368,5930,1565
860120,Rail locomotives powered by electric accumulators,0,0,0,0,0,0,0,0,0,0,,19,0,0,0,0,17,187,130,0,0,,0,0,0,0,0,153,124,104,92,0
860730,"Hooks and other coupling devices, buffers, and parts thereof, for railway or tramway locomotives ...",0,0,0,0,0,0,0,0,0,0,,3227,2527,2291,461,613,509,387,280,259,585,,3951,6413,6054,8462,8847,13204,9998,6333,6631,6558
870192,"Tractors, of an engine power > 18 kW but <= 37 kW (excl. those of heading 8709, pedestrian-controlled ...",0,0,0,0,0,0,0,0,453,0,,0,0,0,0,0,0,0,28,0,0,,0,0,0,0,0,1247,686,1018,1403,1159
870193,"Tractors, of an engine power > 37 kW but <= 75 kW (excl. those of heading 8709, pedestrian-controlled ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,42,100,90,,0,0,0,0,0,19703,12201,14614,10651,13796
902221,"Apparatus based on the use of alpha, beta, gamma or other ionising radiation, for medical, ...",0,0,0,0,0,0,0,5,0,0,,1626,1694,1208,1936,1664,94,293,161,360,180,,33117,31979,19795,14866,10390,10249,7890,6646,10365,21394
880212,Helicopters of an unladen weight > 2.000 kg (excl. unmanned of heading 8806),0,0,0,0,0,0,0,0,0,0,,86330,259732,131231,189183,99645,97525,40425,46955,38332,95021,,172827,245600,357892,268693,193322,94628,207651,250742,198763,280919
900630,"Cameras specially designed for underwater use, for aerial survey or for medical or surgical ...",0,0,0,0,0,0,0,3,0,0,,5592,8014,3598,3686,2160,3326,2118,3079,4004,714,,2193,1224,501,469,500,780,2243,913,268,332
900653,Cameras for roll film of a width of 35 mm (excl. instant print cameras and special cameras ...,0,0,0,0,0,0,0,0,0,0,,1254,1482,1155,963,151,260,418,419,190,264,,11951,7829,7949,6141,5973,9241,9331,10314,6280,9946
890590,"Light-vessels, fire-floats, floating cranes and other vessels, the navigability of which is ...",0,0,0,0,0,0,10673,0,0,0,,328335,6270,26028,23525,19033,31608,116447,41164,17925,36674,,583,3492,4,15301,4546,23239,14659,3135,5562,6421
890790,"Rafts, tanks, coffer-dams, landing stages, buoys, beacons and other floating structures (excluding ...",178,179,172,836,11,0,0,0,0,0,,27977,13661,9959,39730,6159,7295,20777,6642,7217,4927,,9880,11496,11292,13806,9436,5953,6101,7951,10610,11432
910820,"Watch movements, complete and assembled, with automatic winding",7794,8737,8476,7521,142,0,0,71,0,0,,1753,1498,702,548,3406,708,428,690,287,644,,15931,16130,16874,18378,18141,19827,22721,22174,23347,17779
911120,"Cases for wrist-watches, pocket-watches and other watches of heading 9101 or 9102, of base ...",361,0,0,0,0,18,0,0,0,0,,21570,10020,32744,27345,7341,183,75,14,100,146,,44058,40292,58606,61143,57187,51324,62074,62669,45998,42572
911310,"Watch straps, watch bands and watch bracelets, and parts thereof, of precious metal or of metal ...",0,0,0,0,0,0,0,0,0,0,,16064,4097,1116,1886,336,877,1876,218,2162,276,,2818,3402,3521,2243,2271,2806,2730,2510,2504,2849
930200,Revolvers and pistols (excluding those of heading 9303 or 9304 and sub-machine guns for military ...,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,88,343,325,544,13,454,74,112,1024,1267
930400,"Spring, air or gas guns and pistols, truncheons and other non-firearms (excluding swords, cutlasses, ...",0,0,0,0,0,0,0,0,0,0,,797,852,7,990,853,39,63,21,6,160,,2472,2184,2395,1911,2580,2693,3052,2536,2557,2962
930690,"Bombs, grenades, torpedos, mines, missiles, and other ammunition and projectiles, and parts ...",0,0,52,0,0,54,0,0,15,0,,,,,,,,,,,,,70543,88929,73833,39006,46463,14352,32058,27246,10250,8444
910521,"Wall clocks, electrically operated",3,0,0,0,0,0,52,0,0,0,,306,240,450,121,342,186,175,287,102,165,,78091,76733,79197,72599,63169,61332,63061,56939,51876,58953
910610,Time registers and time recorders,0,29,0,0,0,0,0,0,0,0,,1411,2135,2303,1289,902,555,549,686,312,249,,6034,8464,7021,6960,7498,6892,6751,7985,6765,7292
940430,"Sleeping bags, whether or non-electrically heated",0,0,0,0,0,0,0,0,0,0,,335,174,746,398,417,592,743,293,12,19,,30664,25408,18077,17700,18351,15120,21385,25176,31584,43195
950590,"Festival, carnival or other entertainment articles, incl. conjuring tricks and novelty jokes, ...",5,0,2,0,0,0,36,0,0,0,,1780,2384,2593,3273,2542,3721,2196,1134,770,891,,11088,14238,12898,13221,13317,13491,15725,19613,11825,12710
950621,Sailboards,0,0,0,0,0,0,0,0,0,0,,60,29,266,21,18,49,18,14,66,436,,4528,3749,3253,1879,1810,2124,2806,3798,3119,4276
960340,"Paint, distemper, varnish or similar brushes, paint pads and rollers (excluding artists' and ...",0,0,0,4,0,0,0,0,0,0,,1019,909,548,703,410,1100,3709,1564,998,748,,24819,25316,26685,22904,25769,26149,25639,27960,28957,30363
844519,"Machines for preparing textile fibres (excluding carding, combing, drawing or roving machines)",0,0,0,0,0,0,0,0,0,0,,518,640,1016,1029,878,977,300,304,3378,900,,121,353,1310,1085,843,2960,3477,921,1552,1609
844520,Textile spinning machines (excluding extruding and drawing or roving machines),0,0,0,0,0,0,0,0,0,0,,325,160,815,26,3762,0,26,8649,2641,1373,,133,644,33,64,1188,2369,528,581,1117,69
844842,"Reeds for looms, healds and heald-frames",0,0,0,0,0,0,0,0,0,0,,1732,98,91,1002,673,51,7,9,41,1,,2062,3827,3171,2343,3643,3885,4109,3009,1627,2595
844849,"Parts and accessories of weaving machines """"looms"""" and their auxiliary machinery, n.e.s.""""",9,0,0,0,0,0,4,0,0,0,,1563,2564,1513,1297,1268,4283,7148,4940,715,296,,23788,36887,33310,30838,32060,32785,35534,26900,17845,31190
845210,Sewing machines of the household type,0,0,0,0,0,0,0,0,0,0,,2152,5584,2586,4096,2727,3316,2081,849,652,714,,102851,89930,94141,73574,78825,76091,67378,62285,104626,89559
845430,Casting machines of a kind used in metallurgy or in metal foundries,0,0,0,0,0,0,0,0,0,0,,1470,1137,2310,1458,1229,8853,24690,3112,6454,6881,,4234,6176,3343,6836,9788,19403,4129,4809,1383,453
845530,Rolls for metal-rolling mills,0,0,0,0,0,0,0,0,0,0,,1973,836,403,669,259,478,845,1604,1441,1369,,23388,14890,18178,17027,15646,15028,18990,21692,18624,15576
845590,"Parts of metal-rolling mills, n.e.s.",0,0,2,0,0,0,0,0,0,0,,2771,1455,1584,9604,1049,1128,1170,1138,635,1373,,51306,38649,40438,41969,56437,45288,56066,78942,45273,31123
845612,"Machine tools for working any material by removal of material, operated by light or photon ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,168483,1477,504,359,,0,0,0,0,0,442,591,272,756,675
842549,"Jacks and hoists of a kind used for raising vehicles, not hydraulic",4,12,22,0,6,0,0,28,0,0,,5683,13804,7617,4775,32915,7934,6751,12141,5639,4608,,20428,16757,22915,23718,27072,25772,25147,20123,17155,21358
842831,"Continuous-action elevators and conveyors for goods or materials, for underground use (excluding ...",0,0,0,0,0,0,0,0,0,0,,4994,1552,3317,1171,1826,385,225,90,52,2,,308,0,79,22,0,0,208,0,0,2141
842840,Escalators and moving walkways,0,0,0,0,0,0,0,0,0,0,,132,59,195,733,208,45,171,637,71,51,,6735,4489,9767,9849,7814,5311,2323,4952,3950,7361
842911,"Self-propelled bulldozers and angledozers, track laying",0,0,0,0,0,0,0,0,0,0,,20439,10178,3781,9568,12564,3817,8999,38679,17896,6372,,8763,4942,4618,67562,62077,60556,77404,113694,78556,59126
843010,"Pile-drivers and pile-extractors (excluding those mounted on railway wagons, motor vehicle ...",382,0,0,0,0,927,0,55,0,0,,38145,39509,69943,59372,65309,52462,32172,22951,23021,27802,,5475,6777,9075,8172,12131,15393,23390,16587,13993,20760
843041,Self-propelled boring or sinking machinery for boring earth or extracting minerals or ores ...,0,0,0,0,0,0,0,0,0,0,,36460,41176,56834,44847,33763,31159,18051,11873,13664,19674,,9805,21168,23397,8172,8759,16791,14500,13824,15087,18515
843061,"Tamping or compacting machinery, not self-propelled (excluding hand-operated tools)",0,0,0,0,0,0,0,0,0,0,,100,1490,149,1139,1238,787,512,369,1174,430,,7626,5129,5074,2768,3374,3949,4217,3628,4113,4273
843141,"Buckets, shovels, grabs and grips for machinery of heading 8426, 8429 and 8430",0,4,5,0,0,0,0,0,2,0,,13660,16629,113535,181281,80370,7546,4753,7983,7751,9124,,35656,28948,38809,34265,34252,25521,29967,37746,33756,34550
843510,"Presses, crushers and similar machinery used in the manufacture of wine, cider, fruit juices ...",0,0,0,0,0,0,0,0,0,0,,1584,775,579,266,313,2384,2870,447,540,653,,944,1202,1358,1456,1839,1638,1642,2233,1291,5917
842211,Dishwashing machines of the household type,0,0,0,0,0,0,0,0,0,0,,714,1185,993,996,624,766,419,253,733,373,,32617,32913,31142,30865,28331,31449,37852,50432,56537,68525
841720,"Bakery ovens, incl. biscuit ovens, non-electric",0,0,0,0,0,0,0,0,0,0,,521,207,515,419,781,281,459,164,44,162,,3902,3799,3811,7328,9431,6284,4997,4369,5988,5350
841821,"Household refrigerators, compression-type",19,3,0,0,0,0,0,2,0,0,,10047,7354,5858,4077,4970,3185,2263,1810,4051,3566,,32051,25908,25095,30929,25911,32430,44468,49179,52000,43376
841960,Machinery for liquefying air or other gases,0,0,0,32,0,15,0,0,0,0,,3334,11850,7420,8369,7701,6968,2089,3660,5611,7672,,13899,2967,9157,4417,3601,11842,5354,13502,6991,6588
841210,Reaction engines other than turbojets,0,0,0,0,0,0,0,0,0,0,,883,3281,2518,1030,1467,1260,3067,4891,3861,2537,,19690,11672,8658,12951,13,2024,8131,18776,12883,18777
841382,Liquid elevators (excluding pumps),0,0,0,0,0,0,0,0,0,0,,1170,640,1368,1051,777,335,1339,2172,1252,2998,,174,1309,1305,1915,2086,1942,2514,2947,2108,1014
841451,"Table, floor, wall, window, ceiling or roof fans, with a self-contained electric motor of an ...",14,38,46,0,13,85,0,16,3,0,,60078,54665,29126,14096,10694,12366,12853,13606,13683,14465,,457711,365928,259951,210750,221413,235800,271119,300575,303684,379673
841460,"Hoods incorporating a fan, whether or not fitted with filters, having a maximum horizontal ...",0,5,0,0,5,0,2,0,0,0,,14674,23389,22137,22920,21174,22378,25580,24661,9399,4863,,29752,30382,31460,28841,32873,32932,36509,38502,38387,46358
850730,Nickel-cadmium accumulators (excluding spent),72,67,60,64,7,0,0,0,0,0,,8978,9327,8877,9464,12826,14123,15678,21760,16594,20025,,25516,23519,20139,17267,16046,17966,15141,15448,13075,19580
850811,"Vacuum cleaners, incl. dry cleaners and wet vacuum cleaners, with self-contained electric motor, ...",0,54,0,0,2,2,0,0,0,0,,4299,6412,15677,7241,5969,41580,17075,35741,20653,47911,,674623,806857,1030877,944554,1035109,982450,1063121,963992,1018929,928255
851010,"Shavers, electric",0,0,0,0,0,0,0,0,0,0,,16994,14682,14649,14414,56653,52382,30581,27143,17164,24509,,221657,197677,168582,187686,225950,237388,182868,176498,162476,151311
847420,Crushing or grinding machines for solid mineral substances,0,0,0,0,0,21,0,0,0,0,,15973,17574,11978,14234,9660,10398,10383,6467,6617,4554,,29176,29231,26234,29218,27657,18343,33442,29726,27722,29253
847529,Machines for manufacturing or hot working glass or glassware (excl. machines for making optical ...,3,0,0,0,6,7,0,0,0,0,,2055,8781,1791,2127,7569,4422,12194,6891,7393,7145,,8694,5540,5110,19484,7542,12137,17152,12411,7756,5538
847681,Automatic goods-vending machines incorporating heating or refrigerating devices (excluding ...,0,0,0,0,0,0,0,0,0,0,,90,632,201,300,943,114,205,206,64,7,,1612,782,481,713,1259,572,909,842,839,379
847890,"Parts of machinery for preparing or making up tobacco, n.e.s.",6,0,0,3,0,0,0,0,0,0,,20481,28124,27088,20858,19150,22098,16382,15030,11854,17332,,27219,37141,23844,7576,11517,6956,7720,7113,7349,8549
848010,Moulding boxes for metal foundry,50,48,4,0,4,10,0,0,0,0,,1261,790,6355,1551,976,1056,911,2296,1243,1301,,6695,5263,4480,5924,5154,3603,5518,5758,1187,5130
848050,Moulds for glass (excluding moulds of graphite or other carbons and ceramic moulds),0,0,18,0,0,34,0,4,0,0,,173,225,1221,172,484,326,292,991,541,745,,4523,3635,6217,5914,4664,3588,6240,8606,4288,4679
847230,"Machines for sorting or folding mail or for inserting mail in envelopes or bands, machines ...",0,0,0,0,0,0,0,0,0,0,,135,544,1713,415,1037,666,383,501,222,270,,19629,14180,12341,9114,10732,12740,14977,13641,10246,13340
843691,"Parts of poultry-keeping machinery or poultry incubators and brooders, n.e.s.",0,0,0,0,0,0,3,0,0,0,,8736,4597,4643,4401,4981,3663,2809,3011,3571,3682,,6286,5782,7691,6366,11852,22509,19979,11423,9666,11224
845720,"Unit construction machines """"single station"""", for working metal""""",0,0,0,0,0,0,0,0,0,0,,1702,940,1248,878,2651,1753,2721,1511,1106,794,,281,440,3100,220,0,84,211,0,4326,0
845899,"Lathes, incl. turning centres, for removing metal, not numerically controlled (excluding horizontal ...",0,0,0,0,0,0,0,0,0,0,,5321,3782,2463,2384,2530,3797,2113,9184,2455,1940,,531,405,435,646,345,1322,502,1086,539,307
845940,Boring machines for metals (excluding way-type unit head machines and boring-milling machines),0,0,0,0,0,0,0,0,0,0,,1637,6124,13055,9453,1673,3549,0,0,0,0,,280,1347,238,314,236,0,0,0,0,0
846120,"Shaping or slotting machines, for working metals, metal carbides or cermets",0,0,0,0,0,0,0,0,0,0,,535,178,131,245,85,2176,166,286,3046,107,,206,301,533,373,527,2546,451,1273,1856,108
846130,"Broaching machines, for working metals, metal carbides or cermets",0,0,0,0,0,0,0,0,0,0,,51,52,73,192,11,12,196,26,16,17,,93,360,144,26,138,44,122,55,156,5
846140,"Gear cutting, gear grinding or gear finishing machines, for working metals, metal carbides ...",0,0,0,0,0,0,0,0,0,0,,1884,828,439,1708,737,492,1155,908,567,401,,60642,51258,38864,33978,43196,16686,44549,45884,31392,34655
846221,"Bending, folding, straightening or flattening machines, incl. presses, numerically controlled, ...",0,0,0,0,0,0,0,0,0,0,,2927,2050,1786,1198,739,347,620,1345,807,297,,32268,38790,23400,26643,23711,31720,24754,33211,25917,20661
846239,"Shearing machines, for flat products (excl. slitting lines, cut-to-length lines, presses, combined ...",0,0,0,0,0,0,0,0,0,0,,564,1941,5644,1499,321,506,555,1778,344,670,,3255,842,3771,3087,1842,1954,6772,4312,1526,3076
846249,"Punching, notching or nibbling machines for flat products incl. combined punching and shearing ...",0,0,0,0,0,0,0,0,0,0,,4210,2434,2727,3430,3480,3606,8320,2177,2269,1589,,3305,2565,2088,895,685,1922,4219,1822,1543,1189
