Product code,Product label,Saudi Arabia's imports from Singapore-Value in 2012,Saudi Arabia's imports from Singapore-Value in 2013,Saudi Arabia's imports from Singapore-Value in 2014,Saudi Arabia's imports from Singapore-Value in 2015,Saudi Arabia's imports from Singapore-Value in 2016,Saudi Arabia's imports from Singapore-Value in 2017,Saudi Arabia's imports from Singapore-Value in 2018,Saudi Arabia's imports from Singapore-Value in 2019,Saudi Arabia's imports from Singapore-Value in 2020,Saudi Arabia's imports from Singapore-Value in 2021,Singapore's exports to world- ,Singapore's exports to world-Value in 2012,Singapore's exports to world-Value in 2013,Singapore's exports to world-Value in 2014,Singapore's exports to world-Value in 2015,Singapore's exports to world-Value in 2016,Singapore's exports to world-Value in 2017,Singapore's exports to world-Value in 2018,Singapore's exports to world-Value in 2019,Singapore's exports to world-Value in 2020,Singapore's exports to world-Value in 2021,Saudi Arabia's imports from world- ,Saudi Arabia's imports from world-Value in 2012,Saudi Arabia's imports from world-Value in 2013,Saudi Arabia's imports from world-Value in 2014,Saudi Arabia's imports from world-Value in 2015,Saudi Arabia's imports from world-Value in 2016,Saudi Arabia's imports from world-Value in 2017,Saudi Arabia's imports from world-Value in 2018,Saudi Arabia's imports from world-Value in 2019,Saudi Arabia's imports from world-Value in 2020,Saudi Arabia's imports from world-Value in 2021
847730,Blow-moulding machines for working rubber or plastics,0,0,0,0,0,0,0,0,0,0,,4983,2923,3650,1170,2369,1351,431,556,4082,2089,,18404,19764,41073,38021,55905,30550,23248,31102,17972,27847
847759,Machinery for moulding or otherwise forming products from rubber or plastics (excluding injection-moulding ...,0,0,0,0,0,0,0,0,0,0,,4075,5951,9751,5031,6407,4339,6265,5103,1345,4178,,12941,20278,32345,37885,24987,12681,9270,9017,9136,6818
853310,"Fixed carbon resistors, composition or film types (excluding heating resistors)",0,0,0,0,0,0,0,0,0,0,,77862,61631,51747,60067,39422,59161,59913,49071,54190,73886,,197,1490,159,281,1176,182,671,268,632,400
853921,Tungsten halogen filament lamps (excluding sealed beam lamp units),0,0,0,0,0,0,0,0,0,0,,10355,11465,14384,10942,10094,11341,10784,5659,9247,6906,,3257,4630,2371,1994,7468,5318,1786,2522,2540,3165
853950,"Light-emitting diode """"LED"""" lamps""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2005,2992,4004,5215,,0,0,0,0,0,0,0,0,0,6889
854072,Klystrons,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,57
852849,"Cathode-ray tube monitors, not incorporating television reception apparatus (excluding of a ...",41,0,218,0,0,323,10,7,3,0,,1161,752,1262,1309,446,603,1540,2055,1576,10501,,197463,227397,172502,174077,108624,123923,68744,28804,7630,5210
852851,Monitors of a kind solely or principally used in an automatic data-processing machine of heading ...,45,0,53,38,0,0,96,0,0,0,,193418,170188,156438,185821,179193,182338,0,0,0,0,,79206,89378,100128,78203,61550,7942,34970,65832,17141,0
850239,Generating sets (excluding wind-powered and powered by spark-ignition internal combustion piston ...,0,85,453,0,0,71,0,0,0,0,,85108,114559,123609,40643,197512,48506,45110,101411,165749,27336,,69281,34972,41350,142173,191882,22461,16561,12546,1894,10678
860721,"Air brakes and parts thereof for railway or tramway locomotives or rolling stock, n.e.s.",0,0,0,0,0,0,0,13,0,0,,83,1597,4956,1044,1131,307,2242,1058,425,199,,1019,2323,2693,1879,1995,1443,699,1611,4887,1846
890510,Dredgers,0,0,0,0,0,0,0,0,0,0,,3930,3317,0,0,0,2404,6809,7298,2373,16894,,11000,2538,0,11000,0,0,0,341812,0,27002
870120,Road tractors for semi-trailers,0,0,0,0,0,0,0,0,0,0,,29418,20433,23972,7414,18001,12215,23678,9244,8230,18714,,105011,71711,65724,66785,46337,27070,32139,207501,304441,196335
870390,"Motor cars and other vehicles principally designed for the transport of persons, incl. station ...""",0,0,0,0,0,0,0,0,0,0,,13834,22006,13298,8971,2971,1000,323,265,3049,155,,3552,254,12057,41597,1359,1333,3104,1358,2452,4350
870520,Mobile drilling derricks,0,0,0,0,0,0,0,0,0,0,,1098,467,70,2310,5271,1494,1,33,1,2,,11882,3254,6387,8534,2646,2913,772,1894,597,1488
870821,Safety seat belts for motor vehicles,0,0,0,0,0,0,0,0,0,0,,1623,1323,1489,1366,1414,1962,3074,1922,1667,1995,,3135,4232,780,322,302,291,436,328,520,691
871130,"Motorcycles, incl. mopeds, with reciprocating internal combustion piston engine of a cylinder ...",0,0,0,0,0,0,0,0,0,0,,2033,2475,4744,7074,4736,11591,11356,8046,7295,4961,,10401,12208,7266,5101,5685,3902,5515,5863,6581,7107
871310,"Carriages for disabled persons, not mechanically propelled",0,0,0,0,0,0,0,0,0,0,,79,31,131,61,70,67,98,120,174,316,,8171,12731,14152,17062,10945,12939,10991,13913,14963,9409
871491,"Frames and forks, and parts thereof, for cycles, n.e.s. (excluding for motorcycles)",0,0,0,0,0,0,0,12,5,0,,7482,3680,2138,2057,2502,2591,3945,7177,6198,6806,,93,250,31,681,458,144,547,535,939,1884
871493,Hubs and free-wheel sprocket-wheels for cycles (excluding for motorcycles and coaster braking ...,93,32,0,0,0,0,0,0,0,0,,131934,120580,159542,148875,107047,110779,109879,117638,113374,166398,,470,475,432,4125,998,298,233,205,1739,2980
871610,"Trailers and semi-trailers of the caravan type, for housing or camping",0,0,0,0,0,0,0,0,0,0,,166,926,177,429,785,68,55,10,15,297,,5282,5357,9279,17414,9573,10894,35263,14004,3989,6252
880220,"Aeroplanes and other powered aircraft of an unladen weight <= 2.000 kg (excl. helicopters, ...",0,0,0,0,0,0,0,0,0,0,,163,475,233,2286,6462,13528,1593,4296,3940,11663,,34637,4287,11933,192797,1,876,3227,512,248952,795976
880260,"Spacecraft, incl. satellites, and suborbital and spacecraft launch vehicles",0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,81,41,0,323,281,,0,354,0,2245,0,0,0,0,0,0
880310,"Propellers and rotors and parts thereof, for aircraft, n.e.s.",0,0,0,0,0,0,0,0,0,0,,47523,22867,26189,24619,22760,24565,31682,25755,21707,18119,,167,914,5359,758,205,2,178,189,292,910172
880510,"Aircraft launching gear and parts thereof, n.e.s. (excluding motor winches for launching gliders); ...",0,0,0,0,0,0,0,0,0,0,,23088,20023,11088,16117,12458,643,708,1628,815,288,,429,0,0,0,0,0,0,69,0,26
900311,"Frames and mountings for spectacles, goggles or the like, of plastics",0,0,0,0,0,27,4,0,0,0,,2469,6430,6498,5917,4136,2457,3133,4079,5255,3070,,6726,11053,13752,15147,8426,8041,11407,10015,6871,13237
900659,Cameras for roll film of a width other than 35 mm or for film in the flat (excl. instant print ...,0,0,0,0,0,0,0,0,0,0,,62120,38673,71010,91387,53779,36589,37794,43558,37127,29555,,2156,855,123,1754,2285,302,228,183,52,88
901050,"Apparatus and equipment for photographic or cinematographic laboratories, n.e.s.; negatoscopes",0,0,0,0,0,0,0,0,0,0,,3918,3966,4025,6007,5404,6476,5607,3773,1440,1505,,474,876,282,185,298,64,238,208,381,877
901090,"Parts and accessories for apparatus and equipment for photographic or cinematographic laboratories, ...",0,0,0,0,0,0,0,0,0,0,,7459,1968,2893,2737,4541,1199,2798,2011,713,1711,,1226,3153,3976,3311,3362,3456,2531,1965,3,332
901310,"Telescopic sights for fitting to arms; periscopes; telescopes designed to form parts of machines, ...",0,0,0,0,0,0,0,0,0,0,,647,599,199,599,522,13427,474,4907,2118,917,,13651,2788,23841,60912,134791,130649,84579,89631,17361,37614
901600,"Balances of a sensitivity of 50 mg or better, with or without weights",0,0,0,0,44,0,0,0,0,0,,1675,1245,1448,1579,1207,393,1103,567,560,1903,,1129,1890,2689,2767,1746,2121,1769,2883,3307,3868
901841,"Dental drill engines, whether or not combined on a single base with other dental equipment",0,0,0,0,0,0,0,0,0,0,,521,155,322,183,529,309,436,228,138,200,,16469,3819,6443,3916,2116,4358,2123,5459,7331,12137
902131,Artificial joints for orthopaedic purposes,38,0,0,0,0,0,0,0,0,0,,545,2854,2758,47199,78491,159915,241753,233539,139979,144874,,11945,12242,15617,21197,12532,22469,16571,18274,13674,28264
902213,Apparatus based on the use of X-rays for dental uses,0,0,0,0,0,0,0,0,0,0,,796,1357,1480,282,666,164,851,1200,1455,550,,6984,7908,9482,9997,9296,6035,7927,6477,4347,8473
910599,"Clocks (excluding electrically operated, wrist-watches, pocket-watches and other watches of ...",0,0,0,0,0,0,0,0,0,0,,454,384,654,229,910,850,1399,535,1459,1619,,2218,1715,1993,1686,1284,1341,658,1076,335,359
910910,"Clock movements, complete and assembled, electrically operated (excluding watch movements)",0,0,0,0,0,0,0,0,0,0,,81,3,62,79,15,305,34,226,100,25,,0,0,0,0,0,0,0,96,0,10
911290,"Parts of clock and watch cases, n.e.s. (excluding for wrist-watches, pocket-watches and other ...",0,0,0,0,0,0,0,0,0,0,,48,7,58,123,38,20,57,442,88,24,,80,0,132,15,79,27,9,54,247,433
911320,"Watch straps, watch bands and watch bracelets, and parts thereof, of base metal, whether or ...",0,0,0,0,0,0,0,0,0,0,,7767,31311,4824,264,755,842,641,563,512,475,,71,43,81,250,119,285,907,809,475,287
911430,Dials for clocks or watches,0,0,0,0,0,0,0,0,0,0,,10390,29461,18601,27275,38,63,113,63,24,56,,0,192,0,18,23,68,62,47,245,91
920110,Upright pianos,0,0,0,0,0,0,0,0,0,0,,1205,1505,425,531,442,184,195,41,129,227,,280,0,31,14,70,187,208,326,170,551
920120,Grand pianos,0,0,0,0,0,0,0,0,0,0,,1019,1347,972,1318,1218,865,1006,1258,1002,1292,,371,167,116,7,77,594,195,501,228,608
920510,Brass-wind instruments,0,0,0,0,0,0,0,0,0,0,,98,170,242,407,441,72,191,347,648,117,,0,175,39,70,93,116,316,120,539,350
920994,"Parts and accessories for musical instruments, the sound of which is produced, or must be amplified, ...",0,0,0,0,0,0,0,0,0,0,,3807,2327,2175,2740,2105,1466,2355,2408,2053,2406,,63,44,92,146,37,56,84,97,131,290
920999,"Parts and accessories for musical instruments """"e.g. mechanisms for musical boxes, cards, ...""",0,0,0,0,0,0,0,0,0,0,,1178,4757,7288,5119,3803,4113,5464,2120,1872,3246,,68,247,220,452,281,370,1108,643,302,636
846420,"Grinding or polishing machines, for working stone, ceramics, concrete, asbestos-cement or like ...",0,0,0,0,0,0,0,208,0,0,,32702,18326,26840,20107,20523,18632,17883,20180,11213,15436,,9101,5721,5624,2797,2443,1778,7739,8587,14437,19335
846721,"Drills of all kinds for working in the hand, with self-contained electric motor",0,0,0,0,0,0,0,0,0,0,,8887,13535,16339,15932,12466,5356,3186,2864,3366,2718,,18938,14019,15682,22101,12378,10610,11707,10592,13385,18714
843840,"Brewery machinery (excluding centrifuges and filtering, heating or refrigerating equipment)",0,0,0,0,0,0,0,0,0,0,,454,407,736,146,522,15,91,27,108,89,,0,116,32,88,23,0,3,39,8,2
843860,"Machinery for the industrial preparation of fruits, nuts or vegetables (excluding cooking and ...",0,0,0,0,0,0,0,0,0,0,,872,810,958,1620,3189,3988,2538,3201,2730,1935,,4623,7625,3125,2893,2375,2846,5774,3442,2463,2191
843910,"Machinery for making pulp of fibrous cellulosic material (excluding autoclaves, boilers and ...",0,0,0,0,0,62,0,86,18,0,,5083,8475,2575,16566,6512,316,41,1129,2106,15219,,3847,4635,2136,508,5647,3418,1603,6601,4788,6498
845420,"Ingot moulds and ladles, of a kind used in metallurgy or in metal foundries",0,0,0,0,0,0,0,0,0,0,,1975,1818,5002,1061,1629,2114,1577,785,293,154,,5701,4225,3396,4097,1943,1266,1354,1325,2038,1822
845510,Mills for rolling metal tubes,0,363,0,0,0,0,0,0,0,0,,39,60,12,12,51,60,188,242,11,104,,19428,4511,2005,4924,1618,1822,2957,764,910,911
845522,Cold-rolling mills for metal (excluding tube mills),0,0,0,0,0,0,0,0,0,0,,14,180,587,313,81,153,99,362,54,206,,3107,2917,5570,4092,3017,3744,2752,2058,1755,3654
845949,"Boring machines for metals, not numerically controlled (excl. way-type unit head machines and ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1997,496,597,139,,0,0,0,0,0,0,0,0,0,114
846019,"Flat-surface grinding machines, for working metal, in which the positioning in any one axis ...",0,0,0,0,0,0,0,0,0,0,,1655,2929,2294,3973,2548,2702,3476,1733,1507,3827,,1821,2340,1666,1999,1288,2163,1853,1725,834,648
846022,"Centreless grinding machines for finishing metal, numerically controlled (other than gear finishing ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,77,44,23,,0,0,0,0,0,0,0,0,0,45
846090,"Machines for deburring, grinding or polishing metals, metal carbides or cermets (excluding ...",0,0,0,0,0,0,0,0,0,0,,2051,1852,2743,1388,2041,3948,1877,3178,1569,2013,,2942,11205,4385,1830,1520,2224,2141,2544,809,3761
843320,"Mowers, incl. cutter bars for tractor mounting (excluding mowers for lawns, parks or sports ...",0,0,0,0,0,0,0,0,0,0,,387,805,288,461,362,514,496,171,831,140,,4149,4717,1581,1473,2251,1052,1204,2309,805,317
843340,"Straw or fodder balers, incl. pick-up balers",0,0,0,0,0,0,0,0,0,0,,244,11,0,0,394,349,35,22,25,1,,7871,7363,1195,3321,2717,2073,860,3066,461,2087
843352,Threshing machinery (excluding combine harvester-threshers),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,104,0,0,0,,0,0,103,6,54,51,3,237,0,377
843680,"Agricultural, horticultural, forestry or bee-keeping machinery, n.e.s.",0,0,0,0,0,0,0,0,0,0,,1118,1552,3871,882,1156,830,677,771,813,2531,,12549,3317,5438,2496,2011,1775,1224,3139,1477,2786
842541,Built-in jacking systems of a type used in garages,0,0,0,0,0,0,0,0,0,0,,225,5628,3085,456,705,517,108,170,42,540,,4151,5406,3094,5228,4489,2638,2139,2356,2429,2133
842620,Tower cranes,0,28,0,0,0,0,0,0,0,0,,6899,40672,21551,27667,34901,18850,12435,5516,5118,3193,,110493,115219,77503,90636,43621,50340,29222,20805,14387,14294
842710,"Self-propelled trucks fitted with lifting or handling equipment, powered by an electric motor",0,0,0,0,0,0,0,0,0,0,,21260,19628,20847,19125,30277,27309,26009,15024,10786,11041,,31321,26310,27401,35371,22897,25744,19486,16559,27769,33267
842919,"Self-propelled bulldozers and angledozers, on wheels",0,0,0,0,0,0,0,0,0,0,,33521,21847,14795,11500,12388,7518,10179,12390,2579,5371,,36237,25702,10519,7101,1897,5129,1588,9175,921,3506
843031,Self-propelled coal or rock cutters and tunnelling machinery (excluding hydraulically operated ...,0,0,0,0,0,0,0,0,0,0,,2027,2258,4085,377,676,18390,9226,35,2945,3752,,83325,70299,117527,149962,64867,23873,30797,29496,33787,10797
843069,"Earth moving machinery, not self-propelled, n.e.s.",0,458,0,0,0,0,0,0,0,0,,61647,14588,3842,18959,12969,7108,1599,5515,11597,1926,,7557,11060,36432,17036,8032,5454,7684,6028,3472,7754
844140,"Machines for moulding articles in paper pulp, paper or paperboard (excluding drying equipment)",0,0,0,0,0,0,0,0,0,0,,1439,748,350,319,107,62,94,73,21,553,,2476,3502,3290,7849,2190,7047,5640,4644,1499,3065
844311,"Offset printing machinery, reel fed",0,0,0,0,0,0,199,338,0,0,,734,807,7940,657,739,319,1229,997,193,125,,14317,6039,3512,7763,1082,1473,8166,15356,3660,786
844400,"Machines for extruding, drawing, texturing or cutting man-made textile materials",0,0,0,0,0,0,0,0,0,0,,178,25907,842,84,658,813,387,182,203,161,,10391,43914,13300,3951,4156,1313,367,7805,1948,1404
844530,Textile doubling or twisting machines,0,0,0,0,0,0,0,0,0,0,,0,0,12,0,7,0,0,0,0,0,,691,2631,800,109,77,977,357,731,207,106
844590,Machines for producing textile yarns and machines for preparing textile yarns for use on machines ...,0,0,0,0,0,0,0,0,0,0,,249,202,418,248,191,330,421,62,53,1025,,19739,3301,17557,2385,4924,2085,479,1329,166,367
844711,"Circular knitting machines, with cylinder diameter <= 165 mm",0,0,0,0,0,0,0,0,0,0,,879,80,1798,1219,77,12,14,47,0,6,,43,0,0,1,486,41,42,9,198,0
844820,"Parts and accessories of machines for extruding, drawing, texturing or cutting man-made textile ...",0,0,0,0,0,0,0,0,0,0,,10979,11978,10626,7378,8050,6176,7967,6805,10650,17702,,4843,5354,305,958,636,975,2605,3033,1212,4156
844832,"Parts and accessories of machines for preparing textile fibres, n.e.s. (other than card clothing)",0,0,0,0,0,0,0,0,0,0,,1836,830,978,1725,1162,674,770,2005,1864,2647,,0,212,72,151,55,82,76,334,170,309
841013,"Hydraulic turbines and water wheels, of a power > 10.000 kW (excluding hydraulic power engines ...",0,0,0,0,0,0,0,0,0,0,,21,813,1194,1248,13,17,53,6,5,0,,330,306,3862,80,2607,0,12727,6,31,26
841121,Turbopropellers of a power <= 1.100 kW,0,0,0,0,0,0,0,0,0,0,,37165,78302,65276,38398,51434,69321,106812,196942,83578,49015,,487,130,31,1025,23967,297,17115,281,510,343
841182,Gas turbines of a power > 5.000 kW (excluding turbojets and turbopropellers),0,0,0,724,0,0,0,0,0,0,,105085,247199,426610,295076,210057,150620,190518,409645,349886,196138,,543393,393320,141064,251642,122837,30794,29239,3863,32381,80040
842230,"Machinery for filling, closing, sealing or labelling bottles, cans, boxes, bags or other containers; ...",0,0,0,0,0,251,21,0,0,0,,26662,15286,14916,19789,23204,18005,18523,22883,35290,41097,,123077,121448,127692,141995,153494,98998,75640,50922,96400,96627
842482,"Agricultural or horticultural mechanical appliances, whether or not hand-operated, for projecting ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4841,1299,1756,1915,,0,0,0,0,0,0,0,0,0,4507
841861,Heat pumps (excluding air conditioning machines of heading 8415),0,0,0,0,0,0,0,0,0,0,,1391,1047,1527,1021,1082,2795,874,1221,804,710,,70446,93421,98009,122677,69185,39526,29950,19286,5789,15581
841891,Furniture designed to receive refrigerating or freezing equipment,0,0,0,0,0,0,0,0,0,0,,1181,315,505,492,193,95,139,39,212,85,,2823,1619,3284,2524,4313,5767,4911,3118,16164,8888
761100,"Reservoirs, tanks, vats and similar containers, of aluminium, for any material (other than ...",0,0,0,0,0,0,4,0,0,0,,3078,1356,1082,213,235,261,127,300,115,200,,6576,8781,8794,5265,3705,3143,2656,2602,1779,2461
780419,"Lead plates; lead sheets, strip and foil, of a thickness """"excluding any backing"""" of > 0,2 ...""",0,0,0,0,0,0,0,0,0,0,,2294,4927,4538,1799,1464,1939,1522,1864,1829,4140,,3266,11180,2037,7872,873,508,1259,3133,4178,1359
790111,"Unwrought zinc, not alloyed, containing by weight >= 99,99% of zinc",0,0,0,0,0,0,0,0,0,0,,19361,8710,20092,25234,56510,22416,15723,2362,39026,95893,,121563,134574,144260,141478,114193,151209,151958,108963,103089,120796
790390,"Zinc powders and flakes (excluding grains of zinc, and spangles of heading 8308, and zinc dust)",0,0,0,0,0,0,0,0,0,0,,149,141,273,225,144,147,298,237,92,384,,1065,1358,695,1221,552,215,690,2405,2622,2928
790500,"Zinc plates, sheets, strip and foil",0,0,0,0,0,0,0,0,0,0,,650,189,301,88,127,47,322,93,97,58,,3011,2481,3356,7507,2027,1769,619,552,1424,2180
810110,Tungsten powders,0,0,0,0,0,0,0,0,0,0,,4946,2950,1503,1595,200,208,55,82,224,263,,8120,5367,9015,4499,13,5892,662,2353,576,3196
810295,"Molybdenum bars and rods (other than those obtained simply by sintering), profiles, plates, ...",0,0,0,0,0,0,0,0,0,0,,93,177,232,333,42,18,38,3,5,16,,0,114,320,36,132,53,19,24,4115,3083
810297,Molybdenum waste and scrap (excluding ash and residues containing molybdenum),0,0,0,0,0,0,0,0,0,0,,1,28,0,0,0,0,613,402,0,0,,0,0,0,0,0,0,0,6,0,0
810411,"Unwrought magnesium, containing >= 99,8% by weight of magnesium",0,0,0,0,0,0,0,0,0,0,,0,0,2,1,1,0,70,120,6,19,,726,998,6770,6293,7991,1112,15993,16266,12793,28331
820140,"Axes, billhooks and similar hewing tools, with working parts of base metal (excluding ice axes)",0,0,0,0,0,0,0,0,0,0,,146,289,226,319,153,166,641,400,769,296,,43,185,132,845,319,407,292,339,503,949
820320,"Pliers, incl. cutting pliers, pincers and tweezers for non-medical use and similar hand tools, ...",0,0,0,0,0,0,18,5,3,0,,5665,6351,6150,3840,3621,3435,4666,4859,3274,3957,,7260,8606,9061,8785,8804,6611,6631,7073,10510,9577
820730,"Interchangeable tools for pressing, stamping or punching",0,0,0,0,0,0,10,11,0,0,,16075,19327,10343,15626,14560,14114,24060,14797,12276,24796,,3668,3984,7074,6677,4069,4961,5075,5186,7543,8476
830300,"Armoured or reinforced safes, strongboxes and doors and safe deposit lockers for strongrooms, ...",0,0,0,0,0,27,0,0,0,0,,2047,1702,1602,1053,875,1374,986,852,1152,460,,9160,9366,13582,9738,9349,9039,7282,8591,6562,6666
830610,"Bells, gongs and the like, non-electric, of base metal (excluding musical instruments)",0,0,0,0,0,0,0,0,0,0,,666,458,555,691,603,1066,446,510,571,422,,79,178,436,359,405,275,354,274,1565,788
760200,"Waste and scrap, of aluminium (excluding slags, scale and the like from iron and steel production, ...",0,0,0,0,0,129,601,48,370,0,,97978,97885,87424,76915,84142,85981,103318,103373,96293,133730,,161,100,223,29099,18397,37850,110071,136415,167536,117781
760720,"Aluminium foil, backed, of a thickness (excluding any backing) of <= 0,2 mm (excluding stamping ...",0,0,0,0,0,0,0,0,0,0,,39266,38203,33447,29263,27616,23507,38731,43663,41966,38822,,69204,56470,63305,72078,67017,56475,50524,62352,59526,55153
840140,"Parts of nuclear reactors, n.e.s. [Euratom]",0,0,0,0,0,0,0,0,0,0,,4601,95,4,13,5,72,1,0,0,0,,31,709,81,590,179,264,27,334,33,16
840690,"Parts of steam and other vapour turbines, n.e.s.",0,0,0,0,59,0,0,3,0,0,,106921,98520,116281,48701,46090,15017,27392,14252,21254,11951,,146733,153392,32284,212005,103755,131674,48324,37553,26772,37173
701820,Glass microspheres <= 1 mm in diameter,0,0,0,0,0,0,0,0,0,0,,3392,10618,9341,4645,5176,5255,4880,4100,4419,4709,,630,413,1667,1767,663,753,844,713,748,653
710812,"Gold, incl. gold plated with platinum, unwrought, for non-monetary purposes (excluding gold ...",0,0,0,0,0,0,2449,4995,891,0,,372860,365754,190426,507986,877074,232432,147617,108420,128728,985908,,2258923,4471901,4626262,5084853,2162754,2547775,3137715,2330870,1165859,3683452
711031,"Rhodium, unwrought or in powder form",0,0,0,0,0,0,0,0,0,0,,243,1230,0,0,0,1710,3285,2101,7244,16740,,0,0,0,0,0,0,0,102,0,1
711100,"Base metals, silver or gold, clad with platinum, not further worked than semi-manufactured",0,0,0,0,0,0,0,0,0,0,,205,2665,287,2576,2796,1898,3182,1480,8766,163833,,138,0,0,31,112,38,47,579,88,75
720120,"Non-alloy pig iron in pigs, blocks or other primary forms, containing by weight >= 0,5% phosphorus",0,0,0,0,0,0,0,0,0,0,,30,8,0,0,0,4,0,0,0,0,,593,1186,264,16,7120,4,1214,1228,418,24681
720390,"Spongy ferrous products, obtained from molten pig iron by atomisation, iron of a purity of ...",0,0,0,0,0,0,0,0,0,0,,17,13,7689,2,22,114,1,133,27,43,,210148,267319,164240,67579,64123,105206,318653,101013,281298,2775
731582,"Welded link chain of iron or steel (excluding articulated link chain, skid chain and stud-link ...",0,0,0,0,0,0,0,0,0,0,,7351,7557,13704,7216,4339,4959,8510,5470,5308,5438,,1743,1855,1632,1696,1389,1500,2095,2030,2378,2911
731300,"Barbed wire of iron or steel; twisted hoop or single flat wire, barbed or not, and loosely ...",0,0,0,0,0,0,0,7,0,0,,446,613,1030,517,557,111,119,71,27,77,,7959,5260,7194,7122,3226,3145,3287,3214,4302,2657
731431,"Grill, netting and fencing, of iron or steel wire, welded at the intersection, plated or coated ...",0,0,0,0,0,0,0,0,0,0,,155,298,49,140,36,88,864,736,141,296,,2023,1458,1803,1818,1527,866,987,3997,2638,4151
731441,"Grill, netting and fencing, of iron or steel wire, not welded at the intersection, plated or ...",0,0,0,0,0,0,0,0,0,0,,380,188,862,274,576,310,271,146,96,336,,2219,1591,1580,2909,1508,1606,2235,1328,2575,1319
731450,"Expanded metal, of iron or steel",0,0,0,0,0,0,0,0,4332,0,,5477,3089,4093,2793,1356,932,915,1020,4359,3111,,7758,5968,3683,2839,2725,2119,2489,1671,6724,2037
732421,"Baths of cast iron, whether or not enamelled",0,0,0,0,79,0,0,0,0,0,,61,20,48,97,70,36,51,19,65,34,,682,1330,1207,547,510,191,1482,1048,475,317
732611,"Grinding balls and similar articles for mills, of iron or steel, forged or stamped, but not ...",0,0,0,0,0,0,0,0,12,0,,393,151,1759,87,52,50,207,670,1301,525,,7433,5547,5670,12659,4709,2490,4489,6148,7855,7687
731823,Rivets of iron or steel (excluding tubular and bifurcated rivets for particular uses),0,0,0,0,0,0,0,0,0,0,,5603,3309,3023,4290,4288,5710,5640,4959,4468,5719,,6673,9325,4637,13888,2427,1764,1865,3079,5792,6934
