Product code,Product label,China's imports from India-Value in 2012,China's imports from India-Value in 2013,China's imports from India-Value in 2014,China's imports from India-Value in 2015,China's imports from India-Value in 2016,China's imports from India-Value in 2017,China's imports from India-Value in 2018,China's imports from India-Value in 2019,China's imports from India-Value in 2020,China's imports from India-Value in 2021,India's exports to world- ,India's exports to world-Value in 2012,India's exports to world-Value in 2013,India's exports to world-Value in 2014,India's exports to world-Value in 2015,India's exports to world-Value in 2016,India's exports to world-Value in 2017,India's exports to world-Value in 2018,India's exports to world-Value in 2019,India's exports to world-Value in 2020,India's exports to world-Value in 2021,China's imports from world- ,China's imports from world-Value in 2012,China's imports from world-Value in 2013,China's imports from world-Value in 2014,China's imports from world-Value in 2015,China's imports from world-Value in 2016,China's imports from world-Value in 2017,China's imports from world-Value in 2018,China's imports from world-Value in 2019,China's imports from world-Value in 2020,China's imports from world-Value in 2021
121010,"Hop cones, fresh or dried (excluding ground, powdered or in the form of pellets)",0,0,0,0,0,0,0,0,0,0,,3,0,2,2,0,0,53,0,35,10,,6,0,1,0,0,0,0,2,0,0
120929,"Seeds of forage plants for sowing (excluding of cereals and of sugar beet, alfalfa, clover ...""",0,0,0,0,0,0,0,0,0,0,,1813,2884,1691,1502,1186,3474,5042,6668,6276,4907,,420,50,110,94,137,185,85,171,228,78
220860,Vodka,4,0,0,20,1,0,0,4,6,0,,1175,1794,720,712,950,525,758,1235,8062,8518,,12694,13357,13470,14381,9384,15331,16700,19718,17226,23650
250900,Chalk,0,0,0,0,0,0,0,0,0,0,,73,67,56,46,85,52,113,114,74,104,,226,404,526,323,222,409,342,329,553,1204
220291,Non-alcoholic beer <= 0.5% vol alc,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,76,41,78,39,238,,0,0,0,0,0,725,1707,2066,2707,3154
220429,"Wine of fresh grapes, incl. fortified wines, and grape must whose fermentation has been arrested ...",0,0,0,0,0,0,0,0,0,0,,3152,2542,2680,1225,998,650,813,843,457,528,,143948,107843,69626,98792,112842,158930,186708,144439,91620,102544
220590,"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances, in containers ...",0,0,0,0,0,0,0,0,0,0,,2,31,46,73,54,1,0,0,1,0,,0,1,7,0,1,9,0,0,236,40
230630,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,0,0,0,0,,2614,2354,1486,910,1164,457,272,310,271,132,,9,0,336,25,0,280,108942,402642,588218,774955
230990,Preparations of a kind used in animal feeding (excluding dog or cat food put up for retail ...,40,208,350,175,68,0,15,168,0,0,,132276,126887,165147,144661,180528,225290,259371,227691,221413,264119,,221621,216951,227917,225100,261088,263439,255067,244625,351680,435577
240110,"Tobacco, unstemmed or unstripped",0,0,0,0,0,0,0,0,0,0,,90405,76562,47031,49889,55459,39387,50339,42569,42610,41469,,16853,32764,24304,21197,6303,17537,17891,22068,30969,23649
240120,"Tobacco, partly or wholly stemmed or stripped, otherwise unmanufactured",0,0,0,3474,65,183,632,289,0,0,,598899,754973,633249,582063,608834,566948,530610,502263,461393,504258,,1178259,1299964,1540310,1270327,1127378,1196471,1050283,1178082,742908,998197
240130,Tobacco refuse,0,0,0,0,0,0,0,0,0,0,,10329,11405,8166,6625,6763,6437,8946,9784,8743,9355,,1356,1558,1875,1922,0,0,0,0,0,14
240290,"Cigars, cheroots, cigarillos and cigarettes consisting wholly of tobacco substitutes",0,0,0,0,0,0,0,0,0,0,,272,1230,675,1218,1982,2097,1375,2833,1383,99,,0,0,0,0,0,0,0,0,0,0
240319,"Smoking tobacco, whether or not containing tobacco substitutes in any proportion (excluding ...",0,0,0,0,0,944,273,0,64,0,,0,3834,5456,5062,7534,4867,7994,6496,19032,26028,,262,272,594,625,1742,16300,45198,41394,31403,15580
282540,Nickel oxides and hydroxides,162,0,0,0,0,0,0,0,0,0,,789,395,14,15,490,853,906,1124,13990,843,,24090,24456,27929,24342,20626,25432,30151,24827,30963,57300
284150,Chromates and dichromates; peroxochromates (excluding sodium dichromate and  inorganic or organic ...,127,21,0,0,0,0,0,0,1,0,,2787,1773,923,1086,1251,1518,1479,683,570,1483,,846,365,542,630,1273,1752,1421,2272,2884,1437
282090,Manganese oxides (excluding manganese dioxide),0,0,0,0,0,0,0,0,0,0,,6912,10518,9663,10525,8886,11292,11721,12278,13146,12610,,10796,15810,14475,6323,1751,2547,7162,12923,8604,9804
281520,"Potassium hydroxide """"caustic potash""""""""",8,23,0,1,8,0,3,1,2,0,,1436,1575,1736,1541,1325,775,1801,4267,3145,2865,,4944,4073,4827,4117,4135,3925,4022,3180,3331,4692
261310,Roasted molybdenum ores and concentrates,0,0,0,0,0,0,0,0,0,0,,20,3311,249,0,0,0,1,43,248,316,,150235,134423,75553,49713,56476,94908,74400,117766,441058,150074
252321,"White portland cement, whether or not artificially coloured",0,0,0,0,0,0,0,16,0,0,,9636,12435,8274,3954,3656,2947,2710,2943,1925,2500,,1947,2447,2328,2659,1876,887,1327,1550,1236,1383
270300,"Peat, incl. peat litter, whether or not agglomerated",14,0,0,0,0,0,0,0,0,0,,120,10671,90,21,9,0,3,3,7,4,,14257,16702,22475,27585,33024,48104,50216,55278,65256,76733
270799,"Oils and other products of the distillation of high temperature coal tars; similar products ...""",0,0,0,0,0,155,0,0,0,0,,795468,1554201,456614,94287,82768,214259,377370,578034,271235,253021,,465529,283801,620583,1004132,1902921,2947325,5217423,5156325,6517136,5738425
271119,"Gaseous hydrocarbons, liquefied, n.e.s. (excluding natural gas, propane, butane, ethylene, ...",0,0,0,0,0,0,0,0,0,0,,172930,218851,252701,134560,138665,199279,247372,231267,226241,407903,,5921,24900,100646,70630,70772,81487,92077,59269,1846,152
271121,Natural gas in gaseous state,0,0,0,0,0,0,0,0,0,0,,18258,10,114,115,1286,5,0,3,1,0,,8564984,9915334,11614155,9690679,7553916,8523380,11642233,13056716,10061286,10352205
271320,Petroleum bitumen,0,0,0,0,0,0,0,0,0,0,,33970,62828,42121,36246,13339,26952,38992,62428,49667,57197,,1754336,2068538,2334216,1801917,1046245,1551844,1760840,1771551,1550278,1225631
271390,Residues of petroleum oil or of oil obtained from bituminous minerals (excluding petroleum ...,0,0,0,0,0,0,0,0,0,0,,741,53,353163,168168,111334,64493,31373,2,61,90,,15195,6474,4959,1724,238,147,174,0,0,0
280120,Iodine,0,0,0,0,0,0,0,0,0,0,,5761,7987,6832,3337,4754,5686,5445,8615,5219,4359,,228508,168919,147037,122054,103202,115332,111430,182450,222037,199310
280421,Argon,0,0,0,0,0,0,0,0,0,0,,898,1722,1637,1377,1277,1962,2190,2020,1856,3622,,202,76,374,559,316,371,1112,155,332,446
280490,Selenium,11057,5899,4714,5961,1246,3096,1532,278,584,0,,16142,8156,6253,2319,2330,6642,1862,798,482,1071,,169524,119299,79124,72150,20314,56697,53694,21664,15358,13954
381230,Anti-oxidising preparations and other compound stabilisers for rubber or plastics,2343,4387,4283,1246,1068,0,0,0,0,0,,52362,60485,58284,49151,47533,15418,0,0,0,0,,346606,362226,369889,307951,304521,0,0,0,0,0
381900,Hydraulic brake fluids and other prepared liquids for hydraulic transmission not containing ...,0,0,0,1,14,1,1,0,0,0,,5508,7069,7480,8040,9519,10846,12441,12891,12722,15364,,66001,76196,73049,69623,75691,76613,77818,64767,60674,60307
382488,"Mixtures and preparations containing tetra-, penta-, hexa-, hepta- or octabromodiphenyl ethers",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,43,6,0,28,0,,0,0,0,0,0,0,0,1,7,0
382491,"Mixtures and preparations consisting mainly of """"5-ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl""""methyl ...""",0,0,0,0,0,0,2,0,0,0,,0,0,0,0,0,653,639,277,671,677,,0,0,0,0,0,4614,3038,2049,1773,1432
382590,"Residual products of the chemical or allied industries, n.e.s. (excluding waste)",0,0,0,0,0,0,0,0,0,0,,369,638,810,252,294,172,69,21,72,83,,1119,1590,1649,1979,2403,2086,1683,2145,1451,2530
382600,"Biodiesel and mixtures thereof, not containing or containing < 70 % by weight of petroleum ...",0,0,0,0,0,0,0,0,0,0,,0,0,14423,9029,11762,4142,18043,32807,10968,6461,,26068,130597,784442,20800,5960,13371,535737,556350,79940,186383
392530,"Shutters, blinds, incl. Venetian blinds, and similar articles and parts thereof, of plastics ...",0,0,3,2,1,6,2,2,0,0,,736,936,964,678,761,829,769,1338,432,540,,12378,11723,10889,10507,12121,15009,16064,11203,9269,10249
400129,"Natural rubber in primary forms or in plates, sheets or strip (excluding smoked sheets, technically ...""",1,0,0,1,0,1,1,0,0,0,,44746,6877,1574,29181,27961,1465,1202,135,311,56,,76724,47471,44328,208360,352145,537028,254209,334895,355792,243322
400130,"Balata, gutta-percha, guayule, chicle and similar natural gums, in primary forms or in plates, ...",0,1,0,0,0,0,0,0,0,0,,95,6,4,79,5,1,6,2,345,394,,126,146,73,45,3,41,36,22,369,558
392091,"Plates, sheets, film, foil and strip, of non-cellular poly""""vinyl butyral"""", not reinforced, ...""",0,0,0,1,15,7,37,1,0,0,,712,508,1278,826,1100,616,1106,579,436,738,,132325,134718,170811,137866,152727,165207,168740,133802,129766,146548
410120,"Whole raw hides and skins of bovine """"incl. buffalo"""" or equine animals, whether or not dehaired, ...""",0,0,0,0,0,0,0,0,0,0,,1288,1281,1134,693,185,5,91,58,103,417,,87354,75308,73035,92281,72769,76737,66855,56165,56964,90636
410330,"Raw hides and skins of swine, fresh, or salted, dried, limed, pickled or otherwise preserved, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,0,0,,16479,14847,4644,2910,1604,1662,1244,926,7344,4298
410691,"Hides and skins of antelopes, deer, elks, elephants and other animals, incl. sea animals, ...""",0,0,0,0,0,0,0,0,0,0,,46,3,0,0,0,9,0,0,16,0,,162,276,663,648,193,312,863,2312,1894,1835
401212,"Retreaded pneumatic tyres, of rubber, of a kind used on buses or lorries",0,0,0,0,0,0,0,0,0,0,,686,161,577,281,436,13,29,28,5,9,,0,0,0,0,68,47,0,0,0,1
401290,"Solid or cushion tyres, interchangeable tyre treads and tyre flaps, of rubber",1,3,2,2,0,0,0,0,0,0,,31505,39103,36809,33618,36932,41750,41230,44855,39241,59719,,29168,27445,27345,27359,31984,39223,42515,43329,39906,23039
441234,"Plywood consisting solely of sheets of wood <= 6 mm thick, with at least one outer ply of non-coniferous ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,150,92,16,23,147,,0,0,0,0,0,27462,22373,11236,4420,6619
470419,"Unbleached non-coniferous chemical wood pulp, sulphite (excluding dissolving grades)",0,0,0,0,0,0,0,0,0,0,,0,1,0,0,883,0,0,0,0,0,,108,122,88,25,26,0,0,0,13,40
470421,"Semi-bleached or bleached coniferous chemical wood pulp, sulphite (excluding dissolving grades)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,17836,2530,3405,5879,4346,347,987,7935,6046,1955
470693,"Semi-chemical pulp of fibrous cellulosic material (excluding that of bamboo, wood, cotton linters ...",0,0,0,0,0,0,0,0,0,0,,5,0,1,0,0,0,0,0,0,0,,4288,6217,8674,5952,2577,1864,1028,1696,2166,798
480261,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",0,0,0,0,0,0,0,0,0,0,,43547,53140,59563,45230,54696,44854,64967,47502,21747,17587,,6611,11514,10497,12978,10787,27069,72911,86355,85933,78307
430180,"Raw furskins, whole, with or without heads, tails or paws (excluding those of mink, lamb - ...",0,0,0,0,0,0,0,0,0,0,,100,2,0,0,97,0,0,0,0,0,,175867,253145,140551,70314,22544,22629,20621,28346,16654,12426
440111,"Fuel wood, in logs, billets, twigs, faggots or similar forms, coniferous",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,25,2,3,9,12,,0,0,0,0,0,0,82,4,955,0
440326,"Coniferous wood in the rough, of which the smallest cross-sectional dimension is <15 cm, whether ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,46,59,39,35,38,,0,0,0,0,0,57509,56786,49437,34657,93477
440392,"Beech """"Fagus spp."""" in the rough, whether or not stripped of bark or sapwood, or roughly ...""",0,0,0,0,0,0,0,0,0,0,,33,0,0,0,0,0,0,0,0,0,,106480,107162,170713,131147,110730,0,0,0,0,0
440394,"Beech """"Fagus spp."""" in the rough, of which no cross-sectional dimension is =>15 cm, whether ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1379,116,686,1032,54
440500,"Wood wool; wood flour wood powder able to pass through a fine"""", 0,63 mm mesh, sieve with ...""",0,0,0,0,0,14,0,0,0,0,,27,41,41,39,45,5,13,46,48,23,,300,497,719,854,1479,1819,1900,1088,3410,1965
440690,"Railway or tramway sleepers """"cross-ties"""" of wood, impregnated""""",0,0,0,0,0,0,0,0,0,0,,258,628,29,55,69,62,0,0,0,0,,453,281,418,341,158,0,0,0,0,0
440710,"Coniferous wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded ...",0,1,0,0,0,0,0,0,0,0,,1171,394,86,136,137,50,0,0,0,0,,2852713,3612984,3829564,3401518,3790953,0,0,0,0,0
440722,"Virola, imbuia and balsa, sawn or chipped lengthwise, sliced or peeled, of a thickness of > ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,209,0,,10608,5687,20997,57592,40829,12063,15555,38262,152051,57525
440794,"Cherry """"Prunus spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,1,0,3,0,0,0,0,0,,25470,41444,59413,77556,104313,136734,167866,100387,84117,101841
440796,"Birch """"Betula spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,127756,159197,132535,91587,122730
481310,Cigarette paper in the form of booklets or tubes,0,0,0,0,0,0,0,0,0,0,,22,20,0,0,0,94,1079,2785,10237,21636,,0,0,1,1,1,1,1,1,0,0
481420,"Wallpaper and similar wallcoverings of paper, consisting of paper coated or covered, on the ...",5,0,68,0,4,1,2,11,8,0,,48,4800,62,66,131,150,11521,91344,7347,22249,,121690,118690,108710,89984,83639,72710,56376,34251,20961,20230
481620,"Self-copy paper, in rolls of a width of <= 36 cm or in rectangular or square sheets with no ...",1,0,0,0,0,0,0,0,0,0,,3313,2826,2122,1647,1855,2506,1291,2366,788,1862,,1729,1055,993,1016,540,491,768,523,378,424
460122,"Mats, matting and screens, of rattan plaiting materials, flat-woven or bound together in parallel",0,0,0,0,0,0,0,0,0,0,,0,39,0,0,0,0,0,5,7,6,,1,0,0,3,6,6,33,40,74,20
480620,"Greaseproof papers, in rolls of a width > 36 cm or in square or rectangular sheets with one ...",0,0,0,0,0,1,0,0,0,0,,32,23,29,75,0,21,107,100,89,398,,5628,4779,5472,7746,6881,7774,11924,8295,7059,8613
490600,"Plans and drawings for architectural, engineering, industrial, commercial, topographical or ...",37,7,0,0,0,0,0,4,0,0,,1403,7089,80,2508,1906,539,700,112,80,273,,7664,10266,1846,1753,2422,3200,1855,1004,800,3961
