Product code,Product label,Saudi Arabia's imports from United States of America-Value in 2012,Saudi Arabia's imports from United States of America-Value in 2013,Saudi Arabia's imports from United States of America-Value in 2014,Saudi Arabia's imports from United States of America-Value in 2015,Saudi Arabia's imports from United States of America-Value in 2016,Saudi Arabia's imports from United States of America-Value in 2017,Saudi Arabia's imports from United States of America-Value in 2018,Saudi Arabia's imports from United States of America-Value in 2019,Saudi Arabia's imports from United States of America-Value in 2020,Saudi Arabia's imports from United States of America-Value in 2021,United States of America's exports to world- ,United States of America's exports to world-Value in 2012,United States of America's exports to world-Value in 2013,United States of America's exports to world-Value in 2014,United States of America's exports to world-Value in 2015,United States of America's exports to world-Value in 2016,United States of America's exports to world-Value in 2017,United States of America's exports to world-Value in 2018,United States of America's exports to world-Value in 2019,United States of America's exports to world-Value in 2020,United States of America's exports to world-Value in 2021,Saudi Arabia's imports from world- ,Saudi Arabia's imports from world-Value in 2012,Saudi Arabia's imports from world-Value in 2013,Saudi Arabia's imports from world-Value in 2014,Saudi Arabia's imports from world-Value in 2015,Saudi Arabia's imports from world-Value in 2016,Saudi Arabia's imports from world-Value in 2017,Saudi Arabia's imports from world-Value in 2018,Saudi Arabia's imports from world-Value in 2019,Saudi Arabia's imports from world-Value in 2020,Saudi Arabia's imports from world-Value in 2021
430219,"Tanned or dressed furskins, whole, with or without heads, tails or paws, not assembled (excluding ...",0,0,0,0,0,0,0,0,0,0,,19710,18026,16161,9592,8289,7742,9289,7406,7470,13695,,128,34,0,137,0,10,7,0,5,242
520532,"Multiple """"folded"""" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by ...""",0,0,0,0,0,0,0,0,0,0,,255,328,113,139,222,108,151,277,178,279,,0,98,0,0,0,0,4,15,0,3
520548,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",0,0,0,0,0,0,0,0,0,0,,133,113,98,58,155,279,124,95,205,115,,174,0,0,11,4,0,0,19,278,398
520625,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres ...""",0,0,0,0,0,0,0,0,0,0,,146,3,188,36,80,41,16,0,0,0,,0,330,0,0,0,0,0,0,0,0
520842,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 ...",0,0,0,0,0,0,0,0,0,0,,2107,2207,3220,2628,1630,1281,882,811,569,821,,134,72,0,252,114,142,282,166,15,17
511111,Woven fabrics containing >= 85% carded wool or carded fine animal hair by weight and weighing ...,0,0,0,0,0,0,0,0,0,0,,5579,4152,6006,4673,3282,4104,3624,5294,6364,6759,,1652,738,1227,1272,911,1570,1413,469,479,345
520210,"Cotton yarn waste, incl. thread waste",0,0,0,0,0,0,0,0,0,0,,7922,8117,5844,4386,4043,3711,3483,2959,2701,5755,,153,70,0,33,18,2,74,49,33,6
440130,"Sawdust and wood waste and scrap, whether or not agglomerated in logs, briquettes, pellets ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,318,0,43,5,0
440325,"Coniferous wood in the rough, of which the smallest cross-sectional dimension is =>15 cm, whether ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,240563,584534,538723,671542,,0,0,0,0,0,0,0,0,0,27
441873,"Flooring panels, assembled, of bamboo or with at least the top wear layer of bamboo",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,413,815,1319,460,275,,0,0,0,0,0,0,0,0,0,7
480442,"Kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular ...",1368,1107,0,27,108,0,21,22,0,0,,81943,48971,51002,55523,60409,94945,117219,107432,96179,120391,,16268,16146,14852,7400,7177,9890,2994,310,1005,390
910990,"Clock movements, complete and assembled (excluding electrically operated and watch movements)",28,0,0,157,35,0,26,0,0,0,,1733,822,412,422,1048,190,259,348,971,261,,281,58,305,548,178,103,93,96,17,25
960190,"Worked bone, tortoiseshell, horn, antlers, coral, mother-of-pearl and other animal carving ...",0,0,0,0,0,55,0,0,0,0,,3646,2911,4178,4500,2076,2647,3574,2198,2512,2991,,0,0,0,0,6,55,15,0,0,0
910291,"Pocket-watches and the like, incl. stop-watches, electrically operated (excluding of precious ...",0,0,0,0,51,0,7,5,11,0,,8178,6832,5656,9069,15495,9157,4732,3667,7376,8230,,843,1484,733,185,884,839,364,94,1629,694
890120,Tankers,0,0,0,0,0,0,0,0,0,0,,207,1442,21383,480,93,0,0,0,0,0,,0,22300,27211,15100,0,1500,9000,0,13,14
870432,"Motor vehicles for the transport of goods, with only spark-ignition internal combustion piston ...",1554,1459,1368,3382,330,72,62,0,0,0,,366990,526704,374990,357555,416539,468531,424978,504603,416616,455483,,47272,87359,82549,98476,54442,29218,14444,919,984,2008
870490,"Motor vehicles for the transport of goods, with engines other than internal combustion piston ...",0,0,0,0,637,0,0,226,0,0,,140544,112550,85271,78075,90821,288603,374968,185563,99861,167462,,38,145,599,584,811,325,406,7434,55633,111643
860711,Driving bogies and bissel-bogies for railway or tramway locomotives or rolling stock,285,0,380,0,0,0,0,0,0,0,,29457,56672,14623,6164,8196,33847,43194,23724,18842,6986,,3147,444,380,269,41,3278,2456,1061,429,2620
870194,"Tractors, of an engine power > 75 kW but <= 130 kW (excl. those of heading 8709, pedestrian-controlled ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,230107,260688,221883,132132,192279,,0,0,0,0,0,0,0,0,0,454
860210,Diesel-electric locomotives,35898,90071,25778,61018,90874,60158,0,0,0,0,,759068,914979,722953,1015986,530919,568467,653516,273526,411769,254800,,43937,90071,57807,116102,93575,92518,0,598,0,0
844630,"Weaving machines for weaving fabrics of a width > 30 cm, shuttleless type",0,0,0,0,0,0,0,0,0,0,,8410,8723,10121,3359,3900,2407,4280,12531,5838,6322,,3721,5105,4262,4949,11,1789,1782,11276,1036,0
844317,Gravure printing machinery,47,485,2487,254,1701,109,28,15,44,0,,32337,44028,74277,94923,52615,25807,12391,5642,6209,5436,,3631,3292,4710,2837,2804,2225,580,2558,883,918
843239,"Seeders, planters and transplanters (excl. no-till machines)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,97220,87677,84594,70815,65142,,0,0,0,0,0,0,0,0,0,237
847629,"Automatic beverage-vending machines, without heating or refrigerating devices",327,0,1030,0,148,27,11,0,0,0,,6309,7258,4483,2633,2254,3229,5442,2813,2999,2180,,361,70,4218,468,627,1056,178,155,9,8
845380,"Machinery for making or repairing articles of hides, skins or leather (excluding footwear and ...",0,0,0,49,0,0,49,0,0,0,,2202,2880,2727,2047,2246,3635,1835,4046,1878,2518,,1241,1138,205,1129,91,85,287,135,96,443
845730,Multi-station transfer machines for working metal,0,61,0,0,41,0,0,3,0,0,,11040,7523,11486,19417,6344,11200,15368,7047,5811,16211,,2297,3071,1069,2752,3606,4514,2739,431,955,1771
845921,"Drilling machines for working metal, numerically controlled (excluding way-type unit head machines)",41,64,252,2846,0,0,11,5,39,0,,53907,84498,68311,109477,111349,60991,26755,49722,28904,16709,,3700,4594,2166,5305,1318,1300,2016,1426,2560,1060
851920,"Sound recording or sound reproducing apparatus, operated by coins, banknotes, bank cards, tokens ...",0,302,0,0,0,0,0,3,4,0,,5437,5788,3478,3176,3608,3419,3550,2600,6104,2522,,69,302,0,10,1,8,53,28,4,10
854040,"Data/graphic display tubes, monochrome; data/graphic display tubes, colour, with a phosphor ...",0,0,0,0,0,0,0,0,5,0,,22425,18396,15172,13979,12562,15137,16001,11932,10288,5236,,0,0,0,12,53,22,20,74,40,334
854091,"Parts of cathode ray tubes, n.e.s.",0,0,0,0,0,0,0,8,8,0,,8331,4576,3717,3767,3064,3989,7985,9634,11697,11355,,214,16951,0,203,4,4,8,8,592,14
810197,Tungsten waste and scrap (excluding ash and residues containing tungsten),0,0,0,0,0,0,0,0,19,0,,28429,30213,21428,8693,7308,7539,10503,12175,13557,13916,,0,0,0,0,0,0,0,0,30,11
810420,"Magnesium waste and scrap (excluding ash and residues containing magnesium, and raspings, turnings ...",0,0,0,0,0,0,0,0,0,0,,6568,5538,4301,4134,2103,2402,1554,1605,3292,2959,,0,0,0,0,0,1,0,0,0,0
810790,"Articles of cadmium, n.e.s.",0,0,0,0,0,0,0,0,0,0,,1178,634,553,1239,928,719,344,376,492,745,,0,0,0,0,0,7,0,0,0,1
810830,Titanium waste and scrap (excluding ash and residues containing titanium),0,0,0,0,0,0,0,67,196,0,,46188,22948,18911,26456,26021,29138,33861,40387,34569,42633,,0,0,0,3,6,0,0,278,244,86
820120,"Forks, incl. pitchforks, with working parts of base metal",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,22
740620,"Copper powders, of lamellar structure, and flakes of copper (excluding grains of copper and ...",0,0,0,0,0,0,0,0,0,0,,10317,9046,10435,7671,7198,9090,8012,6170,4998,7016,,128,61,1878,5121,4055,4444,5206,2479,3104,5076
760511,"Wire of non-alloy aluminium, with a maximum cross-sectional dimension of > 7 mm (excluding ...",0,0,0,0,0,0,0,5,104,0,,55274,60932,78726,56759,38975,50412,42568,21335,10724,13036,,176590,133815,107011,216350,129868,109605,93982,87849,148064,151670
721430,"Bars and rods, of non-alloy free-cutting steel, not further worked than hot-rolled, hot-drawn ...",0,0,0,0,0,0,0,0,0,0,,18827,17503,18670,11662,8525,10703,9638,5952,5766,11428,,320,1084,3023,671,1026,378,807,1069,11032,6258
720825,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",0,0,0,0,0,0,0,137,0,0,,35389,46411,36040,34420,29414,39810,36715,27936,33863,80878,,8237,1883,932,197,1090,2459,2922,9373,7874,129
720927,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...""",0,0,0,0,0,0,0,0,0,0,,14068,9680,6009,4268,3177,3182,6369,4006,4166,5564,,4510,3420,2835,3779,1043,830,727,349,895,48
721119,"Flat-rolled products of iron or non-alloy steel, of a width < 600 mm, simply hot-rolled, not ...""",0,0,31,0,87,27,10,0,6,0,,137404,187224,154124,132343,133819,144814,135750,106898,71651,131893,,9026,7297,11651,8176,5614,1495,1082,1147,5582,5856
721129,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, simply cold-rolled ...""",0,224,0,62,0,0,0,0,14,0,,59806,58846,69503,80149,64623,65045,78653,71129,43498,71058,,2064,2058,2099,1918,1855,1730,1266,1400,1484,774
721931,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than ...""",0,0,0,0,54,0,5,9,0,0,,19423,16232,16202,11058,9945,12460,18939,11199,6737,14629,,194954,207194,94565,108535,11568,2292,707,818,561,3
722592,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, hot-rolled ...""",0,53,0,0,0,0,0,0,0,0,,250514,305123,358089,394845,375952,454915,459399,508848,354745,383528,,555,1143,1665,1270,121,163,2034,1885,1365,45
580132,"Cut corduroy, of man-made fibres (excluding terry towelling and similar woven terry fabrics, ...",0,0,0,0,0,0,0,0,0,0,,1077,456,753,458,191,308,197,74,65,202,,27,47,66,486,49,47,11,175,148,23
590490,"Floor coverings consisting of a coating or covering applied on a textile backing, whether or ...",0,27,0,0,0,0,0,6,0,0,,4477,2131,1514,1319,2614,2078,1906,1242,1859,2339,,137,694,332,801,1179,191,467,776,4,3
551614,"Woven fabrics containing >= 85% artificial staple fibres by weight, printed",0,0,0,0,0,0,0,0,0,0,,3152,4113,4005,4535,5207,5260,3439,3009,2153,2657,,4447,2702,702,101,824,1545,1872,9891,13364,16219
551631,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,3,0,5,3,0,0,,0,0,0,36,47,0,0,83,0,0
551641,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,67,211,221,172,323,1028,434,178,5,10,,367,0,0,0,1,22,0,0,0,0
540824,"Woven fabrics of yarn containing >= 85% artificial filament by weight, incl. monofilament of ...",43,263,32,0,0,0,0,0,0,0,,618,200,364,573,626,943,289,98,238,248,,114,2444,334,149,27,117,409,520,100,129
550200,Artificial filament tow as specified in Note 1 to chapter 55,0,0,0,0,0,0,0,0,0,0,,1054776,1135516,1118919,906209,786913,0,0,0,0,0,,165,29,37,3,0,3,0,0,0,0
540772,"Woven fabrics of yarn containing >= 85% synthetic filament by weight, incl. monofilament of ...",0,0,0,0,0,0,3,7,3,0,,4316,5172,5811,5690,9030,8069,9466,5115,7137,9754,,3549,5309,2057,1112,1004,1715,2086,1859,2198,1901
540781,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",85,0,0,0,30,0,0,0,0,0,,6895,4500,5433,2960,4443,3281,2016,4920,2807,4755,,345,95,203,98,661,312,393,729,728,763
550820,"Sewing thread of artificial staple fibres, whether or not put up for retail sale",0,0,0,0,0,0,0,0,0,0,,148,78,112,291,553,841,7764,630,449,370,,404,301,456,518,702,430,482,443,162,44
550952,"Yarn containing > 50% to < 85% polyester staple fibres by weight, mixed principally or solely ...",0,0,0,0,0,0,0,0,0,0,,116,154,45,123,102,134,1340,1230,221,115,,0,0,29,0,5,0,0,0,0,0
550961,"Yarn containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,19,6,362,149,110,193,170,101,73,40,,0,0,0,0,5,2,0,0,931,0
551090,"Yarn containing predominantly, but < 85% artificial staple fibres by weight, other than that ...",0,0,0,0,0,0,4,0,0,0,,555,326,1230,904,742,404,1232,491,897,681,,214,73,39,265,250,314,1226,523,1233,1721
551312,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,3961,1904,2204,3215,3480,4184,5619,7046,6906,6166,,343,40,32,2046,15082,5901,111,376,113,42
551421,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,0,0,0,0,0,17,0,0,0,,14694,14463,14040,16482,19245,17419,11196,8840,7437,10095,,518,1437,1308,1365,840,690,1866,913,33,333
551441,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,0,0,0,0,0,0,0,0,0,,475,613,355,50,320,3,3,3356,1702,3228,,0,918,590,39,321,1443,340,197,472,126
510521,"Wool, combed, in fragments """"open tops""""""""",0,0,0,0,0,0,0,0,0,0,,132,45,151,95,437,359,476,413,207,553,,0,0,0,0,287,2,0,0,0,0
511119,Woven fabrics containing >= 85% carded wool or carded fine animal hair by weight and weighing ...,0,0,0,0,0,0,0,0,0,0,,3380,1518,1609,3758,3836,3430,2716,3294,2405,2148,,407,1036,3324,2774,1229,470,729,263,1334,204
511220,"Woven fabrics containing predominantly, but < 85% combed wool or combed fine animal hair by ...",0,0,0,0,0,0,0,0,0,0,,550,1215,803,948,664,706,1000,1756,551,217,,315,311,259,364,235,37,0,21,7,9
520420,"Cotton sewing thread, put up for retail sale",0,0,0,0,0,0,0,0,0,0,,1876,2395,2034,2450,1279,1239,1451,803,675,632,,0,505,219,313,209,351,81,190,103,29
500100,Silkworm cocoons suitable for reeling,0,0,0,0,0,0,0,56,0,0,,440,276,78,88,50,182,275,473,47,25,,0,0,0,0,0,2,84,190,0,0
500500,Yarn spun from silk waste (excluding that put up for retail sale),0,0,0,0,0,0,0,0,0,0,,138,56,37,138,158,74,46,15,45,71,,0,82,0,3,6,0,0,0,0,15
520542,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",0,0,0,0,0,0,0,0,0,0,,441,140,133,127,53,89,195,54,71,177,,58,0,27,49,45,0,104,71,42,0
520631,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,4734,6335,7834,7402,1615,117,171,270,171,281,,0,0,0,0,5,0,53,0,0,33
520710,"Cotton yarn containing >= 85% cotton by weight, put up for retail sale (excluding sewing thread)",0,0,0,0,0,0,11,0,0,0,,4158,3904,5392,3859,3835,2817,4025,4076,4155,5281,,197,655,54,82,106,40,87,76,50,169
520823,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,0,0,0,0,,474,510,477,658,476,224,279,350,284,562,,0,0,35,42,56,104,37,25,125,31
520843,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,0,0,0,0,,464,406,589,119,1925,1984,892,135,271,100,,0,299,0,57,11,33,0,0,40,35
520912,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,0,0,0,0,,5230,7328,7693,7178,8279,9500,6358,2415,1566,1168,,0,31,0,183,22,3,0,6,4,132
520919,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, unbleached ...",34,132,237,449,143,77,135,39,0,0,,1996,1823,2639,1080,1370,1593,3692,1792,1274,6709,,5176,3794,3084,4313,4862,3904,3265,1126,918,253
520922,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,0,0,0,0,,3375,2603,8975,6626,5689,5494,4868,3830,2750,4829,,0,0,0,0,1,36,0,0,0,2
520941,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, ...",0,0,0,0,0,0,0,0,0,0,,1027,1237,4699,1547,471,483,515,446,711,428,,74,0,0,3,10,6,87,37,114,37
520952,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,0,0,0,0,,949,1115,1051,482,161,486,241,1226,613,401,,34,54,141,75,41,12,0,114,0,2
521031,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,2172,2329,1117,1481,2861,7187,10567,6990,6549,3571,,0,28,0,48,342,386,93,819,1143,958
521051,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,1388,1206,513,239,273,457,159,610,106,124,,0,262,108,89,11,19,32,374,1675,1479
521212,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,0,0,0,0,0,0,0,,60,1068,1182,1238,695,120,79,74,215,310,,0,0,0,85,11,23,0,64,67,52
530121,"Flax, broken or scutched",0,0,0,0,0,0,0,0,0,0,,46,63,48,25,58,26,25,146,64,149,,0,0,0,0,0,0,379,16,0,0
530610,Single flax yarn,0,0,65,0,0,0,0,0,0,0,,260,108,81,172,42,114,108,208,83,86,,176,0,65,0,35,6,5,4,0,0
530620,"Multiple """"folded"""" or cabled flax yarn""""",0,0,0,0,0,0,0,0,0,0,,242,212,113,140,134,17,200,77,160,262,,4542,4587,276,1,0,0,8,0,0,4
531090,"Woven fabrics of jute or of other textile bast fibres of heading 5303, bleached, dyed, made ...",0,0,0,49,0,0,0,3,9,0,,468,549,597,516,231,494,232,463,216,597,,913,1251,1139,1087,1185,1530,1696,1434,222,77
531100,Woven fabrics of other vegetable textile fibres; woven fabrics of paper yarn (excluding those ...,0,0,0,0,0,0,0,0,0,0,,1470,1837,2190,1500,1196,1293,1322,694,904,1709,,0,231,82,94,176,168,96,242,148,100
540232,"Textured filament yarn of nylon or other polyamides, with a linear density of > 50 tex per ...",47,219,0,191,3170,238,0,0,0,0,,188912,179775,199847,191691,186484,164448,146808,131623,78941,62182,,259,368,18393,12750,16466,2449,1874,1396,2310,2366
540234,Textured synthetic filament yarn of polypropylene (excluding sewing thread and yarn put up ...,0,0,0,0,0,0,25,0,0,0,,14491,16860,16140,17105,15957,11011,7968,5473,5034,4075,,56,27,5273,677,1454,241,77,261,233,245
540239,"Textured synthetic filament yarn (excluding sewing thread, yarn put up for retail sale and ...",0,0,0,0,0,0,6,3,0,0,,3119,2950,4329,6285,3166,976,2033,1074,1103,2067,,243,77,180,310,98,142,151,254,24,5
540253,"Filament yarn of polypropylene, incl. monofilament of < 67 decitex, single, with a twist of ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,23,11,3,0,423,,0,0,0,0,0,0,0,0,0,57
540269,"Multiple """"folded"""" or cabled synthetic filament yarn, incl. synthetic monofilament of < 67 ...""",0,0,0,0,0,0,0,0,0,0,,22535,25550,21164,22010,25042,19793,28865,27367,29487,34855,,113,210,108,889,551,765,501,1397,1215,1828
540339,"Artificial filament yarn, incl. artificial monofilament of < 67 decitex, single (excluding ...",0,0,0,0,0,0,0,0,0,0,,327,224,257,359,722,725,55,59,59,1385,,43,190,88,2,41,69,35,122,3,44
610719,"Men's or boys' underpants and briefs of other textile materials, knitted or crocheted (excluding ...",0,0,0,0,0,0,8,0,0,0,,932,1726,672,1841,1317,826,633,992,485,1905,,43553,16309,14509,19374,31588,36726,41872,55809,11197,13225
610899,"Women's or girls' n?glig?s, bathrobes, dressing gowns, housejackets and similar articles of ...",57,0,0,0,0,0,5,0,0,0,,1454,5105,4093,4008,3407,1390,2132,2194,2849,2408,,2769,970,1280,2049,1448,2492,4062,1688,425,201
600533,"Warp knit fabrics of synthetic fibres, of yarns of different colours """"incl. those made on ...""",0,0,0,0,0,0,0,0,0,0,,16591,12573,13087,18851,13403,0,0,0,0,0,,221,70,1156,1743,1059,69,100,671,0,0
600310,"Knitted or crocheted fabrics of wool or fine animal hair, of a width of <= 30 cm (excluding ...""",0,0,0,0,0,0,0,0,0,0,,11297,397,96,56,1913,1929,429,356,740,73,,0,127,0,4,0,34,0,0,9,0
621510,"Ties, bow ties and cravats of silk or silk waste (excluding knitted or crocheted)",0,0,0,0,0,0,6,0,0,0,,15393,15175,8850,8632,6414,6152,5232,5138,1529,894,,463,215,137,395,744,613,784,997,305,333
620333,"Men's or boys' jackets and blazers of synthetic fibres (excluding knitted or crocheted, and ...",0,337,0,0,0,488,0,0,0,0,,3946,4522,4180,5308,3869,3501,3519,4282,3977,3361,,942,579,0,490,63,610,129,115,5066,368
640199,"Waterproof footwear covering neither the ankle nor the knee, with outer soles and uppers of ...",0,155,66,73,49,0,0,5,0,0,,7905,11524,9334,6878,5696,3351,4129,5056,5487,3837,,12050,14207,36981,116596,52823,39237,24817,25016,4497,223
640212,"Ski-boots, cross-country ski footwear and snowboard boots, with outer soles and uppers of rubber ...",0,0,0,0,0,0,15,0,5,0,,3388,4304,4888,5404,4087,5397,4482,4634,4862,4482,,518,366,571,451,121,1620,148,88,107,2898
680292,"Calcareous stone, in any form (excluding marble, travertine and alabaster, tiles, cubes and ...",0,0,168,0,0,0,0,3,0,0,,5289,4724,7186,5975,5001,5146,6157,5159,4841,5793,,102,1014,2517,352,686,353,634,341,74,1239
681182,"Sheets, panels, paving, tiles and similar articles, of cellulose fibre-cement or the like, ...",0,0,0,0,32,51,0,0,0,0,,100642,108971,113095,114175,107577,118672,137199,135299,130857,196472,,5291,6760,8864,14952,5518,4559,1209,1811,903,523
640610,Uppers and parts thereof (excluding stiffeners and general parts made of asbestos),0,0,0,50,0,0,0,0,0,0,,44408,51485,28386,27984,25928,22747,17688,21360,14099,19774,,3699,4994,7206,8068,4651,4619,2572,2461,2408,2960
711029,Palladium in semi-manufactured forms,0,0,0,0,192,0,155,99,15,0,,258998,257468,231394,178052,199871,226441,298829,552205,982736,1344832,,164,61,70,263,201,51,456,536,21,96
711049,"Iridium, osmium and ruthenium, in semi-manufactured forms",0,0,0,0,0,0,0,0,0,0,,9794,10169,9467,5355,3542,3364,8208,6599,6380,9869,,0,0,0,8,1,9,25,85,0,0
382483,"Mixtures and preparations containing tris""""2,3-dibromopropyl"""" phosphate""""",0,0,0,0,0,88,0,0,0,0,,2144,2033,2028,5730,8209,5247,4550,3714,1534,2328,,41,0,30,14,0,594,35,10,73,90
360100,Propellent powders,0,0,0,969,3779,32,200,0,0,0,,114142,102358,112190,124335,132003,91119,72441,64008,67766,85504,,0,0,0,7649,3907,356,250,0,0,0
360490,"Signalling flares, rain rockets, fog signals and other pyrotechnic articles (excluding fireworks ...",275,11926,2934,0,0,0,0,7,4,0,,57053,58710,43535,43021,52024,58068,58175,89694,60088,41620,,802,12221,3510,83,316,477,1146,290,4,3
370255,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",0,0,0,0,0,0,0,0,0,0,,117387,60623,12133,5900,5082,4392,5453,5408,4072,4627,,0,0,0,3,0,0,0,0,0,0
370500,"Photographic plates and film, exposed and developed (excl. products made of paper, paperboard ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,326597,383673,551696,567739,613916,,0,0,0,0,0,0,0,0,0,172
320210,Synthetic organic tanning substances,95,0,0,0,0,0,0,0,0,0,,17055,18523,20001,16139,5711,8852,10445,7323,4268,3861,,1476,1167,431,500,355,243,673,904,1310,1047
300213,"Immunological products, unmixed, not put up in measured doses or in forms or packings for retail ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,344299,399421,484922,510953,611788,,0,0,0,0,0,0,0,0,0,91
320110,Quebracho extract,0,0,30,863,2420,396,25,0,0,0,,7131,6063,3527,1306,1130,2048,1620,390,360,677,,0,46,76,863,2420,396,32,73,10,0
310319,"Superphosphates (excl. such products containing by weight => 35 % of diphosphorus pentaoxide, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,254,179,304,458,107,,0,0,0,0,0,0,0,0,0,0
285290,"Compounds, inorganic or organic, of mercury, not chemically defined (excluding amalgams)",0,0,0,0,0,0,0,0,0,0,,8296,5066,2035,7871,14278,4327,1193,995,1306,1053,,0,0,0,5,5,31,0,0,0,0
290613,Sterols and inositols,0,0,0,0,0,0,0,0,0,0,,64237,87573,96390,103163,78084,108900,141337,100004,61080,82133,,207,119,150,36,13,86,129,195,44,85
290891,"Dinoseb """"ISO"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,1524,1805,1568,2834,2252,2096,3279,2874,2814,3369,,0,0,1420,2671,2345,979,0,31,0,0
291300,"Halogenated, sulphonated, nitrated or nitrosated derivatives of cyclic polymers of aldehydes ...",91,0,0,0,0,0,0,0,0,0,,1075,2287,1289,2515,275,240,776,342,565,756,,91,82,182,28,41,21,0,13,12,17
291429,"Cyclanic, cyclenic or cycloterpenic ketones, without other oxygen function (excluding cyclohexanone, ...",0,156,196,187,215,0,117,50,23,0,,54880,58065,43358,43515,46688,47142,47426,53984,54001,47489,,229,266,836,687,540,408,316,574,323,414
290950,"Ether-phenols, ether-alcohol-phenols and their halogenated, sulphonated, nitrated or nitrosated ...",40,0,3924,3350,0,0,0,5,0,0,,12023,15058,18886,17568,16923,25026,19432,15937,18187,18614,,2418,4407,7713,19685,626,796,555,944,862,698
