Product code,Product label,"Australia's imports from Taipei, Chinese-Value in 2012","Australia's imports from Taipei, Chinese-Value in 2013","Australia's imports from Taipei, Chinese-Value in 2014","Australia's imports from Taipei, Chinese-Value in 2015","Australia's imports from Taipei, Chinese-Value in 2016","Australia's imports from Taipei, Chinese-Value in 2017","Australia's imports from Taipei, Chinese-Value in 2018","Australia's imports from Taipei, Chinese-Value in 2019","Australia's imports from Taipei, Chinese-Value in 2020","Australia's imports from Taipei, Chinese-Value in 2021","Taipei, Chinese's exports to world- ","Taipei, Chinese's exports to world-Value in 2012","Taipei, Chinese's exports to world-Value in 2013","Taipei, Chinese's exports to world-Value in 2014","Taipei, Chinese's exports to world-Value in 2015","Taipei, Chinese's exports to world-Value in 2016","Taipei, Chinese's exports to world-Value in 2017","Taipei, Chinese's exports to world-Value in 2018","Taipei, Chinese's exports to world-Value in 2019","Taipei, Chinese's exports to world-Value in 2020","Taipei, Chinese's exports to world-Value in 2021",Australia's imports from world- ,Australia's imports from world-Value in 2012,Australia's imports from world-Value in 2013,Australia's imports from world-Value in 2014,Australia's imports from world-Value in 2015,Australia's imports from world-Value in 2016,Australia's imports from world-Value in 2017,Australia's imports from world-Value in 2018,Australia's imports from world-Value in 2019,Australia's imports from world-Value in 2020,Australia's imports from world-Value in 2021
842519,"Pulley tackle and hoists (other than skip hoists or hoists of a kind used for raising vehicles), ...",98,463,238,563,189,405,678,494,449,708,,5562,5418,5596,5157,3789,4845,5752,5632,4266,5582,,19325,16458,17286,13653,9741,14067,14775,12252,12736,12215
846599,"Machine tools for working wood, cork, bone, hard rubber, hard plastics or similar hard materials ...""",189,288,123,338,530,476,567,765,700,706,,126526,118292,112672,108056,99671,128978,135195,123390,109393,127199,,7408,6587,6810,7077,9363,8973,9785,17918,10857,10218
330430,Manicure or pedicure preparations,674,1226,1275,409,641,1355,1026,1074,569,706,,20948,23084,17788,12972,9652,9822,10908,11302,9450,11158,,41724,42204,38825,38208,36536,33265,28522,26048,24629,27558
482390,"Paper, paperboard, cellulose wadding and webs of cellulose fibres, in strips or rolls of a ...",522,588,565,547,554,451,485,491,408,695,,216257,207714,221400,196421,180398,186682,178475,163500,133349,94903,,41896,49456,47542,44968,46809,48123,54824,51564,58604,60977
200799,"Jams, jellies, marmalades, pur?es or pastes of fruit, obtained by cooking, whether or not containing ...",427,599,634,445,562,439,374,593,678,695,,7710,9659,7933,7056,10486,12622,14545,18458,16896,24364,,50340,48066,45831,37413,38929,46845,48295,45513,50183,58097
380992,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs, and other products ...",112,54,108,97,166,513,447,499,634,688,,20022,19150,21814,20429,18064,22460,26041,24170,23454,26748,,10106,9474,10747,8292,7305,8951,9011,9871,9789,11048
842381,Weighing machinery having a maximum weighing capacity <= 30 kg (excluding balances of a sensitivity ...,159,152,190,209,325,408,545,595,497,686,,5127,4218,4902,4164,4276,4351,4651,6829,8324,12334,,9391,14018,14005,9145,10364,10547,12159,19840,15832,15310
721921,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",1548,2162,1149,1388,578,1022,1388,801,560,677,,87351,71064,88412,57231,47188,63265,74439,56270,54812,72353,,14916,14785,12244,11416,6806,9092,14045,12618,11019,13530
790700,"Articles of zinc, n.e.s.",460,370,550,662,401,454,530,422,415,672,,81341,81285,89581,88951,93301,105318,114100,97494,88210,105494,,7559,7890,7982,7580,6912,7766,8323,8080,10015,11580
390890,"Polyamides, in primary forms (excluding polyamides-6, -11, -12, -6,6, -6,9, -6,10 and -6,12)",1716,1170,1390,1320,1258,168,235,443,398,670,,74197,69967,65080,57728,70325,83856,84739,61012,59355,74421,,6147,4805,5581,6604,6009,5043,4941,6225,4555,6292
901780,"Instruments for measuring length, for use in the hand, n.e.s.",1317,1168,1097,936,455,481,392,372,484,670,,19830,19588,23283,22769,19548,20478,21099,18666,21268,25742,,15390,15623,16638,16287,15092,17386,20456,15558,15948,21310
902680,"Instruments or apparatus for measuring or checking variables of liquids or gases, n.e.s.",85,151,121,117,177,80,155,274,120,662,,16649,16562,12372,22318,48449,31555,29974,37063,42777,76487,,41680,62164,56773,39699,28920,31398,31875,40823,31154,37411
481141,"Self-adhesive paper and paperboard, surface-coloured, surface-decorated or printed, in rolls ...",3070,3024,3218,2384,1818,1727,1655,1411,1179,660,,44806,40868,39855,37391,36449,34800,34701,35337,32381,42390,,73120,62583,77181,74434,84854,101282,106952,102433,102335,115595
920510,Brass-wind instruments,129,155,399,373,343,406,255,371,466,657,,24675,26659,30609,34949,28180,29811,29227,29948,21093,23208,,4057,4288,4610,4732,4517,4769,4589,4970,3610,4600
680911,"Boards, sheets, panels, tiles and similar articles, of plaster or compositions based on plaster, ...",349,442,568,412,616,710,664,962,775,653,,1144,1458,1353,1079,1366,952,807,954,661,744,,2611,1774,1630,1586,2381,2273,3400,2429,2227,2587
281119,"Inorganic acids (excluding hydrogen chloride """"hydrochloric acid"""", chlorosulphuric acid, ...""",539,691,290,352,105,73,77,152,315,652,,30834,32175,30801,23858,24817,25754,25788,24885,20641,18698,,6388,5559,6033,5441,4552,5435,6438,4999,6521,7801
291829,"Carboxylic acids with phenol function but without other oxygen function, their anhydrides, ...",763,843,729,576,672,531,592,525,556,650,,141360,135061,123685,123723,126629,134783,166947,137391,117714,178052,,3075,2326,2680,2397,2614,1834,2019,1705,1772,1867
610463,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of synthetic fibres, ...",257,294,92,331,66,250,265,213,531,650,,18649,18967,22278,19259,8785,7344,7468,7303,6478,10629,,70791,78344,89364,99272,101693,102620,124735,141962,151723,199564
721011,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,665,1315,2008,1813,2762,647,,1053,748,930,559,1132,983,1696,2093,1544,6303,,3193,1713,1950,2527,2038,4639,4301,3449,4219,4089
600410,"Knitted or crocheted fabrics, of a width of > 30 cm, containing >= 5% by weight elastomeric ...""",2979,2158,1665,1143,1130,1152,810,565,542,647,,346225,408863,437413,479726,439182,518723,531504,554606,567954,879736,,18151,16474,15813,15210,13687,13481,12734,11200,9896,12053
842511,"Pulley tackle and hoists, powered by electric motor (other than skip hoists or hoists of a ...",873,958,1211,1006,595,798,640,378,424,646,,13756,17918,27732,20399,17750,17274,15130,13633,13713,16910,,33158,29426,27693,22052,23438,23750,27279,27245,31045,40823
847720,Extruders for working rubber or plastics,17,41,157,527,384,929,998,1484,578,645,,202074,176359,158427,99652,112702,119533,139832,105987,119267,121232,,17857,12544,5499,12439,10535,17082,11904,8315,15409,13850
841410,Vacuum pumps,493,331,386,598,394,595,480,602,343,644,,42583,46053,42649,40686,46323,78476,69244,70187,91272,145495,,23732,24913,21722,24317,22451,21361,24496,24488,24086,28048
852869,"Projectors, not incorporating television reception apparatus (excluding of a kind solely or ...",1152,2002,1832,1375,1304,1324,1888,1615,1775,644,,19650,22605,21808,23550,44155,29866,16084,12920,16362,16673,,42030,31770,35790,30225,22062,19454,21605,12865,18630,29946
847329,"Parts and accessories of non-electronic calculators for accounting machines, cash registers ...",899,620,804,992,533,442,315,274,177,642,,45267,54949,62428,65820,69350,63849,59624,60603,50370,65947,,25681,29007,36185,30264,22488,13529,17223,13538,8019,13813
761300,Aluminium containers for compressed or liquefied gas,2,18,6,29,37,59,409,596,427,642,,2422,862,1816,3404,4272,3470,7554,8802,21058,29267,,19046,17330,14287,17638,13273,19655,24392,20646,21890,30211
681510,"Articles of graphite or other carbon, incl. carbon fibres, for non-electrical purposes",309,749,554,482,593,577,691,643,722,642,,3384,2807,8462,4833,10223,13210,16380,22774,31555,42307,,36398,42841,46744,52240,43920,27164,34796,42150,49536,33927
950662,Inflatable balls,700,632,487,599,220,367,251,624,491,640,,1833,4335,4464,2785,1697,2964,1305,1659,1239,945,,23300,23105,28679,24957,24484,23763,25675,21780,19516,26149
293980,"Non-vegetal alkaloids, natural or reproduced by synthesis, and their salts, ethers, esters ...",0,0,0,0,0,3,791,1120,528,635,,0,0,0,0,0,314,17,13,0,0,,0,0,0,0,0,9642,11274,8957,1694,2901
190420,Prepared foods obtained from unroasted cereal flakes or from mixtures of unroasted cereal flakes ...,142,166,141,133,41,24,14,6,75,631,,1703,1738,1087,967,1236,1371,634,665,645,500,,20368,30084,32503,31921,25185,22585,11973,5951,3818,5668
40899,"Birds' eggs, not in shell, fresh, cooked by steaming or boiling in water, moulded, frozen or ...",229,346,381,403,337,420,460,375,469,612,,615,531,541,610,747,767,1108,1054,1259,1013,,1141,866,1119,905,1210,1296,2095,1426,1561,1760
400220,"Butadiene rubber """"BR"""", in primary forms or in plates, sheets or strip""""",62,42,36,19,265,1304,1123,589,801,608,,194151,165019,178179,110021,98554,140876,134724,134211,92344,147071,,13478,10816,9246,4739,4791,11249,9527,6119,4189,5058
350691,Adhesives based on polymers of heading 3901 to 3913 or on rubber (excluding products suitable ...,1218,590,502,843,671,764,772,774,575,607,,324277,260071,271671,298697,262544,291614,350131,343941,284164,316940,,33535,33507,33990,31481,42732,43165,45057,43945,42380,47446
841939,"Dryers (excl. lyophilisation apparatus, freeze drying units, spray dryers, dryers for agricultural ...",326,189,288,227,180,190,246,203,268,604,,37985,36421,44584,41050,49404,45430,51120,47914,38519,47635,,23294,23610,20007,49398,25040,21414,24172,29198,27778,30777
740721,"Bars, rods and profiles, of copper-zinc base alloys """"brass"""", n.e.s.""""",111,62,3,15,13,13,10,10,25,600,,89497,86461,87820,67653,86871,111223,118075,83597,56568,86081,,21779,16819,20876,16366,13104,19189,19485,16675,14829,21393
854129,Transistors with a dissipation rate >= 1 W (excluding photosensitive transistors),163,126,78,58,22,115,123,672,212,594,,678281,587778,557425,456122,517557,574098,732764,709532,826088,972120,,7351,8570,10626,8027,7370,9896,13075,12687,20207,23860
390950,"Polyurethanes, in primary forms",249,57,1248,1284,319,259,133,86,279,594,,281372,329858,342955,293817,283049,314838,339856,372364,326376,418481,,50090,53134,57901,53987,53173,56760,65230,57007,57751,60388
851822,"Multiple loudspeakers, mounted in the same enclosure",1001,994,753,494,439,240,467,376,233,593,,3160,3570,4391,3264,3020,2786,3103,2889,3882,5410,,122122,143384,155344,177464,175704,203052,250470,205050,212680,241385
902000,Breathing appliances and gas masks (excluding protective masks having neither mechanical parts ...,212,144,232,152,461,503,715,462,251,593,,20609,22709,24789,25763,28436,38240,43405,43840,53775,56814,,39205,40148,35984,33429,35238,40363,64094,50400,59215,65822
190410,"Prepared foods obtained by swelling or roasting cereals or cereal products, e.g. corn flakes",864,1163,1386,827,824,762,824,603,829,593,,11257,12041,18157,15236,15803,20124,21384,23336,23341,21875,,23000,29494,43675,47281,51921,58680,64533,68462,70937,82295
401012,"Conveyor belts or belting, of vulcanised rubber, reinforced only with textile materials",7309,5280,3780,2233,1679,723,616,1025,584,590,,33885,20576,14449,11626,7992,10102,20350,21118,16329,25962,,88525,81912,51522,39213,32102,39005,50574,45729,58806,63064
871110,"Motorcycles, incl. mopeds, and cycles fitted with an auxiliary motor, with reciprocating internal ...",2178,1030,968,585,60,0,169,223,293,588,,123215,125973,122762,83845,76620,87731,41560,14288,16545,22550,,9559,14874,10811,10531,7305,10180,8547,7239,8242,14676
30812,"Frozen sea cucumbers """"Stichopus japonicus, Holothuroidea""""""""",0,0,0,0,0,979,554,693,390,586,,0,0,0,0,0,2550,2126,1737,1307,2050,,0,0,0,0,0,1081,602,819,425,852
902920,"Speed indicators and tachometers, stroboscopes",972,770,785,698,455,457,324,194,489,584,,24399,26217,30296,30000,33076,34382,34783,40260,54396,57189,,20725,25371,23044,19554,18510,18573,17659,14053,14514,15887
950659,"Badminton and similar rackets, whether or not strung (other than tennis rackets and table-tennis ...",431,457,193,196,112,182,158,148,107,584,,16456,20661,22329,23617,22536,23339,20359,21497,10878,18731,,1899,2062,1931,1937,1798,1851,1924,2160,2175,4718
401691,"Floor coverings and mats, of vulcanised rubber (excluding hard rubber), with chamfered sides, ...",896,1044,916,797,1074,729,691,551,508,583,,11337,8274,9170,8201,7977,6931,8518,9404,7586,9313,,21760,21298,24582,23644,23134,23295,23465,21958,25235,31404
570500,"Carpets and other textile floor coverings, whether or not made up (excluding knotted, woven ...""",114,119,93,132,99,561,486,1242,231,581,,949,219,178,347,811,264,255,193,171,228,,22693,27148,28840,30205,27436,26745,24122,23441,23312,28399
732620,"Articles of iron or steel wire, n.e.s.",1022,1594,1890,1879,1006,618,724,557,404,580,,54480,53836,54830,49686,45920,34436,40910,33816,35129,40354,,47007,43926,40676,37319,35195,41395,48875,52009,58665,72693
846299,"Presses, not hydraulic, for working metal (excluding forging, bending, folding, straightening ...",1928,309,142,106,47,168,263,305,431,579,,109596,89530,103016,80498,85366,87707,90390,74397,43223,67137,,7396,6010,2708,3425,11623,3818,4798,2730,2829,4437
846799,"Parts of pneumatic tools for working in the hand, hydraulic or with self-contained electric ...",490,509,400,640,439,448,463,613,769,578,,110520,106088,126153,120879,115011,122676,120202,112587,110065,152545,,27382,23386,20962,19801,18489,22968,23160,23175,26566,36094
950669,"Balls (excluding inflatable, tennis balls, golf balls, and table-tennis balls)",719,374,444,556,345,409,540,463,434,577,,15557,14774,16946,13565,13161,13279,12126,11813,10329,12959,,7668,7679,8685,6412,6824,6210,6361,6823,5423,6735
847759,Machinery for moulding or otherwise forming products from rubber or plastics (excluding injection-moulding ...,294,703,211,306,286,381,323,244,509,575,,90766,74162,75041,64232,54301,65806,80527,56320,47321,58275,,16229,16160,12042,14055,15800,16319,18628,18952,19429,29942
621040,"Men's or boys' garments of textile fabrics, rubberised or impregnated, coated, covered or laminated ...",403,493,478,593,108,546,725,235,247,574,,2923,2405,1774,1416,2382,3640,2498,2739,2624,3644,,7797,8687,8378,8775,14600,19322,22420,21192,25406,35560
281122,Silicon dioxide,436,363,380,362,182,275,926,727,565,570,,96688,94121,98960,90376,94441,97866,100836,105436,87928,101874,,18548,19218,20113,15839,15618,16330,18760,17460,15597,18130
680530,"Natural or artificial abrasive powder or grain, on a base of materials other than woven textile ...",299,291,258,287,359,363,373,403,499,569,,9820,9911,10249,12788,15366,14516,15934,15036,20174,22690,,23730,23579,24186,23290,24963,24749,26719,28753,29001,29676
820720,Interchangeable dies for drawing or extruding metal,324,75,109,52,37,27,101,184,293,569,,35714,34953,35501,32928,30771,35481,34408,24123,23626,30505,,7122,6251,6388,6448,7597,7866,6923,5992,5618,7006
843390,"Parts of harvesting machinery, threshing machinery, mowers and machines for cleaning, sorting ...",197,211,384,238,396,485,336,209,330,568,,50579,48227,49697,45697,39011,41991,41763,39349,40038,52835,,131386,89075,95771,95908,124974,137420,107366,97738,116185,178211
392099,"Plates, sheets, film, foil and strip, of non-cellular plastics, n.e.s., not reinforced, laminated, ...",222,249,585,403,449,835,2109,2497,412,565,,311776,271380,289960,261373,230681,285064,274647,270546,288564,341648,,30156,24569,21789,19757,16550,21842,28408,23356,19563,23619
741999,"Articles of copper, n.e.s.",1595,1240,1166,666,371,242,285,192,265,565,,228888,216464,203010,182595,162940,175665,182806,163356,160087,204411,,25271,24416,33325,27623,25430,15666,18232,18272,17351,22218
853224,"Fixed electrical capacitors, ceramic dielectric, multilayer (excluding power capacitors)",449,252,235,295,189,215,1157,1204,829,560,,508704,480007,496780,475843,699719,848591,1748228,1089036,1397759,1809868,,3135,2714,2917,2549,2996,2476,8099,6152,4908,6379
630710,"Floorcloths, dishcloths, dusters and similar cleaning cloths, of all types of textile materials",318,346,322,500,326,274,307,369,459,558,,9051,8242,7603,7489,7028,8821,9714,10568,13747,13336,,51258,51580,54125,56248,56312,58100,65834,64010,74898,74463
390610,"Poly""""methyl methacrylate"""", in primary forms""""",511,461,628,688,342,541,489,376,511,558,,111398,106981,96035,59771,62355,111817,107765,54999,53991,80485,,18780,17215,15689,14303,12246,14734,15439,10375,10098,12557
870821,Safety seat belts for motor vehicles,407,471,389,361,425,341,396,291,346,558,,4129,4231,4900,5257,4875,5923,5751,5099,5120,9005,,25331,20029,17097,17293,18132,12739,8323,7894,8211,10247
842449,Agricultural or horticultural sprayers (excl. portable),0,0,0,0,0,553,635,471,642,556,,0,0,0,0,0,6997,6706,5341,6522,8743,,0,0,0,0,0,56786,62327,66532,63882,73801
291211,"Methanal """"formaldehyde""""""""",242,217,357,282,180,489,286,276,329,556,,2514,2545,2858,2100,1815,1990,2251,1936,1302,2263,,414,341,547,428,354,646,606,508,470,747
210120,"Extracts, essences and concentrates, of tea or mate, and preparations with a basis of these ...",117,108,228,224,316,279,361,543,307,556,,4959,4907,6648,6136,6408,6610,7123,7372,8487,11380,,19053,18404,19101,16996,19377,16668,16599,17123,22752,31493
392063,"Plates, sheets, film, foil and strip, of non-cellular unsaturated polyesters, not reinforced, ...""",45,20,120,231,313,379,510,486,446,553,,2220,1414,1375,667,398,579,935,783,634,1394,,5864,1503,2275,2382,1805,1419,2109,1460,1368,1935
843890,"Parts of machinery for the industrial preparation or manufacture of food or drink, n.e.s.",150,230,213,162,309,252,381,537,582,545,,13309,13900,13910,14692,14748,16089,18940,18351,16679,21067,,44121,34783,46412,42517,44668,46775,43629,53704,45581,54498
391733,"Flexible tubes, pipes and hoses of plastics, not reinforced or otherwise combined with other ...",415,556,1047,431,347,330,437,364,336,542,,14836,15681,20889,18714,16896,20524,24547,20810,33330,54361,,10565,11164,10172,11850,11382,11319,12205,11514,13041,13563
902750,"Instruments and apparatus for physical or chemical analysis, using UV, visible or IR optical ...",46,47,43,128,74,77,145,177,273,540,,25709,17500,17938,15800,14286,17406,23752,24007,28702,26615,,82124,75551,87780,78547,68419,84825,100436,121866,125081,134939
