Product code,Product label,"Taipei, Chinese's imports from Australia-Value in 2012","Taipei, Chinese's imports from Australia-Value in 2013","Taipei, Chinese's imports from Australia-Value in 2014","Taipei, Chinese's imports from Australia-Value in 2015","Taipei, Chinese's imports from Australia-Value in 2016","Taipei, Chinese's imports from Australia-Value in 2017","Taipei, Chinese's imports from Australia-Value in 2018","Taipei, Chinese's imports from Australia-Value in 2019","Taipei, Chinese's imports from Australia-Value in 2020","Taipei, Chinese's imports from Australia-Value in 2021",Australia's exports to world- ,Australia's exports to world-Value in 2012,Australia's exports to world-Value in 2013,Australia's exports to world-Value in 2014,Australia's exports to world-Value in 2015,Australia's exports to world-Value in 2016,Australia's exports to world-Value in 2017,Australia's exports to world-Value in 2018,Australia's exports to world-Value in 2019,Australia's exports to world-Value in 2020,Australia's exports to world-Value in 2021,"Taipei, Chinese's imports from world- ","Taipei, Chinese's imports from world-Value in 2012","Taipei, Chinese's imports from world-Value in 2013","Taipei, Chinese's imports from world-Value in 2014","Taipei, Chinese's imports from world-Value in 2015","Taipei, Chinese's imports from world-Value in 2016","Taipei, Chinese's imports from world-Value in 2017","Taipei, Chinese's imports from world-Value in 2018","Taipei, Chinese's imports from world-Value in 2019","Taipei, Chinese's imports from world-Value in 2020","Taipei, Chinese's imports from world-Value in 2021"
30371,"Frozen sardines Sardina pilchardus, Sardinops spp."""", sardinella """"Sardinella spp."""" and brisling ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,172,49,0,0,0,0,0,0,0,0
30384,"Frozen sea bass """"Dicentrarchus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,14,0,0,0,0,0,0,0,,0,0,46,192,0,0,0,12,24,0
30390,Frozen fish livers and roes,0,0,2302,1030,1822,0,0,0,0,0,,3751,6320,7602,5552,3908,0,0,0,0,0,,0,2415,14698,20924,17799,68,0,0,0,0
30422,Frozen fillets of toothfish (Dissostichus spp.),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2,202,0,0,0,0,0,0,0,0
30429,Frozen fish fillets (excluding swordfish and toothfish),156,100,0,0,0,0,0,0,0,0,,,,,,,,,,,,,20998,17070,4,0,0,0,0,0,0,0
30462,"Frozen fillets of catfish """"Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,418,51,4,74,82,202,210,136,103,33,,0,438,6400,7090,7577,7519,6849,7761,4999,3439
30496,"Frozen meat, whether or not minced, of dogfish and other sharks",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,15,0,,0,0,0,0,0,545,576,808,554,457
30551,"Dried cod """"Gadus morhua, Gadus ogac, Gadus macrocephalus"""", even salted, not smoked (excluding ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,,3,4,4,12,6,3,2,1,1,1
30571,"Shark fins, smoked, dried, salted or in brine",0,0,0,0,0,0,0,0,0,0,,34,0,89,191,238,187,179,112,81,362,,0,540,3750,4203,5566,4138,2688,1924,674,442
40299,"Milk and cream, concentrated and sweetened (excluding in solid forms)",224,249,270,405,640,436,279,206,59,0,,24923,22660,31340,22805,28213,38445,37268,34674,36901,40711,,3528,3628,3713,2717,2871,2862,3170,3136,3626,3070
40700,"Birds' eggs, in shell, fresh, preserved or cooked",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,441,1093,0,0,0,0,0,0,0,0
40719,Fertilised birds' eggs for incubation (excluding of domestic fowls),0,0,0,0,0,0,0,0,0,0,,0,0,1431,995,1158,991,1323,1141,657,622,,0,0,117,249,70,57,0,0,45,337
30613,"Frozen shrimps and prawns, whether in shell or not, incl. shrimps and prawns in shell, cooked ...",27,30,0,0,0,0,0,0,0,0,,,,,,,,,,,,,110837,121664,5783,0,0,0,0,0,0,0
30711,"Oysters, even in shell, live, fresh or chilled",0,0,0,0,0,0,0,0,0,0,,5203,5435,4166,3238,3531,1396,934,1111,677,788,,0,91,1651,1823,1922,2021,2159,2507,4413,5737
30719,"Oysters, smoked, frozen, dried, salted or in brine",0,0,0,0,0,0,0,0,0,0,,4073,2746,1251,309,139,58,16,9,0,0,,0,155,2886,3729,3282,328,216,88,9,70
30787,"Smoked, dried, salted or in brine, even in shell, abalone """"Haliotis spp.""""""""",0,0,0,0,0,0,4,0,0,0,,0,0,0,0,0,23013,17245,15933,7665,17150,,0,0,0,0,0,14,4,1,114,37
30811,"Live, fresh or chilled, sea cucumbers """"Stichopus japonicus, Holothurioidea""""""""",0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,30,14,2,,0,0,0,2,0,1,0,0,1,4
20712,"Frozen fowls of the species Gallus domesticus, not cut in pieces",0,0,0,0,0,0,0,0,0,0,,4200,3247,3948,6322,5098,5327,4951,3801,7676,3037,,316,188,717,158,218,162,388,79,134,108
20742,"Frozen domestic ducks, not cut in pieces",0,0,0,0,0,0,0,0,0,0,,90,119,133,111,221,234,372,163,141,97,,0,1,0,0,208,0,0,0,0,0
10130,Live asses,0,0,0,0,0,0,0,0,0,0,,0,9,1,0,14,0,53,0,0,6,,0,0,41,38,0,0,0,0,0,0
10511,"Live fowls of the species Gallus domesticus, weighing <= 185 g (excluding turkeys and guinea ...",389,0,0,269,0,172,83,0,0,0,,4464,1236,308,537,1528,8321,5285,7753,1041,4256,,2764,3595,3597,4221,4032,3447,4284,5382,4724,5563
20312,"Fresh or chilled hams, shoulders and cuts thereof of swine, with bone in",0,0,0,0,0,0,0,0,0,0,,8552,7879,8295,6428,8606,9755,9961,7176,7176,2891,,0,0,0,32,560,763,0,0,0,0
20430,Frozen lamb carcases and half-carcases,142,47,562,83,12,0,0,0,0,0,,62070,56618,43919,36536,28764,36388,33816,47150,30969,85551,,1010,416,1193,139,42,0,8,31,218,51
70511,Fresh or chilled cabbage lettuce,0,0,0,0,0,0,0,0,0,0,,1499,1794,1414,1215,950,1109,1458,922,998,439,,4932,5589,5633,6578,10771,11517,12731,14093,14187,15098
70930,"Fresh or chilled aubergines """"eggplants""""""""",0,0,0,0,0,0,0,0,0,0,,19,67,54,28,37,30,22,28,26,44,,0,0,0,0,0,0,0,0,0,0
71022,"Shelled or unshelled beans """"Vigna spp., Phaseolus spp."""", uncooked or cooked by steaming ...""",0,0,0,0,0,0,0,0,0,0,,165,177,44,71,57,66,298,61,68,89,,1255,1090,935,1502,2084,1448,1235,1690,1507,2345
71080,"Vegetables, uncooked or cooked by steaming or by boiling in water, frozen (excluding potatoes, ...",0,0,0,0,0,0,0,0,0,0,,1271,1567,2008,1146,901,1159,952,823,836,860,,5803,5608,5020,5754,9854,11008,10141,15837,16493,19346
71151,"Mushrooms of the genus """"Agaricus"""", provisionally preserved, e.g., by sulphur dioxide gas, ...""",0,0,0,0,0,0,0,0,0,0,,12,12,64,1,26,26,13,28,0,0,,537,936,945,314,325,357,252,117,122,110
71333,"Dried, shelled kidney beans """"Phaseolus vulgaris"""", whether or not skinned or split""""",0,0,0,0,0,0,0,0,0,0,,16,107,144,185,243,181,95,40,9,16,,3217,2964,3223,2994,2328,2589,3165,3642,3924,4209
71360,"Dried, shelled pigeon peas """"Cajanus cajan"""", whether or not skinned or split""""",0,0,0,0,0,0,0,0,0,0,,29,16,33,56,38,14,0,0,23,87,,0,0,0,0,5,3,2,4,5,7
80132,"Fresh or dried cashew nuts, shelled",0,0,0,0,0,0,0,1,0,0,,838,907,1024,865,862,1458,270,477,404,356,,13823,16710,16347,17913,16824,16695,23120,25786,23393,28200
80222,"Fresh or dried hazelnuts or filberts """"Corylus spp."""", shelled""""",0,0,0,0,0,0,0,0,0,0,,327,278,526,754,290,465,138,35,66,25,,1242,850,1939,1887,2028,1295,1284,1571,2321,2922
80231,"Fresh or dried walnuts, in shell",0,0,0,0,0,0,0,0,0,0,,16843,22419,13982,16357,9810,15219,13064,9566,11861,11042,,33,129,269,143,494,487,465,342,254,327
80251,"Fresh or dried pistachios, in shell",0,0,0,0,0,0,0,0,0,0,,1094,982,630,2546,5437,1861,11569,8145,4716,2644,,0,3362,11679,14352,11175,12112,16261,17286,11197,18802
80290,"Nuts, fresh or dried, whether or not shelled or peeled (excluding coconuts, Brazil nuts, cashew ...",257,74,1198,299,1252,860,0,1,0,0,,4712,4868,9222,10956,11253,6547,7414,10799,5001,3741,,6736,6129,8845,7646,8746,9310,8002,9341,9657,10577
80420,Fresh or dried figs,0,0,0,0,0,0,0,0,0,0,,16,33,24,299,72,138,237,201,166,210,,420,749,787,1609,2510,2221,4287,2112,2220,2026
80720,"Fresh pawpaws """"papayas""""""""",0,0,0,0,0,0,0,0,0,0,,0,20,41,85,219,36,103,24,18,37,,0,0,0,0,0,0,0,0,0,0
80920,Fresh cherries,3044,7569,0,0,0,0,0,0,0,0,,,,,,,,,,,,,88714,66445,203,0,0,0,0,0,0,0
90220,Green tea in immediate packings of > 3 kg,0,0,0,0,0,0,0,0,0,0,,1140,2895,4910,3604,3488,1769,595,2268,2594,2319,,11746,14566,16446,17232,17765,23028,23485,25398,24573,25427
90812,"Nutmeg, crushed or ground",0,0,0,0,0,0,0,0,0,0,,211,208,114,132,154,168,125,124,132,169,,0,0,18,31,21,4,31,7,12,5
90821,"Mace, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,9,38,0,0,0,0,0,0,0,0,,0,0,0,5,1,8,4,1,30,6
90830,Cardamoms,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,618,240,0,0,0,0,0,0,0,0
90931,"Cumin seeds, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,26,28,31,65,26,40,46,37,84,31,,0,40,262,298,309,355,305,297,335,379
90962,"Juniper berries and seeds of anise, badian, caraway or fennel, crushed or ground",0,0,0,0,0,0,0,0,0,0,,19,71,13,26,27,17,19,14,22,10,,0,9,404,395,660,506,348,251,583,631
100640,Broken rice,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,269,327,248,460,634,546,85,408
100200,Rye,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,10,12,0,0,0,0,0,0,0,0
50790,"Tortoiseshell, whalebone and whalebone hair, horns, antlers, hooves, nails, claws and beaks, ...",0,0,0,0,0,0,0,0,0,0,,1421,1318,176,685,377,809,904,801,644,285,,2751,2910,3566,4359,5702,9471,19050,14977,8167,5722
60312,"Fresh cut carnations and buds, of a kind suitable for bouquets or for ornamental purposes",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,262,345,401,364,443,442,523,591,520,605
60499,"Foliage, branches and other parts of plants, without flowers or flower buds, grasses, for bouquets ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,84,75,0,0,0,0,0,0,0,0
70200,"Tomatoes, fresh or chilled",0,0,0,0,0,0,0,0,0,0,,1840,2826,2284,1998,2292,2199,2816,2264,2027,3929,,180,193,277,477,997,938,718,1037,388,25
81030,"Fresh black-, white- or redcurrants and gooseberries",0,0,0,0,0,0,0,0,0,0,,0,8,0,0,0,0,49,7,0,2,,0,0,0,0,0,0,0,0,0,0
81210,"Cherries, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water ...",0,0,0,0,0,0,0,0,0,0,,32,4,21,66,65,1774,2529,220,45,27,,0,0,0,0,0,0,0,0,0,0
81320,Dried prunes,19,0,0,0,0,13,15,11,5,0,,564,110,874,2644,1497,2361,371,179,408,2504,,2580,2605,3124,2970,2694,2774,2007,1770,2801,2083
902121,Artificial teeth,0,0,0,0,0,0,0,0,0,0,,99,34,83,60,73,44,154,823,800,896,,1548,1344,1395,1217,1563,1829,2550,3122,2243,3136
901820,"Ultraviolet or infra-red ray apparatus used in medical, surgical, dental or veterinary sciences",0,0,0,0,0,0,0,0,0,0,,457,808,386,434,284,311,194,651,165,186,,1084,1179,2437,4820,4362,3466,905,927,1179,954
901814,Scintigraphic apparatus,0,0,0,0,0,0,0,0,0,0,,157,650,340,550,303,823,416,689,149,188,,947,618,269,564,1333,174,1190,341,854,652
903210,Thermostats,1,2,7,4,5,4,3,0,2,0,,1956,2263,3156,3080,1695,1470,1990,1547,1621,1455,,17244,19118,21090,29791,31475,24536,24913,23240,25920,29154
903220,"Manostats (excluding taps, cocks and valves of heading 8481)",0,0,0,0,0,0,0,0,0,0,,67,252,146,141,270,256,328,483,233,226,,613,763,680,1035,1235,1297,1542,1402,2937,3034
910199,"Pocket-watches and the like, incl. stop-watches, of precious metal or of metal clad with precious ...",0,0,0,0,0,0,0,0,0,0,,1564,2049,1938,1936,1974,2762,3541,3170,1818,4505,,174,72,247,85,242,383,375,252,192,2852
910221,"Wrist-watches, whether or not incorporating a stop-watch facility, with automatic winding (excluding ...",0,5,0,0,0,0,0,0,0,0,,8362,8706,9607,7706,8634,7867,11869,11279,15294,35626,,175335,179681,192859,179628,186991,157414,160979,158701,146330,164237
910291,"Pocket-watches and the like, incl. stop-watches, electrically operated (excluding of precious ...",0,0,0,0,0,0,0,0,0,0,,69,245,17,1540,1358,1078,984,1757,1177,2781,,135,186,150,160,198,268,162,185,162,142
910310,"Clocks with watch movements, electrically operated (excluding wrist-watches, pocket-watches ...",0,0,0,0,0,0,0,0,0,0,,136,18,19,41,24,86,66,8,7,49,,20,30,157,148,146,130,29,48,29,16
910519,Alarm clocks (excluding electrically operated),0,0,0,0,0,0,0,0,0,0,,23,76,15,22,0,18,2,133,33,22,,928,793,744,774,642,856,667,758,625,635
910700,Time switches with clock or watch movement or with synchronous motor,0,0,2,2,0,0,0,0,0,0,,462,342,426,394,209,232,241,369,309,694,,7384,6827,7034,6137,6605,6642,6503,5259,6112,6525
910919,"Clock movements, complete and assembled, electrically operated (excluding alarm clocks and ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,464,344,3,0,0,0,0,0,0,0
910990,"Clock movements, complete and assembled (excluding electrically operated and watch movements)",0,0,0,0,0,0,0,0,0,0,,0,0,0,25,0,4,0,4,9,23,,320,312,318,245,315,231,302,209,141,269
911180,"Cases for wrist-watches, pocket-watches and other watches of heading 9101 or 9102, of materials ...",0,0,0,0,0,0,0,0,0,0,,0,7,15,17,52,5,103,1,1,51,,437,429,2460,505,1174,1722,790,954,472,875
911420,Jewels for clocks or watches (excluding gems for clock and watch cases),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,92,45,0,0,0,0,0,0,0,0
930310,"Muzzle-loading firearms, neither designed nor suitable for projecting cartridges",0,1,0,0,0,0,0,0,0,0,,49,63,48,147,86,3,0,9,15,6,,28,1,2,0,0,0,11,515,22,12
930510,"Parts and accessories for revolvers or pistols, n.e.s.",0,0,0,0,0,0,0,0,0,0,,83,88,99,23,89,191,166,441,3280,257,,23,7,7,8,45,90,91,443,32,25
930700,"Swords, cutlasses, bayonets, lances and similar arms and parts thereof, and scabbards and sheaths ...",0,0,0,0,0,0,0,0,0,0,,45,31,74,8,20,15,16,15,32,9,,810,669,619,326,728,467,422,581,626,993
940169,"Seats, with wooden frames (excluding upholstered)",0,209,2,10,1,1,0,0,0,0,,212,348,431,302,848,565,436,1249,325,407,,27999,34543,41209,40383,32482,33252,32539,32595,29307,33328
920600,"Percussion musical instruments, e.g. drums, xylophones, cymbals, castanets, maracas",10,13,4,0,0,0,0,0,0,0,,1873,1389,825,387,296,353,241,305,204,220,,3676,3799,4061,3363,3128,3204,3420,3398,3050,3449
940550,"Non-electrical lamps and lighting fittings, n.e.s.",5,0,2,0,0,0,0,0,6,0,,1407,1666,1472,3990,656,1107,2337,1315,803,802,,867,1671,1086,1260,1059,1330,1049,860,902,1169
900711,Cinematographic cameras for film of < 16 mm width or for double-8 mm film,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0
900720,Cinematographic projectors,0,0,0,0,0,0,0,0,0,0,,1008,394,716,648,722,538,1004,1323,458,942,,3562,2268,1597,1357,2205,664,2165,335,365,1410
900792,"Parts and accessories for cinematographic projectors, n.e.s.",0,6,0,0,0,0,1,0,0,0,,1960,2561,825,687,805,1334,1928,903,1112,1689,,713,554,139,558,1039,688,553,130,225,146
900820,"Microfilm, microfiche or other microform readers, whether or not capable of producing copies",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0
900850,"Image projectors, and photographic enlargers and reducers (excluding cinematographic and parts)",0,0,0,0,0,0,0,0,0,0,,539,338,623,490,424,457,184,342,247,383,,0,154,153,208,191,202,187,256,706,3092
901120,"Optical microscopes, for photomicrography, cinephotomicrography or microprojection (excluding ...",0,0,0,0,0,0,0,0,0,0,,34,136,8,105,125,388,670,436,377,69,,2394,969,1028,2953,1408,2778,3916,3467,3847,5084
900669,Photographic flashlights and flashlight apparatus (excluding with electronic discharge lamps),0,0,0,0,0,0,0,0,0,0,,40,156,31,193,185,42,40,131,80,47,,751,1763,1297,1349,1595,1738,1602,1536,1850,1577
871110,"Motorcycles, incl. mopeds, and cycles fitted with an auxiliary motor, with reciprocating internal ...",0,0,0,0,0,0,0,0,0,0,,587,963,1128,354,1066,402,1387,2834,1618,2484,,168,158,247,170,253,230,127,85,200,715
871140,"Motorcycles, incl. mopeds, with reciprocating internal combustion piston engine of a cylinder ...",0,49,0,2,0,0,0,0,0,0,,3960,4161,5766,4836,5742,6075,4964,6975,5599,7038,,16318,20717,26254,35922,31561,32475,18789,19810,30583,35831
880400,"Parachutes, incl. dirigible parachutes and paragliders, and rotochutes; parts thereof and accessories ...",0,0,0,0,0,0,0,0,3,0,,656,222,160,193,335,138,113,960,1505,749,,101,370,235,159,644,621,887,198,237,1620
880521,Air combat simulators and parts thereof,0,0,0,0,0,0,0,0,0,0,,901,29,1083,987,2235,184,244,93,105,265,,0,0,0,179,0,0,50,2,0,0
890120,Tankers,0,0,0,0,0,0,0,0,0,0,,140,1395,5055,1634,0,5595,0,5909,2400,111,,0,0,0,0,2400,11247,25817,0,15552,98795
890130,Refrigerated vessels (excluding tankers),0,0,0,0,0,0,0,0,0,0,,6,19,18,8,3,0,0,0,14,51,,0,0,0,0,0,0,0,0,0,0
890392,"Motor boats and motor yachts, for pleasure or sports (other than outboard motor boats)",0,0,0,35,0,0,0,0,0,0,,69055,74132,101443,95679,102138,170191,133635,233826,176720,175156,,237,1447,991,721,1350,441,1671,1088,97,2104
860210,Diesel-electric locomotives,0,0,0,0,0,0,0,0,0,0,,12702,2062,15770,33679,3726,1977,0,59,0,0,,9976,0,0,0,0,1938,2045,0,0,0
860390,"Self-propelled railway or tramway coaches, vans and trucks (excluding those powered from an ...",0,0,0,0,0,0,0,0,0,0,,467,1009,139,2,61,125,437,361,112,293,,38665,232864,0,0,8,0,63,0,0,141
860699,Railway or tramway goods vans and wagons (excluding those specially designed for the transport ...,0,0,0,0,0,0,0,0,0,0,,0,883,0,226,8,45,20,11,24,18,,4019,0,1851,159,5,18,41,2,337,364
860711,Driving bogies and bissel-bogies for railway or tramway locomotives or rolling stock,0,0,0,0,0,0,0,0,0,0,,0,0,274,208,69,2,43,29,137,85,,933,578,2807,357,3058,1252,168,536,193,2219
860712,Bogies and driving bissel-bogies for railway or tramway locomotives or rolling stock (excluding ...,0,0,0,0,0,0,0,0,0,0,,152,0,620,122,854,12,170,125,5,47,,582,2555,5086,2258,15622,4801,1739,1163,1378,8386
870194,"Tractors, of an engine power > 75 kW but <= 130 kW (excl. those of heading 8709, pedestrian-controlled ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,565,564,720,121,209,,0,0,0,0,0,17110,20835,17839,53120,14566
870195,"Tractors, of an engine power > 130 kW (excl. those of heading 8709, pedestrian-controlled tractors, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2870,2131,1495,5390,13869,,0,0,0,0,0,9307,11405,11428,20616,6552
870321,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...",0,0,0,0,0,0,0,0,0,0,,2343,2556,5118,2466,3537,2282,1683,3158,3309,5286,,8974,10624,10316,12610,20961,51333,111107,84398,117616,82462
870333,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...""",0,0,0,0,0,0,0,0,0,0,,18833,18289,26911,16492,35924,24012,25139,22649,17109,13598,,135173,163830,214347,237127,199458,161416,119674,70697,70929,97888
870380,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1428,384,1873,2058,11965,,0,0,0,0,0,57393,35539,179638,322686,380001
870432,"Motor vehicles for the transport of goods, with only spark-ignition internal combustion piston ...",0,0,0,0,0,0,0,0,0,0,,1349,778,575,466,1757,247,2478,2319,1442,250,,0,0,0,0,0,0,0,21,0,0
870490,"Motor vehicles for the transport of goods, with engines other than internal combustion piston ...",0,0,0,0,0,0,0,0,0,0,,3190,218,2368,2646,3393,1382,15124,10494,6704,3483,,65,344,51,141,78,74,241,5,55,40
870510,Crane lorries (excluding breakdown lorries),0,0,0,0,0,0,0,0,0,0,,9379,11045,19387,38250,15198,6220,7204,8748,15549,28144,,49882,24380,33324,25934,31486,25436,22603,26604,43775,61335
870600,"Chassis fitted with engines, for tractors, motor vehicles for the transport of ten or more ...",0,0,0,0,0,0,0,0,0,0,,11936,3164,3202,3832,3899,1497,2870,1339,1317,2539,,19284,26585,35416,41222,38203,50171,54065,101913,38795,81718
870790,"Bodies for tractors, motor vehicles for the transport of ten or more persons, motor vehicles ...",0,0,0,2,0,0,0,0,0,0,,9385,9555,13682,4689,5144,7601,4831,5517,2866,4852,,56249,71718,84525,74166,69768,69711,95778,102838,91930,124875
961800,"Tailors' dummies and other lay figures, automata and other animated displays used for shop ...",0,0,3,0,12,29,0,0,0,0,,707,582,1105,6850,1761,1177,1171,927,309,394,,6500,6292,6961,6904,6322,6233,6461,6279,4959,4314
950640,Articles and equipment for table-tennis,0,0,0,0,0,0,0,0,0,0,,21,25,36,92,138,458,50,223,171,78,,2933,3615,2980,3952,2733,3454,3484,3790,3493,3399
950651,"Tennis rackets, whether or not strung (excluding table-tennis bats)",0,0,0,0,0,0,0,0,0,0,,116,29,64,37,23,55,33,106,9,370,,570,152,153,118,73,253,395,427,391,432
950810,Travelling circuses and travelling menageries,0,0,0,0,0,0,0,0,0,0,,687,158,62,33,50,444,286,19,265,166,,13,5,2,0,20,38,0,2,0,0
960190,"Worked bone, tortoiseshell, horn, antlers, coral, mother-of-pearl and other animal carving ...",11,0,0,0,0,0,0,0,0,0,,254,213,1143,1130,808,828,807,1936,1342,2373,,10654,14807,17651,23972,29263,5108,3094,380,1258,129
960719,Slide fasteners (excluding fitted with chain scoops of base metal),0,0,0,0,0,0,0,0,0,0,,672,478,202,216,172,392,1367,1179,493,600,,2315,2451,2442,1772,2315,3086,2283,6476,3844,5595
960720,Parts of slide fasteners,0,0,3,0,0,0,0,0,0,0,,110,160,98,614,210,350,289,34,123,161,,20981,28563,24713,25278,24237,25937,26000,22669,14330,26598
960850,"Sets of articles from two or more of the following: ball-point pens, felt or fibre-tipped pens ...",0,0,0,0,0,0,0,0,0,0,,502,0,5,42,26,1,45,1,1,17,,788,602,586,841,798,1064,1166,781,706,853
960920,"Pencil leads, black or coloured",0,0,0,0,0,0,0,0,0,0,,33,55,60,79,129,58,64,221,122,79,,2099,1712,1622,1596,1636,1435,1456,1405,1130,1358
961320,"Pocket lighters, gas fuelled, refillable",0,0,0,0,0,0,0,0,0,0,,172,22,253,23,9,96,101,356,137,541,,1534,1614,1556,1485,1535,1299,1643,1437,1134,1283
961590,"Hairpins, curling pins, curling grips, hair-curlers and the like, and parts thereof, n.e.s. ...",0,0,1,0,0,0,0,0,0,0,,360,114,177,228,189,408,277,1023,433,456,,1208,1271,1341,1141,1167,1233,824,702,1098,1295
760511,"Wire of non-alloy aluminium, with a maximum cross-sectional dimension of > 7 mm (excluding ...",0,0,62,1052,287,52,0,0,0,0,,5,0,2919,89572,68643,5034,862,4,0,6,,345,248,1078,1384,1130,2113,3281,1352,1403,1714
760529,"Wire, of aluminium alloys, having a maximum cross-sectional dimension of <= 7 mm (other than ...",0,0,0,0,0,0,0,0,0,0,,175,102,82,238,71,244,376,519,44,52,,5343,4686,5811,4346,3536,4829,6071,6206,6031,9572
760810,Tubes and pipes of non-alloy aluminium (excluding hollow profiles),4,0,0,1,0,0,0,0,0,0,,355,357,712,409,150,155,772,194,549,234,,5516,5030,3797,2733,2368,2419,2812,2288,1939,2832
761210,"Collapsible tubular containers, of aluminium",0,0,0,0,0,0,0,0,0,0,,961,1343,1668,1474,2191,1738,1255,792,53,43,,2991,3631,3424,3408,3333,3619,4542,4547,4655,5339
840810,"Compression-ignition internal combustion piston engine """"diesel or semi-diesel engine"""", for ...""",0,0,0,0,0,0,0,0,0,0,,3369,3258,4604,3008,2441,3794,4319,4070,3099,3995,,67540,31729,77542,35810,32062,71171,20823,18607,22948,30690
841112,Turbojets of a thrust > 25 kN,0,0,0,0,0,0,0,0,0,0,,14363,27691,6814,8445,2754,8554,7465,16251,31410,30963,,15441,31654,32989,14124,263030,189575,367182,344879,238411,524851
841340,Concrete pumps,0,0,0,0,0,0,0,0,0,0,,4405,1853,3618,1407,2604,2896,2182,985,1395,4034,,1206,1866,784,996,1523,543,1116,2624,5972,5312
841360,"Rotary positive displacement pumps for liquids, power-driven (excluding those of subheading ...",0,0,0,0,0,32,0,0,1,0,,7408,8651,7446,7114,8715,11215,9958,11534,12987,7887,,23966,20631,24834,25395,20159,21971,23301,21927,24588,29823
841392,"Parts of liquid elevators, n.e.s.",0,0,0,2,4,2,0,0,0,0,,8147,5268,2350,1299,2543,5088,9979,5702,3233,3582,,1949,1705,1914,1920,2788,1422,1832,1601,1890,2278
820770,Interchangeable tools for milling,0,8,3,0,0,2,0,0,0,0,,6201,2139,1576,2448,901,1473,1168,1042,952,1226,,20934,19644,20247,19496,19603,21033,23713,21250,20553,22542
821194,"Blades of base metal for table knives, pocket knives and other knives of heading 8211",0,0,0,0,0,0,0,0,0,0,,4132,506,650,584,946,887,1113,532,575,551,,1531,1868,1812,1956,1824,1930,1795,1695,1580,1617
821490,"Hair clippers, butchers' or kitchen cleavers and other articles of cutlery of base metal, n.e.s.",1,0,0,0,2,14,0,0,0,0,,591,509,799,562,557,497,475,516,253,129,,4081,7159,4592,7558,6446,7427,7570,5473,10634,5888
830242,"Base metal mountings, fittings and similar articles suitable for furniture (excluding locks ...",31,103,116,119,46,60,0,0,7,0,,3460,3843,3781,2118,2150,1874,1604,2247,1317,2343,,24911,30875,35790,30154,28723,30531,34125,35745,46371,63972
