Product code,Product label,India's imports from Singapore-Value in 2012,India's imports from Singapore-Value in 2013,India's imports from Singapore-Value in 2014,India's imports from Singapore-Value in 2015,India's imports from Singapore-Value in 2016,India's imports from Singapore-Value in 2017,India's imports from Singapore-Value in 2018,India's imports from Singapore-Value in 2019,India's imports from Singapore-Value in 2020,India's imports from Singapore-Value in 2021,Singapore's exports to world- ,Singapore's exports to world-Value in 2012,Singapore's exports to world-Value in 2013,Singapore's exports to world-Value in 2014,Singapore's exports to world-Value in 2015,Singapore's exports to world-Value in 2016,Singapore's exports to world-Value in 2017,Singapore's exports to world-Value in 2018,Singapore's exports to world-Value in 2019,Singapore's exports to world-Value in 2020,Singapore's exports to world-Value in 2021,India's imports from world- ,India's imports from world-Value in 2012,India's imports from world-Value in 2013,India's imports from world-Value in 2014,India's imports from world-Value in 2015,India's imports from world-Value in 2016,India's imports from world-Value in 2017,India's imports from world-Value in 2018,India's imports from world-Value in 2019,India's imports from world-Value in 2020,India's imports from world-Value in 2021
850432,"Transformers, having a power handling capacity > 1 kVA but <= 16 kVA (excluding liquid dielectric ...",45,923,141,321,425,433,539,262,196,223,,12604,29236,8827,7523,4375,4810,6375,3641,3760,4194,,6768,7710,10262,12112,11992,11241,14911,7062,5126,10762
846239,"Shearing machines, for flat products (excl. slitting lines, cut-to-length lines, presses, combined ...",79,37,0,21,7,0,21,31,48,223,,564,1941,5644,1499,321,506,555,1778,344,670,,48517,29584,12047,24264,14956,19098,21461,22575,23579,22843
291639,"Aromatic monocarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their ...",21,7,48,97,48,3,58,908,28,223,,2464,2863,2756,3180,3769,3368,3010,3370,3362,5176,,35417,44511,55266,61598,73456,65201,104845,134370,126574,144524
292610,Acrylonitrile,587,0,83,0,20,0,0,0,433,222,,10,217,394,366,350,577,641,735,16,5,,153069,169137,207443,187301,157406,220081,361566,276654,194627,360323
903120,"Test benches for motors, generators, pumps, etc.",35,15,108,26,84,49,379,78,164,222,,4145,6674,7958,8578,8940,7099,10647,10238,8962,9182,,38044,32562,40855,35484,34319,48184,65217,59416,101569,105027
970110,"Paintings, e.g. oil paintings, watercolours and pastels, and drawings executed entirely by ...",322,55,326,800,441,79,2381,1057,248,221,,118774,130519,201384,225652,316166,173190,289880,272555,261749,278231,,11773,31975,33096,49486,196647,49952,51551,81740,35510,49159
750522,Wire of nickel alloys (excluding electrically insulated products),48,47,212,38,6,48,226,328,480,220,,13211,33549,6905,4208,4889,7153,22482,23009,16750,10853,,12189,13006,13815,13112,10871,12685,16050,18569,16155,21472
845891,"Lathes, incl. turning centres, for removing metal, numerically controlled (excluding horizontal ...",543,233,0,106,0,0,303,26,101,220,,10639,10181,5540,3918,2913,1693,1583,3137,3901,773,,26859,23856,21816,18129,15729,21578,26937,23401,19282,25188
293293,Piperonal,0,0,0,0,0,0,93,12,100,220,,178,189,118,105,127,0,117,51,115,241,,387,711,714,755,629,670,1714,1843,1018,2149
481920,"Folding cartons, boxes and cases, of non-corrugated paper or paperboard",189,1207,512,768,50,119,42,208,175,219,,36450,51293,61032,58406,42290,18201,18189,20936,20321,20214,,7862,9266,11129,14180,19918,16750,23843,20883,17799,33163
842219,Dishwashing machines (excluding those of the household type),86,27,89,20,4,6,56,4,1,218,,2667,2901,2433,2303,2177,1922,3834,1908,1041,1622,,10011,12794,7951,12334,10446,9954,14696,13470,7807,9433
691110,"Tableware and kitchenware, of porcelain or china (excluding ornamental articles, pots, jars, ...",81,96,29,36,18,12,221,72,90,217,,6345,8531,6934,8784,5152,11985,14909,14089,7731,10838,,14798,14945,15243,14886,13915,17669,18958,20821,15185,25555
481950,"Packing containers, incl. record sleeves, of paper, paperboard, cellulose wadding or webs of ...",282,77,90,107,47,77,156,96,138,217,,9629,40089,51919,41619,43854,34323,42415,44729,36452,43832,,5887,9385,11439,5802,8069,9659,7413,6726,4639,4960
210310,Soya sauce,51,64,44,52,196,249,303,419,258,217,,38400,41094,42857,41299,41943,43854,47658,50846,46287,56316,,611,603,454,314,846,1264,1730,2070,1209,2334
390220,"Polyisobutylene, in primary forms",0,53,67,27,26,1,392,314,91,216,,1379,1394,2027,3865,1851,3142,4844,6450,4347,5735,,21124,22848,25310,27731,23358,26787,29695,27338,22609,30804
330410,Lip make-up preparations,53,3,4,29,11,0,312,402,232,215,,89255,110753,166738,204486,246302,460794,706566,937608,535864,446097,,11182,16238,12816,13295,12554,21512,32512,40249,18035,29499
560790,"Twine, cordage, ropes and cables, whether or not plaited or braided and whether or not impregnated, ...",40,12,26,251,0,65,9,171,213,215,,4905,5719,5284,7650,5002,4240,5787,4809,6119,4135,,10665,12938,13541,20291,20887,14807,11767,22536,20425,23682
848291,"Balls, needles and rollers for bearings (excluding steel balls of heading 7326)",935,339,79,120,145,32,94,236,80,214,,8864,9998,7263,7558,8286,9051,10496,5195,4926,5050,,44867,36506,45370,46161,55621,54416,75204,70164,52280,85103
846721,"Drills of all kinds for working in the hand, with self-contained electric motor",147,16,0,12,2,2,16,76,76,214,,8887,13535,16339,15932,12466,5356,3186,2864,3366,2718,,9009,6753,8344,12254,14939,16896,30763,31654,25834,47203
854890,"Electrical parts of machinery or apparatus, not specified or included elsewhere in chapter ...",62,46,114,31,11,117,701,636,137,214,,94143,90261,250917,266193,141656,80836,72778,61961,68787,94293,,16092,6188,3967,5430,4990,2894,2719,2826,2656,2825
284329,"Silver compounds, inorganic or organic, whether or not chemically defined (excluding of mercury ...",5,0,0,161,26,20,78,180,180,213,,21626,60590,24070,17631,17841,17301,16789,15564,19742,28970,,4978,4609,2954,4065,3266,5479,3008,4500,4623,5622
392330,"Carboys, bottles, flasks and similar articles for the conveyance or packaging of goods, of ...",133,115,123,36,96,65,135,256,254,212,,8052,10453,14642,12185,13768,10435,13278,12813,12838,31328,,23991,25125,25550,27463,23748,31523,41078,40974,31524,42133
293790,"Hormones, natural or reproduced by synthesis; derivatives and structural analogues thereof, ...",391,11,338,298,101,104,826,1205,67,212,,21831,22409,30633,462,5889,132,311,156,162,821,,33361,48985,49872,43430,36612,55318,81653,81559,60589,66556
340212,"Cationic organic surface-active agents, whether or not put up for retail sale (excluding soap)",66,20,101,67,22,11,95,168,133,211,,6836,5503,7340,8522,7152,5810,7111,4151,7398,6473,,3875,4317,6356,5453,5465,12580,19353,19282,19262,25659
846023,"Cylindrical grinding machines for finishing metal, numerically controlled (excl. gear finishing ...",0,0,0,0,0,163,47,523,222,211,,0,0,0,0,0,0,2319,4418,1113,1108,,0,0,0,0,0,3324,14038,30662,17249,20952
760310,"Powders of aluminium, of non-lamellar structure (excluding pellets of aluminium)",70,3,3,7,9,199,210,84,126,209,,632,475,450,593,137,106,63,258,104,1724,,3789,4208,4105,5777,5438,7061,11005,11814,8375,7412
611510,"Graduated compression hosiery [e.g., stockings for varicose veins], of textile materials, knitted ...",0,18,0,0,31,160,178,306,166,209,,359,268,285,212,436,417,745,3466,5025,2626,,834,1226,1823,2852,2044,2743,3589,2657,2340,1975
853390,"Parts of electrical resistors, incl. rheostats and potentiometers, n.e.s.",398,17,81,66,29,52,156,200,74,209,,40377,34628,32849,26888,12260,8572,20086,8753,8784,15911,,14262,11228,8282,9283,10510,11348,12718,12964,8720,12325
680710,"Articles of asphalt or of similar materials, e.g. petroleum bitumen or coal tar pitch, in rolls",438,600,742,630,636,310,66,0,149,207,,10053,8455,5658,6394,7016,5021,4555,7185,3311,4548,,9350,6221,6253,5711,4581,4170,5587,4601,4311,5565
840910,"Parts suitable for use solely or principally with internal combustion piston engine for aircraft, ...",75,209,2618,3,6,915,65,277,287,207,,328545,376670,445366,369071,280649,318496,260173,678795,63489,46121,,37743,30073,10560,3041,2359,10875,10519,5909,2843,1550
390421,"Non-plasticised poly""""vinyl chloride"""", in primary forms, mixed with other substances""""",2170,185,521,1118,1212,422,797,307,215,207,,31129,37046,38123,35816,37125,32750,29376,27775,18236,22213,,1028698,1173469,1292154,917119,992481,511333,34133,23771,12809,28688
854520,Carbon brushes for electrical purposes,30,21,17,28,40,20,104,267,128,207,,2580,3147,2473,2047,2373,1414,1574,2889,5492,3364,,12830,12469,15118,15635,15628,17115,20766,19641,18564,25695
90411,"Pepper of the genus Piper, neither crushed nor ground",307,1550,13102,691,214,0,365,0,47,205,,70453,111878,198905,179007,46581,22314,14835,6070,4874,6926,,106540,96411,180120,195378,183163,164803,136876,93147,85570,171736
851410,Resistance heated industrial or laboratory furnaces and ovens (excluding drying ovens),412,89,10,98,31,13,121,55,57,204,,2766,5290,4708,3816,6202,5653,5820,9448,5347,6125,,9726,8102,12843,10913,15299,10245,18082,17921,29293,12814
880310,"Propellers and rotors and parts thereof, for aircraft, n.e.s.",0,25,0,1,0,0,676,343,531,203,,47523,22867,26189,24619,22760,24565,31682,25755,21707,18119,,25015,2236,7825,2195,1150,4688,6576,5067,5723,5232
820890,"Knives and cutting blades, of base metal, for machines or for mechanical appliances (excluding ...",423,224,167,108,227,146,289,399,205,203,,21157,17549,19911,12484,11454,12103,13999,15594,12435,14157,,36984,36541,28547,27896,28325,34095,41019,40515,33806,40050
848079,Moulds for rubber or plastics (other than injection or compression types),4640,2740,1781,1777,742,756,260,613,421,202,,60675,54045,43186,42921,27580,25920,39119,35777,32988,31960,,173795,207916,196308,208129,214741,216179,246101,264349,219078,232545
340590,"Glass or metal polishes, whether or not in the form of paper, wadding, felt, nonwovens, cellular ...",358,133,232,331,543,329,389,511,285,202,,24081,23443,20182,12996,10069,8487,9628,10048,13260,14097,,8950,10904,11961,10739,10622,10619,12683,13881,11242,16412
830160,"Parts of padlocks, locks, clasps and frames with clasps, incorporating locks, of base metal, ...",147,24,62,191,94,104,363,385,296,201,,9547,5271,8071,6960,8888,7351,8107,7198,9422,7591,,22860,25750,42611,46091,46245,47981,41686,31472,24756,43138
871496,"Pedals and crank-gear, and parts thereof, for bicycles, n.e.s.",11,43,13,14,12,7,44,46,61,200,,174913,167109,185297,172936,126159,117132,125214,104838,116037,146072,,932,583,736,825,2623,1420,2217,1007,1091,2126
870590,Special purpose motor vehicles (other than those principally designed for the transport of ...,0,0,0,0,0,0,0,0,0,199,,43566,17985,19343,15390,12917,31595,8526,4003,3724,2308,,9542,10522,10839,7853,15793,4319,7141,21293,35696,16298
722020,"Flat-rolled products of stainless steel, of a width of < 600 mm, not further worked than cold-rolled ...""",528,26,13,367,74,13,766,635,544,199,,15663,16878,19746,10362,9427,8476,8062,6484,9743,15868,,84266,111300,145464,149443,113922,113976,150359,151254,92835,111545
841981,"Machinery, plant and equipment for making hot drinks or for cooking or heating food (excluding ...",1490,350,214,14,45,54,45,278,247,199,,29082,14656,11424,11797,11382,12383,10433,11531,11991,11852,,30949,23853,36384,29356,26994,30368,43610,50573,24926,39713
741999,"Articles of copper, n.e.s.",473,636,252,116,152,126,1003,617,271,197,,23615,29281,29498,24798,23469,21286,23418,32146,27857,62582,,52278,42416,39177,40873,37496,48068,66177,66404,46883,67206
750712,Tubes and pipes of nickel alloys,0,0,0,7,14,0,1370,838,99,197,,4793,6285,3416,5003,2875,2279,3635,26497,18543,12245,,8549,13160,7347,8795,15919,14532,28817,37653,33207,29202
851680,Electric heating resistors (excluding those of agglomerated coal and graphite),310,285,26,24,56,46,165,548,141,197,,7227,7897,10697,8370,13834,17505,23034,19669,23417,25536,,10523,11119,11890,11938,13542,16706,18282,21828,17022,26845
820590,Anvils; portable forges; hand- or pedal-operated grinding wheels with frameworks; sets of articles ...,79,109,148,163,179,73,96,347,210,196,,6029,6127,6068,8777,5841,8317,4615,5344,4043,5033,,4403,7625,7747,9443,7486,7867,9188,13295,16580,10670
482190,"Paper or paperboard labels of all kinds, non-printed",240,269,223,158,168,137,243,157,112,195,,19745,13996,13278,13176,28754,20463,14966,18217,21900,27424,,12533,14733,19462,20858,22074,28114,28182,30016,25663,29033
852862,Projectors capable of directly connecting to and designed for use with an automatic data processing ...,0,0,0,0,0,240,2089,305,79,195,,0,0,0,0,0,0,8702,6880,2929,7451,,0,0,0,0,0,44473,86867,66525,30922,28684
848240,Needle roller bearings,259,107,111,122,64,71,162,225,71,194,,50406,28896,29529,21444,15683,20072,18274,17487,13085,14732,,18709,19796,22116,22164,22181,25007,31372,28377,26207,37013
290930,"Aromatic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives",22,3,60,47,39,11,6092,111,90,194,,603,144,336,267,287,74,345,868,1341,1628,,45979,56332,61127,44872,48771,60196,71075,48274,36371,26958
281820,Aluminium oxide (excluding artificial corundum),263,21,21,33,185,139,331,260,51,194,,4528,2281,2120,5917,4010,3908,4768,4339,4511,20808,,329061,532607,347900,355363,415616,821394,1416845,959739,633199,1034897
845190,"Parts of machines for washing, cleaning, wringing, drying, ironing, pressing, bleaching, dyeing, ...",113,104,168,76,142,196,274,265,118,194,,21118,30630,22611,24885,22166,27808,24153,9792,4619,3085,,12586,13897,13187,16545,16518,20027,22408,23794,15632,24643
481014,"Paper and paperboard used for writing, printing or other graphic purposes, not containing fibres ...",0,0,0,42,0,224,269,248,332,193,,3517,2613,2647,1888,1310,1555,1065,609,331,243,,5126,4899,3816,2297,2288,1969,1362,1024,1322,1587
850134,DC motors and DC generators of an output > 375 kW (excl. photovoltaic generators),587,46,85,0,1,372,0,0,16,192,,17654,21377,16530,8001,7219,7954,7055,8963,2179,1316,,23410,5425,3421,3885,2996,3966,2373,4227,2544,1821
540792,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",0,0,0,0,5,9,0,0,2,192,,719,166,77,295,572,380,343,1707,860,260,,1189,932,1164,1809,963,1206,3200,2545,2717,2154
650500,"Hats and other headgear, knitted or crocheted, or made up from lace, felt or other textile ...",0,100,63,71,68,50,114,178,123,189,,3012,3188,4836,5473,6391,10250,11727,11547,15310,18537,,0,2819,4196,5770,6898,8909,13127,15704,13874,17410
680919,"Boards, sheets, panels, tiles and similar articles, of plaster or compositions based on plaster ...",7,0,0,0,0,1,0,5,0,189,,814,806,655,567,297,342,621,729,1205,1253,,11013,10237,12262,18617,18124,23659,34693,41924,16057,21496
220850,Gin and Geneva,102,210,113,175,291,784,4651,5087,714,188,,11241,14262,15933,14304,17678,18481,26543,25779,16696,19588,,11598,11883,15214,15319,16237,18176,19508,20550,5090,5991
870390,"Motor cars and other vehicles principally designed for the transport of persons, incl. station ...""",0,0,0,0,0,0,0,0,0,186,,13834,22006,13298,8971,2971,1000,323,265,3049,155,,194495,61724,951,2294,522,3834,71,123,65,191
850421,"Liquid dielectric transformers, having a power handling capacity <= 650 kVA",19,19,25,14,14,4,21,20,4,186,,8504,12823,7741,5622,7187,5715,5713,3699,6501,7891,,10002,6814,3519,5270,1568,5190,10215,4336,4727,5870
470710,"Recovered """"waste and scrap"""" paper or paperboard of unbleached kraft paper, corrugated paper ...""",0,28,26,12,11,0,0,258,712,186,,66016,63476,63805,47136,49826,55262,60373,30007,45184,87226,,4483,7096,7061,13112,5024,3446,6437,28315,162435,377622
392490,"Household articles and toilet articles, of plastics (excluding tableware, kitchenware, baths, ...",52,12,64,80,71,65,366,137,76,186,,11608,12713,13948,10852,16955,22180,22525,15074,13100,24835,,17715,18508,21017,20125,16149,30831,46066,36783,25667,33382
292229,"Amino-naphthols and other amino-phenols, their ethers and esters; salts thereof (excluding ...",59,224,14,40,94,31,218,40,46,185,,1739,1020,1078,1195,1271,1015,1057,770,1080,2321,,135606,137480,150457,110712,99534,126944,201011,222152,214966,292306
460193,"Plaits and similar products, of rattan plaiting materials, whether or not assembled into strips; ...",0,0,0,0,0,0,2,0,0,184,,40,4,13,11,3,19,13,34,43,47,,0,8,60,47,59,26,22,210,384,1022
531010,"Woven fabrics of jute or of other textile bast fibres of heading 5303, unbleached",0,0,0,0,0,0,0,0,0,184,,0,3,9,2,292,15,6,9,5,49,,10472,16006,25701,34822,12868,52994,56572,81058,65205,77689
848640,Machines and apparatus specified in Note?9 C to chapter 84,139,0,374,36,0,381,322,10,7,184,,1190602,1017166,1512355,1221611,2048802,3261439,3247936,2803661,4145181,6673234,,2916,1190,5257,10485,20504,12930,24692,10787,9242,63731
382410,Prepared binders for foundry moulds or cores,382,463,307,181,169,271,180,202,61,184,,5702,4877,2514,1642,1171,1177,1923,1697,1330,1833,,7352,5738,6212,7111,9727,13747,20793,14993,12962,26650
320290,"Inorganic tanning substances; tanning preparations, whether or not containing natural tanning ...",216,192,268,122,51,74,187,216,177,184,,5499,6073,8411,10010,10684,10772,9971,7834,5957,4353,,5818,10200,13093,9402,10110,11305,13229,9968,5643,7095
391733,"Flexible tubes, pipes and hoses of plastics, not reinforced or otherwise combined with other ...",8,14,50,28,19,113,74,113,72,183,,3237,5459,4786,6520,2942,3812,5506,7398,5818,9253,,1533,1538,1542,2760,3006,3166,5086,7191,4746,7818
845959,"Milling machines for metals, knee-type, not numerically controlled",156,2,31,76,111,22,108,2886,60,182,,166,460,1302,790,332,362,99,421,259,489,,14070,12341,16948,10677,9948,16506,16960,29057,10084,10378
271220,"Paraffin wax containing < 0,75% by weight of oil",69,0,0,0,0,0,1215,430,546,182,,7066,2239,1872,3204,4041,1240,1160,916,1048,3245,,96123,50514,26360,23468,14249,15459,18512,14898,10624,28491
851660,"Electric ovens, cookers, cooking plates and boiling rings, electric grillers and roasters, ...",361,151,37,41,247,21,14,19,7,182,,12909,13869,16284,12871,11971,23987,36281,20339,22089,34592,,121140,107891,70302,57575,51634,56921,77295,81131,78688,94821
481029,"Paper and paperboard used for writing, printing or other graphic purposes, of which > 10% by ...",0,0,8,0,14,9,179,74,5,181,,1435,2394,2616,2004,1953,1064,773,278,232,987,,15194,18225,18639,21225,27791,41766,48863,68831,34962,49673
382312,"Oleic acid, industrial",88,119,129,0,5,3,932,1738,1559,181,,608,369,604,656,265,202,278,146,181,226,,10817,10125,10258,11372,12039,14976,16974,19937,19294,34259
620193,"Men's or boys' anoraks, windcheaters, wind jackets and similar articles, of man-made fibres ...",39,75,3,19,85,0,59,87,58,181,,2649,2249,4003,5672,9882,8648,11451,10628,8198,12092,,2356,6033,4742,5659,6828,7392,16622,20630,20560,28629
291899,"Carboxylic acids with additional oxygen function and their anhydrides, halides, peroxides and ...",135,41,23,13,3,4,134,1134,128,181,,14491,25600,20864,14801,13156,7971,5780,8415,9184,8821,,45627,49202,63706,61378,40051,46978,41965,42879,61556,43896
