Product code,Product label,"Korea, Republic of's imports from Singapore-Value in 2012","Korea, Republic of's imports from Singapore-Value in 2013","Korea, Republic of's imports from Singapore-Value in 2014","Korea, Republic of's imports from Singapore-Value in 2015","Korea, Republic of's imports from Singapore-Value in 2016","Korea, Republic of's imports from Singapore-Value in 2017","Korea, Republic of's imports from Singapore-Value in 2018","Korea, Republic of's imports from Singapore-Value in 2019","Korea, Republic of's imports from Singapore-Value in 2020","Korea, Republic of's imports from Singapore-Value in 2021",Singapore's exports to world- ,Singapore's exports to world-Value in 2012,Singapore's exports to world-Value in 2013,Singapore's exports to world-Value in 2014,Singapore's exports to world-Value in 2015,Singapore's exports to world-Value in 2016,Singapore's exports to world-Value in 2017,Singapore's exports to world-Value in 2018,Singapore's exports to world-Value in 2019,Singapore's exports to world-Value in 2020,Singapore's exports to world-Value in 2021,"Korea, Republic of's imports from world- ","Korea, Republic of's imports from world-Value in 2012","Korea, Republic of's imports from world-Value in 2013","Korea, Republic of's imports from world-Value in 2014","Korea, Republic of's imports from world-Value in 2015","Korea, Republic of's imports from world-Value in 2016","Korea, Republic of's imports from world-Value in 2017","Korea, Republic of's imports from world-Value in 2018","Korea, Republic of's imports from world-Value in 2019","Korea, Republic of's imports from world-Value in 2020","Korea, Republic of's imports from world-Value in 2021"
610432,"Women's or girls' jackets and blazers of cotton, knitted or crocheted (excluding wind-jackets ...",0,0,0,0,0,0,0,0,0,1,,3958,3049,2665,2833,2278,2319,1035,748,658,450,,5548,3397,3171,3559,3217,2463,2178,1774,2458,3277
591110,"Textile fabrics, felt and felt-lined woven fabrics, coated, covered or laminated with rubber, ...""",1,0,13,17,65,0,0,0,1,1,,5346,10200,7012,9288,10654,11443,11796,12711,11657,13482,,1269,2778,1490,2678,3089,5066,1626,1548,1090,1212
620432,"Women's or girls' jackets and blazers of cotton (excluding knitted or crocheted, wind-jackets ...",1,0,2,0,0,1,5,1,1,1,,1489,784,1054,1250,1112,2292,1736,2352,2150,2106,,32347,28040,33683,32489,38551,37842,47517,49978,41601,52387
620112,"Men's or boys' overcoats, raincoats, car coats, capes, cloaks and similar articles, of cotton ...",0,0,0,1,0,0,0,0,0,1,,210,423,293,545,531,323,227,572,633,554,,14736,19170,16120,15050,15673,13569,18756,22449,18260,19929
620213,"Women's or girls' overcoats, raincoats, car coats, capes, cloaks and similar articles, of man-made ...",0,0,7,0,1,3,2,1,0,1,,4523,1456,1861,2447,3391,2855,2210,5845,4688,4663,,108528,177649,194614,199537,171094,177201,221431,209448,154899,152159
481690,"Copying or transfer papers, in rolls of a width of <= 36 cm or in rectangular or square sheets ...",0,14,10,1,27,9,1,1,1,1,,10850,8582,7053,9898,11813,7266,7937,8890,4548,4766,,98586,94159,80657,85553,89022,90001,81999,88100,94325,100572
480990,"Transfer papers, incl. coated or impregnated paper for duplicator stencils or offset plates, ...",0,1,0,0,0,3,11,7,0,1,,4391,2746,1822,1293,453,1041,322,263,241,276,,17182,19768,18331,16662,9133,8708,16791,15121,16755,14237
741110,Tubes and pipes of refined copper,0,7,0,77,122,15,0,62,8,1,,3271,2891,2111,2056,1560,1912,1178,535,441,480,,47876,63915,66119,58533,53934,88648,112377,107525,126762,205302
731700,"Nails, tacks, drawing pins, corrugated nails, staples and similar articles of iron or steel, ...",6,4,9,0,0,9,0,2,11,1,,9542,9344,9932,13426,19636,20619,20455,14150,11758,13569,,34601,37717,41694,41209,44276,56743,57849,47121,40848,56323
730411,"Line pipe of a kind used for oil or gas pipelines, seamless, of stainless steel",0,11,74,142,37,0,2,40,8,1,,55887,35306,24883,14207,12833,17296,13750,17498,14398,7301,,72217,61140,74980,53250,38911,50268,41983,43536,46114,44887
741521,"Washers, """"incl. spring washers and spring lock washers"""", of copper""""",0,0,0,3,0,0,0,0,1,1,,1093,1229,1479,1123,1414,992,1310,821,780,897,,137,101,221,400,346,642,596,800,643,761
846880,"Machinery and apparatus for welding, not gas-operated (excluding electric machines and apparatus ...",13,26,2,1,0,0,0,1,0,1,,11794,7130,7909,6899,3781,4017,4397,3632,2255,3146,,5381,5358,5810,6243,3892,7250,5356,11933,5417,5609
851632,Electro-thermic hairdressing apparatus (excluding hairdryers),69,7,0,138,49,1,9,187,187,1,,5740,3938,4801,4075,4500,2854,3006,18963,16295,14938,,17458,27188,25082,23350,20899,25595,34599,73284,138592,162203
852290,Parts and accessories suitable for use solely or principally with sound reproducing and recording ...,97,82,81,89,40,44,28,6,0,1,,360676,258230,200801,166712,156991,161660,104579,118325,152592,82927,,92340,90426,94239,74519,59672,39048,27731,26524,20913,31160
851930,"Turntables """"record-decks""""""""",1,0,1,0,0,1,0,0,1,1,,254,478,540,376,588,689,181,3980,378,2041,,879,1109,1539,1263,1929,2254,2643,3554,4868,8684
890399,"Outboard motorboats, for pleasure or sports, and rowing boats and canoes, of a length > 7,5 ...",0,2,0,0,8,0,4,0,0,1,,84688,116374,99227,63357,64879,71812,38792,41772,37144,21587,,14840,15452,17473,16973,19960,17837,19692,17903,13105,17251
210130,"Roasted chicory and other roasted coffee substitutes, and extracts, essences and concentrates ...",0,0,0,0,0,1,1,1,1,1,,204,252,306,1004,1338,755,705,580,224,212,,3668,3942,4990,4380,4930,4364,5038,4974,4880,5476
380290,"Activated kieselguhr and other activated natural mineral products; animal black, whether or ...",0,1,0,0,0,1,0,0,1,1,,1865,1917,3457,2445,1842,1325,1328,1866,2118,1312,,32095,32212,38574,40026,43616,46802,50649,48484,36130,43606
441990,"Tableware and kitchenware, of wood (excl. of bamboo or tropical wood, and interior fittings, ...",0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,358,211,214,251,,0,0,0,0,0,52672,55026,49157,56512,68296
442090,"Wood marquetry and inlaid wood; caskets and cases for jewellery or cutlery, and similar articles, ...",37,102,19,8,0,4,3,7,1,1,,6084,3122,3455,2599,3325,3953,3904,3862,2449,1667,,15222,17104,20907,23746,20092,21148,21421,21538,18922,22406
511190,"Woven fabrics containing predominantly, but < 85% carded wool or carded fine animal hair by ...",0,0,0,0,0,0,0,0,1,1,,352,474,724,81,91,83,27,35,73,55,,4870,3572,4321,4165,2540,2066,1696,1779,1311,1565
960820,Felt-tipped and other porous-tipped pens and markers,8,12,4,20,75,6,20,0,1,1,,8134,10235,8230,8112,8284,9249,9127,8254,7521,7015,,9826,12437,13012,13143,17625,18440,17695,20327,20066,24676
821191,"Table knives having fixed blades of base metal, incl. handles (excluding butter knives and ...",0,0,0,0,0,0,0,0,1,1,,121,120,1396,410,159,106,1469,248,240,165,,18610,21347,23350,28124,26531,26650,26199,20440,18296,21687
821300,"Scissors, tailors' shears and similar shears, and blades therefor, of base metal (excluding ...",0,2,0,1,1,1,0,0,2,1,,1605,1703,1710,1636,1496,1067,1406,1060,2756,1217,,14154,14750,15704,16587,21001,22304,24764,23944,26202,31605
820520,Hammers and sledge hammers with working parts of base metal,1,0,0,0,1,0,0,0,5,1,,5699,3619,4301,7515,2026,1340,1751,1228,636,935,,5257,5006,5895,5563,5831,6915,6608,5391,5828,7590
830170,"Keys presented separately for padlocks, locks, clasps and frames with clasps incorporating ...",0,0,2,8,4,1,1,2,0,1,,527,1829,2192,3079,4384,7876,2144,1179,2085,1796,,3824,2705,2794,3200,3725,3570,4248,4007,2439,2473
732619,"Articles of iron or steel, forged or stamped, but not further worked, n.e.s. (excluding grinding ...",195,3,21,15,0,6,1,5,6,1,,108004,106117,179541,116509,79149,79782,90152,112550,128407,128535,,39605,54477,104536,41117,30562,34915,39630,38098,36519,53846
740729,"Bars, rods and profiles of copper alloys, n.e.s. (excluding such articles of copper-zinc base ...""",8,0,0,0,0,0,36,0,0,1,,12056,18357,17727,23242,25812,33236,28047,4913,4666,8355,,8190,15003,8326,11123,7165,8634,10717,9514,10853,10533
731813,"Screw hooks and screw rings, of iron or steel",1,0,0,2,0,0,0,13,0,1,,7033,6466,7230,8737,7646,8796,8337,5345,3409,3901,,340,402,917,892,1008,1493,1867,1758,1541,2016
842211,Dishwashing machines of the household type,0,0,0,0,0,0,0,0,241,1,,714,1185,993,996,624,766,419,253,733,373,,2538,1067,1825,2387,2763,5211,6208,22388,39522,76671
610520,"Men's or boys' shirts of man-made fibres, knitted or crocheted (excluding nightshirts, T-shirts, ...",0,0,6,0,0,17,1,2,2,1,,7109,5224,3474,2597,3973,4891,7739,12924,5125,5942,,26234,29374,39765,44760,70904,94276,107509,102579,103428,98982
610610,"Women's or girls' blouses, shirts and shirt-blouses of cotton, knitted or crocheted (excluding ...",1,0,0,0,2,0,0,5,1,1,,24062,25838,19576,21617,7504,7551,11693,8977,7302,7944,,30511,29954,22552,24018,17320,16542,16854,16475,17665,16350
560311,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., of synthetic or ...",0,0,1,0,0,0,1,0,0,1,,960,410,458,493,315,220,429,224,2557,321,,10489,9861,16663,16066,20285,18283,19845,13730,88957,24050
620442,Women's or girls' dresses of cotton (excluding knitted or crocheted and petticoats),0,0,0,1,0,0,1,7,1,1,,8850,7229,5031,3911,6370,5518,4400,5210,4475,7190,,29751,34995,47454,56103,59192,68571,74483,73357,62771,81109
621020,"Garments of the type described in heading 6201, rubberised or impregnated, coated, covered ...",0,0,0,0,0,0,0,0,0,1,,440,398,647,1005,682,465,1777,3233,3423,3347,,6287,7022,5961,4517,6923,4884,8397,6475,8345,9593
640110,"Waterproof footwear incorporating a protective metal toecap, with outer soles and uppers of ...",0,27,0,0,1,0,0,4,0,1,,1166,652,410,556,596,1590,359,477,666,344,,272,832,1874,1008,357,427,608,226,343,800
482361,"Trays, dishes, plates, cups and the like, of bamboo paper or bamboo paperboard",0,0,0,0,0,0,0,0,0,1,,324,364,289,526,105,141,87,47,165,81,,0,5,0,1,1,2,11,58,38,8
620630,"Women's or girls' blouses, shirts and shirt-blouses of cotton (excluding knitted or crocheted ...",1,2,1,0,6,6,2,1,3,1,,13405,11911,13959,8492,9751,9566,7229,6063,5466,9042,,75639,93169,113072,106760,98145,106341,111951,91028,76623,80498
611710,"Shawls, scarves, mufflers, mantillas, veils and the like, knitted or crocheted",1,1,4,0,1,1,0,0,4,1,,1082,1451,1610,2383,1669,1339,1033,1222,3577,1097,,21863,22482,20747,20097,19738,20931,25334,24774,23065,27384
620199,"Men's or boys' anoraks, incl. ski jackets, windcheaters, wind-jackets and similar articles ...",3,1,0,0,0,0,1,0,2,1,,366,897,824,1654,2581,2861,2669,5143,5002,9633,,6847,4609,4236,3250,3209,4346,3867,4216,7333,6777
670290,"Artificial flowers, foliage and fruit and parts thereof, and articles made of artificial flowers, ...",0,0,0,2,2,1,3,2,5,1,,299,165,461,354,367,345,263,693,609,434,,11213,10716,12796,15475,14004,15080,17089,19483,16844,25332
281410,Anhydrous ammonia,1,2,0,0,0,28,0,0,0,1,,239,544,1326,481,603,564,584,752,698,573,,752848,731863,667238,505927,396205,407383,478852,398143,331333,746305
200791,"Citrus fruit jams, jellies, marmalades, pur?es or pastes, obtained by cooking, whether or not ...",0,0,0,1,1,0,0,0,1,1,,314,128,216,157,147,118,171,436,144,109,,640,767,698,645,825,1086,1384,981,891,786
381119,Anti-knock preparations for motor fuels (excluding those based on lead compounds),0,1,163,264,154,0,0,0,1,1,,14470,14233,14571,8258,6583,9751,8122,7231,4336,1281,,1052,1297,2169,1678,1290,1838,1440,1968,1169,1954
381210,Prepared rubber accelerators,0,0,0,0,0,1,0,1,0,1,,6018,5095,4689,4352,3191,4660,4657,5076,2850,3662,,19254,28439,33970,27700,28070,34173,33136,28454,21802,32131
291513,Esters of formic acid,11,0,0,0,0,0,0,0,0,1,,2539,3745,309,564,890,70,83,975,143,267,,700,759,687,689,795,929,635,785,507,1350
910690,"Time of day recording apparatus and apparatus for measuring, recording or otherwise indicating ...",3,1,2,1,3,17,1,0,1,1,,2963,1809,1956,1006,1194,1581,2651,3561,2834,1714,,2561,3630,3859,4771,5160,5194,6917,7201,7347,8946
911310,"Watch straps, watch bands and watch bracelets, and parts thereof, of precious metal or of metal ...",0,0,0,0,0,0,0,0,7,1,,16064,4097,1116,1886,336,877,1876,218,2162,276,,170,170,199,171,258,301,267,330,509,991
960340,"Paint, distemper, varnish or similar brushes, paint pads and rollers (excluding artists' and ...",1,0,3,3,4,0,3,0,0,1,,1019,909,548,703,410,1100,3709,1564,998,748,,7363,8372,9493,11494,12226,12476,12338,13237,14228,16966
950670,"Ice skates and roller skates, incl. skating boots with skates or rollers attached",0,0,0,0,0,0,1,1,0,1,,578,710,2168,1519,4359,8160,5002,2819,2458,2961,,6089,7668,15098,12049,12208,20587,10025,8159,6546,8704
960350,"Brushes constituting parts of machines, appliances or vehicles",2,4,8,2,481,18,1,0,2,1,,1400,1251,1277,1478,1396,4364,1750,1688,1519,2390,,8235,9566,11439,12052,11402,14594,19633,19775,21115,20485
830630,"Photograph, picture or similar frames, of base metal; mirrors of base metal (excluding optical ...",1,0,1,2,0,1,1,3,1,1,,615,2909,3098,1438,1528,2069,1994,1734,1082,2527,,1962,2976,2233,3494,2232,2009,1850,1886,1913,2090
750610,"Plates, sheets, strip and foil, of non-alloy nickel (excluding expanded plates, sheets or strip)",0,0,0,0,0,1,0,0,0,1,,1586,375,584,281,55,348,516,198,40,234,,23048,19238,19124,15156,13205,14693,18144,21832,15907,19848
731590,"Parts of skid chain, stud-link chain and other chains of heading 7315 (excluding articulated ...",34,2,1,0,0,12,0,1,0,1,,1768,8019,9389,5210,4484,2975,3430,11385,5375,4464,,11507,8067,6667,5525,5199,4760,3962,3218,2038,2902
732119,"Appliances for baking, frying, grilling and cooking and plate warmers, for domestic use, of ...",0,0,0,0,0,0,0,0,0,1,,925,1019,724,765,757,353,269,368,252,1220,,2373,4480,4408,4347,4020,3717,4255,4774,9058,14658
721632,"I sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded, ...",0,2,0,0,0,0,0,2,0,1,,30264,26264,14240,10384,21922,10686,20909,14317,12800,21457,,17349,12118,14646,11230,9067,9356,10666,8139,10810,11986
610469,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of textile materials, ...",0,0,0,0,8,0,8,1,2,1,,2292,5852,6996,4403,5940,6394,4679,4525,2133,3132,,2808,2723,3243,4560,5517,6118,9454,7468,5932,7652
610711,"Men's or boys' underpants and briefs of cotton, knitted or crocheted",0,0,0,0,0,0,0,0,0,1,,2086,1371,1620,2405,3524,6462,7128,4170,3509,5620,,26072,29158,28641,33588,28345,24737,26877,29540,28122,31456
481420,"Wallpaper and similar wallcoverings of paper, consisting of paper coated or covered, on the ...",6,0,30,20,0,13,1,0,1,1,,3304,1847,1356,1221,1548,859,608,670,452,8299,,5008,4416,5338,4160,3775,2816,3255,2466,2128,1894
400130,"Balata, gutta-percha, guayule, chicle and similar natural gums, in primary forms or in plates, ...",122,130,0,0,45,94,51,0,0,1,,6035,5457,4729,4216,5096,3481,1505,0,1639,856,,1338,1361,1188,1304,1764,1116,1006,299,816,232
621010,"Garments made up of felt or nonwovens, whether or not impregnated, coated, covered or laminated ...",1,0,1,2,28,36,0,2,12,1,,2700,2993,4148,3958,4245,6156,6354,5868,11533,14239,,16867,20133,24762,28104,30637,28992,33435,36061,92362,64412
701590,"Clock or watch glasses and similar glasses, glasses for non-corrective spectacles, curved, ...",0,0,0,0,0,0,0,0,0,1,,3251,2518,1540,891,592,1433,2477,1406,855,512,,750,2210,2154,1027,793,322,531,391,359,415
660199,"Umbrellas and sun umbrellas, incl. walking-stick umbrellas (excluding umbrellas having a telescopic ...",5,2,7,4,10,3,6,8,0,1,,611,733,1004,911,682,587,1074,477,231,435,,63384,56888,57138,53834,46988,41333,47762,49132,45220,59559
847689,"Automatic goods-vending machines, without heating or refrigerating devices; money changing ...",0,0,0,0,0,0,5,39,0,1,,1879,1518,326,425,498,286,1030,3133,566,6378,,270,248,214,454,525,621,693,802,487,1541
844833,"Spindles, spindle flyers, spinning rings and ring travellers, for machines of heading 8445",0,0,0,0,1,0,0,1,0,1,,1471,1748,2566,4901,3237,1738,1531,799,782,1452,,3343,3269,2144,2305,1397,1691,871,1016,741,713
841830,"Freezers of the chest type, of a capacity <= 800 l",0,0,3,0,0,0,0,54,0,1,,3157,2906,2916,2578,2206,2934,2127,2033,2094,1938,,3876,4419,5727,10084,7332,8717,10075,9419,6705,8453
871200,"Bicycles and other cycles, incl. delivery tricycles, not motorised",2,2,2,7,1,5,0,1,1,1,,12900,13005,12882,12558,8740,8239,11420,23587,38013,25370,,175519,189141,207169,247224,208224,154745,144039,110832,172873,199973
902410,Machines and appliances for testing metals,16,0,13,7,0,3,2,0,22,1,,8262,6379,7514,8490,4601,5485,5854,4508,4698,17928,,33436,50246,35681,41527,35467,42893,37611,31540,36615,30556
940370,"Furniture of plastics (excluding medical, dental, surgical or veterinary, and seats)",2,18,20,6,22,8,3,0,4,1,,3269,2893,2764,2085,4278,4161,3269,3848,2607,6107,,11075,11643,14526,18137,19390,19438,18771,18366,21992,28067
900710,Cinematographic cameras,8,0,0,0,0,0,0,0,3,1,,881,603,1881,3978,980,6902,9016,29716,1452,3164,,1111,108,344,521,485,222,745,214,76,164
293980,"Non-vegetal alkaloids, natural or reproduced by synthesis, and their salts, ethers, esters ...",0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,280,208,78,18,,0,0,0,0,0,4245,3928,3675,3967,3880
300219,"Immunological products, n.e.s. (code possibly empty, preceding subheadings seem exhaustive)",0,0,0,0,0,0,3,3,1,1,,0,0,0,0,0,0,326715,171480,179539,238568,,0,0,0,0,0,13486,15760,18286,20720,21154
380991,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs, and other products ...",41,23,21,18,35,26,0,5,6,1,,31162,16813,15980,15918,19694,30762,46031,40118,31348,37487,,72818,80823,92044,99225,113945,138124,161358,154316,117038,126149
441400,"Wooden frames for paintings, photographs, mirrors or similar objects",1,10,13,51,126,87,33,13,1,1,,158,126,246,186,283,620,689,722,139,367,,4400,4733,6208,7422,7024,6330,6031,5519,5020,5984
500400,Silk yarn (excluding that spun from silk waste and that put up for retail sale),0,0,0,0,0,0,0,0,0,1,,184,97,187,336,236,553,165,88,55,81,,11229,10097,10722,10787,8319,5264,5216,4408,2382,2280
120930,"Seeds of herbaceous plants cultivated mainly for flowers, for sowing",0,0,0,0,0,0,0,0,0,1,,929,1048,660,401,329,267,383,412,244,53,,7115,6025,5367,5856,5937,6379,6018,5704,6494,7175
210420,"Food preparations consisting of finely homogenised mixtures of two or more basic ingredients, ...",0,0,0,0,0,0,0,0,1,1,,8799,6511,809,71,149,87,93,26,150,49,,622,1218,1030,1362,1026,710,778,752,1045,1405
210610,Protein concentrates and textured protein substances,0,38,0,0,0,0,0,6,3,1,,6044,6956,7276,11138,9338,9168,7441,19398,44352,43918,,26929,28437,34277,33953,35529,39759,40643,47087,46810,65727
830810,"Hooks, eyes and eyelets, of base metal, of a kind used for clothing, footwear, awnings, handbags, ...",0,13,2,2,1,3,0,1,0,1,,2536,2393,2743,2233,1981,1194,1408,1433,1615,1026,,2734,3098,3925,4517,4292,5318,5688,7094,6400,7719
901780,"Instruments for measuring length, for use in the hand, n.e.s.",22,13,1374,1,0,2,1,1,1,1,,30166,23816,22601,37397,29988,24537,23159,28482,14717,18299,,16218,14803,20816,15865,19065,20833,20565,17531,17350,22878
910121,"Wrist-watches of precious metal or of metal clad with precious metal, whether or not incorporating ...",0,0,0,0,0,0,0,3,0,1,,474154,461087,399928,318661,311662,272693,349194,384444,385633,567242,,71715,79405,89590,80007,74615,72814,93364,109728,116897,148935
853939,"Discharge lamps (excluding flourescent, hot cathode lamps, mercury or sodium vapour lamps, ...",172,173,189,93,39,32,35,18,11,1,,10996,14298,9058,8289,6849,6490,7101,6124,5239,5191,,50473,18818,9756,8827,9627,12799,10490,9312,5097,5334
851430,"Electric industrial or laboratory furnaces and ovens (excluding resistance heated, induction, ...",407,0,126,0,0,0,192,0,0,1,,5127,7599,7075,7484,6243,7336,6642,4907,5043,4912,,18142,11767,20699,14231,15754,18298,33119,11054,17012,11749
860791,"Parts of railway or tramway locomotives, n.e.s.",0,0,0,0,0,0,0,0,0,1,,860,4078,2702,2490,962,1662,4712,2675,2575,1403,,14499,19799,13065,9143,11398,9343,13252,16220,25612,23363
761510,"Table, kitchen or other household articles and parts thereof, and pot scourers and scouring ...",0,0,2,18,1,1,0,1,2,1,,5448,4325,4602,3437,4599,5391,3690,1896,1425,1625,,47235,49781,54193,62361,69190,80973,102866,95575,104921,124871
820530,"Planes, chisels, gouges and similar cutting tools for working wood",0,0,4,0,0,0,0,0,0,1,,2460,4495,13939,17612,1914,456,287,282,288,205,,1393,1488,1781,1784,1861,2033,1960,1703,1770,2139
810990,"Articles of zirconium, n.e.s.",0,1,0,0,0,8,11,0,0,1,,1640,94,6,55,133,183,62,224,40,130,,29438,47352,38592,37590,34471,42217,35309,23927,26282,56990
730621,"Casing and tubing of a kind used in drilling for oil or gas, welded, of flat-rolled products ...",3,3,2,0,0,0,0,0,0,1,,7823,5177,7321,1555,261,3651,1195,222,123,153,,289,252,386,158,205,2219,115,315,275,478
732010,"Leaf-springs and leaves therefor, of iron or steel (excluding clock and watch springs and shock ...",0,3,11,6,1,0,0,1,5,1,,7961,12375,17868,16504,13082,9244,11621,7451,5393,5724,,6672,6606,10244,11488,11077,10085,12827,15981,17919,20175
