Product code,Product label,"Taipei, Chinese's imports from Viet Nam-Value in 2012","Taipei, Chinese's imports from Viet Nam-Value in 2013","Taipei, Chinese's imports from Viet Nam-Value in 2014","Taipei, Chinese's imports from Viet Nam-Value in 2015","Taipei, Chinese's imports from Viet Nam-Value in 2016","Taipei, Chinese's imports from Viet Nam-Value in 2017","Taipei, Chinese's imports from Viet Nam-Value in 2018","Taipei, Chinese's imports from Viet Nam-Value in 2019","Taipei, Chinese's imports from Viet Nam-Value in 2020","Taipei, Chinese's imports from Viet Nam-Value in 2021",Viet Nam's exports to world- ,Viet Nam's exports to world-Value in 2012,Viet Nam's exports to world-Value in 2013,Viet Nam's exports to world-Value in 2014,Viet Nam's exports to world-Value in 2015,Viet Nam's exports to world-Value in 2016,Viet Nam's exports to world-Value in 2017,Viet Nam's exports to world-Value in 2018,Viet Nam's exports to world-Value in 2019,Viet Nam's exports to world-Value in 2020,Viet Nam's exports to world-Value in 2021,"Taipei, Chinese's imports from world- ","Taipei, Chinese's imports from world-Value in 2012","Taipei, Chinese's imports from world-Value in 2013","Taipei, Chinese's imports from world-Value in 2014","Taipei, Chinese's imports from world-Value in 2015","Taipei, Chinese's imports from world-Value in 2016","Taipei, Chinese's imports from world-Value in 2017","Taipei, Chinese's imports from world-Value in 2018","Taipei, Chinese's imports from world-Value in 2019","Taipei, Chinese's imports from world-Value in 2020","Taipei, Chinese's imports from world-Value in 2021"
392310,"Boxes, cases, crates and similar articles for the conveyance or packaging of goods, of plastics",315,510,362,452,372,600,909,863,791,628,,39817,63413,52964,34285,39620,34909,34852,35829,38760,114640,,91622,84579,87927,86123,102293,112714,106529,115153,113840,144995
820559,"Hand tools, incl. glaziers' diamonds, of base metal, n.e.s.",215,221,221,221,312,355,565,566,685,626,,56,139,235,384,1293,2909,5174,5012,10408,15072,,15927,17297,16747,15158,17919,19104,18811,19492,23787,28082
871200,"Bicycles and other cycles, incl. delivery tricycles, not motorised",85,125,105,136,137,92,61,175,192,623,,18024,18088,29229,28020,18105,22527,27450,45748,98536,159314,,30819,33704,41151,42386,39119,42366,26950,25705,21650,27220
410419,"Hides and skins of bovine """"incl. buffalo"""" or equine animals, in the wet state """"incl. wet-blue"""", ...""",18678,7766,2427,2536,1758,944,12,792,0,621,,28572,23458,25218,94181,64749,89730,37350,11747,10416,10517,,149849,155398,218682,156004,91831,98637,99827,64220,38413,49410
420211,"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels and similar containers, ...",693,387,349,829,1444,921,719,803,202,619,,10206,11139,16858,24435,20429,11226,21277,18120,5721,17794,,15206,12946,12131,11257,13140,10659,9467,9910,6478,8800
520300,"Cotton, carded or combed",425,1545,3090,2556,1635,3095,5226,3081,1317,618,,306,1153,1201,9327,6237,6198,7705,5733,3972,1535,,10345,14840,12871,9440,10813,16863,33291,29353,22617,25240
711620,"Articles of precious or semi-precious stones """"natural, synthetic or reconstructed"""", n.e.s.""""",26,23,13,0,4,1,0,0,518,610,,1732,4425,3910,3128,4543,4013,2465,3129,17494,65199,,45380,54147,119376,138293,66965,55903,55327,43558,51256,56620
261390,Molybdenum ores and concentrates (excluding roasted),0,0,0,0,0,0,0,0,0,608,,0,0,544,0,0,0,0,0,0,609,,1271,0,0,853,338,8,0,0,0,608
853340,"Electrical variable resistors, incl. rheostats and potentiometers (excluding wirewound variable ...",261,343,193,257,180,358,272,382,653,607,,13609,20679,20391,17514,18153,24360,26504,23868,21650,48026,,66801,55204,54174,48879,50724,59625,62378,57278,66374,88864
722211,"Bars and rods of stainless steel, only hot-rolled, only hot-drawn or only hot-extruded, of ...",194,71,62,102,0,0,6,71,125,601,,17,45,43,41,23,41,104,254,127,937,,24972,14723,19451,10560,8905,9026,10977,10144,8332,12826
160415,"Prepared or preserved mackerel, whole or in pieces (excluding minced)",63,53,83,81,139,370,513,480,732,597,,13381,18055,18265,16845,28832,33708,41904,79847,70225,70435,,597,486,779,979,732,1292,1123,1165,1344,1142
283525,"Calcium hydrogenorthophosphate """"dicalcium phosphate""""""""",0,0,0,0,0,0,0,52,546,592,,206,264,310,1223,6345,7535,10665,10892,11644,8801,,8537,11153,4944,5255,4795,4042,4411,3826,3731,5006
391690,"Monofilament of which any cross-sectional dimension > 1 mm, rods, sticks and profile shapes, ...",2,0,0,0,0,0,8,72,536,591,,1256,745,2411,3485,3032,3627,4534,5314,12334,21514,,9430,9775,11391,9535,11004,14185,15229,15016,12127,16748
560121,"Wadding of cotton and articles thereof (excluding sanitary towels and tampons, napkins and ...",280,353,516,503,423,492,612,622,611,590,,4129,4643,0,5626,6616,15996,9637,17740,28971,39901,,7985,8334,9076,9313,10148,10340,11838,11877,12917,12403
847150,"Processing units for automatic data-processing machines, whether or not containing in the same ...",0,0,0,0,13,0,0,423,472,587,,1192,1471,856,1504,2968,3143,3267,133218,21978,119468,,296582,371949,485055,435285,442374,637967,772354,820460,914004,1107170
330590,"Preparations for use on the hair (excluding shampoos, preparations for permanent waving or ...",112,24,25,201,667,425,490,516,750,586,,15391,27471,25899,21335,27588,26411,27050,29867,29450,17167,,62150,61624,63696,67618,71029,71931,73961,82848,84733,91358
600631,"Unbleached or bleached fabrics, knitted or crocheted, of synthetic fibres, of a width of > ...""",2667,945,419,276,614,757,456,320,187,586,,5686,7075,7704,10543,12739,12357,16500,12613,6676,11227,,3472,1597,705,482,1020,1387,1022,908,623,1239
620333,"Men's or boys' jackets and blazers of synthetic fibres (excluding knitted or crocheted, and ...",1928,798,816,714,797,423,558,2342,1404,585,,126294,149663,269228,299442,272232,312336,426735,412878,271504,164486,,8499,6567,7489,7095,6942,5431,6017,7249,5783,4705
540251,"Filament yarn of nylon or other polyamides, incl. monofilament of < 67 decitex, single, with ...",0,0,0,0,0,0,0,110,740,579,,0,0,53,4,0,21,156,591,526,1170,,2854,1053,527,256,256,392,318,920,1513,1411
442010,"Statuettes and other ornaments, of wood (excluding wood marquetry and inlaid wood)",1707,1512,1534,1310,882,945,1272,1029,865,575,,6176,6089,5658,4663,4714,4331,5259,4849,7470,22021,,8425,9240,10543,11671,10349,9586,12460,8065,7075,7657
540231,"Textured filament yarn of nylon or other polyamides, with a linear density of <= 50 tex per ...",0,211,66,63,350,895,500,502,361,571,,2295,7420,8540,7320,11817,14818,18068,18800,13116,12775,,4607,3395,2307,2335,1792,5715,4768,5991,8167,21837
230400,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,5910,631,286,10,0,0,283,568,,19992,26272,44766,44787,44012,40419,36976,30631,39617,118811,,24497,27026,15805,8939,6681,4865,11930,14671,36104,32403
210310,Soya sauce,90,103,146,239,263,345,441,471,440,561,,32,4025,6455,5482,5940,7275,8144,7789,8480,8091,,3723,3559,4144,5117,5822,6200,7029,7395,8052,9323
847149,"Data-processing machines, automatic, presented in the form of systems """"comprising at least ...""",0,0,0,0,0,95,297,3407,1267,559,,15412,13209,17329,17796,15177,19872,13553,7467,5141,25295,,71794,72677,62887,82524,92501,117340,114284,139880,152844,163418
400941,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), reinforced or otherwise ...",3,0,0,0,313,458,475,274,571,558,,663,2158,2757,3440,4111,5283,2102,2319,854,1026,,5410,6218,4741,5037,4650,4565,6106,4092,5661,4071
100620,Husked or brown rice,0,0,33,5875,4300,5477,29,2418,1420,557,,28144,10997,12194,11730,9575,41186,86111,41901,44194,34484,,44791,38149,22368,23548,21372,20586,20644,24982,19387,19264
871492,"Wheel rims and spokes, for cycles (excluding for motorcycles)",82,74,64,54,47,55,152,131,30,554,,4888,6448,6769,5834,5713,5429,5042,4789,5119,7592,,44921,45695,48747,52718,41875,45868,57434,69348,70096,100011
460219,"Basketwork, wickerwork and other articles, made directly to shape from vegetable plaiting materials ...",642,623,443,452,605,708,792,745,759,554,,45228,59020,66198,67820,73281,81604,104778,132627,138688,232452,,1353,1249,1079,1252,1165,1280,1371,1521,1653,1736
400912,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), not reinforced or otherwise ...",20,12,11,17,21,18,26,20,320,550,,27,69,176,146,335,301,1438,1577,1284,8514,,2067,2540,2851,2719,3155,3328,3422,3009,3410,4828
620453,Women's or girls' skirts and divided skirts of synthetic fibres (excluding knitted or crocheted ...,502,497,390,462,542,448,588,527,546,549,,60182,64956,85164,96767,110498,94075,124957,121019,93524,106925,,8007,6697,7819,7974,8598,9174,10122,11150,10746,10658
480300,"Toilet or facial tissue stock, towel or napkin stock and similar paper for household or sanitary ...",4645,1616,1033,1036,445,159,54,533,570,549,,38929,41240,35652,44063,50766,60033,60292,75789,63118,48975,,63552,65099,60284,61067,58309,62551,67494,66849,82476,68728
30493,"Frozen meat, whether or not minced, of tilapia """"Oreochromis spp."""", catfish """"Pangasius spp., ...""",0,11,571,448,2327,1099,1149,898,567,548,,584,568,1745,1305,3648,1941,2368,4612,4597,10033,,0,90,1992,2760,4911,3416,4438,4306,4004,3471
620433,"Women's or girls' jackets and blazers of synthetic fibres (excluding knitted or crocheted, ...",521,463,504,624,701,281,250,436,551,547,,168888,238533,309152,356634,313264,296287,366827,364778,304300,228666,,10175,6920,6361,6033,5931,5511,6042,6794,7260,8376
261510,Zirconium ores and concentrates,257,348,76,4,73,120,448,497,465,546,,36669,28090,20731,9880,3142,3690,5650,4780,13084,42415,,26302,24191,19452,15101,16236,16758,24326,14243,19830,19630
854470,"Optical fibre cables made up of individually sheathed fibres, whether or not containing electric ...",96,292,289,296,341,203,375,607,809,543,,53593,57862,51579,40701,44596,70537,71033,80177,104658,164173,,40259,51679,59891,41874,75032,116992,88881,104028,103772,86164
820420,"Interchangeable spanner sockets, with or without handles, of base metal",0,0,0,0,0,0,0,80,732,539,,12,7,3,21,13,10,7,116,2153,20590,,2978,3350,4040,2150,2338,2139,2813,3757,7306,8466
721061,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",0,71,0,0,32,40,154,2652,4057,538,,221558,344819,331719,174894,200719,324608,508578,287982,372206,916197,,4753,4881,6195,3010,1056,693,752,5746,4548,7507
852351,"Solid-state, non-volatile data storage devices for recording data from an external source [flash ...",71,349,503,375,395,571,437,326,187,533,,201,1084,1068,499,7495,39701,873,1237,583,43523,,1332500,1343417,886475,630992,748402,977151,1085863,1176452,1711229,2006601
848330,"Bearing housings for machinery, not incorporating ball or roller bearings; plain shaft bearings ...",24,206,132,142,178,239,255,174,273,529,,296,173,572,1399,614,1238,2156,2596,10082,25301,,39548,33562,36038,33286,30451,35505,44272,40981,43392,54137
820890,"Knives and cutting blades, of base metal, for machines or for mechanical appliances (excluding ...",24,47,141,269,322,327,507,510,532,529,,18553,15195,22451,22343,21871,25834,24816,27971,31136,37078,,30398,31045,33239,30908,32610,35707,38732,53578,41125,48023
251741,"Marble granules, chippings and powder, whether or not heat-treated",220,240,253,265,393,557,692,610,442,525,,29,23,1088,473,979,1006,1433,6978,63092,3371,,341,356,371,366,490,716,856,671,539,590
960820,Felt-tipped and other porous-tipped pens and markers,97,236,345,366,355,332,427,476,308,522,,16559,17162,17974,20144,25002,23923,24731,25326,28401,69158,,9285,8999,9130,9368,11475,10862,11323,10556,10966,12138
392051,"Plates, sheets, film, foil and strip, of non-cellular poly""""methyl methacrylate"""", not reinforced, ...""",0,95,211,198,131,1003,571,473,27,522,,10174,12678,12817,14441,15517,18820,20967,18028,19080,11564,,27206,20232,26442,31477,51639,37261,44081,55839,63168,69434
700991,"Glass mirrors, unframed (excluding rear-view mirrors for vehicles, optical mirrors, optically ...",339,408,695,810,743,660,833,989,627,521,,940,1137,2590,2627,2552,6584,7733,8341,6990,5611,,2277,2750,3495,2700,2336,2444,2668,3195,2608,3784
611011,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of wool, knitted or crocheted ...",79,19,211,275,337,134,429,569,258,520,,13652,21062,28868,41869,61438,80854,134394,119159,124563,155960,,23192,20152,22741,22743,21493,19411,21609,21978,18325,22172
721730,"Wire of iron or non-alloy steel, in coils, plated or coated with base metals (excluding plated ...",21,10,14,273,5068,3288,871,444,830,519,,178,7644,10672,8316,27897,28329,54776,60478,52991,83392,,49205,52556,55431,51951,52415,42089,26053,24375,24981,26864
853180,Electric sound or visual signalling apparatus (excluding indicator panels with liquid crystal ...,72,53,57,60,75,57,394,3768,502,517,,235,2338,7851,13295,11592,30386,57540,105519,250250,283009,,20394,16908,17451,18553,18592,18974,25568,28913,21596,25710
730830,"Doors, windows and their frames and thresholds for doors, of iron or steel",150,156,392,475,272,173,35,93,12,516,,2940,3316,5738,7989,7427,9435,9153,12018,13821,16520,,4880,6830,9259,13394,9958,6618,5689,5944,5239,5011
481940,"Sacks and bags, incl. cones, of paper, paperboard, cellulose wadding or webs of cellulose fibres ...",260,216,201,230,262,1420,912,1145,615,516,,19875,21495,24879,12324,24161,28777,45581,75076,99747,174944,,12601,12822,13969,14335,15254,17120,17760,18848,20851,24995
848079,Moulds for rubber or plastics (other than injection or compression types),106,310,118,50,169,135,219,74,76,512,,18349,27269,28710,33831,34290,37877,33037,39889,30453,15186,,36832,30610,36363,37003,29578,27845,28769,29001,21257,29358
283650,Calcium carbonate,380,426,297,383,372,359,377,527,841,512,,10580,11353,18384,27667,13337,1762,2179,1737,930,90636,,2813,3175,3377,3333,4003,4630,5211,5065,3925,4528
611693,"Gloves, mittens and mitts, of synthetic fibres, knitted or crocheted (excl. impregnated, coated, ...",360,348,348,476,460,388,572,443,498,511,,5740,14839,28790,25768,21648,26327,38614,58033,56174,108501,,2101,2350,2569,2644,3297,3395,3676,3159,3555,4862
760692,"Plates, sheets and strip, of aluminium alloys, of a thickness of > 0,2 mm (other than square ...",0,5,64,318,210,283,581,484,503,510,,651,498,1437,973,1958,1664,1117,1600,236,1028,,73379,65110,54991,43873,31287,41738,50999,38344,32147,44063
903141,Optical instruments and appliances for inspecting semiconductor wafers or devices or for inspecting ...,0,0,0,0,0,0,8,702,2763,507,,315,4,146,136,1888,211,360,7,95,1006,,594546,822646,541418,639030,792519,788195,680513,1160644,1406793,2047539
850760,Lithium-ion accumulators (excluding spent),0,0,0,0,446,481,492,577,605,503,,93627,123910,200640,310413,322093,413896,578517,703510,553928,726907,,0,138,41300,92374,128540,196465,305151,463055,468368,649412
520942,"Denim, containing >= 85% cotton by weight and weighing > 200 g/m©÷, made of yarn of different ...",0,0,19,0,0,116,0,0,177,490,,639,118,2598,8408,15497,14432,19365,37425,30735,39326,,1332,1825,1855,796,776,413,520,378,771,942
310230,"Ammonium nitrate, whether or not in aqueous solution (excluding that in pellet or similar forms, ...",0,0,0,0,0,0,131,397,56,486,,0,0,0,1122,7415,15829,23025,24708,24207,16179,,4700,6024,6129,7383,6056,10442,14694,11494,10202,13708
732620,"Articles of iron or steel wire, n.e.s.",167,111,114,183,129,505,937,287,297,472,,18531,7720,10098,4604,8774,11304,17175,13119,13614,31711,,15730,13718,16450,13655,12598,14948,18395,19964,21559,26244
540720,"Woven fabrics of strip or the like, of synthetic filament, incl. monofilament of >= 67 decitex ...",481,567,473,323,358,377,309,426,808,472,,28125,30143,34217,32790,29362,36754,49808,62713,54537,86624,,1515,1857,2688,3873,1339,1154,1258,1544,1821,1510
901849,"Instruments and appliances used in dental sciences, n.e.s.",12,0,3,63,113,337,294,532,848,459,,3118,4723,5710,6584,7374,9784,16425,23208,22755,45305,,28198,32953,32995,28660,29665,31300,34714,38139,38807,37809
420239,"Wallets, purses, key-cases, cigarette-cases, tobacco-pouches and similar articles of a kind ...",25,260,59,45,61,45,80,168,101,459,,27218,43068,68812,96331,131989,126143,115442,119555,70404,1974,,3487,2950,3086,2814,3343,2774,4530,6493,6800,6829
390130,"Ethylene-vinyl acetate copolymers, in primary forms",0,0,0,7,7,30,183,389,276,457,,11513,10661,11220,18275,23803,29715,21981,25791,29837,44388,,28890,26912,23981,18060,18865,23825,26475,25575,21035,28806
121190,"Plants, parts of plants, incl. seeds and fruits, used primarily in perfumery, in pharmacy or ...",438,556,847,612,334,433,362,290,691,455,,6559,12340,13534,22234,17845,19430,23548,20029,46862,51334,,66202,76574,84837,97421,109270,106379,123185,93793,104951,104010
950662,Inflatable balls,531,579,674,754,597,564,685,704,728,443,,30932,43407,60321,63483,68867,85204,90765,113012,102831,117520,,4681,4878,6038,7259,6655,5709,5910,5525,5752,4843
730650,"Tubes, pipes and hollow profiles, welded, of circular cross-section, of alloy steel other than ...",0,0,0,0,0,0,203,0,0,439,,138577,88434,39342,26992,71728,94584,98477,76622,38807,4591,,7635,3431,3201,3262,1958,2587,3086,5424,3774,5517
190532,Waffles and wafers,77,52,69,53,28,49,93,96,556,435,,2855,2452,3608,5367,5387,2376,2695,2974,6354,4468,,5372,6386,10872,7613,8834,11260,13634,14408,19645,27124
392099,"Plates, sheets, film, foil and strip, of non-cellular plastics, n.e.s., not reinforced, laminated, ...",101,7,3,47,158,243,47,91,516,433,,11943,16762,15081,18279,24400,31866,43612,45677,39930,114178,,258951,277254,283324,304567,247205,262360,255915,250421,297017,356334
731819,"Threaded articles, of iron or steel, n.e.s.",52,83,107,52,117,334,490,308,349,430,,63892,73482,83498,63673,53046,62545,10519,13708,14543,20772,,8924,10315,11187,10395,12558,12284,15219,12408,13397,17398
940389,"Furniture of other mareials, including cane, osier or similar materials (excluding of bamboo, ...",160,181,154,224,221,330,110,178,380,430,,37518,42325,41398,53019,80646,132399,124845,148951,281340,278652,,11950,12043,15414,19511,14691,17038,16459,18865,19253,25665
330499,"Beauty or make-up preparations and preparations for the care of the skin (other than medicaments), ...",1689,2275,3417,2724,1524,1209,1374,1097,1034,429,,14618,27821,53527,57335,62950,55050,76019,91787,85478,60911,,602868,606523,624555,635325,773767,743211,867852,850633,719443,731481
251511,"Marble and travertine, crude or roughly trimmed",1137,5439,5862,3646,948,1397,1620,867,1175,424,,0,0,0,0,0,0,146,1186,303,1961,,84078,88007,87326,72767,41929,49007,41264,35664,21718,24483
621600,"Gloves, mittens and mitts, of all types of textile materials (excluding knitted or crocheted ...",116,128,117,196,273,283,290,466,418,423,,96099,98793,117890,129152,125474,132813,157043,161853,147180,168000,,3813,3646,5205,4756,6621,4857,4630,4203,4438,5683
848790,"Parts of machinery of chapter 84, not intended for a specific purpose, n.e.s.",106,103,204,118,191,247,192,202,267,422,,590,2024,10291,7712,12719,11938,15037,16751,24430,45219,,50509,50347,50297,43627,51205,56924,56741,50923,50365,57399
190531,Sweet biscuits,286,533,324,323,580,719,1843,1337,478,422,,7556,11011,9955,10460,15031,15700,22207,21059,16243,11935,,39808,44739,49098,49624,50376,47242,50622,46712,45577,54163
851821,"Single loudspeakers, mounted in their enclosures",1,0,2,1,78,163,364,474,335,420,,519,25,5579,2982,23285,29966,35434,114552,302973,205115,,15506,14956,15900,15472,12859,13282,15638,17759,20255,23864
