Product code,Product label,Singapore's imports from Russian Federation-Value in 2012,Singapore's imports from Russian Federation-Value in 2013,Singapore's imports from Russian Federation-Value in 2014,Singapore's imports from Russian Federation-Value in 2015,Singapore's imports from Russian Federation-Value in 2016,Singapore's imports from Russian Federation-Value in 2017,Singapore's imports from Russian Federation-Value in 2018,Singapore's imports from Russian Federation-Value in 2019,Singapore's imports from Russian Federation-Value in 2020,Singapore's imports from Russian Federation-Value in 2021,Russian Federation's exports to world- ,Russian Federation's exports to world-Value in 2012,Russian Federation's exports to world-Value in 2013,Russian Federation's exports to world-Value in 2014,Russian Federation's exports to world-Value in 2015,Russian Federation's exports to world-Value in 2016,Russian Federation's exports to world-Value in 2017,Russian Federation's exports to world-Value in 2018,Russian Federation's exports to world-Value in 2019,Russian Federation's exports to world-Value in 2020,Russian Federation's exports to world-Value in 2021,Singapore's imports from world- ,Singapore's imports from world-Value in 2012,Singapore's imports from world-Value in 2013,Singapore's imports from world-Value in 2014,Singapore's imports from world-Value in 2015,Singapore's imports from world-Value in 2016,Singapore's imports from world-Value in 2017,Singapore's imports from world-Value in 2018,Singapore's imports from world-Value in 2019,Singapore's imports from world-Value in 2020,Singapore's imports from world-Value in 2021
520532,"Multiple """"folded"""" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by ...""",0,0,0,0,0,0,0,0,0,0,,726,678,606,591,445,343,170,109,245,328,,0,202,7,12,3,0,0,0,0,0
520541,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",0,0,0,0,0,0,0,0,0,0,,0,4,4,13,23,19,12,8,7,10,,0,0,14,48,269,0,0,0,0,0
520548,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",0,0,0,0,0,0,0,0,0,0,,16,16,14,11,11,12,397,0,0,0,,0,0,3,21,129,0,277,857,4,2
520614,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,142,3,0,0,0,5
520625,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,0,0,,37,0,0,0,0,0,0,0,0,0
520842,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 ...",0,0,0,0,0,0,0,0,0,0,,338,187,232,293,218,434,369,228,194,245,,1331,1171,1022,2115,1058,929,273,334,173,86
520849,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, made ...",0,0,0,0,0,0,0,0,0,0,,65,56,23,16,26,13,20,34,48,11,,3323,3254,1919,2706,959,957,1004,491,235,123
520852,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 ...",0,0,0,0,0,0,0,0,0,0,,5023,6538,5793,3975,4744,4935,6056,7432,7611,8748,,1080,1734,531,796,967,1167,894,731,474,1238
520931,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, ...",0,0,0,0,0,0,0,0,0,0,,411,469,400,770,780,445,342,428,436,406,,2546,2291,2069,1868,1517,1552,1890,1397,835,1437
520959,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, printed ...",0,0,0,0,0,0,0,0,0,0,,38,18,7,25,19,18,10,9,42,117,,1211,1878,1325,699,260,636,210,710,577,275
521011,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,29,197,259,202,228,227,405,131,36,45,,640,518,546,381,93,11,71,158,24,34
521112,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,62,1,7,1,0,0,16,2,11,9,,0,0,9,0,19,0,20,2,0,0
521224,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,0,0,0,0,0,0,0,,8,0,4,0,0,14,13,31,12,20,,170,76,95,36,31,56,56,60,42,22
530130,"Flax tow and waste, incl. yarn waste and garnetted stock",0,0,0,0,0,0,0,0,0,0,,18,21,54,18,19,21,282,670,444,214,,0,0,0,0,0,0,0,0,0,6
530210,"True hemp """"Cannabis sativa L."""", raw or retted""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,5,0,0,18,132,,0,0,0,0,0,0,0,13,0,0
530720,"Multiple """"folded"""" or cabled yarn of jute or of other textile bast fibres of heading 5303""""",0,0,0,0,0,0,0,0,0,0,,109,1,123,0,330,181,260,462,248,267,,0,0,92,14,13,10,22,2,75,4
530810,"Coconut """"coir"""" yarn""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,5,0,0,0,0,,81,0,15,3,3,0,0,22,0,0
540233,Textured filament yarn of polyester (excluding that put up for retail sale),0,0,0,0,0,0,0,0,0,0,,1246,1559,701,545,593,805,601,639,567,481,,1265,2763,2163,1741,2857,1379,943,318,186,97
540248,"Filament yarn of polypropylene, incl. monofilament of < 67 decitex, single, untwisted or with ...",0,0,0,0,0,0,0,0,0,0,,824,1033,1471,1535,1037,1250,2182,1233,1052,1906,,1,3,49,8,102,0,0,0,0,0
540261,"Multiple """"folded"""" or cabled filament yarn of nylon or other polyamides, incl. monofilament ...""",0,0,0,0,0,0,0,0,0,0,,217,92,98,36,80,47,139,161,142,122,,1657,598,1089,636,450,451,570,324,703,283
540333,"Filament yarn of cellulose acetate, incl. monofilament of < 67 decitex, single (excluding sewing ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,53,82,49,83,40,121,478,,68,327,0,0,0,2,0,0,0,0
540341,"Multiple """"folded"""" or cabled filament yarn of viscose rayon, incl. monofilament of < 67 decitex ...""",0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,1,0,0,0,1,,174,260,0,0,0,0,0,0,0,0
540490,"Strip and the like, e.g. artificial straw, of synthetic textile material, with an apparent ...",0,0,0,0,0,0,0,0,0,0,,18,17,9,42,223,55,390,474,419,585,,462,473,297,681,601,705,646,581,220,579
540753,"Woven fabrics of yarn containing >= 85% by weight of textured polyester filaments, incl. monofilament ...",0,0,0,0,0,0,0,0,0,0,,218,248,127,86,286,251,264,376,410,500,,1300,1431,1205,1949,1431,2327,1474,739,498,447
540822,"Woven fabrics of yarn containing >= 85% artificial filament by weight, incl. monofilament of ...",0,0,0,0,0,0,0,0,0,0,,378,571,3,1,30,68,50,232,340,221,,1173,406,499,524,490,646,220,131,60,41
540831,"Woven fabrics of yarn containing predominantly, but < 85% artificial filament by weight, incl. ...",0,0,0,0,0,0,0,0,0,0,,0,0,9,0,1,1,0,0,0,1,,103,85,22,1,2,3,0,2,0,0
550140,"Synthetic filament tow as specified in Note 1 to chapter 55, of polypropylene",0,0,0,0,0,0,0,0,0,0,,0,3,1,7,1,1,1,4,66,12,,22,21,30,3,72,23,0,4,0,0
550620,"Staple fibres of polyesters, carded, combed or otherwise processed for spinning",0,0,0,0,0,0,0,0,0,0,,3,6,1,5,131,299,229,283,222,248,,305,114,38,132,19,13,26,35,31,48
550932,"Multiple """"folded"""" or cabled yarn containing >= 85% acrylic or modacrylic staple fibres by ...""",0,0,0,0,0,0,0,0,0,0,,14,44,173,302,291,26,363,210,408,905,,0,0,1,2,53,0,0,0,54,1
550942,"Multiple """"folded"""" or cabled yarn containing >= 85% synthetic staple fibres by weight (excluding ...""",0,0,0,0,0,0,0,0,0,0,,90,61,0,45,3,0,17,2,1,0,,218,233,209,292,185,213,259,162,167,146
550969,"Yarn containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, other ...",0,0,0,0,0,0,0,0,0,0,,0,7,18,18,3,33,125,9,3,4,,0,0,21,40,46,30,58,47,21,64
551012,"Multiple """"folded"""" or cabled yarn containing >= 85% artificial staple fibres by weight (excluding ...""",0,0,0,0,0,0,0,0,0,0,,0,0,6,2,0,0,0,0,0,4,,0,0,0,0,0,113,0,0,0,0
551329,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,256,61,70,8,49,42,46,72,67,125,,774,310,521,264,426,81,91,107,24,6
551429,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,2522,1920,2353,1829,2688,3356,3838,1542,655,1139,,608,682,743,125,168,466,41,8,9,159
551443,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,990,52,204,54,141,147,40,46,1099,691,,824,324,98,110,112,72,79,14,0,0
551613,"Woven fabrics containing >= 85% artificial staple fibres by weight, made of yarn of different ...",0,0,0,0,0,0,0,0,0,0,,12,174,170,91,122,87,104,65,117,275,,1969,512,189,71,274,16,19,43,13,34
551642,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,19,76,10,62,20,21,20,13,9,7,,41,16,62,13,0,12,20,48,10,27
551644,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,1,25,0,0,0,0,0,0,,11,41,16,6,57,27,43,25,29,1
560313,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., of man-made filaments, ...",0,0,0,0,0,21,0,0,0,0,,4324,7415,9157,8294,6122,7884,10617,9227,11449,14151,,6540,8381,9319,9471,5830,4607,6327,4881,6794,8539
560750,"Twine, cordage, ropes and cables, of synthetic fibres, whether or not plaited or braided and ...",0,0,0,59,0,0,0,0,0,0,,2348,2784,2566,2312,1481,1840,2009,2108,2534,2287,,9745,9806,13377,9491,7440,9475,11968,12691,14186,11976
570110,"Carpets and other textile floor coverings, of wool or fine animal hair, knotted, whether or ...",0,0,0,0,0,0,0,0,0,0,,0,13,30,29,2,38,1,13,0,11,,2540,3338,3280,3470,2665,1873,2093,1863,988,1459
570232,"Carpets and other floor coverings, of man-made textile materials, woven, not tufted or flocked, ...",0,0,0,0,0,0,0,0,0,0,,0,0,11,0,0,0,101,18,0,9,,159,194,190,167,386,890,416,310,170,727
570242,"Carpets and other floor coverings, of man-made textile materials, woven, not tufted or flocked, ...",0,0,0,0,0,0,0,0,0,0,,1738,2101,2099,1124,1082,1184,1776,3680,4060,6032,,4439,3943,3301,2956,2549,3459,3004,2755,2285,2696
580500,"Hand-woven tapestries of the type Gobelin, Flanders, Aubusson, Beauvais and the like, and needle-worked ...",0,0,0,0,0,0,0,0,0,0,,25,3,4,1,9,6,3,6,1,0,,779,64,72,118,169,132,59,63,17,556
580620,"Narrow woven fabrics of textile materials, containing >= 5% elastomeric yarn or rubber thread ...",0,0,0,0,0,0,0,0,0,0,,429,600,324,197,383,596,599,724,799,1001,,1972,1696,2264,1198,1102,1116,1941,763,737,1125
580639,"Narrow woven fabrics of textile materials other than cotton or man-made fibres, with a width ...",0,0,0,0,0,0,0,0,0,0,,25,64,25,39,54,237,289,258,152,229,,26211,14780,8972,5801,5184,4042,4003,4112,3090,3264
590210,"Tyre cord fabric of high-tenacity yarn of nylon or other polyamides, whether or not dipped ...",0,0,0,0,0,0,0,0,0,0,,9459,10814,10676,8538,8305,9689,14279,8441,4095,15487,,181,40,15,16,273,32,47,33,51,9
600539,"Printed warp knit fabrics of synthetic fibres """"incl. those made on galloon knitting machines"""", ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,65,167,167,109,193,,0,0,0,0,0,0,162,254,133,48
600621,"Unbleached or bleached cotton fabrics, knitted or crocheted, of a width of > 30 cm (excluding ...""",0,0,0,0,0,0,0,0,0,0,,37,86,173,267,362,119,168,219,295,490,,7970,3700,10758,4956,1794,1819,706,627,42,91
600623,"Cotton fabrics, knitted or crocheted, of yarns of different colours, of a width of > 30 cm ...""",0,0,0,0,0,0,0,0,0,0,,46,65,82,552,1177,944,1329,1682,2321,1977,,4016,2557,14,157,528,269,93,398,115,72
610130,"Overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, wind-jackets ...",0,0,0,0,0,0,0,0,0,0,,282,743,582,931,1358,1401,1765,2180,1801,2594,,3661,2850,3861,3287,2214,2166,2737,3944,3087,5425
610310,"Men's or boys' suits of textile materials, knitted or crocheted (excluding tracksuits, ski ...",0,0,0,1,0,0,0,0,0,0,,109,158,73,150,232,81,569,2562,6798,8572,,1810,2435,4293,5334,2330,1033,1251,1163,273,701
610322,"Men's or boys' ensembles of cotton, knitted or crocheted (excluding ski ensembles and swimwear)",0,0,0,0,0,0,0,0,0,0,,139,177,224,112,70,85,108,250,201,211,,260,511,123,686,227,292,427,1071,253,307
610339,"Men's or boys' jackets and blazers of textile materials (excluding of wool, fine animal hair, ...",0,0,0,0,0,0,0,0,0,0,,2,9,20,13,7,16,25,20,28,28,,7735,4156,6642,4030,3516,3258,3295,3387,3106,2190
610342,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of cotton, knitted or ...",0,0,0,0,0,0,0,0,0,0,,3165,4297,4364,2538,4351,6186,6221,7937,7535,12397,,17489,23220,31227,44179,47060,51865,44322,21807,13506,20282
610441,"Women's or girls' dresses of wool or fine animal hair, knitted or crocheted (excluding petticoats)",0,0,0,0,0,0,1,0,0,0,,157,226,243,196,205,289,233,268,196,191,,1930,2372,1891,2038,1317,2090,1657,2006,1527,2464
610510,"Men's or boys' shirts of cotton, knitted or crocheted (excluding nightshirts, T-shirts, singlets ...",0,0,0,1,0,0,0,1,0,0,,1251,1750,2476,2033,1679,2677,2769,2344,2560,2425,,45915,42618,41984,35051,33841,35713,38676,44085,29569,31706
610729,"Men's or boys' nightshirts and pyjamas of textile materials, knitted or crocheted (excluding ...",0,0,0,0,0,0,0,0,0,0,,0,1,8,0,63,45,155,499,139,218,,387,251,220,1129,890,293,197,310,386,528
610799,"Men's or boys' bathrobes, dressing gowns and similar articles of textile materials, knitted ...",0,0,0,0,0,0,0,0,0,0,,22,29,31,47,134,78,387,336,110,96,,174,280,377,301,444,236,138,367,256,90
611212,"Track-suits of synthetic fibres, knitted or crocheted",0,0,0,0,0,0,0,0,0,0,,1413,2255,1391,542,793,612,640,766,963,1355,,722,923,691,718,823,1232,820,1256,1226,1600
611219,"Track-suits of textile materials, knitted or crocheted (excluding cotton or synthetic fibres)",0,0,0,0,0,0,0,0,0,0,,28,36,168,86,196,1333,1715,712,1777,1315,,416,394,629,476,371,1627,778,423,265,545
611594,"Full-length or knee-length stockings, socks and other hosiery, incl. footwear without applied ...",0,0,0,0,0,0,0,0,0,0,,46,72,174,82,124,213,239,418,496,1048,,1188,708,388,399,481,431,251,231,64,147
40620,"Grated or powdered cheese, of all kinds",0,0,0,0,0,0,0,0,0,0,,107,232,293,317,228,168,796,764,493,395,,8893,10071,11410,14759,16224,17696,18087,19042,20896,26096
40711,"Fertilised eggs for incubation, of domestic fowls",0,0,0,0,0,0,0,0,0,0,,4307,2727,2741,1753,3301,5972,5378,5153,5240,6935,,0,0,0,0,0,0,5,2,0,0
40790,"Birds' eggs, in shell, preserved or cooked",0,0,0,0,0,0,0,0,0,0,,2273,591,0,0,116,359,46,0,87,695,,8204,9181,9120,9220,9855,12388,16385,15507,9691,9959
50210,"Pigs', hogs' or boars' bristles and waste of such bristles",0,0,0,0,0,0,0,0,0,0,,0,0,0,119,170,31,0,3,0,0,,0,0,0,0,0,0,0,0,0,0
50290,Badger and other brush making hair and waste thereof,0,0,0,0,0,0,0,0,0,0,,0,0,4,0,35,1,0,0,16,0,,227,69,19,10,81,22,29,11,9,11
30325,"Frozen carp """"Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys ...""",0,0,0,0,0,0,0,0,0,0,,0,11,4,75,171,139,308,571,1207,1506,,1615,350,291,170,127,90,606,985,1684,1963
30334,"Frozen turbot """"Psetta maxima""""""""",0,0,0,0,0,0,0,0,0,0,,0,2,2,2,3,1,0,0,0,0,,109,6,45,14,43,0,5,14,71,19
30351,"Frozen herrings """"Clupea harengus, Clupea pallasii""""""""",0,0,0,0,0,0,0,0,0,0,,170275,198925,127404,96539,73110,119986,127343,123965,138713,115685,,80,44,77,81,109,113,66,103,37,122
10420,Live goats,0,0,0,0,0,0,0,0,0,0,,5,19,61,4,133,131,507,201,46,62,,768,2321,0,0,0,0,468,0,0,0
20120,"Fresh or chilled bovine cuts, with bone in (excluding carcases and 1/2 carcases)",0,0,0,0,0,0,0,0,0,0,,0,124,101,23,703,868,489,966,2100,3098,,4581,4306,4691,4846,5030,6663,7534,6770,7533,9377
20441,Frozen sheep carcases and half-carcases (excluding lambs),0,0,0,0,0,0,0,0,0,0,,27,2,1,17,54,111,403,1,11,28,,10133,11827,15003,14815,15602,19245,16164,17868,15924,18443
20622,Frozen edible bovine livers,0,0,0,0,0,0,0,0,0,0,,99,278,777,199,492,524,824,691,124,165,,815,676,458,1688,1753,592,276,354,206,696
20713,Fresh or chilled cuts and edible offal of fowls of the species Gallus domesticus,0,0,0,0,0,0,0,0,0,0,,65,2394,1323,1820,1077,1046,2062,1414,2362,1199,,0,0,0,0,0,10,2,0,33,311
20726,Fresh or chilled cuts and edible offal of turkeys of the species domesticus,0,0,0,0,0,0,0,0,0,0,,0,3,15,13,82,178,195,61,244,1023,,0,23,0,0,0,0,0,0,0,0
20741,"Fresh or chilled domestic ducks, not cut in pieces",0,0,0,0,0,0,0,0,0,0,,66,2,5,0,3,1,4,0,6,22,,0,0,22,0,0,0,0,0,0,0
20743,"Fatty livers of domestic ducks, fresh or chilled",0,0,0,0,0,0,0,0,0,0,,0,4,4,0,0,0,0,0,0,0,,0,0,0,8,0,0,231,12,74,52
30111,Live ornamental freshwater fish,0,0,0,0,0,0,0,0,0,0,,12,13,6,4,0,2,0,0,1,33,,18798,16704,15583,13030,12449,11836,11536,10297,9430,12137
30193,"Live carp (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys ...",0,0,0,0,0,0,0,0,0,0,,0,4,8,0,20,56,270,709,1012,788,,843,716,501,406,354,344,373,230,121,124
30195,"Live southern bluefin tunas """"Thunnus maccoyii""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,46,76,0,0,0,0,0,0,0,0
30231,"Fresh or chilled albacore or longfinned tunas """"Thunnus alalunga""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,7,0,0,,0,0,9,72,2,0,2,1,1,1
30243,"Fresh or chilled sardines """"Sardina pilchardus, Sardinops spp."""", sardinella """"Sardinella ...""",0,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,5,0,20,36,6,,100,122,104,109,139,127,153,142,130,154
30245,"Fresh or chilled jack and horse mackerel """"Trachurus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,5,0,0,0,1,0,50,0,,1368,1153,973,766,808,748,1040,1244,1089,1063
30251,"Fresh or chilled cod """"Gadus morhua, Gadus ogac, Gadus macrocephalus""""""""",0,0,0,0,0,0,0,0,0,0,,0,28,4,0,33,5,17,118,32,75,,451,1210,255,262,271,271,442,378,201,248
30495,"Frozen meat, whether or not minced, of fish of the families Bregmacerotidae, Euclichthyidae, ...""",0,0,0,0,0,0,0,0,0,0,,1615,702,550,236,662,392,92,240,1113,2200,,0,0,0,0,0,428,51,2,0,0
30497,"Frozen meat, whether or not minced, of rays and skates """"Rajidae""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
30510,"Flours, meals and pellets of fish, fit for human consumption",0,0,0,0,0,0,0,0,0,0,,7,0,0,0,107,236,70,116,16,143,,228,240,209,213,375,278,419,415,549,338
30532,"Fillets, dried, salted or in brine, but not smoked, of fish of the families Bregmacerotidae, ...",0,0,0,0,0,0,0,0,0,0,,230,134,1903,2462,2473,3905,905,642,368,63,,2,14,14,1,12,25,20,10,99,216
30559,"Dried fish, even salted but not smoked (excluding fillets, offal and cod)",0,0,0,0,0,0,0,0,0,0,,7099,13211,15306,9680,10326,8660,8575,9845,10934,10979,,14649,16646,14614,14541,15408,17447,16612,11677,11849,14170
30564,"Tilapia """"Oreochromis spp."""", catfish """"Pangasius spp., Silurus spp., Clarias spp., Ictalurus ...""",0,0,0,0,0,0,0,0,0,0,,1,1,0,0,2,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
30572,"Fish heads, tails and maws, smoked, dried, salted or in brine",0,0,0,0,0,0,0,0,0,0,,371,675,591,746,510,558,587,501,383,285,,7279,10875,11050,13323,16924,15506,18581,13228,7944,10915
30622,"Lobsters """"Homarus spp."""", even smoked, whether in shell or not, live, fresh, chilled, dried, ...""",0,0,0,0,0,0,0,0,0,0,,0,12,14,0,0,0,0,0,0,0,,7837,7588,8719,9426,7938,9624,0,0,0,0
30624,"Crabs, even smoked, whether in shell or not, live, fresh, chilled, dried, salted or in brine, ...",261,518,457,510,534,544,0,0,0,0,,29287,43990,80698,156253,163225,0,0,0,0,0,,55043,54890,57821,54056,53350,52289,0,0,0,0
30634,"Norway lobsters """"Nephrops norvegicus"""", whether in shell or not, live, fresh or chilled""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,11,0,0
30693,"Crabs, whether in shell or not, dried, salted, smoked or in brine, incl. crabs in shell, cooked ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,84,24,0,,0,0,0,0,0,0,0,0,52,123
30695,"Shrimps and prawns, whether in shell or not, dried, salted, smoked or in brine, incl. ones ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36,136,7,3,39,,0,0,0,0,0,0,2327,324,3647,4901
30712,"Oysters, even in shell, frozen",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,1,0,1,,0,0,0,0,0,0,1175,1783,1601,3278
30722,"Scallops and other molluscs of the family Pectinidae, frozen, even in shell",0,0,0,0,0,0,2,0,0,0,,0,0,0,0,8,15287,12988,10804,7006,8141,,0,0,0,0,0,0,13939,23177,16542,25491
30749,"Cuttle fish """"Sepia officinalis, Rossia macrosoma, Sepiola spp."""" and squid """"Ommastrephes ...""",0,0,0,0,0,0,0,0,0,0,,9264,9542,6734,1832,10434,5270,3832,5065,3181,2095,,16860,17508,15341,18298,19827,20951,9090,5338,6424,6499
30771,"Live, fresh or chilled, even in shell, clams, cockles and ark shells """"families Arcidae, Arcticidae, ...""",9,0,4,0,1,1,1,0,0,0,,0,3,1,0,0,0,0,0,0,0,,6584,6645,7140,6719,6793,7174,6936,7217,4903,6612
30788,"Smoked, dried, salted or in brine, even in shell, stromboid conchs """"Strombus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,67,59,104,93
30819,"Smoked, frozen, dried, salted or in brine, sea cucumbers """"Stichopus japonicus, Holothurioidea""""""""",0,0,0,0,0,0,0,0,0,0,,1099,25,170,625,1994,233,641,518,515,1263,,24028,23145,29306,26824,15828,20976,13837,14539,11659,12606
30822,"Frozen sea urchins """"Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus ...""",0,0,0,0,0,0,0,4,0,0,,0,0,0,0,0,91,4,0,0,0,,0,0,0,0,0,0,224,177,382,796
30829,"Smoked, frozen, dried, salted or in brine, sea urchins """"Strongylocentrotus spp., Paracentrotus ...""",194,175,58,0,0,4,0,0,0,0,,0,16,1,197,181,485,287,601,699,284,,243,236,81,97,139,171,13,1,0,2
40140,"Milk and cream of a fat content by weight of > 6% but <= 10%, not concentrated nor containing ...",0,0,0,0,0,0,0,0,0,0,,3048,1477,1506,1354,1488,2603,2894,3176,3158,3605,,2671,2858,1687,1773,1600,1434,1893,2168,1814,2411
40291,"Milk and cream, concentrated but unsweetened (excluding in solid forms)",0,0,0,0,0,0,0,0,0,0,,16091,23309,28135,9644,9436,6996,5597,6286,5744,6557,,2488,1300,1897,1847,1506,1509,2834,2632,1590,1773
60311,"Fresh cut roses and buds, of a kind suitable for bouquets or for ornamental purposes",0,0,0,0,0,0,0,0,0,0,,8,14,135,585,811,375,391,498,435,916,,1329,1483,1478,1642,1566,1772,2065,2283,1721,1961
60313,"Fresh cut orchids and buds, of a kind suitable for bouquets or for ornamental purposes",0,0,0,0,0,0,0,0,0,0,,0,2,14,6,2,3,1,0,0,0,,8858,7201,6035,6441,6377,6180,6693,6629,3404,2929
