Product code,Product label,"Korea, Republic of's imports from Viet Nam-Value in 2012","Korea, Republic of's imports from Viet Nam-Value in 2013","Korea, Republic of's imports from Viet Nam-Value in 2014","Korea, Republic of's imports from Viet Nam-Value in 2015","Korea, Republic of's imports from Viet Nam-Value in 2016","Korea, Republic of's imports from Viet Nam-Value in 2017","Korea, Republic of's imports from Viet Nam-Value in 2018","Korea, Republic of's imports from Viet Nam-Value in 2019","Korea, Republic of's imports from Viet Nam-Value in 2020","Korea, Republic of's imports from Viet Nam-Value in 2021",Viet Nam's exports to world- ,Viet Nam's exports to world-Value in 2012,Viet Nam's exports to world-Value in 2013,Viet Nam's exports to world-Value in 2014,Viet Nam's exports to world-Value in 2015,Viet Nam's exports to world-Value in 2016,Viet Nam's exports to world-Value in 2017,Viet Nam's exports to world-Value in 2018,Viet Nam's exports to world-Value in 2019,Viet Nam's exports to world-Value in 2020,Viet Nam's exports to world-Value in 2021,"Korea, Republic of's imports from world- ","Korea, Republic of's imports from world-Value in 2012","Korea, Republic of's imports from world-Value in 2013","Korea, Republic of's imports from world-Value in 2014","Korea, Republic of's imports from world-Value in 2015","Korea, Republic of's imports from world-Value in 2016","Korea, Republic of's imports from world-Value in 2017","Korea, Republic of's imports from world-Value in 2018","Korea, Republic of's imports from world-Value in 2019","Korea, Republic of's imports from world-Value in 2020","Korea, Republic of's imports from world-Value in 2021"
902290,"X-ray generators other than X-ray tubes, high tension generators, control panels and desks, ...",19,44,971,1139,976,1174,699,431,395,1221,,208,672,1045,1032,1052,1415,1308,1495,1266,1950,,116719,128918,144328,143122,147748,143343,152510,157410,157434,190196
220299,"Non-alcoholic beverages (excl. water, fruit or vegetable juices, milk and beer)",0,0,0,0,0,1258,1371,1183,1235,1202,,0,0,0,0,0,0,124118,121077,94235,82297,,0,0,0,0,0,49063,61898,60174,56191,75085
620323,"Men's or boys' ensembles of synthetic fibres (excluding knitted or crocheted, ski ensembles ...",9,144,147,120,65,73,1050,849,1253,1182,,18081,8398,20522,5420,7028,4227,10250,9213,5782,2049,,296,654,534,438,1459,2357,3193,3195,3226,3548
903290,"Parts and accessories for regulating or controlling instruments and apparatus, n.e.s.",24291,83,15,30,15,29,21,78,563,1182,,27501,4231,1368,3602,6169,6315,7751,8596,9349,38921,,516959,350775,328298,263933,240919,212096,156739,170101,124844,162781
630222,Printed bedlinen of man-made fibres (excluding knitted or crocheted),88,141,285,503,344,1000,1037,1170,1449,1175,,3681,5618,5149,4606,5146,1237,1031,2911,3394,5429,,352,674,920,1372,3249,4532,5643,6703,7738,8722
844851,"Sinkers, needles and other articles used in forming stitches, for machines of heading 8447",197,1458,2048,1289,1131,1132,1450,921,981,1170,,13921,19733,24367,21480,22211,21234,24773,28303,24488,59092,,20444,21022,22304,19393,21941,20045,19577,19648,17394,20411
722830,"Bars and rods of alloy steel other than stainless, not further worked than hot-rolled, hot-drawn ...",142,210,245,239,250,262,256,124,0,1170,,639,167,155,877,500,1765,6811,7851,5634,6040,,301005,292523,385598,330356,301823,340469,248659,248613,169282,358164
841451,"Table, floor, wall, window, ceiling or roof fans, with a self-contained electric motor of an ...",71,29,421,754,229,428,907,1433,2056,1165,,11268,14125,15262,18480,17269,25876,20254,26292,28088,45775,,85109,109809,125677,96684,135238,227021,227517,206720,165972,224013
730840,"Equipment for scaffolding, shuttering, propping or pit-propping (excluding composite sheetpiling ...",2137,114,159,641,11,378,220,237,2,1158,,21140,16919,16052,24157,33331,29194,31958,44686,37506,44951,,15814,22895,40659,19206,25889,26068,29577,30383,17798,27446
731700,"Nails, tacks, drawing pins, corrugated nails, staples and similar articles of iron or steel, ...",0,1,0,597,713,2815,3099,1674,734,1155,,30302,36446,37308,9532,7016,9710,11958,15708,33680,16811,,34601,37717,41694,41209,44276,56743,57849,47121,40848,56323
731512,Articulated link chain of iron or steel (excluding roller chain),0,1,0,13,0,26,28,0,0,1148,,12,7,201,65,75,78,484,353,413,1459,,17594,17044,23838,17312,14624,17971,16715,18958,17306,24796
262029,"Slag, ash and residues containing mainly lead (excluding leaded gasoline sludges and leaded ...",0,0,0,0,0,0,0,0,0,1137,,0,0,0,0,11,0,0,0,0,1137,,2636,2317,1843,4077,5905,3926,2206,2985,6007,28291
841229,Hydraulic power engines and motors (excluding hydraulic turbines and water wheels of heading ...,1676,899,703,642,750,1565,1408,997,1432,1137,,771,705,225,180,111,96,98,144,698,2714,,121424,89269,117255,106687,126576,112188,106120,90779,90424,100272
90961,"Juniper berries and seeds of anise, badian, caraway or fennel, neither crushed nor ground",259,302,235,278,170,296,235,574,400,1134,,14385,12139,14714,14326,15157,24302,22336,42296,41905,86113,,602,840,733,770,556,874,565,1103,899,1665
851240,"Electrical windscreen wipers, defrosters and demisters, for motor vehicles",0,0,191,25,0,1013,0,3,8,1134,,20851,16897,17207,21341,20351,25281,35865,61594,61954,60531,,5581,6585,8638,15274,14579,16967,15130,12114,6610,7728
200599,"Vegetables and mixtures of vegetables, prepared or preserved otherwise than by vinegar, non-frozen ...""",164,134,117,104,298,385,819,815,1211,1131,,20263,25999,36832,22629,25881,30661,25265,27957,28379,23716,,126659,134662,128525,146586,161166,173037,194637,198391,221946,235650
903082,Instruments and apparatus for measuring or checking semiconductor wafers or devices,1,1,0,3,12,11,165,311,373,1127,,2166,1984,3256,64,1136,213,656,3198,765,7425,,777378,389837,389539,328127,362573,592044,685662,692617,884827,1011774
960720,Parts of slide fasteners,182,343,279,285,416,598,624,853,1131,1121,,3008,4640,6212,7682,8711,10775,12744,11452,11590,11286,,37224,45129,46724,38655,33476,34395,31146,25605,17960,24132
610721,"Men's or boys' nightshirts and pyjamas of cotton, knitted or crocheted (excluding vests and ...",150,491,75,232,372,298,799,596,626,1120,,13462,29244,17079,23285,22332,26974,27685,32293,27865,59656,,2995,3772,4673,3258,4082,2405,3622,4370,3596,4779
600621,"Unbleached or bleached cotton fabrics, knitted or crocheted, of a width of > 30 cm (excluding ...""",150,176,161,595,700,1916,1913,536,498,1118,,766,2715,4118,10306,11385,8588,20358,20658,17261,51803,,1608,512,1109,3799,3873,3287,7262,4286,4142,16770
611599,"Full-length or knee-length stockings, socks and other hosiery, incl. footwear without applied ...",1,283,14,22,73,50,30,385,1369,1116,,9144,13076,14195,15390,11120,13337,11979,6943,8290,3500,,3002,4991,4853,4712,3587,3909,3991,4248,5059,5150
230690,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",152,16,76,538,1393,1493,2333,2108,1266,1110,,913,1551,3033,3537,2385,3739,12065,5754,5381,10876,,51095,68225,63015,56813,56498,37911,36912,50288,37429,47945
870891,"Radiators and parts thereof, for tractors, motor vehicles for the transport of ten or more ...",0,0,1,0,41,80,96,73,384,1108,,350,894,963,736,680,996,1162,1237,1287,2568,,18166,15632,15951,22261,21850,26631,32962,27619,21820,30822
391000,Silicones in primary forms,28,6,220,33,54,207,374,120,160,1103,,772,955,306,520,1791,5710,19170,19936,23076,48485,,444265,465995,451716,442287,449823,493316,590482,505675,433067,617142
848079,Moulds for rubber or plastics (other than injection or compression types),366,827,287,664,753,1139,699,868,1042,1097,,18349,27269,28710,33831,34290,37877,33037,39889,30453,15186,,30016,35948,35312,36353,26595,22039,17602,18076,18787,15327
820890,"Knives and cutting blades, of base metal, for machines or for mechanical appliances (excluding ...",56,47,33,74,59,35,81,520,821,1090,,18553,15195,22451,22343,21871,25834,24816,27971,31136,37078,,14503,14224,14448,18002,14659,16258,17433,18738,19942,22323
854620,Electrical insulators of ceramics (excluding insulating fittings),146,676,976,1165,869,1056,1272,1088,1157,1087,,1154,1582,2052,2362,1690,2107,1731,1901,2088,4972,,12608,12972,13601,10784,10987,13301,11555,9662,7982,10096
960719,Slide fasteners (excluding fitted with chain scoops of base metal),276,563,663,582,630,443,920,1095,1219,1085,,12119,14715,17860,21421,23692,27469,38696,38681,39042,42775,,8247,8469,9318,7599,6419,7108,8216,8942,10137,12134
961210,"Typewriter or similar ribbons, inked or otherwise prepared for giving impressions, whether ...",773,581,346,104,593,1146,1631,1112,1234,1075,,4195,5550,5143,5303,5776,5871,6485,6615,5468,9785,,18819,19358,20297,22606,28090,29517,42624,39642,29302,36877
870830,"Brakes and servo-brakes and their parts, for tractors, motor vehicles for the transport of ...",28,456,101,68,14,61,67,212,88,1064,,14880,13245,15024,21447,17869,14684,23955,24555,22577,60178,,309015,275177,278565,275266,295679,313801,289843,256663,277907,317228
300390,Medicaments consisting of two or more constituents mixed together for therapeutic or prophylactic ...,1121,548,1297,106,157,404,555,438,136,1058,,6308,9957,5886,7004,4051,3996,2470,1797,908,1239,,85450,72974,73892,69698,76155,58584,67128,73669,81541,72111
560311,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., of synthetic or ...",3,188,31,29,13,205,931,1181,1806,1052,,3335,3024,2142,1270,1473,2441,4712,3834,5135,4304,,10489,9861,16663,16066,20285,18283,19845,13730,88957,24050
610220,"Women's or girls' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ...",627,1498,2087,1266,1142,583,614,849,844,1038,,73950,83567,97222,93714,67623,96244,102755,111785,88235,127994,,4273,4955,5724,7671,5837,5077,4140,4333,3599,3339
521142,"Denim, containing predominantly, but < 85% cotton by weight, mixed principally or solely with ...",0,0,0,26,32,0,199,293,446,1034,,84,5,30,282,506,2444,6157,26252,22043,24983,,9516,8294,8488,5443,4236,3730,3828,3275,1983,2658
401410,"Sheath contraceptives, of vulcanised rubber (excluding hard rubber)",1006,511,459,580,551,673,879,910,885,1032,,8301,7746,5530,5488,7947,6964,4206,5613,4519,2117,,5330,5171,5907,6240,5628,7443,7535,8209,6387,7106
560750,"Twine, cordage, ropes and cables, of synthetic fibres, whether or not plaited or braided and ...",5,28,5,25,10,74,824,734,974,1007,,1813,4875,4425,4526,4801,5759,5727,6701,7066,19467,,5087,5416,6165,6187,5908,8123,9639,11239,17871,13715
281122,Silicon dioxide,2,1,0,6,3,223,624,527,640,1007,,147,184,205,826,551,687,1179,1141,1495,2737,,130761,135089,134310,140684,131435,142468,137351,137515,125736,154175
520514,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear ...""",778,1541,1374,1144,2354,1252,701,1041,533,1007,,177233,291430,410113,380047,332613,375432,386123,322027,245936,253066,,3760,5991,5388,5383,7090,5142,2998,3056,1767,2730
741021,"Refined copper foil, backed, of a thickness """"excluding any backing"""" of <= 0,15 mm (excluding ...""",785,302,201,508,1210,470,1012,1456,1075,1006,,0,127,226,363,1068,1159,559,2518,1875,1023,,414899,416170,406755,356444,394377,482347,450358,422769,431357,603367
731029,"Tanks, casks, drums, cans, boxes and similar containers, of iron or steel, for any material, ...",48,14,20,11,603,2989,3722,3353,1482,1005,,2862,2414,3254,2937,3978,3623,4401,6308,7497,6870,,74498,77126,81792,89389,93330,105711,121015,112398,110403,121372
730630,"Tubes, pipes and hollow profiles, welded, of circular cross-section, of iron or non-alloy steel ...",356,379,583,569,820,1105,1137,964,772,1003,,54685,68453,87012,82654,36252,54398,70270,76715,86671,116193,,19028,27704,37457,21157,22065,24130,22362,24917,19285,30234
848250,Cylindrical roller bearings (excluding needle roller bearings),10,0,0,0,3,143,246,440,622,1001,,1,26,530,521,804,1097,1668,2497,1586,19909,,105591,105671,119487,108155,104293,116886,122027,120940,98396,109584
382319,"Fatty acids, industrial, monocarboxylic; acid oils from refining (excluding stearic acid, oleic ...",936,1143,1123,647,196,2043,1975,1345,839,1001,,4208,2214,1909,1974,2390,4295,5825,6696,7386,9450,,157348,146748,177725,127273,167439,199322,208747,191915,243751,418680
620899,"Women's or girls' singlets and other vests, briefs, panties, n?glig?s, bathrobes, dressing ...",203,139,74,238,397,1406,1368,891,749,1000,,9508,15082,12904,9484,8610,9623,15486,15838,14392,6275,,3996,4178,2943,3681,4310,4003,4025,2811,2082,2822
740313,"Copper, refined, in the form of billets",0,0,0,0,0,0,0,0,0,996,,0,0,0,0,0,0,0,4791,27339,23893,,41316,33670,33475,23623,19746,20642,19741,16382,16156,21746
30489,"Frozen fish fillets, n.e.s.",1860,1643,1015,790,526,782,728,1063,1265,995,,81173,105019,137134,113248,160938,151809,143249,182881,199243,163429,,30440,32623,34629,39185,36207,39552,43704,44144,39692,44945
520812,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 ...",875,1411,0,0,860,2232,2070,1113,1534,994,,818,1332,0,5,992,3521,8792,6785,4294,1505,,110460,112378,94915,90269,75912,74191,75658,70173,96398,110081
821520,"Sets consisting of one or more knives of heading 8211 and at least an equal number of spoons, ...",890,520,517,501,432,227,469,688,1151,994,,78938,41041,30045,43482,38645,28989,36683,43136,43060,149386,,2398,2732,4613,4921,5565,5470,9163,5683,6494,11628
853590,"Electrical apparatus for switching or protecting electrical circuits, or for making connections ...",28,37,26,20,13,159,148,372,239,991,,8425,5465,4638,2997,2099,4864,3884,2628,4686,6428,,49457,71885,48548,47882,47078,62990,65819,70292,71861,73315
210210,Active yeasts,788,684,851,924,679,737,806,869,813,988,,8937,10227,11222,11876,12167,8946,14704,11626,11011,10330,,17798,16430,18241,16459,16108,17012,19779,19281,19282,22773
630690,"Camping goods of textile materials (excluding tents, awnings and sunblinds, sails, pneumatic ...",249,295,271,671,496,1347,1312,771,1402,986,,13606,12709,4637,6742,6749,6683,6356,6659,8754,17095,,2833,5216,5702,5553,4679,7268,7356,7025,11603,17227
482369,"Trays, dishes, plates, cups and the like, of paper or paperboard (excluding of bamboo paper ...",10,36,53,40,62,74,111,120,751,984,,8615,7820,8898,11676,19522,21174,24588,35820,37661,44891,,8473,9481,12095,10959,9954,10025,11219,12101,13604,23132
90112,Decaffeinated coffee (excluding roasted),3,0,137,672,415,545,1223,1209,2019,981,,20113,20004,34704,61186,57612,71429,55351,48091,56582,77076,,2670,3688,3329,5632,5100,5212,5746,8300,13625,20597
570390,"Carpet tiles of vegetable textile materials or coarse animal hair, tufted """"needle punched"""", ...""",607,1290,1520,1954,1850,1670,1342,1102,1054,979,,1322,1668,1844,8511,2100,1830,1517,1496,1807,3595,,6370,6220,7516,7611,6506,6359,6019,5413,4770,5446
540231,"Textured filament yarn of nylon or other polyamides, with a linear density of <= 50 tex per ...",0,1579,276,135,128,1938,1917,1186,1571,976,,2295,7420,8540,7320,11817,14818,18068,18800,13116,12775,,9124,17243,17717,18209,14081,17299,17573,14432,19448,24263
630140,"Blankets and travelling rugs of synthetic fibres (excluding electric, table covers, bedspreads ...",508,1853,10,17,116,47,50,410,1213,975,,3234,5804,14972,2176,3187,3647,10835,13346,40050,60330,,13086,18366,18566,18960,23261,24136,21523,21194,21807,31832
284330,"Gold compounds, inorganic or organic, whether or not chemically defined",0,0,0,172,0,0,0,0,0,975,,2,0,30,1,15,1,0,4,309,977,,44081,30168,5432,8287,52686,25363,26687,14429,16170,69630
880400,"Parachutes, incl. dirigible parachutes and paragliders, and rotochutes; parts thereof and accessories ...",10,430,1164,660,930,946,1045,1072,1319,971,,14410,18101,20705,18169,20216,25191,27966,26607,27048,31793,,2246,4206,5702,9157,5374,7034,7109,6929,12063,10691
853110,Burglar or fire alarms and similar apparatus,4,4,194,2415,2067,1803,1709,1459,535,970,,118,318,356,322,686,510,1297,5684,14115,16213,,49679,60884,71005,65596,59512,52541,52344,56533,50425,55604
380893,"Herbicides, anti-sprouting products and plant-growth regulators, put up in forms or packings ...",110,0,0,0,0,0,0,0,362,968,,21342,22574,28210,32740,44617,53024,62677,49527,48963,27009,,21846,27800,22848,18956,24948,27839,32714,20961,18442,27153
570330,"Carpets and other floor coverings, of man-made textile materials, tufted """"needle punched"""", ...""",0,0,99,255,163,0,1384,1234,793,965,,292,271,10554,15069,21583,29092,58376,142027,240077,265252,,6140,6723,7480,9688,12751,14186,14926,15233,17772,26823
30572,"Fish heads, tails and maws, smoked, dried, salted or in brine",70,42,90,43,970,904,1308,821,808,961,,4235,1564,1099,13137,19376,15795,24525,27079,32685,36918,,136,43,90,43,970,952,1485,1455,1161,1462
401320,"Inner tubes, of rubber, of a kind used for bicycles",0,0,756,987,727,817,711,823,1625,960,,8723,8574,12104,13676,18578,27561,30254,34301,41168,40798,,1940,2327,2811,3414,2796,2291,2006,1942,3056,2959
901812,Ultrasonic scanning apparatus,28,6,16,0,146,11,2,348,679,959,,106,48,418,55,233,501,354,1173,1671,1410,,45438,37881,32882,43825,46698,96361,123347,132319,123440,140600
291570,"Palmitic acid, stearic acid, their salts and esters",9,0,0,0,4,0,0,201,570,952,,12,29,103,30,47,1,241,244,1012,1445,,18594,16426,16341,15657,14715,14336,19269,19002,19258,26011
90620,Crushed or ground cinnamon and cinnamon-tree flowers,104,389,317,584,469,354,610,910,813,945,,5721,7099,11259,11934,12357,18900,24232,27525,44178,67516,,293,637,609,908,688,583,880,1564,1402,1774
940290,"Operating tables, examination tables, and other medical, dental, surgical or veterinary furniture ...",4,178,62,116,161,158,75,386,692,941,,25632,26527,33004,17080,31137,43655,44065,49847,57344,19496,,13371,15435,13255,14196,17778,19726,19501,27273,29134,23138
940389,"Furniture of other mareials, including cane, osier or similar materials (excluding of bamboo, ...",185,904,1648,2798,1973,993,355,320,635,935,,37518,42325,41398,53019,80646,132399,124845,148951,281340,278652,,45573,54625,66532,59393,49804,48637,54406,69055,80501,99751
200931,"Single citrus fruit juice, unfermented, Brix value <= 20 at 20¡ÆC, whether or not containing ...",0,0,0,12,1630,3697,4675,2591,1090,935,,672,1108,1583,1529,3040,5701,6387,4126,2474,6981,,1413,1583,1786,2558,5608,8771,9980,7945,6179,6892
854519,"Electrodes of graphite or other carbon, for electrical purposes (excluding those used for furnaces)",0,0,0,0,0,0,1,289,568,933,,1,1,10,82,97,1008,8,572,823,1728,,10510,8497,8532,10165,7131,8907,6136,5403,6468,6409
847150,"Processing units for automatic data-processing machines, whether or not containing in the same ...",7,5,34,59,58,18,44,141,480,922,,1192,1471,856,1504,2968,3143,3267,133218,21978,119468,,903143,953544,939070,959704,1021298,1275707,1634311,1733327,1701183,2322838
210220,Inactive yeasts; other dead single-cell micro-organisms (excluding packaged as medicaments),1,0,0,0,53,179,319,406,615,921,,892,1363,1443,2522,3028,8085,5299,6101,5461,7146,,7592,8102,10874,14597,17446,16484,17787,18929,20407,25960
940520,"Electric table, desk, bedside or floor-standing lamps",0,2,44,77,103,165,267,313,621,917,,8091,7116,9838,10473,16409,17807,19037,27775,32761,51953,,12908,15800,18194,24643,23932,30232,31141,38581,57750,81260
850980,"Electromechanical domestic appliances, with self-contained electric motor (excluding vacuum ...",1,0,0,0,0,3,1887,2700,1197,915,,325,802,803,367,319,300,7126,6968,6277,46802,,52596,71657,93768,71707,74927,112919,150713,172804,217856,283751
730723,Butt welding tube or pipe fittings of stainless steel (excluding cast products),0,0,34,0,0,2,76,181,255,914,,14,291,55,98,115,381,1009,1081,842,2216,,16164,12175,10832,6272,8702,10060,7221,9174,11215,17381
