Product code,Product label,"Taipei, Chinese's imports from India-Value in 2012","Taipei, Chinese's imports from India-Value in 2013","Taipei, Chinese's imports from India-Value in 2014","Taipei, Chinese's imports from India-Value in 2015","Taipei, Chinese's imports from India-Value in 2016","Taipei, Chinese's imports from India-Value in 2017","Taipei, Chinese's imports from India-Value in 2018","Taipei, Chinese's imports from India-Value in 2019","Taipei, Chinese's imports from India-Value in 2020","Taipei, Chinese's imports from India-Value in 2021",India's exports to world- ,India's exports to world-Value in 2012,India's exports to world-Value in 2013,India's exports to world-Value in 2014,India's exports to world-Value in 2015,India's exports to world-Value in 2016,India's exports to world-Value in 2017,India's exports to world-Value in 2018,India's exports to world-Value in 2019,India's exports to world-Value in 2020,India's exports to world-Value in 2021,"Taipei, Chinese's imports from world- ","Taipei, Chinese's imports from world-Value in 2012","Taipei, Chinese's imports from world-Value in 2013","Taipei, Chinese's imports from world-Value in 2014","Taipei, Chinese's imports from world-Value in 2015","Taipei, Chinese's imports from world-Value in 2016","Taipei, Chinese's imports from world-Value in 2017","Taipei, Chinese's imports from world-Value in 2018","Taipei, Chinese's imports from world-Value in 2019","Taipei, Chinese's imports from world-Value in 2020","Taipei, Chinese's imports from world-Value in 2021"
700231,"Tubes of fused quartz or other fused silica, unworked",0,0,0,0,0,0,1,0,0,0,,133,109,180,4,5,25,256,275,64,112,,12718,18982,16008,16088,20677,22141,25108,25779,21888,20941
701911,"Glass fibre threads """"chopped strands"""", cut into lengths <= 50 mm""""",0,0,0,0,0,0,0,0,0,0,,225,680,451,2825,3991,3357,880,381,315,475,,14886,15367,14843,13052,16319,21090,18694,15971,18663,22172
701931,Mats of irregularly laminated glass fibres,0,0,0,0,0,0,0,0,0,0,,8775,13074,10212,8439,5790,5747,4271,5768,4181,7406,,1022,1037,1845,1523,1536,1627,1676,2202,1584,1831
701951,"Woven fabrics, incl. narrow fabrics, of glass, of a width of <= 30 cm (excluding rovings)",0,0,0,0,0,0,0,0,0,0,,507,976,616,1192,937,957,817,1660,1058,1703,,645,351,354,141,248,333,378,263,77,125
720853,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...",0,0,0,0,0,0,0,0,0,0,,2727,9882,3986,5074,2966,4655,4779,4898,6100,10728,,816,208,190,97,98,180,71,101,115,53
720917,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...""",8,22,32,5,5112,11271,4836,417,0,0,,27846,80463,125229,106628,185423,358205,186736,163099,128529,434114,,49499,56348,81584,46354,82465,97739,108420,82721,109017,324381
720990,"Flat-rolled products of iron or steel, of a width of >= 600 mm, cold-rolled """"cold-reduced"""", ...""",14,16,9,28,6,25,0,3,0,0,,14358,29286,8762,6133,6748,3358,764,184,380,1744,,143,137,450,207,1205,13984,10884,1519,1859,4092
721012,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",541,24,0,0,24,141,14,128,69,0,,45406,77455,57703,38960,27638,60211,47641,61588,77132,155103,,43683,40145,39364,38240,26765,43248,36776,44490,38385,38802
721020,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",0,0,0,3,0,0,0,0,0,0,,0,0,0,377,409,169,3,68,77,13,,529,567,247,411,461,270,362,357,60,147
721420,"Bars and rods, of iron or non-alloy steel, with indentations, ribs, groves or other deformations ...",0,0,0,0,0,0,0,0,0,0,,9055,8537,8262,4355,31470,241107,136650,147642,106332,438854,,2074,1153,3911,996,713,1245,1528,486,639,990
721640,"L sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded, ...",0,0,0,0,0,0,0,0,0,0,,483,1745,715,491,909,5403,5237,3526,2764,3123,,7144,12621,9633,10273,7368,5732,5272,4969,4068,3539
721691,"Angles, shapes and sections, of iron or non-alloy steel, cold-formed or cold-finished from ...",0,0,0,0,0,0,0,0,0,0,,56,214,103,138,927,317,207,356,100,1722,,1193,1192,1207,1243,524,156,779,451,537,734
721790,"Wire of iron or non-alloy steel, in coils, plated or coated (excluding plated or coated with ...",0,0,0,2,0,0,0,0,0,0,,5786,5304,5438,4437,14056,2966,3301,2944,3398,6253,,14591,6961,4370,4152,3707,3528,4104,3603,3033,5738
721923,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",0,0,0,0,0,0,5,0,0,0,,6813,10037,12743,5148,5525,7119,5462,9718,10232,26526,,2208,3842,2798,2228,1851,2220,2586,1187,557,1221
721990,"Flat-rolled products of stainless steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",145,0,50,0,7,5,0,0,0,0,,67230,101392,89466,130123,93491,150961,149238,121181,99383,109428,,9318,13496,9606,8077,7074,7220,11115,7686,9109,8798
732211,"Radiators for central heating, non-electrically heated, and parts thereof, of iron or steel ...",0,0,0,0,0,0,0,0,0,0,,529,163,61,181,48,33,16,43,105,132,,7,16,1,2,6,13,33,100,32,36
732391,"Table, kitchen or other household articles, and parts thereof, of cast iron, not enamelled ...",0,0,0,0,0,0,1,0,0,0,,7276,6584,33912,26456,17983,7085,25096,19264,18391,37511,,617,1014,1719,3513,3216,3448,2480,1445,1346,1471
732429,Baths of steel sheet,0,0,0,0,0,0,0,0,0,0,,1199,1756,2286,2003,1342,1790,2333,2568,2076,2493,,529,1228,877,508,350,562,532,456,500,553
732619,"Articles of iron or steel, forged or stamped, but not further worked, n.e.s. (excluding grinding ...",0,0,0,0,0,2,6,0,0,0,,443454,377532,383726,323394,267818,306792,343489,284767,189481,293223,,9511,7545,3964,3039,8431,3921,2353,4878,3521,4268
740819,"Wire of refined copper, with a maximum cross-sectional dimension of <= 6 mm",3,0,3,2,3,6,2,0,0,0,,21223,10106,15580,14614,17790,20054,15918,14955,13874,18329,,100566,95472,91474,72311,74516,67031,58282,53294,64664,80488
740821,"Wire of copper-zinc base alloys """"brass""""""""",0,0,0,0,0,0,0,0,0,0,,4842,3995,4924,3813,3727,3950,4624,4372,4826,7222,,6890,8034,9479,8516,6738,7200,8091,5956,5254,9108
731813,"Screw hooks and screw rings, of iron or steel",0,0,0,4,0,0,0,0,0,0,,372,311,407,481,372,418,329,594,833,1814,,257,1107,799,389,408,605,321,339,369,422
730512,"Line pipe of a kind used for oil or gas pipelines, having circular cross-sections and an external ...",0,0,0,0,0,0,0,0,0,0,,627,461,703,4339,365,12006,44355,11346,139,213,,182,0,0,44,102,51,17,43,205,3
730519,"Line pipe of a kind used for oil or gas pipelines, having circular cross-sections and an external ...",0,0,0,0,0,0,0,0,0,0,,97482,108080,121333,85325,29617,43072,8326,3434,34665,20176,,45,595,282,49,329,93,52,224,401,985
731414,"Woven cloth, incl. endless bands, of stainless steel wire (excluding woven products of metal ...",0,0,0,0,0,0,0,0,0,0,,2135,2382,2087,1773,1777,2616,4372,5505,5670,8456,,11755,11185,14246,13376,9816,9501,9111,8676,9353,9270
731420,"Grill, netting and fencing, welded at the intersection, having a mesh size of >= 100 cm©÷, of ...",0,0,0,0,0,0,0,0,0,0,,876,653,1967,930,1123,2001,1344,1403,1113,2253,,141,140,41,447,435,261,127,30,126,56
731449,"Grill, netting and fencing, of iron or steel wire, not welded at the intersection (excluding ...",0,13,0,0,0,16,0,0,21,0,,1034,1025,1146,825,556,874,1443,2106,1129,1080,,4052,4245,5249,3882,3246,3730,5365,4982,5630,9347
760820,Tubes and pipes of aluminium alloys (excluding hollow profiles),6,0,0,0,0,0,2,1,0,0,,4694,7772,10114,10983,5595,6417,5871,7865,6285,10555,,9548,9614,8361,7160,7975,7559,7163,6448,6355,15855
761490,"Stranded wires, cables, ropes and similar articles, of aluminium (other than with steel core ...",0,0,0,0,0,0,0,0,0,0,,71273,130837,113638,128669,125701,101772,159294,160883,176120,168969,,22,36,327,52,196,290,6658,31158,10212,6203
761691,"Cloth, grill, netting and fencing, of aluminium wire (excluding cloth of metal fibres for clothing, ...",0,0,0,0,0,0,0,0,0,0,,1473,2915,1023,143,165,123,434,834,500,1136,,150,141,374,509,233,583,750,1379,1163,614
780411,"Lead sheets, strip and foil, of a thickness """"excluding any backing"""" of <= 0,2 mm""""",0,0,0,0,0,0,0,0,0,0,,1338,2536,2417,2497,1977,914,1644,1021,856,1224,,18,25,27,20,46,12,9,10,16,31
780420,"Lead powders and flakes (excluding grains of lead, and spangles of heading 8308)",0,0,0,0,0,0,0,0,0,0,,881,1165,1283,1036,976,1629,1575,1582,1363,1496,,50,22,120,47,53,15,6,34,45,41
790400,"Zinc bars, rods, profiles and wire, n.e.s.",3,0,0,0,0,0,0,0,0,0,,2290,3022,4475,5844,5587,11490,13879,9547,10539,12389,,1257,1099,1589,1082,1029,756,540,898,1415,1536
750220,Unwrought nickel alloys,0,0,0,0,0,0,0,0,0,0,,184,385,436,630,1124,106,166,124,82,88,,67866,51411,11791,67261,39883,115290,4629,5315,7850,5090
810196,Tungsten wire,0,1,6,2,8,16,10,2,2,0,,11032,14105,11479,8475,9318,8646,7098,5123,4060,5815,,4585,3090,3120,2787,2966,3202,3749,2697,1912,2120
810419,"Unwrought magnesium, containing < 99,8% by weight of magnesium",0,0,0,0,0,0,0,0,0,0,,278,1270,379,263,92,9,68,6,5,369,,11852,12444,13535,13486,14872,15532,18039,23752,22519,40555
810490,"Articles of magnesium, n.e.s.",0,2,0,0,2,0,2,0,0,0,,74,69,147,256,100,77,132,803,204,652,,10799,3452,1721,849,1257,1106,1255,1488,2567,3373
810530,Cobalt waste and scrap (excluding ash and residues containing cobalt),0,0,0,0,0,0,0,0,0,0,,155,35,395,131,16,931,178,172,129,375,,3198,806,1283,0,34,0,0,8,25,0
810720,Unwrought cadmium; cadmium powders,0,0,0,0,0,0,0,0,0,0,,1,1,3,1,9,45,15,281,14,71,,2,2,2,1,1,1,1,0,1,1
810820,Unwrought titanium; titanium powders,0,0,0,0,0,0,0,0,0,0,,7,14,9,1,11,2,114,116,25,33,,26203,22256,19416,21706,11784,12063,13567,12616,8679,13921
811090,"Articles of antimony, n.e.s.",0,0,0,0,0,0,0,0,0,0,,287,104,39,19,64,76,99,123,33,10,,1064,731,387,134,192,394,860,163,438,436
811251,Unwrought thallium; thallium powders,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,24,0,0,0,0,0,0,99,76,97
820150,"Secateurs and similar one-handed pruners and shears, incl. poultry shears, with working parts ...",0,2,0,0,0,0,0,0,0,0,,93,144,1,7,11,26,98,32,71,97,,1288,1012,1117,1140,990,890,1080,1139,772,878
820220,Bandsaw blades of base metal,0,0,0,0,0,0,0,0,0,0,,4215,3286,2839,2142,1691,2007,1435,1866,2450,3202,,9821,10645,10730,9052,8778,10453,10583,8601,8902,9696
820330,"Metal-cutting shears and similar hand tools, of base metal",0,3,1,1,0,1,1,1,0,0,,748,986,746,341,385,461,617,409,483,466,,562,673,541,317,334,361,433,743,341,506
820340,"Pipe-cutters, bolt croppers, perforating punches and similar hand tools, of base metal",1,0,0,0,0,0,0,0,0,0,,4522,6667,5355,4756,3115,3285,2495,2718,2075,2761,,851,843,839,957,1062,1088,1202,1121,842,1089
820820,"Knives and cutting blades, of base metal, for machines or for mechanical appliances, for w ...",0,0,2,2,0,5,0,0,0,0,,260,344,372,719,498,1026,941,940,539,1024,,886,1148,1457,1717,1572,1579,1929,2125,1913,2316
820840,"Knives and cutting blades, of base metal, for agricultural, horticultural or forestry machines ...",4,7,20,5,0,0,0,0,0,0,,371,1307,1225,864,1077,1227,1463,350,1608,2591,,1728,1358,1144,1205,1364,1839,1362,1636,1639,1651
821191,"Table knives having fixed blades of base metal, incl. handles (excluding butter knives and ...",0,0,0,0,2,0,0,0,0,0,,185,109,96,95,112,107,304,2242,7278,11049,,705,939,812,633,1025,1493,2279,909,449,385
831190,"Wire, rods, tubes, plates, electrodes and the like, of base metal or of metal carbides, coated ...",0,0,0,0,0,0,6,0,4,0,,5764,6048,4938,1885,3257,3759,2693,2816,3227,2602,,963,591,559,613,803,444,314,320,991,427
840310,"Central heating boilers, non-electric (excluding vapour generating boilers and superheated ...",0,0,0,0,0,0,0,0,0,0,,3236,7899,2281,6239,6384,5623,4677,3064,1550,6865,,171,34,79,110,2157,662,204,159,30,153
830260,Automatic door closers of base metal,0,0,0,0,0,0,0,0,0,0,,696,1034,1561,1821,1476,1136,1193,1384,922,1343,,9853,7921,9763,10846,10095,8438,8548,8545,9055,9743
840681,"Steam and other vapour turbines, of an output > 40 MW (excluding those for marine propulsion)",0,0,0,0,0,0,0,0,0,0,,3411,16615,5881,12590,37262,13465,7678,39793,65713,7498,,11291,3538,37358,49403,7,20490,1422,1689,10488,301
840731,"Spark-ignition reciprocating piston engine, of a kind used for the propulsion of vehicles of ...",0,0,0,0,0,0,0,0,0,0,,38,301,13,13,7,5,255,91,35,0,,7,37,54,72,15,3,12,5,5,3
841210,Reaction engines other than turbojets,0,0,0,0,0,0,0,0,0,0,,1137,1722,1098,1323,976,1763,1229,1321,929,1138,,262,21,131,5,2,4,45,14,1,0
841382,Liquid elevators (excluding pumps),14,0,0,0,0,0,31,1,0,0,,469,605,3165,16690,2132,981,62997,41832,5196,1920,,2397,2662,3186,1622,1417,1588,2808,1083,1840,1420
841451,"Table, floor, wall, window, ceiling or roof fans, with a self-contained electric motor of an ...",0,0,0,0,0,0,0,46,0,0,,38688,43422,47239,46583,49137,55734,54370,59685,57239,84019,,14124,16682,20898,20607,18280,17208,25963,24783,33399,43987
841460,"Hoods incorporating a fan, whether or not fitted with filters, having a maximum horizontal ...",0,0,0,0,0,0,0,0,0,0,,118,86,527,606,735,1491,1269,2688,1676,2088,,2278,3147,4178,3034,3620,2889,1587,1408,1614,1736
842211,Dishwashing machines of the household type,0,0,0,0,0,0,0,0,0,0,,40,10,23,204,139,155,181,176,232,266,,7294,11097,8203,8971,9571,10817,13816,13768,17392,33762
842310,"Personal weighing machines, incl. baby scales; household scales",0,0,0,0,0,0,0,0,0,0,,2307,2206,2266,1960,1764,2005,2770,1373,1257,1748,,3779,3380,3794,4432,4216,4041,4143,6928,5916,6001
841720,"Bakery ovens, incl. biscuit ovens, non-electric",0,0,0,4,1,5,0,0,0,0,,2457,4326,1892,3813,5216,2352,2947,5728,5506,3984,,2679,1256,1670,1648,3660,1988,3581,1885,928,2913
841960,Machinery for liquefying air or other gases,0,0,0,0,0,0,0,0,0,0,,11062,15906,12716,13150,19301,15088,15084,20686,18176,66908,,402,385,1922,1294,323,3021,3729,1549,5711,5974
847230,"Machines for sorting or folding mail or for inserting mail in envelopes or bands, machines ...",0,0,0,0,0,0,0,0,0,0,,78,12,80,3,9,16,89,5,13,0,,1975,206,317,2022,16923,684,1513,599,963,548
848610,Machines and apparatus for the manufacture of boules or wafers,0,0,0,0,0,0,0,0,0,0,,21,52,537,21,94,4,159,139,327,142,,533569,471444,337818,385440,500430,409034,370959,439162,429757,686272
848010,Moulding boxes for metal foundry,0,0,0,0,0,1,0,0,0,0,,2017,1202,1335,1643,1261,1218,1734,1409,1129,1019,,2193,1632,1122,1235,1194,1906,2301,1451,773,1775
848050,Moulds for glass (excluding moulds of graphite or other carbons and ceramic moulds),0,0,0,0,0,0,0,0,0,0,,600,610,700,474,708,813,876,857,423,457,,6536,4016,1606,1931,1362,1562,2217,2591,2314,2723
851890,"Parts of microphones, loudspeakers, headphones and earphones, earphones, audio-frequency electric ...",0,0,1,0,0,3,1,4,0,0,,5975,10441,16637,18278,10601,10311,6437,3567,3763,4484,,22605,22667,21169,20187,21647,20742,16712,28726,32243,52385
851950,Telephone answering machines,0,0,0,0,0,0,0,0,0,0,,0,71,19,7,0,0,8,0,0,2,,51,157,96,48,114,120,72,5,25,4
852610,Radar apparatus,0,0,0,0,0,0,0,0,0,0,,1971,5836,9604,1030,3702,4049,4982,13176,45958,121068,,7361,7113,16798,12977,8591,12804,7326,16710,18799,34447
851010,"Shavers, electric",0,0,0,0,0,0,0,0,0,0,,907,282,494,19,985,387,117,91,121,77,,15031,14844,13799,13341,12972,14106,13702,12323,13134,14332
852791,"Radio-broadcast receivers, for mains operation only, combined with sound recording or reproducing ...",0,0,0,0,0,0,0,0,0,0,,178,119,163,159,3,15,46,150,90,57,,17087,13965,12846,12993,11305,11624,10224,9438,6745,6430
852842,"Cathode-ray tube monitors """"CRT"""" capable of directly connecting to and designed for use with ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,35,74,290,213,29,,0,0,0,0,0,58,38,36,58,16
852869,"Projectors, not incorporating television reception apparatus (excluding of a kind solely or ...",161,0,237,0,4,13,0,0,0,0,,11788,14318,21540,12438,12716,7054,2133,1954,1701,1897,,70079,50711,57764,54650,73591,19338,7169,9822,4858,3496
852873,"Reception apparatus for television, black and white or other monochrome, whether or not incorporating ...",0,0,0,0,0,0,0,0,0,0,,2224,8429,7202,4573,5937,5102,7910,14008,16418,18403,,0,0,0,0,0,0,0,1,1,0
853390,"Parts of electrical resistors, incl. rheostats and potentiometers, n.e.s.",0,0,0,4,0,11,0,0,0,0,,367,755,463,287,945,826,879,996,1131,1526,,22378,18056,15633,13837,33058,47616,60968,29083,23247,44920
854012,"Cathode ray television picture tubes, incl. video monitor cathode ray tubes, black and white ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,13,0,0,4,,72,69,112,33,11,16,12,11,5,9
851310,Portable electrical lamps designed to function by their own source of energy,0,0,0,1,0,0,0,0,0,0,,2302,2365,2300,1933,2311,2038,2219,10565,1230,1581,,6119,7136,5579,6580,7679,8984,9005,8062,7471,11506
851390,"Parts of portable electrical lamps designed to function by their own source of energy, n.e.s.",0,0,0,0,0,0,0,0,0,0,,744,1016,787,532,415,571,363,393,395,1024,,489,642,304,413,390,147,182,217,145,379
854310,"Electrical particle accelerators for electrons, protons, etc. (excluding ion implanters for ...",0,0,0,0,0,0,0,0,0,0,,1242,145,872,80,22,76,225,232,400,531,,2821,30,481,84,1050,41,35,58,1455,52
844519,"Machines for preparing textile fibres (excluding carding, combing, drawing or roving machines)",126,0,179,0,0,0,0,0,0,0,,17011,17983,14354,10566,7519,11061,23990,28124,26765,32178,,9649,2685,4730,2651,6440,6984,729,3727,211,993
844520,Textile spinning machines (excluding extruding and drawing or roving machines),0,0,0,0,0,0,0,0,0,0,,55205,85237,109875,152940,133086,179565,217030,141493,84649,175375,,6160,4332,3805,6742,2000,2359,3433,3773,7906,964
844842,"Reeds for looms, healds and heald-frames",0,25,104,116,7,0,2,0,0,0,,3200,4821,5832,5519,4930,5240,4976,3262,5012,8054,,2387,1469,1889,1354,1799,1595,2166,1332,1667,1060
845210,Sewing machines of the household type,0,0,0,0,0,0,0,0,0,0,,6574,8516,8551,8065,11039,13845,13519,13632,16730,23686,,1814,2165,1957,2724,2694,2673,2717,2550,3186,2210
845430,Casting machines of a kind used in metallurgy or in metal foundries,0,787,0,0,0,0,0,0,0,0,,12556,10730,15214,5937,13599,6191,6639,10697,6799,8050,,39057,21263,18550,15932,12976,17569,12589,22904,49562,23262
845530,Rolls for metal-rolling mills,0,0,50,5,0,0,4,0,0,0,,31036,39206,36014,28714,21172,25982,27744,28320,23837,27636,,84079,60942,64275,58571,61312,64317,72559,100595,66823,68877
842549,"Jacks and hoists of a kind used for raising vehicles, not hydraulic",0,0,0,0,0,0,0,1,0,0,,4958,8846,9962,13167,10565,9316,11798,15229,17243,19973,,9903,4118,4020,3078,5341,2887,2567,3767,2847,3422
842831,"Continuous-action elevators and conveyors for goods or materials, for underground use (excluding ...",0,0,0,29,0,0,0,0,0,0,,202,30,35,0,4,11,2,113,10,51,,34,849,501,983,212,509,119,12,5,13
842840,Escalators and moving walkways,0,0,0,0,0,0,0,0,0,0,,258,233,340,13,352,1004,362,413,365,336,,16262,17397,16771,13139,17770,26121,15835,12679,9023,13392
842911,"Self-propelled bulldozers and angledozers, track laying",0,0,0,0,0,0,0,0,0,0,,3984,4475,2337,3696,2043,4318,5459,4294,2370,2833,,2494,1031,1704,766,637,553,1510,2609,6972,4429
843010,"Pile-drivers and pile-extractors (excluding those mounted on railway wagons, motor vehicle ...",0,0,0,0,0,0,0,0,0,0,,349,4323,275,194,167,1230,2202,1191,782,4028,,2048,2058,2170,3298,2802,6215,3209,5196,4345,13757
843041,Self-propelled boring or sinking machinery for boring earth or extracting minerals or ores ...,0,0,0,46,491,0,0,0,0,0,,159829,93047,98613,67448,59078,104024,108854,73056,64288,117472,,9880,8368,5971,6655,4668,27407,4658,7889,9297,10305
843061,"Tamping or compacting machinery, not self-propelled (excluding hand-operated tools)",0,0,0,0,0,0,0,0,0,0,,1851,5335,15464,11106,5795,1948,1017,1171,763,808,,72,91,247,228,119,248,221,225,89,145
843141,"Buckets, shovels, grabs and grips for machinery of heading 8426, 8429 and 8430",0,6,0,0,0,0,0,0,0,0,,9368,12766,13241,13936,18854,22278,27623,31449,31884,58931,,1343,1063,1564,2637,1567,1591,3472,2587,4167,4391
843510,"Presses, crushers and similar machinery used in the manufacture of wine, cider, fruit juices ...",0,0,6,0,0,0,0,0,0,0,,4230,3767,1891,1967,1364,2967,1883,2192,4452,3774,,769,459,748,817,833,1962,819,455,464,447
843610,Machinery for preparing animal feedingstuffs in agricultural holdings and similar undertakings ...,0,0,0,0,0,0,0,0,0,0,,1801,2271,3956,4425,4224,2909,7153,5921,4948,10229,,919,11462,2144,2704,541,4427,2175,2189,3371,1886
843691,"Parts of poultry-keeping machinery or poultry incubators and brooders, n.e.s.",0,0,0,0,0,0,0,0,0,0,,4022,2185,3107,3775,2115,1921,2694,2475,1560,1982,,269,688,1232,2005,2600,2258,2065,3086,1325,1496
844250,"Plates, cylinders and other printing components; plates, cylinders and lithographic stones, ...",2,0,0,0,0,0,21,3,0,0,,19655,24612,18890,17569,15089,15889,15249,12763,9926,12154,,16299,17251,17794,21059,14789,17487,19205,21028,24534,25898
845612,"Machine tools for working any material by removal of material, operated by light or photon ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,218,47,33,40,456,,0,0,0,0,0,5544,8178,6984,8822,13610
846593,"Grinding, sanding or polishing machines for working wood, cork, bone, hard rubber, hard plastics ...",0,0,0,92,0,0,0,4,0,0,,835,1105,1247,555,760,768,334,268,501,565,,7553,9285,8584,6534,4881,3194,3652,3699,4115,3556
846594,"Bending or assembling machines for working wood, cork, bone, hard rubber, hard plastics or ...",0,0,0,0,0,0,0,0,0,0,,758,955,838,651,693,674,203,152,358,104,,1229,539,788,422,793,1170,1061,673,791,549
847420,Crushing or grinding machines for solid mineral substances,64,11,5,252,0,0,0,0,0,0,,39591,54458,64098,56827,58311,79050,105495,137639,73051,93297,,6541,12196,6166,10057,4504,9047,5836,5108,5628,6773
