Product code,Product label,Germany's imports from Australia-Value in 2012,Germany's imports from Australia-Value in 2013,Germany's imports from Australia-Value in 2014,Germany's imports from Australia-Value in 2015,Germany's imports from Australia-Value in 2016,Germany's imports from Australia-Value in 2017,Germany's imports from Australia-Value in 2018,Germany's imports from Australia-Value in 2019,Germany's imports from Australia-Value in 2020,Germany's imports from Australia-Value in 2021,Australia's exports to world- ,Australia's exports to world-Value in 2012,Australia's exports to world-Value in 2013,Australia's exports to world-Value in 2014,Australia's exports to world-Value in 2015,Australia's exports to world-Value in 2016,Australia's exports to world-Value in 2017,Australia's exports to world-Value in 2018,Australia's exports to world-Value in 2019,Australia's exports to world-Value in 2020,Australia's exports to world-Value in 2021,Germany's imports from world- ,Germany's imports from world-Value in 2012,Germany's imports from world-Value in 2013,Germany's imports from world-Value in 2014,Germany's imports from world-Value in 2015,Germany's imports from world-Value in 2016,Germany's imports from world-Value in 2017,Germany's imports from world-Value in 2018,Germany's imports from world-Value in 2019,Germany's imports from world-Value in 2020,Germany's imports from world-Value in 2021
860799,"Parts of rolling stock of heading 8603, 8604, 8605 or 8606, n.e.s.",14,27,29,22,2,5,15,35,10,87,,7243,27937,19050,5309,2067,2453,3082,4320,4254,1762,,432687,483727,441125,394207,418816,499193,574608,583482,637809,749432
640299,Footwear with outer soles and uppers of rubber or plastics (excluding covering the ankle or ...,2,5,7,17,14,14,4,27,49,86,,1797,2489,2836,2190,2559,2440,3012,2984,3627,3070,,1092882,1113930,1235569,1239951,1289688,1344599,1440554,1445501,1361296,1490386
850300,"Parts suitable for use solely or principally with electric motors and generators, electric ...",227,203,424,74,924,176,241,2914,255,86,,37643,31422,24572,12663,16262,23867,46094,41936,20653,34527,,1893121,1983712,2028721,1696955,1825517,1946629,2195122,2217562,2200722,2715552
900490,"Spectacles, goggles and the like, corrective, protective or other (excluding spectacles for ...",207,49,52,20,18,20,47,99,88,85,,13560,13119,12520,11716,10390,7721,7163,8773,17328,9219,,143109,151865,154208,133312,155187,152128,152956,157939,241154,169111
391510,"Waste, parings and scrap, of polymers of ethylene",0,0,0,0,23,0,0,34,37,85,,29056,19067,19149,20019,15003,13341,8605,9047,10756,28523,,76688,82193,106843,92092,95845,76405,64338,73825,70440,110044
482110,"Paper or paperboard labels of all kinds, printed",126,67,31,15,15,35,18,42,56,84,,16667,13830,10986,8797,8692,9507,11496,9335,7325,7135,,197203,204716,232311,205501,218089,219807,229446,235680,227003,226790
841490,"Parts of: air or vacuum pumps, air or other gas compressors, fans and ventilating or recycling ...",1128,204,142,215,89,75,245,108,265,83,,28518,21877,19386,17047,21360,20146,19667,24528,27618,29464,,1261184,1454663,1314132,1021003,1031140,1083973,1098886,957068,849364,999027
410150,"Whole raw hides and skins of bovine """"incl. buffalo"""" or equine animals, whether or not dehaired ...""",0,150,425,0,328,347,1246,0,0,81,,301550,397794,424588,353910,233391,232666,182324,128835,109325,172640,,130786,193362,227011,172285,187105,182807,159088,73638,38228,73632
611120,"Babies' garments and clothing accessories of cotton, knitted or crocheted (excluding hats)",6,14,6,9,11,8,13,14,22,80,,434,442,349,547,615,208,600,755,972,1115,,312885,353414,392532,365665,394101,436450,469894,411494,454940,565505
950651,"Tennis rackets, whether or not strung (excluding table-tennis bats)",6,9,3,6,26,29,0,10,99,80,,116,29,64,37,23,55,33,106,9,370,,17266,18708,17858,13100,26635,27183,30491,30670,34398,35386
940599,"Parts of lamps and lighting fittings, illuminated signs and nameplates and the like, n.e.s.",80,71,67,29,61,108,50,66,48,79,,10556,8421,7396,12786,14459,20750,24091,12799,14378,18798,,195933,197672,231731,216525,216347,212165,226392,205038,170134,217416
870830,"Brakes and servo-brakes and their parts, for tractors, motor vehicles for the transport of ...",946,1490,42,211,76,55,222,171,159,79,,43863,38907,42260,32272,28870,33957,31278,36474,31150,44218,,3406438,3870610,4050300,3407804,3359389,3712709,3780225,3477427,3046349,3584395
900290,"Lenses, prisms, mirrors and other optical elements, mounted, of any material, being parts of ...",622,397,159,118,71,46,81,89,64,79,,8351,7098,3441,6927,4748,5362,7972,6710,10373,6851,,127496,121802,128777,119123,125669,141932,154991,167202,144068,182757
330420,Eye make-up preparations,15,9,164,106,20,114,215,27,36,79,,4508,5317,5639,5912,5182,7099,10411,9393,10476,11646,,244232,300192,302833,278188,320478,345959,368378,314666,248933,282208
843290,"Parts of agricultural, horticultural or forestry machinery for soil preparation or cultivation ...",24,88,47,110,77,10,178,85,139,78,,13612,12223,10999,8792,7476,12934,17012,14425,22961,12476,,253924,281233,262893,216601,237689,296256,315280,296092,299640,401651
401120,"New pneumatic tyres, of rubber, of a kind used for buses and lorries (excluding typres with ...",0,0,0,196,360,1390,356,90,5,78,,5419,3258,3401,3934,4541,4421,3111,2006,2369,742,,1898346,1885591,1855499,1441380,1526551,1493230,1579414,1422724,1280673,1597917
730729,"Tube or pipe fittings of stainless steel (excluding cast products, flanges, threaded elbows, ...",62,66,44,21,24,112,21,33,40,78,,7277,6948,3567,4388,7007,4287,5183,4893,3624,3526,,185798,193930,196154,178976,179815,197967,232282,255980,235406,309658
847290,"Office machines, n.e.s.",4,1,1,1,6,63,23,9,136,78,,2438,2751,760,1197,2031,3828,2406,2887,3420,3411,,221123,234976,268915,239556,268656,259181,341378,304623,283612,285207
850153,"AC motors, multi-phase, of an output > 75 kW",68,1,2268,126,84,13,255,79,37,78,,5645,4378,3641,3647,6030,4414,4631,6271,10982,6826,,341809,354954,347422,274722,282672,332045,362413,427294,352117,465816
842129,Machinery and apparatus for filtering or purifying liquids (excluding such machinery and apparatus ...,85,79,66,85,14,71,37,84,72,78,,14967,19057,15493,15754,12463,16609,15657,20868,19458,23025,,441160,461516,538687,500560,474939,510161,563742,581815,680873,723356
940360,"Wooden furniture (excluding for offices, kitchens and bedrooms, and seats)",27,9,25,25,33,68,22,12,86,77,,7754,8431,7639,6424,7648,6731,7571,8438,6433,7040,,2129999,2145707,2347317,2076755,2056833,2035696,2156326,2130440,2291921,2603676
902910,"Revolution counters, production counters, taximeters, milometers, pedometers and the like (excluding ...",6,12,11,42,290,16,27,66,165,77,,1356,728,1259,2213,3772,1403,1692,2665,1543,1017,,186428,220918,239648,217361,213572,157909,131367,138279,111524,116469
950440,Playing cards,44,1,5,1,1,2,5,6,27,77,,286,301,272,302,1107,1049,668,1348,1982,4901,,39931,51561,42769,46160,67006,96253,107224,106682,135682,250261
391733,"Flexible tubes, pipes and hoses of plastics, not reinforced or otherwise combined with other ...",187,38,32,35,30,47,38,35,44,77,,2921,1692,1088,1328,760,904,1560,2289,1076,1129,,78793,77160,94405,75249,76718,91510,115656,136943,154519,189563
830629,"Statuettes and other ornaments, of base metal, not plated with precious metal (excluding works ...",11,17,3,0,15,17,14,23,38,76,,1272,694,467,615,558,1012,1616,821,365,381,,128910,132217,145434,140845,138838,153172,164148,153286,150379,195961
845150,"Machines for reeling, unreeling, folding, cutting or pinking textile fabrics",0,0,0,120,0,58,146,0,0,76,,896,2238,1162,1679,2355,1476,2010,1277,936,980,,17364,11732,25920,21778,21510,34467,21780,39720,24969,36439
844110,"Cutting machines for making up paper pulp, paper or paperboard (excluding bookbinding machinery ...",0,55,0,0,0,46,0,112,0,76,,1289,2514,9078,2445,2957,7983,3479,6041,5855,4877,,43623,40039,55393,62144,38847,44601,51350,39033,38628,55994
482190,"Paper or paperboard labels of all kinds, non-printed",3,8,56,13,1,11,33,17,191,76,,16026,11417,13798,16636,20289,21847,21593,17734,11497,16174,,61698,68527,75131,64129,68215,71454,75513,76024,77734,77617
920999,"Parts and accessories for musical instruments """"e.g. mechanisms for musical boxes, cards, ...""",15,8,11,24,35,26,17,25,32,75,,1399,1390,1403,867,799,293,573,893,489,975,,49343,48781,54736,53502,54852,59081,61243,65270,57297,54393
340211,"Anionic organic surface-active agents, whether or not put up for retail sale (excluding soap)",1,2,2,44,59,78,23,91,39,75,,4089,4733,2859,2564,2714,2142,1323,1218,1497,3005,,123132,110857,120215,106865,90551,99776,113581,124692,106853,127002
392310,"Boxes, cases, crates and similar articles for the conveyance or packaging of goods, of plastics",66,35,113,102,64,96,231,86,89,75,,20618,18081,13401,13783,13394,13933,12648,12981,11615,14053,,740954,734220,761612,672801,670577,690191,797711,765340,781806,929511
293729,"Steroidal hormones, their derivatives and structural analogues, used primarily as hormones ...""",58,54,76,157,70,47,77,61,50,74,,59,13,181,350,209,93,62,42,346,45,,62129,99791,109950,49912,67488,52490,80033,66359,81844,160866
901290,"Parts and accessories for electron microscopes, proton microscopes and diffraction apparatus, ...",18,54,1,2,137,6,8,29,84,74,,2178,1237,1495,336,1208,1366,1220,2096,538,577,,52079,50881,58281,47615,44639,54999,57756,59717,53982,67176
392330,"Carboys, bottles, flasks and similar articles for the conveyance or packaging of goods, of ...",1729,1690,1018,335,196,171,243,143,40,74,,25828,19973,20835,17945,14496,15824,12017,8909,8029,10711,,611989,650625,651947,596923,598357,646495,745228,693598,667795,721511
732599,"Cast articles of iron or steel, n.e.s. (excluding articles of non-malleable cast iron, and ...",2,16,25,35,36,1,3,4,2,74,,6281,5373,4080,4003,4551,7603,4054,5495,3971,4477,,348655,404467,475391,327538,332672,361100,394170,333096,255197,330299
391990,"Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, whether ...",105,44,21,22,24,22,121,81,70,74,,6394,6835,6230,8275,5074,6423,11266,10460,8422,11376,,717227,726784,777309,695665,710670,703146,731492,709730,712369,848776
902720,Chromatographs and electrophoresis instruments,211,54,17,47,67,49,10,339,120,73,,1404,790,2720,5519,2698,2045,2556,2371,2074,2489,,128821,120022,158464,147727,137686,143012,134080,134746,150142,175322
880211,Helicopters of an unladen weight <= 2.000 kg (excl. unmanned of heading 8806),0,0,42,0,0,31,0,0,0,73,,6594,5692,10081,6248,8393,10259,10085,19188,11850,8645,,17300,12239,23046,11929,10889,13205,24085,24286,65481,27184
901811,Electro-cardiographs,23,21,29,23,48,2,10,4,9,73,,1457,1698,1153,570,612,692,707,1550,1158,1856,,83369,97405,95146,85407,84642,114270,121780,118262,116723,120055
80232,"Fresh or dried walnuts, shelled",0,18,0,0,0,0,0,0,0,73,,313,506,955,965,1446,1328,2297,1130,1095,1392,,165793,177694,227705,263531,228761,277784,344657,257675,318220,267497
821192,"Knives with fixed blades of base metal (excluding straw knives, machetes, knives and cutting ...",1,16,8,3,7,15,21,24,38,72,,395,151,216,254,268,321,367,507,220,291,,95089,83129,98303,83624,93954,87676,101258,87398,96328,136398
902131,Artificial joints for orthopaedic purposes,316,435,118,300,430,1009,1175,724,836,72,,1582,3107,2987,3515,5001,12570,13103,14487,14946,13574,,700515,838742,905805,797511,885509,815930,771999,716488,631659,737850
847910,"Machinery for public works, building or the like, n.e.s.",0,1,155,198,52,39,533,10,0,71,,6732,8167,6477,6348,6994,7999,5924,6954,8873,8573,,77421,78645,75564,70370,81190,85538,91501,91631,64169,68654
391739,"Flexible tubes, pipes and hoses, of plastics, reinforced or otherwise combined with other materials ...",327,82,64,54,34,48,45,19,31,71,,11339,12816,17936,10059,12145,11184,12391,10820,11878,16678,,184046,206633,236032,197382,207975,235685,277717,290567,317218,393657
851712,"Telephones for cellular networks """"mobile telephones"""" or for other wireless networks""""",44,66,164,59,96,352,278,37,81,71,,247504,314963,348177,362750,319031,431587,440484,625809,569068,594944,,10060430,11419398,11483172,11527033,11918336,11975441,12915602,11557092,13565835,12924870
870893,"Clutches and parts thereof, for tractors, motor vehicles for the transport of ten or more persons, ...",51,8,37,20,65,29,81,17,108,70,,6479,6837,6907,7306,8706,13994,16654,23325,16010,15624,,800988,955105,1064355,981260,1068014,1146967,1248360,1096103,989832,1207425
902129,Dental fittings (excl. artificial teeth),111,26,30,104,4,49,34,66,2,70,,3615,6194,7646,6996,7722,8339,8913,10268,13870,12093,,221827,247164,250154,242882,263204,274164,288274,289284,279079,314766
130190,"Lac; natural gums, resins, gum-resins, balsams and other natural oleoresins (excluding gum ...",0,1,0,0,0,0,1,8,63,69,,229,451,572,465,99,409,204,1221,744,92,,30341,31233,28229,21524,25913,27653,24319,19950,20369,26174
711411,"Articles of goldsmiths' or silversmiths' wares or parts thereof, of silver, whether or not ...",2,0,0,0,1,2,5,20,23,68,,1145,281,774,344,2615,844,3917,22,63,539,,14919,9052,7901,4976,4039,2728,2192,3153,4941,10758
961900,"Sanitary towels (pads) and tampons, napkins and napkin liners for babies, and similar articles, ...",0,6,1,0,2,3,1,0,2,68,,44551,31980,19380,11455,23585,12175,24276,24361,23805,20220,,784214,907134,1031258,813139,873518,911232,996640,922114,930405,936790
850450,Inductors (excluding inductors for discharge lamps or tubes),66,79,194,63,9,6,37,6,40,68,,5076,2959,3366,3916,2997,7450,3628,3600,4398,4271,,766327,793269,840558,813955,906787,1026799,1147057,1050874,1069809,1410952
840820,"Compression-ignition internal combustion piston engine """"diesel or semi-diesel engine"""", for ...""",2,176,176,61,116,229,152,143,207,68,,17873,19757,17805,17795,16595,19756,23849,31233,27430,22133,,4917496,5982343,5661919,5113018,4425630,4310738,3738878,3840514,3669021,3210505
851150,Generators of a kind used for internal combustion engines (excluding magneto dynamos and dual ...,9,55,14,15,21,29,58,152,82,68,,11158,10276,9201,6618,7944,5724,8411,7069,7145,8435,,729074,715398,725693,671212,699280,698442,777672,787839,715798,764011
900410,Sunglasses,15,33,25,67,97,131,18,33,78,68,,24535,19947,18828,17591,21276,20065,22674,20580,11962,12597,,250076,262534,304361,285505,318685,301979,336666,357573,310269,371783
845229,"Sewing machines, industrial type (excluding automatic units)",18,27,0,21,36,29,0,20,0,67,,866,346,434,382,294,477,493,563,387,515,,67837,62611,69102,62872,65378,73136,82696,67294,57197,66131
293719,"Polypeptide hormones, protein hormones and glycoprotein hormones, their derivatives and structural ...",5,46,25,59,109,18,22,77,37,67,,347,406,1488,2958,2529,3262,10222,4127,5012,5578,,630879,615654,527803,512836,643032,597025,591045,460831,453491,687206
910221,"Wrist-watches, whether or not incorporating a stop-watch facility, with automatic winding (excluding ...",20,29,37,18,23,42,61,59,29,67,,8362,8706,9607,7706,8634,7867,11869,11279,15294,35626,,586456,648574,652825,626573,607071,630146,654881,643781,607092,724467
830242,"Base metal mountings, fittings and similar articles suitable for furniture (excluding locks ...",13,74,134,20,64,134,38,68,28,67,,3460,3843,3781,2118,2150,1874,1604,2247,1317,2343,,649427,657123,674069,626808,657923,718821,732367,705683,724256,890101
841459,"Fans (excluding table, floor, wall, window, ceiling or roof fans, with a self-contained electric ...",366,288,193,193,114,154,53,82,115,67,,23496,22335,19777,16038,16198,19463,20685,25597,20124,19506,,593277,669206,764129,652734,696326,775550,882256,891148,833635,1051452
640351,"Footwear with outer soles and uppers of leather, covering the ankle (excluding incorporating ...",73,38,83,21,66,35,29,39,97,67,,1506,2425,1694,1717,1952,2095,2364,2985,4610,4710,,109781,148397,172705,141115,146801,213555,343107,224276,125406,104814
853080,"Electrical signalling, safety or traffic control equipment (excluding that for railways or ...",73,48,92,304,111,165,60,134,25,67,,17161,19754,28606,16335,15537,19683,19798,16249,9277,13081,,25622,25152,31848,28334,21220,32190,43228,37078,40593,48085
940130,"Swivel seats with variable height adjustments (excluding medical, surgical, dental or veterinary, ...",55,35,0,5,0,0,0,0,5,67,,3842,2997,1006,856,763,680,946,708,807,1151,,207697,193558,208357,205795,225392,243030,294828,322017,379426,528104
842839,"Continuous-action elevators and conveyors, for goods or materials (excluding those for underground ...",0,1,235,56,38,23,4,399,2,66,,10443,9082,10048,7211,7421,7671,7519,8375,6625,6557,,217153,214531,207072,210826,227685,308696,322333,372053,374853,394722
871499,"Parts and accessories, for bicycles, n.e.s.",26,14,17,9,20,5,21,10,28,66,,3983,2879,3522,2530,3634,5182,5852,10510,4802,7353,,456514,434365,510311,526100,553356,554682,644508,672459,721821,1063543
851840,Audio-frequency electric amplifiers,36,49,38,73,55,30,30,73,131,66,,6430,5314,5718,6841,3471,4753,3723,146526,3062,2772,,270136,291851,369347,353053,362222,374535,364433,315340,314140,355578
392010,"Plates, sheets, film, foil and strip, of non-cellular polymers of ethylene, not reinforced, ...",9,22,41,73,22,24,100,41,62,66,,16884,11020,3752,6030,7508,10453,8667,2804,3835,5145,,929828,1021654,1085224,1000249,1006800,1104646,1146534,996139,940004,1252184
150500,"Wool grease and fatty substances derived therefrom, incl. lanolin",88,141,270,302,346,307,385,461,411,65,,7585,9376,8166,12088,5972,6322,5424,4879,4009,4592,,31300,49888,49767,26595,25903,29927,33939,26259,25565,34891
842131,Intake air filters for internal combustion engines,24,27,63,77,47,26,29,26,25,65,,7615,6256,6947,5972,5785,5360,5428,9421,8069,8887,,151301,168055,178168,159348,165975,180057,207509,207111,191046,260029
821000,"Hand-operated mechanical devices, of base metal, weighing <= 10 kg, used in the preparation, ...",0,0,1,0,1,4,3,28,21,65,,7672,5201,767,936,729,373,545,553,841,1109,,46058,52265,53432,51550,53614,50930,50150,60586,65667,81179
843810,"Bakery machinery and machinery for the industrial preparation or manufacture of macaroni, spaghetti ...",83,0,0,0,9,22,9,0,0,65,,8868,3969,628,3705,4480,3010,1392,928,974,506,,72747,97305,82392,72159,95077,107246,117549,95387,103736,128014
620520,"Men's or boys' shirts of cotton (excluding knitted or crocheted, nightshirts, singlets and ...",10,7,12,8,8,75,180,108,128,64,,6153,5576,5743,4280,4202,4079,4115,3937,4843,6183,,1164341,1192712,1203291,1058832,992882,962128,992982,908887,715525,622382
870710,Bodies for motor cars and other motor vehicles principally designed for the transport of persons,0,7,0,0,0,27,18,20,0,63,,5298,3568,2944,1665,1496,1992,1847,1638,1765,1092,,1693929,1638331,1397199,1402153,1013270,1007962,124833,72825,24270,28162
