Product code,Product label,India's imports from China-Value in 2012,India's imports from China-Value in 2013,India's imports from China-Value in 2014,India's imports from China-Value in 2015,India's imports from China-Value in 2016,India's imports from China-Value in 2017,India's imports from China-Value in 2018,India's imports from China-Value in 2019,India's imports from China-Value in 2020,India's imports from China-Value in 2021,China's exports to world- ,China's exports to world-Value in 2012,China's exports to world-Value in 2013,China's exports to world-Value in 2014,China's exports to world-Value in 2015,China's exports to world-Value in 2016,China's exports to world-Value in 2017,China's exports to world-Value in 2018,China's exports to world-Value in 2019,China's exports to world-Value in 2020,China's exports to world-Value in 2021,India's imports from world- ,India's imports from world-Value in 2012,India's imports from world-Value in 2013,India's imports from world-Value in 2014,India's imports from world-Value in 2015,India's imports from world-Value in 2016,India's imports from world-Value in 2017,India's imports from world-Value in 2018,India's imports from world-Value in 2019,India's imports from world-Value in 2020,India's imports from world-Value in 2021
700510,"Float glass and surface ground or polished glass, in sheets, having an absorbent, reflecting ...",7101,8565,4513,8962,10624,7039,4938,9400,2656,6579,,113438,156233,175721,153563,151922,162216,182089,158211,219983,219411,,63933,58283,71315,81023,87642,124513,140650,128110,74366,114671
640220,"Footwear with outer soles and uppers of rubber or plastics, with upper straps or thongs assembled ...",10272,13253,13421,23527,15096,18302,20825,16524,6871,6548,,1876531,1878514,2215457,2155360,1879294,1872146,1718552,1926279,1922040,1692597,,11412,14819,15391,25612,17802,19994,23002,20955,11200,11101
842010,Calendering or other rolling machines (other than for metals or glass),5928,5688,915,4432,1579,8543,1933,11658,3217,6542,,36358,43726,59471,53634,57723,68707,75485,90623,75718,87863,,22365,18607,10964,10895,26933,26091,20179,38815,13603,25636
300219,"Immunological products, n.e.s. (code possibly empty, preceding subheadings seem exhaustive)",0,0,0,0,0,1730,2333,2813,3843,6538,,0,0,0,0,0,264854,295089,273868,23119,5377,,0,0,0,0,0,35318,51088,55369,57179,63474
903120,"Test benches for motors, generators, pumps, etc.",3056,2088,2766,1612,801,2016,3533,4647,3018,6520,,29576,33440,35930,35976,40996,44958,41665,54347,57307,59026,,38044,32562,40855,35484,34319,48184,65217,59416,101569,105027
390330,"Acrylonitrile-butadiene-styrene copolymers """"ABS"""", in primary forms""""",5586,717,1388,1957,1367,2369,4288,2847,1760,6518,,101694,78840,78781,53300,57927,82778,109434,82797,109559,222402,,120961,147793,154514,159010,153765,197514,243996,196865,133202,293798
680919,"Boards, sheets, panels, tiles and similar articles, of plaster or compositions based on plaster ...",3678,3268,3583,3739,4066,4284,7950,8389,5415,6517,,83697,98986,106710,133221,101651,107805,112745,95621,87762,72061,,11013,10237,12262,18617,18124,23659,34693,41924,16057,21496
340399,"Lubricant preparations, incl. cutting-oil preparations, bolt or nut release preparations, anti-rust ...",11477,6758,5980,5633,5296,4165,5337,5636,3367,6515,,95702,88340,99605,100242,85515,97097,107659,113951,106114,132115,,131584,134534,135447,126554,128472,136730,164279,164833,116538,165902
620462,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of cotton (excluding ...",3228,3881,4721,8022,6336,8372,6942,5132,2332,6473,,7438737,7807497,8439521,7934020,7649329,7172687,6976929,6135882,4701954,5594135,,15557,19077,20643,27199,30259,32297,55488,50279,30136,45004
722550,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, not further ...""",19023,12412,3492,1484,633,342,157,268,3321,6459,,8531,16661,47890,76038,39814,98837,251772,249651,155386,353898,,76525,76692,112440,106203,81658,115751,109159,135625,101225,186970
380290,"Activated kieselguhr and other activated natural mineral products; animal black, whether or ...",2437,2828,2730,2764,3634,3839,4913,3629,3706,6452,,63953,63050,79568,81421,73496,81508,89862,88994,95865,96259,,19769,22519,22248,24464,20808,21155,24218,25228,19056,23866
844832,"Parts and accessories of machines for preparing textile fibres, n.e.s. (other than card clothing)",3922,1329,2697,4663,3697,4610,4864,7085,2635,6447,,17303,24301,29846,30963,29008,34386,36121,31402,24806,39523,,22884,29181,26937,24625,28319,43058,42646,36869,19972,33992
848010,Moulding boxes for metal foundry,5153,3186,4132,4211,4383,6208,8933,8974,3379,6443,,22834,21933,23195,18749,19414,20649,33544,45009,42916,36150,,8878,8718,11191,11620,6395,7511,11671,9864,4036,7432
902810,"Gas meters, incl. calibrating meters therefor",2226,1191,677,861,2407,2692,6638,15255,10407,6425,,33967,33822,45059,37893,45379,44522,82809,84278,99801,115423,,5032,4341,3877,2629,4533,8612,12688,20519,15276,11940
482320,"Filter paper and paperboard, in strips or rolls of a width <= 36 cm, in rectangular or square ...",1666,1507,3841,3836,1996,3038,3268,4287,4730,6421,,111852,98875,115087,120548,85944,99599,84573,103451,101272,97307,,16609,14606,18514,20162,19973,24063,29045,26288,25490,37442
293352,"Malonylurea """"barbituric acid"""" and its salts""""",1016,1818,2097,2348,2625,2972,5390,3586,4227,6408,,9711,10850,12760,13382,12435,13626,18129,11626,11755,16878,,1254,1818,2098,2348,2625,2975,5696,3586,4228,6409
811299,"Articles of niobium """"columbium"""", gallium, indium, vanadium and germanium, n.e.s.""""",352,583,1868,3535,3644,3839,2304,1433,1087,6393,,83683,88564,78859,62268,59442,71511,102924,77370,64380,96778,,5050,5897,7052,8993,6058,13239,21541,7877,6241,12432
830130,"Locks used for furniture, of base metal",3781,4008,4595,3959,3829,5590,6645,7934,3607,6389,,259288,335507,381629,385758,290321,279477,282928,253087,298313,328908,,5143,6277,8267,7422,6568,8975,11791,13188,7355,11781
820231,"Circular saw blades, incl. slitting or slotting saw blades, of base metal, with working parts ...",1735,2226,2595,1633,1615,3761,7223,7065,5647,6381,,159567,161111,171029,155667,144263,160955,166400,179125,150250,167536,,4039,4597,5107,4324,5005,8685,15174,14992,10917,16755
843910,"Machinery for making pulp of fibrous cellulosic material (excluding autoclaves, boilers and ...",1199,525,165,471,2975,1062,3997,2367,11808,6374,,72949,96450,62070,214894,99355,74342,75406,141016,142046,100041,,10271,944,1038,4883,6161,12222,5754,4771,47520,18067
821220,"Safety razor blades of base metal, incl. razor blade blanks in strips",9525,8400,9271,10134,8710,11163,6443,11237,4839,6355,,88790,96994,86552,96612,85071,76721,67190,68176,62466,72863,,33843,42521,42104,35004,34421,41151,45987,42134,31275,42125
741011,"Refined copper foil, not backed, of a thickness of <= 0,15 mm (excluding stamping foils of ...",1893,955,932,1055,800,1810,1509,2640,3844,6349,,361749,405428,278254,130854,118030,204546,245327,258666,306438,385032,,13121,16445,11287,13799,11211,12825,14315,11592,8943,11201
540720,"Woven fabrics of strip or the like, of synthetic filament, incl. monofilament of >= 67 decitex ...",560,254,613,1298,810,1766,876,1686,2064,6299,,132029,161617,174227,171612,190822,198764,207592,195351,196441,245909,,2945,3111,3912,5053,3422,5464,4414,6646,5243,14351
842930,Self-propelled scrapers,17,0,7,229,3,1782,3686,4305,2304,6297,,45261,28134,18757,25209,22231,33700,31278,39524,45757,65668,,927,312,11,242,135,2148,5035,6845,3548,7776
491110,"Trade advertising material, commercial catalogues and the like",3423,2631,4650,4244,3246,5756,4539,5928,3155,6295,,213308,238703,255195,250770,260629,301807,274832,298437,278373,361521,,12969,12881,13624,14470,11727,15155,14745,13750,10409,13636
841840,"Freezers of the upright type, of a capacity <= 900 l",3940,2410,7013,6957,7847,2694,8151,2540,5528,6294,,182797,224372,245959,233013,241590,295180,347685,340520,513875,588533,,14974,11630,16280,15406,15296,8915,16955,10434,15204,15993
282749,Chloride oxides and chloride hydroxides (excluding copper and mercury),2490,2468,2342,1727,1360,3426,7327,6467,4052,6293,,110255,73546,74240,64299,58642,90988,147598,108503,87412,120269,,2953,3452,3471,2071,1526,3565,7649,7423,4946,8036
721790,"Wire of iron or non-alloy steel, in coils, plated or coated (excluding plated or coated with ...",12834,10683,13955,17135,18237,13154,18284,14230,7996,6289,,54102,60738,61277,63019,50133,46954,70389,82804,113079,123673,,48703,38503,43504,43290,42331,39166,48526,32846,20253,21889
847350,"Parts and accessories equally suitable for use with two or more typewriters, word-processing ...",6673,10001,10040,25864,20015,14954,4680,4399,4210,6280,,169851,123100,104310,88612,109835,97451,86582,84295,82637,92974,,25771,28599,13979,36984,24867,19358,18940,18667,13428,29630
842220,Machinery for cleaning or drying bottles or other containers (excluding dishwashing machines),3448,783,3569,1098,1790,2275,760,1377,1193,6269,,13674,18265,30158,29212,36606,39141,42408,44186,39742,52858,,8260,5058,10019,8126,9280,10512,10313,9784,11221,15246
391729,"Rigid tubes, pipes and hoses, of plastics (excluding those of polymers of ethylene, propylene ...",4768,6229,8013,10874,12281,6254,7056,5128,4089,6267,,156297,133241,111352,121969,126424,131102,156041,180112,194350,178961,,22147,24465,24681,27407,29963,30286,40159,35806,32051,49700
581092,"Embroidery of man-made fibres on a textile fabric base, in the piece, in strips or in motifs ...",2670,2142,2270,4489,3518,3818,5329,5932,3341,6246,,958072,935554,926302,765116,672368,707368,724237,791173,471046,613556,,4188,3501,3744,5447,4471,4710,6607,6910,4101,7680
340319,"Lubricant preparations, incl. cutting-oil preparations, bolt or nut release preparations, anti-rust ...",2845,271,131,34,2126,1642,2826,2509,3174,6239,,23182,25524,42888,40556,47609,63879,62692,70630,63159,80290,,47453,34880,46247,51172,52266,67301,77104,65499,54877,107966
560750,"Twine, cordage, ropes and cables, of synthetic fibres, whether or not plaited or braided and ...",602,598,1544,2105,2188,1804,3546,4440,4213,6232,,236283,257432,292530,301756,280242,314311,372604,372235,451831,510111,,4049,4698,6652,7122,6468,8023,11498,14436,10370,15466
293139,"Separate chemically defined organo-phosphorous derivatives, n.e.s.",0,0,0,0,0,375,3368,1656,4790,6227,,0,0,0,0,0,1626583,2130309,1811378,1710320,2864803,,0,0,0,0,0,1437,4934,2980,6455,8076
282739,"Chlorides (excluding ammonium, calcium, magnesium, aluminium, nickel and mercury chloride)",9489,10839,8989,7319,8050,9500,11513,6760,4844,6224,,69082,73372,76399,82741,82397,84113,114932,117869,76458,92125,,21022,20899,20401,27004,23113,30307,41077,40370,38258,44797
551621,"Woven fabrics containing predominantly, but < 85% artificial staple fibres, mixed principally ...",94,182,138,134,95,280,4265,6767,6581,6211,,7186,6286,11615,5034,4731,6699,13024,12479,11767,16285,,99,202,145,170,103,281,4435,6862,6806,6447
960330,"Artists' brushes, writing brushes and similar brushes for the application of cosmetics",1797,1869,2090,3601,3838,4211,6320,5105,3326,6198,,123419,128412,139691,154541,152965,156341,180268,195130,228886,265332,,2763,3193,3416,4700,4959,5549,8156,6823,4230,8204
530919,"Woven fabrics of flax, containing >= 85% flax by weight, dyed, made of yarn of different colours, ...",9285,10785,9178,11617,8241,7240,9444,10850,9087,6182,,123965,132332,139294,153894,145641,137397,208282,225404,169146,215024,,11796,12603,10585,12958,9457,8501,13964,14386,11472,11439
291412,"Butanone """"methyl ethyl ketone""""""""",9555,2954,3795,3875,1166,2415,3549,313,11278,6169,,134702,79835,132145,95909,67789,112490,194555,163794,177372,140695,,46139,35745,49448,39148,25989,43710,65331,28691,41972,54317
551623,"Woven fabrics containing predominantly, but < 85% artificial staple fibres, mixed principally ...",2739,2402,3221,1598,871,1632,1961,3652,1291,6158,,14160,15882,15077,15797,13660,11882,21331,23981,20113,21020,,3222,3031,3682,3562,2732,2656,2465,3916,1592,6336
854150,"Semiconductor devices, n.e.s.",1216,977,5826,1377,1088,835,1449,6287,5006,6156,,615742,546373,631912,851812,640992,591697,708986,574566,368277,401102,,13518,12593,15237,12877,10956,12548,17072,53833,18165,29233
900691,"Parts and accessories for photographic cameras, n.e.s.",1985,2101,666,881,3683,1637,1909,2311,3237,6154,,314740,281771,242414,242195,227825,145360,113883,127380,135727,191141,,7387,4578,2675,2825,7344,3441,3473,4173,4373,8141
847190,"Magnetic or optical readers, machines for transcribing data onto data media in coded form and ...",13022,9906,4957,8009,12712,12385,6531,17870,8658,6147,,487884,486096,522218,579047,633155,579393,590820,582104,499807,572980,,53156,71147,37364,38216,40411,41569,31864,62417,33481,31959
850410,Ballasts for discharge lamps or tubes,14159,13331,9063,9132,8646,9463,6454,5009,6063,6137,,970915,968216,939910,773810,632051,445180,347286,281814,306351,283718,,22329,21371,16896,14643,14219,13538,10862,15166,11382,14100
481029,"Paper and paperboard used for writing, printing or other graphic purposes, of which > 10% by ...",7069,8940,9421,11775,13136,16422,14434,19021,10407,6130,,284278,403427,496856,439450,445439,442322,372871,438078,302049,306162,,15194,18225,18639,21225,27791,41766,48863,68831,34962,49673
830160,"Parts of padlocks, locks, clasps and frames with clasps, incorporating locks, of base metal, ...",4490,4531,8996,9264,6201,6509,6978,6210,5471,6114,,651995,789582,933084,790485,760854,803626,905284,854390,862996,1025319,,22860,25750,42611,46091,46245,47981,41686,31472,24756,43138
844391,"Parts and accessories of printing machinery used for printing by means of plates, cylinders ...",4341,3679,2594,2482,1474,5440,3626,4772,4828,6114,,51596,49442,53461,52427,47477,56284,66948,73243,58704,81373,,23071,20678,15562,17044,18508,22425,25466,24286,18797,24163
903031,"Multimeters for voltage, current, resistance or electrical power, without recording device",1251,1439,1593,1608,1447,1861,2509,2186,2055,6101,,82530,98760,128922,135410,142493,140739,141152,120010,125905,155268,,5581,5544,6156,6547,6256,7678,9593,10161,9293,14527
848630,Machines and apparatus for the manufacture of flat panel displays,2358,189,238,361,641,2134,657,627,539,6080,,26930,51550,98738,71050,129878,139247,119291,51859,88347,111343,,5629,201,303,440,671,2391,2403,1347,805,6845
381121,Prepared additives for oil lubricants containing petroleum oil or bituminous mineral oil,6130,441,702,904,2206,3455,2614,5001,5395,6076,,19691,32647,63074,86954,138667,195922,195769,235655,238800,249256,,113567,127664,127800,124576,136564,158886,178689,203464,164822,212124
853950,"Light-emitting diode """"LED"""" lamps""""",0,0,0,0,0,16447,25463,10117,5472,6070,,0,0,0,0,0,5239203,5707137,5421180,5810853,5455642,,0,0,0,0,0,16759,27760,15320,8437,9731
853225,"Fixed electrical capacitors, dielectric of paper or plastics (excluding power capacitors)",1334,4565,4626,5480,3512,2896,2998,2226,2867,6070,,431329,469121,1125795,838463,473727,458078,483076,451168,479649,597430,,4968,9423,9399,8127,6693,9027,34440,9617,13237,19429
842123,Oil or petrol-filters for internal combustion engines,2246,1208,1659,2276,3755,3215,4025,4078,3989,6053,,553444,679009,717795,641659,613601,685445,705810,692229,676152,850922,,40608,43916,44402,48406,50006,56302,70344,68108,68537,95160
810296,Molybdenum wire,5522,5589,5440,5988,5590,5228,5531,3440,3786,6038,,27955,23949,26351,21062,18608,15749,16331,13791,13369,16102,,10243,9773,10158,9084,7838,8148,10841,5693,6226,9096
570330,"Carpets and other floor coverings, of man-made textile materials, tufted """"needle punched"""", ...""",3801,4580,5924,7707,8053,10721,15517,14615,4937,6021,,756268,879844,995920,961553,990369,1073633,1241185,1153942,1141701,1201848,,14761,15316,20298,21018,21262,23783,35803,42254,29727,46399
740921,"Plates, sheets and strip, of copper-zinc base alloys """"brass"""", of a thickness of > 0,15 mm, ...""",465,353,1803,1309,1752,1813,2773,1774,2051,6018,,57610,52187,52493,44302,41576,49652,66829,57387,50112,148852,,11553,18635,36451,39094,35290,45835,51148,36781,23643,36695
850220,Generating sets with spark-ignition internal combustion piston engine,535,648,250,678,1120,806,889,1657,3664,5983,,1635737,1867557,1785187,1426299,1067089,1188246,1586786,1281136,1550896,1845983,,24385,2927,1702,1750,2511,1620,12202,11141,9281,12488
681019,"Tiles, flagstones, bricks and similar articles, of cement, concrete or artificial stone (excluding ...",1600,113,63,135,114,216,220,2360,783,5982,,125837,265970,485561,772487,637614,1094108,1011156,656410,782911,856282,,2338,871,263,420,606,510,888,3177,2055,9171
291711,"Oxalic acid, its salts and esters (excluding inorganic or organic compounds of mercury)",3283,2104,1532,2483,2680,3397,5652,4307,4120,5981,,73422,59351,67703,65110,54504,72967,105405,112954,94624,109914,,5139,4383,6755,5823,3015,3627,5928,4779,4938,7430
540754,"Woven fabrics of yarn containing >= 85% by weight of textured polyester filaments, incl. monofilament ...",3984,6194,7125,5646,4371,6717,9048,10184,6397,5970,,1182730,1390935,1584716,1479712,1463377,1653603,2061812,2379450,2129527,2503363,,6782,9496,10317,7587,5792,7687,11288,12358,7893,7935
670290,"Artificial flowers, foliage and fruit and parts thereof, and articles made of artificial flowers, ...",4552,4476,4418,5079,5332,6539,9763,11276,3099,5965,,939977,1078484,1261584,1563777,1128899,1662632,1840585,2171981,1842247,2218852,,5068,5026,5063,5396,5748,6756,10320,11782,3228,6261
740929,"Plates, sheets and strip, of copper-zinc base alloys """"brass"""", of a thickness of > 0,15 mm, ...""",8518,7751,9029,7786,7569,9959,9949,6533,4910,5948,,9912,10015,10809,10691,7714,8716,14962,13163,10487,20764,,15904,14174,13773,11158,10446,13266,14170,10056,7150,7270
210690,"Food preparations, n.e.s.",1933,1391,985,1718,2886,3379,4911,5822,6637,5943,,895935,1017101,1084649,1083912,1174307,1243794,1533543,1758847,1963451,2085147,,73540,70071,56292,53783,61739,61135,67836,83066,86407,112264
290531,"Ethylene glycol """"ethanediol""""""""",27322,40,98,69,12,2,8,2453,12,5937,,13924,8427,11528,28247,28585,22475,13047,14274,32261,79972,,694157,827431,941694,798650,791800,1023918,607034,441482,255790,595974
731512,Articulated link chain of iron or steel (excluding roller chain),7925,3106,11823,2778,2951,2882,4399,4739,3788,5930,,22301,28095,38142,52099,63764,85618,116189,128025,126951,193550,,25201,17836,26317,14387,17074,18612,22985,16773,13686,23033
