Product code,Product label,Japan's imports from United States of America-Value in 2012,Japan's imports from United States of America-Value in 2013,Japan's imports from United States of America-Value in 2014,Japan's imports from United States of America-Value in 2015,Japan's imports from United States of America-Value in 2016,Japan's imports from United States of America-Value in 2017,Japan's imports from United States of America-Value in 2018,Japan's imports from United States of America-Value in 2019,Japan's imports from United States of America-Value in 2020,Japan's imports from United States of America-Value in 2021,United States of America's exports to world- ,United States of America's exports to world-Value in 2012,United States of America's exports to world-Value in 2013,United States of America's exports to world-Value in 2014,United States of America's exports to world-Value in 2015,United States of America's exports to world-Value in 2016,United States of America's exports to world-Value in 2017,United States of America's exports to world-Value in 2018,United States of America's exports to world-Value in 2019,United States of America's exports to world-Value in 2020,United States of America's exports to world-Value in 2021,Japan's imports from world- ,Japan's imports from world-Value in 2012,Japan's imports from world-Value in 2013,Japan's imports from world-Value in 2014,Japan's imports from world-Value in 2015,Japan's imports from world-Value in 2016,Japan's imports from world-Value in 2017,Japan's imports from world-Value in 2018,Japan's imports from world-Value in 2019,Japan's imports from world-Value in 2020,Japan's imports from world-Value in 2021
720421,"Waste and scrap of stainless steel (excluding radioactive, and waste and scrap of batteries ...",80543,55758,53369,28196,18846,18113,21411,16226,12039,13382,,804201,742671,676949,641987,442562,429658,324000,346983,276095,341411,,231477,185948,221842,128829,116563,138983,131853,83800,54699,118758
151790,Edible mixtures or preparations of animal or vegetable fats or oils and edible fractions of ...,8747,8254,8652,8459,9487,10643,12536,12709,11944,13354,,419282,417017,414041,363167,361020,367886,359684,336490,345471,388431,,40180,39948,44715,39430,40252,41788,45424,44577,39303,43125
901210,"Electron microscopes, proton microscopes and diffraction apparatus",16307,10977,15381,18442,15401,13905,13696,16200,14192,13235,,187882,189854,194552,174247,124771,137093,146464,122640,85161,74733,,58151,52007,46688,54067,53419,50632,68143,66667,78378,78000
390190,"Polymers of ethylene, in primary forms (excluding polyethylene and ethylene-vinyl acetate  ...",76400,48844,43394,40955,39683,20696,19778,12807,14457,13221,,2269665,2438430,2409341,2373036,2140680,1341900,1091195,1007262,851093,1005712,,517103,472119,552266,375026,395470,62418,54457,35885,32415,37705
340290,"Surface-active preparations, washing preparations, incl. auxiliary washing preparations and ...",19348,20392,19059,21453,21385,19490,18172,15995,14287,13164,,856081,871114,998874,947750,869198,931308,953854,931650,904112,972476,,97432,103719,89373,62076,89573,98174,104996,100801,100172,104615
390740,"Polycarbonates, in primary forms",37952,30134,28882,28461,23419,25019,24983,25749,24960,13131,,1361455,1261947,1383685,1225145,1071930,1127334,1256303,1139173,996059,1121871,,213934,208608,260701,242570,202844,222707,245791,198607,177147,234190
870892,"Silencers """"mufflers"""" and exhaust pipes, and parts thereof, for tractors, motor vehicles ...""",6765,8229,9734,15133,20390,12795,18524,15034,12753,13106,,966347,875085,686949,726346,671205,749370,751641,760224,534028,599449,,114154,103935,121130,125746,125284,135365,181190,167800,130772,153565
51110,Bovine semen,6756,7104,6251,5946,6675,8496,10493,9652,11316,13101,,131194,137623,165305,167305,156367,169997,190306,208468,251637,291613,,12088,11727,10044,9510,11186,11495,13651,13318,15066,17963
901811,Electro-cardiographs,10726,9162,10066,8505,10652,13396,14073,14237,15004,13100,,166436,161495,161428,142574,150989,189150,209671,203024,200415,244532,,25846,25412,29643,29072,32001,33994,34380,40853,36207,34676
300219,"Immunological products, n.e.s. (code possibly empty, preceding subheadings seem exhaustive)",0,0,0,0,0,25231,15325,14294,10032,13099,,0,0,0,0,0,1040202,457965,561785,411079,200530,,0,0,0,0,0,90708,21474,14656,10323,13367
847780,"Machinery for working rubber or plastics or for the manufacture of products from these materials, ...",3213,7425,25507,19424,13753,9705,8596,8952,8421,12962,,232853,239854,291097,315304,320739,344954,338935,284756,240656,337445,,67976,84187,89508,67097,64612,63379,84786,103804,83467,76026
710510,"Dust and powder of diamonds, incl. synthetic diamonds",10110,10871,12085,12528,12030,15967,16579,11408,10584,12896,,87797,77653,80530,67489,63759,73161,74886,62513,56248,63169,,42949,38748,50164,44398,48520,55940,55805,36669,31842,37653
900219,"Objective lenses (excluding for cameras, projectors or photographic enlargers or reducers)",4432,4710,4878,6012,4400,6365,6570,6702,8228,12869,,113739,108116,119461,82667,87856,114580,100638,91708,92139,111135,,456791,371738,459073,365265,315254,323547,343174,346522,282667,304808
940390,"Parts of furniture, n.e.s. (excluding of seats and medical, surgical, dental or veterinary ...",7303,5345,5270,5587,5794,5158,6178,7975,8379,12762,,539769,547862,527161,505868,533471,598125,585227,561026,462707,559759,,572609,600304,584931,504540,515811,505015,503575,516756,494599,583851
731829,"Non-threaded articles, of iron or steel",17001,18051,19037,14880,16496,12155,14849,17956,14513,12736,,394972,427349,454214,428600,432495,484321,503046,478838,402385,449600,,47881,51424,49229,41869,42763,45196,51791,56464,44231,50502
680530,"Natural or artificial abrasive powder or grain, on a base of materials other than woven textile ...",8710,8830,8249,8581,9604,10021,10799,10126,9442,12730,,200980,197129,196193,223983,236798,274601,280671,271954,272249,325154,,21951,23891,26251,19392,21060,22322,23556,23108,22903,29381
391690,"Monofilament of which any cross-sectional dimension > 1 mm, rods, sticks and profile shapes, ...",13851,14790,11078,11522,9158,12399,14858,9765,8927,12722,,148216,145467,171518,165920,157099,168847,192165,182393,176790,222141,,44463,49623,45440,44294,41663,51057,55650,47919,45387,57553
71290,"Dried vegetables and mixtures of vegetables, whole, cut, sliced, broken or in powder, but not ...",15116,13661,11602,13058,12336,11617,10838,13168,14289,12655,,119417,120330,123669,125466,137101,136808,119591,125024,149860,133977,,224857,207462,200155,209237,226626,246635,226747,219015,219407,220955
281830,Aluminium hydroxide,17878,19800,8859,15193,10779,12971,15328,18432,14650,12653,,98119,88146,90426,83444,79008,71422,95581,97800,107662,160662,,174690,162985,202094,199562,177718,207177,269402,214835,170351,190948
330124,"Oils of peppermint """"Mentha piperita"""", whether or not terpeneless, incl. concretes and absolutes""""",14040,10972,12936,13834,16791,11564,10629,11787,13330,12595,,108933,95328,92409,76179,80564,86087,83368,76149,84423,71272,,15285,11955,13653,14504,17802,12855,11760,12394,14354,13638
381190,"Oxidation inhibitors, gum inhibitors, viscosity improvers, anti-corrosive preparations and ...",8257,9258,9199,11459,10681,11843,13304,9271,9606,12534,,602107,625799,678905,619454,510746,584947,668555,659296,609288,1081819,,33004,33160,35326,31791,32515,37882,37835,35310,33183,32558
854089,"Electronic valves and tubes (excluding receiver or amplifier valves and tubes, microwave tubes, ...",13271,9931,14767,11521,9557,8023,7038,10081,5176,12522,,49548,47747,45835,54190,60271,56120,49439,54929,64629,61662,,29181,19198,23909,22971,19099,18866,17433,21362,16165,24895
300431,"Medicaments containing insulin but not antibiotics, put up in measured doses """"incl. those ...""",59110,69969,63100,50958,27261,9059,8226,8691,9504,12501,,287292,294598,285492,264538,259885,239686,195011,249926,362429,374733,,650001,541037,490684,419381,486074,414159,389840,365024,387502,393294
900220,"Filters, optical, being parts of or fittings for instruments, apparatus and appliances, framed ...",8675,8508,8225,8487,7658,8310,9730,8836,10876,12462,,92867,93245,74850,80931,81091,88103,94605,108497,124124,146608,,119838,59373,53873,49708,43612,72026,42381,27190,27400,40196
30743,"Cuttle fish and squid, frozen, with or without shell",0,0,0,0,0,25779,17038,24314,25242,12460,,0,0,0,0,0,144061,121777,94361,102345,128287,,0,0,0,0,0,691875,634594,584882,534098,488675
380892,"Fungicides, put up in forms or packings for retail sale or as preparations or articles (excl. ...",10462,8733,7893,9477,11263,14489,13698,12818,17018,12436,,574479,742580,855792,684785,534520,570472,614080,563491,644833,764553,,128677,118521,111975,103411,111650,112532,106566,105331,107397,105679
710813,"Gold, incl. gold plated with platinum, in semi-manufactured forms, for non-monetary purposes",17909,16343,18696,38926,14944,10693,9809,10042,10479,12402,,208083,206474,217715,233529,149606,205198,162542,217513,300871,397454,,238306,149409,113033,120636,92973,73218,68325,59514,95225,75908
850710,"Lead-acid accumulators of a kind used for starting piston engine """"starter batteries"""" (excluding ...""",7924,8092,9797,9037,8812,9961,12004,11162,10008,12389,,668987,718120,772823,642852,601789,713443,852212,830453,649969,700870,,239213,212489,204272,190106,197854,225809,242126,249869,269314,326313
220300,Beer made from malt,3654,4479,5724,6431,6941,6800,8455,15591,15311,12387,,448439,520474,541893,616722,615212,685533,668077,572933,513327,722204,,68814,68353,64516,60560,59816,60310,55273,66030,58713,63165
293220,Lactones,10432,9709,11256,9692,6599,6975,7983,14499,19099,12346,,125552,111027,121244,143281,155883,112871,142100,173310,172150,154285,,220893,57296,52839,80639,70968,74134,97001,113816,73948,79637
300510,"Adhesive dressings and other articles having an adhesive layer, impregnated or covered with ...",18915,19972,19342,19283,24328,18906,18711,19777,16287,12334,,304523,341934,350563,384779,390809,370006,386965,427016,408523,506038,,60985,76758,85695,88092,112417,105789,116739,116960,111311,118544
80529,Fresh or dried wilkings and similar citrus hybrids,0,0,0,0,0,11611,15355,15100,13339,12309,,0,0,0,0,0,4461,9819,7827,4945,6162,,0,0,0,0,0,12925,16748,16344,15496,15077
700220,"Rods of glass, unworked",3492,2456,3933,9111,10490,22451,19364,11570,9381,12255,,127634,206105,164428,161189,179567,204909,224116,98401,37861,36082,,19615,15085,17752,26870,29683,43836,41554,23559,18731,20941
470610,Pulp of cotton linters,34624,22892,22162,27650,19556,21775,26209,18382,14093,12225,,165788,121644,123460,105500,111484,137247,127865,102724,99861,82324,,45475,33055,32329,38089,29121,36581,41839,30784,24643,27822
190120,"Mixes and doughs of flour, groats, meal, starch or malt extract, not containing cocoa or containing ...",20779,20958,19557,18063,8727,8010,8432,8885,9764,12220,,480248,539198,510054,500433,481563,479132,480126,509753,500484,543713,,123407,121050,124522,112669,103987,116492,107183,102937,106938,119869
846140,"Gear cutting, gear grinding or gear finishing machines, for working metals, metal carbides ...",12100,20405,14803,13008,12657,3946,13494,14171,11876,12195,,88290,111440,78671,52181,57396,57911,72941,46552,37840,39886,,60642,51258,38864,33978,43196,16686,44549,45884,31392,34655
300691,Appliances identifiable for ostomy use,28154,24514,21527,21665,20235,16796,15995,14665,12546,12190,,174745,151974,151547,161660,153744,138914,129815,140831,124621,116751,,59784,48810,64206,62262,67248,67407,70016,71781,76482,72238
292610,Acrylonitrile,0,5228,4196,10528,11539,15103,21999,7804,14139,12163,,1131716,814808,847555,626057,340481,475411,953739,510325,551016,851630,,7288,15164,18222,23173,27893,24695,31938,14442,19338,16529
851680,Electric heating resistors (excluding those of agglomerated coal and graphite),14715,13162,14792,15507,13997,16557,13944,13588,12756,12134,,338531,366692,396036,387940,425582,480644,554191,525941,469060,542331,,161559,158890,161286,167649,170355,191073,203658,207741,192427,221479
842123,Oil or petrol-filters for internal combustion engines,21174,21964,18648,16261,15898,15875,14084,12751,11897,12077,,907973,847681,919471,922326,886983,988376,969547,937014,830159,951545,,131097,142636,158074,149002,145057,155587,170947,175077,157980,184481
560130,Textile flock and dust and mill neps,16656,12703,13719,12507,11098,11814,11667,11805,8900,11995,,50939,54455,57437,57077,54861,53691,61997,49928,35225,39981,,72245,54425,56561,48327,49524,60058,76725,81140,71659,76044
890399,"Outboard motorboats, for pleasure or sports, and rowing boats and canoes, of a length > 7,5 ...",27608,25940,28128,28737,25608,27413,18621,19152,14113,11774,,1046734,828713,820017,664396,654996,742395,797275,805745,690100,835622,,40305,36791,42046,43926,44049,47067,37710,44274,36529,37741
30481,"Frozen fillets of Pacific salmon """"Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus ...""",10374,8031,9561,12840,18370,17306,24397,16271,8841,11773,,30991,23005,34532,38943,55051,74467,82080,76257,66647,80270,,160300,147885,246624,198128,191862,312272,312842,299699,322259,341264
611020,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of cotton, knitted or crocheted ...",7199,6716,8137,7822,6796,7078,7230,9828,8776,11772,,166716,200061,196118,210281,197023,209576,220959,252358,225391,282381,,1240010,1262044,1254106,1176578,1148966,1148335,1308666,1472056,1378745,1536827
390770,"Poly""""lactic acid"""", in primary forms""""",12620,11541,11492,7418,7881,9276,10263,8777,10801,11727,,61493,77720,64308,104184,116465,145314,173877,203807,242966,243757,,12958,11808,11913,8036,8144,9462,10597,11059,18253,16378
851190,"Parts of electrical ignition or starting equipment, generators, etc. of heading 8511, n.e.s.",26891,23849,27188,28504,20184,6576,3881,5620,9316,11636,,483539,432764,346956,264950,248103,206644,189773,184280,149053,179041,,130381,126981,143205,142705,127945,123125,130562,146077,126569,170974
350691,Adhesives based on polymers of heading 3901 to 3913 or on rubber (excluding products suitable ...,17341,19768,17562,19142,19461,17636,17191,15438,11031,11624,,1052760,1042990,1058900,1063517,1033365,1104495,1089048,1054489,996035,1222975,,67780,71473,74227,69463,73422,68110,63081,63014,55011,48500
392330,"Carboys, bottles, flasks and similar articles for the conveyance or packaging of goods, of ...",32373,24845,23516,23505,19043,21476,14488,15875,14458,11605,,766094,740582,728960,724753,687355,659528,706510,704832,682706,734899,,205152,192627,179584,161202,166969,210029,245835,272984,300025,285044
681599,"Articles of stone or of other mineral substances, n.e.s.",15681,12543,13588,15167,14042,17384,15918,11753,11803,11591,,108301,100663,99353,100546,113594,114084,126685,124014,135909,169702,,170785,162824,171890,160411,154175,202036,298859,273580,192703,224614
730723,Butt welding tube or pipe fittings of stainless steel (excluding cast products),3419,4105,3891,4293,6129,6072,7857,5554,7306,11580,,57048,64711,76189,74650,53508,67170,76134,64147,63431,109703,,44461,40231,35981,33491,38681,48692,56329,51029,49562,54544
40811,"Dried egg yolks, whether or not sweetened",8581,12129,9454,9301,9769,9812,12788,9155,8764,11571,,22583,17916,22324,20788,18129,22605,24727,28886,24342,18617,,11903,14553,10866,15579,14950,11820,17830,13263,10467,14931
81190,"Frozen fruit and nuts, uncooked or cooked by steaming or boiling in water, whether or not sweetened ...",25802,21153,20349,18155,14719,12820,12811,13060,12426,11453,,168664,176069,191179,161289,164455,158519,153011,167005,171847,196282,,160316,159882,166559,146595,132672,126682,135890,148376,156698,176200
540232,"Textured filament yarn of nylon or other polyamides, with a linear density of > 50 tex per ...",20178,15629,31887,33361,31360,22390,23372,22342,16939,11451,,188912,179775,199847,191691,186484,164448,146808,131623,78941,62182,,52273,39387,48644,49189,50095,44078,49477,40168,35629,30758
330300,"Perfumes and toilet waters (excluding aftershave lotions, personal deodorants and hair lotions)",20574,21163,19636,22765,23553,21682,22810,18921,11806,11449,,1723523,1839311,1831712,1657055,1698983,1758131,1780071,1661346,1218442,1430062,,234482,210090,202370,205001,217717,234460,248631,253201,191581,192827
283090,"Sulphides (excluding sodium); polysulphides, whether or not chemically defined (excluding inorganic ...",12279,13085,12252,13903,13089,13684,13901,12866,9884,11448,,22559,30814,31880,30102,26119,31903,32248,22555,18609,23383,,20486,20123,20842,22137,21218,24207,23196,19843,15289,22339
850650,Lithium cells and batteries (excluding spent),18402,12066,14652,9353,9854,9602,13526,15798,15960,11395,,372746,370333,393525,369507,349155,414021,404659,442634,418949,457702,,47275,60480,59826,51725,50547,55531,59624,58612,56947,50262
294000,"Sugars, chemically pure (excluding sucrose, lactose, maltose, glucose and fructose); sugar ...",11343,8427,7519,10478,10165,12947,11247,10180,11432,11363,,83700,101088,120764,117781,110788,111651,123429,118681,137726,162833,,117388,97160,100693,98858,107478,101493,105805,107017,95051,118826
852692,Radio remote control apparatus,27603,22875,20110,5881,18649,15077,19694,15365,10592,11319,,265693,354046,477131,489587,468810,498062,509660,485677,363787,391349,,120898,151482,148050,133514,161922,190411,204953,147447,98575,116811
