Product code,Product label,Australia's imports from Viet Nam-Value in 2012,Australia's imports from Viet Nam-Value in 2013,Australia's imports from Viet Nam-Value in 2014,Australia's imports from Viet Nam-Value in 2015,Australia's imports from Viet Nam-Value in 2016,Australia's imports from Viet Nam-Value in 2017,Australia's imports from Viet Nam-Value in 2018,Australia's imports from Viet Nam-Value in 2019,Australia's imports from Viet Nam-Value in 2020,Australia's imports from Viet Nam-Value in 2021,Viet Nam's exports to world- ,Viet Nam's exports to world-Value in 2012,Viet Nam's exports to world-Value in 2013,Viet Nam's exports to world-Value in 2014,Viet Nam's exports to world-Value in 2015,Viet Nam's exports to world-Value in 2016,Viet Nam's exports to world-Value in 2017,Viet Nam's exports to world-Value in 2018,Viet Nam's exports to world-Value in 2019,Viet Nam's exports to world-Value in 2020,Viet Nam's exports to world-Value in 2021,Australia's imports from world- ,Australia's imports from world-Value in 2012,Australia's imports from world-Value in 2013,Australia's imports from world-Value in 2014,Australia's imports from world-Value in 2015,Australia's imports from world-Value in 2016,Australia's imports from world-Value in 2017,Australia's imports from world-Value in 2018,Australia's imports from world-Value in 2019,Australia's imports from world-Value in 2020,Australia's imports from world-Value in 2021
293624,"D-Pantothenic or DL-pantothenic acid """"Vitamin B3 or B5"""" and their derivatives, used primarily ...""",0,0,0,0,0,0,0,0,0,0,,36,8,5,0,19,1239,2008,2384,1724,101,,2731,2161,2602,3349,5064,7454,9003,7486,10438,5209
293629,"Vitamins and their derivatives, used primarily as vitamins, unmixed (excluding vitamins A, ...",0,0,0,0,0,0,0,0,779,0,,148,196,26,892,695,506,1382,778,1796,476,,9544,10668,11687,17683,16775,13830,14776,13922,16691,14763
293750,"Prostaglandins, thromboxanes and leukotrienes, their derivatives and structural analogues, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,224,195,242,372,192,405,278,124,764,1347
521011,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,0,0,7,0,3,0,0,0,,587,410,527,634,923,609,350,1822,2036,5139,,105,72,17,34,25,19,11,12,7,13
521112,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,0,0,841,549,175,935,1362,5524,2299,5308,,165,70,0,40,111,159,269,149,113,252
521224,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,0,0,0,0,0,0,0,,5,0,0,6,3,0,0,2,22,23,,365,225,147,111,85,103,96,116,81,185
530130,"Flax tow and waste, incl. yarn waste and garnetted stock",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,31,2870,,13,0,0,2,21,0,8,7,5,16
530210,"True hemp """"Cannabis sativa L."""", raw or retted""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,12,221,1,0,0,0,0,0,22,17
530720,"Multiple """"folded"""" or cabled yarn of jute or of other textile bast fibres of heading 5303""""",0,0,0,0,0,0,0,0,0,0,,2,5,9,24,12,7,27,7,12,16,,33,12,26,88,21,31,11,39,46,54
530810,"Coconut """"coir"""" yarn""""",0,0,0,0,0,0,0,0,0,0,,1,35,0,26,40,159,1355,1370,540,98,,358,219,149,337,81,36,277,53,33,35
540233,Textured filament yarn of polyester (excluding that put up for retail sale),0,0,3,0,0,0,0,0,0,0,,180645,187937,171213,134667,109458,134907,154309,130682,139588,190009,,16244,20397,18024,14109,16363,17514,18251,25033,27243,32438
540248,"Filament yarn of polypropylene, incl. monofilament of < 67 decitex, single, untwisted or with ...",0,0,0,4,0,0,0,0,0,0,,293,220,21,10,0,12,181,232,250,2656,,504,453,885,1042,1233,1158,1386,1134,674,806
540261,"Multiple """"folded"""" or cabled filament yarn of nylon or other polyamides, incl. monofilament ...""",0,0,0,0,0,0,0,0,0,0,,246,667,173,352,278,1731,2496,2736,1457,3063,,582,699,501,364,479,326,4071,3983,4149,3518
540333,"Filament yarn of cellulose acetate, incl. monofilament of < 67 decitex, single (excluding sewing ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,3,33,112,158
540341,"Multiple """"folded"""" or cabled filament yarn of viscose rayon, incl. monofilament of < 67 decitex ...""",0,0,0,0,0,0,0,0,0,0,,0,0,7,76,201,372,231,42,138,667,,93,229,131,28,25,36,20,7,20,4
511111,Woven fabrics containing >= 85% carded wool or carded fine animal hair by weight and weighing ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,62,182,240,18,55,0,248,,114,231,173,156,62,156,114,151,91,99
520210,"Cotton yarn waste, incl. thread waste",0,0,0,0,0,0,0,0,0,0,,1719,1471,1028,3346,3510,3127,758,437,694,195,,0,0,0,0,0,0,0,1,0,2
520419,"Sewing thread, containing predominantly, but < 85% cotton by weight (excluding that put up ...",0,0,0,0,0,5,0,0,0,0,,19,59,652,25,20,33,31,10,44,3945,,20,8,12,20,16,5,23,14,2,2
520532,"Multiple """"folded"""" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by ...""",0,0,0,0,0,0,0,0,0,0,,10776,21590,13020,15814,17078,18380,13673,13821,11782,12483,,95,242,22,24,62,32,14,12,42,72
520541,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",0,0,0,0,0,0,0,0,0,0,,1652,0,18,126,18,0,9,131,30,57,,64,46,40,66,22,17,19,27,52,22
520548,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,704,1967,1339,4457,13973,14830,,90,2,2,0,0,0,13,2,1,0
520614,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres ...""",0,0,0,0,0,0,0,0,0,0,,134,1476,2777,1357,900,1167,2125,569,567,9980,,0,0,10,0,0,0,0,0,9,17
520625,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,28,271,86,329,1494,71,,0,6,0,0,0,4,0,0,0,0
520842,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 ...",0,0,1,0,0,0,1,0,0,0,,42,22,66,1429,108,3529,4038,4912,5186,11409,,1251,1252,956,1195,717,851,606,491,343,360
520849,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, made ...",0,0,0,0,0,0,0,0,0,0,,0,5,391,4092,7390,16506,26681,27448,16711,14940,,599,292,322,217,238,244,159,133,85,176
520931,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, ...",0,0,0,0,0,0,3,0,0,0,,0,1047,891,2497,3598,987,1821,5750,2780,756,,1975,1635,1291,1578,1100,829,1054,825,493,492
540753,"Woven fabrics of yarn containing >= 85% by weight of textured polyester filaments, incl. monofilament ...",0,0,0,0,10,0,0,0,5,0,,2,7,15,49,5238,4152,5556,6435,3689,6364,,1801,1381,2259,1763,3060,2326,2527,2530,2990,3230
540822,"Woven fabrics of yarn containing >= 85% artificial filament by weight, incl. monofilament of ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,46,86,33,52,257,37,229,,1494,1640,2062,1934,1553,1161,1155,1145,746,1410
540831,"Woven fabrics of yarn containing predominantly, but < 85% artificial filament by weight, incl. ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,1,168,,,101,246,194,158,214,71,67,69,32,23
550140,"Synthetic filament tow as specified in Note 1 to chapter 55, of polypropylene",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,0,0,0,0,0
550932,"Multiple """"folded"""" or cabled yarn containing >= 85% acrylic or modacrylic staple fibres by ...""",0,0,0,0,0,0,0,0,0,0,,1405,1155,723,183,440,500,278,641,1100,2771,,2374,2557,2821,3260,2183,1785,842,621,1221,1043
550942,"Multiple """"folded"""" or cabled yarn containing >= 85% synthetic staple fibres by weight (excluding ...""",0,0,0,0,0,0,0,0,0,0,,67,67,71,53,53,37,960,935,271,2,,1126,715,1034,317,776,726,951,61,84,21
550969,"Yarn containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, other ...",0,0,0,0,0,0,0,0,0,0,,10286,20114,20747,26391,25248,2162,3686,2568,4880,2827,,565,550,429,451,490,953,230,143,195,130
551012,"Multiple """"folded"""" or cabled yarn containing >= 85% artificial staple fibres by weight (excluding ...""",0,0,0,0,0,0,0,0,0,0,,576,0,60,49,101,2,244,480,787,1,,625,283,229,198,333,230,285,337,243,355
551329,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,127,12,545,325,784,502,571,469,1396,2154,,1426,907,895,916,441,378,149,195,177,125
551429,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,0,0,0,0,0,1,0,0,0,,101,174,376,504,340,455,1173,1467,1756,30,,2064,1406,1131,820,262,288,387,290,297,342
551442,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,44,5,21,30,382,83,597,,26,0,1,3,7,0,2,6,2,43
551443,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,38,3,1,1,1,0,1,,91,81,13,15,213,191,20,2,0,2
551613,"Woven fabrics containing >= 85% artificial staple fibres by weight, made of yarn of different ...",0,0,0,0,0,0,0,0,0,0,,0,0,27,7,5,19,203,6,1053,1824,,157,110,104,100,100,99,59,86,51,84
551642,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,51,3,239,5,264,80,1,1,25,10,,75,157,60,90,55,67,117,187,96,92
551644,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,12,0,0,0,0,0,2,,7,372,339,367,78,114,58,81,53,16
480459,"Kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular ...",0,0,4,0,0,0,0,2,0,0,,7,1,31,20,84,154,251,13474,28398,21151,,146,184,202,49,157,167,335,441,817,556
480540,"Filter paper and paperboard, in rolls of a width > 36 cm or in square or rectangular sheets ...",0,0,0,0,0,0,0,0,0,0,,96,131,95,47,75,49,38,55,26,5,,4245,3806,3415,3149,3067,3500,3487,3424,3945,4285
480640,"Glassine and other glazed transparent or translucent papers, in rolls of a width > 36 cm or ...",0,0,0,0,0,3,9,0,0,0,,273,115,116,192,115,55,54,35,53,227,,15542,13864,10070,11309,7259,4805,5370,5062,4779,5858
441873,"Flooring panels, assembled, of bamboo or with at least the top wear layer of bamboo",0,0,0,0,0,0,0,2,0,0,,0,0,0,0,0,0,7532,2014,298,552,,0,0,0,0,0,8392,8537,4584,1888,1086
442190,"Other articles of wood, n.e.s.",2676,2915,3371,3153,2686,0,0,0,0,0,,62903,77549,91177,89664,75945,97509,0,0,0,429,,73809,82385,80880,80701,73044,0,0,0,0,0
450200,"Natural cork, debacked or roughly squared, or in square or rectangular blocks, plates, sheets ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,2,10,26,3,10,4,3,50,75,53
470692,"Chemical pulp of fibrous cellulosic material (excluding that of bamboo, wood, cotton linters ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,537,916,2561,1754,2109,1169,2072,741,759,919
480411,"Unbleached kraftliner, uncoated, in rolls of a width > 36 cm",0,0,0,0,0,0,0,0,0,0,,16,16,33,19,1535,339,1150,330,513,9953,,52632,39617,39113,35832,36676,33420,28304,24473,23334,28520
401192,"Pneumatic tyres, of rubber, new, of a kind used on agricultural or forestry vehicles and machines ...""",1,0,0,1,0,0,0,0,0,0,,1515,1630,1832,2344,2339,3337,0,0,0,1670,,17130,13546,18972,15319,11094,0,0,0,0,0
490210,"Newspapers, journals and periodicals, whether or not illustrated or containing advertising ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,179,364,96,87,104,77,1,,72,47,39,87,23,26,199,267,144,4
490510,"Globes, printed (excluding relief globes)",0,0,0,0,0,0,0,0,0,0,,0,0,26,0,0,2,93,31,17,208,,1625,1102,1266,1224,1037,1658,1848,950,628,813
490599,"Maps and hydrographic or similar charts of all kinds, incl. atlases, wall maps and topographical ...",0,0,0,0,0,0,0,0,0,0,,1,0,0,2,1,27,7,2,1,13,,2193,2004,2705,2201,2570,1745,1355,752,500,415
490700,"Unused postage, revenue or similar stamps of current or new issue in the country in which they ...",0,0,0,0,0,0,9,329,36,0,,64,1,13484,3,63,48,58,1672,33,1431,,3757,6787,7617,4992,7217,1288,6774,14675,4802,3486
440325,"Coniferous wood in the rough, of which the smallest cross-sectional dimension is =>15 cm, whether ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,0,0,198,,0,0,0,0,0,0,0,20,0,31
440397,"Poplar and aspen """"Populus spp."""" in the rough, whether or not stripped of bark or sapwood, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
440399,"Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared (excluding ...""",0,0,0,3,0,0,0,0,0,0,,51542,93658,36472,22802,14778,16180,3555,494,210,6984,,65,205,91,52,12,1485,41,14,18,181
440797,"Poplar and aspen """"Populus spp."""", sawn or chipped lengthwise, sliced or peeled, whether or ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,19,104,,,0,0,0,0,0,61,44,19,28,6
441113,"Medium density fibreboard """"MDF"""" of wood, of a thickness >?5?mm but <=?9?mm""""",0,0,1,2,1,0,1,1,1,0,,5734,12027,7748,6875,6819,10384,6527,7476,7959,16392,,5087,6063,5277,5571,4583,8758,13252,11580,16554,19292
410449,"Hides and skins of bovine """"incl. buffalo"""" or equine animals, in the dry state """"crust"""", ...""",0,0,0,0,0,0,3,0,0,0,,3496,7700,27571,13697,7461,7248,6468,7205,194,16198,,6543,630,2773,6371,3034,1648,1773,1195,182,19
410719,"Leather """"incl. parchment-dressed leather"""" of the whole hides and skins of bovine """"incl. ...""",31,0,30,0,0,0,0,0,0,0,,40,25,1101,2405,4560,2577,2998,3132,4704,18362,,2866,2510,2848,2121,1573,1148,1051,471,464,1405
411310,"Leather further prepared after tanning or crusting """"incl. parchment-dressed leather"""", of ...""",0,0,0,0,0,0,0,0,7,0,,156,855,876,1022,1401,420,941,1188,409,752,,369,392,481,796,622,1001,555,1734,618,734
430219,"Tanned or dressed furskins, whole, with or without heads, tails or paws, not assembled (excluding ...",0,289,927,846,568,417,181,58,82,0,,4622,5841,10058,17414,2923,3418,2536,2380,695,109,,12360,11445,13331,13161,12366,8548,7741,5021,6638,8017
430390,"Articles of furskin (excluding articles of apparel, clothing accessories and goods of chapter ...",0,0,9,136,391,195,142,58,37,0,,170,417,878,895,1666,961,581,171,182,1535,,17837,19522,17609,16590,16303,15603,14482,10957,10276,12013
401034,"Endless transmission belts of trapezoidal cross-section """"V-belts"""", of vulcanised rubber, ...""",0,0,0,0,0,0,0,0,0,0,,6,4,3,4,5,4,8,19,9,70,,1132,1251,1215,1154,1023,1333,1193,1194,1190,1484
401036,"Endless synchronous belts, of vulcanised rubber, of an outside circumference > 150 cm but <= ...",0,0,0,0,0,0,0,0,0,0,,8,2,11,14,4,4,9,7,12,55,,920,807,1135,1036,815,705,606,497,515,573
392340,"Spools, cops, bobbins and similar supports, of plastics",0,0,0,0,0,0,0,0,0,0,,1188,956,759,549,461,534,549,1324,1328,5085,,363,382,258,236,368,446,616,613,595,567
400299,"Synthetic rubber and factice derived from oils, in primary forms or in plates, sheets or strip ...""",0,0,1,0,0,0,0,0,0,0,,830,347,5156,718,989,1864,2304,3307,3029,3281,,7026,7987,7217,7079,5298,7343,8444,6398,3716,3965
400599,"Compounded, unvulcanised rubber in primary forms (excluding solutions and dispersions, those ...",0,0,0,0,0,0,0,0,0,0,,308084,41693,18819,120891,6403,707,2804,1529,1605,580,,1626,1619,1722,1444,2081,1358,1140,1194,3407,2963
400819,"Rods and profile shapes, of cellular rubber",0,0,0,0,0,0,0,0,0,0,,2429,1319,1485,1669,1805,1573,1971,1570,833,609,,2450,3093,1919,2478,1244,1527,1477,1353,1133,1293
30495,"Frozen meat, whether or not minced, of fish of the families Bregmacerotidae, Euclichthyidae, ...""",0,0,0,0,0,0,62,0,0,0,,94,53,0,0,0,9,0,47,0,5306,,70,27,75,219,393,2078,2970,2325,1817,1866
30497,"Frozen meat, whether or not minced, of rays and skates """"Rajidae""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,865,78,82,,,0,0,0,0,0,0,0,0,0,1
30510,"Flours, meals and pellets of fish, fit for human consumption",7,3,10,9,13,4,0,0,0,0,,1215,4396,198,592,655,2329,792,506,309,85,,121,202,153,176,190,220,353,71,70,114
30532,"Fillets, dried, salted or in brine, but not smoked, of fish of the families Bregmacerotidae, ...",0,0,0,0,0,0,0,0,0,0,,21,0,0,0,0,0,0,0,0,57,,6,68,32,2,3,101,59,74,144,151
30471,"Frozen fillets of cod """"Gadus morhua, Gadus ogac, Gadus macrocephalus""""""""",0,0,0,0,0,0,0,0,0,0,,12149,11138,11616,14432,18248,26330,30672,35463,40237,21733,,649,541,742,1454,1411,613,1302,1840,2300,1671
30771,"Live, fresh or chilled, even in shell, clams, cockles and ark shells """"families Arcidae, Arcticidae, ...""",0,0,0,0,0,0,0,0,0,0,,20,3,85,285,437,217,398,223,682,541,,405,847,1102,1160,1213,965,897,838,204,0
30788,"Smoked, dried, salted or in brine, even in shell, stromboid conchs """"Strombus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,8,,0,0,0,0,0,0,3,12,0,4
30819,"Smoked, frozen, dried, salted or in brine, sea cucumbers """"Stichopus japonicus, Holothurioidea""""""""",1,0,0,2,0,0,0,0,0,0,,215,24,342,168,816,1314,1084,758,506,8034,,536,2486,2242,3714,3657,3628,3961,2797,1489,729
30822,"Frozen sea urchins """"Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,23,34,3,,0,0,0,0,0,45,8,43,108,248
30829,"Smoked, frozen, dried, salted or in brine, sea urchins """"Strongylocentrotus spp., Paracentrotus ...""",0,0,0,0,0,0,0,0,0,0,,0,5,10,0,0,0,0,0,0,2,,30,79,109,222,311,52,34,26,186,44
40140,"Milk and cream of a fat content by weight of > 6% but <= 10%, not concentrated nor containing ...",0,0,0,0,0,0,0,0,0,0,,22,0,14,5,17,178,155,108,8,,,623,79,97,39,20,0,0,2,7,0
40291,"Milk and cream, concentrated but unsweetened (excluding in solid forms)",0,0,0,0,0,0,0,0,0,0,,2,4,1,0,2,3,4,0,0,17,,717,856,1693,770,13561,2132,1165,1138,2158,5398
40610,"Fresh cheese """"unripened or uncured cheese"""", incl. whey cheese, and curd""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,23,0,0,0,23,,2868,2161,2440,1656,38428,54815,29149,21133,20750,23696
40620,"Grated or powdered cheese, of all kinds",0,0,0,0,0,0,0,0,0,0,,0,14,0,0,9,3,80,1,2,,,55124,48565,59218,60565,63464,66528,53174,50868,61143,50356
40711,"Fertilised eggs for incubation, of domestic fowls",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,30,0,0,78,,1099,718,1018,845,1939,1210,750,1775,2582,3093
40790,"Birds' eggs, in shell, preserved or cooked",0,0,0,0,0,0,0,0,0,0,,4033,1515,3597,2950,2543,2030,1633,660,590,1451,,506,341,571,617,794,1366,1559,1638,1959,1704
50210,"Pigs', hogs' or boars' bristles and waste of such bristles",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,68,28,0,0,,,0,46,19,0,46,2,2,0,0,0
50290,Badger and other brush making hair and waste thereof,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,,,0,0,0,1,4,10,0,6,2,4
10221,Pure-bred cattle for breeding,0,0,0,0,0,0,0,0,0,0,,0,0,777,59,0,19,0,0,99,1182,,0,0,0,0,0,0,0,0,0,0
10410,Live sheep,0,0,0,0,0,0,0,0,0,0,,9,0,0,0,0,0,0,0,0,,,400,255,22,242,137,0,0,0,0,0
10420,Live goats,0,0,0,0,0,0,0,0,0,0,,0,0,29,10,0,0,0,0,0,,,0,0,0,22,0,0,0,0,0,0
10613,Live camels and other camelids [Camelidae],0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
20120,"Fresh or chilled bovine cuts, with bone in (excluding carcases and 1/2 carcases)",0,0,0,0,0,0,0,0,0,0,,6,7,2,5,7,1,4,0,1,,,0,49,60,31,98,156,74,42,205,14
20441,Frozen sheep carcases and half-carcases (excluding lambs),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,6,0,0,,,293,45,11,145,0,0,0,0,235,135
20622,Frozen edible bovine livers,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,36,116,67,48,112,0,0,46,0,0
20713,Fresh or chilled cuts and edible offal of fowls of the species Gallus domesticus,0,0,0,0,0,0,0,0,0,0,,23,5,2,2,2,5,1,0,0,3,,0,2,4,0,0,11,0,0,0,0
20726,Fresh or chilled cuts and edible offal of turkeys of the species domesticus,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
20741,"Fresh or chilled domestic ducks, not cut in pieces",0,0,0,0,0,0,0,0,0,0,,1,2,0,1,0,0,3,0,0,,,0,0,0,0,0,0,0,0,0,0
20743,"Fatty livers of domestic ducks, fresh or chilled",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,13,0,0,0,0,0,0,11
30111,Live ornamental freshwater fish,0,0,0,0,0,0,0,0,0,0,,2461,2481,2955,3396,3545,3186,3601,3714,4897,7834,,1853,1937,1649,2375,2735,2594,2650,2697,3522,3998
30193,"Live carp (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys ...",0,0,0,0,0,0,0,0,0,0,,0,0,1,29,58,274,964,481,2,205,,0,0,0,0,0,0,0,0,0,0
30195,"Live southern bluefin tunas """"Thunnus maccoyii""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
30231,"Fresh or chilled albacore or longfinned tunas """"Thunnus alalunga""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,31,0,0,2,,,16,19,4,1,0,8,3,11,2,0
30243,"Fresh or chilled sardines """"Sardina pilchardus, Sardinops spp."""", sardinella """"Sardinella ...""",14,0,0,0,0,0,0,0,0,0,,30,0,0,0,0,0,2,8,0,1,,63,272,405,214,18,34,55,33,4,0
30245,"Fresh or chilled jack and horse mackerel """"Trachurus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,12,0,0,255,0,0,3,16,335,47,,2,0,0,0,0,0,0,0,0,0
30251,"Fresh or chilled cod """"Gadus morhua, Gadus ogac, Gadus macrocephalus""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,326,247,29,0,0,76,81,0,0,0
30291,"Fresh or chilled fish livers, roes and milt",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,8,,0,0,0,0,0,45,8,30,1,16
30325,"Frozen carp """"Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys ...""",0,0,0,0,0,6,0,0,0,0,,6,0,65,21,86,273,37,471,1035,624,,172,74,125,403,260,233,79,46,491,429
30351,"Frozen herrings """"Clupea harengus, Clupea pallasii""""""""",0,0,0,0,0,0,0,0,0,0,,48,249,1306,27,183,90,256,42,137,100,,2,638,206,20,798,15,21,1,14,0
30391,"Frozen fish livers, roes and milt",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1897,2094,792,779,,0,0,0,0,0,1222,1034,1261,1195,1723
80810,Fresh apples,0,0,0,0,0,0,0,0,1,0,,146,414,138,77,306,282,14,45,104,953,,631,850,1992,1535,1633,2308,1239,968,2477,2770
81120,"Frozen raspberries, blackberries, mulberries, loganberries, black-, white- or red currants ...",0,0,0,5,6,2,0,0,0,0,,26,18,0,11,6,2,0,0,11,16,,19868,26874,37178,35708,38379,35963,26974,25753,31427,40052
81400,"Peel of citrus fruit or melons, incl. watermelons, fresh, frozen, dried or provisionally preserved ...",0,0,0,0,0,0,0,0,0,0,,8,13,2,10,106,1735,134,22,17,86,,342,255,499,617,281,235,356,476,405,331
90300,Mate,0,0,0,0,0,0,0,0,0,0,,0,0,0,5,0,1,0,0,0,21,,186,347,188,260,319,226,159,227,408,434
121292,"Locust beans """"carob"""", fresh, chilled, frozen or dried, whether or not ground""""",0,0,0,0,0,0,0,0,0,0,,0,0,1,1,0,2,5,1,0,,,22,27,52,40,54,100,70,91,100,78
120750,"Mustard seeds, whether or not broken",0,0,0,0,0,0,0,0,0,0,,0,0,0,49,0,2,0,0,0,,,1247,1530,1539,1530,1471,1333,1210,1175,1276,1544
120810,Soya bean flour and meal,0,0,0,22,0,0,0,0,0,0,,26,1,0,2,0,49,5,2,1,3385,,1421,1569,2851,1760,1454,1937,2235,4261,3871,2623
100191,"Seed of wheat and meslin, for sowing (excluding durum)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,8,13,8,0,73,0,0,116267,114109,0
100290,Rye (excluding seed for sowing),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
100490,Oats (excluding seed for sowing),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,4,0,35,2,9,40,13,27,79,10
100510,Maize seed for sowing,0,0,0,0,0,0,0,0,0,0,,5407,8190,8374,998,2121,6025,6299,4545,6362,5451,,827,1060,1140,544,408,584,2208,4383,1451,3499
