Product code,Product label,Australia's imports from China-Value in 2012,Australia's imports from China-Value in 2013,Australia's imports from China-Value in 2014,Australia's imports from China-Value in 2015,Australia's imports from China-Value in 2016,Australia's imports from China-Value in 2017,Australia's imports from China-Value in 2018,Australia's imports from China-Value in 2019,Australia's imports from China-Value in 2020,Australia's imports from China-Value in 2021,China's exports to world- ,China's exports to world-Value in 2012,China's exports to world-Value in 2013,China's exports to world-Value in 2014,China's exports to world-Value in 2015,China's exports to world-Value in 2016,China's exports to world-Value in 2017,China's exports to world-Value in 2018,China's exports to world-Value in 2019,China's exports to world-Value in 2020,China's exports to world-Value in 2021,Australia's imports from world- ,Australia's imports from world-Value in 2012,Australia's imports from world-Value in 2013,Australia's imports from world-Value in 2014,Australia's imports from world-Value in 2015,Australia's imports from world-Value in 2016,Australia's imports from world-Value in 2017,Australia's imports from world-Value in 2018,Australia's imports from world-Value in 2019,Australia's imports from world-Value in 2020,Australia's imports from world-Value in 2021
621710,"Made-up clothing accessories, of all types of textile materials, n.e.s. (excluding knitted ...",5744,4863,5017,4384,5703,6141,6723,7706,5399,7436,,238878,237273,233675,282338,252974,249099,245595,266726,251657,308883,,8985,8212,8162,6846,8777,9377,9526,10841,9263,12050
846150,"Sawing or cutting-off machines, for working metals, metal carbides or cermets (excluding machines ...",4445,4337,4385,4364,3798,5007,4360,4160,4921,7419,,184683,193689,283195,216897,211886,202526,234355,275511,283684,321978,,21772,23564,23586,21799,20253,27507,25279,24450,21565,29377
820190,"Scythes, sickles, hay knives, timber wedges and other hand tools of a kind used in agriculture, ...",3831,4424,4864,3801,3274,4801,4509,4849,5857,7415,,77840,82702,96242,100311,93394,102306,89323,92547,105548,137010,,6621,7195,7271,6324,5404,7555,6206,6529,8536,10826
841229,Hydraulic power engines and motors (excluding hydraulic turbines and water wheels of heading ...,4496,8737,4899,3838,6271,4849,6500,13227,16474,7412,,204435,220828,262221,257629,234905,240090,288928,307246,267918,368775,,110663,84379,90475,72531,85952,79608,83666,88808,88277,82059
320820,"Paints and varnishes, incl. enamels and lacquers, based on acrylic or vinyl polymers, dispersed ...",391,216,559,592,3045,4436,5250,4763,5952,7406,,75637,100637,129420,147680,119668,111993,141514,135221,158323,123421,,33294,27929,31705,31349,31732,34753,41723,38562,38205,47227
848420,Mechanical seals,2214,3156,4287,4291,4131,4655,5877,6022,6190,7406,,138320,124632,136408,128020,120267,129561,147204,145782,139459,154436,,52737,54526,56773,54173,52393,65285,57171,63278,65096,64560
821191,"Table knives having fixed blades of base metal, incl. handles (excluding butter knives and ...",3780,3295,4206,4158,3826,4104,4290,3374,4416,7403,,36131,45557,75396,123355,105202,102996,106872,108948,96816,157886,,6557,5537,7211,6841,5528,5437,5601,4890,5707,9506
290339,"Fluorinated, brominated or iodinated derivatives of acyclic hydrocarbons (excluding ethylene ...",2940,1092,2655,2579,2824,9957,9284,6965,5649,7365,,889713,660551,630523,753865,812870,1094723,1367621,1120958,788514,1102750,,37125,6729,8215,8548,8582,17813,15885,12340,10014,11328
902750,"Instruments and apparatus for physical or chemical analysis, using UV, visible or IR optical ...",2227,3869,4562,3252,3334,5175,6457,3999,6538,7355,,65143,80437,113345,154342,173809,196754,252936,289579,469611,415857,,82124,75551,87780,78547,68419,84825,100436,121866,125081,134939
560749,"Twine, cordage, ropes and cables of polyethylene or polypropylene, whether or not plaited or ...",4843,4735,5060,4694,4577,6613,5701,5595,5186,7349,,198091,192189,200602,205203,223357,226153,247263,240307,229749,257390,,22447,22399,21979,24888,21528,25636,27885,20327,18032,24370
340211,"Anionic organic surface-active agents, whether or not put up for retail sale (excluding soap)",4356,3670,3298,2755,2836,3676,6470,4139,5325,7290,,205192,222454,263794,231976,220306,242224,288538,313342,331977,355347,,47066,41888,48662,40473,23247,25563,24209,18999,22446,24560
901812,Ultrasonic scanning apparatus,4633,5043,4641,5052,4775,4828,5913,5609,6314,7287,,563366,619347,645931,580675,596903,708349,804201,870394,797739,956747,,87011,95190,90744,78529,68902,69074,77575,83740,77304,79721
630629,"Tents of textile materials (excluding of synthetic fibres, and umbrella and play tents)",10291,6028,9043,10736,17000,8243,9663,4624,3533,7285,,90212,87543,115348,125009,100894,114110,114891,115747,128692,164753,,13028,9240,12261,14025,20237,11597,13284,7670,5534,11648
846719,"Pneumatic tools for working in the hand, non-rotary type",7323,8349,7933,7867,6308,7929,7994,6097,6101,7270,,184837,190515,257537,208278,186940,195689,199688,181995,166711,210693,,34149,31347,29715,26420,23513,28305,29943,28054,28407,38629
853590,"Electrical apparatus for switching or protecting electrical circuits, or for making connections ...",2071,2553,4353,2225,2396,2961,5918,3302,4579,7248,,141506,161340,168809,204365,219083,235109,271217,350112,331598,372523,,30549,33757,34465,19979,26627,26916,46438,38552,37890,30847
700600,"Sheets or profiles of glass, whether or not having an absorbent, reflecting or non-reflecting ...",3563,3685,5175,5684,6589,6678,7701,6193,5748,7203,,836098,712763,601228,611069,544729,523483,517158,560254,883505,862558,,7366,7504,9514,10438,15447,16880,15999,9991,9756,11641
620311,"Men's or boys' suits of wool or fine animal hair (excluding knitted or crocheted, tracksuits, ...",13947,14478,10986,12445,10910,10447,11542,9010,3689,7199,,607628,588958,537924,476371,407392,424106,457275,412643,199317,172337,,40432,36394,34943,31823,31866,28080,26436,21845,10799,11972
392020,"Plates, sheets, film, foil and strip, of non-cellular polymers of ethylene, not reinforced, ...",6093,6188,6762,5783,6822,8113,11297,12555,9329,7173,,615357,647960,681182,667042,578724,613176,705560,787468,798439,1045906,,97358,105304,102825,97000,88554,95170,92872,87317,87715,97525
851981,"Sound recording or sound reproducing apparatus, using magnetic, optical or semiconductor media ...",20762,16125,11031,9409,6982,6745,5441,5156,5398,7160,,714762,658095,744847,683364,674788,585699,872129,520963,645579,1088230,,33029,23936,20268,16525,13460,13475,13129,12335,11569,17183
440711,"Pine """"Pinus spp."""" sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded ...""",0,0,0,0,0,5268,4328,5417,3360,7148,,0,0,0,0,0,50119,39602,34732,35873,33563,,0,0,0,0,0,186437,258091,154751,121670,201002
690220,"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods containing, ...",3758,3642,3710,4962,3498,4225,4890,4050,4587,7124,,535075,410025,564156,572234,384485,418255,518908,537662,454000,478655,,16364,16004,18463,16041,15064,21534,23024,22660,19180,38118
902290,"X-ray generators other than X-ray tubes, high tension generators, control panels and desks, ...",6855,2576,2623,3754,2758,3406,4140,4810,6243,7113,,540464,500759,524482,504429,546215,573366,673851,737606,730481,880720,,93161,71711,78692,73178,113625,59515,61170,67345,62070,80423
870310,Vehicles for the transport of persons on snow; golf cars and similar vehicles,2700,2942,3944,2957,3624,3762,3434,4373,3674,7113,,478027,533166,598793,559789,504212,614553,701401,672769,950233,1745672,,22310,17993,19846,19498,21526,20637,22533,24682,17701,37165
30389,"Frozen fish, n.e.s.",3253,3185,2900,1955,2446,3871,3095,4733,6412,7090,,1112173,1049412,1164665,1122187,1168802,1068649,1098613,1034439,834346,845253,,13542,14595,14848,15357,15636,16766,15512,15924,17084,18298
732290,"Air heaters and hot-air distributors, incl. distributors which can also distribute fresh or ...",2782,1751,2415,5184,8423,6441,5615,6629,6556,7065,,97415,99749,79429,107380,67620,61900,69919,69224,71063,102893,,42376,34664,35223,28293,30001,30243,38289,27141,30593,43703
293299,"Heterocyclic compounds with oxygen hetero-atom[s] only (excl. compounds containing unfused ...""",11635,8813,9279,16011,10568,13209,8732,7204,7141,7034,,1362744,1085343,967694,894146,881637,895141,1117013,1028894,999513,1100197,,26249,21809,87670,37833,59663,78460,72701,37812,25254,27843
871110,"Motorcycles, incl. mopeds, and cycles fitted with an auxiliary motor, with reciprocating internal ...",4763,9788,6377,7096,5258,5722,4715,3836,5032,7021,,679114,594332,516975,384296,303811,362264,373351,381034,456487,546440,,9559,14874,10811,10531,7305,10180,8547,7239,8242,14676
731431,"Grill, netting and fencing, of iron or steel wire, welded at the intersection, plated or coated ...",9307,5830,6329,5372,5356,5703,6452,5258,6370,6998,,149931,162473,176961,209067,195749,207304,257623,252538,395449,502403,,10727,8967,8486,6070,6246,6425,6850,5938,7885,9227
310311,"Superphosphates containing by weight => 35 % of diphosphorus pentaoxide """"P2O5"""" (excl. such ...""",0,0,0,0,0,164,4561,7787,6007,6992,,0,0,0,0,0,364408,414527,435214,253698,503548,,0,0,0,0,0,164,4561,7787,6007,6992
854129,Transistors with a dissipation rate >= 1 W (excluding photosensitive transistors),1541,1889,2995,2298,1843,2103,3491,3037,3903,6968,,2541808,4121556,3083793,3224546,3141353,3201159,3542204,3827190,4612890,5603617,,7351,8570,10626,8027,7370,9896,13075,12687,20207,23860
180690,"Chocolate and other preparations containing cocoa, in containers or immediate packings of <= ...",11857,12214,13696,9113,5152,7194,9301,8698,5455,6966,,174861,212414,278431,288146,270485,221779,231287,226743,187051,247779,,268461,293872,298586,278763,264198,284800,274303,242460,223699,245160
681091,"Prefabricated structural components for building or civil engineering of cement, concrete or ...",1561,2145,8199,6079,7169,17127,12993,8952,7605,6961,,229008,288718,326308,442811,437913,552241,388284,387591,433386,386012,,39536,34628,81781,9456,10676,20067,17650,11028,8955,8833
580632,"Narrow woven fabrics of man-made fibres, with a width of <= 30 cm, n.e.s.",6640,6066,6655,7234,5109,5729,5968,5988,5861,6943,,491496,610642,697049,662542,612133,600170,686542,738001,659189,806478,,14700,13975,13446,13380,11460,11011,11540,11508,10691,13040
40900,Natural honey,2209,1806,8732,11874,12017,11528,8526,6094,6806,6922,,215051,246550,260262,288668,276560,270705,249251,235314,254045,230257,,19073,20249,39609,55577,43837,45041,52521,36121,40101,34809
392051,"Plates, sheets, film, foil and strip, of non-cellular poly""""methyl methacrylate"""", not reinforced, ...""",4541,3770,3188,4316,4363,3962,3603,4268,6543,6916,,180742,187464,162584,168426,155613,186995,213964,210947,369137,311089,,41385,36949,38821,39538,39543,42391,43692,35843,39321,42779
853670,"Connectors for optical fibres, optical fibre bundles or cables",3754,6714,11523,7009,4857,3798,4356,4450,5311,6896,,249767,311575,300381,317982,315649,385283,401044,386910,462644,632351,,10276,12635,16263,12822,12686,17368,16336,14217,12792,15457
560392,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., weighing > 25 ...",1578,1147,1294,3530,2917,3564,5411,5562,7549,6869,,494177,586464,640621,703000,723841,767328,869244,930021,1456397,1194075,,4655,3595,4693,6895,6656,7161,8946,8351,11399,9418
902820,"Liquid meters, incl. calibrating meters therefor",6064,6750,8783,8425,6853,7643,10306,5148,11759,6801,,183676,201314,211563,200275,191008,200623,208937,233200,210749,235665,,14689,14730,17286,15932,18118,16999,19908,21755,21217,19690
621111,Men's or boys' swimwear (excluding knitted or crocheted),4363,3580,3309,3575,5195,5751,6303,8942,4377,6792,,52558,88635,108475,111107,97801,102163,119170,116300,85006,98103,,5076,4446,4247,5136,7922,11832,14755,17617,11404,16564
851590,"Parts of machines and apparatus for soldering or welding or for hot spraying of metals, metal ...",5089,4980,4127,3550,3660,4141,4642,3762,4767,6781,,232743,233984,253834,251038,274380,297667,321884,326921,295753,370195,,35827,32577,26558,19962,16633,17663,21475,20186,21195,28894
842511,"Pulley tackle and hoists, powered by electric motor (other than skip hoists or hoists of a ...",5793,5325,5524,3499,2831,4052,5030,6800,5251,6773,,110253,134496,175923,151223,154235,154203,158246,169831,170453,191113,,33158,29426,27693,22052,23438,23750,27279,27245,31045,40823
610799,"Men's or boys' bathrobes, dressing gowns and similar articles of textile materials, knitted ...",3567,4539,4943,3680,4053,5309,6373,6363,5581,6769,,88406,98115,118761,111786,106561,116135,138381,147442,122033,153622,,4419,4665,5126,4405,5117,5783,6691,6964,6222,7359
851989,"Sound recording or sound reproducing apparatus (excluding using magnetic, optical or semiconductor ...",2300,2114,2501,3132,4138,11092,24120,3190,4885,6767,,150844,281590,432777,475991,469855,519393,198131,142916,204860,207966,,3995,4077,4500,6667,5545,13252,27283,6018,8604,14513
842832,"Continuous-action elevators and conveyors for goods or materials, bucket type (excluding for ...",248,1459,24117,676,3074,888,3217,1631,1484,6762,,149005,155330,132883,194701,89358,79865,99744,128943,72384,92515,,4265,6005,25323,1888,4494,2741,5284,3770,3156,8795
491000,"Calendars of any kinds, printed, incl. calendars blocks",6425,6860,6501,6092,6316,6158,7105,7534,5377,6743,,140835,155804,154295,148186,123555,130460,132071,136928,130084,142398,,18485,19745,19322,17155,18318,17355,18954,16557,13467,15537
491110,"Trade advertising material, commercial catalogues and the like",11136,14641,14663,11836,11408,10634,10235,8750,6506,6728,,213308,238703,255195,250770,260629,301807,274832,298437,278373,361521,,39220,41775,37216,33861,31535,26158,25025,22124,15502,15727
902580,"Hydrometers, areometers and similar floating instruments, barometers, hygrometers and psychrometers, ...",3435,2591,3059,4000,3986,4000,5763,4528,7040,6717,,92782,111101,127027,135925,188737,169799,188851,169295,194801,220115,,17942,16577,18471,20467,17614,18738,22342,22453,23289,30370
847431,Concrete or mortar mixers (excluding those mounted on railway wagons or lorry chassis),5298,5916,6319,4962,5680,5442,7429,7296,5845,6712,,263944,297102,325123,255501,221079,214153,229080,252751,223991,245829,,21293,26293,19419,13880,11879,10947,22879,17189,17656,15393
482190,"Paper or paperboard labels of all kinds, non-printed",1469,1536,1739,2059,2104,2614,3292,3876,4104,6712,,94965,95664,96478,97699,97155,104923,126571,128693,132105,176816,,9025,9585,9973,7515,8441,11328,11511,10954,8523,13649
810411,"Unwrought magnesium, containing >= 99,8% by weight of magnesium",18053,14062,12780,2638,2860,3435,5833,4595,2565,6698,,546895,589141,585879,496168,447839,551702,503548,586661,485252,984240,,21761,14869,13160,2690,2916,3435,5833,4595,2622,6699
282720,Calcium chloride,4772,4538,4653,4581,4381,4262,5419,5302,4853,6668,,115557,175542,204777,149126,97910,99512,126412,156595,187915,186548,,6716,6119,5778,5716,5289,5298,6156,6116,5694,7576
442010,"Statuettes and other ornaments, of wood (excluding wood marquetry and inlaid wood)",9503,8349,6406,6751,6603,6656,6438,5064,4722,6665,,406712,459840,544227,602390,632085,769834,883067,906740,902328,1007790,,14324,13065,11434,11937,10686,11238,10933,9291,8333,11507
382000,Anti-freezing preparations and prepared de-icing fluids (excluding prepared additives for mineral ...,121,349,556,2860,4781,6049,6204,7671,6938,6654,,14615,17952,18321,16415,13213,14516,16063,21409,17509,15393,,7727,7049,6958,9207,10573,12852,13271,14113,12497,13508
392043,"Plates, sheets, film, foil and strip, of non-cellular polymers of vinyl chloride, containing ...",4992,5256,5582,5862,4671,3554,5703,5926,5264,6650,,354508,397810,504241,484258,420680,415014,430095,457657,533546,728446,,25544,26367,28219,26830,21904,20214,20912,19830,17197,21703
842620,Tower cranes,1727,1733,3229,11951,7550,5364,11207,3947,4718,6647,,338633,391900,462483,422630,317897,330274,321123,383325,218303,272533,,21375,37796,30365,41421,39553,48113,54055,41244,34601,38217
400510,"Rubber, unvulcanised, compounded with carbon black or silica, in primary forms or in plates, ...",1880,2313,2025,1780,722,14,14,13,111,6641,,18716,25031,29604,43610,20267,13006,22457,24728,26882,43955,,31435,22954,11238,11722,11054,12848,11590,12213,15891,28724
821193,"Knives having other than fixed blades, incl. pruning knives, of base metal (excluding razors)",3493,3528,4136,4169,4402,4282,4038,4810,5293,6631,,129656,143170,155301,155912,156829,162179,188352,216169,221409,265179,,6837,6734,7878,8149,8990,8373,8704,8818,9674,11767
843390,"Parts of harvesting machinery, threshing machinery, mowers and machines for cleaning, sorting ...",8696,6695,8091,8994,8483,8143,5563,5186,5304,6623,,308006,343883,377204,371633,359706,465452,485138,494290,631923,824970,,131386,89075,95771,95908,124974,137420,107366,97738,116185,178211
853530,"Isolating switches and make-and-break switches, for a voltage > 1.000 V",7923,5507,6381,4223,3760,5062,6471,6791,9158,6578,,60109,82801,124774,100510,105703,120223,123346,120134,118731,109212,,28665,20511,16427,13296,12873,14837,21357,19552,21028,18749
961800,"Tailors' dummies and other lay figures, automata and other animated displays used for shop ...",5273,6048,8235,6361,7751,6299,7074,6610,3376,6510,,332022,339818,339624,360026,275538,266359,248369,262560,211256,263728,,8719,10102,12641,9101,10855,8390,9365,8315,5138,10149
460290,"Basketwork, wickerwork and other articles, made directly to shape from non-vegetable plaiting ...",2349,3385,3411,3775,2788,2683,2775,3314,3898,6479,,198589,219437,231344,221174,199678,191588,210510,233390,236405,300189,,3236,4540,4396,4853,3660,3716,4703,5701,6132,9658
121190,"Plants, parts of plants, incl. seeds and fruits, used primarily in perfumery, in pharmacy or ...",7311,6863,8038,12270,8345,8081,9507,4532,5722,6450,,722137,1061930,1107507,902809,882389,824933,689005,754724,826674,774324,,23311,24869,27315,34373,31180,30879,35323,25427,30472,48821
390330,"Acrylonitrile-butadiene-styrene copolymers """"ABS"""", in primary forms""""",123,130,35,59,129,185,544,2029,2200,6415,,101694,78840,78781,53300,57927,82778,109434,82797,109559,222402,,26192,22160,21705,19918,16404,19988,20554,14593,11900,26055
