Product code,Product label,United States of America's imports from Viet Nam-Value in 2012,United States of America's imports from Viet Nam-Value in 2013,United States of America's imports from Viet Nam-Value in 2014,United States of America's imports from Viet Nam-Value in 2015,United States of America's imports from Viet Nam-Value in 2016,United States of America's imports from Viet Nam-Value in 2017,United States of America's imports from Viet Nam-Value in 2018,United States of America's imports from Viet Nam-Value in 2019,United States of America's imports from Viet Nam-Value in 2020,United States of America's imports from Viet Nam-Value in 2021,Viet Nam's exports to world- ,Viet Nam's exports to world-Value in 2012,Viet Nam's exports to world-Value in 2013,Viet Nam's exports to world-Value in 2014,Viet Nam's exports to world-Value in 2015,Viet Nam's exports to world-Value in 2016,Viet Nam's exports to world-Value in 2017,Viet Nam's exports to world-Value in 2018,Viet Nam's exports to world-Value in 2019,Viet Nam's exports to world-Value in 2020,Viet Nam's exports to world-Value in 2021,United States of America's imports from world- ,United States of America's imports from world-Value in 2012,United States of America's imports from world-Value in 2013,United States of America's imports from world-Value in 2014,United States of America's imports from world-Value in 2015,United States of America's imports from world-Value in 2016,United States of America's imports from world-Value in 2017,United States of America's imports from world-Value in 2018,United States of America's imports from world-Value in 2019,United States of America's imports from world-Value in 2020,United States of America's imports from world-Value in 2021
400942,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), reinforced or otherwise ...",0,0,2,184,32,1,7,471,1036,2088,,924,1443,3302,2274,1868,3584,9857,13394,14895,12862,,137608,126707,136665,136434,101356,116720,138305,134991,107319,134264
842129,Machinery and apparatus for filtering or purifying liquids (excluding such machinery and apparatus ...,300,880,509,145,440,440,781,1135,6758,2087,,1510,977,1420,2003,3459,3934,11132,8080,12754,19247,,863276,884697,927783,953329,946084,922317,1109715,1121190,1029298,1275851
71080,"Vegetables, uncooked or cooked by steaming or by boiling in water, frozen (excluding potatoes, ...",538,536,735,477,599,536,958,890,1825,2081,,7699,9132,10378,3270,13589,15277,14475,17967,20234,40799,,574438,543984,590938,629907,647774,637871,718235,754635,807255,794837
481720,"Letter cards, plain postcards and correspondence cards, of paper or paperboard (excluding those ...",4,4,2,44,56,263,196,371,647,2079,,25,21,22,376,1112,1587,2046,2466,1861,3246,,24929,18120,28065,21392,18575,18842,17752,16012,12575,14830
848071,Injection or compression-type moulds for rubber or plastics,0,123,12,239,339,384,506,1692,2446,2075,,5205,7153,10918,8857,6566,10028,19729,26434,38159,65599,,1270574,1479866,1447712,1583147,1639731,1988965,2084835,1881718,1623669,1833115
940550,"Non-electrical lamps and lighting fittings, n.e.s.",3147,3054,3028,1901,1543,1485,1665,1135,1398,2070,,6431,8516,20624,8122,5550,5515,4238,4111,4282,6723,,384984,362704,345355,357446,350505,342531,362474,276303,211980,332113
491199,"Printed matter, n.e.s.",642,829,807,1666,2098,1107,972,1959,1919,2069,,2053,1661,4319,5650,4725,4758,2894,21435,23029,20037,,482658,526826,574728,688921,650016,653520,676866,735711,643229,809896
853649,Relays for a voltage > 60 V but <= 1.000 V,0,28,0,5,73,396,482,189,268,2066,,754,801,2827,10015,15666,25894,18256,11274,8427,15186,,581911,540051,508844,528061,474231,516364,519759,455730,401482,523348
570390,"Carpet tiles of vegetable textile materials or coarse animal hair, tufted """"needle punched"""", ...""",0,0,0,0,0,0,34,5251,4967,2065,,1322,1668,1844,8511,2100,1830,1517,1496,1807,3595,,100363,96879,119221,117866,115641,121488,142721,117961,122634,202762
630612,"Tarpaulins, awnings and sunblinds of synthetic fibres (excluding flat covers of light fabrics ...",386,62,260,675,950,813,870,1080,1602,2064,,142,179,2262,2236,2961,3300,3333,4976,7748,41595,,32027,34864,41304,45310,54576,63092,79972,95659,131583,208982
482110,"Paper or paperboard labels of all kinds, printed",221,581,332,185,351,278,951,1623,2994,2060,,3421,4751,7905,10974,17771,24181,28757,33800,33125,39296,,234441,233189,236214,255063,241266,251827,256912,231678,230154,256279
390931,"Poly""""methylene phenyl isocyanate"""" """"crude MDI, polymeric MDI"""", in primary forms""""",0,0,0,0,0,0,0,0,0,2056,,0,0,0,0,0,0,126,8426,12803,21697,,0,0,0,0,0,338024,525936,243825,248976,840195
160559,"Molluscs, prepared or preserved (excluding smoked, oysters, scallops, mussels, cuttle fish, ...",478,441,693,571,954,668,614,316,657,2051,,32151,27748,35523,8232,15774,8957,13577,12140,11691,4817,,5881,6201,6759,7826,9066,9062,9574,7073,7387,9525
846791,"Parts of chainsaws, for working in the hand, with self-contained electric or non-electric motor, ...",9,0,0,0,0,694,0,0,0,2043,,71,99,644,636,642,664,1899,3071,1882,2815,,86649,86854,88855,89341,86383,81031,71080,59133,66528,76542
732490,"Sanitary ware, incl. parts thereof (excluding cans, boxes and similar containers of heading ...",289,306,266,311,409,339,206,119,631,2028,,801,966,1009,917,1247,1284,1330,1890,2125,4959,,233275,242743,221227,233486,232649,241382,259937,231670,222979,252287
450490,"Agglomerated cork, with or without a binding substance, and articles of agglomerated cork (excluding ...",0,0,0,0,41,11,8,6,921,2018,,13,0,0,0,0,0,4,29,520,2056,,20100,19946,19892,22916,21021,22570,20917,18348,16782,20645
90812,"Nutmeg, crushed or ground",0,131,167,68,214,194,1147,1313,1369,2009,,9868,11603,11797,10456,8639,11055,10817,12394,16940,6637,,10765,7637,7327,7879,7570,6762,9292,10349,12173,13659
330430,Manicure or pedicure preparations,0,9,5,119,2,82,442,649,1135,2007,,635,650,694,535,376,593,117,46,13,3453,,148412,166895,187396,157989,140525,144731,157320,121596,126671,150711
902300,"Instruments, apparatus and models designed for demonstrational purposes, e.g. in education ...",47,79,85,99,47,21,134,636,2083,1993,,117,331,30193,12822,2159,11975,25922,42004,48565,24152,,434949,456359,480743,516951,490788,538965,574264,597959,408716,544720
846693,"Parts and accessories for machine tools for working metal by removing material, n.e.s.",16,101,11,60,83,50,288,77,631,1959,,1356,2351,6065,4418,6037,6510,7932,7669,5694,34102,,741448,728703,759007,773392,728012,792900,884986,870887,662467,814313
820110,"Spades and shovels, with working parts of base metal",558,517,202,287,165,73,309,391,375,1936,,1130,1267,1915,2009,1692,2039,7430,2359,3599,3327,,53153,56347,70197,71710,65042,74561,65377,61937,74456,111703
691310,"Statuettes and other ornamental articles of porcelain or china, n.e.s.",1357,1006,1002,1571,1790,1536,1622,1372,1658,1921,,13029,11271,10154,9120,10773,11413,10590,10571,12074,17718,,86423,82269,79978,80998,73289,78053,78387,73033,62582,91390
481141,"Self-adhesive paper and paperboard, surface-coloured, surface-decorated or printed, in rolls ...",11,0,13,7,36,0,0,22,26,1918,,3220,4395,5105,4752,3163,4113,5367,5707,5824,8375,,248462,246908,239947,232373,265382,252666,227044,240120,253518,257435
842549,"Jacks and hoists of a kind used for raising vehicles, not hydraulic",0,0,0,0,0,0,13,681,948,1910,,3025,20119,632,187,153,385,657,823,2245,2122,,270720,276501,299591,299817,291680,325878,349608,298174,288665,402810
880100,"Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft",499,481,824,695,416,515,612,523,722,1908,,0,0,0,0,6,39,0,0,0,2385,,12930,9366,8554,10144,12456,12228,13379,11676,8486,11378
611710,"Shawls, scarves, mufflers, mantillas, veils and the like, knitted or crocheted",1638,1929,2671,3275,2236,807,829,1907,3217,1905,,3949,3468,7173,3592,5776,4159,4601,6480,13413,8128,,206959,212227,261629,254194,190521,160813,156180,151121,117422,118443
940120,Seats for motor vehicles,0,0,9,0,0,164,258,567,1198,1901,,1140,1305,1228,1269,1195,2657,3407,13109,5472,3367,,165362,170588,170345,184894,173770,185914,223826,263968,258423,252161
570320,"Carpets and other floor coverings, of nylon or other polyamides, tufted """"needle punched"""", ...""",16,1,5,2,0,0,3,664,1972,1901,,127,117,72,59,262,32,1,154,731,4400,,215819,216726,225458,223068,226954,232600,231079,222420,179993,196479
300640,Dental cements and other dental fillings; bone reconstruction cements,385,303,363,289,664,891,779,1065,1325,1897,,1803,1880,2057,2171,2327,2431,3933,6504,5433,8074,,358679,382082,343483,345022,372613,412145,473346,461574,346909,459595
610332,"Men's or boys' jackets and blazers of cotton, knitted or crocheted (excluding wind-jackets ...",192,689,2499,1372,579,823,1000,1476,2134,1896,,8113,10786,8052,4758,6763,10486,13611,22437,11867,9751,,14847,11447,15484,14568,9746,12634,13199,14194,11289,12970
401511,"Surgical gloves, of vulcanised rubber (excluding fingerstalls)",0,0,0,0,0,0,0,0,44,1883,,438,65,433,4340,6439,6155,2484,3065,5533,65524,,332581,327410,362327,359138,390088,405064,404906,437014,424290,483597
340130,"Organic surface-active products and preparations for washing the skin, in the form of liquid ...",0,0,3,188,5,34,72,157,7147,1882,,13026,12813,22269,38685,21574,27945,33806,46291,60021,78819,,288721,310160,345201,377780,404040,411984,451091,475986,823913,628230
30729,"Scallops and other molluscs of the family Pectinidae, smoked, dried, salted or in brine, even ...",577,708,310,437,2409,3085,0,0,1656,1876,,14168,9453,7080,8469,6993,7836,2,56,100,2116,,185769,311342,311636,280955,270837,68497,41845,41582,31753,40535
870840,"Gear boxes and parts thereof, for tractors, motor vehicles for the transport of ten or more ...",66,35,20,279,1141,995,3025,805,834,1875,,241048,307860,380647,315208,345644,361079,376800,391886,369034,553537,,9382364,9626889,9913906,9599182,9807129,9830606,10080594,9319174,7913421,9706678
440410,"Hoopwood; split poles; piles, pickets and stakes of wood, pointed but not sawn lengthwise; ...",0,0,0,0,0,0,0,302,1800,1865,,0,0,0,3,0,3,0,2,2,1906,,7695,6644,7135,9965,13328,14049,20116,18592,19586,24077
871420,"Parts and accessories for carriages for disabled persons, n.e.s.",18,20,57,123,330,502,621,564,571,1831,,845,691,1163,909,889,955,1414,2296,3968,6483,,208920,190435,211988,250083,229017,243449,262970,292267,276622,347100
481710,Envelopes of paper or paperboard (excluding letter cards),5,33,18,11,39,110,197,322,1191,1826,,764,1020,997,1410,1490,1914,3299,4054,3802,2571,,106468,123108,144688,124113,103834,103400,118192,133433,143290,169429
841990,"Parts of machinery, plant and laboratory equipment, whether or not electrically heated, for ...",9011,3660,2941,6004,548,513,451,703,729,1814,,100715,10661,4274,7052,11440,22603,30598,20538,15695,41911,,876256,867362,1014477,1104939,991152,966404,962988,1011937,865273,1062412
852351,"Solid-state, non-volatile data storage devices for recording data from an external source [flash ...",13,403,2333,57592,58075,50100,6341,5189,7210,1787,,201,1084,1068,499,7495,39701,873,1237,583,43523,,2339852,3011260,4208390,5315338,6844585,9370808,10075887,9790173,13434569,14828321
902750,"Instruments and apparatus for physical or chemical analysis, using UV, visible or IR optical ...",34,76,668,96,183,98,116,112,147,1783,,339,773,97,327,408,208,83,270,537,8413,,943076,1012195,1090128,1089982,1198019,1231168,1359666,1328639,1496235,1636281
810110,Tungsten powders,536,495,1792,209,0,23,517,1900,1055,1776,,5084,7006,6041,2593,3441,2778,726,1241,852,1860,,80764,80579,75577,49875,35801,48701,71922,75400,60919,47088
831120,"Cored wire of base metal, for electric arc-welding",0,44,628,1395,1176,1055,1242,682,875,1770,,39166,41553,52374,59724,56621,65573,56460,59896,53381,66193,,84738,76563,78335,71227,50849,64286,77412,74876,55267,64761
480262,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",528,497,537,477,332,364,607,482,1681,1752,,71,34,18,24,27,41,741,870,737,1760,,8834,7160,7038,8847,4233,6156,4506,2796,3834,3872
660110,Garden or similar umbrellas (excluding beach tents),908,610,1059,1817,890,760,1240,1541,1334,1751,,920,1555,673,1503,1251,1602,3604,1908,1672,3946,,304607,307399,286073,304173,308964,350623,354650,331291,345391,477287
611231,"Men's or boys' swimwear of synthetic fibres, knitted or crocheted",1829,696,1034,1154,1463,2331,2687,2299,2131,1750,,1281,2801,8871,11415,11963,12998,17379,23991,20398,21994,,14176,16781,13302,14005,13577,15547,15744,14813,11774,15889
620610,"Women's or girls' blouses, shirts and shirt-blouses of silk or silk waste (excluding knitted ...",537,701,493,628,353,63,283,512,876,1746,,2591,2910,3926,8800,9568,10414,10753,11520,10255,4040,,252448,254425,226639,193094,180428,161871,177922,161867,97406,87566
870810,"Bumpers and parts thereof for tractors, motor vehicles for the transport of ten or more persons, ...",194,262,638,1068,1145,404,452,1346,1253,1735,,3364,2406,1890,2607,3704,4836,6326,4609,10177,26953,,926538,1021735,1144497,1215783,1195275,1253981,1287754,1251954,1035701,1265822
441919,"Tableware and kitchenware, of bamboo (excl. chopsticks, bread boards, chopping boards and similar ...",0,0,0,0,0,1040,1258,952,2536,1735,,0,0,0,0,0,0,1639,1743,1754,13842,,0,0,0,0,0,54768,60060,68007,81255,108413
844851,"Sinkers, needles and other articles used in forming stitches, for machines of heading 8447",225,632,831,1413,1116,1718,1447,1791,1125,1718,,13921,19733,24367,21480,22211,21234,24773,28303,24488,59092,,29079,28299,28729,24121,20986,33573,25711,26507,20668,27877
180690,"Chocolate and other preparations containing cocoa, in containers or immediate packings of <= ...",58,579,640,644,1071,1020,1159,1344,1151,1715,,3475,3799,2216,5409,3679,5632,6069,8170,8303,12277,,890054,921856,988712,1024938,1028153,1068272,1155866,1245231,1240640,1377183
852359,"Semiconductor media, unrecorded, for the recording of sound or of other phenomena (excluding ...",3,78,544,1771,720,27,1620,1879,1728,1713,,148,232,4005,24415,15990,14014,32304,2269,2335,6240,,54463,65504,73190,80140,67871,74875,100644,90786,79721,107496
820600,"Sets of two or more tools of heading 8202 to 8205, put up in sets for retail sale",0,55,0,0,0,0,2,23,5466,1712,,252,521,249,170,1389,637,1391,3218,9428,4949,,86603,111159,115633,94732,94767,113663,171719,214973,183523,138864
80252,"Fresh or dried pistachios, shelled",0,0,0,0,0,0,692,0,2572,1710,,12,0,0,12,0,3943,13723,14112,13934,3571,,1274,1818,1034,2776,3597,4560,5256,4894,4298,6969
200110,"Cucumbers and gherkins, prepared or preserved by vinegar or acetic acid",262,174,277,217,3517,6833,426,2768,3890,1693,,21690,25811,34121,24666,19625,20834,23362,23391,20782,16384,,57381,48712,45403,53774,55428,58865,62182,64955,95973,96487
842699,"Ships' derricks; cranes, incl. cable cranes (excluding overhead travelling cranes, transporter ...",0,0,0,32,217,33,344,21,996,1686,,8456,8280,4925,3831,4074,3958,4647,6617,8512,5123,,30319,41855,39991,65795,39434,50500,93979,43137,39068,42628
650400,"Hats and other headgear, plaited or made by assembling strips of any material, whether or not ...",1486,977,1044,1160,1178,1328,877,1381,1529,1683,,14894,14297,18634,19263,20194,16462,14853,14606,10889,5054,,111867,105597,100642,122153,119054,100910,107440,98862,75031,111315
520839,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, dyed ...",0,0,0,0,0,0,0,480,2786,1660,,372,265,1905,7860,1631,2412,920,851,1366,2391,,13184,14042,13279,11952,10231,15758,17450,10625,11297,12928
848079,Moulds for rubber or plastics (other than injection or compression types),309,466,411,155,953,599,968,744,1191,1660,,18349,27269,28710,33831,34290,37877,33037,39889,30453,15186,,173789,161816,180796,188295,196450,218913,258665,214642,208632,265783
630619,"Tarpaulins, awnings and sunblinds of textile materials (excluding of synthetic fibres and flat ...",161,65,201,254,383,703,438,580,255,1652,,1122,1613,2373,1053,806,1274,2883,3786,7036,10724,,6014,8610,8714,10143,11478,15839,17091,24126,20122,33120
902830,"Electricity supply or production meters, incl. calibrating meters therefor",135,6645,2945,339,6016,67,44,322,195,1644,,3753,42561,55190,88094,101579,103914,109642,164476,66988,26789,,366774,336892,377444,361320,414662,448510,509934,542517,529048,500528
710399,"Precious and semi-precious stones, worked, whether or not graded, but not strung, mounted or ...",192,748,1899,2044,567,1680,14,3613,1257,1638,,24,80,167,1359,579,1497,2420,1915,673,3866,,321485,352862,456171,610201,696418,601628,536032,566593,273494,259976
620312,"Men's or boys' suits of synthetic fibres (excluding knitted or crocheted, tracksuits, ski suits ...",11084,6943,10879,9075,11586,14024,19484,14793,6178,1635,,23989,28218,53282,35192,32206,56925,42280,39350,21854,13251,,70107,63913,57574,55663,60028,61630,70947,65547,29119,26572
970600,Antiques of > 100 years old,985,609,1617,263,548,54,116,106,42,1628,,0,0,0,0,0,0,2,1,0,1747,,1401912,1385028,1377763,1348875,1314278,1224332,1288778,1588722,491664,573507
620112,"Men's or boys' overcoats, raincoats, car coats, capes, cloaks and similar articles, of cotton ...",2040,2002,1862,3861,2183,2693,2358,1784,1404,1628,,18655,22289,21323,30095,24729,20607,31225,28870,16085,17111,,58045,40428,43656,43924,35532,37339,45094,39851,29163,41802
681091,"Prefabricated structural components for building or civil engineering of cement, concrete or ...",0,0,3,0,0,0,0,213,908,1623,,516,3307,9164,5006,2867,609,2494,16280,28141,36891,,65657,69644,81265,101731,96145,101096,97119,74001,72240,75411
621112,Women's or girls' swimwear (excluding knitted or crocheted),904,264,940,736,1245,1240,1794,2867,2649,1615,,46741,38667,26086,25057,34202,37063,40163,19474,9004,16821,,22486,20660,22452,22589,25782,27955,29478,45829,32716,48409
701342,"Glassware for table or kitchen purposes of glass having a linear coefficient of expansion ...""",0,0,0,245,289,266,2559,6784,2561,1614,,5,15,2200,2418,10755,13196,14375,16815,10271,7309,,5964,6838,11060,12906,22605,25315,33701,40632,47480,50968
842542,"Jacks and hoists, hydraulic (excluding built-in jacking systems used in garages)",343,91,0,4,0,0,0,96,1211,1613,,67,106,46,123,173,239,164,326,910,2386,,295370,321630,328560,364710,340849,345883,402190,377508,376808,451076
730793,"Butt welding fittings of iron or steel (excluding cast iron or stainless steel products, and ...",7257,9529,4931,4192,1072,3346,4095,12299,4637,1605,,15880,19305,15094,13865,12459,17300,23540,29384,17147,15141,,259670,289969,272027,279309,193657,208095,295517,306707,143831,116448
621430,"Shawls, scarves, mufflers, mantillas, veils and similar articles of synthetic fibres (excluding ...",458,409,858,879,1025,1102,1382,1998,1365,1592,,141,247,1837,1652,2372,2365,4472,4295,4089,3456,,200909,261009,274763,251599,213307,182758,175138,179081,160179,148593
853340,"Electrical variable resistors, incl. rheostats and potentiometers (excluding wirewound variable ...",1301,727,907,1088,876,980,742,564,945,1583,,13609,20679,20391,17514,18153,24360,26504,23868,21650,48026,,498942,539271,553578,515081,529073,458737,482908,434805,415232,523445
870192,"Tractors, of an engine power > 18 kW but <= 37 kW (excl. those of heading 8709, pedestrian-controlled ...",0,0,0,0,0,2392,1568,959,1161,1576,,0,0,0,0,0,0,4764,3259,3596,4216,,0,0,0,0,0,392831,427875,523077,621940,1055454
