Product code,Product label,Viet Nam's imports from Germany-Value in 2012,Viet Nam's imports from Germany-Value in 2013,Viet Nam's imports from Germany-Value in 2014,Viet Nam's imports from Germany-Value in 2015,Viet Nam's imports from Germany-Value in 2016,Viet Nam's imports from Germany-Value in 2017,Viet Nam's imports from Germany-Value in 2018,Viet Nam's imports from Germany-Value in 2019,Viet Nam's imports from Germany-Value in 2020,Viet Nam's imports from Germany-Value in 2021,Germany's exports to world- ,Germany's exports to world-Value in 2012,Germany's exports to world-Value in 2013,Germany's exports to world-Value in 2014,Germany's exports to world-Value in 2015,Germany's exports to world-Value in 2016,Germany's exports to world-Value in 2017,Germany's exports to world-Value in 2018,Germany's exports to world-Value in 2019,Germany's exports to world-Value in 2020,Germany's exports to world-Value in 2021,Viet Nam's imports from world- ,Viet Nam's imports from world-Value in 2012,Viet Nam's imports from world-Value in 2013,Viet Nam's imports from world-Value in 2014,Viet Nam's imports from world-Value in 2015,Viet Nam's imports from world-Value in 2016,Viet Nam's imports from world-Value in 2017,Viet Nam's imports from world-Value in 2018,Viet Nam's imports from world-Value in 2019,Viet Nam's imports from world-Value in 2020,Viet Nam's imports from world-Value in 2021
844332,"Machines which only perform one of the functions of printing, copying or facsimile transmission, ...",823,8700,4736,2199,3052,1049,1158,1265,1814,,,1452085,1289023,1109594,914556,905670,988074,1124218,1038248,918084,1132228,,100695,117132,131843,127444,131472,128990,97087,110782,99326,116421
844621,"Power looms for weaving fabrics of a width > 30 cm, shuttle type",0,371,0,0,101,0,0,0,0,,,6286,7036,2417,2709,1522,6104,2430,1366,2170,217,,848,2905,3841,1715,1642,2992,11675,2993,3701,3873
844900,"Machinery for the manufacture or finishing of felt or nonwovens in the piece or in shapes, ...",0,709,0,0,0,0,0,235,0,,,520801,303385,436740,346267,336538,420096,341665,411190,327741,635345,,2943,7819,5310,11162,11881,9972,13770,35724,136589,48033
845012,"Household or laundry-type washing machines, with built-in centrifugal drier (excluding fully-automatic ...",0,0,0,4,1,13,134,0,0,,,2654,1750,5349,6731,9177,5415,3671,2453,3331,3533,,4921,6133,8090,7131,75,140,455,378,142,12960
845230,Sewing machine needles,504,522,322,250,295,240,530,474,348,,,68750,70397,70059,57077,51064,54552,0,0,0,0,,6402,8343,10052,17411,15106,12146,6695,5835,5304,5549
845650,Water-jet cutting machines,0,0,0,0,0,0,0,780,0,,,0,0,0,0,0,29767,32029,18394,15570,22888,,0,0,0,0,0,0,2062,3469,1263,1547
845819,"Horizontal lathes, incl. turning centres, for removing metal, not numerically controlled",1,220,0,218,143,65,3,12,1,,,37973,28453,33348,24871,21873,22568,23943,30800,23190,27228,,6336,6819,9066,9020,6469,6964,10799,6119,6249,8986
845951,"Milling machines for metals, knee-type, numerically controlled",0,79,0,1312,0,2,0,0,0,,,1492,2508,543,1298,1098,906,513,865,419,772,,2843,1809,1142,15464,1021,2135,1018,1681,139,963
845969,"Milling machines for metals, not numerically controlled (excluding way-type unit head machines, ...",849,1168,687,905,1799,797,2746,1957,2005,,,47065,42877,48272,34842,41948,41980,41696,47840,39575,40673,,18539,29077,27072,32434,39158,32388,84803,44265,30392,9217
846241,"Punching or notching machines, incl. presses, and combined punching and shearing machines, ...",284,291,577,68,1456,978,608,1012,352,,,261200,280347,292460,215076,209425,249098,305207,272368,215480,268706,,4350,5144,7672,10805,11505,16171,14313,14044,14085,15045
846310,"Draw-benches for metal bars, tubes, profiles, wire or the like",77,124,1775,4340,869,1304,186,718,4512,,,221970,188038,228023,103632,111363,113093,135830,127662,108797,116321,,19197,18899,14126,43474,36145,38238,37863,21831,16175,12085
846320,"Thread rolling machines, for working metal",0,0,0,7,215,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,1374,704,1789,1516,1865,3003,4438,4472,2140,5903
846620,Work holders for machine tools,297,292,412,436,460,696,890,656,666,,,517073,488110,536134,488907,508225,601407,620742,566224,420818,517084,,14485,15063,20244,27912,22770,21331,24407,22404,19076,20526
846810,"Hand-held blow pipes, gas-operated, for soldering, brazing or welding",0,0,0,0,0,0,0,0,8,,,11161,11387,11358,8766,9677,11240,11091,12021,11646,13720,,84,105,102,93,78,77,55,105,117,1260
846820,"Gas-operated machinery and apparatus for soldering, brazing, welding or surface tempering (excluding ...",7,12,13,5,22,20,5,1,17,,,113230,63047,67246,35777,44295,33831,42550,34638,24380,22899,,1955,1281,1415,1944,2217,1993,1964,2602,1386,4855
846900,Typewriters and word-processing machines (excluding automatic data-processing machines and ...,0,0,0,0,0,0,0,0,0,,,891,580,715,715,435,0,0,0,0,0,,321,270,153,186,281,188,0,0,0,
847210,"Duplicating machines """"hectograph or stencil"""" (excluding printing machines and photocopying ...""",0,0,0,0,0,0,0,0,0,,,614,926,663,399,706,1295,63,146,259,200,,78,65,43,200,123,302,1970,1016,362,126
847480,"Machinery for agglomerating, shaping or moulding solid mineral fuels, ceramic paste, unhardened ...",2112,4234,1703,361,5802,13270,1569,230,2134,,,557056,583026,601823,365172,376303,405833,403352,397877,345979,306729,,40428,31039,15169,40530,44962,75018,49385,44914,28374,44841
847710,Injection-moulding machines for working rubber or plastics,1101,394,2926,2853,4139,4269,17613,11379,1489,,,999389,1036987,1052216,936755,992146,1140973,1138822,983841,778514,988979,,70266,85437,118341,139621,143248,163467,154831,193998,198684,311410
847810,"Machinery for preparing or making up tobacco (excluding dryers and other heating equipment, ...",9262,3798,1948,1257,498,3061,1360,12828,25,,,0,0,0,0,0,0,0,0,0,0,,24223,15561,5850,1717,992,12521,9051,32833,3718,6657
847960,"Evaporative air coolers, n.e.s.",118,10,2,2,25,5,47,16,39,,,2327,4237,4018,3715,2735,2601,3033,4135,3115,4406,,8726,5641,6909,13665,39567,27734,28196,30874,15738,123610
847990,"Parts of machines and mechanical appliances, n.e.s.",1139,1024,3282,1140,1853,1846,2991,3866,1964,,,2226026,2430342,2674994,2520445,2622734,3092941,3396078,3172933,3142723,3633360,,40995,41099,46130,75240,82745,121311,150397,138813,158375,517952
848030,Moulding patterns (excluding moulds of graphite or other carbons and ceramic or glass moulds),89,38,275,28,65,1169,985,34,83,,,19515,17250,16097,11586,10284,11205,10231,14352,10065,11074,,11548,11549,11353,8519,10938,13419,12316,11007,11716,1679
848041,Injection or compression-type moulds for metal or metal carbides (excluding moulds of graphite ...,0,0,0,0,0,0,47,242,0,,,85209,95062,107749,112365,101313,111609,113262,112671,77973,100925,,4667,3217,7520,11462,14667,15802,18081,26854,17621,54992
848079,Moulds for rubber or plastics (other than injection or compression types),227,431,1661,2098,2467,1431,7038,5475,691,,,164278,160581,163100,146637,154979,177748,197525,154097,139089,130639,,139859,204810,252131,229790,217690,218712,209021,252497,238305,62112
848620,Machines and apparatus for the manufacture of semiconductor devices or of electronic integrated ...,2723,885,290,1682,2210,8438,9258,14411,3838,,,626399,531692,566662,713205,864070,1030976,981656,988164,802918,946812,,62840,63134,120690,57627,122495,116810,106489,135656,179676,227825
850133,DC motors and DC generators of an output > 75 kW but <= 375 kW (excl. photovoltaic generators),176,0,72,73,46,0,39,13,98,,,24148,14022,13056,20519,17610,15860,28790,25982,21350,18975,,2715,1934,1732,2074,1092,871,1233,1461,799,783
850140,"AC motors, single-phase, of an output > 37,5 W",265,115,156,97,120,298,153,142,270,,,194051,226269,235045,203654,209315,224582,248048,235666,227594,270099,,33266,32970,30156,32091,33164,36475,38412,43993,76990,107629
850162,"AC generators """"alternators"""", of an output > 75 kVA but <= 375 kVA (excl. photovoltaic g ...""",245,0,83,0,5,54,8,0,0,,,50713,39761,31489,54184,165248,381974,502878,556990,241513,96698,,4431,2572,2526,5619,3045,3427,2865,2553,3155,6922
850213,"Generating sets with compression-ignition internal combustion piston engine """"diesel or semi-diesel ...""",6078,4608,7545,13044,21309,18761,15474,21456,18554,,,292076,292549,221321,247325,271901,181557,277875,395147,276120,237403,,84210,80629,93392,140216,143169,133574,122458,111415,100072,72863
850220,Generating sets with spark-ignition internal combustion piston engine,6,0,1,0,0,1,1,0,0,,,547177,623189,468992,369692,475756,516565,619888,507513,509477,475808,,3163,2226,19939,2904,5537,4773,5625,4141,10671,11055
850410,Ballasts for discharge lamps or tubes,214,244,183,84,50,58,115,59,33,,,468532,444050,425937,279717,253249,196558,164077,137361,112000,113055,,9048,10549,16906,15961,14627,11827,7475,5839,3005,4305
850434,Transformers having a power handling capacity > 500 kVA (excluding liquid dielectric transformers),38,129,4973,1887,390,222,513,1330,179,,,257158,247489,208307,186678,217159,218576,233752,225940,251518,154630,,28879,28072,38608,25540,36467,31468,37612,70867,53927,27541
850440,Static converters,3972,4150,5619,4877,5673,8454,11226,40290,53608,,,4802695,4763246,5047102,4487542,4594645,5280041,5800438,5957950,7087710,8578880,,255519,362687,471629,492931,491967,504546,542353,873558,1396555,1102033
850610,Manganese dioxide cells and batteries (excluding spent),2,14,3,1,1,1,1,4,3,,,239252,244930,247668,0,0,0,0,0,0,0,,4983,5451,8173,10736,9434,12671,13951,17989,19974,29788
850660,Air-zinc cells and batteries (excluding spent),14,26,33,39,45,53,48,41,57,,,74404,89864,96602,102381,113086,128994,132399,138007,136121,126022,,145,407,421,257,936,714,1000,841,1305,62
850940,"Domestic food grinders and mixers and fruit or vegetable juice extractors, with self-contained ...",44,45,74,88,91,56,64,43,59,,,346132,294296,291330,269586,282530,295660,275585,221262,266858,299711,,20537,24261,30537,35309,39040,44939,45232,43417,46967,190702
851210,Electric lighting or visual signalling equipment of a kind used for bicycles (other than lamps ...,119,92,160,686,592,475,825,1162,347,,,29575,29821,30528,28493,27197,28128,34839,40954,49152,63631,,786,1112,2053,2549,2145,2871,3785,3771,3237,7156
851290,"Parts of electrical lighting or signalling equipment, windscreen wipers, defrosters and demisters ...",66,46,84,144,134,117,143,168,156,,,706977,838898,1014971,1007761,1042392,1097757,1164581,1294137,1186905,1301875,,26703,31333,34196,34078,45683,35700,35904,41212,41274,61993
851631,Electric hairdryers,0,8,0,0,0,0,0,0,1,,,60805,74495,69073,56339,74780,91453,96971,102348,135710,112520,,3126,3361,3588,4927,6178,6219,7587,7424,6348,34042
851660,"Electric ovens, cookers, cooking plates and boiling rings, electric grillers and roasters, ...",515,872,726,1133,1910,2752,4349,4406,3563,,,1253644,1291905,1383567,1379782,1475173,1603846,1756062,1646672,1757182,2156046,,72015,84295,108047,124691,133802,156908,181897,193734,200804,439140
851690,"Parts of electric water heaters, immersion heaters, space-heating apparatus and soil-heating ...",23,17,76,642,2318,577,529,591,716,,,429406,430966,459761,431983,402999,406294,420298,421000,466874,584648,,7973,7416,12182,16007,20309,14763,15794,19578,21262,78024
851761,"Base stations of apparatus for the transmission or reception of voice, images or other data",315,10734,247,716,2959,3788,386,1118,3638,,,174771,223717,194393,119511,123769,123591,144521,89756,58599,70521,,35337,153692,171768,119177,238676,532660,160645,199759,117282,62778
851821,"Single loudspeakers, mounted in their enclosures",34,36,18,58,59,121,325,391,293,,,141747,147051,143498,128913,144581,189449,229506,272350,275923,301542,,4845,6081,14208,26028,26953,25934,27101,36881,39594,166474
851850,Electric sound amplifier sets,40,55,307,202,189,212,190,180,81,,,45058,49218,54098,43744,54079,58114,56039,47498,43248,44593,,4047,4749,6010,6993,8458,8077,17447,22452,16816,14083
852329,Magnetic media for the recording of sound or of other phenomena (excluding cards incorporating ...,61,142,229,32,99,94,136,97,96,,,291403,216140,219868,141968,96846,111690,104474,91917,56671,59904,,9552,15918,19060,20681,35789,27707,20846,9288,3315,3340
852359,"Semiconductor media, unrecorded, for the recording of sound or of other phenomena (excluding ...",65,47,94,64,549,510,521,754,603,,,32490,93672,411029,35757,36018,56727,86293,76700,59651,55997,,16743,14295,15222,11599,24363,20401,27031,32750,27515,11441
852550,"Transmission apparatus for radio-broadcasting or television, not incorporating reception apparatus",920,1088,935,171,404,2485,2993,2998,2185,,,102085,87814,97043,68863,56136,71551,131078,120544,57208,56784,,8790,5094,4488,6675,6691,8803,9743,9132,6522,7809
852691,Radio navigational aid apparatus,232,610,923,16,21,39,21,58,1,,,1270199,1236600,1250050,1178787,1398505,1768870,1682815,1767763,893907,544205,,8931,12907,17305,21789,35826,23867,27720,36471,26902,66240
852712,"Pocket-size radiocassette players [dimensions <= 170 mm x 100 mm x 45 mm], with built-in amplifier, ...",0,1,0,0,0,0,0,0,0,,,44,304,564,178,245,208,202,137,31,21,,1,34,81,77,117,82,56,155,230,51
852719,"Radio-broadcast receivers capable of operating without an external source of power, not combined ...",0,0,0,0,0,0,0,0,0,,,15594,16710,16971,18062,23928,24259,22604,23598,27377,28865,,250,1140,261,249,1037,646,23,735,944,7131
852792,"Radio-broadcast receivers, for mains operation only, not combined with sound recording or reproducing ...",0,0,0,0,0,0,0,0,0,,,10210,9596,8226,9159,8977,8983,9160,9856,11689,8954,,32,2,0,0,2,0,0,0,1,88
852862,Projectors capable of directly connecting to and designed for use with an automatic data processing ...,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,385585,430681,392308,341287,362561,,0,0,0,0,0,0,1433,1589,3308,4107
853210,"Fixed capacitors designed for use in 50/60 Hz circuits and having a reactive power-handling ...""",80,66,76,65,147,106,61,38,102,,,66324,74730,75648,64016,57671,60986,62756,42607,41504,47143,,13906,22552,18315,27054,35435,32251,34949,43225,42305,9944
853223,"Fixed electrical capacitors, ceramic dielectric, single layer (excluding power capacitors)",1,7,0,0,4,0,0,1,12,,,18314,23133,23983,18560,18624,22972,29722,25627,24310,36957,,4618,4908,6646,10819,9377,10828,14001,13292,33137,17447
853225,"Fixed electrical capacitors, dielectric of paper or plastics (excluding power capacitors)",51,57,28,35,3,43,18,70,10,,,181297,183007,175457,161977,130356,156020,198739,165324,157388,210913,,12027,9360,9392,11400,27964,35141,42491,45401,52265,45596
853329,Fixed electrical resistors for a power handling capacity > 20 W (excluding heating resistors),213,203,575,609,684,795,1220,1803,1470,,,120234,115052,103346,97190,111342,112831,127423,122866,122403,152612,,66369,20923,25101,28827,35586,40512,39919,37875,39983,16613
853339,"Wirewound variable electrical resistors, incl. rheostats and potentiometers, for a power handling ...",21,10,92,12,16,15,24,25,20,,,5221,5547,5039,4458,4571,4330,4678,5514,4417,3982,,8937,7864,7515,8966,10561,12268,11411,9390,10627,397
853400,Printed circuits,2323,2368,2438,2739,2298,1994,2140,1395,1594,,,1178124,1059721,1099854,961053,1046471,1167960,1255627,1138631,1088100,1262201,,1096933,1454196,1455255,1888961,2311807,3356674,3314284,3554704,4105170,4135823
853620,Automatic circuit breakers for a voltage <= 1.000 V,1105,885,1019,1353,1526,1758,1984,1568,1381,,,773773,765956,761515,633561,620484,678036,741088,697455,667390,780619,,59614,57594,74352,88093,102078,120950,121159,124418,130576,118598
853661,Lamp holders for a voltage <= 1.000 V,78,41,104,110,90,49,51,61,41,,,102445,92564,89243,66623,59803,57279,52635,39605,34075,36842,,5214,8073,5672,6262,7240,9723,13072,15458,19392,10126
853670,"Connectors for optical fibres, optical fibre bundles or cables",11,10,97,233,41,206,232,410,481,,,30611,35350,40472,37454,40969,54480,53237,55031,45476,48796,,12410,17408,21825,37289,26555,39657,33370,41465,46143,32193
853932,Mercury or sodium vapour lamps; metal halide lamps,408,454,343,327,181,185,249,74,67,,,285210,269943,257758,0,0,171177,143506,117482,70085,64281,,4369,4445,5474,5551,5427,4707,4524,3314,3696,3763
853941,Arc lamps,30,37,37,68,126,370,296,290,144,,,451862,466683,493536,483763,444588,414731,357660,270133,203932,201351,,353,792,808,841,1283,1549,1536,1468,1013,564
853990,"Parts of electric filament or discharge lamps, sealed beam lamp units, ultraviolet or infra-red ...",19,7,42,21,11,35,42,23,14,,,129156,135302,132357,116117,110002,109130,120734,100489,83931,82036,,21727,25166,31233,20274,10872,8786,20544,30867,17928,28611
854089,"Electronic valves and tubes (excluding receiver or amplifier valves and tubes, microwave tubes, ...",25,22,3,8,8,9,24,5,6,,,37092,55230,25132,23095,22079,16317,20026,28355,19519,23835,,4349,3595,3532,6037,5637,15491,6010,3676,4296,1924
854129,Transistors with a dissipation rate >= 1 W (excluding photosensitive transistors),23,23,17,29,158,505,4197,12787,12534,,,556276,715317,1053820,1191542,1362435,1696912,1938375,1986974,1914800,2291604,,92986,113957,119602,135146,180196,255187,371945,408846,353089,211381
854232,Electronic integrated circuits as memories,44,21,32,1829,52,42,38,580,15,,,649995,685339,714562,617173,651592,779920,979459,828564,530314,714660,,6590,36148,163057,271005,60141,105308,239639,585499,2078653,11277300
854239,"Electronic integrated circuits (excluding such as processors, controllers, memories and amplifiers)",36589,37022,46602,36000,31182,18585,18480,17122,22206,,,3607887,4202776,5182777,5170342,4498195,6157518,7118182,6309019,5147643,6475106,,5424177,8082158,8174381,9101142,10810658,13812327,15956451,18170636,20975941,9832117
854290,"Parts of electronic integrated circuits, n.e.s.",311,338,253,285,178,31,146,1009,2462,,,104498,89902,90494,81229,96104,106594,119225,109942,102589,117764,,259436,270046,268265,353119,471065,485185,733076,757109,1148125,672259
854519,"Electrodes of graphite or other carbon, for electrical purposes (excluding those used for furnaces)",152,88,120,171,102,181,117,160,100,,,54421,33099,12339,10924,12501,14139,23182,24048,9992,14913,,3127,9452,4189,5542,4182,6069,5965,7337,9115,5023
854520,Carbon brushes for electrical purposes,203,200,253,297,322,258,282,761,387,,,154620,160150,162285,135970,132455,136503,143203,117601,106813,120650,,10267,9439,8943,7640,8851,9529,9836,11541,13319,14376
854690,Electrical insulators (excluding those of glass or ceramics and insulating fittings),874,194,250,38,88,124,119,210,283,,,202702,231998,229584,189409,209935,161070,205155,179191,171841,137940,,12532,15380,20482,20151,22322,26172,22622,20032,20119,17461
860310,"Self-propelled railway or tramway coaches, vans and trucks, powered from an external source ...",0,0,2702,0,0,0,0,0,0,,,1270628,1245262,1127483,618165,1244009,1658334,784699,630241,499652,218455,,68,0,2702,0,0,26238,12447,6909,7349,29555
860630,Railway or tramway self-discharging goods vans and wagons (excluding tank wagons and the like ...,0,0,0,0,0,0,0,0,0,,,477,64,0,0,1138,18,2096,0,272,839,,45,63,15,845,29,91,0,1140,10,26
860692,"Railway or tramway goods vans and wagons, open, with non-removable sides of a height > 60 cm ...",0,0,0,0,0,0,0,0,0,,,0,92,0,957,0,1734,488,253,1092,388,,3,11,0,2,132,227,2650,190,1121,558
870290,"Motor vehicles for the transport of >= 10 persons, incl. driver, not with compression-ignition ...""",0,0,0,0,0,0,0,1009,0,,,16603,3164,1628,2772,646,1122,1201,1618,1230,1242,,2638,5438,8059,6111,7556,5390,1441,2106,694,75
870324,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...",7136,7574,11666,21032,11847,2231,2212,4129,1881,,,25610269,24337337,23652624,20546139,12635772,11133488,11728888,9563592,7098435,8647351,,17652,34504,89641,139437,195449,46200,38033,85791,61026,131272
