Product code,Product label,Russian Federation's imports from Germany-Value in 2012,Russian Federation's imports from Germany-Value in 2013,Russian Federation's imports from Germany-Value in 2014,Russian Federation's imports from Germany-Value in 2015,Russian Federation's imports from Germany-Value in 2016,Russian Federation's imports from Germany-Value in 2017,Russian Federation's imports from Germany-Value in 2018,Russian Federation's imports from Germany-Value in 2019,Russian Federation's imports from Germany-Value in 2020,Russian Federation's imports from Germany-Value in 2021,Germany's exports to world- ,Germany's exports to world-Value in 2012,Germany's exports to world-Value in 2013,Germany's exports to world-Value in 2014,Germany's exports to world-Value in 2015,Germany's exports to world-Value in 2016,Germany's exports to world-Value in 2017,Germany's exports to world-Value in 2018,Germany's exports to world-Value in 2019,Germany's exports to world-Value in 2020,Germany's exports to world-Value in 2021,Russian Federation's imports from world- ,Russian Federation's imports from world-Value in 2012,Russian Federation's imports from world-Value in 2013,Russian Federation's imports from world-Value in 2014,Russian Federation's imports from world-Value in 2015,Russian Federation's imports from world-Value in 2016,Russian Federation's imports from world-Value in 2017,Russian Federation's imports from world-Value in 2018,Russian Federation's imports from world-Value in 2019,Russian Federation's imports from world-Value in 2020,Russian Federation's imports from world-Value in 2021
850431,Transformers having a power handling capacity <= 1 kVA (excluding liquid dielectric transformers),16575,13546,37392,3975,5101,5138,5280,5671,5531,3791,,570463,620157,639774,519065,492457,488198,494773,446501,433276,484882,,70296,58448,80367,29578,31281,33994,36530,40898,42584,45411
701990,"Glass fibres and articles thereof, n.e.s.",3773,3252,3675,2077,2643,2534,2295,3005,3092,3788,,159367,184348,201547,172873,180109,205356,263182,315191,286049,277695,,32282,30734,31245,22089,18162,21345,25406,27715,31690,40942
847439,"Machinery for mixing or kneading solid mineral substances, incl. those in powder or paste form ...",50000,33552,25808,6001,8821,4439,5992,8956,7489,3771,,167173,178140,128622,114452,86491,105300,117330,95160,97666,104030,,124796,79488,72605,17443,24186,17288,19408,25232,20596,17685
391110,"Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes, in primary ...",2191,2329,2613,1935,1894,1659,2938,2373,3231,3770,,89542,86261,93552,82722,78052,88061,84452,83491,90263,110295,,13663,17563,26559,21745,20964,14537,17799,17598,18338,24015
852692,Radio remote control apparatus,2796,3351,3178,1877,2121,2590,3176,3730,2830,3765,,421179,489377,514526,413622,445482,495408,578405,567530,514458,587871,,46045,57161,41250,22852,18599,26698,32618,32634,30879,42405
820760,Interchangeable tools for boring or broaching,2820,4043,5085,3480,2545,2824,3577,3198,3186,3752,,160021,170547,176380,153319,153237,168106,185460,161183,132126,140389,,24278,8483,10345,7658,7063,8415,10252,9838,8503,9498
401012,"Conveyor belts or belting, of vulcanised rubber, reinforced only with textile materials",3600,4739,4508,3580,3505,5301,5541,4507,4013,3743,,0,0,0,0,0,99306,122734,114232,99610,102753,,73428,62858,55363,33725,32392,48284,60168,67800,57803,58562
392321,"Sacks and bags, incl. cones, of polymers of ethylene",7293,7506,6300,4552,4268,4584,5447,3640,3120,3740,,914413,976408,987896,888731,939624,996627,1053080,986086,998877,1113274,,116554,137090,122477,87258,82300,86922,89280,87504,81401,89074
840690,"Parts of steam and other vapour turbines, n.e.s.",7881,1409,1542,1926,21,8060,788,1,4589,3710,,833819,664058,544458,544787,571293,499895,415162,320164,296662,257333,,49824,66421,83654,43907,26171,69222,26281,23684,28857,25510
842959,"Self-propelled mechanical shovels, excavators and shovel loaders (excluding self-propelled ...",1323,1742,271,0,0,0,5761,31661,11110,3706,,56232,56147,50501,35736,29590,40361,35453,45177,38431,48436,,385952,437523,225891,45747,46631,111997,167084,220790,188992,302572
851150,Generators of a kind used for internal combustion engines (excluding magneto dynamos and dual ...,9488,6838,2024,1310,1666,2985,4464,5541,5301,3685,,303508,336902,345317,308706,353205,401472,411840,503317,509583,623176,,105386,119272,106202,65215,71614,95402,108426,104518,93509,124142
961610,"Scent sprays and similar toilet sprays, and mounts and heads therefor",3143,2920,2505,2305,2199,1512,2045,2392,3182,3674,,97386,103695,96022,81601,94699,105260,123650,116904,122463,130989,,25865,28294,23229,17953,18489,19109,17742,19443,29045,24058
730630,"Tubes, pipes and hollow profiles, welded, of circular cross-section, of iron or non-alloy steel ...",4661,4127,5033,1845,5613,2695,6691,3353,3500,3671,,617696,618324,569037,450473,445629,528144,583909,527427,419288,536062,,102078,84153,78957,41679,48465,51131,55203,48140,48741,62676
902221,"Apparatus based on the use of alpha, beta, gamma or other ionising radiation, for medical, ...",8582,5473,5115,1808,1379,465,1,1695,6209,3668,,47955,17744,19217,14616,14105,54073,26259,115719,76151,64489,,347150,65631,68973,15063,29758,16579,17898,9408,12318,16616
391610,"Monofilament of which any cross-sectional dimension > 1 mm, rods, sticks and profile shapes, ...",1148,1258,918,820,747,860,959,1121,1876,3663,,67541,71061,77774,66458,71943,74706,82778,76553,72360,87419,,3274,4540,4363,3127,4144,5313,8385,7415,7303,11462
293339,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing an unfused pyridine ring, ...",989,1283,1794,1580,1297,1634,4071,3355,2474,3662,,715115,1086121,893275,856996,767827,845671,874403,794231,865196,841517,,57141,42832,40983,42178,52537,82485,95502,110955,141237,167982
842951,Self-propelled front-end shovel loaders,9719,15763,13386,4610,7423,5639,6178,6105,3090,3659,,776953,669666,776340,705717,677091,831382,980570,1024373,866826,1163417,,943112,861261,515707,198607,201366,361566,395382,464870,353854,589047
847940,Rope or cable-making machines (excluding twisting machines of the type used in spinning mills),869,4125,2092,1829,1762,1484,19927,2911,2715,3654,,92733,83157,59909,71282,60482,42675,100023,49555,95091,104810,,23211,106276,21920,15417,11015,11267,42894,19436,9805,16767
850450,Inductors (excluding inductors for discharge lamps or tubes),17966,15901,15866,4947,7067,7073,6067,5125,4376,3652,,639848,648969,709080,638541,754408,867268,958633,910682,921999,1157486,,69826,69191,56508,33051,41722,49498,52871,47294,50021,56193
842511,"Pulley tackle and hoists, powered by electric motor (other than skip hoists or hoists of a ...",5605,6075,9627,2423,1722,2548,4332,6186,3970,3642,,245759,246343,250242,200546,201919,214957,234085,228993,196398,215620,,75931,55444,62663,27534,24575,24492,35043,41278,52385,41773
841590,"Parts of air conditioning machines, comprising a motor-driven fan and elements for changing ...",8606,8964,7845,3408,1719,4533,2409,2801,2331,3638,,874986,979091,1014213,798480,798629,759425,747615,806072,713745,813857,,403528,402748,381109,245548,231199,286606,278267,287468,273645,343809
200989,"Juice of fruit or vegetables, unfermented, whether or not containing added sugar or other sweetening ...",2853,3853,2463,1119,1714,828,1616,1882,2331,3633,,138214,156019,161885,143265,158418,165433,173496,174212,174434,208103,,40217,53910,49572,29936,32934,48935,58587,49367,57148,59541
760529,"Wire, of aluminium alloys, having a maximum cross-sectional dimension of <= 7 mm (other than ...",2387,2720,2937,1476,1936,2824,2777,2351,2219,3633,,24206,25383,27676,24000,21940,25092,24854,23085,21174,27253,,4091,4206,4306,3594,3079,4474,4551,4151,4087,6062
731582,"Welded link chain of iron or steel (excluding articulated link chain, skid chain and stud-link ...",4007,3071,2878,2325,2615,2839,1691,3695,1931,3621,,174646,199472,179378,135716,108403,127398,157917,155304,129788,137130,,23450,22227,19433,14371,14796,16676,18111,24591,16796,23918
381010,"Pickling preparations for metal surfaces; soldering, brazing or welding pastes and powders ...",2870,2660,2286,1957,2509,2937,2893,2820,2892,3613,,83747,85008,81148,59045,60358,74790,72365,69676,64878,78168,,11058,10570,10004,6771,7040,8471,9648,9527,8662,10995
950691,"Articles and equipment for general physical exercise, gymnastics or athletics",8546,9782,8348,1910,2087,2196,2903,2578,3149,3609,,248534,294534,334939,309996,324762,361854,424385,395530,399610,479127,,190757,195610,201094,107297,119671,136069,140556,139677,153087,191446
851430,"Electric industrial or laboratory furnaces and ovens (excluding resistance heated, induction, ...",9190,9694,11655,2490,836,1931,4493,3645,7397,3598,,93793,109751,101238,67309,115225,87892,94550,108458,74019,146696,,54515,26672,29285,14499,11231,12245,16699,16343,15938,15931
340219,"Organic surface-active agents, whether or not put up for retail sale (excluding anionic, cationic ...",11236,11214,11350,5656,4755,5366,4494,4266,4195,3575,,87778,95167,84159,79672,81372,89004,100962,95810,99481,112486,,28493,28063,29135,63691,23809,24204,24115,25820,25598,28158
491110,"Trade advertising material, commercial catalogues and the like",37782,29354,17391,11454,10305,11993,5408,5782,5662,3572,,1402323,1500088,1458939,1234079,1222445,1153541,1281187,1061612,894198,916864,,169262,166319,149205,95358,84465,81323,66758,59626,52528,41626
340590,"Glass or metal polishes, whether or not in the form of paper, wadding, felt, nonwovens, cellular ...",2632,2824,3043,1973,1681,2206,2698,2271,2635,3568,,89951,91562,100123,81717,89403,99954,100831,92679,82163,105193,,9395,10901,10692,7284,6952,8116,9921,8379,8782,11257
280300,"Carbon (carbon blacks and other forms of carbon, n.e.s.)",1303,1691,2300,1653,1573,1519,1725,2226,2254,3568,,329872,341016,352415,279789,277877,316438,355281,319231,292577,396219,,10326,10670,7295,3947,3864,4718,6060,7765,6088,7243
846799,"Parts of pneumatic tools for working in the hand, hydraulic or with self-contained electric ...",4248,3989,2647,1941,2937,3588,3485,2401,2314,3567,,187000,195580,197137,170527,187445,204940,212522,191045,210984,237980,,19567,25141,21254,17150,17848,19863,19733,18089,18979,28301
722592,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, hot-rolled ...""",3946,6433,7452,2378,26,79,2287,2565,2390,3521,,431924,479994,603564,593527,659188,747075,836530,776604,552609,770425,,70014,44394,28085,14743,10347,17829,31205,26679,23840,34537
281830,Aluminium hydroxide,4377,10189,8718,6425,9076,10841,10276,7630,3540,3507,,310598,318982,331755,288551,293083,336950,363071,339263,286649,367101,,30035,36381,23148,20124,24996,24651,17395,14468,10384,12213
902150,Pacemakers for stimulating heart muscles (excluding parts and accessories),7153,4122,5198,2322,2412,2937,3847,3667,3292,3507,,546270,626879,683049,839686,883799,750982,712384,813453,716234,756697,,27341,27130,25222,13067,13198,18194,26748,26102,19542,22594
284390,"Inorganic or organic compounds of precious metals, whether or not chemically defined (excluding ...",321,316,1005,1311,1130,2195,989,2223,3556,3505,,1051603,1057558,1407067,1219767,1008099,1388907,1776125,2689356,3745728,5253889,,6193,10003,8939,5280,5907,6925,10017,16149,21487,34095
290516,"Octanol """"octyl alcohol"""" and isomers thereof""""",22,0,1,31,5,89,217,491,116,3490,,357767,308512,337178,205274,171566,210845,210275,174955,157141,326160,,26,185,13,35,318,103,231,1624,2737,16515
292249,"Amino-acids and their esters; salts thereof (excluding those with > one kind of oxygen function, ...""",3748,3080,2958,3918,6441,3362,2059,2776,2377,3483,,272313,293262,313229,276844,436671,278729,283621,264888,263487,299474,,39176,54105,67856,77241,74563,66538,72346,77508,79251,117179
732619,"Articles of iron or steel, forged or stamped, but not further worked, n.e.s. (excluding grinding ...",2520,3099,2155,3772,2146,3007,3929,3619,3403,3468,,0,0,0,67224,57668,65376,57460,55101,54237,49823,,46274,46419,44733,26013,33054,49511,46339,47729,45793,61033
591131,"Textile fabrics and felts, endless or fitted with linking devices, of a kind used in papermaking ...",1704,3009,4486,3066,2689,2853,2673,2920,3460,3468,,103147,109982,116536,95489,88863,84905,90085,82983,79617,85976,,5040,5952,8084,6196,5563,5481,6620,6315,6698,6911
846291,"Hydraulic presses for working metal (excluding forging, bending, folding, straightening and ...",2816,8838,25518,2239,3904,1453,11586,7963,7406,3450,,283593,260437,218525,208511,210363,231259,236066,237956,179527,170074,,38654,45172,58825,24965,16073,29902,35840,28661,28063,38860
731814,"Self-tapping screws, of iron or steel (excl. wood screws)",5343,5554,4747,2934,3552,3821,4218,3705,3226,3434,,426909,460199,495663,455958,490532,584510,665538,672434,653365,810880,,146211,162263,134549,125482,125452,140386,176895,190202,158858,262306
741820,"Sanitary ware and parts thereof, of copper (excluding cooking and heating appliances of heading ...",3423,3734,3276,1954,933,810,936,1010,2341,3434,,75401,81466,83076,81133,92123,96431,102714,101609,96176,114126,,10683,12624,11339,6449,5421,6227,7531,7549,9454,14255
390750,"Alkyd resins, in primary forms",1549,2161,3390,1913,2465,2558,3265,2524,1990,3430,,123976,127880,131825,103933,116192,120556,128473,112214,111502,139862,,37214,42423,36803,18892,19623,23196,27397,24362,23450,30980
846490,"Machine tools for working stones, concrete, asbestos cement or similar mineral substances or ...",9551,2259,3500,2105,651,2974,3195,2452,845,3422,,68635,72044,53557,46663,46175,54566,65788,62388,55126,82363,,43254,49550,62450,12558,17640,26940,19958,21404,20355,28353
870410,Dumpers for off-highway use,20422,24131,12029,2252,1924,6189,2119,3378,3178,3421,,216737,222295,242673,211173,191101,239079,199041,253719,196839,300305,,985456,636808,341613,276598,410774,845295,691100,422446,278410,810730
851610,Electric instantaneous or storage water heaters and immersion heaters,3822,3611,2886,2051,2508,2303,2638,2916,3166,3396,,185813,206051,196352,176891,167675,188193,227736,227176,237460,305281,,115605,124005,109632,69989,80469,81268,102972,97431,101544,140047
560312,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., of man-made filaments, ...",6769,2000,2067,1307,1618,2792,4423,2848,2715,3394,,182463,174365,177552,161933,174796,237428,282844,273093,318300,356757,,59090,62577,68306,38729,39518,43262,45941,47744,62255,59322
300620,Reagents for determining blood groups or blood factors,668,1901,2938,2532,2896,2367,2740,2664,3107,3385,,46497,56569,62340,62596,64235,65576,70458,61683,58001,69499,,14513,15981,21081,15362,16549,19564,20478,20946,19173,20529
253090,"Arsenic sulfides, alunite, pozzuolana, earth colours and other mineral substances, n.e.s.",3207,2436,1396,2084,2603,2870,3084,3675,2984,3381,,111365,91612,83905,70779,66679,85148,91143,80628,78136,88062,,17069,23146,20579,15384,15067,19470,31105,25044,19437,19533
850164,"AC generators """"alternators"""", of an output > 750 kVA (excl. photovoltaic generators)""""",128,9555,5981,570,44,0,5868,1566,747,3380,,647883,524442,540329,345441,659606,483276,422800,263330,231739,281797,,18934,37068,49910,17378,10753,6926,22556,5810,22037,13218
722220,"Other bars and rods of stainless steel, not further worked than cold-formed or cold-finished",5068,5929,5158,1707,2094,2148,1700,1892,11596,3376,,395148,379251,385835,320329,267073,330695,386417,344572,322862,386939,,61072,62117,68634,34196,39211,49651,56055,46752,56822,64973
392390,"Articles for the conveyance or packaging of goods, of plastics (excluding boxes, cases, crates ...",5353,4210,2672,3010,3295,4547,4342,2659,3894,3371,,517555,596457,630878,532465,558091,644079,715760,668065,670849,760466,,76142,87762,77397,56372,67372,80342,78887,84265,84143,96708
482390,"Paper, paperboard, cellulose wadding and webs of cellulose fibres, in strips or rolls of a ...",4004,3379,2482,1891,1766,1969,3037,2322,2352,3360,,381118,381227,374348,298985,298923,321809,381573,378284,353546,415338,,38330,35103,30742,21236,21794,23843,25340,29323,28287,65772
846592,"Planing, milling or moulding -by cutting- machines, for working wood, cork, bone, hard rubber, ...",14634,12492,11339,9291,4660,5319,3190,6615,6953,3350,,153593,150167,136512,126606,160299,154422,197860,208069,148965,193180,,81131,71654,53422,25378,35778,42681,47725,42347,43706,52318
340391,Textile lubricant preparations and preparations of a kind used for the oil or grease treatment ...,1221,1570,1518,1625,2437,2744,3465,3566,3255,3348,,246789,284888,264372,234752,232858,260315,272533,246277,230018,268807,,9045,9046,8638,5106,6408,7234,8076,7013,6388,6369
960390,Mops and leather dusters; prepared knots and tufts for broom or brush making; squeegees of ...,6744,5281,4694,2407,2637,3884,3419,3260,2640,3344,,199821,209923,224845,193562,231095,264950,264246,271339,297853,332716,,63256,67893,64882,42316,49716,63800,70149,72886,78422,110161
844720,Flat knitting machines; stitch-bonding machines,15746,10937,8072,3841,10929,9059,8412,7209,5220,3343,,564956,590834,528677,0,0,0,0,0,0,0,,40877,28242,20640,8506,17822,22695,17275,20529,14734,20847
721050,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",1874,1061,851,921,1260,2311,1979,3416,3217,3342,,220280,188111,171433,174995,120936,131826,136323,139495,125566,143884,,3630,1734,1152,1154,3236,4799,3033,5026,5536,5360
846040,"Honing or lapping machines, for working metals, metal carbides or cermets (excluding gear cutting, ...",2068,1355,2674,2220,796,1751,967,601,12,3338,,198345,157745,148176,126203,133938,159728,170052,136309,77716,63049,,4669,3203,7228,3624,2107,4254,4685,2420,2784,8438
291712,"Adipic acid, its salts and esters",2578,2877,3133,3155,2157,1755,2239,1570,1658,3328,,0,0,0,0,0,0,0,0,0,0,,6515,7855,8260,6255,6968,7800,10414,9114,7408,14293
293139,"Separate chemically defined organo-phosphorous derivatives, n.e.s.",0,0,0,0,0,226,366,512,899,3324,,0,0,0,0,0,375333,370337,385210,294239,393973,,0,0,0,0,0,1149,2275,6676,44316,183514
690721,"Ceramic flags and paving, hearth or wall tiles, of a water absorption coefficient by weight ...",0,0,0,0,0,2530,2219,1802,1850,3317,,0,0,0,0,0,202946,207957,188361,182300,204437,,0,0,0,0,847,132203,158994,179222,188867,287089
842832,"Continuous-action elevators and conveyors for goods or materials, bucket type (excluding for ...",10033,8671,6884,5036,6412,7994,7409,5344,6125,3315,,53145,74687,78530,61973,51776,51127,36514,45515,30502,31865,,27518,19563,16845,10318,10644,13176,13163,15291,11798,9096
722020,"Flat-rolled products of stainless steel, of a width of < 600 mm, not further worked than cold-rolled ...""",2722,2408,2421,2557,2215,2246,2678,2804,1842,3301,,571254,579994,662994,585964,540052,670011,725759,619503,549961,750267,,64054,77584,64757,52606,47493,51030,59455,52287,52741,69784
