Product code,Product label,"Korea, Republic of's imports from United States of America-Value in 2012","Korea, Republic of's imports from United States of America-Value in 2013","Korea, Republic of's imports from United States of America-Value in 2014","Korea, Republic of's imports from United States of America-Value in 2015","Korea, Republic of's imports from United States of America-Value in 2016","Korea, Republic of's imports from United States of America-Value in 2017","Korea, Republic of's imports from United States of America-Value in 2018","Korea, Republic of's imports from United States of America-Value in 2019","Korea, Republic of's imports from United States of America-Value in 2020","Korea, Republic of's imports from United States of America-Value in 2021",United States of America's exports to world- ,United States of America's exports to world-Value in 2012,United States of America's exports to world-Value in 2013,United States of America's exports to world-Value in 2014,United States of America's exports to world-Value in 2015,United States of America's exports to world-Value in 2016,United States of America's exports to world-Value in 2017,United States of America's exports to world-Value in 2018,United States of America's exports to world-Value in 2019,United States of America's exports to world-Value in 2020,United States of America's exports to world-Value in 2021,"Korea, Republic of's imports from world- ","Korea, Republic of's imports from world-Value in 2012","Korea, Republic of's imports from world-Value in 2013","Korea, Republic of's imports from world-Value in 2014","Korea, Republic of's imports from world-Value in 2015","Korea, Republic of's imports from world-Value in 2016","Korea, Republic of's imports from world-Value in 2017","Korea, Republic of's imports from world-Value in 2018","Korea, Republic of's imports from world-Value in 2019","Korea, Republic of's imports from world-Value in 2020","Korea, Republic of's imports from world-Value in 2021"
401199,"Pneumatic tyres, new, of rubber (excluding having a """"herring-bone"""" or similar tread and ...""",551,502,235,199,170,0,0,0,0,0,,146004,148500,163949,157805,149093,0,0,0,0,0,,5781,4941,5657,10739,9777,0,0,0,0,0
400241,"Chloroprene latex """"chlorobutadiene rubber, CR""""""""",1,0,1,0,0,0,0,0,0,0,,6324,10488,16281,6529,7480,6797,6970,10161,13973,15330,,300,146,83,142,227,310,222,199,165,184
390930,"Amino-resins, in primary forms (excluding urea resins, thiourea resins and melamine resins)",29205,38445,32939,36247,28717,0,0,0,0,0,,600698,662401,598996,574138,498895,0,0,0,0,0,,90736,129176,138398,123464,95585,51,0,0,0,0
382520,Sewage sludge,0,2,0,0,0,0,0,0,0,0,,141,446,234,175,32,338,123,238,53,61,,0,2,0,0,0,2,0,0,0,0
382460,Sorbitol (excluding D-glucitol [sorbitol]),0,64,0,0,0,0,0,5,0,0,,11149,14884,16422,16504,9233,8834,5371,3612,1856,7147,,2936,3213,2950,3203,3309,3556,3882,5074,5109,7708
382472,"Mixtures containing bromochlorodifluoromethane, bromotrifluoromethane or dibromotetrafluoroethanes",0,0,0,0,0,0,0,0,0,0,,43,166,193,129,67,209,30,115,402,48,,0,0,0,0,57,0,0,0,0,1
620811,Women's or girls' slips and petticoats of man-made fibres (excluding knitted or crocheted and ...,5,7,1,1,15,7,10,6,7,0,,3008,2992,2430,2877,2276,1277,1655,1299,1512,1316,,633,548,548,840,591,658,1121,1423,1246,1449
600642,"Dyed fabrics, knitted or crocheted, of artificial fibres, of a width of > 30 cm (excluding ...""",30,2,3,15,14,1,9,1,34,0,,4517,5365,6280,8403,7791,5037,6653,6327,3165,3128,,2934,2107,1457,2073,1467,1312,954,995,691,693
610429,"Women's or girls' ensembles of textile materials (excluding of cotton or synthetic fibres, ...",0,1,6,4,1,4,2,1,1,0,,2940,3188,1736,1765,1448,974,2420,885,801,673,,32,5,38,415,514,331,188,122,198,1039
600320,"Knitted or crocheted fabrics of cotton, of a width of <= 30 cm (excluding those containing ...""",0,0,0,0,0,0,0,0,0,0,,7031,4225,3112,1725,701,491,605,321,414,465,,110,103,77,103,93,49,71,107,22,19
600340,"Knitted or crocheted fabrics of artificial fibres, of a width of <= 30 cm (excluding those ...""",0,0,3,18,0,0,0,0,0,0,,293,1448,1902,767,1146,1476,1310,1191,801,880,,0,1,5,18,10,1,2,2,1,5
600490,"Knitted or crocheted fabrics, of a width of > 30 cm, containing >= 5% by weight elastomeric ...""",478,626,766,141,38,5,37,2,0,0,,3329,11623,13787,12223,8061,15171,13226,9470,10432,7954,,1535,2093,1901,1144,1213,2676,2721,3030,2197,1588
600531,"Unbleached or bleached warp knit fabrics of synthetic fibres """"incl. those made on galloon ...""",824,611,868,126,154,0,0,0,0,0,,24713,19269,18906,22275,22209,0,0,0,0,0,,5319,6203,7884,6632,8825,0,0,0,0,0
600538,"Warp knit fabrics of synthetic fibres, of yarns of different colours """"incl. those made on ...""",0,0,0,0,0,194,0,0,0,0,,0,0,0,0,0,2374,3294,3940,6033,4722,,0,0,0,0,0,4882,5264,4222,4188,6865
630222,Printed bedlinen of man-made fibres (excluding knitted or crocheted),4,2,3,0,0,1,1,3,0,0,,5206,5763,6744,6400,5739,4942,5639,5579,7576,9121,,352,674,920,1372,3249,4532,5643,6703,7738,8722
681280,Fabricated crocidolite asbestos fibres; mixtures with a basis of crocidolite asbestos or with ...,0,0,0,0,0,0,0,0,0,0,,1070,824,561,777,2062,2101,2118,1532,225,868,,32,0,0,0,0,0,0,0,0,0
681293,"Compressed asbestos fibre jointing, in sheets or rolls (excluding of crocidolite asbestos)",0,0,0,0,0,0,0,0,0,0,,216,68,314,576,275,142,635,347,26,40,,0,0,0,0,0,0,0,0,0,0
720270,Ferro-molybdenum,0,1,1,0,0,0,0,0,0,0,,39179,31445,27919,20990,16765,28179,49271,40424,23941,48156,,6562,779,13157,572,10051,23154,5162,13300,348,62129
520833,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,0,0,0,0,,1376,1928,5399,7274,3496,4549,10064,10221,2709,3378,,1068,1443,1180,513,593,284,339,312,335,467
520841,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 100 g/m©÷, ...",0,0,2,1,4,2,13,5,0,0,,2035,2376,682,664,687,1050,1069,795,400,710,,2204,3586,3366,2685,1003,956,784,448,462,619
521131,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,4,0,15,0,0,0,0,0,0,,856,1675,1686,1763,1559,2482,716,757,705,597,,244,180,255,310,326,395,719,496,426,670
521214,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,1,0,0,0,0,0,1,0,,252,534,105,141,266,627,195,465,1003,425,,544,692,1005,949,1020,770,1190,920,729,912
521029,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,3,5,0,0,0,5,0,0,0,,1716,812,1048,998,1372,2618,2078,4862,2520,3217,,360,1923,1839,2146,2839,1151,1323,1134,712,650
511190,"Woven fabrics containing predominantly, but < 85% carded wool or carded fine animal hair by ...",2,12,1,2,0,1,0,0,0,0,,528,689,789,1550,1418,652,728,957,493,682,,4870,3572,4321,4165,2540,2066,1696,1779,1311,1565
511300,Woven fabrics of coarse animal hair or of horsehair (excluding fabrics for technical uses of ...,0,2,0,0,0,0,0,0,0,0,,125,54,330,73,223,239,151,19,74,245,,440,329,528,598,213,270,186,142,146,146
520512,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear ...""",3,20,2,0,5,0,2216,0,0,0,,668714,718781,672448,639045,617433,654522,659311,636055,375926,564439,,72007,83149,63788,54466,64765,67762,100916,80332,71399,105583
520533,"Multiple """"folded"""" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by ...""",0,0,0,0,0,0,0,0,0,0,,4,137,7,0,7,0,9,0,6,9,,32021,33267,34076,29324,30821,32645,33209,24417,16237,23065
520645,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,1,0,0,0,1,0,0,,171,50,0,200,11,46,6,13,0,0,,828,802,509,542,627,628,837,672,575,834
520813,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, in three-thread ...",0,0,0,0,0,3,0,0,0,0,,404,270,98,324,303,330,469,188,167,121,,52440,52076,53139,47371,35615,27129,27442,21090,20364,22807
482210,"Bobbins, spools, cops and similar supports of paper pulp, paper or paperboard, whether or not ...",0,0,2,8,0,0,12,1,0,0,,5186,4641,4579,3966,2886,2782,1327,855,638,1818,,152,183,106,180,111,101,152,18,8,91
510111,"Greasy shorn wool, incl. fleece-washed wool, neither carded nor combed",0,0,0,0,0,0,0,0,0,0,,14853,18640,16827,15399,13858,18399,18093,10736,6559,9382,,0,0,0,0,0,74,4,3,0,1
510211,"Hair of Kashmir """"cashmere"""" goats, neither carded nor combed""""",0,0,0,0,0,0,0,0,0,0,,10,728,154,295,60,138,60,59,37,42,,113,0,77,53,411,568,1284,2821,4733,5294
510810,Carded yarn of fine animal hair (excluding that of wool or that put up for retail sale),0,0,0,0,0,0,0,0,0,0,,111,29,55,42,18,26,83,83,213,188,,2113,3016,3088,6264,10798,9558,11033,11703,9373,11053
551321,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,0,0,0,0,0,0,0,0,0,,28476,33064,50159,64347,57045,59428,64627,64602,65246,47862,,13603,14369,14587,10722,9029,8501,8981,7604,6524,8612
551349,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",2,1,11,4,0,0,0,9,0,0,,583,656,942,600,550,504,145,189,226,257,,22,155,301,220,115,181,107,109,63,187
551411,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,0,0,0,0,0,0,0,0,0,,4627,5682,4819,1395,630,1799,3827,2285,1996,849,,3322,3500,3933,4239,1563,1074,1134,964,703,708
551423,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,1,0,0,0,0,0,,2643,3224,4253,4842,5218,5332,3926,6466,2972,4846,,1619,1722,2168,1522,529,827,1494,2001,1433,1366
551621,"Woven fabrics containing predominantly, but < 85% artificial staple fibres, mixed principally ...",0,0,0,0,25,0,0,0,0,0,,820,320,341,230,312,341,128,129,49,8,,247,80,120,439,1247,3531,2701,848,1624,731
580211,"Terry towelling and similar woven terry fabrics, of cotton, unbleached (excluding narrow woven ...",0,1,0,0,0,0,0,0,0,0,,38,57,44,54,142,91,124,93,164,133,,4670,3057,926,1353,1480,267,2244,4,22,9
580230,Tufted textile fabrics (excluding carpets and other floor coverings),0,0,0,0,0,13,3,0,15,0,,531,225,372,423,965,3126,2680,755,302,185,,416,879,593,516,324,1883,1212,943,431,243
580126,"Chenille fabrics, of cotton (excluding terry towelling and similar woven terry fabrics, tufted ...",4,2,2,3,0,0,1,0,1,0,,757,496,793,432,425,464,822,494,351,1161,,15,10,8,16,19,2,12,13,66,24
540821,"Woven fabrics of yarn containing >= 85% artificial filament by weight, incl. monofilament of ...",1,0,160,109,0,44,0,0,0,0,,1279,1423,1423,2881,1790,1260,1396,1092,595,742,,362,471,528,481,232,335,1232,1908,1112,1055
550520,"Waste of artificial staple fibres, incl. noils, yarn waste and garnetted stock",18,0,0,0,0,0,0,0,0,0,,3262,2905,816,366,629,568,149,697,179,243,,242,31,7,0,0,0,0,6,5,0
550931,Single yarn containing >= 85% acrylic or modacrylic staple fibres by weight (excluding sewing ...,0,0,0,0,0,0,0,0,0,0,,1002,1558,680,837,1035,752,1174,436,611,1164,,24658,22640,15295,12015,11555,7004,5322,7663,6852,8460
550959,"Yarn containing predominantly, but < 85% polyester staple fibres by weight, other than that ...",0,0,0,0,0,0,0,0,0,0,,268,207,256,251,328,169,193,57,72,149,,4736,3548,6574,6716,5714,2288,1891,1720,1968,2430
530110,"Flax, raw or retted",0,0,0,0,0,0,0,0,0,0,,167,891,853,1422,1073,278,587,1265,1247,407,,0,0,0,0,0,0,0,1,4,2
530290,"True hemp """"Cannabis sativa L."""", processed but not spun; tow and waste of hemp, incl. yarn ...""",0,0,0,0,0,0,0,0,0,0,,73,91,69,220,112,269,157,157,1834,261,,138,178,463,295,0,74,1,0,12,4
540744,Woven fabrics of yarn containing >= 85% by weight of filaments of nylon or other polyamides ...,14,50,3,16,6,54,11,1,2,0,,1007,21225,64245,19373,1792,1822,1545,759,1420,1458,,144,387,243,396,331,382,486,1047,927,1159
540252,"Filament yarn of polyester, incl. monofilament of < 67 decitex, single, with a twist of > 50 ...",18,14,22,14,0,0,0,0,0,0,,2738,3769,2462,1305,758,1146,815,6627,4500,1738,,5006,3890,1552,922,1050,766,722,444,347,319
540263,"Multiple """"folded"""" or cabled filament yarn of polypropylene, incl. monofilament of < 67 decitex ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,299,721,484,587,276,,0,0,0,0,0,217,241,73,13,498
540500,Artificial monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm; strip ...,4,0,0,0,1,3,0,0,0,0,,787,539,1378,1200,412,822,858,498,761,506,,216,94,37,18,17,10,53,17,3,11
722720,"Bars and rods of silico-manganese steel, hot-rolled, in irregularly wound coils",0,0,0,8,9,0,8,0,0,0,,999,578,1849,432,666,863,807,858,5105,4855,,378,206,276,215,91,4034,26799,24340,16602,35413
720853,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...",1,4,0,0,2,1,7,1,19,0,,33313,25481,23966,28540,11818,15358,19202,17672,12831,27500,,2651,1208,1394,1217,4026,1536,5345,269,471,4250
721420,"Bars and rods, of iron or non-alloy steel, with indentations, ribs, groves or other deformations ...",44,0,0,4,7,0,6,4,0,0,,447446,356985,347406,208086,131369,206498,173506,89545,109774,176729,,304183,240571,290031,398128,441672,518038,307598,376909,215717,716192
811222,Chromium waste and scrap (excluding ash and residues containing chromium and chromium alloys ...,4,1,3,0,0,0,0,0,0,0,,53,129,596,1537,1473,988,810,332,258,104,,15,1,108,25,72,26,76,50,8,5
830510,"Fittings for loose-leaf binders or files, of base metal (excluding drawing pins and clasps ...",6,3,8,11,28,2,1,42,0,0,,10740,13426,16361,18022,18402,15764,16076,15068,5716,1663,,2274,2519,2454,2790,2258,2232,1953,2154,1928,2253
844511,Carding machines for preparing textile fibres,0,106,1,14,0,0,0,0,3,0,,2619,2042,2571,2439,1376,1240,2719,834,2058,2477,,12042,6487,1483,842,921,344,1253,89,308,1717
843410,Milking machines,10,340,377,13,1,1,4,37,2,0,,7141,22798,34629,30634,26473,38877,44396,41897,24541,28100,,2389,3051,3195,1272,1256,1870,1972,2805,1719,1925
843039,"Coal or rock cutters and tunnelling machinery, not self-propelled (excluding hand-operated ...",0,0,0,0,29,1,0,0,10,0,,82230,61658,53667,35086,24726,35116,27438,56224,21315,27204,,1534,3868,3265,764,2856,537,540,604,867,791
843221,"Disc harrows for use in agriculture, horticulture or forestry",21,0,0,2,3,2,0,0,0,0,,36551,57965,46310,27072,20018,29662,18882,16616,24987,28556,,226,35,15,109,681,213,1316,379,314,463
841630,"Mechanical stokers, incl. their mechanical grates, mechanical ash dischargers and similar appliances ...",1,0,1,537,0,0,0,0,0,0,,7886,4873,6077,12196,4482,6362,4068,4369,2821,807,,147,3857,6074,5015,529,1296,15032,5727,21,6097
844831,Card clothing for machines for preparing textile fibres,0,0,0,11,0,0,0,0,0,0,,930,969,701,759,927,986,5411,1640,5121,6560,,4130,3804,3121,3101,2831,2419,3054,2205,1587,1973
847021,"Electronic calculating machines incorporating a printing device, with mains connection (excluding ...",0,0,0,0,0,0,1,0,0,0,,6963,6896,12319,4979,3472,2745,1883,1648,1043,1601,,4,0,1,0,0,0,7,45,18,12
845939,"Boring-milling machines for metals, not numerically controlled (excluding way-type unit head ...",1036,0,4,55,0,1,0,44,128,0,,5375,4818,2533,5380,3062,7107,7953,6710,3066,11254,,3576,1036,2811,499,123,1472,98,2414,290,526
845959,"Milling machines for metals, knee-type, not numerically controlled",0,119,6,154,0,256,66,6,6,0,,9078,4370,3052,2648,3454,2743,2960,2747,1661,3181,,248,1484,314,264,93,411,133,129,82,243
850423,"Liquid dielectric transformers, having a power handling capacity > 10.000 kVA",31,34,17,942,13,16,9,6,20,0,,56226,83308,74093,75431,68443,40917,23645,25431,30855,22211,,5246,9197,16299,31038,18508,67138,2420,11060,42885,3493
600634,"Printed fabrics, knitted or crocheted, of synthetic fibres, of a width of > 30 cm (excluding ...""",29,18,35,17,32,7,1,8,0,0,,5251,9418,7456,8029,9417,6991,7091,4102,3741,4107,,859,814,1182,1069,1006,1155,752,959,733,487
600643,"Fabrics, knitted or crocheted, of artificial fibres, of yarns of different colours, of a width ...""",0,0,0,0,0,0,0,0,0,0,,899,328,914,928,785,516,623,1259,2242,1257,,232,289,273,203,311,305,194,320,166,236
600240,"Knitted or crocheted fabrics, of a width of <= 30 cm, containing >= 5% by weight elastomeric ...""",0,1,1,1,4,0,0,0,0,0,,12380,16445,14231,15076,13378,15686,14572,14233,17475,42046,,366,418,441,529,763,1201,958,997,798,652
600290,"Knitted or crocheted fabrics, of a width of <= 30 cm, containing >= 5% by weight elastomeric ...""",1,2,2,0,2,5,5,1,5,0,,14346,9927,7602,7977,5416,3585,2682,3459,2542,3811,,172,151,139,230,501,410,292,274,482,406
600522,"Dyed cotton warp knit fabrics """"incl. those made on galloon knitting machines"""", of a width ...""",27,0,0,0,0,0,0,1,0,0,,11602,11928,9400,11051,12263,7940,1542,1342,2711,1485,,417,384,355,820,398,384,262,244,243,252
600524,"Printed cotton warp knit fabrics """"incl. those made on galloon knitting machines"""", of a width ...""",0,0,0,0,0,0,1,0,0,0,,351,216,75,70,155,14977,18320,31730,21305,1915,,13,13,12,9,0,29,1,9,0,1
580300,Gauze (excluding narrow woven fabrics of heading 5806),20,2,1,1,0,7,30,9,4,0,,4359,3634,3170,3498,3734,4390,2936,3619,2226,1738,,228,240,298,328,210,455,305,457,509,694
680223,"Granite and articles thereof, simply cut or sawn, with a flat or even surface (excluding with ...",10,18,0,18,6,0,3,0,353,0,,15570,15536,11684,11793,8101,8863,7646,6295,4514,4647,,446760,451691,477460,516256,84309,45538,48478,24814,15635,16638
680229,"Monumental or building stone and articles thereof, simply cut or sawn, with a flat or even ...",2,1,15,4,7,0,1,1,0,0,,6410,7911,9674,7715,10282,10777,9921,8796,9443,13746,,26717,28702,31116,23074,13020,11248,12305,7751,7817,15750
681292,"Paper, millboard and felt of asbestos or of mixtures with a basis of asbestos or a basis of ...",0,0,0,0,0,0,0,0,0,0,,300,353,421,339,1986,189,190,239,64,38,,0,0,0,0,0,0,0,0,0,0
681299,Fabricated asbestos fibres; mixtures with a basis of asbestos or with a basis of asbestos and ...,0,30,3,0,0,0,0,0,0,0,,12273,19550,14270,11738,9266,6294,4558,4577,5301,3861,,2,254,8,0,0,0,1,0,0,1
631010,"Used or new rags, scrap twine, cordage, rope and cables and worn-out articles thereof, of textile ...",0,0,0,0,2,2,0,1,0,0,,44438,36397,34340,30455,31451,34770,33448,29784,26647,36451,,930,546,900,855,520,791,347,568,769,695
521120,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,1478,919,914,600,824,655,630,181,371,297,,1270,2827,2577,2594,217,229,93,119,144,265
521139,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",33,0,17,1,0,0,20,0,0,0,,968,2028,2381,4180,4797,4981,5437,4527,1619,3138,,1832,2371,3341,2660,2027,1675,1942,2233,1812,2437
520513,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,481,95,45,0,0,,247356,200300,251164,297220,353286,360080,315631,287381,187054,262745,,38432,47526,31436,29944,43901,40841,56849,52748,51374,88985
520526,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,534,3372,419,82,99,77,3705,5972,324,63,,14906,22207,16200,14021,9200,6480,6333,5514,4728,6834
520528,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,14,0,,105,0,19,37,321,16,203,5,419,50,,798,1057,1583,2124,2265,2608,2729,3477,2482,3644
520615,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres ...""",0,0,0,0,0,0,0,0,0,0,,130,0,9,0,8,442,5,0,0,0,,2,31,6,13,2,0,0,0,1,0
520632,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,264,46,290,97,146,127,200,285,16,43,,528,765,251,328,272,1162,1013,339,2163,4369
520644,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,66,32,5,26,5,5,12,0,16,0,,137,104,59,33,90,97,58,111,179,271
540251,"Filament yarn of nylon or other polyamides, incl. monofilament of < 67 decitex, single, with ...",0,0,17,4,0,0,1,0,45,0,,2553,2099,2148,2404,1769,790,842,1206,1980,2956,,425,524,857,878,475,423,1275,516,506,178
540331,"Yarn of viscose rayon filament, incl. monofilament of < 67 decitex, single, untwisted or with ...",0,0,0,0,0,0,0,0,0,0,,1195,172,45,405,111,356,85,332,124,191,,55633,51535,53525,43401,34347,39875,44122,35701,26918,29009
530390,"Jute and other textile bast fibres, processed but not spun; tow and waste of such fibres, incl. ...",0,0,0,0,0,0,0,0,0,0,,465,273,429,209,316,264,374,373,932,250,,2629,2345,3416,3429,2874,1926,2426,1077,247,293
530710,Single yarn of jute or of other textile bast fibres of heading 5303,0,0,0,0,0,0,0,0,3,0,,390,73,59,131,18,47,252,65,228,21,,1013,1214,712,1193,1130,1516,1347,1267,1091,1378
530921,"Woven fabrics of flax, containing predominantly, but < 85% flax by weight, unbleached or bleached",4,5,5,0,0,0,3,4,2,0,,1090,1085,1028,1106,939,887,704,766,562,502,,7506,8640,12826,18899,18453,21562,29268,21039,14086,11607
531010,"Woven fabrics of jute or of other textile bast fibres of heading 5303, unbleached",0,0,0,0,2,0,4,0,0,0,,2312,1913,1615,1657,1944,1872,1671,1372,1148,2291,,2137,2579,2396,2651,2654,3365,3256,2344,2381,3875
550640,"Staple fibres of polypropylene, carded, combed or otherwise processed for spinning",0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,113,245,14,281,176,,0,0,0,0,0,0,0,12,15,32
540823,"Woven fabrics of yarn containing >= 85% artificial filament by weight, incl. monofilament of ...",0,0,0,0,0,0,0,0,0,0,,1071,1107,674,429,394,128,226,317,254,216,,42,55,40,105,241,362,569,692,665,570
551412,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,6256,5608,5599,5627,6003,4867,6957,7026,8114,20582,,10257,12090,10713,7145,8273,6483,6650,6175,4962,6473
550953,"Yarn containing predominantly, but < 85% polyester staple fibres by weight, mixed principally ...",0,0,0,10,0,0,10,0,0,0,,345996,344450,380667,377178,309880,325041,391030,391341,255137,372943,,73292,73878,64003,57187,57817,53760,59815,49638,41077,64319
550962,"Yarn containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,816,289,349,210,174,477,417,340,170,346,,3399,2481,2783,2702,1597,1569,1399,1738,1882,3158
551422,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,67608,101062,73452,73080,69513,60782,79517,83111,49980,44845,,1019,640,758,697,724,763,522,538,322,244
551449,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",32,71,0,0,0,0,0,1,0,0,,2238,3132,4532,5726,4428,2545,4478,5367,6673,6971,,295,337,286,274,93,4,231,322,282,77
551622,"Woven fabrics containing predominantly, but < 85% artificial staple fibres, mixed principally ...",3,1,1,1,0,0,0,0,0,0,,1880,2038,2332,1891,1036,1111,1595,1356,315,390,,1522,1388,1085,948,2049,1035,2103,8414,3240,9869
441891,"Builders' joinery and carpentry, of bamboo (excl. windows, French windows and their frames, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,4508,2553,4356,9209,5243,,0,0,0,0,0,0,45,2,16,71
510119,"Greasy wool, incl. fleece-washed wool, neither carded nor combed (excluding shorn wool)",0,0,0,0,0,0,0,0,0,0,,33,0,231,382,365,776,1881,1612,869,4690,,0,1,0,145,227,150,0,0,0,0
510219,"Fine animal hair, neither carded nor combed (excluding wool and hair of Kashmir """"cashmere"""" ...""",0,0,0,0,0,0,0,0,0,0,,2561,3636,4233,3666,3088,2905,4029,1671,1678,5488,,6615,8984,11567,11574,7700,3610,2425,2866,1864,1945
510320,"Waste of wool or of fine animal hair, incl. yarn waste (excluding noils and garnetted stock)",0,41,0,32,0,0,0,0,0,0,,456,334,511,327,348,423,318,293,95,80,,406,345,1186,1475,1756,1289,1930,1393,90,52
510510,"Wool, carded",0,2,2,1,0,0,0,0,0,0,,534,1237,5916,14909,763,414,261,299,87,227,,6966,8657,7260,5886,4123,2674,2877,2996,2548,2926
510529,"Wool, combed (excluding that in fragments """"open tops"""")""""",1,1,13,174,0,0,163,18,0,0,,6839,14773,7555,4223,9099,10328,10315,7073,3960,5451,,135441,123514,104270,103520,93857,79505,90670,66847,41327,46037
