Product code,Product label,"Saudi Arabia's imports from Taipei, Chinese-Value in 2012","Saudi Arabia's imports from Taipei, Chinese-Value in 2013","Saudi Arabia's imports from Taipei, Chinese-Value in 2014","Saudi Arabia's imports from Taipei, Chinese-Value in 2015","Saudi Arabia's imports from Taipei, Chinese-Value in 2016","Saudi Arabia's imports from Taipei, Chinese-Value in 2017","Saudi Arabia's imports from Taipei, Chinese-Value in 2018","Saudi Arabia's imports from Taipei, Chinese-Value in 2019","Saudi Arabia's imports from Taipei, Chinese-Value in 2020","Saudi Arabia's imports from Taipei, Chinese-Value in 2021","Taipei, Chinese's exports to world- ","Taipei, Chinese's exports to world-Value in 2012","Taipei, Chinese's exports to world-Value in 2013","Taipei, Chinese's exports to world-Value in 2014","Taipei, Chinese's exports to world-Value in 2015","Taipei, Chinese's exports to world-Value in 2016","Taipei, Chinese's exports to world-Value in 2017","Taipei, Chinese's exports to world-Value in 2018","Taipei, Chinese's exports to world-Value in 2019","Taipei, Chinese's exports to world-Value in 2020","Taipei, Chinese's exports to world-Value in 2021",Saudi Arabia's imports from world- ,Saudi Arabia's imports from world-Value in 2012,Saudi Arabia's imports from world-Value in 2013,Saudi Arabia's imports from world-Value in 2014,Saudi Arabia's imports from world-Value in 2015,Saudi Arabia's imports from world-Value in 2016,Saudi Arabia's imports from world-Value in 2017,Saudi Arabia's imports from world-Value in 2018,Saudi Arabia's imports from world-Value in 2019,Saudi Arabia's imports from world-Value in 2020,Saudi Arabia's imports from world-Value in 2021
281530,Peroxides of sodium or potassium,0,0,0,0,0,0,0,0,0,0,,1264,1019,361,2,0,0,0,0,0,1,,1001,0,0,157,7,0,0,0,0,4
282490,"Lead oxides (excluding monoxide """"litharge, massicot"""")""""",0,0,0,0,0,0,0,0,0,0,,5291,5609,6255,5207,3825,6163,5359,5716,4277,3033,,0,415,423,21,2,9,74,0,354,23
282530,Vanadium oxides and hydroxides,0,0,0,0,0,0,0,0,0,0,,5519,10308,7490,4020,5849,12263,20219,22831,8886,3531,,604,308,436,314,285,752,668,100,1355,795
282619,Fluorides (excluding of aluminium and mercury),0,0,0,0,0,0,0,0,0,0,,5149,4893,4693,4733,7779,7692,10595,9248,8932,8293,,637,344,1719,557,540,841,1002,1427,814,912
282690,"Fluorosilicates, fluoroaluminates and other complex fluorine salts (excluding sodium hexafluoroaluminate ...""",0,0,0,0,0,0,0,0,0,0,,1397,796,1085,748,1196,1828,1576,1091,982,1193,,5673,4720,4203,5251,4584,4942,2319,1294,310,937
282749,Chloride oxides and chloride hydroxides (excluding copper and mercury),0,0,0,0,0,0,0,0,0,0,,60,4,17,34,13,0,7,1,1,5,,125,212,210,105,29,289,241,1713,521,1442
282810,"Calcium hypochlorites, incl. commercial calcium hypochlorite",0,0,0,0,0,0,0,0,0,0,,177,141,104,61,38,36,47,17,19,20,,3668,3290,4769,2229,2789,4410,4286,3036,3556,2731
283110,Dithionite and sulfoxylate of sodium,0,0,0,0,0,0,0,0,0,0,,3016,3054,3137,2682,2707,3203,3304,3994,2845,3544,,60,0,1229,1239,195,1107,514,162,85,233
283220,Sulphites (excluding sodium),0,0,0,0,0,0,0,0,0,0,,66,135,43,108,103,60,107,122,59,25,,275,349,196,647,654,576,235,224,324,266
283319,Sodium sulphates (excluding disodium),0,0,0,0,0,0,0,0,0,0,,3847,3875,1481,1246,932,388,361,213,283,191,,688,166,1305,2146,1409,1773,1014,1097,1578,1240
283322,Sulphate of aluminium,0,0,0,0,0,0,0,0,0,0,,95,227,613,322,250,252,324,387,572,552,,405,2251,3594,636,219,678,639,645,522,644
283340,"Peroxosulphates """"persulphates""""""""",0,0,0,0,0,0,0,0,0,0,,3817,4496,4188,3074,2995,2122,1790,1812,2173,3661,,290,345,778,863,636,1825,2221,1165,1424,1478
283525,"Calcium hydrogenorthophosphate """"dicalcium phosphate""""""""",0,0,0,0,0,0,0,0,0,0,,346,229,229,276,46,3,19,6,18,15,,7182,3707,3619,3438,4745,4071,4868,5811,5738,4252
283526,"Phosphates of calcium (excluding calcium hydrogenorthophosphate """"dicalcium phosphate"""")""""",0,0,0,0,0,0,0,0,0,0,,3205,2347,4846,1797,1320,714,57,29,57,2,,7328,7158,6409,9223,8466,5506,15876,34635,6017,9876
283531,"Sodium triphosphate """"sodium tripolyphosphate"""", whether or not chemically defined""""",0,0,0,0,0,0,0,0,0,0,,207,247,89,106,279,259,260,199,218,342,,14404,7540,4777,4374,4401,4135,4411,7340,7390,3995
283620,Disodium carbonate,0,0,0,0,0,0,0,0,0,0,,344,283,726,318,438,570,649,418,288,217,,86648,83151,89219,88964,72257,57290,72543,80107,55206,64100
283660,Barium carbonate,0,0,0,0,0,0,0,0,0,0,,290,117,119,78,83,175,106,59,25,306,,1837,1888,1143,2128,1315,8594,1255,1012,901,2026
283711,Sodium cyanide,0,0,0,0,0,0,0,0,0,0,,13716,13135,6656,5076,6169,6478,6888,10173,6184,5145,,9568,8721,4465,6542,4581,5074,8273,8235,13948,9710
283990,"Silicates, incl. commercial alkali metal silicates (excluding sodium silicates)",0,0,0,0,0,0,0,0,0,0,,15048,9443,6563,6047,5848,6979,8545,6632,6753,9119,,10189,2269,3135,14333,2601,2452,1098,2194,10860,11476
284180,"Tungstates """"wolframates""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,155,216,71,15,29,12037,21814,27537,,0,0,29,1,1,1,0,0,0,2
290110,Saturated acyclic hydrocarbons,0,0,0,0,0,0,0,0,0,0,,17398,15230,13058,4042,5996,7864,20925,6042,6817,11213,,33944,40240,49651,42462,43694,53370,99259,84877,61968,94572
290121,Ethylene,0,0,0,0,0,0,0,0,0,0,,156346,244785,265950,324969,248030,202786,213643,105248,125519,114818,,0,29,0,257,194,289,291,147,18307,64
290124,"Buta-1,3-diene and isoprene",0,0,0,0,0,0,0,0,0,0,,209248,136660,141780,99047,133203,209693,191057,136887,81193,107875,,0,0,0,456,1278,4459,5398,3481,3447,5394
290220,Benzene,0,17294,0,0,0,0,0,0,0,0,,36794,0,82298,23424,0,105867,33907,12319,0,101320,,744619,626096,735701,403004,344235,515448,522455,481741,388155,529791
290243,P-Xylene,0,0,0,0,0,84,478,223,73,0,,897766,2408802,1730720,1103767,1057567,1313026,1615302,910345,629005,1067240,,158,0,72,31,58,7084,694,795,24842,2
290312,"Dichloromethane """"methylene chloride""""""""",0,0,0,0,0,0,0,0,0,0,,8254,6968,8930,7818,8387,9072,10228,9456,8725,12132,,2617,2197,2022,3581,2488,2031,3265,3298,2656,3769
290374,Chlorodifluoroethanes,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,36,0,0,0,0,0,0,0,0
290542,Pentaerythritol,0,0,0,91,0,0,0,162,104,0,,31016,32175,40387,34002,33072,32594,36584,34046,30376,40007,,626,2230,562,1823,1724,1045,437,1738,1011,201
290543,Mannitol,0,0,0,0,0,0,0,0,0,0,,53,25,107,11,45,43,2,14,14,9,,401,136,548,739,596,572,746,1058,626,895
290619,"Cyclanic, cyclenic or cycloterpenic alcohols and their halogenated, sulphonated, nitrated or ...",0,0,0,0,0,0,0,0,0,0,,866,728,972,1537,2324,1696,3542,4020,2218,1142,,696,845,642,962,1268,1439,1612,1730,2989,3696
270740,Naphthalene containing > 50% of naphthalene (excluding chemically defined),0,76,39,0,0,0,6,0,0,0,,13771,6113,695,937,1075,799,1167,802,866,1138,,1781,6632,38184,34273,14007,12611,9966,6482,8116,11437
270791,Creosote oils (excluding chemically defined),0,0,0,0,0,0,0,0,0,0,,14688,35279,30438,12235,12240,15605,19550,27603,19195,24720,,0,125,37,42,1,0,16,0,3,16
270810,Pitch obtained from coal tar or from other mineral tars,0,0,0,0,0,0,0,0,0,0,,28825,30276,23186,18557,13784,26150,46873,34501,22519,32462,,3534,16425,23762,19316,13910,21631,53085,42696,37671,49648
291615,"Oleic, linoleic or linolenic acids, their salts and esters (excluding inorganic or organic ...",0,0,0,0,0,0,0,0,0,0,,3731,3784,3717,4270,4112,5772,7726,6659,5854,9894,,489,331,789,286,609,219,338,186,382,812
291720,"Cyclanic, cyclenic or cycloterpenic polycarboxylic acids, their anhydrides, halides, peroxides, ...",385,779,166,2473,3341,2296,2295,736,261,0,,18301,19557,32215,27893,23016,27886,28249,33646,29941,50511,,7626,8636,9511,13709,8467,9806,7083,10267,13463,12960
291813,Salts and esters of tartaric acid,0,0,0,0,0,0,0,0,0,0,,705,737,1004,328,175,100,62,79,73,23,,79,649,858,17,9,2,28,119,25,38
290811,"Pentachlorophenol """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,24,34,12,0,7,0,3
290960,"Alcohol peroxides, ether peroxides, acetal and hemiacetal peroxides, ketone peroxides and their ...",0,0,0,0,0,0,0,0,0,0,,2181,1874,2494,2540,3693,4602,4336,3768,5044,3645,,11117,12250,11126,9770,10343,12866,18644,17165,17631,18073
291211,"Methanal """"formaldehyde""""""""",0,0,0,0,0,0,0,0,0,0,,2514,2545,2858,2100,1815,1990,2251,1936,1302,2263,,1521,2702,1156,1051,1588,569,892,764,979,580
291470,"Halogenated, sulphonated, nitrated or nitrosated derivatives of ketones or quinones (excluding ...",0,0,0,0,0,0,0,0,0,0,,1662,1003,749,914,771,0,0,0,0,0,,11654,4158,4790,2906,6922,8529,3144,7324,8440,4586
80529,Fresh or dried wilkings and similar citrus hybrids,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,317,541,1715,2232,963,,0,0,0,0,0,0,0,0,0,163
80550,"Fresh or dried lemons """"Citrus limon, Citrus limonum"""" and limes """"Citrus aurantifolia, Citrus ...""",0,0,0,0,0,0,0,0,0,0,,4,30,326,644,901,2177,2854,2531,1665,1516,,42670,48392,63608,74386,83512,76282,74944,84022,108396,94711
80711,Fresh watermelons,0,0,0,0,0,0,0,0,0,0,,218,216,207,128,125,199,396,469,806,775,,1710,464,930,2555,3643,4897,4803,3379,16091,17813
81020,"Fresh raspberries, blackberries, mulberries and loganberries",0,0,0,0,0,0,0,0,0,0,,0,0,3,7,1,1,2,0,0,2,,1384,2206,3266,7791,9398,8829,11345,15036,20861,33166
81060,Fresh durians,0,0,0,0,0,0,0,0,0,0,,0,4,0,0,0,0,5,0,1,0,,173,169,247,549,387,541,360,410,281,581
160530,"Lobster, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,124,461,835,605,327,16,5,26,306,57,,0,0,110,78,46,173,0,32,183,28
160554,"Cuttlefish and squid, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,0,1338,12507,12085,12289,15198,16124,17080,15575,19176,,79,0,57,149,136,135,109,695,904,1170
160555,"Octopus, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,0,62,795,761,784,895,2565,4136,1266,2332,,0,0,0,21,1,8,33,21,24,42
170240,"Glucose in solid form and glucose syrup, not containing added flavouring or colouring matter, ...",0,0,0,0,0,0,0,0,0,0,,244,531,193,10,11,7,9,15,9,1,,2238,2920,1988,1200,734,755,967,838,1224,1098
180200,"Cocoa shells, husks, skins and other cocoa waste",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,248,0,0,0,0,0,0,0,0
180320,"Cocoa paste, wholly or partly defatted",0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,1,1,0,1,1,,0,251,97,33,126,0,0,0,0,1277
70390,"Leeks and other alliaceous vegetables, fresh or chilled (excluding onions, shallots and garlic)",0,0,0,0,0,0,0,0,0,0,,4,8,29,15,9,10,13,28,34,22,,0,0,0,173,335,423,421,1713,1514,1984
70970,"Fresh or chilled spinach, New Zealand spinach and orache spinach",0,0,0,0,0,0,0,0,0,0,,0,0,1,5,2,1,2,5,7,2,,0,0,0,347,341,426,514,646,962,966
71220,"Dried onions, whole, cut, sliced, broken or in powder, but not further prepared",0,0,0,0,0,0,0,0,0,0,,149,168,71,125,118,20,12,14,2,0,,752,1432,1276,1069,1577,1454,1465,1452,2014,1201
71231,"Dried mushrooms of the genus """"Agaricus"""", whole, cut, sliced, broken or in powder, but not ...""",0,0,0,0,0,0,0,0,0,0,,410,343,289,268,518,442,474,494,298,150,,0,0,0,81,66,85,169,246,262,366
71232,"Dried wood ears """"Auricularia spp."""", whole, cut, sliced, broken or in powder, but not further ...""",0,0,0,0,0,0,0,0,0,0,,123,152,136,116,175,218,110,85,92,111,,0,0,0,31,49,49,49,3,61,45
71310,"Dried, shelled peas """"Pisum sativum"""", whether or not skinned or split""""",0,0,0,0,0,0,0,0,0,0,,687,636,498,365,364,368,508,569,397,393,,5549,6227,6842,6328,5381,4287,3675,5188,5735,4360
71430,"Yams """"Dioscorea spp."""", fresh, chilled, frozen or dried, whether or not sliced or in the ...""",0,0,0,0,0,0,0,0,0,0,,0,11,32,42,106,11,52,40,57,34,,0,0,0,8,13,52,170,213,266,174
71440,"Taro """"Colocasia spp."""", fresh, chilled, frozen or dried, whether or not sliced or in the ...""",0,0,0,0,0,0,0,0,0,0,,0,3,94,326,362,348,364,689,753,1301,,853,892,67,273,626,1171,1458,1457,1914,2006
90411,"Pepper of the genus Piper, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,97,56,72,71,212,230,45,85,95,56,,9055,8549,10721,18691,14340,13263,9695,10079,9704,18568
90421,"Fruits of the genus Capsicum or of the genus Pimenta, dried, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,0,53,566,845,662,737,780,620,580,482,,1396,792,2115,1727,1154,1521,1625,1470,2675,2541
90921,"Coriander seeds, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2435,6042,7453,6015,6188,3956,3338,5224,5368,5905
90922,"Coriander seeds, crushed or ground",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,15,0,0,1,0,18,,819,1868,2305,2933,1762,1619,1162,1831,1653,2642
91020,Saffron,0,0,0,0,0,0,0,0,0,0,,0,43,0,0,0,14,6,30,0,0,,7946,8286,10851,11490,9555,14682,16751,19933,28827,22842
100310,Barley seed for sowing,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,55,0,145,0,30,6,24,25,0,9
100810,Buckwheat,0,0,0,0,0,0,0,0,0,0,,4,15,20,6,7,1,2,8,16,2,,0,0,0,1,20,10,76,0,0,1
110313,"Groats and meal of maize """"corn""""""""",0,0,0,0,0,0,0,0,0,0,,21,9,21,6,4,15,25,3,30,31,,1157,1539,2395,4423,3953,4235,3784,4556,4633,5443
110419,Rolled or flaked grains of cereals (excluding oats),0,0,0,0,0,0,0,0,0,0,,440,395,441,499,537,530,671,615,781,787,,9432,8084,5522,5736,6010,4582,4455,5274,4949,4940
110423,"Hulled, pearled, sliced, kibbled or otherwise worked maize grains (excluding rolled, flaked, ...",0,0,0,0,0,0,0,0,0,0,,68,22,7,0,1,0,0,0,4,0,,1443,1376,1007,956,763,1061,1449,1338,1452,460
110720,Roasted malt,0,0,0,0,0,0,0,0,0,0,,9,5,8,12,21,16,6,2,2,2,,28,0,37,57,133,144,160,257,173,92
120600,"Sunflower seeds, whether or not broken",0,0,0,0,0,0,0,0,0,0,,94,59,60,54,63,69,79,651,83,77,,1668,2957,3431,7662,11018,14629,22305,22194,22079,14061
120770,Melon seeds,0,0,0,0,0,0,0,0,0,0,,0,14,168,91,103,51,51,30,58,113,,0,0,0,0,0,0,0,14,0,0
120890,Flours and meal of oil seeds or oleaginous fruit (excluding soya and mustard),0,0,0,0,0,0,0,0,0,0,,708,832,734,856,871,882,938,1029,1576,2619,,2939,3578,3370,2504,1714,1356,1338,1387,1749,1915
120922,"Clover """"Trifolium spp"""" seed, for sowing""""",0,0,0,0,0,0,0,0,0,0,,1,0,5,2,2,3,2,0,0,0,,0,0,0,0,0,0,3954,82,216,0
120923,Fescue seed for sowing,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,205,5,4
121293,"Sugar cane, fresh, chilled, frozen or dried, whether or not ground",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,602,823,1163,1216,1347,1278,1211,916,1298
121410,Alfalfa meal and pellets,0,0,0,0,0,0,0,0,0,0,,0,0,0,39,0,0,0,0,0,3,,5193,31726,36278,51974,68818,35734,31272,5663,56478,60528
140120,Rattans,0,0,0,0,0,0,0,0,0,0,,124,112,115,26,3,74,9,5,3,8,,0,0,0,196,64,97,131,15,77,169
140420,Cotton linters,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,626,282,0,0,0,0,,0,0,0,0,0,81,3,42,173,9
150410,"Fish-liver oils and their fractions, whether or not refined (excluding chemically modified)",0,0,0,0,0,0,0,0,0,0,,305,237,224,115,23,369,152,0,1,0,,0,31,0,0,59,5,976,673,781,212
150790,"Soya-bean oil and its fractions, whether or not refined (excluding chemically modified and ...",28,0,0,0,0,0,0,0,0,0,,17548,19414,6582,5242,6136,3176,7033,3892,7932,21548,,20198,10198,1743,5395,3122,2313,1838,10411,6198,6026
150910,Virgin olive oil and its fractions obtained from the fruit of the olive tree solely by mechanical ...,0,0,0,0,0,0,0,0,0,0,,248,167,174,213,480,256,153,134,273,116,,37253,43938,46459,46095,51511,58939,110947,110812,99059,98848
151219,"Sunflower-seed or safflower oil and their fractions, whether or not refined, but not chemically ...",0,0,0,0,0,0,0,0,0,0,,1057,1007,580,316,536,898,602,564,849,145,,45855,14328,21755,17899,21189,23963,42732,26919,23519,20290
30383,"Frozen toothfish """"Dissostichus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,132,2508,922,1454,0,0,1,,0,0,0,0,0,1,0,0,0,52
30451,"Fresh or chilled meat, whether or not minced, of tilapia """"Oreochromis spp."""", catfish """"Pangasius ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,6,0,0,0,0,0,0,,0,0,314,1,21,18,60,0,1226,0
30454,"Fresh or chilled meat, whether or not minced, of swordfish """"Xiphias gladius"""" (excluding ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,64,15
30474,"Frozen fillets of hake """"Merluccius spp., Urophycis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,13,8,0,,0,0,0,0,0,0,132,0,0,22
30489,"Frozen fish fillets, n.e.s.",168,33,0,0,0,0,0,19,0,0,,0,5246,96389,86784,102902,113943,75530,79511,92537,80448,,2275,2684,558,1000,1643,2141,1219,1698,1155,3734
30491,"Frozen meat, whether or not minced, of swordfish """"Xiphias gladius"""" (excluding fillets)""""",0,0,0,0,0,0,0,0,0,0,,0,14,35,0,0,82,666,267,0,0,,0,86,0,0,0,5,0,15,18,0
30492,"Frozen meat, whether or not minced, of toothfish """"Dissostichus spp."""" (excluding fillets)""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0
30554,"Dried herrings """"Clupea harengus, Clupea pallasii"""", anchovies """"Engraulis spp."""", sardines ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,18,15,11,35,37,,0,0,0,0,0,0,0,0,0,4
30614,"Frozen crabs, even smoked, whether in shell or not, incl. crabs in shell, cooked by steaming ...",0,0,0,0,0,0,0,0,0,0,,59,36,113,173,12860,20856,12325,1047,290,57,,27,62,35,745,568,456,1108,680,1853,699
30617,"Frozen shrimps and prawns, even smoked, whether in shell or not, incl. shrimps and prawns in ...",45,0,111,0,0,0,0,0,0,0,,0,426,12803,8698,24378,12546,12858,12717,18052,6734,,39112,33235,64553,57455,50956,45959,46702,53015,62023,41924
30633,"Crabs, whether in shell or not, live, fresh or chilled",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,109,37,25,41,60,,0,0,0,0,0,0,0,0,0,287
30729,"Scallops and other molluscs of the family Pectinidae, smoked, dried, salted or in brine, even ...",0,0,0,0,0,0,0,0,0,0,,257,340,286,216,562,406,237,4,268,1,,95,226,215,97,227,99,196,159,303,506
30739,"Mussels """"Mytilus spp., Perna spp."""", smoked, frozen, dried, salted or in brine, with or without ...""",0,41,0,0,0,0,0,0,0,0,,0,0,1,0,1,0,0,0,0,0,,288,369,635,491,655,455,453,127,191,106
30812,"Frozen sea cucumbers """"Stichopus japonicus, Holothuroidea""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2550,2126,1737,1307,2050,,0,0,0,0,0,0,0,0,0,10228
40120,"Milk and cream of a fat content by weight of > 1% but <= 6%, not concentrated nor containing ...",0,0,0,0,0,0,0,0,0,0,,0,1,10,1,30,18,15,9,3,0,,14221,14671,15955,19617,12205,849,1327,1832,849,748
40150,"Milk and cream of a fat content by weight of > 10%, not concentrated nor containing added sugar ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,30,89,23,0,,39500,36613,52867,38186,4683,11658,3520,8248,8083,11506
40210,"Milk and cream in solid forms, of a fat content by weight of <= 1,5%",0,0,0,0,0,0,0,0,0,0,,594,706,411,73,20,144,184,37,67,200,,224575,187811,396102,148002,139376,113327,130581,43298,29153,26749
40490,"Products consisting of natural milk constituents, whether or not sweetened, n.e.s.",0,0,0,0,0,0,0,0,0,0,,233,7,9,0,3,1,1,0,1,1,,18185,11287,21081,13661,6062,7234,9918,18975,20204,19292
40590,"Fats and oils derived from milk, and dehydrated butter and ghee (excluding natural butter, ...",0,0,0,0,0,0,0,0,0,0,,78,83,59,49,48,60,11,20,17,105,,31164,35115,43660,34816,37545,77005,84189,78807,70765,39881
40630,"Processed cheese, not grated or powdered",0,0,0,0,0,0,0,0,0,0,,47,257,160,63,28,71,70,26,53,32,,301724,289979,331878,269833,192441,260465,253013,260299,253829,312858
40690,"Cheese (excluding fresh cheese, incl. whey cheese, curd, processed cheese, blue-veined cheese ...""",0,0,0,0,0,0,0,0,0,0,,213,743,655,796,750,1172,1006,1146,962,1227,,240017,230492,286089,241839,242014,185750,172067,167685,183649,213459
40819,"Egg yolks, fresh, cooked by steaming or boiling in water, moulded, frozen or otherwise preserved, ...",0,0,0,0,0,0,0,0,0,0,,1423,1686,1713,1665,2209,2818,2677,2052,2468,3130,,2522,3434,4165,5928,6054,3753,4160,4066,2348,1934
51000,"Ambergris, castoreum, civet and musk; cantharides; bile, whether or not dried; glands and other ...",0,0,0,0,0,0,0,0,0,0,,64,186,212,172,73,54,189,30,86,50,,27,0,29,94,140,3,160,0,0,0
51110,Bovine semen,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,5769,5366,6079,6256,6316,6045,5426,6710,5722,5470
51199,"Products of animal origin, n.e.s., dead animals, unfit for human consumption (excluding fish, ...",0,0,0,0,0,0,0,0,0,0,,1651,2021,1616,1782,1416,1074,1247,1044,822,213,,40,234,142,226,64,17,11,9,5,0
10190,Live mules and hinnies,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,0,0,0,0
10611,Live primates,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,56,0,0,0,0,0
20450,"Fresh, chilled or frozen meat of goats",0,0,0,0,0,0,0,0,0,0,,1,0,2,1,1,0,3,2,3,3,,19314,28903,28337,25974,16097,15802,11010,15445,6521,16875
20754,Fresh or chilled cuts and edible offal of domestic geese (excluding fatty livers),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,32,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0
20810,"Fresh, chilled or frozen meat and edible offal of rabbits or hares",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,329,0,0,0,0,0,0,0,53,21
20890,"Fresh, chilled or frozen meat and edible offal of pigeons, game, reindeer and other animals ...""",0,0,0,0,0,0,0,0,0,0,,167,173,245,133,113,118,133,200,186,189,,309,102,625,312,140,120,84,264,6035,1624
20990,"Poultry fat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,40,0,539,112,0,0,0,0,0,0
21091,"Meat and edible offal, salted, in brine, dried or smoked, and edible flours and meals of meat ...",0,0,0,0,0,0,0,0,0,0,,6,12,8,10,11,11,22,6,6,0,,304,148,315,147,0,63,0,58,61,140
30191,"Live trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,35,1,1,3432,3866,24,29
30219,"Fresh or chilled salmonidae (excluding trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus ...""",31,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,112295,37032,19614,35294,36165,31918,34622,17835,0,0
30235,"Fresh or chilled Atlantic and Pacific bluefin tuna (Thunnus thynnus, Thunnus orientalis)",0,0,0,0,0,0,0,0,0,0,,0,0,8,1,0,0,2,0,31,70,,0,0,0,78,1,42,11,0,28,0
30236,"Fresh or chilled Southern bluefin tunas """"Thunnus maccoyii""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,14,0,0,0,0,98,191
30254,"Fresh or chilled hake """"Merluccius spp., Urophycis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,105,493,1093,1107,2512,1163,0,0
30273,"Fresh or chilled carp """"Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,17,1,9,3,0,12,0
30279,"Fresh or chilled, Nile perch """"Lates niloticus"""" and snakeheads """"Channa spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,2,312,90,38,52,75,17,9,4,,0,0,0,1334,20904,6030,731,312,0,0
30281,Fresh or chilled dogfish and other sharks,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,116,141,32,0,0,,0,0,0,21,37,13,65,21,0,0
30333,"Frozen sole """"Solea spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,47,16,14,15,0,112,3,2
300390,Medicaments consisting of two or more constituents mixed together for therapeutic or prophylactic ...,0,0,0,0,0,0,0,0,0,0,,35483,28696,33524,28496,18952,19074,10355,12361,13206,13704,,102281,135180,122669,16087,11524,14199,19732,58678,25255,138815
300440,"Medicaments containing alkaloids or derivatives thereof, not containing hormones, steroids ...""",0,0,0,0,0,0,0,0,0,0,,445,1225,615,785,338,0,0,0,0,0,,443708,456310,351197,761,36662,1340,185263,139891,24246,23360
292011,"Parathion """"ISO"""" and parathion-methyl """"ISO"""" """"methyl-parathion""""""""",0,0,0,0,0,0,0,199,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,21,199,0,0
80242,"Fresh or dried chestnuts """"Castanea spp."""", shelled""""",0,0,0,0,0,0,0,0,0,0,,0,1,9,2,3,1,1,0,3,5,,106,91,785,623,318,78,140,68,58,339
