Product code,Product label,"Taipei, Chinese's imports from China-Value in 2012","Taipei, Chinese's imports from China-Value in 2013","Taipei, Chinese's imports from China-Value in 2014","Taipei, Chinese's imports from China-Value in 2015","Taipei, Chinese's imports from China-Value in 2016","Taipei, Chinese's imports from China-Value in 2017","Taipei, Chinese's imports from China-Value in 2018","Taipei, Chinese's imports from China-Value in 2019","Taipei, Chinese's imports from China-Value in 2020","Taipei, Chinese's imports from China-Value in 2021",China's exports to world- ,China's exports to world-Value in 2012,China's exports to world-Value in 2013,China's exports to world-Value in 2014,China's exports to world-Value in 2015,China's exports to world-Value in 2016,China's exports to world-Value in 2017,China's exports to world-Value in 2018,China's exports to world-Value in 2019,China's exports to world-Value in 2020,China's exports to world-Value in 2021,"Taipei, Chinese's imports from world- ","Taipei, Chinese's imports from world-Value in 2012","Taipei, Chinese's imports from world-Value in 2013","Taipei, Chinese's imports from world-Value in 2014","Taipei, Chinese's imports from world-Value in 2015","Taipei, Chinese's imports from world-Value in 2016","Taipei, Chinese's imports from world-Value in 2017","Taipei, Chinese's imports from world-Value in 2018","Taipei, Chinese's imports from world-Value in 2019","Taipei, Chinese's imports from world-Value in 2020","Taipei, Chinese's imports from world-Value in 2021"
902750,"Instruments and apparatus for physical or chemical analysis, using UV, visible or IR optical ...",2010,3296,2211,1913,4240,3563,4657,5719,6083,7473,,65143,80437,113345,154342,173809,196754,252936,289579,469611,415857,,56951,47844,60526,50842,52311,65655,99112,135876,177549,229188
550951,"Yarn containing predominantly, but < 85% polyester staple fibres by weight, mixed principally ...",0,41,192,218,426,1323,1672,906,1894,7468,,43049,39799,54894,80668,74839,82177,84664,81339,61495,104791,,2223,5892,5340,3533,4457,4411,5024,3492,7351,16723
730793,"Butt welding fittings of iron or steel (excluding cast iron or stainless steel products, and ...",5774,6900,5710,4455,4120,4320,5848,6240,5359,7438,,247391,262172,299976,288445,222094,246822,284681,299644,253468,425239,,6285,6980,6468,6035,4649,4894,6562,7130,6335,13334
290389,"Halogenated derivatives of cyclanic, cyclenic or cycloterpenic hydrocarbons (excluding 1,2,3,4,5,6-Hexachlorocyclohexane ...""",0,106,1934,1940,2279,875,1639,4491,4890,7396,,94427,69804,67317,68076,71448,75170,98597,76241,52186,48067,,0,1221,11635,10282,12735,12825,13547,13765,16242,21328
280421,Argon,5507,6840,5902,5768,7503,9361,8212,9061,11775,7386,,10912,13415,11826,11005,13121,23550,26650,22139,15354,24976,,7765,7939,6573,5965,7729,11372,10379,10281,12655,9603
350510,"Dextrins and other modified starches, e.g. pregelatinised or esterified starches",9200,8210,5431,5153,4613,4690,5321,5061,4962,7370,,91804,103991,83553,63486,68889,76099,80857,81798,109149,147348,,54307,57849,51779,50052,44819,48546,52719,51220,51140,58137
720449,"Waste and scrap of iron or steel (excluding slag, scale and other waste of the production of ...",24574,27039,13203,9535,12214,71144,10216,6396,7115,7368,,22,19,6,260,48,163714,44998,258,18,449,,1935893,1535189,1391430,742595,593286,682172,1146204,886035,853510,1251239
740919,"Plates, sheets and strip, of refined copper, not in coils, of a thickness of > 0,15 mm (excluding ...",1381,5053,4294,3733,2537,3723,2114,239,1565,7340,,35336,31354,31449,24526,22707,29744,32972,26063,32634,65730,,74877,82994,72317,60638,32808,37148,43120,36383,32899,73744
722519,"Flat-rolled products of silicon-electrical steel, of a width of >= 600 mm, non-grain-oriented",77,55,432,894,815,543,603,5539,5629,7339,,183736,186942,185366,160481,135410,207392,273214,190589,145474,563365,,35462,43661,33388,34808,17029,18553,36151,17813,16995,29606
840211,Watertube boilers with a steam production > 45 t/hour,0,13484,684,2242,14099,1459,0,9519,17265,7338,,151372,162144,92692,99758,132350,21912,44915,68108,38265,38579,,3050,13596,744,2242,17430,1461,0,17126,27115,9325
620213,"Women's or girls' overcoats, raincoats, car coats, capes, cloaks and similar articles, of man-made ...",4456,9924,11052,15477,11104,11585,14435,11185,7365,7275,,1326003,1446004,1521043,1329074,1177466,1391240,1837484,1824903,1292914,1523228,,14641,16688,18675,27369,21817,21654,28685,23804,17714,17771
680223,"Granite and articles thereof, simply cut or sawn, with a flat or even surface (excluding with ...",14319,15357,15363,15208,12036,8530,8977,6314,5213,7272,,147077,268670,374189,1268914,1143869,309561,282525,264284,189234,90276,,18962,19925,20190,20035,15514,12010,12182,10622,10559,12948
845090,"Parts of household or laundry-type washing machines, n.e.s.",9638,9078,7054,6083,7146,6076,6412,6169,5905,7249,,468233,476714,505457,471044,501161,557285,541652,521360,580805,662777,,12772,11580,10690,10492,11629,9230,8319,8174,7754,9556
391231,"Carboxymethylcellulose and its salts, in primary forms",1265,2339,2504,2570,2828,3223,4022,4814,6117,7242,,266627,307642,295732,182147,159964,175588,205364,187670,162681,185032,,16112,14485,14857,11701,11040,12378,12831,14097,12499,14078
847981,"Machinery for treating metal, incl. electric wire coil-winders, n.e.s. (excl. industrial robots, ...",2524,3504,4474,1914,3294,4384,5980,2831,2980,7213,,180624,166192,199302,200534,213743,252376,311390,402489,304486,363881,,11135,10807,14911,15576,20530,11522,19771,14112,9577,16735
750610,"Plates, sheets, strip and foil, of non-alloy nickel (excluding expanded plates, sheets or strip)",619,479,1235,2483,522,2615,5164,1456,4661,7178,,8808,8065,22104,11374,11044,28532,16495,14932,24388,33664,,5102,9347,38644,16907,17609,14196,23009,19420,16278,20679
900410,Sunglasses,4316,6064,6819,7773,7146,7011,6878,8558,9100,7163,,1128477,1349490,1458104,1515606,1579626,1662340,1590758,1537018,1160774,1538873,,16962,19434,25579,27991,32073,30023,24357,25796,21999,18916
392610,"Office or school supplies, of plastics, n.e.s.",11478,7033,6066,6539,6934,6775,7162,6720,6564,7114,,1195465,1246695,1191403,1200948,1125637,1154520,1196088,1247244,1072889,1256182,,16750,8666,8411,8380,8858,8639,9118,9270,10651,11846
730900,"Reservoirs, tanks, vats and similar containers, of iron or steel, for any material other than ...""",737,3013,839,2110,1809,4362,5779,2985,4008,7101,,241039,302363,336563,392338,332062,281744,350150,481847,469207,622638,,7555,5040,3788,4618,4819,7869,8082,4970,10268,13533
611011,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of wool, knitted or crocheted ...",12406,9777,12172,12943,10955,8649,8841,8526,7061,7091,,850395,959295,1203474,1286852,1205361,1044309,1022690,935211,761147,901987,,23192,20152,22741,22743,21493,19411,21609,21978,18325,22172
283620,Disodium carbonate,12537,7544,7899,10918,7577,8740,10290,10054,10005,7079,,373071,325715,389325,459949,385186,344419,344004,341983,254711,173415,,66887,52655,54052,63032,50647,56133,67799,67659,53655,50240
940310,Metal furniture for offices (excluding seats),2854,2375,2596,3845,3467,2746,5339,5839,4560,7075,,453336,496737,545116,592135,529548,579048,685189,662461,668766,679569,,5025,3348,3555,5795,4778,5567,7637,7060,5640,8615
846799,"Parts of pneumatic tools for working in the hand, hydraulic or with self-contained electric ...",5645,4824,5503,5194,4617,4339,3525,4986,4935,7046,,381233,475955,555464,574185,584519,628067,657909,724346,1094345,1466479,,16902,12360,15164,12617,9101,6159,5247,6588,6483,8769
283526,"Phosphates of calcium (excluding calcium hydrogenorthophosphate """"dicalcium phosphate"""")""""",2815,3184,6344,4595,3914,3254,3272,4921,3755,7016,,85363,92239,94188,114038,123334,133433,158332,190406,195666,218859,,4655,5676,8413,6371,6260,5693,5761,6726,5546,9310
30331,"Frozen lesser or Greenland halibut """"Reinhardtius hippoglossoides"""", Atlantic halibut """"Hippoglossus ...""",1774,4433,9125,9866,8267,10163,10192,6114,4915,6993,,25021,34026,30429,26377,32460,35296,33342,41803,46138,43834,,40736,43797,53127,54445,61516,50132,58745,54827,56654,82105
847432,Machines for mixing mineral substances with bitumen,27,16,589,22,1942,1665,664,530,1566,6987,,127427,129366,114338,113826,88931,126985,118643,111855,101418,89618,,186,407,1206,54,3096,1874,1214,665,1568,7209
901831,"Syringes, with or without needles, used in medical, surgical, dental or veterinary sciences",156,575,655,1448,2282,2999,4619,4339,4434,6965,,453998,483940,598381,625680,624210,683919,809631,829243,765522,1004071,,17741,19683,17326,19477,19668,24243,25706,26612,29633,35905
560121,"Wadding of cotton and articles thereof (excluding sanitary towels and tampons, napkins and ...",4857,4788,4752,4445,4790,4896,5766,5464,6342,6936,,179244,144431,165201,172561,166420,176735,173474,156744,177014,189210,,7985,8334,9076,9313,10148,10340,11838,11877,12917,12403
291816,"Gluconic acid, its salts and esters",6307,6036,7212,5645,4067,4420,5482,5449,6832,6926,,94272,101841,108509,104285,98380,105164,126877,117659,130611,148830,,7695,7225,8241,6730,4866,5612,6570,6430,7906,7951
291479,"Halogenated, sulphonated, nitrated or nitrosated derivatives of ketones or quinones (excl. ...""",0,0,0,0,0,8630,7979,7839,11538,6918,,0,0,0,0,0,156534,182043,182106,216211,206239,,0,0,0,0,0,9187,8869,9290,12771,7991
940340,Wooden furniture for kitchens (excluding seats),1300,903,1455,1778,1822,1231,1470,7117,3415,6916,,888984,1039086,1206913,1636003,1481234,1594570,1905508,1371629,862009,843524,,26129,32056,36126,34926,35277,32321,34248,35673,30431,37274
830990,"Stoppers, caps and lids, incl. screw caps and pouring stoppers, capsules for bottles, threaded ...",2623,3006,2228,2261,2940,3358,3923,3939,4012,6915,,258464,284753,329815,348102,389788,481289,538194,628373,720294,976827,,16642,17621,17308,14522,15304,14532,15901,16324,16937,18861
310540,"Ammonium dihydrogenorthophosphate """"monoammonium phosphate"""", whether or not mixed with diammonium ...""",16213,8956,10472,8397,7196,9933,16218,14242,11604,6912,,286475,272590,957250,1151604,686566,917491,1008605,908827,835059,1908128,,16799,9898,10582,8514,7298,10190,16339,14469,13748,7105
360410,Fireworks,7012,8674,9381,8898,7658,8283,10070,8498,5965,6874,,723683,771269,849567,846760,732045,719701,866317,799004,640674,731716,,7206,8925,9616,9227,7658,8283,10070,8498,5965,6886
690912,"Ceramic articles having a hardness equivalent to >= 9 on the Mohs scale, for chemical or other ...",1287,1434,1817,1342,1545,1501,3261,2935,4013,6874,,130589,146209,186398,189216,207838,239185,296276,309102,292633,331994,,20545,27266,31924,36837,40223,45535,45868,44057,39999,45389
620443,Women's or girls' dresses of synthetic fibres (excluding knitted or crocheted and petticoats),1339,7650,7994,8783,7143,6245,6429,7359,6939,6858,,1530906,1882062,3527568,2995855,2722643,2527951,2476499,2664345,2223252,2883169,,12935,18430,18085,18023,16576,14655,14450,14724,13741,13292
480258,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",3383,4357,4850,5599,8811,6547,3991,4759,5244,6835,,9060,8335,13191,15912,16409,12935,15383,21695,24095,23569,,6959,8139,8832,11213,13980,11318,9207,10658,14206,14623
741129,"Tubes and pipes of copper alloys (excluding copper-zinc base alloys """"brass"""", copper-nickel ...""",1723,1677,2255,1181,149,492,1013,591,2698,6831,,66261,49132,22972,16091,12763,12142,10948,10926,11432,13935,,10335,16309,14605,5356,4090,6865,7968,12435,5953,11905
381090,"Fluxes and other auxiliary preparations for soldering, brazing or welding; preparations of ...",5220,5066,5532,5183,4570,4210,4923,4694,5902,6808,,26456,24899,29999,26129,30850,32898,38445,40766,38088,42575,,22295,19373,23253,20505,19897,17603,21067,20318,25110,31602
845430,Casting machines of a kind used in metallurgy or in metal foundries,1454,673,1144,614,943,3624,3659,5383,10790,6787,,122065,129196,130375,185776,96924,137646,132504,138077,142642,151065,,39057,21263,18550,15932,12976,17569,12589,22904,49562,23262
580632,"Narrow woven fabrics of man-made fibres, with a width of <= 30 cm, n.e.s.",2688,2917,4585,4375,4430,5560,5840,6072,4296,6770,,491496,610642,697049,662542,612133,600170,686542,738001,659189,806478,,4002,4558,6256,6616,6809,8749,9287,10639,7362,9317
390610,"Poly""""methyl methacrylate"""", in primary forms""""",11042,11345,8150,4889,3822,5866,6314,4006,4817,6749,,48190,36899,31811,29073,27121,43250,46420,38640,51376,46674,,43952,46613,53476,50181,39840,38932,60244,47288,38137,40385
730723,Butt welding tube or pipe fittings of stainless steel (excluding cast products),1525,1292,1158,1379,1977,1882,3294,3071,2985,6687,,146114,135454,159913,150367,125583,140592,162562,173292,212892,176129,,1776,1506,1373,2493,3079,2927,5699,5803,6495,11418
390390,"Polymers of styrene, in primary forms (excluding polystyrene, styrene-acrylonitrile copolymers ...""",5823,10920,11017,6310,3513,1985,2188,2536,3938,6672,,34605,36747,45297,43276,45706,56196,53115,59537,88692,109381,,81466,79540,67328,53792,54493,55063,65987,51527,50001,57519
853290,"Parts of electrical """"pre-set"""" capacitors, fixed, variable or adjustable, n.e.s.""""",7407,9977,9163,7657,7368,7496,8331,6260,5193,6664,,59635,201601,72565,72668,111416,83036,86215,71907,79029,102996,,29941,28542,26132,21873,18298,11641,13556,10461,10635,13171
721070,"Flat products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",15,49,76,273,424,1201,1330,2248,1666,6659,,4352264,3691519,4796353,4295120,4056657,4498692,4949453,4844696,4644328,6366984,,10284,9648,10411,11347,9284,9349,12211,17849,12544,14836
120600,"Sunflower seeds, whether or not broken",1981,2280,2138,1744,1850,1959,4637,9810,6662,6657,,273226,333809,296410,405445,432144,467060,569915,621253,648366,506773,,2930,3388,3229,2487,2629,2897,5682,10575,7594,7536
720720,"Semi-finished products of iron or non-alloy steel containing, by weight, >= 0,25% of carbon",9210,3604,172793,95860,72660,15162,12903,3990,939,6640,,1375,1445,2353,1616,313,444,1915,17325,4868,1047,,377282,121099,244103,160584,202996,195943,306529,349966,368145,458437
851590,"Parts of machines and apparatus for soldering or welding or for hot spraying of metals, metal ...",4083,4395,4624,4084,4067,4366,5347,5064,5507,6596,,232743,233984,253834,251038,274380,297667,321884,326921,295753,370195,,18060,17476,16193,15515,14698,16328,19417,17905,18291,20432
720211,"Ferro-manganese, containing by weight > 2% of carbon",353,282,1803,311,91,0,297,258,41,6562,,11490,5818,8566,1885,2080,2634,330,202,237,12997,,74945,75060,82680,62944,59164,114795,113493,91790,60939,102577
291030,"1-Chloro-2,3-epoxypropane """"epichlorohydrin""""""""",15,0,7,0,0,0,5352,65,72,6536,,8099,3465,1533,1271,930,681,62940,12921,29606,90949,,2270,184,2365,2874,1845,4563,14760,14317,13749,28657
610712,"Men's or boys' underpants and briefs of man-made fibres, knitted or crocheted",653,2693,3805,4084,4310,3856,5413,4062,6276,6527,,362594,459810,626545,565472,555510,574225,596391,639153,667075,896618,,3664,5000,6905,6602,6652,6776,9802,9724,12613,11329
320420,"Synthetic organic products of a kind used as fluorescent brightening agents, whether or not ...",3264,3956,3881,3358,3452,3827,4796,4520,4228,6521,,125633,135003,139826,146384,151284,152544,205904,235703,179718,180385,,5052,6362,5630,4667,5085,5418,6511,6075,5303,7722
240120,"Tobacco, partly or wholly stemmed or stripped, otherwise unmanufactured",5444,6450,14127,8843,15661,14439,15070,16931,4385,6514,,581811,593150,522534,557454,552966,601730,520153,532001,421309,402498,,61918,52614,72660,42087,88312,98842,97221,91706,69880,98130
871310,"Carriages for disabled persons, not mechanically propelled",3452,4486,4586,5632,5599,9227,6130,6228,6469,6476,,329990,349762,410207,416529,420908,457955,504870,513832,452014,575081,,7326,8067,8229,9100,8701,12864,10209,10141,10413,10642
480452,"Kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular ...",6216,8055,12670,7805,7902,7559,7518,11763,9402,6470,,464,31,12573,166,400,594,42,732,734,707,,12418,15670,29131,21869,23551,19386,21797,26343,17673,14249
720827,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",0,0,0,424,302,10,17,0,0,6410,,5337,7054,13676,6666,4068,6929,9451,11233,6570,112897,,14262,13984,8276,10346,11503,3930,8211,15529,21266,21514
845229,"Sewing machines, industrial type (excluding automatic units)",6099,6858,8010,7918,10143,10845,10400,6942,4571,6409,,364824,428525,422782,373205,362554,339203,402137,368686,312324,405421,,9247,10040,11406,11141,16168,15635,15358,11559,7485,10160
330410,Lip make-up preparations,2652,3048,3113,3793,5923,6239,5965,5239,6063,6385,,152658,164723,184883,241300,298176,361756,405765,416374,305170,263890,,26705,29461,32072,35273,56787,69076,68820,61292,47885,41006
590320,"Textile fabrics impregnated, coated, covered or laminated with polyurethane (excluding wallcoverings ...",6622,6066,7560,7653,6698,10754,7435,7871,7501,6379,,1968669,2160844,2177611,2147363,2035758,2146422,2236762,2310095,2011947,2534539,,11928,13042,13560,12098,11055,16008,13307,15733,14462,13220
170290,"Sugars in solid form, incl. invert sugar and chemically pure maltose, and sugar and sugar syrup ...",3788,4330,3230,4330,3442,4015,5934,4873,4332,6377,,208711,226759,265564,236374,268800,280042,312606,329759,339714,333035,,8511,9173,9056,9828,9020,9618,11901,11353,10728,13182
370191,"Photographic plates and film in the flat, sensitised, unexposed, of any material other than ...""",16091,19653,14129,10600,9395,8650,7627,6980,5421,6337,,162,16,17,7,10,396,257,152,126,128,,19748,21455,16077,11586,9941,9391,8352,7486,5769,6683
200979,"Apple juice, unfermented, Brix value > 20 at 20¡ÆC, whether or not containing added sugar or ...",5103,4762,4860,4909,4628,4594,5617,6197,5555,6334,,1127489,897711,632152,559930,545418,647193,620983,425365,432243,376325,,7020,6356,7158,7762,7381,6609,7839,8392,8232,9253
903141,Optical instruments and appliances for inspecting semiconductor wafers or devices or for inspecting ...,2796,421,582,165,151,630,1329,5241,3650,6327,,16556,24626,38483,39538,42481,59125,62436,39706,56620,82681,,594546,822646,541418,639030,792519,788195,680513,1160644,1406793,2047539
848790,"Parts of machinery of chapter 84, not intended for a specific purpose, n.e.s.",3209,4200,4008,3258,5689,4248,4605,4562,4533,6306,,572355,549680,677317,1067620,834140,956747,969457,1471047,2208202,1510093,,50509,50347,50297,43627,51205,56924,56741,50923,50365,57399
30783,"Frozen, even in shell, abalone """"Haliotis spp.""""""""",0,0,0,0,0,9263,6363,5217,5625,6296,,0,0,0,0,0,69957,27379,21191,9673,11720,,0,0,0,0,0,9443,6524,5999,5667,7050
390330,"Acrylonitrile-butadiene-styrene copolymers """"ABS"""", in primary forms""""",4863,1214,1561,1465,984,867,6861,7023,5479,6295,,101694,78840,78781,53300,57927,82778,109434,82797,109559,222402,,37349,27297,31685,28220,15913,21898,22607,19253,18276,24474
