Product code,Product label,China's imports from United States of America-Value in 2012,China's imports from United States of America-Value in 2013,China's imports from United States of America-Value in 2014,China's imports from United States of America-Value in 2015,China's imports from United States of America-Value in 2016,China's imports from United States of America-Value in 2017,China's imports from United States of America-Value in 2018,China's imports from United States of America-Value in 2019,China's imports from United States of America-Value in 2020,China's imports from United States of America-Value in 2021,United States of America's exports to world- ,United States of America's exports to world-Value in 2012,United States of America's exports to world-Value in 2013,United States of America's exports to world-Value in 2014,United States of America's exports to world-Value in 2015,United States of America's exports to world-Value in 2016,United States of America's exports to world-Value in 2017,United States of America's exports to world-Value in 2018,United States of America's exports to world-Value in 2019,United States of America's exports to world-Value in 2020,United States of America's exports to world-Value in 2021,China's imports from world- ,China's imports from world-Value in 2012,China's imports from world-Value in 2013,China's imports from world-Value in 2014,China's imports from world-Value in 2015,China's imports from world-Value in 2016,China's imports from world-Value in 2017,China's imports from world-Value in 2018,China's imports from world-Value in 2019,China's imports from world-Value in 2020,China's imports from world-Value in 2021
820600,"Sets of two or more tools of heading 8202 to 8205, put up in sets for retail sale",6286,8008,5954,8094,4424,6169,5544,8052,4703,4328,,42958,41582,39021,38180,33978,40850,32817,36823,33365,51290,,32709,36053,39029,36476,26588,34550,34062,36004,24716,21839
860730,"Hooks and other coupling devices, buffers, and parts thereof, for railway or tramway locomotives ...",7178,9162,6043,3819,2039,1516,5394,4984,1759,4328,,163249,147647,138067,160274,165354,151623,175883,173140,95692,114617,,145234,126168,220856,155667,119598,98426,115816,99768,127020,41242
841780,"Industrial or laboratory furnaces and ovens, non-electric, incl. incinerators (excluding those ...",7236,11602,7982,23676,1832,1707,356,272,561,4324,,68141,102110,130475,123271,79349,81178,79605,133741,58408,58651,,186508,140419,161517,142539,109382,145920,128368,134793,135110,125758
854790,"Insulating fittings for electrical purposes, of materials other than ceramics or plastics; ...",7074,4958,4742,4495,7229,7729,9911,9657,4667,4317,,153795,166298,183643,175577,177053,208563,250847,254422,396968,285041,,91972,102024,70790,79257,91565,138794,121677,87631,111680,93911
851821,"Single loudspeakers, mounted in their enclosures",1874,1887,1843,1838,1657,1663,5547,2337,4929,4308,,277786,252073,251270,208724,229657,340377,281934,269044,216155,245778,,34274,41434,57842,57634,58632,78168,144557,127368,143667,203027
721921,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",4635,5438,14128,4999,4564,15132,6688,5500,6942,4299,,76705,68274,73225,60319,56359,58590,62474,86487,57453,80508,,87984,67456,93069,154465,92624,81453,80249,54182,58871,55964
293220,Lactones,3560,4098,4569,4595,3377,4052,4592,1529,3389,4296,,125552,111027,121244,143281,155883,112871,142100,173310,172150,154285,,36059,48191,44235,47684,55558,62758,71839,63260,39330,44374
847910,"Machinery for public works, building or the like, n.e.s.",15033,12329,17093,13793,11190,10340,9795,8125,8713,4296,,407184,364633,324861,273197,250800,297813,309458,271394,240072,268714,,82994,95831,116623,114291,124384,162852,149969,60227,58861,67824
291990,"Phosphoric esters and their salts, incl. lactophosphates; their halogenated, sulphonated, ...""",3027,2032,2032,2578,2323,3062,3880,3705,2001,4278,,97682,96381,89119,66560,50058,48553,54195,44599,39791,57862,,54519,51928,44011,33256,31300,36881,40047,37302,37325,47675
360410,Fireworks,0,6,0,0,6422,3511,3261,4163,1868,4275,,11702,10230,11946,12707,10623,6831,11336,5585,7700,13263,,0,6,0,55,6422,3511,3261,4163,1868,4275
842290,"Parts of dishwashing machines, packing or wrapping machinery and other machinery and apparatus ...",7433,7828,7080,5309,5137,5251,6367,5894,3638,4269,,313759,319540,336744,329616,329506,319805,331337,343203,315249,359463,,138100,148380,159576,129925,127987,146158,187235,185129,194664,193862
410330,"Raw hides and skins of swine, fresh, or salted, dried, limed, pickled or otherwise preserved, ...",0,0,0,391,473,1216,1244,841,7344,4261,,50164,57491,54768,39341,32777,48664,39895,20297,20031,26261,,16479,14847,4644,2910,1604,1662,1244,926,7344,4298
846711,"Tools for working in the hand, pneumatic, rotary type, incl. combined rotary-percussion",7580,7820,8111,5765,5694,5601,6248,5097,4185,4252,,156725,146988,142015,126309,116477,108291,120488,113530,85255,89431,,48787,46989,51022,41097,38856,44536,47782,37500,32896,33003
852869,"Projectors, not incorporating television reception apparatus (excluding of a kind solely or ...",292,753,1656,1613,5928,8682,12076,5062,3304,4232,,287657,279336,267803,245294,219106,248150,281784,243946,108540,104420,,49469,42477,45769,42563,80688,87463,101513,118286,112159,91657
850211,"Generating sets with compression-ignition internal combustion piston engine """"diesel or semi-diesel ...""",8910,9418,8820,12137,9804,7579,9542,14672,8541,4198,,210472,192396,192821,168718,137954,146913,170319,231475,139246,171665,,24544,30815,28023,28443,23533,23523,27339,29534,26312,23137
761691,"Cloth, grill, netting and fencing, of aluminium wire (excluding cloth of metal fibres for clothing, ...",1554,2130,2380,2375,2326,3278,4043,5463,3218,4151,,22775,24048,24030,24538,25550,23442,23167,16916,15505,16924,,5868,7126,7280,5852,6721,9401,10067,11733,7033,9250
840690,"Parts of steam and other vapour turbines, n.e.s.",5969,7906,19812,7275,1692,5898,8460,5379,3208,4143,,454219,347563,454196,452845,360579,309129,258277,294674,261871,242885,,466624,246989,205265,222077,206170,225074,180709,133023,150415,117177
480890,"Paper and paperboard, creped, crinkled, embossed or perforated, in rolls of a width > 36 cm ...",4332,5635,4841,5399,4452,4554,4868,5848,3719,4124,,47304,43799,22140,20892,36382,30719,20027,23157,12657,14379,,23996,23287,24521,23243,16795,20258,26129,24797,24919,24838
360610,Liquid or liquefied-gas fuels in containers of a kind used for filling or refilling cigarette ...,3012,3741,3865,6065,5210,5255,6008,5267,4578,4118,,20727,20594,20334,21696,15710,15877,17997,17249,18138,16850,,3651,4241,4391,6419,5461,5588,6306,5646,4907,4686
381210,Prepared rubber accelerators,11519,11088,11211,9259,10011,7476,7483,4746,4389,4107,,44877,53852,59997,60077,61068,64238,82521,74968,57413,66834,,72948,73930,75045,61699,71470,81379,78609,74295,72851,71452
611020,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of cotton, knitted or crocheted ...",335,341,304,664,1434,750,5417,6731,5635,4106,,166716,200061,196118,210281,197023,209576,220959,252358,225391,282381,,133453,163273,203726,230772,249787,343907,460363,602741,628034,759479
340530,"Polishes and similar preparations for coachwork, whether or not in the form of paper, wadding, ...",5589,6444,4508,4212,4845,4596,5586,3541,2502,4097,,71694,63789,57144,65840,68567,62398,65259,62792,54520,75848,,14956,17894,18997,16890,20910,23419,23212,17412,14431,18412
281119,"Inorganic acids (excluding hydrogen chloride """"hydrochloric acid"""", chlorosulphuric acid, ...""",13901,15328,11677,10303,7140,9967,5598,3065,3089,4092,,45314,44933,46158,42900,45382,36696,30152,32772,31334,35058,,40699,38954,49977,40986,57730,101152,113447,109047,129081,146910
940520,"Electric table, desk, bedside or floor-standing lamps",1131,721,690,950,870,662,781,235,118,4084,,71850,73581,68838,69879,68760,69090,64552,61872,58281,74331,,9529,9417,13057,12391,17320,19118,18665,16311,22422,23393
730519,"Line pipe of a kind used for oil or gas pipelines, having circular cross-sections and an external ...",0,0,26,22131,28,0,0,0,0,4079,,152751,264539,127480,31910,7726,14051,9878,34738,29463,1723,,24,5758,4768,32564,28,149,1397,9078,61,21957
220840,Rum and other spirits obtained by distilling fermented sugar-cane products,2457,4250,4733,2661,2842,4167,3977,4153,4329,4076,,133144,111066,115012,135238,99723,114172,150914,146014,142928,149478,,8120,8244,10135,5364,6149,8322,7853,9382,8853,9934
841451,"Table, floor, wall, window, ceiling or roof fans, with a self-contained electric motor of an ...",4441,3345,3675,3331,2085,2252,2829,4028,3376,4040,,92783,91596,84140,96195,93197,85770,106757,107847,96764,110302,,120043,97332,114209,107761,133330,149614,195752,154064,134022,105832
290241,O-Xylene,19456,54351,3769,2540,53,2640,6033,1,5,4033,,102157,142685,91657,50327,57642,43836,60624,71181,47869,60878,,1052850,834083,609981,287200,215277,282762,224303,71048,100386,115951
200830,"Citrus fruit, prepared or preserved, whether or not containing added sugar or other sweetening ...",47265,14703,19144,29425,7698,28136,7281,15024,4803,4018,,116137,98039,72434,85217,64168,75500,41018,37466,26752,30359,,82273,46917,43764,66924,50831,73521,69766,73621,66042,56670
850520,"Electromagnetic couplings, clutches and brakes",4107,8960,8658,6137,5430,5345,4588,4776,5085,4012,,59491,73343,77613,65405,65716,74807,71767,73816,81140,68356,,89644,115121,139232,127228,119611,133766,133028,114742,108481,119527
340311,Textile lubricant preparations and preparations of a kind used for the oil or grease treatment ...,11611,15453,18078,16443,16813,16614,12857,8313,2518,4000,,30049,55674,55967,45007,44829,44794,46960,42327,29769,44899,,160442,196381,203178,180773,163658,183066,186123,193519,185609,213849
820590,Anvils; portable forges; hand- or pedal-operated grinding wheels with frameworks; sets of articles ...,4874,3506,4475,1691,1754,3544,2277,1983,1726,3995,,27469,23348,24531,21078,17556,17591,19134,19140,16185,24628,,22445,17489,18350,13826,13015,12705,16750,11611,17269,18502
741533,"Screws, bolts, nuts and similar articles, threaded, of copper (other than screw hooks, ring- ...",3456,4014,4037,3773,3522,4393,5241,4581,4259,3983,,31659,37030,36519,32285,31993,34771,37562,40002,31167,39519,,60150,78068,76528,63976,58809,58745,56824,46475,44658,45048
841850,"Furniture """"chests, cabinets, display counters, show-cases and the like"""" for storage and ...""",7384,5812,3501,5982,7953,3754,3343,3023,2148,3947,,315656,349349,347256,307766,286203,234829,231841,220893,184369,221863,,17756,16942,18299,16838,19913,23327,19015,16576,18376,16016
761290,"Casks, drums, cans, boxes and similar containers, incl. rigid tubular containers, of aluminium, ...",3723,5277,6036,4895,5329,3688,4259,3027,2293,3943,,329771,323093,369572,428332,459748,404009,407439,435250,519198,563329,,25184,26395,32622,25064,21091,19686,28726,20317,19502,23337
732620,"Articles of iron or steel wire, n.e.s.",1453,2190,2820,3426,3496,3685,3879,3781,2943,3942,,152577,149687,150881,166218,130078,138838,129154,134592,106713,141700,,33897,37091,34830,37145,33861,28269,28350,56843,30794,49934
811100,"Manganese and articles thereof, n.e.s.; manganese waste and scrap (excluding ash and residues ...",3670,2245,1688,587,2255,956,1052,3664,4480,3926,,13895,8705,10158,11502,16757,6817,5856,7973,5685,13061,,7989,7372,8355,7364,9189,7611,7240,9442,8700,28177
281129,"Inorganic oxygen compounds of non-metals (excluding diphosphorus pentaoxide, oxides of boron, ...",741,830,953,1532,2908,4506,7566,10088,5650,3924,,18752,22683,24047,23886,28479,21452,30862,21808,21341,20907,,10173,11806,15190,14853,25365,37335,40373,36806,38958,56207
730630,"Tubes, pipes and hollow profiles, welded, of circular cross-section, of iron or non-alloy steel ...",3101,3252,2245,4208,6820,6053,9181,8687,4291,3918,,681822,621181,611037,532420,459679,482258,526076,435715,357049,605644,,206793,207496,175143,139169,175351,174417,211078,160157,147371,154147
292800,Organic derivatives of hydrazine or of hydroxylamine,6925,8146,5157,2781,2498,4044,4220,1439,2553,3904,,87388,73819,80707,90729,37188,41786,40347,45615,49370,68618,,15709,18860,14320,76301,133549,68415,53102,47225,31550,93537
670420,"Wigs, false beards, eyebrows and eyelashes, switches and the like, of human hair, and articles ...",2727,12478,5558,7753,1785,4133,2248,4271,3784,3892,,23835,27117,31534,34464,30830,42276,50652,43678,28488,27550,,4362,15676,10584,20098,8653,11048,10551,17496,23567,14426
310559,"Mineral or chemical fertilisers containing the two fertilising elements nitrogen (excluding ...""",8929,10914,13912,14161,15511,32264,27633,30062,15966,3870,,280031,482357,474146,522721,507121,585972,689549,644103,650530,740362,,10070,13319,15187,14278,15927,34185,28816,31092,17667,5537
846719,"Pneumatic tools for working in the hand, non-rotary type",5044,5300,5281,4801,3632,4828,4479,3612,3675,3864,,126815,122160,109831,95641,81820,81667,76984,71968,66017,75179,,38153,37371,38792,32048,31690,35807,35682,28568,25497,32873
740821,"Wire of copper-zinc base alloys """"brass""""""""",1709,1793,3277,3607,4280,5288,4358,2673,3074,3863,,56274,56298,46580,49470,30311,39441,36046,26917,16734,28743,,63558,57620,49544,41131,34826,46534,42614,37335,40719,83070
390220,"Polyisobutylene, in primary forms",327,1557,2537,2363,1804,3305,5320,3270,4135,3862,,94723,88687,98209,107505,98529,93303,89113,89359,88858,99481,,58587,65159,70616,53527,64854,84874,81772,90238,106673,102188
251990,"Fused magnesia; dead-burned """"sintered"""" magnesia, whether or not containing small quantities ...""",1723,1854,1906,1463,1688,3294,8321,4077,3484,3855,,35944,37279,43091,42855,52543,58931,74167,59320,49423,77520,,60917,58324,69907,61020,61074,76029,63847,55765,55634,52201
400599,"Compounded, unvulcanised rubber in primary forms (excluding solutions and dispersions, those ...",4050,3069,3245,3725,3962,3439,3238,2487,2917,3847,,149686,148884,165145,154325,166999,170384,175547,172043,152672,178623,,1651039,878374,623918,498862,47736,37797,33226,26758,28616,29665
722840,"Bars and rods of alloy steel other than stainless, not further worked than forged (excluding ...",32,483,198,1214,19,522,2574,2494,3617,3845,,36729,23798,25851,16161,13234,15100,15400,9044,9639,15226,,20920,29080,34329,38552,51226,66883,100544,100912,143424,180979
760521,"Wire of aluminium alloys, with a maximum cross-sectional dimension of > 7 mm (excluding stranded ...",1555,1899,3633,3111,4002,6730,8925,5995,3266,3834,,35808,39584,36484,46845,43115,42346,41378,28726,17700,23542,,8084,9011,11222,12028,15633,16244,19710,20722,19183,26119
630720,"Life jackets and life belts, of all types of textile materials",5328,6345,5606,6839,7816,8781,7469,5699,3436,3828,,26304,26200,35146,41562,24917,23972,27230,24290,19869,23770,,13210,13739,14833,16881,18438,21716,19116,17658,12992,14811
291819,"Carboxylic acids with additional oxygen function and their anhydrides, halides, peroxides and ...",4081,4220,3668,3338,3550,3482,4891,3679,3383,3826,,39073,51793,47526,40590,50404,47573,42884,57251,62936,70583,,22572,28405,24635,21216,18130,25007,32306,48220,28001,41666
843131,"Parts of lifts, skip hoists or escalators, n.e.s.",4493,8453,7650,8077,6320,6452,6489,5133,4015,3823,,133960,128743,134348,124511,113444,128155,111408,126824,114964,132978,,138009,121694,153137,144817,97058,104234,129751,113878,91632,93690
290559,"Halogenated, sulphonated, nitrated or nitrosated derivatives or acyclic alcohols (excluding ...""",309,312,394,378,216,643,4746,2921,1785,3819,,4971,6541,9419,5402,4787,5121,7261,7375,4196,4475,,6553,4998,5378,6090,4565,5605,9008,8288,6122,9345
854520,Carbon brushes for electrical purposes,4618,4717,4869,4986,4335,4335,4954,4341,3913,3791,,46801,59328,55696,55138,52123,51634,58562,60495,52403,57457,,98801,98896,105047,97515,99194,100907,99169,79212,75697,81582
291739,"Aromatic polycarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their ...",25120,29163,20970,13791,14281,18733,24128,13068,7831,3786,,322911,348817,265985,278118,210539,235164,261231,247248,191263,213385,,382233,421694,397276,400182,433627,651330,622543,431396,371600,359110
481029,"Paper and paperboard used for writing, printing or other graphic purposes, of which > 10% by ...",1266,2799,2228,1367,823,2741,1917,979,929,3778,,295227,241943,244508,260436,261385,255138,228514,251991,255833,281068,,58182,64374,60652,53229,63089,73287,76764,52104,41681,68663
600537,"Dyed warp knit fabrics of synthetic fibres """"incl. those made on galloon knitting machines"""", ...""",0,0,0,0,0,3511,3955,5017,3497,3768,,0,0,0,0,0,57829,70599,70263,78550,82046,,0,0,0,0,0,179989,176597,145622,98522,100028
900490,"Spectacles, goggles and the like, corrective, protective or other (excluding spectacles for ...",1299,1197,1191,1533,2198,1503,2204,3548,6644,3768,,208850,203376,264165,287616,229273,210018,215579,209801,189501,156215,,39684,29637,58954,33001,42296,33508,40806,46570,60994,38984
940180,"Seats, n.e.s.",1116,1927,4278,4836,10610,18969,17450,14316,3421,3767,,120144,143153,145462,129974,144483,148985,148758,144476,116582,135318,,21421,38763,64054,70951,55721,73397,63610,58603,48080,50736
820750,"Tools for drilling, interchangeable (excluding rock-drilling or earth-boring tools and tools ...",7246,7918,8330,6822,6831,7197,7555,6776,3870,3766,,185700,188594,187322,187725,198329,189034,202121,192009,164941,317642,,154549,158701,177295,169931,172673,250643,216567,278158,191689,168649
950440,Playing cards,4564,4005,7161,6016,5820,7994,5418,4153,3603,3760,,53716,81645,111045,118883,214807,243147,146498,204635,214788,477273,,5852,5729,8772,7555,7317,9764,7263,6500,6942,10823
844391,"Parts and accessories of printing machinery used for printing by means of plates, cylinders ...",6460,6184,5978,3802,4244,3522,4823,1755,2439,3756,,346544,307865,309249,277825,268717,272811,264227,269180,204110,221837,,82943,76623,82684,67671,63770,74200,82318,91804,82541,102874
851830,"Headphones and earphones, whether or not combined with microphone, and sets consisting of a ...",2492,3569,3518,5253,5775,6185,9700,5518,3631,3751,,468996,461638,491692,465613,473893,518266,576546,702925,1023965,953827,,1395963,1571255,1352705,1424893,1581970,2065799,2043631,2115028,1401396,389080
844319,"Printing machinery used for printing by means of plates, cylinders and other printing components ...",1314,2637,10034,10294,10625,4609,961,16249,7471,3750,,120657,137616,134540,139681,141379,128024,100418,106282,73642,98299,,202841,183467,119386,91997,72327,91588,76751,116144,65059,62469
