Product code,Product label,India's imports from United States of America-Value in 2012,India's imports from United States of America-Value in 2013,India's imports from United States of America-Value in 2014,India's imports from United States of America-Value in 2015,India's imports from United States of America-Value in 2016,India's imports from United States of America-Value in 2017,India's imports from United States of America-Value in 2018,India's imports from United States of America-Value in 2019,India's imports from United States of America-Value in 2020,India's imports from United States of America-Value in 2021,United States of America's exports to world- ,United States of America's exports to world-Value in 2012,United States of America's exports to world-Value in 2013,United States of America's exports to world-Value in 2014,United States of America's exports to world-Value in 2015,United States of America's exports to world-Value in 2016,United States of America's exports to world-Value in 2017,United States of America's exports to world-Value in 2018,United States of America's exports to world-Value in 2019,United States of America's exports to world-Value in 2020,United States of America's exports to world-Value in 2021,India's imports from world- ,India's imports from world-Value in 2012,India's imports from world-Value in 2013,India's imports from world-Value in 2014,India's imports from world-Value in 2015,India's imports from world-Value in 2016,India's imports from world-Value in 2017,India's imports from world-Value in 2018,India's imports from world-Value in 2019,India's imports from world-Value in 2020,India's imports from world-Value in 2021
40410,"Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening ...",2566,5209,5203,0,69,0,123,22,0,0,,670001,798975,813507,556109,486072,623842,528476,510005,581977,699065,,16923,19641,26813,19698,17756,20952,12780,14317,22364,16604
40700,"Birds' eggs, in shell, fresh, preserved or cooked",539,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,922,0,0,0,0,0,0,0,0,0
40719,Fertilised birds' eggs for incubation (excluding of domestic fowls),0,0,0,0,0,0,0,0,0,0,,38306,83381,63790,4822,6193,11815,9649,7047,11672,7323,,0,0,0,14,32,0,103,0,34,0
50400,"Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, ...",0,0,0,0,0,0,0,0,0,0,,409512,460275,620465,519790,491719,554899,684272,705451,543052,555008,,0,1,0,0,0,0,0,0,0,66
50790,"Tortoiseshell, whalebone and whalebone hair, horns, antlers, hooves, nails, claws and beaks, ...",0,0,0,0,0,0,0,0,0,0,,5531,7054,4845,12632,4175,7230,5110,2400,3560,3671,,45,80,18,65,29,127,41,151,104,172
60312,"Fresh cut carnations and buds, of a kind suitable for bouquets or for ornamental purposes",0,0,0,0,0,0,0,0,0,0,,2155,1969,1839,1872,1687,1510,1068,1017,1006,1358,,4,3,0,0,0,0,0,1,0,0
60499,"Foliage, branches and other parts of plants, without flowers or flower buds, grasses, for bouquets ...",65,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,848,0,0,0,0,0,0,0,0,0
70200,"Tomatoes, fresh or chilled",0,0,0,0,0,0,0,0,0,0,,308285,340248,365021,334749,351855,333442,324923,292127,312915,318525,,3,3,0,0,0,4,0,0,0,0
70420,"Brussels sprouts, fresh or chilled",0,0,0,0,0,0,0,0,0,0,,11639,16516,18315,17289,16913,23259,22951,25277,31904,33908,,0,0,0,0,0,0,0,0,0,0
70511,Fresh or chilled cabbage lettuce,0,0,0,0,0,0,0,0,0,0,,100306,112893,103123,114698,103042,114257,111165,108672,110217,104606,,0,0,0,0,0,0,5,0,0,0
70930,"Fresh or chilled aubergines """"eggplants""""""""",0,0,0,0,0,0,0,0,0,0,,21152,24692,22178,21589,21899,22384,22604,26773,33017,32439,,0,0,0,0,0,2,1,0,0,0
71022,"Shelled or unshelled beans """"Vigna spp., Phaseolus spp."""", uncooked or cooked by steaming ...""",0,0,0,0,0,0,0,0,0,0,,7111,8119,11374,10083,11583,10826,11070,10160,8787,6990,,3,1,0,3,1,0,0,0,4,0
71080,"Vegetables, uncooked or cooked by steaming or by boiling in water, frozen (excluding potatoes, ...",25,0,0,0,0,0,0,0,0,0,,48865,46285,50469,64081,60175,62385,69375,70365,79775,72472,,25,2,1,4,5,21,40,89,54,77
71151,"Mushrooms of the genus """"Agaricus"""", provisionally preserved, e.g., by sulphur dioxide gas, ...""",0,0,0,0,0,0,0,0,0,0,,250,27,54,105,192,74,69,23,16,361,,166,0,9,10,28,19,123,513,175,184
80420,Fresh or dried figs,0,0,0,0,0,0,22,6,0,0,,24434,20613,24865,17527,19225,16859,17476,13491,11091,11052,,13423,67702,67242,77789,59675,101231,81484,96147,135355,163802
80720,"Fresh pawpaws """"papayas""""""""",0,0,0,0,0,0,0,0,0,0,,23451,26169,23274,22511,22512,23519,22143,21347,22980,25186,,0,0,0,0,0,0,0,0,0,0
80920,Fresh cherries,192,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1070,0,0,0,0,0,0,0,0,0
71334,"Dried, shelled bambara beans """"Vigna subterranea or Voandzeia subterranea"""", whether or not ...""",0,0,0,0,0,0,0,0,0,0,,35,44,24,29,69,44,25,40,14,3,,0,0,0,0,0,0,0,0,0,0
71360,"Dried, shelled pigeon peas """"Cajanus cajan"""", whether or not skinned or split""""",0,0,53,0,0,0,0,0,99,0,,55,50,82,253,202,339,337,69,108,71,,0,244055,380204,519851,616259,281572,204268,310125,303548,514131
80132,"Fresh or dried cashew nuts, shelled",0,3,0,426,0,0,215,0,0,0,,11342,11798,14638,17904,24797,30349,22543,20679,19866,19258,,13271,22592,3938,17356,28567,40849,39253,40423,24274,24260
80222,"Fresh or dried hazelnuts or filberts """"Corylus spp."""", shelled""""",4,0,5,0,0,0,0,0,0,0,,10489,11633,16960,18083,5279,8598,9461,10166,16690,29950,,365,110,240,443,330,685,952,1356,1250,2077
10633,"Live ostriches, and emus [Dromaius novaehollandiae]",0,0,0,0,0,0,0,0,0,0,,3,8,3,9,541,75,77,0,3,7,,0,0,0,0,0,0,0,0,0,0
20312,"Fresh or chilled hams, shoulders and cuts thereof of swine, with bone in",0,0,0,0,0,0,0,0,0,0,,647232,659023,861889,639457,730246,832861,744192,756066,719930,1070019,,330,0,0,0,0,29,0,0,0,0
20430,Frozen lamb carcases and half-carcases,0,0,0,0,0,0,0,0,0,0,,1888,2010,1714,1856,1130,788,974,1009,333,554,,67,349,372,0,0,0,21,13,0,0
20442,"Frozen cuts of sheep, with bone in (excluding carcases and half-carcases)",0,0,0,0,0,0,0,0,0,0,,8546,10758,9831,7499,9101,11252,10766,9652,3884,5874,,0,283,737,714,779,1814,1066,1477,335,308
20500,"Meat of horses, asses, mules or hinnies, fresh, chilled or frozen",0,0,0,0,0,0,0,0,0,0,,27,55,64,13,693,313,53,21,22,661,,0,0,0,0,0,0,0,0,0,0
20610,Fresh or chilled edible offal of bovine animals,0,0,0,0,0,0,0,0,0,0,,106961,115469,149946,193255,261850,256339,266278,303741,254545,312586,,0,0,0,0,0,0,0,0,0,0
20712,"Frozen fowls of the species Gallus domesticus, not cut in pieces",0,0,0,0,0,0,2,0,0,0,,51383,73535,48415,43913,38211,39881,20450,28162,41092,39363,,0,0,0,0,0,13,13,0,34,122
10130,Live asses,0,0,0,0,0,0,0,0,0,0,,48,183,728,1250,2840,3274,1546,545,868,750,,0,0,0,0,0,0,0,0,0,0
100640,Broken rice,0,0,0,0,0,0,0,0,0,0,,25314,34183,31231,31143,33419,49535,27390,32249,31796,30150,,0,0,87,0,0,22,53,206,15,79
90962,"Juniper berries and seeds of anise, badian, caraway or fennel, crushed or ground",0,2,0,0,0,0,0,0,2,0,,250,239,180,299,235,845,626,419,236,570,,0,806,541,627,404,432,748,648,721,418
100119,Durum wheat (excluding seed for sowing),0,0,0,0,0,0,0,0,0,0,,197511,260640,321862,274569,123967,100676,131057,206914,220446,127108,,0,0,0,0,0,0,0,0,0,1
100200,Rye,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
90812,"Nutmeg, crushed or ground",0,0,5,0,0,0,0,0,0,0,,2747,2383,2050,2377,1762,1853,1694,1330,1503,2024,,0,111,5,5,0,51,310,392,359,1340
90821,"Mace, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,54,114,107,14,301,125,87,36,266,145,,0,5790,10139,11760,9897,17768,19679,29755,24066,34246
90830,Cardamoms,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,5906,0,0,0,0,0,0,0,0,0
81340,"Dried peaches, pears, papaws """"papayas"""", tamarinds and other edible fruits (excluding nuts, ...""",27,19,48,2,5,66,40,0,7,0,,75423,62901,77636,81558,61321,60640,53986,49735,67199,77277,,567,883,727,593,117,814,3580,2501,2865,4386
81030,"Fresh black-, white- or redcurrants and gooseberries",0,0,0,0,0,0,0,0,0,0,,118,78,781,60,111,133,151,316,232,1362,,0,0,15,0,0,0,0,1,0,53
81210,"Cherries, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water ...",0,0,0,0,0,0,0,0,0,0,,3978,6572,7254,5739,3903,4636,3114,2820,2094,3117,,15,48,0,8,37,16,18,55,6,0
930529,"Parts and accessories for sporting, hunting and target-shooting rifles of heading 9303, n.e.s. ...",7,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,14,0,0,0,0,0,0,0,0,0
940151,Seats of bamboo or rattan,0,0,0,0,0,0,0,0,0,0,,1978,1836,2119,1868,3132,0,0,0,0,0,,42,99,53,37,53,0,0,0,0,0
911011,"Complete watch movements, unassembled or partly assembled movement sets",19,0,1,0,3,0,0,3,0,0,,4276,6173,11272,9730,1815,3095,3025,1555,1228,1963,,3375,1980,2339,2572,2541,3067,2923,3141,2938,4876
940530,Electric lighting sets of a kind used for Christmas trees,51,0,0,0,0,0,0,0,0,0,,6646,6444,7194,7109,7717,8073,6788,4625,2814,4025,,15256,17661,23023,26484,24602,15066,9670,15112,5289,5783
950720,"Fish-hooks, whether or not snelled",23,0,0,0,0,0,0,0,1,0,,14318,16027,16217,16381,17928,15776,19502,18624,18006,20815,,1367,1199,1185,899,987,764,1246,1346,801,1884
961310,"Pocket lighters, gas fuelled, non-refillable",70,74,12,31,0,0,0,0,0,0,,19213,18484,14862,17400,15344,14695,14214,16267,16529,16499,,1530,2135,911,942,580,1186,559,654,360,340
900640,Instant print cameras (excluding special cameras of subheading 9006.10 or 9006.30),3,0,0,51,0,2,13,24,14,0,,2006,2154,2343,3657,4772,9552,9171,7021,6493,5726,,87,183,208,1932,1166,1959,2738,3869,3897,3650
880100,"Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft",1111,366,1,0,11,0,86,0,0,0,,5451,4040,5183,5790,5322,3922,4119,5758,4265,3680,,1406,814,51,483,157,1111,625,314,1551,68
880240,"Aeroplanes and other powered aircraft of an of an unladen weight > 15.000 kg (excl. helicopters, ...",173,0,49808,0,0,77500,131487,123601,0,0,,2465048,1485234,3214942,1520109,1872014,847495,207149,577850,860362,800658,,37943,330626,207311,844705,407554,2394584,911102,2775819,1113832,395557
890200,Fishing vessels; factory ships and other vessels for processing or preserving fishery products ...,0,0,0,0,0,0,0,1,0,0,,5500,4719,6988,6862,7501,5438,11292,5656,2648,2012,,8,0,0,0,0,38,0,15,43,18
901520,"Theodolites and tachymeters """"tacheometers""""""""",45,0,52,56,2,13,214,45,13,0,,52141,56553,54739,52958,49447,58175,64512,60723,62646,61235,,1812,6332,6630,8742,9841,10477,12534,12708,7749,12549
870370,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,18643,17982,18345,727301,1116707,,0,0,0,0,0,228,0,134,28,0
871190,"Motorcycles, incl. mopeds, and cycles fitted with an auxiliary motor and side cars for motorcycles ...",3,2,62,6,54,0,2,0,2,0,,120472,129684,160594,107940,111209,87487,75553,64950,43161,41313,,1232,2234,1579,1773,1346,204,133,49,49,254
854050,"Data-graphic display tubes, black and white or other monochrome (excluding photo cathode tubes ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,40,0,0,0,0,0,0,0,0,0
852210,Pick-up cartridges,2,2,1,0,0,0,0,0,0,0,,1724,1962,2213,1360,1216,1862,1385,1360,889,1390,,199,82,285,25,2,8,21,17,7,0
852340,Optical media for the recording of sound or of other phenomena (excluding goods of chapter ...,3728,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,19263,0,0,0,0,0,0,0,0,0
850211,"Generating sets with compression-ignition internal combustion piston engine """"diesel or semi-diesel ...""",6,144,0,21,36,43,65,115,53,0,,210472,192396,192821,168718,137954,146913,170319,231475,139246,171665,,1667,24393,1523,1969,1316,1071,2626,3814,4794,3369
911290,"Parts of clock and watch cases, n.e.s. (excluding for wrist-watches, pocket-watches and other ...",0,0,0,0,0,0,0,0,2,0,,4480,7698,4739,3002,876,1736,647,678,297,309,,27,350,143,8,373,55,144,199,94,3
911430,Dials for clocks or watches,60,2,0,0,0,0,0,1,0,0,,1540,1426,1675,3655,776,867,2552,424,467,851,,4263,3741,5304,6344,4228,5534,6243,8404,3448,5675
920110,Upright pianos,0,3,0,0,0,0,0,0,0,0,,6468,5571,4865,4171,4664,4820,6160,4648,3553,3534,,842,624,969,750,682,950,1289,1190,883,1139
930110,"Artillery weapons """"e.g. guns, howitzers and mortars""""""""",0,0,0,0,0,0,0,0,0,0,,111379,32461,48213,88448,59937,59291,161844,183108,102381,39601,,0,0,0,0,0,0,0,0,0,0
950612,Ski bindings,0,0,0,0,0,0,0,0,0,0,,4836,6119,5693,6242,4784,5980,6996,7005,7693,9642,,5,10,6,56,192,123,10,11,7,27
950661,Tennis balls (excluding table tennis balls),1,21,0,0,0,0,0,0,0,0,,2185,1720,1054,811,1091,630,520,918,902,957,,980,2474,2016,1700,1302,2059,2479,3091,1902,2783
950730,Fishing reels,2,2,0,1,0,0,0,0,0,0,,30140,31085,33301,30552,30355,26798,31042,27021,25567,33993,,49,127,121,124,86,91,254,374,674,944
871610,"Trailers and semi-trailers of the caravan type, for housing or camping",49,65,21,76,19,43,0,0,1,0,,1194081,1259009,1246588,912080,831103,1083457,1247884,916531,679887,1447822,,127,122,165,181,27,86,3,1976,17,78
880220,"Aeroplanes and other powered aircraft of an unladen weight <= 2.000 kg (excl. helicopters, ...",2212,1216,272,0,0,3259,0,0,1649,0,,32454,29291,3342,15952,6049,44300,20856,25452,7829,24355,,7604,5480,937,3343,1371,6183,2553,3039,4750,11375
890190,Vessels for the transport of goods and vessels for the transport of both persons and goods ...,101844,795,0,0,0,0,0,0,0,0,,37032,91821,345203,148504,54176,63683,68377,116263,34541,54633,,733296,183875,309425,766985,123926,270157,319830,192845,46340,199845
870120,Road tractors for semi-trailers,33,175,375,0,17,803,7,0,0,0,,3325688,2760796,2800561,2428089,1632024,1895456,2643626,2989553,1531193,2072304,,51,654,2273,2742,2321,3388,3164,2149,932,991
870230,"Motor vehicles for the transport of >= 10 persons, incl. driver, with both spark-ignition internal ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,5593,10822,12519,14211,12933,,0,0,0,0,0,0,0,0,0,0
870390,"Motor cars and other vehicles principally designed for the transport of persons, incl. station ...""",16429,4792,114,93,120,0,2,2,0,0,,1357499,1269450,2106041,1963247,2627796,764667,470839,435866,471706,892291,,194495,61724,951,2294,522,3834,71,123,65,191
852851,Monitors of a kind solely or principally used in an automatic data-processing machine of heading ...,4103,1078,1797,1685,1889,59,0,0,0,0,,991223,786470,778370,727480,602546,0,0,0,0,0,,469758,407343,409991,395468,344416,27594,0,0,0,0
854072,Klystrons,92,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,92,0,0,0,0,0,0,0,0,0
940381,"Furniture of bamboo or rattan (excluding seats and medical, surgical, dental or veterinary ...",1,1,0,1,0,0,0,0,0,0,,3511,2604,4014,3635,4347,0,0,0,0,0,,641,647,1000,521,561,31,0,0,0,0
940383,"Furniture of rattan (excl. seats and medical, surgical, dental or veterinary furniture)",0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,1816,2766,8462,14010,28563,,0,0,0,0,0,87,133,144,71,45
521152,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,2,0,0,0,0,0,0,,560,1673,2901,3539,1453,444,226,0,4,145,,1,24,45,13,185,119,49,228,205,271
521211,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,0,0,0,0,0,0,0,,259,627,401,199,1256,212,133,162,94,261,,497,210,297,278,285,326,196,214,145,495
521221,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,0,0,0,0,0,0,0,,153,78,121,29,68,55,64,82,89,114,,10,31,0,0,24,3,65,34,76,428
521222,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,0,0,0,0,0,0,0,,58,5,5,127,0,41,911,197,172,63,,1,3,21,13,0,13,75,66,58,26
540244,"Synthetic filament elastomeric yarn, single, untwisted or with a twist of <= 50 turns per metre ...",567,38,80,101,9,121,32,49,56,0,,81064,72755,63098,47816,46639,41174,50649,49704,39484,40130,,60982,65628,82966,98664,98142,113554,133841,135303,52784,104600
540246,"Filament yarn of polyester, incl. monofilament of < 67 decitex, single, untwisted or with a ...",15,19,0,23,14,0,7,82,49,0,,30620,36341,39219,36861,38551,41627,38962,39572,25306,44154,,203,209,11011,13291,10662,11990,8831,36954,56089,147572
540310,High-tenacity yarn of viscose rayon filament (excluding sewing thread and yarn put up for retail ...,0,0,0,0,0,0,0,0,0,0,,1471,1164,943,1003,981,1416,1372,948,843,1489,,7,203,56,94,165,162,97,171,261,102
540332,"Yarn of viscose rayon filament, incl. monofilament of < 67 decitex, single, with a twist of ...",0,0,0,0,0,0,0,0,0,0,,129,233,1009,249,280,283,123,146,42,106,,69,929,7506,18231,2851,9968,10009,54,0,2
550991,"Yarn containing predominantly, but < 85% synthetic staple fibres by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,18,6,85,3,5,7,0,0,7,23,,63,54,60,0,0,22,67,72,0,0
551020,"Yarn containing predominantly, but < 85% artificial staple fibres by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,12,128,7,82,0,0,14,82,109,7,,9,15,144,125,9,6,192,26,0,615
551120,"Yarn containing predominantly, but < 85% synthetic staple fibres by weight, put up for retail ...",0,0,0,0,0,0,0,0,0,0,,6903,3967,5780,5470,3746,4966,4350,3524,4395,3576,,19,14,33,9,15,18,82,7,0,36
551211,"Woven fabrics containing >= 85% polyester staple fibres by weight, unbleached or bleached",11,0,7,41,98,38,119,76,17,0,,18775,18965,16434,14032,12241,13838,9651,6253,7825,6424,,3706,3295,2620,3259,4463,5480,5121,5179,2859,4454
551319,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,0,0,0,0,7,0,84,0,0,,1645,2112,1542,3104,3306,2281,806,394,421,501,,699,255,179,983,52,65,138,166,109,33
551331,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,0,0,0,1,0,0,0,0,0,,1763,2084,2404,1678,1602,421,310,377,368,536,,430,203,166,128,61,112,93,45,191,30
551430,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",160,11,0,0,3,0,0,0,3,0,,2470,3013,3357,2081,2673,3493,2934,2490,2701,2157,,1420,692,873,722,736,1187,806,1028,492,609
551623,"Woven fabrics containing predominantly, but < 85% artificial staple fibres, mixed principally ...",4,0,0,0,0,4,0,0,0,0,,21826,22236,6907,3647,3503,2876,2635,2070,1265,1512,,3222,3031,3682,3562,2732,2656,2465,3916,1592,6336
520929,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, bleached ...",1,0,0,0,0,0,5,0,0,0,,13122,11444,8823,8976,7042,5811,3371,1757,3408,5196,,156,421,460,198,276,242,322,197,186,1570
521039,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",4,0,0,0,0,0,0,2,0,0,,479,1541,1365,1375,598,415,496,799,563,639,,291,181,149,111,153,381,217,643,224,199
511120,"Woven fabrics containing predominantly, but < 85% carded wool or carded fine animal hair by ...",0,0,0,14,0,0,8,0,0,0,,416,250,1106,2533,1180,563,408,572,329,372,,2516,3787,4813,2825,3474,2574,3102,1019,762,483
520612,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres ...""",0,0,0,0,0,0,0,0,0,0,,26420,37310,35480,54598,65054,51743,65356,59322,42637,57673,,268,311,279,314,498,2333,125,37,71,106
520633,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,30,9,0,52,4,0,0,30,0,0,,0,0,0,0,0,82,0,5,18,0
520635,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,151,26,14,36,66,34,62,73,12,25,,0,0,0,0,0,0,0,0,0,0
520641,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,1202,188,883,614,533,13,86,55,48,162,,1,1,75,0,0,0,69,37,0,1
520643,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,0,199,0,0,0,0,0,3,0,0,,0,0,0,1,0,0,0,2,4,2
520790,"Cotton yarn containing predominantly, but < 85% cotton by weight, put up for retail sale (excluding ...",11,0,0,0,0,0,3,0,0,0,,390,782,4287,36534,5103,18771,24312,13069,3629,951,,45,274,94,31,69,40,85,200,435,229
520819,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, unbleached ...",1,0,1,0,0,1,0,0,0,0,,2190,2274,3363,3367,786,1235,1722,1571,1199,1530,,1485,20053,3777,2234,24,117,177,156,374,162
610423,"Women's or girls' ensembles of synthetic fibres, knitted or crocheted (excluding ski ensembles ...",0,0,0,1,6,0,0,0,0,0,,1008,1157,1593,2333,1082,1489,1824,1776,1302,2383,,14,5,5,7,24,41,85,126,502,930
610712,"Men's or boys' underpants and briefs of man-made fibres, knitted or crocheted",0,1,1,1,7,0,3,11,3,0,,4726,5190,6784,8389,8619,8049,9902,10658,10035,11321,,328,606,537,838,698,959,1711,2241,1212,1243
610722,"Men's or boys' nightshirts and pyjamas of man-made fibres, knitted or crocheted (excluding ...",0,0,0,1,0,0,0,0,0,0,,1365,705,978,698,831,799,687,1450,1223,1242,,14,41,39,100,159,165,315,248,215,460
610892,"Women's or girls' n?glig?s, bathrobes, dressing gowns, housejackets and similar articles of ...",111,89,0,2,0,0,0,4,0,0,,10456,10135,8519,8956,7552,10138,8350,8590,7416,7116,,440,261,155,149,284,320,229,683,377,420
610331,"Men's or boys' jackets and blazers of wool or fine animal hair, knitted or crocheted (excluding ...",0,0,0,0,0,0,0,0,0,0,,725,388,522,387,594,409,280,187,116,353,,41,79,40,113,36,55,76,66,26,142
600610,"Fabrics, knitted or crocheted, of a width of > 30 cm, of wool or fine animal hair (excluding ...""",0,0,0,0,0,0,0,0,9,0,,4452,4569,5536,6775,3941,2613,2594,3527,960,2257,,114,184,164,149,141,112,160,137,127,1322
540774,"Woven fabrics of yarn containing >= 85% synthetic filament by weight, incl. monofilament of ...",0,0,0,0,0,2,0,3,0,0,,584,796,1149,1116,1047,1002,1308,1960,2085,1969,,735,811,1211,944,479,961,2995,3615,453,880
540833,"Woven fabrics of yarn containing predominantly, but < 85% artificial filament by weight, incl. ...",36,0,0,0,0,0,0,2,0,0,,7096,5785,6847,4031,3595,3022,2868,1854,1807,1609,,133,312,106,669,159,1481,1938,734,421,591
570291,"Carpets and other floor coverings, of wool or fine animal hair, woven, not tufted or flocked, ...",0,0,7,0,0,0,0,26,1,0,,1970,2393,2209,2566,3026,2769,2686,2296,3739,3601,,13,30,12,14,36,128,155,134,47,50
580122,"Cut corduroy, of cotton (excluding terry towelling and similar woven terry fabrics, tufted ...",9,5,3,0,1,2,0,0,0,0,,1302,283,362,186,114,69,257,365,298,214,,4527,4571,2906,1067,910,913,1179,3500,2239,3022
580190,"Woven pile fabrics and chenille fabrics (excluding those of man-made fibres, wool or fine animal ...",34,0,0,4,0,1,5,3,1,0,,3439,2663,2849,2682,3168,2341,1676,1855,1161,1114,,304,367,76,241,457,384,295,350,82,601
580220,"Terry towelling and similar woven terry fabrics (excluding those of cotton, narrow woven fabrics ...",0,0,0,0,0,0,0,0,0,0,,125,454,173,115,157,172,366,464,151,98,,4,134,0,2,0,2,7,1,5,89
580429,"Mechanically made lace in the piece, in strips or in motifs (excluding that of man-made fibres ...",646,45,88,236,70,32,4,25,1,0,,2555,2287,2709,2116,1392,832,444,756,163,164,,20146,22778,30637,38671,38593,32516,22418,16782,7954,9382
600199,"Pile fabrics, knitted or crocheted (excluding cotton or man-made fibres and """"long pile"""" ...""",10,0,1,1,1,2,0,0,1,0,,3702,18294,4736,3660,2063,1628,1084,1789,978,310,,507,1118,1939,567,825,959,643,385,340,649
600390,"Knitted or crocheted fabrics of a width of <= 30 cm (excluding of cotton, man-made fibres, ...""",4,9,1,31,23,31,0,0,0,0,,727,746,591,1502,344,823,718,676,385,567,,311,261,176,521,173,555,89,72,39,198
