Product code,Product label,Russian Federation's imports from Singapore-Value in 2012,Russian Federation's imports from Singapore-Value in 2013,Russian Federation's imports from Singapore-Value in 2014,Russian Federation's imports from Singapore-Value in 2015,Russian Federation's imports from Singapore-Value in 2016,Russian Federation's imports from Singapore-Value in 2017,Russian Federation's imports from Singapore-Value in 2018,Russian Federation's imports from Singapore-Value in 2019,Russian Federation's imports from Singapore-Value in 2020,Russian Federation's imports from Singapore-Value in 2021,Singapore's exports to world- ,Singapore's exports to world-Value in 2012,Singapore's exports to world-Value in 2013,Singapore's exports to world-Value in 2014,Singapore's exports to world-Value in 2015,Singapore's exports to world-Value in 2016,Singapore's exports to world-Value in 2017,Singapore's exports to world-Value in 2018,Singapore's exports to world-Value in 2019,Singapore's exports to world-Value in 2020,Singapore's exports to world-Value in 2021,Russian Federation's imports from world- ,Russian Federation's imports from world-Value in 2012,Russian Federation's imports from world-Value in 2013,Russian Federation's imports from world-Value in 2014,Russian Federation's imports from world-Value in 2015,Russian Federation's imports from world-Value in 2016,Russian Federation's imports from world-Value in 2017,Russian Federation's imports from world-Value in 2018,Russian Federation's imports from world-Value in 2019,Russian Federation's imports from world-Value in 2020,Russian Federation's imports from world-Value in 2021
252800,"Borates, natural, and concentrates thereof, whether or not calcined, and natural boric acids ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2649,3187,5579,5990,7995,6878,7736,7714,8895,7428
260111,Non-agglomerated iron ores and concentrates (excluding roasted iron pyrites),0,0,0,0,0,0,0,0,0,0,,71,221,13,27,18,318,14,0,9,0,,453895,473194,491602,339701,235929,336984,310919,424371,458618,730081
260200,"Manganese ores and concentrates, incl. ferruginous manganese ores and concentrates, with a ...",0,0,0,0,0,0,0,0,0,0,,0,0,12544,8845,9806,6007,5730,14293,10,2,,137642,172954,141794,103444,107670,211810,364822,246807,189702,233192
261100,Tungsten ores and concentrates,0,0,0,0,0,0,0,51,0,0,,37,212,38,230,771,1340,96,4838,5371,4700,,1586,933,17368,10686,9297,13830,10335,3478,4480,3339
261210,Uranium ores and concentrates,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,11,0,3,0,,0,8,0,9,15,0,0,0,0,0
262099,"Slag, ash and residues, containing metals or metal compounds (excluding those from the manufacture ...",0,0,0,0,0,0,0,0,0,0,,723,1261,341,3431,7951,0,14849,18102,0,0,,41668,32180,12762,6731,11832,9442,9708,33231,25049,2215
270400,"Coke and semi-coke of coal, of lignite or of peat, whether or not agglomerated; retort carbon",0,0,0,0,0,0,0,0,0,0,,4,1,0,0,0,0,401,40,29,56,,180470,71121,60557,28439,24462,42498,48631,26698,25672,49529
271410,Bituminous or oil-shale and tar sands,0,0,0,0,0,0,0,0,0,0,,2819,2951,2745,2056,298,113,161,121,52,113,,19,221,2,0,0,0,0,0,0,0
271500,"Bituminous mastics, cut-backs and other bituminous mixtures based on natural asphalt, on natural ...",0,0,0,0,0,0,0,0,0,0,,62156,22663,41071,830,2785,535,1182,140314,446360,616243,,10574,12221,13104,6049,4138,5876,5570,6128,4271,6469
271600,Electrical energy,0,0,0,0,0,0,0,0,0,0,,4,26,1,50,0,0,0,0,182,572,,77789,134234,325168,299828,53347,108343,85048,33836,22600,25387
381111,Anti-knock preparations for motor fuels based on lead compounds,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,1,216,1268,500,454,674,639,559
340111,"Soap and organic surface-active products and preparations, in the form of bars, cakes, moulded ...",0,0,0,0,0,0,0,0,0,0,,28874,36994,43844,43913,48263,61457,55246,56184,40926,41665,,110246,98590,102323,72975,75982,85888,100554,94445,88042,95553
340212,"Cationic organic surface-active agents, whether or not put up for retail sale (excluding soap)",4,0,0,0,0,5,0,0,153,0,,6836,5503,7340,8522,7152,5810,7111,4151,7398,6473,,11332,8881,10346,10404,10143,8678,10599,9968,12758,14784
390791,"Unsaturated polyallyl esters and other polyesters, in primary forms (excluding polycarbonates, ...""",0,0,0,0,0,0,0,0,0,0,,41424,45397,48281,13280,21330,29116,43875,43214,35419,45954,,69119,73032,67118,38462,38832,46935,59857,57611,51556,69481
390910,"Urea resins and thiourea resins, in primary forms",0,0,0,0,0,0,0,0,0,0,,20678,13189,9124,5567,4601,5141,7690,7952,11733,4889,,11002,6609,6497,5355,5138,5740,8196,5606,5770,9513
390930,"Amino-resins, in primary forms (excluding urea resins, thiourea resins and melamine resins)",0,0,0,45,89,0,0,0,0,0,,22686,29478,23403,18444,15318,28122,0,0,0,0,,87346,216571,215235,179644,170561,36,0,0,0,0
390950,"Polyurethanes, in primary forms",0,13,0,55,0,0,44,0,0,0,,177684,202912,193776,161458,156762,221462,220912,168046,141263,180036,,140238,148259,149649,109421,116287,154084,175438,162973,157900,202989
391231,"Carboxymethylcellulose and its salts, in primary forms",0,0,0,0,0,0,0,0,0,0,,7605,6246,7045,7507,7587,7601,8076,8052,4291,3199,,29163,34915,30850,29339,27768,31361,36695,37125,31982,30599
392030,"Plates, sheets, foil, film and strip, of non-cellular polymers of styrene, not reinforced, ...",0,0,0,0,0,0,0,0,0,0,,8854,7461,3723,1473,2256,880,813,747,775,1148,,79022,97794,70785,60152,59108,70445,70806,73808,71482,96352
392063,"Plates, sheets, film, foil and strip, of non-cellular unsaturated polyesters, not reinforced, ...""",0,0,0,0,0,0,0,0,0,0,,3275,4112,1728,1712,934,950,1358,1031,392,387,,194,353,247,138,177,153,139,603,1060,1920
392114,"Plates, sheets, film, foil and strip, of regenerated cellular cellulose, unworked or merely ...",0,0,0,0,0,0,0,0,0,0,,619,470,421,37,47,20,607,299,27,143,,2191,2873,4660,4263,2916,4027,3551,3493,3776,4009
392490,"Household articles and toilet articles, of plastics (excluding tableware, kitchenware, baths, ...",5,55,5,0,0,3,0,1,1,0,,11608,12713,13948,10852,16955,22180,22525,15074,13100,24835,,159906,159985,164435,90654,86617,109904,129456,138192,149679,179098
400110,"Natural rubber latex, whether or not prevulcanised",0,0,0,0,0,0,0,0,0,0,,1393,38,42,3,269,824,222,55,57,1495,,13548,11501,9117,6988,7001,9621,9636,7515,9571,16802
400241,"Chloroprene latex """"chlorobutadiene rubber, CR""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,6,42,68,1,1,11,1,441,,2329,1369,1503,1562,1147,1203,1725,1020,978,1882
400400,"Waste, parings and scrap of soft rubber and powders and granules obtained therefrom",0,0,0,0,0,0,0,0,0,0,,0,0,1031,1870,769,821,1163,1568,1410,1673,,4962,4828,4381,1220,1530,2621,2392,4116,1944,2070
400690,"Rods, bars, tubes, profiles and other forms of unvulcanised rubber, incl. mixed rubber, and ...",0,0,0,0,0,0,0,0,0,0,,2686,1950,1626,1637,2144,2361,2740,2139,2233,1538,,3705,3522,3231,1809,1316,1588,1487,1651,1572,9453
400811,"Plates, sheets and strip of cellular rubber",0,1,0,0,0,0,0,0,0,0,,1929,1246,1495,787,829,812,1250,894,1055,594,,16081,19119,16077,11794,8330,8310,10176,11090,13231,14245
400932,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), reinforced or otherwise ...",9,9,8,184,3,8,3,1,4,0,,2887,4052,3479,2211,1887,2178,3973,4053,2747,3563,,46871,48197,40131,26876,27145,34915,38006,36708,32996,48770
340540,"Scouring pastes and powders and other scouring preparations, whether or not in the form of ...",0,0,0,0,0,0,0,0,0,0,,1173,1167,694,608,524,375,544,452,460,635,,4202,3976,4140,2313,1633,1730,2069,1554,3477,2178
350710,Rennet and concentrates thereof,0,0,0,0,0,0,0,0,0,0,,13,553,85,141,386,12,313,11,27,806,,1384,1455,1708,1750,1759,1870,2997,3306,3348,3900
360690,"Ferro-cerium and other pyrophoric alloys in all forms; metaldehyde, hexamethylenetetramine ...",0,0,0,0,0,0,0,0,0,0,,2881,1652,1691,618,634,528,339,372,190,205,,398,381,243,213,233,328,520,592,537,0
370199,"Photographic plates and film in the flat for monochrome photography, sensitised, unexposed, ...",0,0,0,0,0,0,0,0,0,0,,5268,4793,5749,22032,17282,21862,25724,41165,61356,67657,,1156,1188,1382,1471,1057,2162,1365,2218,2811,1632
370231,"Photographic film """"incl. instant print film"""", in rolls, sensitised, unexposed, without perforations, ...""",0,0,0,0,0,0,0,0,0,0,,313,408,411,2639,176,667,433,201,281,554,,61,93,83,19,45,27,47,61,65,43
370252,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",0,0,0,0,0,0,0,0,0,0,,102,49,92,37,94,3,30,75,68,52,,89,15,45,17,8,52,64,71,39,47
370590,"Photographic plates and film, exposed and developed (excluding products made of paper, paperboard ...",0,0,0,0,0,0,0,0,0,0,,18520,21971,14827,20882,19546,21929,0,0,0,0,,196,110,231,756,224,0,0,0,0,0
380290,"Activated kieselguhr and other activated natural mineral products; animal black, whether or ...",0,0,0,0,0,0,0,9,0,0,,1865,1917,3457,2445,1842,1325,1328,1866,2118,1312,,37530,49577,41915,30556,23953,26320,30154,31852,33490,31610
380862,"Goods of heading 3808, containing alpha-cypermethrin """"ISO"""", bendiocarb """"ISO"""", bifenthrin ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,63,0,2,0,,0,0,0,0,0,19,2255,18340,33018,18199
380899,Rodenticides and other plant protection products put up for retail sale or as preparations ...,0,27,0,0,0,0,0,0,0,0,,14357,17126,21927,16040,14741,14059,18128,21886,21894,19677,,19003,19164,15689,17701,19921,25755,27843,25084,23881,26614
380910,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs and other products ...",0,0,0,0,0,0,0,0,0,0,,15239,6041,6511,3778,2995,4121,3898,6626,599,237,,759,930,803,563,558,575,557,488,396,540
382313,"Tall oil fatty acids, industrial",5,0,0,0,0,0,0,0,0,0,,1783,1373,1561,1317,1882,1676,1740,2966,1951,2663,,15711,19571,19484,15953,15991,15865,16302,14810,13860,11985
382460,Sorbitol (excluding D-glucitol [sorbitol]),0,0,0,0,0,0,0,0,0,0,,286,199,92,5,7,44,27,110,45,44,,7965,4430,7924,8157,6605,6704,6471,7312,6522,7627
382472,"Mixtures containing bromochlorodifluoromethane, bromotrifluoromethane or dibromotetrafluoroethanes",0,0,0,0,0,0,0,0,0,0,,0,4,0,0,0,0,0,0,0,20,,0,0,0,0,0,0,0,0,0,0
382479,"Mixtures containing halogenated derivatives of methane, ethane or propane (excluding those ...",0,0,0,0,0,0,0,0,0,0,,13225,8592,6753,5429,3400,6112,5801,2939,1795,2262,,61,89,558,40,537,1697,762,270,381,44
382481,"Mixtures and preparations containing oxirane """"ethylene oxide""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,89,274,85,59,3,3,254,50,79
382520,Sewage sludge,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
382541,"Waste organic solvents, halogenated",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,296,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
390190,"Polymers of ethylene, in primary forms (excluding polyethylene and ethylene-vinyl acetate  ...",4532,4769,5577,7428,2724,2161,157,0,142,0,,1594304,2079675,3039479,2339474,2516037,2767380,1460500,82270,72863,87673,,151619,234356,251321,231738,217787,163732,138370,121237,112107,123099
390320,"Styrene-acrylonitrile copolymers """"SAN"""", in primary forms""""",0,0,0,0,0,0,0,0,0,0,,1462,1525,1044,1087,1231,1560,1212,1061,1550,2596,,9135,7608,8059,3529,4653,4887,4637,4160,3461,4738
390410,"Poly""""vinyl chloride"""", in primary forms, not mixed with any other substances""""",0,0,0,0,0,0,0,0,0,0,,7969,3792,4041,2005,2638,1227,672,1369,1510,1600,,618857,572632,504526,229504,229817,178475,141945,191569,169389,310280
390421,"Non-plasticised poly""""vinyl chloride"""", in primary forms, mixed with other substances""""",0,0,0,0,0,0,0,0,0,0,,31129,37046,38123,35816,37125,32750,29376,27775,18236,22213,,21191,13790,14245,4176,2779,4527,3146,2972,2114,5915
401120,"New pneumatic tyres, of rubber, of a kind used for buses and lorries (excluding typres with ...",776,0,0,0,0,0,0,0,0,0,,143807,44902,24703,15717,26097,21347,17909,18177,17558,20118,,685127,729721,579732,348150,387078,474978,461550,489792,463458,576537
401150,"New pneumatic tyres, of rubber, of a kind used for bicycles",0,0,0,0,0,0,0,0,0,0,,504,138,285,136,222,340,799,1038,1424,2098,,14504,14961,13775,9130,8824,9476,10004,12609,7885,18646
401163,"Pneumatic tyres, new, of rubber, having a """"herring-bone"""" or similar tread, of a kind used ...""",0,0,0,0,0,0,0,0,0,0,,654,184,92,26,54,16,0,0,0,0,,57632,49339,35662,15230,17984,25,0,0,0,0
401193,"Pneumatic tyres, new, of rubber, of a kind used on construction or industrial handling vehicles ...""",0,0,0,0,0,0,0,0,0,0,,190,101,323,275,235,436,0,0,0,0,,23697,30658,32701,13892,18689,85,0,0,0,0
401199,"Pneumatic tyres, new, of rubber (excluding having a """"herring-bone"""" or similar tread and ...""",0,0,0,0,0,0,0,0,0,0,,168350,92785,54091,42809,32394,38433,0,0,0,0,,60423,76114,76699,79983,77895,1,0,0,0,0
401511,"Surgical gloves, of vulcanised rubber (excluding fingerstalls)",0,0,0,0,0,0,0,0,0,0,,493,900,539,485,1343,493,426,439,10533,5035,,37879,36649,39249,31169,22209,20008,19557,20013,30478,23570
401694,"Boat or dock fenders, whether or not inflatable, of vulcanised rubber (excluding hard rubber ...",0,52,413,55,0,0,0,0,0,0,,18926,11390,12123,6361,6944,7298,7286,7612,7946,8493,,3593,2831,4692,4417,6050,2142,7090,5428,5983,6569
410190,"Butts, bends, bellies and split raw hides and skins of bovine """"incl. buffalo"""" or equine ...""",0,0,0,0,0,0,0,0,0,0,,207,5,1,0,5,46,63,822,55,37,,970,1392,310,215,553,535,394,928,528,530
410210,"Raw skins of sheep or lambs, with wool on, fresh or salted, dried, limed, pickled or otherwise ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,3,0,0,1,0,0,0,,8661,10263,5813,5155,2340,5251,5695,7019,1399,2423
410221,"Raw skins of sheep or lambs, without wool on, pickled, whether or not split",0,0,0,0,0,0,0,0,0,0,,0,2,0,0,0,0,0,0,0,0,,0,0,0,68,0,4,15,0,0,75
410411,"Full grains, unsplit and grain splits, in the wet state """"incl. wet-blue"""", of hides and skins ...""",0,0,0,0,0,0,0,0,0,0,,332,28,146,969,187,197,62,1,0,1,,451,893,471,423,1430,662,3019,2566,3140,988
410441,"Full grains leather, unsplit and grain splits leather, in the dry state """"crust"""", of hides ...""",0,0,0,0,0,0,0,0,0,0,,302,1,0,0,0,712,423,851,95,13,,1,2,5,74,16,36,62,46,3,105
411410,"Chamois leather, incl. combination chamois leather (excluding glac?-tanned leather subsequently ...",0,0,0,0,0,0,0,0,0,0,,3338,2245,1393,213,59,47,28,0,1,13,,343,260,271,150,393,655,813,500,515,870
411510,"Composition leather based on leather or leather fibre, in slabs, sheets or strip, whether or ...",0,0,0,0,0,0,0,0,0,0,,522,804,502,265,258,82,8,108,12,7,,2009,2032,1758,1487,1725,1822,2210,2296,1702,1515
420291,"Travelling-bags, insulated food or beverage bags, toilet bags, rucksacks, shopping-bags, map-cases, ...",0,5,0,0,3,0,0,0,0,0,,13542,44156,54101,39941,48938,65947,72572,76162,57139,62195,,29737,25523,24458,12441,17745,19606,25422,19903,15935,20954
430190,"Heads, tails, paws and other pieces or cuttings of furskins suitable for use in furriery",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,78,0,2,7,0,0,,10,1,0,0,0,5,1,0,0,0
430211,"Tanned or dressed furskins of mink, whole, with or without heads, tails or paws, not assembled",0,0,0,0,0,0,0,0,0,0,,0,0,10,9,1,0,0,1,0,0,,6877,4688,4225,2201,1396,3629,6478,4055,3250,1466
440140,"Sawdust and wood waste and scrap, not agglomerated",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,6,8,1,,0,0,0,0,0,178,190,122,180,165
440311,"Wood in the rough, treated with paint, stains, creosote or other preservatives, coniferous ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,194,135,4,12,,0,0,0,0,0,0,24,0,0,0
440398,"Eucalyptus """"Eucalyptus spp."""" in the rough, whether or not stripped of bark or sapwood, or ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,8,67,7,0,,0,0,0,0,0,0,0,5,0,0
440410,"Hoopwood; split poles; piles, pickets and stakes of wood, pointed but not sawn lengthwise; ...",0,0,0,0,0,0,0,0,0,0,,12,5,143,18,11,24,6,5,2,4,,144,100,16,8,0,2,85,59,2,11
440611,"Railway or tramway sleepers """"cross-ties"""" of wood, not impregnated, coniferous""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,19,0,0,0,,0,0,0,0,0,0,99,0,4,0
440712,"Fir """"Abies spp."""" and spruce """"Picea spp."""" sawn or chipped lengthwise, sliced or peeled, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,22,0,0,0,,0,0,0,0,2,1050,1544,974,924,118
440810,"Sheets for veneering, incl. those obtained by slicing laminated wood, for coniferous plywood ...",0,0,0,0,0,0,0,0,0,0,,1199,820,2442,872,1184,1216,979,590,441,571,,3151,3477,2760,1890,1892,1587,1678,1558,880,858
440831,"Sheets for veneering, incl. those obtained by slicing laminated wood, for plywood or for other ...",0,0,0,0,0,0,0,0,0,0,,47,109,217,28,193,967,880,649,645,258,,1,43,0,0,41,1,0,0,0,0
440922,"Tropical wood, incl. strips and friezes for parquet flooring, not assembled, continuously ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,697,1936,1984,2539,,0,0,0,0,0,1345,1756,1721,2938,2687
441019,"Waferboard and similar board, of wood, whether or not agglomerated with resins or other organic ...",0,0,0,0,0,0,0,0,0,0,,184,288,169,80,85,156,381,482,170,74,,301,502,971,719,101,129,49,13,517,62
441114,"Medium density fibreboard """"MDF"""" of wood, of a thickness >?9?mm""""",0,0,0,0,0,0,0,0,0,0,,2381,1857,1492,1821,1434,229,286,204,117,170,,108738,121586,134065,73079,58335,60979,67939,70151,73553,111967
441912,Chopsticks of bamboo,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,23,31,23,23,,0,0,0,0,0,3340,3166,4435,3622,5617
441990,"Tableware and kitchenware, of wood (excl. of bamboo or tropical wood, and interior fittings, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,358,211,214,251,,0,0,0,0,1,4968,5626,6145,7564,12464
442090,"Wood marquetry and inlaid wood; caskets and cases for jewellery or cutlery, and similar articles, ...",3,5,1,2,0,0,0,0,0,0,,6084,3122,3455,2599,3325,3953,3904,3862,2449,1667,,12623,11588,12899,10758,4519,6037,7084,7803,7237,9724
442191,"Articles of bamboo, n.e.s.",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,155,287,183,324,,0,0,0,0,0,4796,5804,7028,7021,9549
460192,"Plaits and similar products, of bamboo plaiting materials, whether or not assembled into strips; ...",0,0,0,0,0,0,0,0,0,0,,92,89,161,120,47,41,67,9,32,10,,6660,6103,18774,3716,2511,2638,2358,1996,715,517
470319,"Unbleached non-coniferous chemical wood pulp, soda or sulphate (excluding dissolving grades)",0,0,0,0,0,0,0,0,0,0,,0,0,9,0,0,0,0,0,0,0,,44,47,57,95,61,71,55,44,82,223
470321,"Semi-bleached or bleached coniferous chemical wood pulp, soda or sulphate (excluding dissolving ...",0,0,0,0,0,0,0,0,0,0,,60691,240621,302971,264868,399880,329245,782682,536119,109422,62412,,58488,81071,99412,81936,89603,91153,100708,126297,113775,165056
470620,"Pulps of fibres derived from recovered """"waste and scrap"""" paper or paperboard""""",0,0,0,0,0,0,0,0,0,0,,94,77,893,17,19,39,85,21,3,759,,22744,22441,11063,4891,4805,7889,4660,2830,2926,957
470710,"Recovered """"waste and scrap"""" paper or paperboard of unbleached kraft paper, corrugated paper ...""",0,0,0,0,0,0,0,0,0,0,,66016,63476,63805,47136,49826,55262,60373,30007,45184,87226,,366,807,1423,2750,1317,2800,1399,3463,5716,8161
480220,"Paper and paperboard of a kind used as a base for photosensitive, heat-sensitive or electrosensitive ...",0,0,0,0,0,0,0,0,0,0,,953,1086,4652,5429,2539,1150,637,501,326,134,,431,370,229,214,268,304,4,8,6,23
480240,"Wallpaper base, uncoated",0,0,0,0,0,0,0,0,0,0,,154,82,72,85,25,101,2,15,10,14,,4474,7581,10597,5831,10319,11595,7579,6382,6526,5512
480254,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",0,0,0,0,0,0,0,0,0,0,,2402,2393,1957,2161,2088,2228,2145,1248,1499,2081,,5572,3909,3584,4919,5611,5643,7602,10221,8339,10101
480419,"Kraftliner, uncoated, in rolls of a width > 36 cm (excluding unbleached and goods of heading ...",0,0,0,0,0,0,0,0,0,0,,456,261,703,560,325,161,157,133,224,385,,787,521,53,24,151,13,0,336,88,557
480451,"Unbleached kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or ...",0,0,0,0,0,0,0,0,0,0,,1492,977,337,105,281,348,532,856,1555,1803,,2497,2513,2978,1690,2511,2209,2342,2302,2508,2805
480700,"Composite paper and paperboard made by sticking flat layers of paper or paperboard together ...""",0,0,0,0,0,0,0,0,0,0,,3735,3229,3615,2799,3019,2265,2648,1487,1756,2058,,22217,25943,23876,12834,10658,7539,8128,8096,7317,9763
480840,"Kraft paper, creped or crinkled, whether or not embossed or perforated, in rolls of a width ...",0,0,0,0,0,0,0,0,0,0,,392,457,472,460,384,516,165,176,107,246,,2583,2754,1690,1717,1919,1915,1847,1838,2197,2399
480990,"Transfer papers, incl. coated or impregnated paper for duplicator stencils or offset plates, ...",0,0,0,0,0,0,0,0,0,0,,4391,2746,1822,1293,453,1041,322,263,241,276,,719,1021,1430,1269,1737,1582,1952,2180,1703,3063
481014,"Paper and paperboard used for writing, printing or other graphic purposes, not containing fibres ...",0,0,0,0,0,0,0,0,0,0,,3517,2613,2647,1888,1310,1555,1065,609,331,243,,2123,2535,1799,1331,1606,1248,1751,1993,1563,1412
481092,"Multi-ply paper and paperboard, coated on one or both sides with kaolin or other inorganic ...",0,0,0,0,0,0,0,0,0,0,,1404,608,1049,2015,9754,10867,5118,6517,10474,4462,,406418,441366,424265,341778,350787,341207,382248,372955,401369,478428
481160,"Paper and paperboard, coated, impregnated or covered with wax, paraffin wax, stearin, oil or ...",0,0,0,0,0,0,0,0,0,0,,2094,1704,1873,1815,1507,1524,1536,884,1162,1127,,5928,6176,4849,2025,1967,2366,2727,2067,2093,3248
481690,"Copying or transfer papers, in rolls of a width of <= 36 cm or in rectangular or square sheets ...",0,0,0,0,0,0,0,0,0,0,,10850,8582,7053,9898,11813,7266,7937,8890,4548,4766,,2077,2020,1725,1383,1267,1464,1305,1423,882,1213
481890,"Paper, cellulose wadding or webs of cellulose fibres, of a kind used for household or sanitary ...",0,0,0,0,0,0,0,0,0,0,,45009,36843,20254,2310,3047,1132,1614,1734,10579,2418,,19877,17397,13940,10213,11193,16759,18331,22393,28904,30264
481930,"Sacks and bags, of paper, paperboard, cellulose wadding or webs of cellulose fibres, having ...",0,0,0,0,0,0,0,0,0,0,,955,1294,1498,1469,1797,1253,1343,1525,1770,1680,,39698,46176,40337,25274,15665,19137,23813,25420,14132,15182
482210,"Bobbins, spools, cops and similar supports of paper pulp, paper or paperboard, whether or not ...",0,0,0,0,0,0,0,0,0,0,,86,114,337,109,112,66,53,26,13,28,,1577,1677,1722,1652,2410,1919,1289,984,531,997
482320,"Filter paper and paperboard, in strips or rolls of a width <= 36 cm, in rectangular or square ...",0,0,0,0,0,0,0,0,5,0,,5079,4278,4897,3278,3224,10145,17933,19788,13744,14539,,44105,46996,48083,41837,40339,45302,46851,40636,41642,47430
482340,"Rolls, sheets and dials, printed for self-recording apparatus, in rolls of a width <= 36 cm, ...",0,0,0,0,0,0,0,0,0,0,,2325,2819,1684,1785,1168,917,2586,2775,4350,4816,,1224,1535,1446,959,702,757,730,515,525,633
490400,"Music, printed or in manuscript, whether or not bound or illustrated",0,0,0,0,0,0,0,0,0,0,,285,188,169,162,185,115,134,122,120,70,,172,141,84,18,35,36,67,56,93,135
490591,"Maps and hydrographic or similar charts of all kinds, incl. atlases and topographical plans, ...",0,0,0,0,0,0,0,0,0,0,,630,175,153,195,148,389,461,282,262,293,,234,251,343,48,21,12,21,3,2,7
500300,"Silk waste, incl. cocoons unsuitable for reeling, yarn waste and garnetted stock",0,0,0,0,0,0,0,0,0,0,,70,52,0,0,0,0,0,0,0,0,,0,1,0,0,0,7,1,1,0,0
510111,"Greasy shorn wool, incl. fleece-washed wool, neither carded nor combed",0,0,0,0,0,0,0,0,0,0,,0,0,44,0,0,0,0,0,0,0,,991,621,628,288,693,117,392,253,3,32
510211,"Hair of Kashmir """"cashmere"""" goats, neither carded nor combed""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,4,,0,0,0,0,0,0,0,0,0,0
