Product code,Product label,Singapore's imports from Australia-Value in 2012,Singapore's imports from Australia-Value in 2013,Singapore's imports from Australia-Value in 2014,Singapore's imports from Australia-Value in 2015,Singapore's imports from Australia-Value in 2016,Singapore's imports from Australia-Value in 2017,Singapore's imports from Australia-Value in 2018,Singapore's imports from Australia-Value in 2019,Singapore's imports from Australia-Value in 2020,Singapore's imports from Australia-Value in 2021,Australia's exports to world- ,Australia's exports to world-Value in 2012,Australia's exports to world-Value in 2013,Australia's exports to world-Value in 2014,Australia's exports to world-Value in 2015,Australia's exports to world-Value in 2016,Australia's exports to world-Value in 2017,Australia's exports to world-Value in 2018,Australia's exports to world-Value in 2019,Australia's exports to world-Value in 2020,Australia's exports to world-Value in 2021,Singapore's imports from world- ,Singapore's imports from world-Value in 2012,Singapore's imports from world-Value in 2013,Singapore's imports from world-Value in 2014,Singapore's imports from world-Value in 2015,Singapore's imports from world-Value in 2016,Singapore's imports from world-Value in 2017,Singapore's imports from world-Value in 2018,Singapore's imports from world-Value in 2019,Singapore's imports from world-Value in 2020,Singapore's imports from world-Value in 2021
382313,"Tall oil fatty acids, industrial",0,0,0,0,0,0,0,0,0,0,,275,797,95,254,139,181,166,26,45,64,,12859,4709,5127,6690,6526,4957,5969,4466,4105,7950
382460,Sorbitol (excluding D-glucitol [sorbitol]),19,3,0,0,0,0,0,0,0,0,,3,4,0,62,0,20,24,122,4,22,,266,145,141,205,228,378,489,295,477,329
382472,"Mixtures containing bromochlorodifluoromethane, bromotrifluoromethane or dibromotetrafluoroethanes",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
390930,"Amino-resins, in primary forms (excluding urea resins, thiourea resins and melamine resins)",0,56,31,12,3,1,0,0,0,0,,570,489,100,101,122,0,0,0,0,0,,26350,27324,26293,21844,15096,29351,0,0,0,0
390791,"Unsaturated polyallyl esters and other polyesters, in primary forms (excluding polycarbonates, ...""",220,290,2,17,21,2,4,5,1,0,,4010,6679,9443,1254,379,480,2965,3687,3434,11020,,14102,16294,14985,10059,13748,13213,11753,6951,8418,8969
390320,"Styrene-acrylonitrile copolymers """"SAN"""", in primary forms""""",0,0,1,0,0,0,0,0,0,0,,272,7,28,45,27,236,260,23,0,0,,6296,7569,7317,6294,5323,5705,5078,3571,2706,5331
390410,"Poly""""vinyl chloride"""", in primary forms, not mixed with any other substances""""",0,1,3,20,1,10,3,0,0,0,,800,1839,977,736,396,565,300,441,447,417,,48330,43271,37367,31600,32992,43909,29561,28675,37240,56066
390421,"Non-plasticised poly""""vinyl chloride"""", in primary forms, mixed with other substances""""",10,0,0,2,1,0,0,0,0,0,,47,2,307,30,10,2,157,101,74,421,,8934,2296,2765,1853,3649,4839,10608,9576,1042,3409
380862,"Goods of heading 3808, containing alpha-cypermethrin """"ISO"""", bendiocarb """"ISO"""", bifenthrin ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,267,270,305,421,147,,0,0,0,0,0,0,59,55,0,24
380993,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs, and other products ...",14,2,4,1,0,2,0,0,0,0,,30,36,35,13,22,119,108,681,1820,1305,,13905,15933,19248,17865,17551,17859,18145,12378,9403,6982
370590,"Photographic plates and film, exposed and developed (excluding products made of paper, paperboard ...",8,1,25,4,1,0,0,0,0,0,,2,14,29,1,23,0,0,0,0,0,,142273,127661,123915,118397,123034,117555,0,0,0,0
370231,"Photographic film """"incl. instant print film"""", in rolls, sensitised, unexposed, without perforations, ...""",34,4,0,0,0,2,0,0,0,0,,24,3,0,0,122,0,0,0,26,30,,830,759,253,181,266,120,5065,4873,44,5088
340540,"Scouring pastes and powders and other scouring preparations, whether or not in the form of ...",7,16,70,7,0,0,0,0,2,0,,81,170,84,69,165,44,131,89,26,107,,1720,6277,1818,907,2597,1678,1950,773,1890,3486
350710,Rennet and concentrates thereof,0,0,0,0,0,1,0,0,0,0,,814,810,123,3,0,77,8,7,27,70,,170,13,117,183,57,25,256,21,39,43
360690,"Ferro-cerium and other pyrophoric alloys in all forms; metaldehyde, hexamethylenetetramine ...",1,0,539,0,1,1,2,0,0,0,,1366,1364,1300,761,216,135,17,248,152,33,,1731,1420,2911,1829,1698,1789,1719,1530,546,544
71151,"Mushrooms of the genus """"Agaricus"""", provisionally preserved, e.g., by sulphur dioxide gas, ...""",0,0,0,0,0,0,0,0,0,0,,12,12,64,1,26,26,13,28,0,0,,21,0,0,0,0,0,51,140,716,49
50790,"Tortoiseshell, whalebone and whalebone hair, horns, antlers, hooves, nails, claws and beaks, ...",0,0,0,0,0,0,0,0,0,0,,1421,1318,176,685,377,809,904,801,644,285,,20,22,0,0,0,448,0,0,0,0
60312,"Fresh cut carnations and buds, of a kind suitable for bouquets or for ornamental purposes",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,303,338,355,321,343,316,350,361,260,317
71334,"Dried, shelled bambara beans """"Vigna subterranea or Voandzeia subterranea"""", whether or not ...""",0,0,0,0,0,0,0,0,0,0,,127,0,0,0,0,0,0,0,0,0,,0,0,0,6,2,0,26,1,0,0
100119,Durum wheat (excluding seed for sowing),0,4,0,0,0,0,0,0,1,0,,89403,85156,85103,49695,60865,113614,48936,39,1929,148724,,13,15,2,19,18,4,6,9,18,29
100640,Broken rice,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,7924,8076,7068,6650,6519,5728,5973,5622,5300,6594
110819,"Starch (excluding wheat, maize, potato and manioc)",0,0,0,0,0,0,0,1,1,0,,124,47,136,103,46,57,75,22,32,55,,2325,2275,2135,1997,2075,2055,1907,2117,1727,1612
120510,"Low erucic acid rape or colza seeds """"yielding a fixed oil which has an erucic acid content ...""",0,0,0,0,0,0,0,0,0,0,,1527093,2196830,1285502,1131116,886146,1277786,927314,669779,786927,2157781,,0,0,1,0,0,0,0,0,0,0
81030,"Fresh black-, white- or redcurrants and gooseberries",1,2,5,2,0,19,3,34,0,0,,0,8,0,0,0,0,49,7,0,2,,293,359,348,346,424,456,499,522,537,622
81210,"Cherries, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water ...",0,1,0,0,0,0,0,0,0,0,,32,4,21,66,65,1774,2529,220,45,27,,3,2,0,0,24,0,0,0,0,0
90812,"Nutmeg, crushed or ground",0,5,0,0,0,1,0,0,0,0,,211,208,114,132,154,168,125,124,132,169,,712,78,76,59,54,66,40,57,174,224
90821,"Mace, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,9,38,0,0,0,0,0,0,0,0,,1230,423,1780,2676,2167,225,58,46,57,133
90931,"Cumin seeds, neither crushed nor ground",0,0,0,0,0,1,0,5,2,0,,26,28,31,65,26,40,46,37,84,31,,2168,3735,3755,3440,2212,2608,2593,1170,1630,1312
30242,"Fresh or chilled anchovies """"Engraulis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,0,0,0,6,,44,26,52,18,35,22,24,52,53,27
30299,"Fresh or chilled fish fins, heads, tails, maws and other edible fish offal (excl. livers, roes, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,55,42,0,0,0,,0,0,0,0,0,0,0,0,0,0
30326,"Frozen eels """"Anguilla spp.""""""""",0,0,0,0,0,0,0,0,0,0,,360,212,0,0,0,0,0,0,0,23,,0,0,0,0,0,0,0,0,0,0
30344,"Frozen bigeye tunas """"Thunnus obesus""""""""",26,0,0,0,0,0,0,0,0,0,,4,307,9,2,3,8,0,0,0,0,,2116,1084,356,4731,223,2482,1246,2269,1610,633
30359,"Frozen anchovies """"Engraulis spp."""", Indian mackerels """"Rastrelliger spp."""", seerfishes """"Scomberomorus ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,38,246,507,256,592,,0,0,0,0,0,0,1708,3545,4520,3270
30367,"Frozen Alaska pollack """"Theragra chalcogramma""""""""",0,0,0,0,0,0,0,0,0,0,,86,0,2,0,3,0,4,11,7,10,,156,507,447,469,241,38,24,91,215,86
30384,"Frozen sea bass """"Dicentrarchus spp.""""""""",0,4,0,0,0,0,5,0,45,0,,0,0,14,0,0,0,0,0,0,0,,774,1874,762,1516,2077,2089,1076,1098,1232,1425
30390,Frozen fish livers and roes,1,0,0,0,2,8,0,0,0,0,,3751,6320,7602,5552,3908,0,0,0,0,0,,4691,4785,4404,4632,4840,6216,0,0,0,0
21012,"Bellies """"streaky"""" and cuts thereof of swine, salted, in brine, dried or smoked""""",0,0,0,0,0,0,0,0,0,0,,1640,638,367,145,157,189,98,156,92,229,,0,0,0,0,0,0,0,0,1,8
10130,Live asses,0,0,0,0,0,0,0,0,0,0,,0,9,1,0,14,0,53,0,0,6,,0,0,0,0,2,16,0,0,0,0
10511,"Live fowls of the species Gallus domesticus, weighing <= 185 g (excluding turkeys and guinea ...",0,0,0,0,0,0,0,0,0,0,,4464,1236,308,537,1528,8321,5285,7753,1041,4256,,836,623,762,729,707,0,0,0,0,0
40719,Fertilised birds' eggs for incubation (excluding of domestic fowls),0,0,0,0,0,0,0,0,0,0,,0,0,1431,995,1158,991,1323,1141,657,622,,0,0,0,0,0,0,0,0,0,0
30719,"Oysters, smoked, frozen, dried, salted or in brine",9,0,0,0,0,0,3,2,0,0,,4073,2746,1251,309,139,58,16,9,0,0,,3519,4619,3909,2298,2078,2073,1651,2165,2405,2285
30811,"Live, fresh or chilled, sea cucumbers """"Stichopus japonicus, Holothurioidea""""""""",0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,30,14,2,,326,399,187,245,217,352,481,581,260,258
30462,"Frozen fillets of catfish """"Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.""""""""",0,2,0,0,33,0,0,0,0,0,,418,51,4,74,82,202,210,136,103,33,,31652,33899,36269,31658,30753,31377,40195,34537,26364,24836
30551,"Dried cod """"Gadus morhua, Gadus ogac, Gadus macrocephalus"""", even salted, not smoked (excluding ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,,85,97,84,47,12,9,39,40,5,101
30194,"Live Atlantic and Pacific bluefin tuna (Thunnus thynnus, Thunnus orientalis)",0,0,0,0,0,0,0,0,0,0,,356,285,478,824,1564,2493,2691,3427,2555,1375,,0,0,0,1,0,0,0,0,0,0
30232,"Fresh or chilled yellowfin tunas """"Thunnus albacares""""""""",0,0,0,0,0,5,35,3,0,0,,2375,2444,4226,8025,8416,6855,4497,11355,5882,4779,,97,87,188,53,49,181,266,141,201,335
30625,"Norway lobsters """"Nephrops norvegicus"""", even smoked, whether in shell or not, live, fresh, ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0
284011,"Anhydrous disodium tetraborate """"refined borax""""""""",0,0,0,1,0,0,0,0,0,0,,326,627,753,25,97,83,115,58,206,266,,5,7,14,19,13,17,13,49,34,28
284190,"Salts of oxometallic or peroxometallic acids (excluding chromates, dichromates, peroxochromates, ...""",3,0,0,0,0,0,0,0,0,0,,7,36,28,12,162,178,64,56,71,107,,988,371,339,355,278,4087,2433,2043,5801,8544
284430,"Uranium depleted in U 235 and its compounds; thorium and its compounds; alloys, dispersions, ...",0,0,0,0,0,0,0,0,0,0,,19,40,98,54,63,75,59,61,328,441,,294,253,342,259,283,334,200,322,8,0
284510,"Heavy water """"deuterium oxide"""" [Euratom]""""",0,0,0,0,0,0,0,0,0,0,,2,2,2,3,3,5,2,2,3,476,,86,113,33,11,5927,43,89,3060,62,34
284610,Cerium compounds,0,0,0,0,0,0,0,0,0,0,,11,7,5,1,24,13,9,3,1,48,,7279,240,579,2463,1869,2665,750,721,4878,6043
284990,"Carbides, whether or not chemically defined (excluding of calcium or silicon, and inorganic ...",3,2,0,0,0,0,0,0,0,0,,303,35,59,25,61,29,10,49,206,0,,530,484,1653,1163,860,1192,1620,972,609,575
285210,"Compounds, inorganic or organic, of mercury, chemically defined (excluding amalgams)",0,0,0,0,0,0,0,0,0,0,,527,33,8,0,0,114,35,18,11,0,,15,338,9,288,714,356,155,151,1068,155
285310,"Cyanogen chloride """"chlorcyan""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
290219,"Cyclanes, cyclenes and cycloterpenes (excluding cyclohexane)",0,0,3,0,0,0,2,0,95,0,,200,155,242,186,198,281,46,48,57,73,,5636,5205,6703,6801,6147,6333,7561,6634,6924,13796
290313,"Chloroform """"trichloromethane""""""""",0,0,0,0,0,0,0,0,0,0,,11,10,36,3,14,13,8,10,13,9,,115,181,84,154,152,131,84,113,95,292
290331,"Ethylene dibromide """"ISO"""" """"1,2-dibromoethane""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,0,0,0,0,0,0
290371,Chlorodifluoromethane,0,0,0,0,0,0,0,0,0,0,,56,38,16,0,0,0,6,3,0,0,,7555,3474,4970,3216,5114,6812,5802,4389,2837,3733
290378,"Perhalogenated derivatives of acyclic hydrocarbons containing two or more different halogens, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,15,0,0,0,0,0,0,1675,2471
290399,"Halogenated derivatives of aromatic hydrocarbons (excluding chlorobenzene, o-dichlorobenzene, ...""",0,0,0,0,0,0,0,0,0,0,,30,7,2,71,98,1,21,61,13,5,,7860,6119,6242,4958,3820,3558,4342,5001,3632,4542
290490,"Sulphonated, nitrated or nitrosated derivatives of hydrocarbons, whether or not halogenated ...",0,0,0,0,0,0,0,0,0,0,,13,9,7,23,6,0,0,0,0,0,,599,189,240,144,205,269,0,0,0,0
290712,Cresols and their salts,1,0,0,0,0,0,2,0,0,0,,10,23,3,0,5,0,2,0,0,0,,372,481,438,406,819,458,701,454,1442,1022
290722,"Hydroquinone """"quinol"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,27,21,5,13,0,0,4,22,3,4,,1560,1369,1748,1827,1516,1343,1348,1877,1774,2391
290949,"Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives (excluding ...""",174,458,1295,1148,396,0,0,0,18,0,,4942,3203,3092,3407,3246,2685,2617,1337,470,390,,35631,37141,41302,28054,18579,19670,33146,32682,28557,32255
291100,"Acetals and hemiacetals, whether or not with other oxygen function, and their halogenated, ...",0,0,0,0,0,0,0,0,0,0,,0,0,3,14,33,0,6,5,71,162,,1090,1250,2732,3077,1869,1697,1970,2208,2404,2689
291260,Paraformaldehyde,0,0,2,0,0,1,0,1,0,0,,39,24,3,0,0,2,25,3,5,21,,178,192,666,502,646,924,876,711,587,1112
291529,Salts of acetic acid (excluding inorganic or organic compounds of mercury),0,3,7,7,0,0,0,9,0,0,,61,260,711,49,113,74,122,104,118,123,,3650,5057,2543,2458,1872,2525,2811,2711,2680,2943
291619,"Unsaturated acyclic monocarboxylic acids, their anhydrides, halides, peroxides, peroxyacids ...",0,0,0,0,4,0,0,0,0,0,,21,37,3830,67,769,2043,9757,105,425,614,,2748,1662,2094,2240,2080,2273,2538,4125,4375,6173
291737,Dimethyl terephthalate,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,768,15,443,583,0,16,0,0,0,0
261100,Tungsten ores and concentrates,0,0,0,0,0,0,0,0,0,0,,3807,13723,12398,9205,1621,0,152,566,608,2974,,41,233,317,210,5,109,676,4960,3422,773
261210,Uranium ores and concentrates,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,0,0,0,0,0,0
262099,"Slag, ash and residues, containing metals or metal compounds (excluding those from the manufacture ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,9,0,,0,4,5,0,242,0,0,0,0,0
270400,"Coke and semi-coke of coal, of lignite or of peat, whether or not agglomerated; retort carbon",0,0,0,0,0,0,0,1,1,0,,304233,192383,214549,78553,0,0,0,1,1,0,,43,55,0,0,44,0,960,1383,656,2087
271410,Bituminous or oil-shale and tar sands,0,0,0,0,0,0,0,0,0,0,,505,615,0,46,30,35,2,0,21,0,,48,51,144,83,174,97,247,44,55,19
271500,"Bituminous mastics, cut-backs and other bituminous mixtures based on natural asphalt, on natural ...",14,5,15,13,0,1,10,4,0,0,,1269,646,753,495,280,410,6748,551,277,349,,6529,7436,5750,5045,4196,3015,6013,3750,1679,2590
271600,Electrical energy,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,33,14,9,4,9,0,0,0,0,0
280469,"Silicon containing < 99,99% by weight of silicon",0,3,58,0,0,0,2,0,0,0,,90500,117337,124153,123558,93528,93519,102678,93368,84353,100336,,7378,3052,3627,3057,4126,2971,1142,802,1018,3719
280540,Mercury,0,0,0,0,0,0,0,0,0,0,,61,276,443,20,18,1,12,5,33,316,,55655,18874,7672,3549,2280,914,2,36,0,0
280610,"Hydrogen chloride """"hydrochloric acid""""""""",0,9,0,0,0,0,0,0,0,0,,1863,3697,3732,6235,6992,6059,6022,5192,2590,1884,,10882,11149,10583,9670,9771,10174,7519,7297,7599,11163
281910,Chromium trioxide,0,0,0,0,0,0,0,0,0,0,,159,7,6,14,13,22,179,0,396,39,,1251,1426,1800,1075,1074,1013,822,680,277,511
282550,Copper oxides and hydroxides,0,0,0,3,0,1,0,0,0,0,,49718,56453,52932,39067,35703,45380,51661,43025,38382,72620,,23184,19104,19273,16996,8598,8757,9877,10595,8931,12538
282570,Molybdenum oxides and hydroxides,0,0,0,0,0,0,0,0,0,0,,4,4,1,1,3,0,0,0,0,0,,53,8762,11316,111,10804,11438,8000,27863,7919,16906
282732,Aluminium chloride,0,0,0,0,0,0,0,6,0,0,,317,120,108,115,496,622,1026,1147,724,839,,3918,3092,2349,2769,3384,3616,3167,2844,2895,2564
282741,Chloride oxides and chloride hydroxides of copper,0,0,0,0,0,0,0,0,0,0,,159,0,35,199,0,4,0,0,0,0,,1860,762,593,403,781,359,512,360,9965,17043
282760,Iodides and iodide oxides (excluding inorganic or organic compounds of mercury),16,0,0,4,3,10,2,21,1,0,,862,199,285,344,233,406,880,179,129,274,,1077,861,1966,518,546,1278,1283,1381,2340,2700
283311,Disodium sulphate,3,0,0,0,0,0,0,0,0,0,,11,5,4,33,14,24,14,16,36,224,,277,127,340,38,1014,99,318,2383,825,1082
252220,Slaked lime,0,0,0,0,0,0,0,0,0,0,,106,230,181,207,85,228,144,86,266,38,,4992,5274,6181,5289,5735,8373,11107,12928,9542,15131
252230,Hydraulic lime (excluding pure calcium oxide and calcium hydroxide),0,0,0,0,0,0,0,0,0,0,,182,227,314,260,294,434,291,75,5,6,,210,46,396,418,258,148,451,612,895,466
252390,"Cement, whether or not coloured (excluding portland cement and aluminous cement)",30,1,1,5,4,11,8,51,0,0,,877,244,524,242,418,481,1168,1266,446,393,,1086,1636,2647,1378,996,1662,1007,933,365,474
252530,Mica waste,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,8,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
252800,"Borates, natural, and concentrates thereof, whether or not calcined, and natural boric acids ...",0,0,0,0,0,0,0,0,0,0,,4,1,903,25,12,0,29,4,3,11,,53,24,0,0,0,13,0,0,0,0
260111,Non-agglomerated iron ores and concentrates (excluding roasted iron pyrites),0,0,0,0,1,13,0,0,0,0,,59192644,68522713,69260622,36622883,39226993,49108087,46529095,65588606,78020629,115981729,,321,447,51,147,110,858,800,26,9,10
230320,"Beet-pulp, bagasse and other waste of sugar manufacture",0,0,11,0,1,0,0,0,0,0,,35,180,15,0,0,0,19,0,0,28,,6,266,914,872,322,0,0,35,0,1
230610,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,3,0,0,0,0,0,,14533,14151,11764,1137,1958,3558,1719,3,17,177,,3,0,0,3,4,0,0,0,0,0
230660,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,130,57,409,2500,625,66,188,12,10,1363
240210,"Cigars, cheroots and cigarillos containing tobacco",0,1,1,0,0,0,0,46,116,0,,1126,939,629,832,1320,1939,849,2641,930,571,,7664,8392,9229,7933,8496,9860,10080,14995,12050,12801
240311,Water-pipe tobacco (excluding tobacco-free. See subheading note 1.),1,0,0,0,0,0,0,0,0,0,,277,132,162,260,237,258,323,369,818,0,,270,334,318,188,14,0,0,0,58,8
121120,"Ginseng roots, fresh or dried, whether or not cut, crushed or powdered",0,0,0,0,0,0,0,0,0,0,,11,2,0,0,3,0,90,13,4,16,,11431,14786,16170,13996,10859,11660,8064,9113,4301,5189
121130,"Coca leaf, fresh or dried, whether or not cut, crushed or powdered",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
160220,Preparations of liver of any animal (excluding sausages and similar products and finely homogenised ...,2,0,0,0,0,0,0,0,0,0,,47,49,69,48,44,101,105,64,50,22,,195,81,93,67,48,50,62,201,222,189
160417,"Prepared or preserved eels, whole or in pieces (excluding minced)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,146,0,,10787,5826,6889,6317,7566,5689,7584,7667,7116,9341
160540,"Crustaceans, prepared or preserved (excluding smoked, crabs, shrimps, prawns and lobster)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,14,0,3,,151,108,186,305,92,186,85,215,807,529
160559,"Molluscs, prepared or preserved (excluding smoked, oysters, scallops, mussels, cuttle fish, ...",0,0,0,0,0,0,0,44,0,0,,3,0,1,0,39,4,1,0,1,41,,1819,2845,2764,2266,2677,2488,2222,2792,1185,2085
150110,"Lard, rendered or otherwise extracted (excluding lard stearin and lard oil)",0,0,0,0,0,0,0,0,0,0,,0,0,9,6,0,0,8,0,0,0,,0,31,0,0,0,0,0,0,0,0
150120,"Pig fat, rendered or otherwise extracted (excluding lard)",0,0,0,0,0,0,0,0,0,0,,0,360,70,0,0,0,0,9,0,0,,0,0,0,0,0,0,0,13,0,0
151110,Crude palm oil,0,0,0,0,0,0,0,0,0,0,,0,0,18,0,0,0,0,0,0,4,,548182,171524,57456,25662,43044,55280,55447,80756,11383,4347
151411,"Low erucic acid rape or colza oil """"fixed oil which has an erucic acid content of < 2%"""", ...""",0,0,0,0,0,0,0,0,0,0,,91380,97009,78774,63316,47933,70261,43576,68166,91997,119948,,0,0,0,0,0,254,199,170,228,226
151529,"Maize oil and fractions thereof, whether or not refined, but not chemically modified (excluding ...",113,0,0,0,185,0,0,0,0,0,,2484,1686,788,855,1397,65,5,87,0,24,,11330,11523,9443,6348,5936,7113,5842,4756,3566,4389
701120,"Glass envelopes, incl. bulbs and tubes, open, and glass parts thereof, without fittings, for ...",0,0,0,0,0,0,0,0,0,0,,3,1,3,0,8,3,0,2,95,150,,233,0,31,72,44,8,0,0,33,154
701510,"Glasses for corrective spectacles, curved, bent, hollowed or the like, but not optically worked ...",5,14,1,0,0,0,28,0,0,0,,250,132,125,157,40,43,76,36,76,26,,2336,2182,805,1256,894,2669,1997,524,366,367
701912,Rovings of glass fibres,0,0,21,0,0,0,0,0,0,0,,2,30,59,29,2,14,50,45,15,535,,4350,3253,2041,2352,1329,700,814,1267,669,429
710590,Dust and powder of natural or synthetic precious or semi-precious stones (excluding dust and ...,0,0,0,0,0,1,0,0,0,0,,10,0,6,27,4,2,8,31,7,10,,137,1010,121,375,504,43,80,152,88,40
710900,"Base metals or silver, clad with gold, not further worked than semi-manufactured",0,0,0,2,0,0,0,0,0,0,,559,14,5,32,123,0,2,36,29,52,,4408,2671,190,103,148,611,6380,5668,111,204
680300,"Worked slate and articles of slate or of agglomerated slate (excluding slate granules, chippings ...",0,0,1,0,0,0,0,0,0,0,,0,189,271,34,89,18,4,42,94,14,,792,635,1154,151,163,122,163,149,84,217
680423,"Millstones, grindstones, grinding wheels and the like, without frameworks, for sharpening, ...",34,0,10,178,190,2,0,1,0,0,,311,357,222,90,70,118,101,455,117,281,,11854,11537,10940,11887,8283,9884,6291,4287,3239,5166
680790,"Articles of asphalt or of similar materials, e.g. petroleum bitumen or coal tar pitch (excluding ...",0,0,0,4,0,0,0,0,0,0,,30,43,0,48,174,22,120,121,0,110,,2197,1288,1487,1365,534,535,517,417,227,241
681181,"Corrugated sheets of cellulose fibre-cement or the like, not containing asbestos",0,0,0,0,4,0,0,0,0,0,,4,74,41,5,150,96,65,14,177,97,,509,111,259,79,36,94,289,459,271,537
681490,"Worked mica and articles of mica (excluding electrical insulators, insulating fittings, resistors ...",0,4,0,0,0,1,0,0,1,0,,9,2,22,6,0,44,15,4,10,16,,1111,1175,1631,764,747,549,715,719,533,724
690722,"Ceramic flags and paving, hearth or wall tiles, of a water absorption coefficient by weight ...",0,0,0,0,0,0,0,6,3,0,,0,0,0,0,0,1826,1773,1303,160,190,,0,0,0,0,0,0,1835,2433,1774,3306
700330,"Profiles of glass, whether or not having an absorbent, reflecting or non-reflecting layer, ...",0,0,0,0,0,0,0,1,0,0,,2,0,180,165,3,19,0,2,22,0,,79,327,171,32,39,80,91,37,85,27
700420,"Sheets of glass, drawn or blown, coloured throughout the mass """"body tinted"""" opacified, flashed ...""",0,0,0,0,0,0,0,0,0,0,,0,13,431,87,36,98,162,44,9,3,,122,15,21,10,10,76,3,19,33,79
720450,Remelting scrap ingots of iron or steel (excluding products whose chemical composition conforms ...,0,7,0,203,0,0,0,0,0,0,,2857,1437,1341,1025,99,1579,139,6,711,1781,,1832,174,41,710,81,5,58,89,366,797
720890,"Flat-rolled products of iron or steel, of a width >= 600 mm, hot-rolled and further worked, ...",176,31,0,0,99,0,6,37,0,0,,5457,5592,1708,452,993,770,672,1922,2040,2905,,138856,154690,94320,49708,33337,46257,77849,96164,50524,96189
720916,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...""",0,10,111,58,27,0,66,309,0,0,,176,150,0,23,4,0,0,35,26,25,,19820,20798,25277,13112,9212,11886,11578,8349,8255,14991
720110,"Non-alloy pig iron in pigs, blocks or other primary forms, containing, by weight, <= 0,5% of ...",0,0,0,0,0,0,0,0,0,0,,29,83,17,227,39,0,74,6,12,125,,43,294,398,418,65,0,282,129,211,110
701990,"Glass fibres and articles thereof, n.e.s.",39,21,3,188,27,89,32,91,13,0,,2992,1791,2329,2682,2226,3357,4387,4373,4529,8110,,31652,44255,45828,34508,42332,32176,47806,94960,71847,63152
721123,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, simply cold-rolled ...""",0,0,0,0,0,0,3,0,0,0,,0,58,6,0,3,2,0,30,0,0,,1837,1775,3282,3416,3204,5005,6976,6927,6211,11464
721230,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",10,0,0,0,5,5,0,0,0,0,,15270,15270,107,70,49,373,577,1095,3744,2581,,2797,1071,2308,7184,6365,7754,6389,5273,4570,5493
721240,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",39,0,0,2,0,0,0,0,0,0,,0,236,8950,7950,7548,7954,2358,521,418,2994,,1880,2028,1784,1065,1210,1228,1771,735,383,854
721320,"Bars and rods, hot-rolled, in irregularly wound coils, of non-alloy free-cutting steel (excluding ...",2,0,0,31,0,0,0,0,0,0,,192,85,10,84,54,169,60,804,33,7,,3990,5442,6320,6111,2191,5778,8473,5450,2962,2872
721391,"Bars and rods, hot-rolled, in irregularly wound coils, of iron or non-alloy steel, of circular ...",0,0,0,3,0,0,0,0,0,0,,2815,4486,1047,2489,2686,0,290,5,105,56,,7102,33955,24977,12740,37307,77166,46129,59687,16870,60575
