Product code,Product label,"Germany's imports from Korea, Republic of-Value in 2012","Germany's imports from Korea, Republic of-Value in 2013","Germany's imports from Korea, Republic of-Value in 2014","Germany's imports from Korea, Republic of-Value in 2015","Germany's imports from Korea, Republic of-Value in 2016","Germany's imports from Korea, Republic of-Value in 2017","Germany's imports from Korea, Republic of-Value in 2018","Germany's imports from Korea, Republic of-Value in 2019","Germany's imports from Korea, Republic of-Value in 2020","Germany's imports from Korea, Republic of-Value in 2021","Korea, Republic of's exports to world- ","Korea, Republic of's exports to world-Value in 2012","Korea, Republic of's exports to world-Value in 2013","Korea, Republic of's exports to world-Value in 2014","Korea, Republic of's exports to world-Value in 2015","Korea, Republic of's exports to world-Value in 2016","Korea, Republic of's exports to world-Value in 2017","Korea, Republic of's exports to world-Value in 2018","Korea, Republic of's exports to world-Value in 2019","Korea, Republic of's exports to world-Value in 2020","Korea, Republic of's exports to world-Value in 2021",Germany's imports from world- ,Germany's imports from world-Value in 2012,Germany's imports from world-Value in 2013,Germany's imports from world-Value in 2014,Germany's imports from world-Value in 2015,Germany's imports from world-Value in 2016,Germany's imports from world-Value in 2017,Germany's imports from world-Value in 2018,Germany's imports from world-Value in 2019,Germany's imports from world-Value in 2020,Germany's imports from world-Value in 2021
291560,"Butanoic acids, pentanoic acids, their salts and esters",0,0,0,0,0,0,0,0,0,0,,56,35,34,417,287,77,52,202,46,116,,20190,20875,19707,16477,19868,20409,23064,21754,22775,28548
291570,"Palmitic acid, stearic acid, their salts and esters",3778,3611,1019,692,1049,838,1277,1175,2,0,,21231,21263,23212,23994,21964,26773,33372,11854,11327,13894,,52604,56027,50095,47075,47811,49271,46807,36137,38423,65424
291050,"Endrin """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,263,234,204,179,234
291212,"Ethanal """"acetaldehyde""""""""",0,0,0,0,0,0,0,0,0,0,,25,12,0,0,1,0,1,0,3,1,,4729,8456,13865,8927,10376,13561,11995,11002,12420,14144
291241,"Vanillin """"4-hydroxy-3-methoxybenzaldehyde""""""""",0,0,0,0,0,0,0,0,0,0,,3,27,65,61,87,90,85,42,27,68,,31159,28429,31782,22755,24781,25590,34545,41954,46223,49985
293721,"Cortisone, hydrocortisone, prednisone """"dehydrocortisone"""" and prednisolone """"dehydrohydr ...""",0,0,0,0,0,0,0,0,0,0,,17,35,363,39,0,0,1045,1021,455,877,,20344,18289,17500,13917,13575,10476,13669,15003,12736,7865
293919,"Alkaloids of opium and their derivatives, and salts thereof (excluding concentrates of poppy ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,5,66,0,0,0,,14538,12059,11068,8911,12549,24888,37015,34271,24162,16166
293963,Lysergic acid and its salts,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0
293991,"Cocaine, ecgonine, levometamfetamine, metamfetamine """"INN"""", metamfetamine racemate, and salts, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,167,71,67,60,61,0,0,0,0,0
310319,"Superphosphates (excl. such products containing by weight => 35 % of diphosphorus pentaoxide, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,74,301,319,31,144
310490,"Carnallite, sylvite and other crude natural potassium salts, potassium magnesium sulphate and ...",0,0,0,0,0,0,0,0,0,0,,0,453,314,597,38,126,229,58,93,230,,1846,2278,2528,2642,3155,2313,2753,2652,4591,4969
320110,Quebracho extract,0,0,0,0,0,0,0,0,0,0,,82,58,97,85,22,84,33,68,16,40,,1828,2223,1576,1235,1865,1503,1714,1489,1507,1702
320190,Tanning extracts of vegetable origin (excluding quebracho extract and wattle extract); tannins ...,0,0,0,0,0,0,0,0,0,0,,32,76,17,25,6,11,32,32,9,29,,8322,4659,6092,3410,4829,4653,5844,5180,5038,6821
320210,Synthetic organic tanning substances,0,0,0,0,0,0,0,0,0,0,,4197,4249,4022,3423,3415,3661,3253,3093,2516,4651,,10431,11094,10954,7976,8151,8528,8302,6190,5224,6428
293392,"Azinphos-methyl """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,78,11,9,2,10
293625,"Vitamin B6 and its derivatives, used primarily as vitamins",0,0,0,0,0,0,0,0,0,0,,5,66,66,189,22,64,3,6,1,2,,15372,15273,14754,13053,18257,24026,19494,12833,14315,16045
293319,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing an unfused pyrazole ring, ...""",0,0,0,0,0,4,1,0,0,0,,733,623,979,62,1645,3451,2486,4503,5298,8008,,70788,66824,107650,108476,84289,64221,94733,142085,134782,175498
291631,"Benzoic acid, its salts and esters (excluding inorganic or organic compounds of mercury)",3,38,0,17,24,0,1,0,0,0,,386,360,253,129,932,340,551,4693,2191,1843,,55643,59399,59054,45461,45909,46570,51008,49505,43604,52602
291719,"Acyclic polycarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their halogenated, ...",269,75,353,317,261,469,412,601,490,0,,12275,12729,14451,15322,10070,9321,8670,13629,8595,10814,,101024,93211,95861,83940,81398,85971,114614,108061,83117,115199
381220,"Compound plasticisers for rubber or plastics, n.e.s.",0,0,0,0,0,0,0,365,0,0,,8752,8996,8694,4163,3233,4297,7285,6465,8250,21274,,24747,27649,28773,23544,24934,35586,39512,36877,25732,24951
380400,"Residual lyes from the manufacture of wood pulp, whether or not concentrated, desugared or ...""",0,0,0,0,0,0,0,0,0,0,,328,529,19,257,534,516,366,147,245,295,,27497,28275,44225,46322,42805,35381,31337,30797,23704,30119
350300,"Gelatin, whether or not in square or rectangular sheets, whether or not surface-worked or coloured, ...",0,0,0,0,0,0,0,4,0,0,,29507,30389,23784,37471,28386,30752,40333,34951,34209,36238,,204692,219189,196776,180779,169855,176733,190155,221384,230465,203032
350520,"Glues based on starches, dextrins or other modified starches (excluding those put up for retail ...",0,0,0,0,0,0,0,0,0,0,,287,317,354,379,437,560,648,1136,989,1058,,5487,5583,6097,6473,6518,6347,7279,6816,7746,7576
360100,Propellent powders,0,0,0,0,0,0,0,0,0,0,,0,1100,1819,2240,6395,6821,1206,488,162,0,,41357,37512,34763,39878,37232,34519,28282,26582,33126,40168
360490,"Signalling flares, rain rockets, fog signals and other pyrotechnic articles (excluding fireworks ...",0,0,0,0,0,0,0,0,0,0,,735,732,1357,880,558,716,3662,757,59,522,,7282,11287,4175,6231,7741,6240,8424,6641,6263,10281
370255,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",0,0,0,0,0,0,0,0,0,0,,124,24,0,5,0,0,0,0,0,0,,14580,3326,1321,2254,2775,2620,2710,2245,2205,2836
340311,Textile lubricant preparations and preparations of a kind used for the oil or grease treatment ...,0,0,0,0,0,0,0,0,0,0,,14176,12448,8899,7902,6418,6244,8203,5995,5225,7176,,3544,2884,3403,2750,2445,3390,3220,2882,1745,1222
320720,"Vitrifiable enamels and glazes, engobes """"slips"""" and similar preparations of the kind used ...""",0,0,0,2,0,0,0,0,0,0,,2386,2584,3201,3867,3179,5825,4309,3028,3265,3804,,48092,45103,36723,30515,31094,32895,35730,30942,29095,35805
330112,"Oils of sweet and bitter orange, whether or not terpeneless, incl. concretes and absolutes ...",0,0,0,0,0,0,0,0,0,0,,35,1,6,2,1,3,8,16,6,128,,64318,56987,72649,88816,101210,130685,127816,87629,81080,107314
330119,"Essential oils of citrus fruit, whether or not terpeneless, incl. concretes and absolutes (excluding ...",0,0,0,0,0,0,0,0,0,0,,37,59,31,66,188,39,55,58,770,131,,13784,13875,20490,19541,23017,27098,32091,32672,24578,32068
910291,"Pocket-watches and the like, incl. stop-watches, electrically operated (excluding of precious ...",0,0,0,0,0,3,0,0,0,0,,73,33,10,143,274,313,99,70,65,192,,5366,3735,3596,2957,3556,3708,3588,2758,2379,1984
910310,"Clocks with watch movements, electrically operated (excluding wrist-watches, pocket-watches ...",2,0,2,1,0,0,1,0,0,0,,0,1,4,0,0,0,2,2,0,17,,3547,1743,1838,1310,1353,2772,1645,1502,1399,1024
910519,Alarm clocks (excluding electrically operated),0,0,0,0,0,0,0,0,0,0,,5,14,1,1,12,2,3,12,5,53,,1113,603,485,396,228,307,398,259,481,579
910199,"Pocket-watches and the like, incl. stop-watches, of precious metal or of metal clad with precious ...",0,0,0,0,0,0,0,0,0,0,,1,155,224,191,184,311,78,282,113,6684,,730,4452,666,130,1882,1467,1957,2188,668,1484
911180,"Cases for wrist-watches, pocket-watches and other watches of heading 9101 or 9102, of materials ...",0,0,0,2,0,0,0,0,0,0,,274,459,1582,92,142,15,94,208,43,69,,1406,1619,1295,1129,1086,1192,874,780,771,1172
930700,"Swords, cutlasses, bayonets, lances and similar arms and parts thereof, and scabbards and sheaths ...",0,0,2,2,1,0,0,2,7,0,,89,70,41,40,45,61,57,114,69,50,,4434,5250,4983,5900,5278,5016,5683,6242,5383,6430
940169,"Seats, with wooden frames (excluding upholstered)",1,1,44,1,4,1,0,0,0,0,,2296,2889,2817,1719,2513,4204,1664,1680,2112,1633,,222469,213120,228474,215721,214062,212054,217583,229981,233161,295531
930310,"Muzzle-loading firearms, neither designed nor suitable for projecting cartridges",0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,,648,430,351,455,519,561,482,457,355,344
871110,"Motorcycles, incl. mopeds, and cycles fitted with an auxiliary motor, with reciprocating internal ...",55,20,1,0,0,0,0,0,204,0,,335,94,83,47,34,104,86,218,444,436,,108140,101067,56841,46496,51336,54513,44565,44403,41452,43616
871140,"Motorcycles, incl. mopeds, with reciprocating internal combustion piston engine of a cylinder ...",1188,1910,418,143,114,6,1,0,1,0,,12888,13765,7716,4147,2134,358,314,568,58,274,,245492,248623,236737,174256,195772,157550,131967,172434,181417,198380
880521,Air combat simulators and parts thereof,0,0,0,0,0,1,0,0,0,0,,0,1672,896,339,62,18400,1073,6834,13918,154,,14156,4002,1023,17253,12061,1082,7633,5750,378,19471
890120,Tankers,105714,389084,0,0,24038,12471,80118,0,18513,0,,11746548,9810025,11922246,12760740,16323137,13148739,10861150,12384947,10250231,9618424,,265264,450631,150077,80174,113134,149430,177294,112777,246681,126423
890130,Refrigerated vessels (excluding tankers),0,0,0,0,0,0,0,0,0,0,,287,0,78,0,0,4190,3900,5985,461,7766,,0,0,0,0,5313,0,0,0,0,0
890392,"Motor boats and motor yachts, for pleasure or sports (other than outboard motor boats)",0,0,0,0,0,316,0,0,0,0,,2666,4336,748,1351,200,1855,1015,320,0,8,,297905,615867,124838,452947,284012,155304,170672,155254,1127940,183013
900720,Cinematographic projectors,1374,799,194,38,1,0,0,0,0,0,,1376,285,137,269,68,74,3,15,0,33,,7804,5185,3470,2853,635,30,1613,689,348,273
900792,"Parts and accessories for cinematographic projectors, n.e.s.",43,13,4,63,40,15,3,4,0,0,,3505,1582,2564,416,363,348,233,218,19,15,,3830,2800,2141,1444,2038,2342,2818,1803,651,1005
901540,Photogrammetrical surveying instruments and appliances,19,0,0,0,20,77,74,0,0,0,,33,384,86,14,403,239,1,618,1,342,,5905,8178,6290,3308,2462,1910,5473,8168,7112,9143
870432,"Motor vehicles for the transport of goods, with only spark-ignition internal combustion piston ...",0,0,0,0,0,0,0,0,0,0,,581,3359,288,96,206,2333,1063,154,252,215,,0,0,0,0,0,0,31,506,1500,832
870490,"Motor vehicles for the transport of goods, with engines other than internal combustion piston ...",0,0,0,0,0,0,0,0,1,0,,26044,632,812,5473,6188,498,304,151,19393,1773,,10031,4491,16439,10422,20192,27365,31690,84429,103046,195204
870510,Crane lorries (excluding breakdown lorries),0,0,0,0,0,0,0,0,0,0,,47097,39729,44920,41941,16225,14117,18360,16532,10708,14997,,69642,95410,89374,66358,55794,67754,91171,84863,70818,47606
870600,"Chassis fitted with engines, for tractors, motor vehicles for the transport of ten or more ...",0,0,0,0,0,0,0,0,0,0,,60039,44190,33591,57355,59444,58321,34491,24636,8489,4532,,80136,73227,81741,73671,91621,168515,155400,174564,256111,238124
860210,Diesel-electric locomotives,0,0,0,0,0,0,0,0,0,0,,0,52853,2185,2,0,0,1250,0,33550,74619,,371,91364,36861,5198,14380,9436,1013,0,142534,21375
860390,"Self-propelled railway or tramway coaches, vans and trucks (excluding those powered from an ...",0,0,0,0,0,0,0,0,0,0,,0,22496,8,0,16,0,0,0,0,0,,37691,0,0,0,0,23089,71761,111340,107363,0
860699,Railway or tramway goods vans and wagons (excluding those specially designed for the transport ...,0,0,0,0,0,0,0,0,0,0,,17991,14893,27745,11183,979,5,8884,14804,1315,4450,,73477,92197,144703,114327,82326,168921,240210,293688,210342,250201
860711,Driving bogies and bissel-bogies for railway or tramway locomotives or rolling stock,0,0,0,0,0,0,0,1,0,0,,5,152,677,4029,1,1620,94,380,6404,1369,,185876,236154,209699,130811,203714,238320,262073,193796,246923,262126
860712,Bogies and driving bissel-bogies for railway or tramway locomotives or rolling stock (excluding ...,0,0,0,0,0,0,0,0,0,0,,31325,2536,722,14507,5183,0,2503,1335,45,867,,120630,144273,123117,121417,158535,119973,101391,139867,154355,140450
870194,"Tractors, of an engine power > 75 kW but <= 130 kW (excl. those of heading 8709, pedestrian-controlled ...",0,0,0,0,0,415,256,0,194,0,,0,0,0,0,0,11280,21175,9046,10887,11865,,0,0,0,0,0,267857,324702,330347,338456,371145
870195,"Tractors, of an engine power > 130 kW (excl. those of heading 8709, pedestrian-controlled tractors, ...",0,0,0,0,0,177,142,0,0,0,,0,0,0,0,0,16843,6409,1111,427,552,,0,0,0,0,0,440998,486892,458297,458330,471973
950651,"Tennis rackets, whether or not strung (excluding table-tennis bats)",0,0,0,10,17,0,0,0,1,0,,17,23,0,2,16,5,2,5,4,93,,17266,18708,17858,13100,26635,27183,30491,30670,34398,35386
950810,Travelling circuses and travelling menageries,0,0,0,3,0,0,0,0,0,0,,4,0,1,8,3,0,4,7,9,0,,55,20,197,39,47,25,174,98,4323,23
880211,Helicopters of an unladen weight <= 2.000 kg (excl. unmanned of heading 8806),0,0,0,0,0,0,4,7,6,0,,3173,384,83,1083,759,557,875,1276,531,3,,17300,12239,23046,11929,10889,13205,24085,24286,65481,27184
890110,"Cruise ships, excursion boats and similar vessels principally designed for the transport of ...",0,0,0,0,0,0,0,0,0,0,,367284,22599,38128,49715,11048,13559,20780,22575,3758,13103,,17908,265857,0,571902,615835,768928,754808,1063626,94353,621189
870240,"Motor vehicles for the transport of >= 10 persons, incl. driver, with only electric motor for ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,8,0,0,424,209,,0,0,0,0,0,3318,18571,39789,143547,161722
870310,Vehicles for the transport of persons on snow; golf cars and similar vehicles,0,0,27,1,0,0,0,0,0,0,,529,293,242,230,273,264,132,831,761,2651,,43765,42177,55666,28435,31369,43390,39832,45915,38360,44947
870422,"Motor vehicles for the transport of goods, with only compression-ignition internal combustion ...""",0,0,0,0,0,1,0,0,0,0,,220237,394114,532300,401863,335251,313045,188779,175039,119571,116185,,783448,1109665,935028,868775,912228,759186,901707,818581,804643,602537
900652,"Cameras for roll film of a width of < 35 mm (excluding instant print cameras, single lens ...""",0,1,56,4,2,6,6,0,1,0,,384,249,0,0,2,3,45,0,23,0,,50,175,1546,2249,271,52,102,23,31,62
901060,Projection screens,17,30,1,2,0,6,0,7,0,0,,1776,1674,2423,2800,2427,2579,2514,2183,815,1729,,29840,27908,25889,17612,21647,19777,22517,17618,18113,24718
854060,"Cathoderay tubes (excluding television and video-monitor cathoderay tubes, television camera ...",0,0,0,0,0,0,0,0,0,0,,1052,1039,587,342,227,148,203,80,87,177,,1484,624,623,527,343,807,1825,215,196,284
854099,"Parts of thermionic, cold cathode or photo cathode valves and tubes, n.e.s. (excluding parts ...",0,0,0,0,2,0,2,0,0,0,,2808,2211,2073,2137,3708,2809,1780,2252,1361,2949,,10436,11134,9988,6693,11581,13200,12916,9622,11468,17172
854511,"Electrodes of graphite or other carbon, for electric furnaces",0,0,0,0,1,1,2,1,0,0,,2407,671,1723,1084,1025,1231,2953,10271,5292,7483,,115072,94010,94400,82600,71592,119273,295916,214986,111969,119031
860729,"Brakes (other than air brakes), and parts thereof, for railway or tramway locomotives or rolling ...",121,0,0,0,0,0,0,0,0,0,,354,2094,298,173,691,2266,21,292,583,1217,,15369,23861,24455,12918,13745,11226,16541,14262,22134,16867
870110,Pedestrian-controlled agricultural tractors and similar tractors for industry (excluding tractor ...,0,0,0,0,0,0,0,0,0,0,,159,91,121,105,557,132,2,7,17,30,,4367,4143,3722,2598,2305,2041,2968,4861,3349,4463
870130,Track-laying tractors (excluding pedestrian-controlled),0,0,0,0,0,0,606,0,0,0,,3,7,12,248,2,5,2933,0,51,17,,17992,30630,24553,18012,21839,26103,26878,21229,29565,34853
910390,"Clocks with watch movements (excluding electrically operated, wrist-watches, pocket-watches ...",0,0,0,0,0,0,0,0,0,0,,1,20,9,14,578,12,8,4,469,542,,343,179,325,19,173,237,301,376,630,552
911220,"Clock and watch cases (excluding for wrist-watches, pocket-watches and other watches of heading ...",0,0,0,0,1,0,0,0,0,0,,9,149,225,53,0,0,9,25,1,10,,699,701,800,672,435,1768,1642,1668,906,1603
902140,Hearing aids (excluding parts and accessories),20,0,6,0,0,0,3,0,0,0,,2994,886,1355,978,1215,1844,2878,2470,3262,5879,,348920,492920,354693,409701,408390,401281,439392,472590,432941,512247
902820,"Liquid meters, incl. calibrating meters therefor",41,1,17,2,0,17,43,1,0,0,,596,632,914,1166,974,756,2079,739,956,408,,114907,124724,137378,111961,108456,102225,110145,105773,87694,109149
960310,"Brooms and brushes, consisting of twigs or other vegetable materials bound together, with or ...",4,0,5,0,0,0,0,0,0,0,,117,539,421,350,275,191,174,219,362,692,,2769,3510,3857,3125,3282,3651,5475,3826,3788,4984
940330,Wooden furniture for offices (excluding seats),29,8,24,9,6,2,11,7,2,0,,22475,25212,20386,16299,13642,13972,13569,14706,7643,7110,,149946,166830,184590,162483,165762,156762,170945,221720,239250,261207
911440,Plates and bridges for clocks or watches,0,0,0,0,0,0,1,0,0,0,,0,0,0,3,0,0,7,1,84,4,,940,1709,733,1197,1169,1143,1227,769,509,2013
920810,Musical boxes,0,0,0,0,0,1,0,0,0,0,,76,23,11,8,3,5,3,14,13,24,,5579,5158,5523,4289,3563,3361,2796,4255,2024,2393
930390,Firearms and similar devices which operate by the firing of an explosive charge (excluding ...,0,0,0,0,0,0,0,0,0,0,,377,3689,936,17,0,0,159,478,187,276,,922,3060,2020,1390,3350,2871,1716,2433,4692,4632
930629,Parts of cartridges for smooth-barrelled shotguns; lead shot for air rifles and pistols,270,274,169,168,29,39,102,0,0,0,,424,137,975,1617,383,169,109,79,287,586,,13396,12199,14805,11526,8451,4557,6487,3737,2506,2022
940110,Seats for aircraft,0,1,0,0,0,0,0,8,0,0,,81,834,208,809,929,735,1683,440,179,399,,107488,69475,248471,112835,69591,58676,78161,55599,48023,81466
940152,Seats of bamboo,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2,,0,0,0,0,0,6651,7037,6956,11491,17468
940153,Seats of rattan,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,13,5,18,,0,0,0,0,0,8870,5739,6122,8304,10580
730810,"Bridges and bridge-sections, of iron or steel",0,6,0,0,0,0,0,0,0,0,,4677,17874,2579,15999,3673,6191,3497,5496,3013,4089,,25202,24156,19640,10364,11669,12286,13948,8859,13943,19476
731581,Stud-link of iron or steel,0,0,0,0,0,0,0,0,0,0,,2724,5389,9463,10609,5658,5733,5308,4093,494,2681,,3396,2343,2534,2238,2014,3137,2574,2276,1561,1126
730520,"Casing of a kind used in drilling for oil or gas, having circular cross-sections and an external ...",0,0,0,0,0,0,0,0,0,0,,0,14,0,207,1187,3404,7049,6937,26066,2976,,13,535,18,12,3,0,123,10,14,59
730110,"Sheet piling of iron or steel, whether or not drilled, punched or made from assembled elements",0,4,1,0,0,0,0,0,0,0,,85638,108554,92913,57516,59566,92830,115075,78701,53592,15566,,70879,106536,101084,58832,87562,96609,106809,103529,76367,117604
740940,"Plates, sheets and strip, of copper-nickel base alloys """"cupro-nickel"""" or copper-nickel-zinc ...""",0,0,0,480,0,0,0,0,0,0,,18494,33082,26365,27508,24262,42241,67997,63996,47178,74391,,18835,20312,19293,27874,31656,32696,44149,33426,30770,56874
740822,"Wire of copper-nickel alloys """"cupro-nickel"""" or copper-nickel-zinc alloys """"nickel silver""""""""",3,0,0,0,1,0,0,4,0,0,,1814,1368,1255,1293,1035,1147,1414,1118,1158,1406,,4069,3996,6630,10122,4768,4702,8286,10850,10335,15571
732591,"Grinding balls and similar articles for mills, cast (excluding such articles of non-malleable ...",0,0,0,0,0,0,0,0,0,0,,422,205,125,11,5,16,34,1,160,42,,4278,6086,5747,5109,5904,5940,5765,4984,5165,5522
740319,"Copper, refined, unwrought (excluding copper in the form of billets, wire-bars, cathodes and ...",8,8,0,30,0,0,0,0,0,0,,8405,11238,6913,6943,2742,2192,3229,6581,18271,24536,,207119,175497,129044,87862,73438,106846,106709,53454,58751,70545
722011,"Flat-rolled products of stainless steel, of a width of < 600 mm, not further worked than hot-rolled, ...",1,5,1,0,29,2,1,0,1,0,,5441,6410,8149,7733,6281,5302,5416,3883,1808,2336,,56505,37739,30817,19270,16048,19738,20860,16253,13710,21195
722012,"Flat-rolled products of stainless steel, of a width of < 600 mm, not further worked than hot-rolled, ...",195,133,6,174,69,115,345,506,72,0,,12854,11961,11292,8991,5334,5917,8031,5718,2876,2512,,33644,25813,15181,19842,15855,17347,14897,14423,13515,20296
722211,"Bars and rods of stainless steel, only hot-rolled, only hot-drawn or only hot-extruded, of ...",0,2,2,38,3,0,0,1,0,0,,53418,38732,32143,26414,22617,24985,31614,35450,24053,33024,,174235,181414,193670,147891,103679,131867,180671,143843,121688,194572
722810,"Bars and rods of high-speed steel (excluding semi-finished products, flat-rolled products and ...",0,7,16,16,625,302,272,0,0,0,,546,348,337,330,278,241,1151,510,129,383,,110920,96353,102617,87140,74123,82609,112896,90549,55799,83121
720229,"Ferro-silicon, containing by weight <= 55% silicon",0,0,0,0,0,0,0,0,0,0,,1906,715,946,1410,821,595,995,1395,1283,2965,,37065,33888,37538,30224,27639,26481,31728,25490,19920,22914
720241,"Ferro-chromium, containing by weight > 4% of carbon",0,0,0,0,0,0,60,0,0,0,,519,459,311,256,411,276,151,370,316,623,,463368,350356,281870,207894,172000,317787,346688,179408,129868,229225
720410,"Waste and scrap, of cast iron (excluding radioactive)",0,1,0,0,0,0,0,0,0,0,,26763,13966,7630,8449,3651,6629,3648,2325,732,1475,,139020,101492,60153,37289,27118,46811,53666,50093,54707,113292
720430,"Waste and scrap of tinned iron or steel (excluding radioactive, and waste and scrap of batteries ...",0,0,0,0,0,0,0,0,0,0,,801,514,7,216,1301,651,2471,2128,4045,3542,,5301,6243,6937,4276,3049,7797,14101,1370,1319,3726
720719,"Semi-finished products of iron or non-alloy steel containing, by weight, < 0,25% of carbon, ...",0,0,0,0,0,0,0,0,0,0,,444,187,100,1032,1009,2000,1462,1148,1417,1088,,192074,134373,162756,59187,18837,52917,55375,26797,19018,36202
720915,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...""",0,0,17,181,0,6,156,0,0,0,,7686,10013,10777,9216,7978,11950,18253,15282,12845,26163,,21354,14584,16510,17283,15498,19846,28184,25376,16537,24743
711039,Rhodium in semi-manufactured forms,0,0,0,0,0,0,1,0,0,0,,215,81,575,384,677,1195,1564,1895,2370,2793,,165,314,486,110,249,94,205,505,7256,27281
711291,"Waste and scrap of gold, incl. metal clad with gold, and other waste and scrap containing gold ...",0,19,0,0,0,0,0,0,0,0,,77983,74007,50147,37540,36719,49105,55875,40737,52385,46693,,1463214,981216,752147,643315,674042,705317,711814,894641,1086254,753751
711420,"Articles of goldsmiths' or silversmiths' wares and parts thereof, of base metal clad with precious ...",2,3,0,0,0,0,0,0,4,0,,48,11,2,42,20,323,1384,1303,324,6,,1861,1758,1392,588,325,43,106,297,1318,3620
761520,"Sanitary ware and parts thereof, of aluminium (excluding cans, boxes and similar containers ...",4,1,0,0,0,0,36,0,0,0,,438,375,258,259,230,257,639,172,218,137,,18617,19002,18814,18160,35910,38786,34836,59272,71314,75206
