Product code,Product label,Australia's imports from Singapore-Value in 2012,Australia's imports from Singapore-Value in 2013,Australia's imports from Singapore-Value in 2014,Australia's imports from Singapore-Value in 2015,Australia's imports from Singapore-Value in 2016,Australia's imports from Singapore-Value in 2017,Australia's imports from Singapore-Value in 2018,Australia's imports from Singapore-Value in 2019,Australia's imports from Singapore-Value in 2020,Australia's imports from Singapore-Value in 2021,Singapore's exports to world- ,Singapore's exports to world-Value in 2012,Singapore's exports to world-Value in 2013,Singapore's exports to world-Value in 2014,Singapore's exports to world-Value in 2015,Singapore's exports to world-Value in 2016,Singapore's exports to world-Value in 2017,Singapore's exports to world-Value in 2018,Singapore's exports to world-Value in 2019,Singapore's exports to world-Value in 2020,Singapore's exports to world-Value in 2021,Australia's imports from world- ,Australia's imports from world-Value in 2012,Australia's imports from world-Value in 2013,Australia's imports from world-Value in 2014,Australia's imports from world-Value in 2015,Australia's imports from world-Value in 2016,Australia's imports from world-Value in 2017,Australia's imports from world-Value in 2018,Australia's imports from world-Value in 2019,Australia's imports from world-Value in 2020,Australia's imports from world-Value in 2021
870850,"Drive-axles with differential, whether or not provided with other transmission components, ...",335,265,224,266,259,362,365,288,94,90,,5536,5114,4689,5500,5285,4476,14515,12960,17618,21747,,216151,203033,186680,153948,139028,135565,103729,102274,96252,147407
700721,"Laminated safety glass, of size and shape suitable for incorporation in motor vehicles, aircraft, ...",82,81,21,20,4,51,68,67,27,89,,3286,1943,2564,2410,2952,4073,7026,5694,3962,7600,,50001,48446,46719,47017,44815,47213,44858,47225,40627,50153
292219,"Amino-alcohols, their ethers and esters; salts thereof (other than those containing > one ...""",99,146,263,175,280,38,95,32,74,89,,13800,16145,11218,9512,8714,9069,8829,8217,6451,6362,,9301,6710,8917,15817,17461,9001,11085,7003,7351,10258
731589,"Chain of iron or steel (excluding articulated link chain, skid chain, stud-link chain, welded ...",65,35,40,63,25,30,53,9,15,89,,9168,8624,7690,6135,3957,3586,5710,6648,5348,2159,,16017,12266,13499,11268,61207,14711,15907,14863,13823,14513
853340,"Electrical variable resistors, incl. rheostats and potentiometers (excluding wirewound variable ...",33,189,105,77,67,70,38,84,69,89,,59643,255612,86572,61171,52588,70714,84604,88238,76023,118369,,9711,11012,11712,8783,6921,6968,7938,8214,7015,8796
291413,"4-Methylpentan-2-one """"methyl isobutyl ketone""""""""",151,27,37,47,50,86,14,73,74,88,,7062,4397,3927,3056,3464,4118,4764,4358,5064,7999,,1614,1850,1553,946,1066,1036,887,589,511,1071
851821,"Single loudspeakers, mounted in their enclosures",879,708,372,217,127,32,26,54,9,87,,19887,19447,17500,20883,19419,21654,21942,18562,20613,30848,,46487,49548,63210,54162,37576,69903,70253,59343,54989,68099
400211,"Styrene-butadiene rubber latex """"SBR""""; carboxylated styrene-butadiene rubber latex """"XSBR""""""""",0,19,40,386,692,421,852,441,114,86,,6622,4634,4959,2182,3312,2354,3756,2882,1042,2044,,8050,8677,17104,15596,17210,24031,22435,19162,14614,20694
841510,"Window or wall air conditioning machines, self-contained or """"split-system""""""""",2360,1810,1078,549,83,354,74,5,170,86,,182568,177484,190011,169667,149296,113117,103922,96769,73305,73324,,304780,314778,352447,345195,316795,414145,325552,278939,258670,215487
852692,Radio remote control apparatus,30,100,50,110,63,115,58,142,55,85,,12840,30142,30473,19022,7551,10799,10881,16615,14189,13821,,75396,48079,41890,49567,45858,39774,39377,35659,55974,75600
847780,"Machinery for working rubber or plastics or for the manufacture of products from these materials, ...",31,32,123,0,7,199,625,723,32,85,,26407,22519,25608,21455,25382,75490,38853,54174,33574,45681,,31806,23647,21319,26654,19654,24435,25264,21581,28437,35122
902890,"Parts and accessories for gas, liquid or electricity supply or production meters, n.e.s.",207,11,8,24,23,5,11,117,32,85,,34967,38572,61133,28668,51062,42017,30207,29616,24422,29717,,24510,28522,20796,23463,15237,17503,17083,16533,13109,10209
610910,"T-shirts, singlets and other vests of cotton, knitted or crocheted",225,252,195,170,42,118,46,162,80,84,,59016,67227,73563,72300,83681,73846,69689,76768,58434,73675,,386719,400377,401033,425898,417320,464826,494126,509405,460757,574443
843131,"Parts of lifts, skip hoists or escalators, n.e.s.",546,197,20,40,23,75,94,58,65,84,,20677,23074,25500,19091,16032,13459,12445,13825,11063,10010,,29010,28785,35743,28922,29520,29969,44904,42347,34689,34252
400231,"Isobutylene isoprene rubber """"IIR"""", in primary forms or in plates, sheets or strip""""",0,0,0,70,37,1,14,15,20,84,,5876,26629,70545,54759,50469,77902,103570,92435,55958,73222,,263,346,553,147,124,121,98,81,1637,1268
842820,Pneumatic elevators and conveyors,23,0,0,28,0,5,54,0,0,83,,17002,10735,4979,8601,8932,14577,9213,14728,23197,20778,,5020,6526,5318,7496,6148,2655,12246,9493,6534,7058
293379,"Lactams (excluding 6-hexanelactam """"epsilon-caprolactam"""", clobazam """"INN"""", methyprylon """"INN"""", ...""",331,49,497,74,29,36,82,48,77,83,,24393,130128,708225,821023,2084293,936201,1076208,658525,1061378,588188,,7311,8846,10219,14172,13313,8816,14817,19811,18053,37437
200819,"Nuts and other seeds, incl. mixtures, prepared or preserved (excluding prepared or preserved ...",3,6,5,2,3,24,62,0,2,83,,28279,27714,28347,43514,94119,114359,70571,11355,10324,13007,,34801,38655,41392,43494,44305,59625,69328,83329,82532,78045
293629,"Vitamins and their derivatives, used primarily as vitamins, unmixed (excluding vitamins A, ...",172,564,564,535,97,260,131,58,17,83,,82120,81382,88961,89554,93299,96197,65201,46714,45271,42890,,9544,10668,11687,17683,16775,13830,14776,13922,16691,14763
400932,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), reinforced or otherwise ...",470,56,11,117,95,22,18,19,20,83,,2887,4052,3479,2211,1887,2178,3973,4053,2747,3563,,9073,8410,7718,6697,8683,6784,6318,7859,6788,8084
846694,"Parts and accessories for machine tools for working metal without removing material, n.e.s.",268,269,215,166,74,101,91,44,81,82,,68108,77195,34457,34707,35765,49670,59725,76093,66201,90803,,53990,25982,37469,17435,18417,21763,22385,23523,18987,24822
871496,"Pedals and crank-gear, and parts thereof, for bicycles, n.e.s.",74,18,0,305,877,284,151,57,0,82,,174913,167109,185297,172936,126159,117132,125214,104838,116037,146072,,6468,7488,6887,6404,6586,6653,7360,9357,9826,14223
940390,"Parts of furniture, n.e.s. (excluding of seats and medical, surgical, dental or veterinary ...",1924,1651,941,560,550,726,287,1480,93,82,,36201,38636,21134,19227,16348,19559,23784,20184,13037,20548,,146737,165258,185488,191138,183596,206940,238193,226773,212139,306790
841939,"Dryers (excl. lyophilisation apparatus, freeze drying units, spray dryers, dryers for agricultural ...",353,323,128,76,43,14,39,47,63,81,,21440,14311,14683,16309,10717,12016,12427,8660,12658,18144,,23294,23610,20007,49398,25040,21414,24172,29198,27778,30777
722519,"Flat-rolled products of silicon-electrical steel, of a width of >= 600 mm, non-grain-oriented",44,22,8,67,24,4,76,34,34,81,,2428,5268,2941,2986,2725,4603,2825,2526,1670,2329,,197,140,119,86,145,68,276,228,197,302
970300,"Original sculptures and statuary, in any material",70,153,161,891,355,157,111,75,69,81,,22328,58753,45611,90970,39105,203295,33072,41543,21505,77500,,30436,35692,39996,44182,47764,41101,37854,46279,26621,27773
391890,"Floor coverings of plastics, whether or not self-adhesive, in rolls or in the form of tiles, ...",31,0,2,1,1,2,49,0,0,80,,3257,1918,1852,2607,4327,4508,4211,1728,1492,1730,,12051,12171,12027,13127,17809,21648,25183,27694,34244,41969
871680,Vehicles pushed or drawn by hand and other vehicles not mechanically propelled (excluding trailers ...,359,395,297,268,138,234,207,173,12,80,,16774,12985,16635,9539,6731,4265,7464,8882,3209,13294,,75076,82580,85665,94772,77987,89945,92393,89517,86587,113232
350691,Adhesives based on polymers of heading 3901 to 3913 or on rubber (excluding products suitable ...,147,39,210,3,13,103,92,123,34,79,,26285,32848,57543,56500,65435,109645,122797,117051,161942,187860,,33535,33507,33990,31481,42732,43165,45057,43945,42380,47446
151590,"Fixed vegetable fats and oils and their fractions, whether or not refined, but not chemically ...",953,939,551,448,220,893,384,612,43,79,,2095,2435,3147,1417,1190,2206,3555,10340,5383,3010,,37114,31619,37632,40583,66882,37398,49435,43536,49897,54931
350610,"Products suitable for use as glues or adhesives put up for retail sale as glues or adhesives, ...",65,170,43,36,183,308,60,156,274,79,,29790,30483,30019,31956,29898,33015,36943,46776,53602,55885,,27262,30224,29541,31439,30788,33622,46147,39305,34683,39782
854390,"Parts of electrical machines and apparatus, having individual functions, n.e.s. in chapter ...",5212,290,251,142,110,73,44,48,91,79,,2831188,2391164,2413509,2923090,3068557,3348657,2412299,1808582,1852154,2425444,,54650,40866,36148,31670,27984,26587,30578,39267,49221,64552
842959,"Self-propelled mechanical shovels, excavators and shovel loaders (excluding self-propelled ...",0,0,0,0,0,0,0,0,0,78,,154349,98139,92516,118506,72050,150900,98098,36425,26990,37899,,54171,35777,34625,23322,17771,23128,32343,22383,17756,22407
220890,"Ethyl alcohol of an alcoholic strength of < 80% vol, not denatured; spirits and other spirituous ...",105,74,14,7,5,0,0,11,0,78,,44426,75498,67175,58128,59641,53731,74040,89964,87744,114578,,38087,31499,40075,32083,37677,44868,52163,56456,69882,104081
293622,"Vitamin B1 and its derivatives, used primarily as vitamins",27,0,112,61,213,250,13,46,1,78,,13896,11574,9733,9661,14939,12399,13133,19966,10335,7459,,2267,1671,1212,1805,4751,4455,4627,2834,3602,4132
853229,"Fixed electrical capacitors (excluding tantalum, aluminium electrolytic, ceramic, paper, plastic ...",203,18,18,175,273,318,297,129,186,78,,288269,296899,262478,242540,252860,375474,250170,206731,250949,283737,,8715,6437,6150,4510,4415,5230,6285,4759,3995,6761
250510,"Silica sands and quartz sands, whether or not coloured",19,16,7,19,14,24,39,37,71,77,,785,2047,4790,459,711,362,288,179,353,331,,1060,1199,2581,5379,1333,2474,2026,1648,1885,2629
41000,"Turtles' eggs, birds' nests and other edible products of animal origin, n.e.s.",333,208,245,306,433,210,195,128,96,77,,100901,92849,66614,73088,71406,77579,86080,57245,41182,55599,,7661,5132,6700,3979,6393,7076,11347,9409,8534,8532
200799,"Jams, jellies, marmalades, pur?es or pastes of fruit, obtained by cooking, whether or not containing ...",76,82,84,74,72,74,76,59,66,77,,2398,3029,2707,3038,2440,2147,2301,2087,2452,1731,,50340,48066,45831,37413,38929,46845,48295,45513,50183,58097
90210,Green tea in immediate packings of <= 3 kg,30,36,78,11,8,24,79,173,338,77,,4903,4015,5085,6627,7290,7330,8580,10917,6743,6061,,8870,10785,11206,12585,10707,10501,14906,12474,11159,12440
691010,"Ceramic sinks, washbasins, washbasin pedestals, baths, bidets, water closet pans, flushing ...",32,93,175,12,30,43,101,1,0,77,,1438,2490,1519,2055,1327,1289,854,1013,639,546,,68347,73802,94527,109185,120306,125341,144269,118188,117680,124187
850152,"AC motors, multi-phase, of an output > 750 W but <= 75 kW",733,721,714,937,1473,356,108,201,216,77,,28850,27944,21652,21429,20759,24700,30398,25041,24785,25436,,83777,72354,78710,65227,60117,69668,74503,70331,68428,70989
850730,Nickel-cadmium accumulators (excluding spent),66,123,188,26,61,13,87,60,25,77,,8978,9327,8877,9464,12826,14123,15678,21760,16594,20025,,13699,17604,17926,15601,9338,9489,11132,12208,9094,10829
730411,"Line pipe of a kind used for oil or gas pipelines, seamless, of stainless steel",114,6069,1007,633,245,131,110,26,22,77,,55887,35306,24883,14207,12833,17296,13750,17498,14398,7301,,2219,8871,3930,39436,4133,1135,2092,841,761,1673
150790,"Soya-bean oil and its fractions, whether or not refined (excluding chemically modified and ...",485,1258,590,301,197,105,242,170,222,76,,21803,15556,13808,11112,6180,5055,5439,4537,4423,5820,,19760,21637,23806,21794,17789,20596,22978,18257,17766,27147
90412,"Pepper of the genus Piper, crushed or ground",0,0,0,0,0,0,0,0,0,76,,9405,10005,14464,7742,5472,7061,7048,295,525,241,,9614,9757,15890,17473,16468,13728,8696,6965,7486,11849
844110,"Cutting machines for making up paper pulp, paper or paperboard (excluding bookbinding machinery ...",71,71,46,0,0,72,1,1,0,76,,6816,12828,7877,7865,5644,6169,5265,10957,8725,16254,,18355,18736,17334,21015,16372,20057,35746,21230,22515,41803
640220,"Footwear with outer soles and uppers of rubber or plastics, with upper straps or thongs assembled ...",0,0,0,0,0,0,0,0,0,75,,6921,2834,2775,3766,4139,3062,2883,4565,1090,2274,,42988,49536,47033,47446,37039,41858,30456,32556,25618,33739
340130,"Organic surface-active products and preparations for washing the skin, in the form of liquid ...",141,20,33,65,80,405,671,242,770,74,,10003,10925,15437,18839,45026,53703,58098,87276,92648,154840,,63416,68623,78748,81872,78953,84204,100414,84760,127894,98240
300650,First-aid boxes and kits,11,20,24,3,11,1,22,10,3,74,,679,707,4676,3144,758,451,368,308,938,1715,,6765,6170,5197,6004,6085,6147,6998,7042,8942,9948
291241,"Vanillin """"4-hydroxy-3-methoxybenzaldehyde""""""""",51,32,2,17,102,33,38,89,215,74,,2353,2903,1881,1775,3002,3056,2333,2295,2669,3194,,2596,3350,3142,3845,3302,3963,3975,4935,5145,6688
842382,Weighing machinery of a maximum weighing capacity > 30 kg but <= 5.000 kg (excluding personal ...,47,3,17,16,2,0,0,2,1,74,,2089,2317,1538,1640,608,1322,2865,318,384,653,,11361,7713,8335,7475,7118,7619,8577,5817,8393,8279
844190,"Parts of machinery for making up paper pulp, paper or paperboard, n.e.s.",13,46,4,68,31,68,138,174,88,74,,10453,10465,6248,5517,10861,10594,14635,20584,11954,20943,,17852,16973,17988,16009,18371,18010,19841,21761,15000,16268
854130,"Thyristors, diacs and triacs (excluding photosensitive semiconductor devices)",68,17,1,7,14,0,28,65,71,74,,31488,32205,34266,32302,29229,38278,50580,49732,42796,83726,,3464,3701,3904,2687,2798,3005,2488,2835,3266,5113
854160,Mounted piezoelectric crystals,32,8,25,10,6,72,31,26,154,74,,500721,607006,596061,638122,789491,711747,621421,637231,608228,944816,,3930,2685,2952,3033,2820,3436,3803,3628,3697,7380
293219,"Heterocyclic compounds with oxygen hetero-atom[s] only, containing an unfused furan ring, ...""",1301,1728,1254,1146,870,51,49,36,77,74,,381913,251097,160635,150577,44649,3010,2055,2122,2269,1996,,2436,3298,2088,2516,2928,608,809,954,6385,5281
843141,"Buckets, shovels, grabs and grips for machinery of heading 8426, 8429 and 8430",395,72,283,125,121,249,81,82,8,74,,13660,16629,113535,181281,80370,7546,4753,7983,7751,9124,,49345,44029,32156,28950,32621,39119,44439,43132,44099,84038
851110,Sparking plugs of a kind used for spark-ignition or compression-ignition internal combustion ...,366,96,31,8,39,5,479,23,15,74,,52904,16174,16041,13496,14705,15412,16787,25491,15458,20156,,56210,56386,53753,46916,47446,48092,48469,49009,46133,52522
401031,"Endless transmission belts of trapezoidal cross-section """"V-belts"""", of vulcanised rubber, ...""",227,129,243,211,186,242,232,255,122,73,,8436,10243,10349,4845,6056,5944,4511,5836,5103,6073,,14285,12790,14682,15286,13828,16632,13012,12444,12102,17717
731822,Washers of iron or steel (excl. spring washers and other lock washers),59,157,95,166,106,76,94,52,45,73,,5114,5187,5336,7074,6736,7313,10099,10175,10088,13287,,31689,28979,32724,29591,25472,31503,41184,39127,34912,45332
392119,"Plates, sheets, film, foil and strip, of cellular plastic, unworked or merely surface-worked ...",35,3,17,126,39,138,129,42,0,72,,24401,13520,11042,8208,6685,9831,8966,7124,6732,10317,,18776,19137,21940,25880,25426,27165,26536,29259,31402,33030
722511,"Flat-rolled products of silicon-electrical steel, of a width of >= 600 mm, grain-oriented",130,457,297,1393,277,73,94,45,265,72,,11232,18529,28885,28340,23299,19701,12528,9004,9177,8762,,2335,2724,2313,2309,1448,1445,1947,1316,1818,1903
845620,"Machine tools for working any material by removal of material, operated by ultrasonic processes ...",0,3,0,0,0,4,5,2,2,72,,1089,45,53,251,192,513,331,203,252,587,,1061,915,711,254,198,544,636,1108,784,696
121221,"Seaweeds and other algae, fresh, chilled, frozen or dried, whether or not ground, fit for human ...",0,1,0,0,0,0,0,7,211,71,,1104,996,881,1252,1331,2149,1232,2435,1379,992,,16244,19654,19023,21259,18950,26059,24992,22336,22776,22970
846789,"Tools for working in the hand, hydraulic or with self-contained non-electric motor (excluding ...",78,196,319,58,100,262,91,21,50,71,,10332,24194,13896,12999,9602,9757,10809,10902,9564,10117,,110108,103152,107537,102779,88989,100952,87183,70064,80590,99727
871492,"Wheel rims and spokes, for cycles (excluding for motorcycles)",35,57,0,246,411,77,427,46,24,71,,1188,1528,1970,1023,735,1111,860,8426,17433,27432,,9497,10198,8005,7852,7005,7662,7408,6024,6597,9037
292242,Glutamic acid and its salts,1007,288,203,111,6,116,38,99,30,71,,2446,2302,2111,1559,4876,1388,1344,2047,2775,4143,,6450,5693,5512,6704,6649,5935,6157,5966,5119,6905
850300,"Parts suitable for use solely or principally with electric motors and generators, electric ...",504,155,614,40,168,76,73,114,75,70,,189187,164178,172385,164070,171463,194445,216449,186453,154205,208700,,118487,185514,123169,80980,44428,52547,88348,158209,98420,85467
350790,"Enzymes and prepared enzymes, n.e.s. (excluding rennet and concentrates thereof)",299,629,989,274,354,306,728,171,45,70,,109364,116969,107915,108808,105718,116833,110889,112665,118834,125858,,42188,39963,39407,43872,41391,46215,45231,41857,42298,47208
293220,Lactones,0,10,0,1,11,0,3,2,19,70,,470749,466035,135406,19367,11952,17596,12832,8898,10365,7735,,15205,11260,7487,7499,10055,8675,8852,9672,10980,11353
330113,"Oils of lemon, whether or not terpeneless, incl. concretes and absolutes",25,40,32,14,4,134,91,174,87,70,,565,449,350,2518,2587,2066,2716,3216,2940,2205,,1536,1541,1832,1604,1872,1623,2103,1852,2381,2166
401170,"New pneumatic tyres, of rubber, of a kind used on agricultural or forestry vehicles and machines",0,0,0,0,0,0,0,9,48,69,,0,0,0,0,0,0,647,247,67,240,,0,0,0,0,0,57936,56093,46701,50561,75758
730441,"Tubes, pipes and hollow profiles, seamless, of circular cross-section, of stainless steel, ...""",266,26,203,325,53,459,1326,113,72,69,,6989,5294,25885,11775,4592,4509,3686,15045,7752,8745,,21570,19691,16225,12128,9812,8695,14056,13307,14289,13543
291412,"Butanone """"methyl ethyl ketone""""""""",435,766,1709,464,89,211,43,36,40,69,,27881,17302,14790,11494,12966,12699,12428,11303,9473,11454,,6716,5779,8216,4495,3740,5244,5529,3481,4209,5403
750522,Wire of nickel alloys (excluding electrically insulated products),0,111,5,14,32,18,27,13,46,68,,13211,33549,6905,4208,4889,7153,22482,23009,16750,10853,,2417,1849,1672,2163,830,744,1356,1224,1428,1264
