Product code,Product label,United States of America's imports from Japan-Value in 2012,United States of America's imports from Japan-Value in 2013,United States of America's imports from Japan-Value in 2014,United States of America's imports from Japan-Value in 2015,United States of America's imports from Japan-Value in 2016,United States of America's imports from Japan-Value in 2017,United States of America's imports from Japan-Value in 2018,United States of America's imports from Japan-Value in 2019,United States of America's imports from Japan-Value in 2020,United States of America's imports from Japan-Value in 2021,Japan's exports to world- ,Japan's exports to world-Value in 2012,Japan's exports to world-Value in 2013,Japan's exports to world-Value in 2014,Japan's exports to world-Value in 2015,Japan's exports to world-Value in 2016,Japan's exports to world-Value in 2017,Japan's exports to world-Value in 2018,Japan's exports to world-Value in 2019,Japan's exports to world-Value in 2020,Japan's exports to world-Value in 2021,United States of America's imports from world- ,United States of America's imports from world-Value in 2012,United States of America's imports from world-Value in 2013,United States of America's imports from world-Value in 2014,United States of America's imports from world-Value in 2015,United States of America's imports from world-Value in 2016,United States of America's imports from world-Value in 2017,United States of America's imports from world-Value in 2018,United States of America's imports from world-Value in 2019,United States of America's imports from world-Value in 2020,United States of America's imports from world-Value in 2021
370590,"Photographic plates and film, exposed and developed (excluding products made of paper, paperboard ...",27107,36681,33106,44945,56738,0,0,0,0,0,,354591,393175,355741,317196,333610,0,0,0,0,0,,76572,116790,174049,179807,250224,0,0,0,0,0
381111,Anti-knock preparations for motor fuels based on lead compounds,0,0,0,0,0,0,2,0,0,0,,,,,,,,,,,,,12326,14990,20535,20263,24001,17873,11959,15095,21237,11239
380862,"Goods of heading 3808, containing alpha-cypermethrin """"ISO"""", bendiocarb """"ISO"""", bifenthrin ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3,2065,1229,1065,4992
300343,"Medicaments containing norephedrine or its salts, not containing hormones, steroids used as ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
293920,Alkaloids of cinchona and their derivatives; salts thereof,0,0,0,0,0,0,0,0,0,0,,0,7,5,0,2,0,0,4,0,0,,4333,3704,3443,4371,3997,4703,5509,4566,5195,6582
300691,Appliances identifiable for ostomy use,4,4,0,0,1,0,40,1,1,0,,2291,1883,2981,1451,2456,1972,2089,2394,2278,2370,,85583,72024,64001,66556,75483,73259,127514,125254,130783,160883
310240,Mixtures of ammonium nitrate with calcium carbonate or other inorganic non-fertilising substances ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,21948,19358,17536,11046,11344,8363,12338,12412,10701,12727
310280,Mixtures of urea and ammonium nitrate in aqueous or ammoniacal solution (excluding those in ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,971013,1001322,861552,792263,500201,454012,471329,547182,384725,724794
310390,"Mineral or chemical phosphatic fertilisers (excluding superphosphates, those in pellet or similar ...",0,8,11,0,6,8,0,3,0,0,,928,489,516,544,1156,687,710,810,762,782,,406,700,26125,38679,10406,3608,3401,638,493,10087
300443,"Medicaments containing norephedrine or its salts, not containing hormones, steroids used as ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
293941,Ephedrine and its salts,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1461,2254,2591,514,1758,1450,1558,1595,2929,2994
293942,"Pseudoephedrine """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,12325,10720,11604,9950,11834,8206,11113,10455,9303,6642
293951,"Fenetylline """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,2,2,0,0,7,0,0,0
294150,Erythromycin and its derivatives; salts thereof,20,0,13,5,11,7,0,0,0,0,,13,0,0,0,153,584,219,3,0,73,,75429,33239,29845,23253,21020,18667,11713,19948,19220,13300
293212,"2-Furaldehyde """"furfuraldehyde""""""""",0,0,0,0,0,0,0,0,0,0,,12,0,0,0,0,3,4,0,7,2,,19750,15335,18023,20699,22721,25942,32916,25767,27467,32639
293292,"1-""""1,3-Benzodioxol-5-yl""""propan-2-one""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,2,0,0,2
293723,Oestrogens and progestogens,0,0,0,89,0,0,0,0,0,0,,3,2,4,0,0,5,2,0,20,9,,79720,66443,81393,59891,74350,76983,80213,90802,75128,69631
293530,N-Ethyl-N-(2-hydroxyethyl) perfluorooctane sulphonamide,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,638,0
293623,"Vitamin B2 and its derivatives, used primarily as vitamins",0,0,0,0,0,0,0,0,0,0,,334,397,383,279,329,277,450,329,170,29,,33316,33104,31879,38104,38110,41910,64777,42292,41943,42915
293120,Tributyltin compounds,129,15,0,0,0,0,0,0,0,0,,0,0,3,27,29,0,7,42,8,13,,463,1369,3404,3293,5388,5919,6267,6343,770,14854
293136,"(5-Ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl)methyl methyl methylphosphonate",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,6,0,0
291260,Paraformaldehyde,0,0,0,0,0,0,0,0,0,0,,623,760,826,694,709,603,683,402,194,57,,10677,13614,11522,9629,7831,8456,7860,5461,5298,9843
291431,"Phenylacetone """"phenylpropan-2-one""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2587,2295,1307,1557,1905,2573,2925,4403,3093,2958
290722,"Hydroquinone """"quinol"""" and its salts""""",1233,185,440,201,1059,537,628,536,0,0,,0,0,0,0,0,0,48925,284,602,10276,,2859,1317,2033,1614,2159,1447,1840,1885,1728,3761
290490,"Sulphonated, nitrated or nitrosated derivatives of hydrocarbons, whether or not halogenated ...",3685,2836,2340,882,1455,0,0,0,0,0,,3508,2016,1600,1576,2525,0,0,0,0,0,,17843,15753,16145,13601,10671,0,0,0,0,0
291817,"Phenylglycolic acid """"mandelic acid"""", its salts and esters""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2,14
291616,Binapacryl (ISO),2,0,0,0,0,0,0,0,0,0,,0,7,0,0,3,0,0,0,0,0,,2,12,0,0,0,218,0,4,5,37
292021,Dimethyl phosphite,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,6626,3029,1864,2418,2460
292213,Triethanolamine and its salts,7,0,9,8,13,0,0,0,0,0,,2822,1608,1821,806,1312,0,0,0,0,0,,2610,3186,3061,3119,2320,0,0,0,0,0
292423,"2-Acetamidobenzoic acid """"N-acetylanthranilic acid"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,25,33,0,5,0,0,0,0,0,0,,3,0,0,2,17,0,9,5,9,28
230610,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,9,5,0,,0,0,0,14590,0,0,0,0,0,0
230660,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,3,0,0,0,0,0,,0,0,0,0,372,0,0,0,0,0,,5,0,154,2331,352,44,0,0,59,0
240210,"Cigars, cheroots and cigarillos containing tobacco",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,5,0,106,2,13,3,,625113,714090,751095,845158,908023,977158,1032890,1075056,1136228,1494995
240311,Water-pipe tobacco (excluding tobacco-free. See subheading note 1.),0,0,0,0,0,10,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2628,5294,7952,5601,7424,7389,4759,6396,39796,47816
190520,"Gingerbread and the like, whether or not containing cocoa",0,0,0,0,0,0,0,0,0,0,,261,620,615,661,793,1097,2064,2633,2321,3897,,48147,52856,49537,55094,68030,80034,96160,101650,99501,110266
200850,"Apricots, prepared or preserved, whether or not containing added sugar or other sweetening ...",0,0,0,0,0,0,0,0,0,0,,5,0,0,6,0,2,9,4,0,0,,1657,3348,2334,2958,3659,2953,4608,3342,3673,2967
160220,Preparations of liver of any animal (excluding sausages and similar products and finely homogenised ...,0,0,0,0,0,0,0,0,0,0,,5,3,3,0,25,2,0,0,5,4,,3219,3147,3973,3478,4193,3788,4447,3928,4033,11294
261210,Uranium ores and concentrates,0,0,0,0,0,0,0,0,6316,0,,0,0,0,0,0,0,0,0,0,0,,494565,481021,528538,424030,400874,175683,78931,73078,32270,42092
271410,Bituminous or oil-shale and tar sands,0,0,0,0,272,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,19828,4544,17248,200,11516,138,183,318,62,20
252530,Mica waste,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,41,0,0,0,,925,715,657,542,321,636,500,453,475,494
252800,"Borates, natural, and concentrates thereof, whether or not calcined, and natural boric acids ...",0,0,0,0,0,0,0,0,0,0,,57,94,108,82,26,46,23,24,32,16,,19136,21941,24204,25993,19130,35155,47593,31002,27971,26785
260111,Non-agglomerated iron ores and concentrates (excluding roasted iron pyrites),0,0,0,0,0,0,5,0,0,0,,88,249,156,144,96,45,107,87,66,191,,159972,157072,122847,82483,88419,418187,323135,405512,75952,83490
260200,"Manganese ores and concentrates, incl. ferruginous manganese ores and concentrates, with a ...",15,0,6,0,0,0,0,0,0,0,,0,0,93,3,6,48,519,0,13,40,,115082,138114,91832,98985,45825,78595,131999,135665,98840,112468
252230,Hydraulic lime (excluding pure calcium oxide and calcium hydroxide),0,0,0,80,0,0,0,0,0,0,,0,0,0,0,0,0,7,0,4,2,,215,874,292,387,292,471,852,740,836,728
252310,Cement clinkers,0,5,0,0,0,0,0,0,0,0,,162502,134782,147064,159925,171477,150693,134501,150535,194730,178479,,67570,72329,67534,44375,69932,103531,119529,123031,141540,164976
251741,"Marble granules, chippings and powder, whether or not heat-treated",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,6,0,3,,17814,16907,17424,12045,10770,11616,13102,15069,15460,18673
252100,"Limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of ...",11,0,4,0,0,6,0,0,0,0,,49741,47419,46170,44068,48789,50072,52328,57208,61984,62538,,9365,14455,15535,14775,12626,12942,13038,12752,9721,14725
284430,"Uranium depleted in U 235 and its compounds; thorium and its compounds; alloys, dispersions, ...",0,0,0,0,0,0,0,0,0,0,,9,0,0,0,0,2,0,0,0,0,,328,235,1080,370,1342,1239,972,231,70,439
284510,"Heavy water """"deuterium oxide"""" [Euratom]""""",41,73,5,80,0,71,0,17,0,0,,52,25,0,0,2,0,0,79,32,57,,19098,16970,20294,20005,32455,16236,28019,26805,24648,31222
290313,"Chloroform """"trichloromethane""""""""",0,0,0,0,0,0,0,0,0,0,,2997,359,357,685,463,329,137,129,114,202,,7669,7992,8985,5947,679,612,41,41,653,61
290331,"Ethylene dibromide """"ISO"""" """"1,2-dibromoethane""""""""",0,0,4,0,0,4,5,0,0,0,,0,3,0,0,0,0,0,0,0,0,,211,145,255,167,0,184,46,46,42,45
290371,Chlorodifluoromethane,0,0,0,0,0,0,0,0,0,0,,271,149,145,0,0,0,0,0,0,184,,40035,47783,47428,18018,13026,14910,21033,14803,5222,14446
284011,"Anhydrous disodium tetraborate """"refined borax""""""""",0,0,0,0,0,0,0,0,0,0,,98,67,79,72,79,83,70,72,64,83,,930,885,673,960,1894,1800,4721,5388,2038,4136
285210,"Compounds, inorganic or organic, of mercury, chemically defined (excluding amalgams)",5,0,0,3,0,0,0,0,0,0,,14,36,52,4,18,0,8,2,0,2,,807,590,1212,960,1154,780,1008,1123,575,780
285310,"Cyanogen chloride """"chlorcyan""""""""",0,0,0,0,0,0,5,0,0,0,,0,0,0,0,0,9,0,0,0,0,,0,0,0,0,0,290,215,106,171,257
271600,Electrical energy,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1913698,2429281,2669710,2461583,2192087,2265848,2252479,1894622,1919373,2621129
282570,Molybdenum oxides and hydroxides,258,0,0,0,0,813,6,41,26,0,,481,460,1073,418,457,650,1001,1021,739,1024,,10639,5434,8457,10196,41733,42985,69812,89749,54496,89282
282732,Aluminium chloride,94,69,40,10,4,14,4,5,2,0,,1412,1781,1454,1659,1502,2085,1987,1705,1328,1155,,4471,3296,2589,2390,3092,4500,3676,4546,3537,5296
282741,Chloride oxides and chloride hydroxides of copper,0,0,0,0,0,0,0,0,0,0,,1096,943,1021,561,1145,747,422,609,819,881,,1967,1662,1724,830,1275,3768,7472,6029,7188,4118
280540,Mercury,0,0,0,0,0,4,0,0,0,0,,6228,6197,4244,3241,3618,2148,1251,1161,952,994,,4959,905,1299,609,282,288,43,208,75,31
281214,Phosphorus pentachloride,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3,0,3,17,28
281215,Sulphur monochloride,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,126,76,72,53,65
281910,Chromium trioxide,127,8,4,11,43,0,0,0,0,0,,10057,11406,9924,9082,8601,8365,8086,7288,6633,7070,,29007,24995,26026,26819,9133,12525,10364,7444,6112,9270
100590,Maize (excluding seed for sowing),0,0,0,10,5,0,4,0,0,0,,0,0,3,2,5,2,147,47,4,54,,540281,915108,172711,315599,364062,300756,211213,234855,170371,192610
110412,Rolled or flaked grains of oats,0,0,0,0,0,0,0,0,0,0,,0,0,0,5,2,113,229,0,0,4,,73041,86972,99974,101102,102235,101712,109143,116809,136538,145059
90812,"Nutmeg, crushed or ground",0,0,0,0,0,0,0,0,0,0,,14,59,64,117,53,58,74,4,2,12,,10765,7637,7327,7879,7570,6762,9292,10349,12173,13659
90821,"Mace, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2116,1051,1385,1273,1425,1509,891,848,2013,2652
90931,"Cumin seeds, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,443,0,0,,24398,29123,23295,29636,30794,32484,31857,33421,36452,31265
90962,"Juniper berries and seeds of anise, badian, caraway or fennel, crushed or ground",0,0,0,0,0,0,0,0,0,0,,3,0,0,0,0,0,2,2,0,0,,6424,5913,4071,5608,6020,6298,4832,6889,8738,8622
100119,Durum wheat (excluding seed for sowing),0,0,0,0,0,0,0,0,0,0,,5,0,0,0,0,0,0,0,0,0,,211352,281751,261092,235087,97714,201665,291092,121645,121275,98136
150110,"Lard, rendered or otherwise extracted (excluding lard stearin and lard oil)",0,0,0,0,0,0,0,0,0,0,,950,1536,886,77,59,48,134,129,64,806,,9248,8854,9181,7033,5374,6796,7995,7431,6636,11131
150120,"Pig fat, rendered or otherwise extracted (excluding lard)",0,0,0,0,0,0,0,3,3,0,,0,0,0,0,0,0,0,0,1104,2338,,9973,12681,9646,16326,14381,13610,15854,12614,10365,23590
151110,Crude palm oil,0,0,0,0,0,0,0,0,0,0,,10,33,78,0,0,0,0,0,0,0,,424,82834,1492,1247,345,10492,1598,8037,13099,1668
151411,"Low erucic acid rape or colza oil """"fixed oil which has an erucic acid content of < 2%"""", ...""",0,0,0,0,0,0,0,0,0,0,,1283,930,0,6,57,6,9,12,967,1091,,492570,369424,471753,326598,380821,383462,228841,217887,181187,485660
120510,"Low erucic acid rape or colza seeds """"yielding a fixed oil which has an erucic acid content ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,0,0,,264287,285224,448502,220563,214822,240723,255928,228472,236953,250046
121020,"Hop cones, ground, powdered or in the form of pellets; lupulin",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,15,0,4,7,,28248,38737,36022,40669,47261,53299,58196,66317,66504,74209
121120,"Ginseng roots, fresh or dried, whether or not cut, crushed or powdered",0,0,0,0,0,0,0,0,0,0,,354,175,361,282,146,29,87,50,27,19,,33273,32195,31571,38665,50827,38581,37925,14713,6292,5360
121130,"Coca leaf, fresh or dried, whether or not cut, crushed or powdered",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,711,755,765,758,777,876,978,933,913,865
71151,"Mushrooms of the genus """"Agaricus"""", provisionally preserved, e.g., by sulphur dioxide gas, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,62,409,521,1253,5622,823,380,9,0
30811,"Live, fresh or chilled, sea cucumbers """"Stichopus japonicus, Holothurioidea""""""""",0,0,0,0,29,16,0,0,0,0,,634,493,682,369,248,109,154,372,45,22,,1785,1762,2654,2321,1603,2074,2429,1871,648,1961
71334,"Dried, shelled bambara beans """"Vigna subterranea or Voandzeia subterranea"""", whether or not ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,203,72,168,339,202,101,300,216,218,199
71360,"Dried, shelled pigeon peas """"Cajanus cajan"""", whether or not skinned or split""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,5,0,0,0,0,0,,3131,2242,3437,5478,11913,10400,8157,10414,14949,10462
80132,"Fresh or dried cashew nuts, shelled",0,0,0,0,0,0,0,0,0,0,,6,0,0,0,4,0,0,0,0,0,,817696,927249,958682,1167767,1235175,1580528,1464279,1200622,1103244,1216529
80222,"Fresh or dried hazelnuts or filberts """"Corylus spp."""", shelled""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,7,0,,20969,29000,26885,16070,28575,25554,38240,37353,30980,23629
80231,"Fresh or dried walnuts, in shell",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,50,763,938,124,810,1376,987,573,954,1350
80251,"Fresh or dried pistachios, in shell",0,0,0,0,0,0,0,0,0,0,,0,7,27,0,0,0,0,0,3,0,,3304,698,829,1861,2140,1888,3666,1168,10204,1475
80290,"Nuts, fresh or dried, whether or not shelled or peeled (excluding coconuts, Brazil nuts, cashew ...",0,0,0,0,0,0,0,0,0,0,,11,5,5,7,9,8,9,3,17,11,,371649,337155,461524,521069,664815,633025,829126,798270,659564,691179
80420,Fresh or dried figs,0,0,0,0,0,0,0,0,0,0,,0,0,5,4,4,5,0,4,0,0,,16494,23988,37536,29570,40926,41752,47066,44551,46414,51590
80720,"Fresh pawpaws """"papayas""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,96970,102036,117555,129341,133607,121896,125238,129829,134035,145178
80929,Fresh cherries (excluding sour cherries),0,0,0,0,0,0,0,0,0,0,,5,2,4,14,24,29,29,22,37,17,,47578,46003,69698,69562,86786,76578,80629,67333,78283,111935
81030,"Fresh black-, white- or redcurrants and gooseberries",0,0,0,0,0,0,0,0,3,0,,0,0,3,0,0,0,0,0,0,0,,365,533,654,622,1504,2332,4351,2956,4523,6770
81210,"Cherries, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,17254,11588,15102,16497,18666,16563,11320,10796,9618,11929
81320,Dried prunes,0,0,0,8,16,0,0,0,0,0,,0,31,2,20,11,4,0,12,0,0,,1699,3035,21586,33915,35192,28067,24981,5577,6945,7428
20712,"Frozen fowls of the species Gallus domesticus, not cut in pieces",0,0,0,0,0,0,0,0,0,0,,0,12,0,3,20,3,14,189,827,41,,2086,2527,2137,2168,4902,4912,5248,5547,6238,7401
20742,"Frozen domestic ducks, not cut in pieces",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2940,3167,2774,2958,1991,1526,1736,2341,1813,1908
20751,"Fresh or chilled domestic geese, not cut in pieces",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
21012,"Bellies """"streaky"""" and cuts thereof of swine, salted, in brine, dried or smoked""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,3,0,5,0,0,0,,57910,56296,38175,50842,60212,68304,59857,82293,101158,137121
21092,"Meat and edible offal, salted, in brine, dried or smoked, and edible flours and meals of meat ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
10130,Live asses,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,4,33,3,59,13,0,24,5,52,729
10511,"Live fowls of the species Gallus domesticus, weighing <= 185 g (excluding turkeys and guinea ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,68,7,0,0,0,0,,10761,9977,12018,10572,9890,7183,8747,7163,6993,7653
10633,"Live ostriches, and emus [Dromaius novaehollandiae]",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,53,49,27,0,0
20312,"Fresh or chilled hams, shoulders and cuts thereof of swine, with bone in",0,0,0,0,0,0,0,0,0,0,,80,41,31,24,0,0,0,0,15,6,,168286,175786,245645,194912,188221,173813,131390,125519,127869,187206
20430,Frozen lamb carcases and half-carcases,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,7942,9993,13192,17118,15538,23873,21547,23368,25204,28107
20442,"Frozen cuts of sheep, with bone in (excluding carcases and half-carcases)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,69,,201734,174747,212899,209386,198542,265172,300783,354888,267870,384468
20500,"Meat of horses, asses, mules or hinnies, fresh, chilled or frozen",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1868,1647,1826,2259,1974,2055,2164,2325,2370,1347
30194,"Live Atlantic and Pacific bluefin tuna (Thunnus thynnus, Thunnus orientalis)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,493,802,828,0,230,0,,0,20,0,0,3,400,6,3,0,26
30232,"Fresh or chilled yellowfin tunas """"Thunnus albacares""""""""",103,37,11,36,28,4,0,29,0,0,,4024,2595,1847,2903,3072,1697,1288,1875,703,22,,189243,195889,197963,188302,196253,198129,214401,205855,147832,167702
30239,"Fresh or chilled tunas of the genus """"Thunnus"""" (excluding Thunnus alalunga, Thunnus albacares, ...""",0,0,0,9,61,57,14,0,0,0,,62,14,0,0,44,3,9,19,36,18,,6040,3472,4111,6944,7754,2474,1599,1313,633,517
30242,"Fresh or chilled anchovies """"Engraulis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,33,0,3,0,0,0,0,0,0,0,,26,135,147,1756,1161,1348,2208,2176,2113,1989
30253,"Fresh or chilled coalfish """"Pollachius virens""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,25,24,231,6,0,0,0,0,0,0
30292,Fresh or chilled shark fins,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,152,9,3,0,0
30299,"Fresh or chilled fish fins, heads, tails, maws and other edible fish offal (excl. livers, roes, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,34,32,50,45,4,,0,0,0,0,0,3537,4491,4049,2614,4044
30367,"Frozen Alaska pollack """"Theragra chalcogramma""""""""",4,4,0,0,68,34,0,55,0,0,,29752,41870,36484,15814,8566,4526,3340,10717,6676,8718,,2551,1959,943,1237,1213,1322,3550,1430,1415,1376
30384,"Frozen sea bass """"Dicentrarchus spp.""""""""",3,0,0,0,6,0,0,0,0,0,,29,0,0,0,64,7,9,6,9,0,,2164,3482,1108,2968,3199,4454,3882,4846,4589,9125
30390,Frozen fish livers and roes,412,336,104,118,64,0,0,0,0,0,,828,653,1207,1702,2537,0,0,0,0,0,,9813,7415,9946,11595,11573,0,0,0,0,0
30442,"Fresh or chilled fillets of trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, ...""",0,0,0,0,0,0,0,2,0,0,,0,0,4,0,0,0,10,109,3,5,,39802,47266,56674,55336,55631,72879,110055,111089,88909,91440
30462,"Frozen fillets of catfish """"Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.""""""""",5,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,366548,360128,363095,373917,424889,397323,567931,366667,278079,386603
30496,"Frozen meat, whether or not minced, of dogfish and other sharks",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,199,0,0,0,0,,0,0,0,0,0,5,0,0,0,35
30551,"Dried cod """"Gadus morhua, Gadus ogac, Gadus macrocephalus"""", even salted, not smoked (excluding ...""",0,10,20,8,6,18,4,0,0,0,,20,16,10,55,12,0,0,0,0,0,,17587,20128,14732,18035,18348,18053,15683,16216,15384,14976
30571,"Shark fins, smoked, dried, salted or in brine",0,0,0,0,0,0,0,0,0,0,,5081,2431,2236,1797,1800,1378,1458,2314,1280,1836,,797,759,461,295,694,548,150,0,0,0
30611,"Frozen rock lobster and other sea crawfish """"Palinurus spp."""", """"Panulirus spp."""" and """"Jasus ...""",285,278,294,47,0,0,0,0,0,0,,36,31,12,5,44,9,17,43,40,102,,222818,231180,222953,235898,187407,211830,231548,256162,249561,335771
30625,"Norway lobsters """"Nephrops norvegicus"""", even smoked, whether in shell or not, live, fresh, ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,3,0,166,291,318,0,0,0,0,0
30694,"Norway lobsters """"Nephrops norvegicus"""", whether in shell or not, dried, salted, smoked or ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,10,0,55
40299,"Milk and cream, concentrated and sweetened (excluding in solid forms)",0,0,0,0,0,0,0,0,0,0,,74,98,666,232,637,433,497,579,784,777,,47448,43139,43254,38620,36433,42417,47400,37190,42090,35733
40410,"Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening ...",0,0,0,0,0,0,0,2,0,0,,196,14,14,12,33,7,26,5,378,745,,26811,30647,52966,37409,35953,35854,34028,43286,33398,45820
40719,Fertilised birds' eggs for incubation (excluding of domestic fowls),0,0,0,0,0,0,0,0,0,0,,4,0,0,0,0,0,0,0,0,0,,16734,14740,20514,29139,30935,27921,26420,30750,30010,33616
