Product code,Product label,Germany's imports from Japan-Value in 2012,Germany's imports from Japan-Value in 2013,Germany's imports from Japan-Value in 2014,Germany's imports from Japan-Value in 2015,Germany's imports from Japan-Value in 2016,Germany's imports from Japan-Value in 2017,Germany's imports from Japan-Value in 2018,Germany's imports from Japan-Value in 2019,Germany's imports from Japan-Value in 2020,Germany's imports from Japan-Value in 2021,Japan's exports to world- ,Japan's exports to world-Value in 2012,Japan's exports to world-Value in 2013,Japan's exports to world-Value in 2014,Japan's exports to world-Value in 2015,Japan's exports to world-Value in 2016,Japan's exports to world-Value in 2017,Japan's exports to world-Value in 2018,Japan's exports to world-Value in 2019,Japan's exports to world-Value in 2020,Japan's exports to world-Value in 2021,Germany's imports from world- ,Germany's imports from world-Value in 2012,Germany's imports from world-Value in 2013,Germany's imports from world-Value in 2014,Germany's imports from world-Value in 2015,Germany's imports from world-Value in 2016,Germany's imports from world-Value in 2017,Germany's imports from world-Value in 2018,Germany's imports from world-Value in 2019,Germany's imports from world-Value in 2020,Germany's imports from world-Value in 2021
842123,Oil or petrol-filters for internal combustion engines,9616,7946,6487,5234,5850,7042,7189,6295,7200,8217,,339752,302108,275757,211731,204200,215969,223153,211334,179551,225690,,520383,559883,610418,523351,534698,584283,622220,590905,565726,679951
390810,"Polyamides-6, -11, -12, -6,6, -6,9, -6,10 or -6,12, in primary forms",17189,15664,19696,18112,15759,9501,9250,9451,5608,8208,,466423,425154,429062,369066,361063,372416,381562,356161,287800,360055,,1246118,1205846,1229917,967682,919225,1249275,1536775,1274251,963546,1569300
390740,"Polycarbonates, in primary forms",10696,7987,9259,8004,6953,4499,5864,5586,4454,8163,,670290,584634,577516,560652,618405,692521,742390,721601,781410,807155,,504844,481947,495334,401713,377316,500005,543994,409354,400936,562325
871120,"Motorcycles, incl. mopeds, with reciprocating internal combustion piston engine of a cylinder ...",11769,14973,18216,11607,9293,6606,6015,5222,10007,8148,,405833,371691,396751,340280,323334,321831,352391,303234,283047,367816,,150752,141393,114012,113006,100514,122510,117325,108799,157729,220800
293410,"Heterocyclic compounds containing an unfused thiazole ring, whether or not hydrogenated, in ...",5420,5433,5194,4041,4385,6227,7205,3866,3664,8113,,96123,84163,116832,109050,85583,87617,63972,58407,88922,110554,,116520,99526,92399,60920,58290,58455,60130,70282,81257,94544
842119,"Centrifuges, incl. centrifugal dryers (excluding isotope separators, cream separators and clothes ...",5313,2854,3045,2477,6246,14652,7257,7121,6612,8111,,151310,69585,82646,60139,69343,82929,87798,76288,79479,79244,,60977,70649,65742,59049,59789,72933,85824,73042,85071,87786
910211,"Wrist-watches, whether or not incorporating a stop-watch facility, electrically operated, with ...",9240,9672,12335,11582,12362,8666,8029,9673,9280,8037,,83165,70309,97213,79014,81268,73132,69647,83982,93721,117146,,902924,860918,884697,885548,619821,565603,567931,617117,566045,529944
690390,"Retorts, crucibles, mufflers, nozzles, plugs, supports, cupels, tubes, pipes, sheaths, rods ...",4871,5277,6917,4759,4932,3107,12425,5993,8696,8011,,59930,47155,51860,52439,53556,59011,67583,79503,62985,60274,,44707,42764,48725,39051,35037,36452,50656,43918,45479,48230
903300,"Parts and accessories for machines, appliances, instruments or other apparatus in chapter 90, ...",15859,14815,16549,11485,13889,13314,5317,5006,7192,7991,,154595,125373,90688,74257,82471,90418,95542,81074,63732,75014,,209358,224522,232912,193659,200660,231177,237468,232017,236756,207679
845229,"Sewing machines, industrial type (excluding automatic units)",11492,11570,9466,6947,6623,7730,7618,5906,5749,7843,,213900,195950,210122,184819,190302,181772,198539,151057,90740,158674,,67837,62611,69102,62872,65378,73136,82696,67294,57197,66131
391739,"Flexible tubes, pipes and hoses, of plastics, reinforced or otherwise combined with other materials ...",4449,4549,5569,4579,5105,5607,9031,9278,7892,7719,,80820,64551,65520,48942,60860,70264,68587,68922,60422,73068,,184046,206633,236032,197382,207975,235685,277717,290567,317218,393657
900130,Contact lenses,284,879,1138,5085,3869,3628,6954,9974,8611,7651,,4755,4342,8032,10482,12150,16553,23853,23352,34081,42497,,277632,313643,317927,296961,329350,450968,452544,500455,498084,585409
871130,"Motorcycles, incl. mopeds, with reciprocating internal combustion piston engine of a cylinder ...",14539,11521,15202,9758,7418,9423,9808,7812,8544,7630,,272070,245444,264920,189182,191289,239219,242871,184684,187264,227641,,44926,55680,63011,56172,61427,92612,135924,153328,142022,174089
391400,"Ion-exchangers based on polymers of heading 3901 to 3913, in primary forms",16155,12607,11185,7953,11286,13000,7697,4889,3811,7556,,68752,54163,50027,57067,52722,74391,74066,93742,103224,123902,,81625,99107,99395,96789,99812,114925,110600,126605,140907,159750
901831,"Syringes, with or without needles, used in medical, surgical, dental or veterinary sciences",5375,8347,2872,3080,4905,5808,3982,3707,6369,7541,,47902,48317,43166,38610,47371,52386,55091,53078,59327,63148,,455085,548291,558658,486030,531402,495640,656122,573938,660538,771444
761699,"Articles of aluminium, n.e.s.",3343,3696,4232,3639,4195,5479,6598,6972,6373,7526,,214292,212930,198317,182159,187399,209583,254673,247127,313320,370617,,1403732,1450222,1540243,1368805,1429650,1529590,1627684,1445830,1272733,1614105
841869,Refrigerating or freezing equipment (excluding refrigerating and freezing furniture),4093,5830,7669,9912,13579,9170,6671,4400,5404,7499,,125488,139649,141876,139621,188472,132924,142723,160402,149666,189597,,461475,581677,637113,535474,645965,608645,702821,783591,675085,818825
920110,Upright pianos,8146,6653,7996,5397,5502,5215,4822,6658,6132,7396,,153389,141446,147831,159303,169001,170668,192146,209988,190812,233108,,42314,38793,36139,28440,29531,26539,27498,33374,29759,35569
870870,"Road wheels and parts and accessories thereof, for tractors, motor vehicles for the transport ...",8833,4763,3876,4289,4854,5552,11433,8519,3762,7364,,532314,451756,363857,320972,349090,353204,393343,337873,273963,343880,,2180632,2152492,2437505,2237633,2293669,2453285,2441451,2147311,1803399,2173576
903040,"Instruments and apparatus for measuring or checking electrical quantities, specifically for ...",7817,5496,8431,5802,7368,4921,4874,4542,4632,7361,,172244,147956,113234,85750,60999,60221,83622,98884,103538,95909,,83233,79700,76360,64149,68857,68806,65148,64470,68455,86429
853180,Electric sound or visual signalling apparatus (excluding indicator panels with liquid crystal ...,6549,7134,8050,7709,7529,9359,8624,7138,6017,7329,,67296,44634,74705,73961,57110,42181,56818,60532,51089,51551,,120990,138464,197229,187914,258355,178477,204081,232528,249605,416358
320890,"Paints and varnishes based, incl. enamels and lacquers, on synthetic polymers or chemically ...",9280,9415,8070,6358,7541,6933,6849,6421,6803,7308,,1055391,828356,791873,714852,794327,994587,1044290,1027416,1087277,1193137,,309923,314153,342012,298054,315923,333592,380951,353616,348274,396395
380210,"Activated carbon (excluding medicaments or deodorant products for fridges, vehicles etc., put ...",2469,5046,6014,6565,6950,9146,9275,8663,6288,7292,,76213,78473,79305,78089,71271,75776,84855,91466,91909,105355,,110720,123351,130642,125106,126144,137470,160624,164194,159119,188137
320619,Pigments and preparations based on titanium dioxide of a kind used for colouring any material ...,12176,13466,14169,13607,14155,16742,13998,13804,5853,7253,,41901,35480,36378,34917,43570,45002,44536,46718,44796,41943,,198880,197724,189701,155305,165243,197405,210206,183776,172934,189326
842230,"Machinery for filling, closing, sealing or labelling bottles, cans, boxes, bags or other containers; ...",4959,2411,1895,827,311,1181,4715,3128,3955,7225,,334632,361654,279907,265852,263620,281774,342587,315076,312727,313293,,219568,187046,201212,200726,229839,252413,314426,344030,384664,416726
842519,"Pulley tackle and hoists (other than skip hoists or hoists of a kind used for raising vehicles), ...",4101,4440,4191,4309,4710,5124,7055,7101,3283,7183,,91460,77645,70803,67112,52565,53812,69450,61809,48751,60694,,22527,20164,24212,23513,19427,21001,24941,22234,18641,30983
854071,Magnetrons,1056,2143,3468,6181,6805,7514,4877,8050,5098,7176,,25069,24811,26425,27316,26105,27914,32208,31029,32513,40254,,13167,12227,13460,13705,12351,13538,12136,14100,12151,17552
842191,"Parts of centrifuges, incl. centrifugal dryers, n.e.s.",5520,4946,5776,4769,4129,4073,4690,4890,4120,7145,,30562,26698,22423,20701,26711,25754,29380,37290,36196,40329,,71656,69636,73763,59794,67589,76992,73362,72826,72276,77855
741999,"Articles of copper, n.e.s.",27900,22894,23512,13169,15145,7564,3908,3407,3897,7128,,298654,255627,273169,197662,177301,195558,209269,154941,147593,222619,,270900,284570,316146,227272,235834,229683,265973,231789,223694,283280
844010,"Bookbinding machinery, incl. book-sewing machines (excluding machinery of heading 8441, general-purpose ...",18432,6097,4201,12166,14657,12565,14569,12904,6357,7124,,78068,83243,86636,67076,65515,74596,73138,61193,35365,44183,,76337,60566,56215,50720,64128,56127,50802,49690,33606,41710
391733,"Flexible tubes, pipes and hoses of plastics, not reinforced or otherwise combined with other ...",2787,3336,3796,4350,3957,3001,2730,4147,6276,7086,,17266,16174,11071,10898,16673,18574,20333,23763,23981,26204,,78793,77160,94405,75249,76718,91510,115656,136943,154519,189563
853610,Fuses for a voltage <= 1.000 V,2251,2387,2862,4480,5354,6781,9184,10001,6792,7075,,350849,296549,282251,241497,261484,272719,279414,250540,231880,315177,,100938,92704,88852,79900,87887,103865,118011,126208,126332,183533
680421,"Millstones, grindstones, grinding wheels and the like, without frameworks, for sharpening, ...",9218,6083,6499,5492,9047,10368,10947,11307,14745,7074,,273279,227294,269735,238298,229923,293074,247864,182076,159443,195177,,155918,145316,157274,146505,156387,167701,175249,177410,176300,200464
290721,Resorcinol and its salts,11476,8786,9230,6557,6828,8646,14038,15721,14878,7046,,0,0,0,0,0,0,137713,212,7910,2305,,24259,18089,18992,12684,15188,17778,33907,28433,25952,23793
550330,"Acrylic or modacrylic staple fibres, not carded, combed or otherwise processed for spinning",3393,1769,3657,2954,4586,6847,4736,3457,4734,7035,,363952,386909,332389,281247,206436,244333,256909,218771,154824,190563,,11364,9927,12039,9303,8274,10665,8473,6178,6728,11710
390220,"Polyisobutylene, in primary forms",2258,2280,2410,3581,4164,4427,6944,6331,5565,7034,,32657,36275,36361,30610,27021,30218,32119,29899,28305,35475,,49359,54916,54934,41505,44045,56104,72356,71260,66030,57888
851521,Fully or partly automatic machines for resistance welding of metals,617,2263,705,228,214,32,397,4231,11197,7003,,300194,306924,241235,218070,236196,233411,338416,325035,354602,234624,,38845,61074,85311,66864,42482,92239,76070,65540,71539,81260
731816,Nuts of iron or steel,4118,3130,3441,4619,3437,5267,6670,5327,5280,6955,,787932,714574,670215,586765,638325,683754,715337,670060,566055,710916,,479923,514106,556939,494584,508494,576866,654170,592091,526635,677591
850790,"Plates, separators and other parts of electric accumulators, n.e.s.",6266,3706,2514,2657,4254,2567,1561,1710,4167,6954,,646288,837490,931563,737558,617459,975688,1493442,1357242,1027786,1074124,,149244,155761,184421,162341,183095,253393,318786,488508,441083,798273
722720,"Bars and rods of silico-manganese steel, hot-rolled, in irregularly wound coils",4420,7297,8539,6516,6051,7869,8428,10166,2287,6949,,65970,69920,80595,69386,84362,85268,97312,100907,69294,86222,,20572,26529,27526,14582,12935,16737,20370,16265,9551,21702
847149,"Data-processing machines, automatic, presented in the form of systems """"comprising at least ...""",6347,5481,3387,2522,2882,2640,3538,3200,5168,6947,,78343,68297,65890,59856,57504,57239,55147,55389,44392,56975,,1069100,1053398,1235429,1087202,1165577,1269532,1509016,1650520,1345515,1309834
847790,Parts of machinery for working rubber or plastics or for the manufacture of products from these ...,10992,13574,10133,8737,7790,9800,9360,8730,8493,6944,,461359,420315,342282,323484,328918,335351,393478,461867,375291,350294,,615229,630417,701101,589372,632227,726737,724291,654763,554542,706109
293220,Lactones,12391,11699,13382,9851,5820,10755,16958,15921,15319,6906,,74994,70507,66672,59160,49825,47396,59743,65660,54553,52226,,124235,133200,124961,138113,133302,152445,290518,219471,178543,209704
846620,Work holders for machine tools,3475,3097,4300,3277,3402,4057,4316,4996,3810,6896,,121673,96751,105338,89964,85958,99657,140732,145200,122466,132261,,157968,168933,184697,158328,169754,204235,204660,185362,147573,179552
292910,Isocyanates,8773,6532,4445,4049,3118,4239,5568,4867,4461,6815,,694223,748271,737658,540589,465015,582546,595391,444373,408005,539421,,276360,315519,271190,258176,211425,299715,377674,263999,202780,238818
721935,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than ...""",518,510,2623,3882,1193,3022,2493,6657,6678,6796,,91383,77963,74510,61133,57244,57126,63134,53643,45969,55651,,74667,65075,95710,68294,58377,77432,94063,74632,70248,106435
340590,"Glass or metal polishes, whether or not in the form of paper, wadding, felt, nonwovens, cellular ...",8214,8434,11018,9635,8454,9380,6608,5484,4650,6741,,129797,107357,129132,119203,123397,137958,129776,115726,124293,132223,,65184,64241,68107,61602,64353,65441,57865,58478,55698,61669
846012,"Flat-surface grinding machines for finishing metal, numerically controlled",0,0,0,0,0,1977,950,1430,985,6718,,0,0,0,0,0,74218,71341,75745,57950,59172,,0,0,0,0,0,47357,29301,48817,24962,20643
271019,"Medium oils and preparations, of petroleum or bituminous minerals, not containing biodiesel, ...",10186,30779,11082,7267,7292,6245,7308,7052,5754,6636,,10748957,13262388,11429126,8131501,6527682,7194643,8637671,9427105,4684624,5619135,,23761969,26820702,22678918,13970891,12235047,14189323,17461245,17496797,10501298,13236501
330420,Eye make-up preparations,6998,9728,7015,6968,9556,7733,8409,9187,4401,6609,,132037,120821,136989,160797,211694,247356,312547,286005,236823,305539,,244232,300192,302833,278188,320478,345959,368378,314666,248933,282208
940190,"Parts of seats, n.e.s.",11303,9201,8703,7890,7104,8375,8287,7033,4588,6564,,1132891,890247,762662,618322,664992,662176,724444,662197,499170,586735,,3677065,4064059,4760105,4115609,4207092,4253883,4398634,3811621,3318819,3594269
210310,Soya sauce,2425,2174,2811,2853,3199,3307,3241,3711,4754,6533,,45977,43779,48874,51126,60915,63793,69997,70480,70398,83344,,19699,22706,25991,22888,26720,33581,36744,37618,45838,59826
282560,Germanium oxides and zirconium dioxide,3788,3523,3671,2871,5983,4628,4899,7461,8023,6522,,97668,78706,71637,59758,75436,80433,85230,83271,75048,85412,,48142,49792,40279,30662,31922,33371,45211,43045,38474,39839
390120,"Polyethylene with a specific gravity of >= 0,94, in primary forms",5113,5138,4466,3840,3707,3978,4312,4197,3214,6457,,332778,294819,258504,193835,177220,190376,200257,203452,188755,227457,,1468229,1646557,1626085,1438392,1353662,1432961,1483311,1325109,1142577,1656364
711021,"Palladium, unwrought or in powder form",8302,1764,1325,1321,913,1618,15258,7050,7904,6448,,122659,89291,147187,138697,54837,110430,127075,306087,583507,414709,,899221,873002,992986,859175,868523,1773985,2397732,2980591,3325946,4688941
381121,Prepared additives for oil lubricants containing petroleum oil or bituminous mineral oil,1601,2814,3886,3397,3504,4464,6296,6741,5285,6415,,118153,120003,114793,100739,104019,110326,125215,132508,126178,149056,,570159,621045,682260,649395,662675,674774,693384,631758,648238,672927
390610,"Poly""""methyl methacrylate"""", in primary forms""""",1500,2297,3418,3371,2760,4860,4775,4746,4958,6402,,256082,216967,203301,155436,160364,150129,153576,132276,118080,136029,,55843,52871,57751,48044,53030,70372,70908,56599,51868,70865
722100,"Bars and rods of stainless steel, hot-rolled, in irregularly wound coils",5312,10875,12969,8974,7867,12279,19530,21331,5845,6399,,289931,258229,270424,248732,202106,264419,241614,237336,205964,277843,,339664,371380,358367,246220,182243,209355,246880,214263,188098,271041
920790,"Accordions and musical instruments without keyboards, the sound of which is produced, or must ...",6340,5604,4457,4560,5207,4795,9002,4954,5138,6376,,41515,31973,29069,28787,30774,25051,33209,30826,33189,44410,,88045,91932,117638,95595,109358,103795,130253,133620,162123,189351
290539,"Diols (excluding ethylene glycol """"ethanediol"""" and propylene glycol """"propane-1,2-diol"""")""""",5440,6437,5112,3871,3529,4864,6838,5201,5273,6273,,113289,108167,121545,88144,93022,123968,141058,109478,93826,131576,,217204,202542,211185,140472,122159,158327,178549,154630,132714,294487
630790,"Made-up articles of textile materials, incl. dress patterns, n.e.s.",6667,7537,8777,6835,6755,6658,7616,7313,8134,6268,,76134,82037,77865,78274,106203,112198,115288,121871,223342,146742,,733876,770840,873371,819972,875863,949062,1059378,1091123,8218406,2580739
