Product code,Product label,Russian Federation's imports from Japan-Value in 2012,Russian Federation's imports from Japan-Value in 2013,Russian Federation's imports from Japan-Value in 2014,Russian Federation's imports from Japan-Value in 2015,Russian Federation's imports from Japan-Value in 2016,Russian Federation's imports from Japan-Value in 2017,Russian Federation's imports from Japan-Value in 2018,Russian Federation's imports from Japan-Value in 2019,Russian Federation's imports from Japan-Value in 2020,Russian Federation's imports from Japan-Value in 2021,Japan's exports to world- ,Japan's exports to world-Value in 2012,Japan's exports to world-Value in 2013,Japan's exports to world-Value in 2014,Japan's exports to world-Value in 2015,Japan's exports to world-Value in 2016,Japan's exports to world-Value in 2017,Japan's exports to world-Value in 2018,Japan's exports to world-Value in 2019,Japan's exports to world-Value in 2020,Japan's exports to world-Value in 2021,Russian Federation's imports from world- ,Russian Federation's imports from world-Value in 2012,Russian Federation's imports from world-Value in 2013,Russian Federation's imports from world-Value in 2014,Russian Federation's imports from world-Value in 2015,Russian Federation's imports from world-Value in 2016,Russian Federation's imports from world-Value in 2017,Russian Federation's imports from world-Value in 2018,Russian Federation's imports from world-Value in 2019,Russian Federation's imports from world-Value in 2020,Russian Federation's imports from world-Value in 2021
846241,"Punching or notching machines, incl. presses, and combined punching and shearing machines, ...",2963,10617,781,1527,1133,1586,842,490,1940,2161,,289833,333075,297255,216835,215035,220869,216847,173421,135675,143158,,48561,84129,36847,21041,23146,28575,37402,20804,27354,39337
711049,"Iridium, osmium and ruthenium, in semi-manufactured forms",0,0,0,0,2,0,0,0,169,2152,,12024,5662,11984,15163,19839,33633,80692,62096,77346,113628,,13,26,34,31,13,14,16,8,170,2168
870590,Special purpose motor vehicles (other than those principally designed for the transport of ...,157,463,524,172,0,16,93,1127,1729,2136,,79310,78486,69317,50706,76513,76121,56984,52296,41634,43044,,290482,268189,246501,121471,143340,115019,205503,123392,130433,84028
871110,"Motorcycles, incl. mopeds, and cycles fitted with an auxiliary motor, with reciprocating internal ...",4566,2405,915,588,669,1029,1720,2133,2143,2127,,110246,93135,94291,80637,82517,89191,91730,87667,82842,83025,,88959,54407,6958,1926,1899,4636,8023,10061,12791,20606
848110,Pressure-reducing valves,1634,2395,1418,1070,945,1388,1884,2057,1822,2114,,182806,148383,152670,131523,158152,126724,118665,110572,127857,172150,,79610,85039,75568,48539,57836,65323,75215,69864,73195,95504
870360,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,448,630,1270,1688,2105,,0,0,0,0,0,1724118,2765223,2588951,2188795,3623523,,0,0,0,0,0,5477,11014,14426,12106,41532
854232,Electronic integrated circuits as memories,1254,985,1381,1132,941,1540,1642,1470,1545,2095,,9240760,9210557,8403707,8399015,9008034,9738748,11603779,11054866,12247102,14692935,,44374,47203,52307,70219,197200,102083,139243,75104,86148,95506
381590,"Reaction initiators, reaction accelerators and catalytic preparations, n.e.s. (excluding rubber ...",38,67,6,356,1282,911,5392,5851,953,2095,,194390,201624,265787,190986,203216,230795,264142,253217,225389,378166,,68273,107000,65160,79606,68913,100560,102339,110996,111032,134776
293622,"Vitamin B1 and its derivatives, used primarily as vitamins",517,467,549,733,925,1253,1799,3649,169,2081,,9502,9856,8277,7092,8997,10150,7843,10561,6716,9030,,1954,1569,1911,3050,5439,8023,7709,8268,3846,6996
730431,"Tubes, pipes and hollow profiles, seamless, of circular cross-section, of iron or non-alloy ...""",1286,980,751,541,590,1247,1763,1725,1231,2070,,60149,50956,44163,52878,62631,57145,47212,41471,36111,35350,,64395,65817,51368,29968,31516,37252,42073,48801,40857,50154
847990,"Parts of machines and mechanical appliances, n.e.s.",2292,3459,2872,1173,1586,1637,4980,2120,2502,2056,,1756674,1284145,1332438,1307005,1326474,1499871,1607811,1388143,1451393,1630782,,81184,107882,85018,57144,63611,79288,90324,101859,103231,103716
300420,"Medicaments containing antibiotics, put up in measured doses """"incl. those in the form of ...""",10546,4295,4752,2709,4877,6908,6351,3162,222,2051,,195955,196849,154694,160303,148163,165936,238566,147172,251518,192162,,639383,726717,666020,451461,445347,554525,467242,619037,484198,460145
843020,"Snowploughs and snowblowers (excluding those mounted on railway wagons, motor vehicle chassis ...",2662,2619,4411,986,1006,426,1069,1356,1346,2034,,78395,46349,58944,9089,7677,6841,11420,14316,26186,26654,,69215,71094,56853,14483,12721,30972,42415,47212,29254,48747
846789,"Tools for working in the hand, hydraulic or with self-contained non-electric motor (excluding ...",5055,1663,1189,734,900,1590,3972,1585,553,2025,,187093,155645,157238,139834,142308,133356,126036,101424,85573,107364,,134739,155392,127976,44828,63224,97874,112880,98810,88568,149965
901480,"Navigational instruments and apparatus (excluding for aeronautical or space navigation, compasses ...",1193,864,1092,1197,1035,1915,1933,2054,1373,2012,,161654,128042,136832,157001,126234,115496,117600,124713,99451,109470,,31142,24848,28323,33672,15448,19242,26013,26138,22565,34746
845891,"Lathes, incl. turning centres, for removing metal, numerically controlled (excluding horizontal ...",16803,6796,3972,1326,2045,5419,4291,1905,4348,2011,,329053,213836,225429,189821,163043,149187,161547,151714,128771,139078,,62859,82099,58565,46218,36355,43008,59442,63499,41097,52339
903120,"Test benches for motors, generators, pumps, etc.",2556,3202,3762,2086,4005,3203,1733,1537,1093,1983,,84279,95599,112006,52954,48845,38485,50612,49749,42678,40401,,170361,164646,96586,71870,94834,69367,60978,69855,54555,85117
392020,"Plates, sheets, film, foil and strip, of non-cellular polymers of ethylene, not reinforced, ...",2255,1715,1834,1520,1366,780,1134,1349,1380,1981,,367238,331309,358909,324955,325040,338364,358722,341415,341849,392330,,252252,247508,209209,167729,160315,169723,180218,190648,195723,270020
391190,"Polysulphides, polysulphones and other polymers and prepolymers produced by chemical synthesis, ...",218,240,699,426,428,595,447,1021,774,1974,,511319,500521,532625,513638,560135,586307,644114,633498,595562,741814,,26693,31809,30170,24156,27167,39559,43430,45811,41807,64570
901910,Mechano-therapy appliances; massage apparatus; psychological aptitude-testing apparatus,546,435,545,87,303,769,399,188,433,1961,,64444,53203,70902,79563,140881,171797,201348,139974,97447,75025,,171779,177629,170789,69050,64610,71365,87251,87303,90554,137304
340130,"Organic surface-active products and preparations for washing the skin, in the form of liquid ...",223,299,431,684,540,1134,1773,2084,1683,1958,,56639,75778,95880,124103,194446,322228,403721,504455,556045,636922,,107818,116813,119320,81024,88856,102131,111983,125191,118864,137929
901819,"Electro-diagnostic apparatus, incl. apparatus for functional exploratory examination or for ...",22087,8005,2543,1272,1931,3974,1979,3480,3755,1950,,999376,1111608,1350398,1385300,1409286,1479377,1539316,1648180,1698748,2001338,,196031,125536,69227,44686,71544,68245,51696,64899,173458,91545
854233,Electronic integrated circuits as amplifiers,51,150,126,514,775,986,432,648,1854,1939,,769849,538957,375074,472990,508773,475162,403542,306824,283186,273056,,27708,27149,40876,32096,43597,41194,40849,41778,41012,67565
901780,"Instruments for measuring length, for use in the hand, n.e.s.",978,1245,1368,1017,1418,1517,1889,2271,1154,1938,,13112,12598,13633,11700,16277,9269,8951,7355,5415,7189,,33631,30775,30966,17811,20414,26440,29233,30147,27036,36045
851180,"Electrical ignition or starting equipment, incl. cut-outs, of a kind used for spark-ignition ...",3094,4398,2787,1403,1622,2385,2964,2852,1258,1936,,279497,275065,260212,231527,259617,273925,277142,231840,140401,117752,,23014,26269,21532,10810,16123,17487,17304,15932,12250,14556
370210,"Photographic film in rolls, unexposed, for X-ray (excluding of paper, paperboard or textiles)",546,1369,1632,1604,1961,2088,1421,1567,1320,1931,,56844,61735,44040,31843,26024,28388,32458,31204,31257,43411,,8297,8680,8021,8450,8314,7797,7665,7263,6441,7966
848130,"Check """"non-return"""" valves for pipes, boiler shells, tanks, vats or the like""""",842,943,649,283,458,644,966,1482,1558,1922,,198394,180868,168263,131798,132170,139801,149959,148881,150270,172196,,94103,111088,104774,79963,71318,83143,86909,91766,84613,91128
90121,Roasted coffee (excluding decaffeinated),335,607,862,680,731,697,883,1346,1527,1919,,8605,8336,8296,16818,24328,26545,30088,26375,32266,38341,,145680,177808,176685,137972,146996,185420,202154,223619,232210,278839
730729,"Tube or pipe fittings of stainless steel (excluding cast products, flanges, threaded elbows, ...",564,1738,772,1322,1049,738,1339,1241,3110,1915,,75459,72821,79391,74206,71736,81020,80209,78065,86272,112438,,41075,50098,54403,36193,39660,54982,56436,56566,60061,64596
870192,"Tractors, of an engine power > 18 kW but <= 37 kW (excl. those of heading 8709, pedestrian-controlled ...",0,0,0,0,0,1580,1001,1337,1179,1914,,0,0,0,0,0,298653,325887,286984,387961,514642,,0,0,0,0,199,7635,11659,11540,10602,15883
850300,"Parts suitable for use solely or principally with electric motors and generators, electric ...",7834,2356,2268,419,776,564,1063,1126,1214,1886,,1371225,1309590,1395164,965605,985280,940690,1003959,987625,1239569,1651732,,114699,103798,87881,61432,67036,63812,78360,91445,98712,155892
292249,"Amino-acids and their esters; salts thereof (excluding those with > one kind of oxygen function, ...""",306,223,146,254,313,887,57,228,1531,1883,,137159,135974,134973,104893,108007,97648,107747,102938,99630,115970,,39176,54105,67856,77241,74563,66538,72346,77508,79251,117179
901110,Stereoscopic optical microscopes,1300,1352,2269,1357,1048,1086,759,1779,1602,1871,,19531,11054,13792,13071,13158,10042,8514,11079,5451,6368,,37652,25696,22736,18351,18215,19721,30397,33117,32874,39416
901380,"Liquid crystal devices, n.e.s. and other optical appliances and instruments not elsewhere specified ...",441,1276,1111,2334,2639,2368,2247,4085,1930,1867,,6423272,5381490,6484510,5112263,4091021,4879435,3522084,2758141,2616823,2552686,,55899,44547,33119,33093,56722,57971,105633,87565,95168,120340
210390,Preparations for sauces and prepared sauces; mixed condiments and seasonings (excluding soya ...,1488,1322,1172,708,876,843,1111,1283,1271,1866,,270409,244030,240830,241166,280519,293548,326636,343912,378403,437267,,148099,174184,161863,106298,130793,167576,190602,201492,206944,224182
903090,Parts and accessories for instruments and apparatus for measuring or checking electrical quantities ...,140,268,235,201,243,1492,2838,1255,1334,1864,,1211158,871629,923983,996663,927046,1328902,1359412,1308664,1471363,1763480,,11496,16649,17008,15676,10507,17904,20447,23642,19375,17173
380892,"Fungicides, put up in forms or packings for retail sale or as preparations or articles (excl. ...",1853,362,135,404,525,652,276,124,487,1852,,102911,93135,102124,104495,102657,112781,108917,104432,120087,120701,,110911,123876,152146,151342,201810,222235,260037,213570,266822,271656
854231,"Electronic integrated circuits as processors and controllers, whether or not combined with ...",5359,4846,5542,2979,4046,2314,3768,3547,2350,1845,,6300567,5070097,4928240,3922028,3839023,3956388,3488007,3137388,2773698,3354625,,242317,288088,546366,507806,424334,538515,587490,645350,730925,863073
902590,"Parts and accessories for hydrometers, areometers and similar floating instruments, thermometers, ...",427,832,1112,674,852,1160,1568,1716,1321,1837,,224416,197173,221929,219481,222131,213974,187961,168155,203028,247205,,28710,32578,31082,22120,22884,32843,37898,39111,40312,47452
841840,"Freezers of the upright type, of a capacity <= 900 l",994,317,102,76,211,315,249,318,1086,1818,,25595,27664,25176,23111,30957,30700,40034,47911,67081,110611,,58346,81732,71802,49381,52725,54566,53958,56715,77233,84981
845229,"Sewing machines, industrial type (excluding automatic units)",3501,1550,849,642,1341,1712,1671,1205,1467,1782,,213900,195950,210122,184819,190302,181772,198539,151057,90740,158674,,34593,25269,18137,11469,18340,25834,25757,25479,35228,49475
401035,"Endless synchronous belts, of vulcanised rubber, of an outside circumference > 60 cm but <= ...",1783,1435,1354,827,1063,1227,1590,1278,1232,1770,,83613,70908,75248,58466,60450,44359,42603,53046,42337,56910,,28469,33932,36101,25482,31588,44119,45683,45163,45094,53667
848610,Machines and apparatus for the manufacture of boules or wafers,1135,1059,3582,3596,4067,1591,1209,2029,2135,1767,,915012,571242,648288,546658,774842,792380,898338,947973,917117,1340414,,12100,11633,50838,8051,11641,7912,20068,8453,4365,4482
681510,"Articles of graphite or other carbon, incl. carbon fibres, for non-electrical purposes",765,445,2030,1217,1344,3206,1437,12997,1483,1758,,716501,676232,734773,749597,716141,677372,782599,830883,716679,790366,,20797,27727,36187,29959,29503,37983,41206,62508,53784,56103
842549,"Jacks and hoists of a kind used for raising vehicles, not hydraulic",1375,3977,4026,2223,1477,1322,1936,1953,1611,1746,,17157,16111,13110,14783,13267,12526,14288,14894,12773,11869,,36636,39615,34035,18289,21966,23143,25918,25075,21527,23326
901730,"Micrometers, callipers and gauges (excluding gauges without adjustable devices of subheading ...",1079,1453,1350,1193,1470,1360,1471,1824,956,1730,,179917,146917,163140,148374,140238,143951,171672,171203,128738,149241,,4340,5686,5342,4499,5076,7624,10177,11227,9657,12632
30494,"Frozen meat, whether or not minced, of Alaska pollack """"Theragra chalcogramma"""" (excluding ...""",0,0,471,2897,1398,815,2602,1543,1777,1729,,9,94,619,2972,1365,795,2449,1930,3286,3782,,9569,12883,16687,4979,3854,1327,4486,2235,1882,1729
851531,"Fully or partly automatic machines for arc welding of metals, incl. plasma arc welding",8146,4324,4230,760,2170,3094,3328,1674,2806,1716,,309768,226675,224069,182918,192375,167804,269381,225625,204483,259413,,132516,173701,112786,117463,109414,53658,78469,79510,86694,125024
960350,"Brushes constituting parts of machines, appliances or vehicles",5290,4407,3206,1944,2526,6758,5627,6754,4858,1707,,59480,49903,50751,46360,49043,59640,65244,56586,56995,57659,,60869,70710,64531,45284,56897,74437,66175,57323,53003,69272
902230,X-ray tubes,5770,4742,1693,1774,2056,2178,2422,3004,3345,1696,,70991,66364,72481,69668,73089,80430,88379,91195,95047,108855,,21285,16456,16527,19267,22713,24170,30598,32433,41000,40829
391000,Silicones in primary forms,1151,1918,1271,1323,1165,1975,1218,1836,1745,1696,,749147,721849,723780,678020,691833,772778,860667,757122,718076,882768,,76856,81617,76781,64571,71392,91570,131890,114378,101108,141261
320890,"Paints and varnishes based, incl. enamels and lacquers, on synthetic polymers or chemically ...",417,669,453,456,558,550,735,1334,1516,1693,,1055391,828356,791873,714852,794327,994587,1044290,1027416,1087277,1193137,,273121,273932,272194,197914,192051,212119,201769,198368,185651,215552
848240,Needle roller bearings,902,820,1138,400,795,991,1304,1553,1404,1678,,271510,261975,252189,228920,236104,267737,278503,265096,212251,267927,,8788,8988,11333,6531,6675,9470,10036,9926,9441,11264
851230,Electrical sound signalling equipment for cycles or motor vehicles,1396,1455,998,793,784,1119,1397,1519,1184,1674,,29325,31930,39544,33289,41049,47443,56766,48526,41042,51922,,80938,70555,36349,17352,22556,32968,42806,39229,32503,41750
711292,"Waste and scrap of platinum, incl. metal clad with platinum, and other waste and scrap containing ...",0,0,0,0,0,0,0,652,40,1671,,538145,357694,266503,194338,181278,147106,248243,305933,506704,642596,,59746,97514,99230,67884,74548,63747,61136,107158,139812,244678
842121,Machinery and apparatus for filtering or purifying water,318,577,368,917,561,214,449,559,873,1657,,175461,147547,125474,110702,134889,128596,156083,154159,159748,156979,,394625,344582,339514,205036,240077,193687,234975,239747,210462,236054
846693,"Parts and accessories for machine tools for working metal by removing material, n.e.s.",1385,1589,1351,1575,1526,3598,2324,2089,1664,1655,,1027325,685252,791676,708933,669489,763121,822958,777910,599093,762813,,47454,50517,52898,46256,55022,67318,82382,73865,56047,67225
350691,Adhesives based on polymers of heading 3901 to 3913 or on rubber (excluding products suitable ...,2014,1742,1525,1814,1543,1326,795,1176,1313,1641,,516562,444557,463845,397184,411536,359704,360969,342819,305366,350142,,153572,159641,152403,114000,123462,138762,152318,141166,146823,170814
400911,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), not reinforced or otherwise ...",1166,1360,1479,739,783,1114,1495,1739,1327,1632,,202109,170260,147281,125882,115657,122693,124269,102468,83909,100585,,19757,22101,22494,12990,13698,15925,16954,17362,14121,18506
841950,"Heat-exchange units (excluding instantaneous heaters, storage water heaters, boilers and equipment ...",1000,866,993,1875,245,317,766,175,1224,1616,,560004,479637,468171,422736,501412,485040,502653,536568,445519,537663,,463703,473392,374459,240206,163410,229499,321872,182329,202944,206071
900319,"Frames and mountings for spectacles, goggles or the like (excluding of plastics)",890,745,721,187,260,429,863,1294,746,1605,,104602,89003,86277,76091,81084,87607,102149,120739,88035,119553,,27978,26372,22929,12521,13555,19807,23911,27860,22334,33938
380893,"Herbicides, anti-sprouting products and plant-growth regulators, put up in forms or packings ...",1217,629,735,570,711,883,589,587,2544,1598,,100632,85693,108978,124025,129407,127707,127699,130435,146431,171279,,210233,228936,249083,238324,343286,437667,332000,246972,228586,235240
853929,"Filament lamps, electric (excluding tungsten halogen lamps, lamps of a power <= 200 W and for ...",1163,1550,1123,1017,767,1213,1801,1763,1542,1597,,151294,140676,140953,119539,121727,104915,107510,99529,70052,78726,,15027,16258,12227,10356,9849,11759,12741,11155,10071,11984
