Product code,Product label,India's imports from Germany-Value in 2012,India's imports from Germany-Value in 2013,India's imports from Germany-Value in 2014,India's imports from Germany-Value in 2015,India's imports from Germany-Value in 2016,India's imports from Germany-Value in 2017,India's imports from Germany-Value in 2018,India's imports from Germany-Value in 2019,India's imports from Germany-Value in 2020,India's imports from Germany-Value in 2021,Germany's exports to world- ,Germany's exports to world-Value in 2012,Germany's exports to world-Value in 2013,Germany's exports to world-Value in 2014,Germany's exports to world-Value in 2015,Germany's exports to world-Value in 2016,Germany's exports to world-Value in 2017,Germany's exports to world-Value in 2018,Germany's exports to world-Value in 2019,Germany's exports to world-Value in 2020,Germany's exports to world-Value in 2021,India's imports from world- ,India's imports from world-Value in 2012,India's imports from world-Value in 2013,India's imports from world-Value in 2014,India's imports from world-Value in 2015,India's imports from world-Value in 2016,India's imports from world-Value in 2017,India's imports from world-Value in 2018,India's imports from world-Value in 2019,India's imports from world-Value in 2020,India's imports from world-Value in 2021
960629,"Buttons (excluding of plastics or base metal, not covered with textile material, press-fasteners, ...",193,96,110,80,23,7,3,1,20,20,,17139,17605,17674,13726,11223,10957,10897,8868,7580,6873,,9929,9795,8430,8640,6197,1950,2496,1900,672,956
910591,"Clocks, electrically operated (excluding wrist-watches, pocket-watches and other watches of ...",10,8,1,10,10,25,154,27,47,20,,17945,18968,21002,18445,18317,18998,20045,24259,22344,24225,,226,74,84,150,271,162,310,232,255,167
220720,Denatured ethyl alcohol and other spirits of any strength,7,58,2,125,26,74,78,69,7,20,,60943,28133,45768,42033,74579,44947,26823,27156,59079,43798,,27915,44403,86333,147728,190737,253189,265187,315227,305465,313729
340119,"Soap and organic surface-active products and preparations, in the form of bars, cakes, moulded ...",39,13,7,21,24954,5143,881,14,7,20,,34045,36658,43546,40987,48397,49266,76462,81524,99804,101898,,7203,3595,2671,1773,25896,38454,46300,63568,72341,136793
551299,"Woven fabrics containing >= 85% synthetic staple fibres by weight, dyed, made of yarn of different ...",142,4,9,82,1,50,116,71,45,20,,85658,83587,79521,56638,54059,64762,77783,65001,69488,71869,,1324,250,731,917,820,1009,1295,1647,1419,2621
400690,"Rods, bars, tubes, profiles and other forms of unvulcanised rubber, incl. mixed rubber, and ...",194,142,65,65,31,45,93,54,9,20,,37314,35417,35728,23382,26425,36435,68282,58534,46477,54554,,2939,2597,2349,1975,1342,1386,2136,1975,1502,2234
90220,Green tea in immediate packings of > 3 kg,83,163,199,354,157,290,216,198,66,20,,33735,41266,44225,39038,41474,40425,43549,39647,37080,39748,,1653,2731,5201,2837,3001,3422,4260,2392,2855,4530
293219,"Heterocyclic compounds with oxygen hetero-atom[s] only, containing an unfused furan ring, ...""",150,1075,808,400,519,588,390,333,272,20,,17183,14385,16238,14337,40496,70916,273067,618820,894671,1095187,,6723,12334,11243,13495,27490,39924,52753,55976,55892,59600
440122,Wood in chips or particles (excluding those of a kind used principally for dying or tanning ...,9,9,15,32,15,24,66,22,80,20,,11508,14937,17850,14510,16804,18206,21049,24529,30208,27481,,32,40320,64783,69909,54470,24622,15714,8607,129,90
621142,"Women's or girls' tracksuits and other garments, n.e.s. of cotton (excluding knitted or crocheted)",3,0,0,0,4,1,3,26,3,20,,39546,35348,34862,28235,29159,33341,43133,52966,52912,52422,,125,379,730,561,875,1031,1287,814,1449,1797
90411,"Pepper of the genus Piper, neither crushed nor ground",109,4,5,71,29,3,164,135,130,19,,44870,57904,58746,65572,71365,65337,45757,35255,36175,46546,,106540,96411,180120,195378,183163,164803,136876,93147,85570,171736
90962,"Juniper berries and seeds of anise, badian, caraway or fennel, crushed or ground",0,0,0,0,0,0,3,0,37,19,,5561,5961,6690,6407,7111,8290,9368,9224,9689,10402,,0,806,541,627,404,432,748,648,721,418
850163,"AC generators """"alternators"""", of an output > 375 kVA but <= 750 kVA (excl. photovoltaic  ...""",0,0,3,0,0,7,0,0,0,19,,6145,8394,4748,3227,3785,7313,4853,18001,4195,4433,,191,1069,3808,176,515,205,302,488,318,2026
480256,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",44,16,58,203,196,43,1,14,19,19,,263663,255528,251023,206987,172027,169515,197577,188048,156758,169337,,5678,4626,10896,11852,22190,61719,41244,42268,13482,2978
170290,"Sugars in solid form, incl. invert sugar and chemically pure maltose, and sugar and sugar syrup ...",397,6,1641,1861,876,137,77,100,112,19,,48749,53153,56688,48737,54143,55894,59254,56250,63560,80951,,1574,1357,3062,3591,3968,2389,3641,4662,3292,4157
620530,"Men's or boys' shirts of man-made fibres (excluding knitted or crocheted, nightshirts, singlets ...",16,0,1,0,2,1,30,26,41,19,,24841,30885,38780,30059,33145,37613,46531,51494,44394,46428,,292,1460,1976,1330,1618,2355,5168,7254,3567,3500
381700,Mixed alkylbenzenes and mixed alkylnaphthalenes produced by the alkylation of benzene and naphthalene ...,35,58,88,27,15,15,307,851,666,19,,67281,71229,55980,19192,18215,18068,15141,12428,13849,15042,,191380,270065,229076,253453,247708,273244,283983,353903,270297,437078
701952,"Woven fabrics, incl. narrow fabrics, of glass filaments, of width of > 30 cm, plain weave, ...",15,51,29,15,51,55,29,3,30,19,,24562,26845,25949,21913,23015,27071,27400,28493,25285,33578,,713,605,1852,809,1173,788,2059,2673,2638,4439
540751,"Woven fabrics of yarn containing >= 85% by weight of textured polyester filaments, incl. monofilament ...",40,2,0,11,39,34,135,46,0,19,,8035,11372,8898,9809,8582,13741,11204,17719,8201,11440,,1636,696,1373,2297,1879,3820,3958,5512,2469,2497
540244,"Synthetic filament elastomeric yarn, single, untwisted or with a twist of <= 50 turns per metre ...",297,105,328,381,68,15,57,29,85,19,,49774,52663,52646,47095,41860,47125,42850,38827,34010,40669,,60982,65628,82966,98664,98142,113554,133841,135303,52784,104600
790390,"Zinc powders and flakes (excluding grains of zinc, and spangles of heading 8308, and zinc dust)",60,26,28,33,24,28,28,53,113,19,,34325,33078,47098,34904,39425,44429,49526,43747,49440,51580,,2434,2358,2364,3305,4274,4316,5748,5202,3202,5118
180400,"Cocoa butter, fat and oil",2,0,0,2,2,0,13,17,21,19,,159641,255549,494807,425036,495472,422218,493788,520118,463446,545895,,3758,9003,27810,40135,34915,39587,45752,53889,55776,85401
480210,Handmade paper and paperboard of any size or shape,270,229,298,102,6,2,0,5,29,18,,0,0,0,0,0,0,0,0,0,0,,5806,5247,4364,2892,2847,2071,849,2181,2143,1270
660110,Garden or similar umbrellas (excluding beach tents),3,1,3,22,1,1,36,87,36,18,,21365,23844,27554,24636,51914,22826,25955,26682,30182,41085,,1788,1494,2021,2122,2004,3106,4997,4460,4441,4268
961519,"Combs, hair-slides and the like (excluding of hard rubber or plastics)",21,0,4,3,0,0,5,0,53,18,,13784,14871,14670,13444,15187,16099,13363,11862,17948,21923,,2099,2612,2929,4227,6046,17624,20631,22883,11682,16957
851210,Electric lighting or visual signalling equipment of a kind used for bicycles (other than lamps ...,0,0,0,1,5,16,11,11,74,18,,29575,29821,30528,28493,27197,28128,34839,40954,49152,63631,,615,516,643,425,879,735,3604,2710,1072,1450
330520,Preparations for permanent waving or straightening,21,0,0,0,23,99,43,40,11,18,,25500,23698,22288,18123,16113,17289,17703,17212,15830,17817,,1206,2205,2519,1187,961,1332,2039,1852,1591,3321
811299,"Articles of niobium """"columbium"""", gallium, indium, vanadium and germanium, n.e.s.""""",280,849,268,71,86,249,101,11,253,18,,30078,22395,18709,16115,15592,15314,19249,12111,10827,9453,,5050,5897,7052,8993,6058,13239,21541,7877,6241,12432
840120,"Machinery and apparatus for isotopic separation and parts thereof, n.e.s. [Euratom]",0,0,0,7,0,0,0,0,0,18,,244987,243735,180708,42423,28366,27920,20814,12758,5951,6569,,0,0,0,7,0,6,0,0,0,18
281610,Hydroxide and peroxide of magnesium,1,0,1,0,14,16,187,21,110,18,,0,0,0,0,0,10235,8058,7037,7474,9897,,942,1386,1359,633,910,2000,2269,1748,2186,2617
291816,"Gluconic acid, its salts and esters",276,0,1,3,8,4,2,9,22,18,,6960,8997,8006,7529,7167,7871,7908,6729,7120,8698,,21718,19921,19017,17490,19420,23060,30363,34656,36512,44722
420239,"Wallets, purses, key-cases, cigarette-cases, tobacco-pouches and similar articles of a kind ...",4,8,8,5,45,31,49,7,1,18,,9524,8792,9157,10282,9777,10070,13500,13703,9264,7272,,661,619,1072,543,951,2592,2687,3224,1452,1251
293980,"Non-vegetal alkaloids, natural or reproduced by synthesis, and their salts, ethers, esters ...",0,0,0,0,0,414,59,286,225,18,,0,0,0,0,0,184,198,319,508,377,,0,0,0,0,0,2972,3026,3637,3327,1725
730429,"Casing and tubing, seamless, of iron or steel, of a kind used in drilling for oil or gas (excluding ...",930,8566,1554,1167,148,622,2010,45,186,18,,615769,522743,467047,226200,162109,117753,198670,167332,126796,135451,,126674,91568,98038,37252,59789,27900,76691,139328,78896,47402
840390,"Parts of central heating boilers, n.e.s.",154,166,34,4,19,727,41,33,2,18,,277459,358616,346403,371470,257142,282882,315816,261046,248552,295479,,72257,1615,1542,22802,441,1349,451,448,316,293
560221,"Felt, not impregnated, coated, covered or laminated, of wool or fine animal hair, n.e.s. (excluding ...",12,15,28,16,37,32,53,26,61,18,,25373,27581,28088,22741,24516,26724,30396,31086,23256,26910,,86,93,115,161,166,197,309,441,360,648
710410,"Quartz, piezoelectric, of synthetic or reconstructed stone whether or not worked or graded, ...",4,33,0,7,13,4,0,3,0,18,,753,609,350,345,406,1222,563,586,518,779,,48,336,92,388,12658,2693,150,820,292,86
400700,Vulcanised rubber thread and cord (excluding ungimped single thread with a diameter of > 5 ...,7,34,8,4,1,5,1,2,8,18,,4072,4027,3895,2009,2486,2818,4383,4084,4478,5212,,8532,7449,9983,12806,11117,12471,11550,8812,5721,9580
621040,"Men's or boys' garments of textile fabrics, rubberised or impregnated, coated, covered or laminated ...",27,72,18,1,7,1,26,85,33,18,,172453,190290,191053,125232,127045,144851,155714,179637,168308,196134,,1979,3322,2304,1909,1836,4546,7571,6612,4777,4980
560819,"Knotted netting of twine, cordage, ropes or cables, by the piece or metre; made-up nets, of ...",27,12,8,6,2,4,23,15,23,18,,38867,41112,50185,46135,49968,59848,66705,58726,66004,76392,,528,682,960,940,681,1546,2560,2019,1264,760
810196,Tungsten wire,1459,1079,1257,27,2,19,251,41,12,17,,13119,12287,12694,10095,12283,12735,11657,8482,5606,6124,,15735,14671,14202,12529,10309,10904,10762,7946,6841,9085
870192,"Tractors, of an engine power > 18 kW but <= 37 kW (excl. those of heading 8709, pedestrian-controlled ...",0,0,0,0,0,0,0,11,51,17,,0,0,0,0,0,145818,34409,29471,37099,45163,,0,0,0,0,0,10793,22445,34439,28343,17733
852791,"Radio-broadcast receivers, for mains operation only, combined with sound recording or reproducing ...",1,2,0,7,0,0,0,2,0,17,,174277,165507,148375,121565,116652,118334,113971,119458,115636,125115,,5374,5758,55511,48620,33392,23343,24597,6205,2065,4052
252390,"Cement, whether or not coloured (excluding portland cement and aluminous cement)",332,1262,2013,322,19,209,93,5,71,17,,181895,177483,196458,172609,164058,179260,211601,225272,206346,236150,,5664,6808,7734,5802,7147,6946,7937,7014,7356,6945
722820,"Bars and rods of silico-manganese steel (excluding semi-finished products, flat-rolled products ...",14,0,15,14,0,7,2,3,0,17,,21883,19264,13047,9245,11507,19446,29797,25776,22140,36399,,954,1222,685,9770,5428,1949,2605,2592,1994,1091
250610,Quartz (excluding quartz sands),36,22,27,86,0,11,7,1,22,17,,9278,9166,9354,7319,2441,2951,3956,2420,2744,4128,,243,132,49,215,80,104,93,128,140,281
600522,"Dyed cotton warp knit fabrics """"incl. those made on galloon knitting machines"""", of a width ...""",0,0,0,2,0,0,0,0,2,17,,1956,1982,1478,1344,1153,1210,1315,1026,2051,2644,,1146,1378,1385,1578,1640,1491,845,853,4522,5160
600122,"Looped pile fabrics of man-made fibres, knitted or crocheted",13,0,13,0,0,28,244,1485,1154,17,,74170,50908,23796,17730,16424,16730,19078,16376,28660,30348,,465,664,585,664,700,576,2075,4333,3410,4732
551513,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,3,0,0,2,0,0,12,17,,43765,44967,45384,33188,29748,33460,35858,32712,19245,18866,,1240,1993,5195,4980,5104,3845,3367,3326,3015,4512
854099,"Parts of thermionic, cold cathode or photo cathode valves and tubes, n.e.s. (excluding parts ...",139,203,84,99,54,28,17,38,8,17,,6807,8189,6965,5815,4433,4914,5248,6526,6232,5939,,11400,7659,5391,6221,3589,3462,3741,1906,1943,870
401170,"New pneumatic tyres, of rubber, of a kind used on agricultural or forestry vehicles and machines",0,0,0,0,0,4,107,119,122,17,,0,0,0,0,0,46732,51160,46259,47950,56622,,0,0,0,0,0,2166,3956,1433,1088,1288
520420,"Cotton sewing thread, put up for retail sale",23,7,2,6,30,22,9,77,10,17,,6298,6300,6024,4676,3165,3242,3113,2782,4178,3953,,132,232,95,74,57,77,68,243,296,497
845130,"Ironing machines and presses, incl. fusing presses (excluding calenders)",456,521,551,296,319,851,534,264,68,17,,81863,72594,76197,61641,64237,74436,86519,78384,68239,64985,,8154,8864,7456,8145,8571,9956,11868,12238,9875,8315
847050,Cash registers incorporating a calculating device,49,0,0,12,23,34,75,5,12,17,,126907,134496,116157,101259,104270,113875,131994,116444,125202,170057,,11848,18396,16674,31156,57742,155492,55400,125082,99005,145119
930510,"Parts and accessories for revolvers or pistols, n.e.s.",5,17,4,2,8,123,1,10,4,17,,20033,28731,17084,10688,15764,11843,12446,14232,17292,22589,,11,104,9,2,13,132,2,83,144,77
810390,"Articles of tantalum, n.e.s.",88,15,3,12,5,195,2,23,237,17,,17349,16427,14702,12803,9458,10902,12561,12921,13476,14791,,311,338,602,465,509,812,390,380,700,973
630619,"Tarpaulins, awnings and sunblinds of textile materials (excluding of synthetic fibres and flat ...",23,138,108,166,127,339,308,181,64,17,,10107,8582,9004,7248,8690,9251,10226,9414,10179,13027,,452,652,473,1198,1028,1874,3790,4631,5526,9091
721720,"Wire of iron or non-alloy steel, in coils, plated or coated with zinc (excluding bars and rods)",259,347,173,49,90,114,294,89,39,17,,102351,103550,104988,83376,77440,91121,97278,88526,83417,109768,,23062,15389,38129,42854,39820,37446,54900,39464,20494,17892
570242,"Carpets and other floor coverings, of man-made textile materials, woven, not tufted or flocked, ...",1,0,56,0,34,104,71,50,3,17,,43836,46454,46206,38296,48498,47122,51358,71450,79071,99406,,4428,5490,4996,4772,3274,4898,8013,8294,6182,12192
620590,"Men's or boys' shirts of textile materials (excluding of cotton or man-made fibres, knitted ...",25,7,13,4,24,5,25,9,11,17,,13698,13197,15535,24050,23136,24558,32009,30047,29711,34947,,2429,6572,5067,7727,6769,4983,8011,12575,5683,6324
843320,"Mowers, incl. cutter bars for tractor mounting (excluding mowers for lawns, parks or sports ...",10,2,14,0,9,0,11,0,30,17,,331306,344426,306646,297855,274507,294525,342984,365455,335108,402937,,296,179,177,243,352,298,441,2071,631,309
380859,Goods of heading 3808 containing one or more of the following substances: alachlor (ISO); aldicarb ...,0,0,0,0,0,0,0,7,9,16,,0,0,0,0,0,2151,1085,1202,1087,846,,0,0,0,0,0,0,28,83,64,187
910599,"Clocks (excluding electrically operated, wrist-watches, pocket-watches and other watches of ...",26,32,28,38,9,16,53,18,2,16,,9533,9305,10741,8503,6629,7243,6497,5459,3328,4102,,3200,3077,2834,2408,2350,2931,3009,2247,827,1242
330124,"Oils of peppermint """"Mentha piperita"""", whether or not terpeneless, incl. concretes and absolutes""""",33,39,33,57,30,38,331,26,24,16,,7307,9499,7083,6018,7623,11461,8937,8004,8809,11518,,522,1124,959,1220,1761,4003,4212,6585,5409,7160
482090,"Blotting pads and similar articles of stationery, of paper and paperboard, and book covers ...",160,114,93,57,55,27,43,48,12,16,,13530,13008,14323,12631,13933,15090,16654,15378,14248,16086,,2520,2650,2177,2433,2329,2052,1459,1677,777,890
480442,"Kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular ...",0,0,0,0,0,0,44,30,0,16,,92,69,21,380,545,3203,3320,2564,1602,2327,,1884,1570,4443,451,437,107,447,288,842,2004
290241,O-Xylene,4264,2824,0,0,817,101,10,7,11,16,,117946,115309,92543,44815,44620,45609,43709,44781,26078,32488,,70116,67497,44603,31094,17347,18144,19352,21221,11937,14593
282890,"Hypochlorites, chlorites and hypobromites (excluding calcium hypochlorites)",27,30,246,31,20,17,49,52,22,16,,15848,18650,36424,19019,19269,24159,29913,30879,35995,40288,,3103,2923,4404,5455,5135,4844,10613,8784,9015,11622
540245,"Filament yarn of nylon or other polyamides, incl. monofilament of < 67 decitex, single, untwisted ...",1687,291,162,138,56,225,103,47,13,16,,59667,40805,38748,27253,23142,28859,24534,5616,5273,16942,,76779,81059,74810,66927,56043,55989,51518,59225,23033,63715
961390,"Parts of lighters, n.e.s.",61,18,18,0,0,1,5,12,58,16,,4594,3705,2940,1873,2543,2048,1480,960,2092,2008,,4842,5001,4712,4686,5088,5056,4490,4740,4962,6224
720853,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...",73,1,47,140,117,29,27,1,4,16,,65808,56566,53880,45776,42241,50911,51237,44239,39715,75397,,1518,5625,1568,1235,1313,203,3531,2595,2304,3861
731420,"Grill, netting and fencing, welded at the intersection, having a mesh size of >= 100 cm©÷, of ...",41,13,8,37,14,7,10,16,7,16,,396350,399194,282084,226324,240711,298954,342702,290639,266202,396302,,1362,1762,668,667,493,568,2144,6382,3723,3307
650699,"Headgear, whether or not lined or trimmed, n.e.s.",30,4,4,4,26,10,20,18,14,16,,6051,6814,6137,4506,7122,7039,7415,7853,6842,7170,,1358,1273,1492,940,992,628,1253,1116,324,1144
700330,"Profiles of glass, whether or not having an absorbent, reflecting or non-reflecting layer, ...",2,157,0,0,7,0,6,3,0,16,,7632,6089,6820,5174,4166,5009,7258,7522,4133,4653,,628,1075,590,624,99,203,306,330,751,791
250300,"Sulphur of all kinds (excluding sublimed sulphur, precipitated sulphur and colloidal sulphur)",0,0,0,3,17,3,7,9,11,16,,175971,152516,150671,130028,108670,101178,47705,42379,32061,48648,,440439,160676,277631,238496,146125,137024,212304,161575,109793,384187
621230,"Corselettes of all types of textile materials, whether or not elasticated, incl. knitted or ...",0,0,0,0,0,0,0,0,0,15,,13364,9761,9725,7600,7753,7969,10159,8129,5868,7135,,1,112,35,66,14,69,219,121,146,192
620442,Women's or girls' dresses of cotton (excluding knitted or crocheted and petticoats),204,1,22,5,9,0,45,40,0,15,,149374,120785,110817,84499,93709,137988,169321,181110,189321,218185,,3123,1962,2201,2571,2642,3581,5456,4524,3296,6182
620199,"Men's or boys' anoraks, incl. ski jackets, windcheaters, wind-jackets and similar articles ...",10,4,2,37,1,0,1,1,7,15,,5374,8737,9200,8502,7958,5584,4469,4929,4637,3739,,368,424,302,709,652,939,775,790,693,554
750521,Wire of non-alloy nickel (excluding electrically insulated products),718,565,135,140,33,43,45,6,45,15,,9585,9236,8302,7215,6112,8260,7988,7955,6955,11708,,2902,774,758,277,226,259,233,1039,534,110
850740,Nickel-iron accumulators (excluding spent),0,1,2,0,0,0,0,3,27,15,,2878,3221,1842,1328,1303,801,790,664,771,687,,637,1059,1893,942,451,6,33,227,200,308
620462,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of cotton (excluding ...",383,62,9,21,26,1,86,128,6,15,,847576,957224,934099,756541,764077,886837,1033607,980381,975237,1141550,,15557,19077,20643,27199,30259,32297,55488,50279,30136,45004
940421,"Mattresses of cellular rubber or plastics, whether or not covered",8,0,0,0,0,3,1,249,109,15,,69596,72859,73339,62092,62116,69086,77123,69920,93456,164902,,1793,1371,1298,1415,1327,1857,2587,2858,2045,3239
