Product code,Product label,"Korea, Republic of's imports from Russian Federation-Value in 2012","Korea, Republic of's imports from Russian Federation-Value in 2013","Korea, Republic of's imports from Russian Federation-Value in 2014","Korea, Republic of's imports from Russian Federation-Value in 2015","Korea, Republic of's imports from Russian Federation-Value in 2016","Korea, Republic of's imports from Russian Federation-Value in 2017","Korea, Republic of's imports from Russian Federation-Value in 2018","Korea, Republic of's imports from Russian Federation-Value in 2019","Korea, Republic of's imports from Russian Federation-Value in 2020","Korea, Republic of's imports from Russian Federation-Value in 2021",Russian Federation's exports to world- ,Russian Federation's exports to world-Value in 2012,Russian Federation's exports to world-Value in 2013,Russian Federation's exports to world-Value in 2014,Russian Federation's exports to world-Value in 2015,Russian Federation's exports to world-Value in 2016,Russian Federation's exports to world-Value in 2017,Russian Federation's exports to world-Value in 2018,Russian Federation's exports to world-Value in 2019,Russian Federation's exports to world-Value in 2020,Russian Federation's exports to world-Value in 2021,"Korea, Republic of's imports from world- ","Korea, Republic of's imports from world-Value in 2012","Korea, Republic of's imports from world-Value in 2013","Korea, Republic of's imports from world-Value in 2014","Korea, Republic of's imports from world-Value in 2015","Korea, Republic of's imports from world-Value in 2016","Korea, Republic of's imports from world-Value in 2017","Korea, Republic of's imports from world-Value in 2018","Korea, Republic of's imports from world-Value in 2019","Korea, Republic of's imports from world-Value in 2020","Korea, Republic of's imports from world-Value in 2021"
860799,"Parts of rolling stock of heading 8603, 8604, 8605 or 8606, n.e.s.",0,0,0,0,0,0,0,0,0,0,,41181,40778,30364,15677,16367,22737,15089,15739,13663,57071,,14518,25197,31242,28474,12133,14485,27540,40829,40975,54278
870370,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,69,50,118,5,,0,0,0,0,0,202,0,64,30,4
701951,"Woven fabrics, incl. narrow fabrics, of glass, of a width of <= 30 cm (excluding rovings)",0,0,0,0,0,0,0,0,0,0,,342,305,451,537,399,567,940,1483,1619,2108,,2338,1941,2300,3125,1916,1729,2269,2241,2195,2600
710229,"Industrial diamonds, worked, but not mounted or set (excluding unmounted stones for pick-up ...",0,0,0,0,0,0,0,0,0,0,,0,10,5,0,0,0,0,0,1,0,,414,317,239,360,177,193,214,208,569,417
701911,"Glass fibre threads """"chopped strands"""", cut into lengths <= 50 mm""""",2,3,0,0,0,0,0,0,0,0,,2031,1883,2457,1910,1246,993,1472,1620,837,2073,,57001,70051,79896,84514,96804,96325,99327,80577,69686,99321
710700,"Base metals clad with silver, not further worked than semi-manufactured",0,0,0,0,0,0,0,0,0,0,,0,0,22,0,0,0,10,0,0,0,,13779,7409,4599,3792,5745,5019,4190,3823,3420,4937
711419,"Articles of goldsmiths' or silversmiths' wares or parts thereof, of precious metal other than ...",0,0,0,0,0,0,2,0,0,0,,56,3373,250,2767,63,261,13,53,63,200,,336,690,742,724,1134,1786,2899,1141,664,1966
711711,"Cuff links and studs, of base metal, whether or not clad with silver, gold or platinum",0,0,0,0,0,0,0,0,0,0,,33,10,14,4,25,27,19,21,33,30,,713,544,490,592,462,513,628,495,318,495
720270,Ferro-molybdenum,0,0,0,0,0,0,0,326,0,0,,144478,132490,108747,75998,55924,53932,31058,39732,20625,29221,,6562,779,13157,572,10051,23154,5162,13300,348,62129
701690,"Paving blocks, slabs, bricks, squares, tiles and other articles of pressed or moulded glass, ...",0,0,0,0,0,0,0,7,0,0,,381,489,140,174,5247,4793,840,1739,2483,526,,9162,6922,14296,8534,3385,5123,7430,8718,5332,6446
700100,"Cullet and other waste and scrap of glass; glass in the mass (excl. glass in the form of powder, ...",0,0,0,0,0,0,0,0,0,0,,1059,975,521,314,116,82,69,37,74,183,,6780,7726,10360,8174,5326,7066,5911,5920,5780,6144
700231,"Tubes of fused quartz or other fused silica, unworked",0,0,0,0,0,0,0,0,0,0,,64,65,179,156,221,311,209,200,113,77,,51068,37252,33582,36423,35739,48600,42178,30092,31848,40013
700521,"Float glass and surface ground glass, in sheets, coloured throughout the mass """"body tinted"""", ...""",0,0,0,0,0,0,0,0,0,0,,7178,11681,16367,11729,11625,14531,12776,12246,18205,17930,,51323,49022,67303,68191,63244,64033,68009,61760,59716,89204
700711,"Toughened """"tempered"""" safety glass, of size and shape suitable for incorporation in motor ...""",5,1,0,20,3,1,0,0,138,0,,2206,2085,1625,1524,4938,11231,25141,22462,13822,17378,,24648,29214,33925,31286,23889,21974,20240,20228,21515,18979
722619,"Flat-rolled products of silicon-electrical steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,124064,110027,91477,54900,45278,56538,73426,46273,35724,50837,,4001,4077,3537,4691,5457,6861,6206,5515,5127,7845
722720,"Bars and rods of silico-manganese steel, hot-rolled, in irregularly wound coils",0,0,0,0,0,0,0,0,0,0,,14641,19954,20139,11718,10595,11652,13682,13673,14304,22417,,378,206,276,215,91,4034,26799,24340,16602,35413
730290,"Sleepers """"cross-ties"""", check-rails, rack rails, chairs, chair wedges, rail clips, bedplates ...""",259,0,0,2,0,0,0,0,0,0,,10814,10768,11393,4769,6172,5992,5434,4126,4516,9186,,6144,39181,15270,19710,7860,3795,4590,4925,7362,3183
730411,"Line pipe of a kind used for oil or gas pipelines, seamless, of stainless steel",0,0,0,0,0,0,15,0,0,0,,3216,11036,742,387,2780,2701,1221,635,505,672,,72217,61140,74980,53250,38911,50268,41983,43536,46114,44887
730531,"Tubes and pipes having circular cross-sections and an external diameter of > 406,4 mm, of iron ...",0,0,0,0,0,0,0,0,0,0,,61408,74316,62370,48692,38439,42571,51962,55042,59112,110671,,182,3732,1236,918,593,607,754,287,1152,759
730611,"Line pipe of a kind used for oil or gas pipelines, welded, of flat-rolled products of stainless ...",0,0,0,0,0,0,0,0,0,0,,661,572,4417,654,907,789,365,588,441,3998,,12434,2278,10414,3168,4996,2105,2039,2684,357,616
730629,"Casing and tubing of a kind used in drilling for oil or gas, welded, of flat-rolled products ...",0,0,0,0,0,0,0,0,0,0,,20816,13828,8752,4791,945,22627,71688,40096,13765,62547,,2669,486,309,310,196,779,230,393,117,201
730669,"Tubes, pipes and hollow profiles, welded, of non-circular cross-section, of iron or steel (excluding ...",0,0,0,0,0,0,0,0,1,0,,214,337,319,847,380,728,2530,1499,1195,8605,,9253,9865,11916,12452,14626,19355,17683,15368,12691,11639
731021,"Cans of iron or steel, of a capacity of < 50 l, which are to be closed by soldering or crimping ...",0,0,0,0,0,0,0,8,0,0,,4143,4521,4272,9326,9399,14109,9342,7819,9734,11244,,514,574,8523,3104,3059,7514,22070,8186,4803,4866
720853,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...",0,0,0,0,0,0,0,0,0,0,,86936,88333,84420,47330,52455,60532,64567,58153,50827,77556,,2651,1208,1394,1217,4026,1536,5345,269,471,4250
720917,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...""",0,0,0,0,0,0,5,0,0,0,,408910,394475,421005,297287,246907,406729,339030,214357,169202,335852,,127038,112358,115561,86017,72055,83976,51514,85816,42850,82200
720990,"Flat-rolled products of iron or steel, of a width of >= 600 mm, cold-rolled """"cold-reduced"""", ...""",9,9,0,0,0,0,0,0,0,0,,351,465,164,178,327,518,602,940,809,4053,,10805,12348,19119,9844,10069,10009,10130,8814,3005,4491
721012,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,49308,41429,13789,15659,10942,13961,22940,18665,14713,29161,,19423,30780,32758,40590,29562,40612,34045,26840,33524,43878
721020,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,0,0,1329,2842,3285,2375,419,248,198,8,,0,39,7,19,21,0,0,0,299,356
721420,"Bars and rods, of iron or non-alloy steel, with indentations, ribs, groves or other deformations ...",0,0,0,0,0,0,0,0,0,0,,350656,293253,330353,295372,277113,380350,560221,450933,544358,745937,,304183,240571,290031,398128,441672,518038,307598,376909,215717,716192
721640,"L sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded, ...",0,0,0,0,0,0,1,0,0,0,,9343,7275,6370,5601,6069,7834,7697,5832,3649,6808,,145138,108598,92445,70856,45132,35803,53558,76899,43869,59529
721691,"Angles, shapes and sections, of iron or non-alloy steel, cold-formed or cold-finished from ...",0,0,0,0,0,0,0,0,0,0,,42604,32115,27753,21482,21136,19496,24070,29244,27949,41716,,15,11,78,195,129,221,783,3166,1241,1202
721790,"Wire of iron or non-alloy steel, in coils, plated or coated (excluding plated or coated with ...",0,0,27,1,0,0,72,0,0,0,,393,1852,1273,728,216,1085,427,219,1417,1610,,14727,16768,32830,37955,21766,17617,12638,30343,26918,32701
721923,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",0,0,0,0,0,0,0,0,0,0,,2038,5214,1917,3281,1928,3572,6937,3736,4925,5605,,3729,3467,3336,2262,10599,7776,7067,11341,1952,1613
721990,"Flat-rolled products of stainless steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,2084,1806,2629,1123,963,1440,1279,2132,3185,2024,,22468,50810,55193,37859,33531,39254,27271,22682,28372,22418
722240,"Angles, shapes and sections of stainless steel, n.e.s.",0,0,0,0,0,0,0,0,0,0,,323,156,1634,730,665,1182,648,627,674,1289,,46746,38268,40057,35928,31073,29738,37967,41163,33210,46374
811222,Chromium waste and scrap (excluding ash and residues containing chromium and chromium alloys ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,12,,15,1,108,25,72,26,76,50,8,5
820411,"Hand-operated spanners and wrenches, incl. torque meter wrenches, of base metal, non-adjustable",0,0,0,378,0,0,0,3,0,0,,5126,4177,3867,3920,3812,3749,6742,4908,4530,7347,,18613,18312,20364,20926,19704,23097,22282,21518,22328,26538
820713,"Rock-drilling or earth-boring tools, interchangeable, with working parts of sintered metal ...",0,0,0,0,0,0,0,0,0,0,,10438,10708,8313,5501,5936,6098,6036,6150,6345,9892,,1138,1565,2395,2497,5078,6269,5538,6641,5230,5436
821000,"Hand-operated mechanical devices, of base metal, weighing <= 10 kg, used in the preparation, ...",0,0,0,0,0,0,0,0,0,0,,1092,1033,961,770,855,773,1126,758,954,1238,,14685,8854,9487,9777,7517,8723,9885,10860,14374,17574
821210,Non-electric razors of base metal,1349,501,103,280,118,226,0,0,0,0,,26275,26196,27241,20732,17529,42542,26502,22195,21464,23800,,25973,30660,26068,28244,36500,32036,33099,37149,30470,26925
821410,"Paperknives, letter openers, erasing knives, pencil sharpeners and blades therefor, of base ...",0,0,0,0,0,0,0,0,0,0,,136,217,311,290,327,466,578,605,602,804,,5386,5255,5456,7293,6152,10372,9871,9599,10091,12390
761090,"Structures and parts of structures, of aluminium, n.e.s., and plates, rods, profiles, tubes ...",0,0,2,0,0,0,10,0,0,0,,17168,19305,14844,14450,18414,14794,14429,16595,16565,35562,,41960,35220,69022,75160,77049,50321,40768,42686,45753,52862
710410,"Quartz, piezoelectric, of synthetic or reconstructed stone whether or not worked or graded, ...",0,0,0,0,0,0,0,4,0,0,,15645,14620,5782,3890,5120,6369,7867,9327,8200,8780,,740,1047,906,1199,1446,2249,1339,796,730,717
810930,Zirconium waste and scrap (excluding ash and residues containing zirconium),10,0,0,0,0,0,0,0,0,0,,108,128,0,457,217,183,407,154,72,0,,152,558,269,376,123,143,125,160,118,138
731814,"Self-tapping screws, of iron or steel (excl. wood screws)",0,0,0,0,0,0,0,0,0,0,,4694,6135,6201,4916,5311,7807,7832,7834,8367,12385,,3204,2881,3221,3595,10138,12443,15223,16065,16977,26722
731990,"Knitting needles, bodkins, crochet hooks, embroidery stilettos and similar articles, for use ...",0,0,0,1,5,0,3,0,0,0,,42,59,113,78,150,195,221,251,240,291,,6250,6938,6670,7220,5258,4911,5505,4274,3986,4570
732182,"Stoves, heaters, grates, fires, wash boilers, braziers and similar appliances, of iron or steel, ...",0,0,0,1,0,0,0,0,0,0,,136,197,874,85,48,38,35,39,71,151,,1180,4161,2321,2866,5267,3274,1919,3780,5222,14791
732392,"Table, kitchen or other household articles, and parts thereof, of cast iron, enamelled (excluding ...",0,0,0,0,0,1,0,0,0,0,,14,58,114,29,113,94,286,118,303,762,,6986,11544,14287,18331,19318,13949,11627,11884,12263,18557
732510,"Articles of non-malleable cast iron, n.e.s.",0,0,0,0,0,0,0,0,0,0,,9385,8007,7246,4948,5586,7584,7154,8699,8412,15004,,3490,2725,4087,5235,12843,15144,22814,24439,21248,27512
740321,"Copper-zinc base alloys """"brass"""" unwrought""""",0,0,0,0,0,0,0,0,0,0,,40575,42198,18734,16671,40788,211242,63324,91529,98702,119939,,6474,2991,3544,1765,1900,2118,1531,712,402,356
740710,"Bars, rods and profiles, of refined copper, n.e.s.",397,7691,2144,0,0,0,0,0,0,0,,18399,34656,23050,11535,9119,7561,7154,5701,4912,15130,,15587,16308,9257,7303,6246,7468,8292,7580,6593,9704
740921,"Plates, sheets and strip, of copper-zinc base alloys """"brass"""", of a thickness of > 0,15 mm, ...""",0,0,0,0,0,0,0,0,0,0,,4849,5189,3177,2023,2686,3087,3717,2911,2264,4408,,43683,75857,74708,61650,40749,38797,37512,21562,23669,53384
741011,"Refined copper foil, not backed, of a thickness of <= 0,15 mm (excluding stamping foils of ...",6,2,0,0,0,0,0,0,0,0,,11892,12993,2355,796,1174,1005,1222,1411,1438,3283,,173939,203818,206193,215208,237285,292259,353255,339094,375148,495843
741022,"Copper alloy foil, backed, of a thickness """"excluding any backing"""" of <= 0,15 mm (excluding ...""",0,0,0,0,0,0,0,0,0,0,,39,21,13,14,8,15,49,15,58,24,,29574,23792,18237,14996,12000,15211,15921,15774,14191,17634
741110,Tubes and pipes of refined copper,0,0,0,0,0,0,0,0,0,0,,7327,5536,4959,2853,2376,2456,3618,5081,3332,5436,,47876,63915,66119,58533,53934,88648,112377,107525,126762,205302
741210,"Refined copper tube or pipe fittings """"e.g., couplings, elbows, sleeves""""""""",0,0,0,0,0,0,0,0,0,0,,36,43,148,81,166,193,382,509,450,847,,1322,2102,2631,2952,1751,2285,2044,3595,3204,4822
741521,"Washers, """"incl. spring washers and spring lock washers"""", of copper""""",0,0,0,0,0,0,0,0,0,0,,254,264,217,191,269,192,358,383,359,551,,137,101,221,400,346,642,596,800,643,761
750120,Nickel oxide sinters and other intermediate products of nickel metallurgy (excluding nickel ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,3,2,0,0,,312580,305882,179514,118419,169855,138059,102809,58773,90421,74000
750521,Wire of non-alloy nickel (excluding electrically insulated products),3,0,0,0,0,0,0,0,0,0,,53657,924,3500,759,180,372,107,34,29,2069,,2229,2342,3547,2543,2719,3133,4714,3744,2613,3129
750712,Tubes and pipes of nickel alloys,0,0,0,0,0,0,0,0,0,0,,1123,4948,5790,1780,3050,1370,160,1298,55,697,,140361,160998,128498,96698,67020,75634,70799,51509,36127,39559
750810,"Cloth, grill, netting and fencing, of nickel wire",0,0,0,0,0,0,0,0,0,0,,185,162,190,120,193,209,266,396,175,184,,264,231,1982,5053,1570,915,1083,1054,1043,744
560221,"Felt, not impregnated, coated, covered or laminated, of wool or fine animal hair, n.e.s. (excluding ...",0,0,0,0,0,0,0,0,0,0,,565,841,576,235,279,317,384,354,256,275,,2039,1471,1297,1184,997,1189,1149,1008,924,1045
441912,Chopsticks of bamboo,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,73,119,204,173,440,,0,0,0,0,0,4949,6014,6636,8085,10665
620412,"Women's or girls' suits of cotton (excluding knitted or crocheted, ski overalls and swimwear)",0,0,0,0,0,0,0,0,0,0,,13,34,91,74,78,165,171,98,119,120,,1610,2000,1524,1097,1494,1273,885,563,646,1185
620413,"Women's or girls' suits of synthetic fibres (excluding knitted or crocheted, ski overalls and ...",0,0,0,0,0,0,0,0,0,0,,17,197,287,89,49,125,120,4721,19372,9636,,1181,1579,1153,2069,2462,7159,5951,4755,2901,4596
620791,"Men's or boys' singlets and other vests, bathrobes, dressing gowns and similar articles of ...",1,0,1,4,0,0,0,0,0,0,,116,257,301,232,145,104,116,128,240,343,,7863,5232,3775,3247,4486,4543,3479,2609,3013,3612
620811,Women's or girls' slips and petticoats of man-made fibres (excluding knitted or crocheted and ...,0,0,0,0,0,0,0,0,0,0,,0,9,38,21,35,11,3,32,28,7,,633,548,548,840,591,658,1121,1423,1246,1449
620899,"Women's or girls' singlets and other vests, briefs, panties, n?glig?s, bathrobes, dressing ...",0,0,0,0,0,0,0,0,0,0,,108,260,172,116,161,252,242,169,236,560,,3996,4178,2943,3681,4310,4003,4025,2811,2082,2822
621320,"Handkerchiefs of cotton, of which no side exceeds 60 cm (excluding knitted or crocheted)",0,0,0,0,0,0,0,0,0,0,,14,16,30,32,28,26,33,91,68,83,,972,1224,1308,1438,1792,1572,1623,1584,1077,1275
630210,"Bedlinen, knitted or crocheted",0,0,0,0,0,0,0,0,0,0,,305,693,589,386,534,507,738,1439,2934,3306,,1899,2338,6538,5248,3238,6472,5743,4787,9854,13291
630222,Printed bedlinen of man-made fibres (excluding knitted or crocheted),0,0,0,0,0,0,0,0,0,0,,97,616,917,462,346,234,265,275,644,358,,352,674,920,1372,3249,4532,5643,6703,7738,8722
630510,"Sacks and bags, for the packing of goods, of jute or other textile bast fibres of heading 5303",0,0,0,0,0,0,0,0,0,0,,0,10,22,17,3,6,6,9,12,5,,157,117,34,136,239,87,95,161,164,293
630520,"Sacks and bags, for the packing of goods, of cotton",0,0,0,0,0,0,0,0,0,0,,2,2,67,49,39,13,5,72,16,31,,142,184,166,357,1967,1843,2337,2290,2252,2345
620459,"Women's or girls' skirts and divided skirts of textile materials (excluding of wool, fine animal ...",0,0,1,0,0,0,6,1,9,0,,405,561,1045,2287,1143,1512,1553,961,690,810,,6609,5968,8064,8353,10246,12341,15498,17377,15526,16208
680299,"Monumental or building stone, in any form, polished, decorated or otherwise worked (excluding ...",1,0,0,0,0,0,0,0,0,0,,180,572,160,321,476,498,417,543,602,1147,,23584,17269,22688,22218,19166,18912,13922,11248,7269,9781
680410,"Millstones and grindstones, without frameworks, for milling, grinding or pulping",0,0,0,0,0,0,0,0,0,0,,110,81,84,296,351,920,868,647,359,807,,17136,12111,12755,12900,8949,9983,10752,13802,13112,13559
680520,"Natural or artificial abrasive powder or grain, on a base of paper or paperboard only, whether ...",0,0,0,0,0,0,0,0,0,0,,370,344,553,459,396,549,636,676,795,1064,,7441,6692,7802,7513,6480,7154,6825,7790,8451,11498
680620,"Exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials, ...",0,0,0,0,0,0,0,0,0,0,,7696,17347,10914,5705,4612,9092,7654,8533,9378,7164,,33714,7542,7456,6267,4880,5328,5701,4553,4285,5386
680710,"Articles of asphalt or of similar materials, e.g. petroleum bitumen or coal tar pitch, in rolls",0,0,0,0,0,0,0,0,0,0,,134686,129640,135249,110663,99200,115144,134711,154305,153941,197364,,2398,2107,2945,3042,3993,3082,3243,6363,2586,3148
680800,"Panels, boards, tiles, blocks and similar articles of vegetable fibre, of straw or of shavings, ...",0,0,0,0,0,0,0,0,0,0,,2096,2871,3017,3261,7832,6583,9858,12422,12015,18598,,21735,16933,17430,15936,15447,11917,8850,8820,5216,7372
680911,"Boards, sheets, panels, tiles and similar articles, of plaster or compositions based on plaster, ...",0,0,0,0,0,0,0,0,0,0,,8628,12483,14625,21659,20450,20557,19469,20529,19736,22700,,370,564,760,517,6877,5151,827,749,614,1398
681280,Fabricated crocidolite asbestos fibres; mixtures with a basis of crocidolite asbestos or with ...,0,0,0,0,0,0,0,0,0,0,,142,254,151,94,69,56,61,39,38,39,,32,0,0,0,0,0,0,0,0,0
681293,"Compressed asbestos fibre jointing, in sheets or rolls (excluding of crocidolite asbestos)",0,0,0,0,0,0,0,0,0,0,,6117,5863,4209,2861,3123,3952,3319,2526,2426,3713,,0,0,0,0,0,0,0,0,0,0
681520,Articles of peat (excluding textile products from peat fibres),0,0,0,0,0,0,0,0,0,0,,43,214,242,249,286,325,174,199,263,219,,28,55,18,54,50,194,62,194,215,377
690210,"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods containing, ...",0,0,0,0,0,0,0,0,0,0,,45785,38651,39395,26736,26850,37033,49476,39510,33605,46648,,105801,104516,122730,83608,95718,132323,145830,129140,87884,94989
690490,"Ceramic flooring blocks, support or filler tiles and the like (excluding those of siliceous ...",0,0,0,0,0,0,0,0,0,0,,351,227,774,1193,151,226,234,1210,324,441,,3088,4641,5174,3276,4187,3392,3942,2915,2719,2613
690730,"Ceramic mosaic cubes and the like, whether or not on a backing (excl. refractory and finishing ...",0,0,0,0,0,0,0,2,0,0,,0,0,0,0,134,2415,2175,2480,3246,3024,,0,0,0,0,0,5716,3912,3196,7515,8767
580900,"Woven fabrics of metal thread and woven fabrics of metallised yarn of heading 5605, of a kind ...",0,0,0,0,0,0,0,0,0,0,,2,1,1,10,25,7,7,11,18,16,,78,127,107,203,365,268,172,305,197,291
581100,"Quilted textile products in the piece, composed of one or more layers of textile materials ...",0,0,0,0,0,0,0,0,0,0,,678,516,711,776,1209,824,1078,1020,1771,2846,,1240,1421,3149,1918,1468,1527,1286,728,909,1248
590410,"Linoleum, whether or not cut to shape",0,0,0,0,0,0,0,0,0,0,,5427,3785,6287,4507,4353,4875,5554,6276,5242,7228,,2191,2198,1653,2186,1412,2084,1793,2063,2098,2743
591110,"Textile fabrics, felt and felt-lined woven fabrics, coated, covered or laminated with rubber, ...""",0,0,0,0,0,0,0,0,0,0,,166,50,206,132,105,177,287,185,129,116,,1269,2778,1490,2678,3089,5066,1626,1548,1090,1212
591190,"Textile products and articles, for technical purposes, specified in Note 7 to chapter 59, n.e.s.",0,0,0,3,2,0,13,8,0,0,,8207,7369,8771,6526,5105,6986,7939,7730,7274,10009,,39448,35809,41781,46570,60377,60666,60527,65578,82874,91672
