Product code,Product label,India's imports from Viet Nam-Value in 2012,India's imports from Viet Nam-Value in 2013,India's imports from Viet Nam-Value in 2014,India's imports from Viet Nam-Value in 2015,India's imports from Viet Nam-Value in 2016,India's imports from Viet Nam-Value in 2017,India's imports from Viet Nam-Value in 2018,India's imports from Viet Nam-Value in 2019,India's imports from Viet Nam-Value in 2020,India's imports from Viet Nam-Value in 2021,Viet Nam's exports to world- ,Viet Nam's exports to world-Value in 2012,Viet Nam's exports to world-Value in 2013,Viet Nam's exports to world-Value in 2014,Viet Nam's exports to world-Value in 2015,Viet Nam's exports to world-Value in 2016,Viet Nam's exports to world-Value in 2017,Viet Nam's exports to world-Value in 2018,Viet Nam's exports to world-Value in 2019,Viet Nam's exports to world-Value in 2020,Viet Nam's exports to world-Value in 2021,India's imports from world- ,India's imports from world-Value in 2012,India's imports from world-Value in 2013,India's imports from world-Value in 2014,India's imports from world-Value in 2015,India's imports from world-Value in 2016,India's imports from world-Value in 2017,India's imports from world-Value in 2018,India's imports from world-Value in 2019,India's imports from world-Value in 2020,India's imports from world-Value in 2021
521049,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,16,41,1152,1241,863,,313,6,24,84,906,1939,5599,3483,2544,3297,,136,83,44,95,118,71,983,1998,1963,1893
190590,"Bread, pastry, cakes, biscuits and other bakers' wares, whether or not containing cocoa; communion ...",1478,2194,427,1060,312,265,350,274,875,861,,117283,126708,119380,115947,159037,169934,188621,197634,193019,196830,,7973,9697,7672,10669,6543,9611,14656,15802,23947,41537
90620,Crushed or ground cinnamon and cinnamon-tree flowers,0,294,366,816,48,0,109,386,1684,857,,5721,7099,11259,11934,12357,18900,24232,27525,44178,67516,,0,415,508,912,87,5,152,538,2087,1093
830241,Base metal mountings and fittings suitable for buildings (excluding locks with keys and hinges),15,0,0,0,0,12,41,0,0,851,,3386,5178,7496,8830,10947,14077,18696,19092,19030,106902,,42139,47510,52347,54399,56351,59749,74843,73732,46871,71060
960720,Parts of slide fasteners,157,158,199,131,208,208,200,336,386,842,,3008,4640,6212,7682,8711,10775,12744,11452,11590,11286,,20785,22970,23294,22349,20991,25339,28975,31293,18339,29178
170490,"Sugar confectionery not containing cocoa, incl. white chocolate (excl. chewing gum)",43,7,9,0,2,5,37,394,567,835,,65990,70321,72353,63935,66284,64227,63659,63700,55622,92108,,16200,13450,15274,14015,16830,18139,20826,21631,17453,27793
841391,"Parts of pumps for liquids, n.e.s.",78,2,32,5,5,27,60,31,349,832,,16255,15806,15554,13157,20139,35724,53334,65413,58396,97644,,289839,263214,260140,232998,241137,254834,338528,289011,231085,306139
410792,"Grain splits leather """"incl. parchment-dressed leather"""", of the portions, strips or sheets ...""",24,65,0,0,0,89,0,703,1012,830,,0,0,44,121,1,9,66,152,52,64982,,406,1123,1797,1703,1979,11613,13781,37182,25839,33346
850519,"Permanent magnets and articles intended to become permanent magnets after magnetization, of ...",8,0,1,0,0,0,0,4,296,827,,5407,4899,6300,6983,10145,10536,11545,11339,13004,22077,,28953,26056,28362,33705,33004,35111,41338,36329,35459,57348
310100,"Animal or vegetable fertilisers, whether or not mixed together or chemically treated; fertilisers ...",51,182,378,588,554,487,660,605,815,815,,13625,13061,10085,6243,10512,8320,5902,8945,6788,14518,,8180,11848,13405,15579,18807,21639,28637,28993,39959,43703
821410,"Paperknives, letter openers, erasing knives, pencil sharpeners and blades therefor, of base ...",0,0,0,1,0,0,282,459,602,812,,108,388,422,331,2467,6540,5810,5142,5475,5857,,1965,1627,1747,1686,1787,1769,2487,2435,1970,2928
740931,"Plates, sheets and strip, of copper-tin base alloys """"bronze"""", of a thickness of > 0,15 mm, ...""",0,0,0,0,0,0,0,0,4,802,,15,0,1,7,26,9,35,1043,5423,2705,,7399,10609,8299,6611,7483,10064,12702,9980,12944,26700
392310,"Boxes, cases, crates and similar articles for the conveyance or packaging of goods, of plastics",6,3,11,0,92,61,153,414,367,798,,39817,63413,52964,34285,39620,34909,34852,35829,38760,114640,,34267,46407,51561,54393,52551,63518,69948,54582,36627,52144
741999,"Articles of copper, n.e.s.",34,13,0,0,0,14,24,278,53,789,,2525,6352,5819,6166,8521,20965,30757,41021,24818,17022,,52278,42416,39177,40873,37496,48068,66177,66404,46883,67206
600536,"Unbleached or bleached warp knit fabrics of synthetic fibres """"incl. those made on galloon ...""",0,0,0,0,0,10,1465,1533,361,787,,0,0,0,0,0,0,3154,7551,4758,8866,,0,0,0,0,0,22360,30386,26900,17473,38948
851240,"Electrical windscreen wipers, defrosters and demisters, for motor vehicles",0,0,0,0,0,0,0,359,593,785,,20851,16897,17207,21341,20351,25281,35865,61594,61954,60531,,13524,12342,10572,6995,5120,5317,14330,10109,6969,11575
320649,"Inorganic or mineral colouring matter, n.e.s.; preparations based on inorganic or mineral colouring ...",110,130,104,124,378,1504,443,433,304,785,,6006,4699,3324,1862,1456,1760,729,3091,4329,31568,,53975,51328,54994,44418,40336,46113,60409,90444,77757,83335
850422,"Liquid dielectric transformers, having a power handling capacity > 650 kVA but <= 10.000 kVA",0,0,0,0,0,0,0,192,0,778,,10483,9486,11399,15402,9536,12643,18655,22961,22208,21186,,38227,41997,3463,4958,2416,8050,20641,12431,8024,11724
610230,"Women's or girls' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ...",6,0,30,49,142,271,269,229,635,759,,84507,114668,190777,233902,211848,215950,230301,237191,231313,347477,,98,343,436,920,1316,1537,1968,3605,3397,4630
690510,Roofing tiles,121,299,446,391,577,281,648,1066,547,753,,1835,2058,2485,3121,3046,3026,3703,3724,3995,1994,,2093,3226,7193,12026,15909,14501,17054,17667,13979,18318
870870,"Road wheels and parts and accessories thereof, for tractors, motor vehicles for the transport ...",149,63,408,252,261,113,0,344,578,753,,31708,20881,22548,19052,19474,22197,29193,47380,59526,74148,,116256,114235,134650,150509,147843,177202,190891,152872,88787,90989
850680,"Primary cells and primary batteries, electric (excluding spent, and those of silver oxide, ...",13784,4851,2356,2229,1824,2137,2805,386,194,749,,5614,8682,23212,7517,7962,13920,13293,15002,30499,8550,,127243,72804,59627,44842,43008,31250,44157,39442,21345,20285
610342,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of cotton, knitted or ...",13,15,11,66,137,90,91,342,231,742,,31780,34611,45362,71559,90111,108334,178286,252676,323042,527664,,318,1236,1553,3177,4380,4753,9037,10506,8487,17038
940320,"Metal furniture (excluding for offices, seats and medical, surgical, dental or veterinary  ...",18,38,49,148,129,25,196,120,334,741,,66908,88199,117584,151076,164064,182280,244778,401089,659403,1148407,,57251,57385,54092,45682,52144,55077,62194,65629,49248,75294
841590,"Parts of air conditioning machines, comprising a motor-driven fan and elements for changing ...",194,43,109,138,179,775,87,867,8854,733,,33016,34807,38266,35649,37610,45919,59117,59791,59604,44627,,299743,334456,344667,316726,278493,307447,382784,394901,275691,380792
860900,"Containers, incl. containers for the transport of fluids, specially designed and equipped for ...",23,133,25,0,58,7,0,3,23,732,,1479,1348,3126,699,416,388,1382,2199,2852,6491,,33408,40197,25721,33957,37483,51424,78877,80041,96237,120170
940190,"Parts of seats, n.e.s.",4,199,243,240,229,235,111,43,81,732,,130869,143016,165359,231403,204172,215179,300198,410920,408611,713865,,90448,112107,134584,152982,147415,168116,204573,186051,149772,198305
441114,"Medium density fibreboard """"MDF"""" of wood, of a thickness >?9?mm""""",5265,10525,11625,10430,12283,20161,19413,13129,3949,729,,19420,26147,29859,23989,27163,33126,29388,29910,28893,44259,,29669,32334,25618,24312,29829,37298,39475,29850,14875,11425
691090,"Ceramic sinks, washbasins, washbasin pedestals, baths, bidets, water closet pans, flushing ...",156,172,71,16,8,189,433,446,456,725,,368,1068,245,493,212,1025,211,850,567,112736,,47529,50461,57683,49117,54400,66305,81959,78531,48908,89018
845130,"Ironing machines and presses, incl. fusing presses (excluding calenders)",4,0,0,373,859,1081,273,714,367,724,,74,122,93,3809,4506,3430,3490,3669,1830,1968,,8154,8864,7456,8145,8571,9956,11868,12238,9875,8315
830160,"Parts of padlocks, locks, clasps and frames with clasps, incorporating locks, of base metal, ...",0,0,0,0,14,8,0,0,12,723,,1215,1676,1288,1156,1420,2441,5350,3984,6901,29308,,22860,25750,42611,46091,46245,47981,41686,31472,24756,43138
854430,"Ignition wiring sets and other wiring sets for vehicles, aircraft or ships",398,502,3000,395,49,108,308,176,119,712,,1630398,1868144,1962344,1974574,2008435,2311678,2599179,2825387,2676329,3230456,,66377,65176,85579,80871,69930,95262,114055,77996,57508,75975
90611,"Cinnamon """"Cinnamomum zeylanicum Blume"""" (excluding crushed and ground)""""",0,182,9,54,135,231,464,271,655,711,,20320,25749,39244,29633,33083,50665,57644,72904,97714,45941,,2932,3002,3322,3785,4959,5112,7650,6625,7452,7332
940360,"Wooden furniture (excluding for offices, kitchens and bedrooms, and seats)",697,883,699,396,302,786,823,1556,750,711,,832872,912531,1170711,1337505,1360439,1533406,1700448,1960324,2307078,4244570,,149581,141971,128769,135769,124207,152429,170395,141968,64550,66417
871491,"Frames and forks, and parts thereof, for cycles, n.e.s. (excluding for motorcycles)",233,0,0,0,0,339,357,137,427,706,,60245,78253,88158,111119,129482,147254,219952,258678,270154,281732,,10508,8809,13764,14797,19872,23351,51154,13262,9241,17572
640319,"Sports footwear, with outer soles of rubber, plastics, leather or composition leather and uppers ...",1410,1995,5250,1526,1913,3494,1843,316,171,701,,1197554,267525,305154,356342,225965,229706,280861,280583,149284,127850,,11303,13097,17440,10039,10835,17662,13034,4412,1809,2689
400932,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), reinforced or otherwise ...",65,750,1171,1473,1597,1884,2546,1900,510,697,,21,1,1,3,11,167,16388,15856,14659,11083,,5763,9300,10859,15832,13095,20084,21865,19933,15031,13848
441879,"Flooring panels, assembled, of wood (excluding multilayer panels and flooring panels for mosaic ...",0,19,0,0,0,30,690,1024,815,694,,11478,11358,13488,17726,27267,30367,54366,60352,65377,19259,,6456,5563,6430,6084,7885,13018,13277,10156,6779,10922
291732,Dioctyl orthophthalates,0,0,0,0,0,0,0,25,165,687,,10862,18971,13707,10399,4250,7604,5128,5368,26358,49941,,892,672,492,13,330,4786,48675,41128,9648,20311
291733,Dinonyl or didecyl orthophthalates,0,0,0,0,0,0,0,0,1027,683,,1,0,0,0,0,41,0,44,3348,12644,,311,17,1,45,79,5,2857,5185,9915,16661
841810,"Combined refrigerator-freezers, with separate external doors or drawers, or combinations thereof",170,223,100,572,198,1840,827,11,513,677,,1998,891,459,221,22814,80781,69191,73273,78917,105633,,96815,76995,103937,95930,113962,167029,140825,187278,151135,236858
701990,"Glass fibres and articles thereof, n.e.s.",90,0,120,148,176,172,258,324,609,662,,3175,4379,5403,4550,6610,8160,10436,13465,16824,20809,,39389,32480,37240,39552,46802,46127,61239,71722,62737,82159
701090,"Carboys, bottles, flasks, jars, pots, phials and other containers, of glass, of a kind used ...",0,1,1,0,0,0,0,15,419,660,,5635,10169,9559,12267,14448,20978,31032,21770,17534,23476,,47067,51788,43629,43489,37380,40545,53004,78043,68199,74548
847050,Cash registers incorporating a calculating device,4316,15178,9981,24306,33881,41870,2760,1153,4394,645,,4,326,9,4,51,13854,33326,42117,76020,542346,,11848,18396,16674,31156,57742,155492,55400,125082,99005,145119
844590,Machines for producing textile yarns and machines for preparing textile yarns for use on machines ...,0,0,0,0,0,0,0,0,0,638,,121,14,44,368,108,107,377,248,146,639,,53983,51683,42858,45469,35272,31187,21285,31240,12454,32609
820790,"Interchangeable tools for hand tools, whether or not power-operated, or for machine tools, ...",348,398,192,208,206,33,215,201,137,627,,3279,2714,1307,684,836,1248,5303,31334,51035,70842,,189262,193385,194870,128869,120789,121302,147760,135652,99441,114917
540419,Synthetic monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm (excluding ...,402,1474,5,0,0,0,30,16,108,625,,17,13,16,37,51,24,242,907,4974,11603,,14187,14319,14671,14547,15250,19362,24059,27130,20796,31678
845019,"Household or laundry-type washing machines, of a dry linen capacity <= 6 kg (excluding fully-automatic ...",0,1,1,0,0,3,1,48,3,598,,800,456,3,1,115,192,104,158,65,1707,,28553,22122,26820,18668,17067,21661,27068,17374,4911,5237
220299,"Non-alcoholic beverages (excl. water, fruit or vegetable juices, milk and beer)",0,0,0,0,0,122,310,547,286,597,,0,0,0,0,0,0,124118,121077,94235,82297,,0,0,0,0,0,79407,104353,126811,90149,153406
160419,"Prepared or preserved fish, whole or in pieces (excluding minced, merely smoked, and salmon, ...""",9,0,0,0,0,0,0,0,7,596,,93566,89500,100573,109431,95632,120835,117634,147058,145831,136238,,11,0,55,0,0,0,0,0,35,606
690740,Finishing ceramics (excl. refractory),0,0,0,0,0,232,112,59,866,594,,0,0,0,0,0,0,4365,345,686,3904,,0,0,0,0,0,11585,7906,4428,3925,2204
610520,"Men's or boys' shirts of man-made fibres, knitted or crocheted (excluding nightshirts, T-shirts, ...",40,52,97,69,116,361,764,1051,558,581,,181742,201010,213094,248033,294697,358643,356338,385959,290231,417989,,534,401,695,1435,1851,2559,3402,3976,3046,3196
261400,Titanium ores and concentrates,1158,243,91,35,0,0,0,353,748,578,,117187,79025,13805,6850,10239,7938,15466,13409,20824,180610,,49968,30895,18441,19803,20334,36588,44223,60561,42185,70570
392490,"Household articles and toilet articles, of plastics (excluding tableware, kitchenware, baths, ...",882,1173,1303,889,1033,713,694,508,232,572,,52983,58982,61723,69002,71723,83792,77573,98684,119694,152952,,17715,18508,21017,20125,16149,30831,46066,36783,25667,33382
130231,"Agar-agar, whether or not modified",0,0,0,0,0,51,341,0,359,567,,70,103,272,473,718,3694,3420,14577,11732,10302,,5574,6940,6597,5875,6025,7395,7649,8834,10287,7048
392321,"Sacks and bags, incl. cones, of polymers of ethylene",0,18,0,44,2,2,95,206,63,562,,396946,449274,515122,516201,541101,637727,756788,792276,762485,904378,,14645,16370,11653,15405,18213,16352,12046,10499,8695,26113
400219,"Styrene-butadiene rubber """"SBR""""; carboxylated styrene-butadiene rubber """"XSBR"""", in primary ...""",2130,0,708,268,26,0,0,0,0,558,,4457,3649,255,586,1156,982,1229,2542,1417,6774,,609597,463567,479076,271696,218916,270632,245438,178138,166532,352538
871499,"Parts and accessories, for bicycles, n.e.s.",261,48,224,66,32,247,446,181,401,556,,14474,10236,11835,14098,14086,16474,22703,30287,35453,65879,,150623,93026,29479,35379,68516,57124,52354,33625,34916,52857
611430,"Special garments for professional, sporting or other purposes, n.e.s., of man-made fibres, ...",0,0,0,1,31,114,133,436,221,555,,87911,112282,144722,127959,134244,169744,203722,251307,285610,398686,,177,225,5077,4572,4075,8019,5218,4174,3508,5068
848390,"Toothed wheels, chain sprockets and other transmission elements presented separately; parts ...",272,642,1059,489,245,667,341,365,314,544,,22727,25089,29807,34893,38430,43943,39100,31617,34204,93373,,173735,188150,177686,161932,190567,206077,231643,253530,206496,350977
210210,Active yeasts,43,0,0,0,667,508,1202,524,17,542,,8937,10227,11222,11876,12167,8946,14704,11626,11011,10330,,8955,9014,10444,11633,15532,15114,19861,19929,21776,29039
391910,"Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, in ...",0,25,0,0,1,48,13,306,123,542,,7363,4787,6430,8392,13643,21187,19469,31110,17058,38698,,14904,11156,13598,13979,13832,17187,26187,24497,24236,30058
691010,"Ceramic sinks, washbasins, washbasin pedestals, baths, bidets, water closet pans, flushing ...",1,8,362,579,554,714,779,758,364,541,,79229,94536,110542,94482,97436,117509,136371,155859,170430,122834,,18161,17884,23861,25042,23475,26365,28288,25496,18458,24813
847720,Extruders for working rubber or plastics,0,0,14,18,0,0,1023,0,128,541,,1182,576,113,744,387,318,1795,6116,196,993,,128609,67403,70955,149091,94178,131476,110175,144341,97055,170894
730719,Cast tube or pipe fittings of iron or steel (excluding products of non-malleable cast iron),2,0,17,0,1,0,0,13,0,540,,4015,6904,10130,10765,9233,9941,11256,12013,24776,39857,,10595,7409,6281,6743,5398,7421,16568,17228,9428,12755
871494,"Brakes, incl. coaster braking hubs and hub brakes, and parts thereof, for cycles (excluding ...",43,24,246,159,313,438,196,134,571,538,,13174,11204,16946,11753,11659,12354,13796,12576,14143,15094,,4417,4780,5641,5001,5290,5740,8947,5799,6857,12041
540233,Textured filament yarn of polyester (excluding that put up for retail sale),46,31,0,98,77,13,321,25,44,535,,180645,187937,171213,134667,109458,134907,154309,130682,139588,190009,,49907,58799,37665,30561,21703,22270,17189,19111,18258,32147
848220,"Tapered roller bearings, incl. cone and tapered roller assemblies",309,215,210,183,184,255,1187,917,153,534,,5093,6527,6795,6430,7440,7270,8587,9150,10780,25778,,142985,107921,110829,108619,111711,112783,173611,121689,77989,145720
940180,"Seats, n.e.s.",8,1,14,0,140,119,202,172,520,533,,26814,25405,28516,45116,33329,47519,69333,48750,45872,53114,,15944,20725,31531,32150,36539,46790,47560,38780,18563,30217
911390,"Watch straps, watch bands and watch bracelets, and parts thereof, n.e.s.",0,0,0,0,0,0,0,3,244,533,,8437,7272,8654,13140,14092,10614,11615,10794,8665,19858,,3312,7270,11062,9238,9507,3690,9357,7892,2492,4461
950659,"Badminton and similar rackets, whether or not strung (other than tennis rackets and table-tennis ...",39,81,101,89,59,133,98,114,111,530,,3327,3039,2399,1697,2284,1938,1596,2310,2018,1853,,10894,14194,12417,17042,15895,22181,21915,18959,14652,25764
853650,Switches for a voltage <= 1.000 V (excluding relays and automatic circuit breakers),265,41,144,136,144,258,624,211,742,529,,69160,88401,119337,127227,135157,178192,96909,118585,149315,372509,,179099,186256,182660,189694,182128,206770,249044,233994,210728,299084
854710,"Insulating fittings for electrical purposes, of ceramics",0,0,0,0,0,11,32,146,2,523,,16675,22270,24017,24337,24011,26448,27039,25964,24758,11646,,11747,6341,5218,5065,6811,3965,7525,6692,8726,6591
730900,"Reservoirs, tanks, vats and similar containers, of iron or steel, for any material other than ...""",0,0,0,0,22,16,22,9,385,522,,17614,35065,34236,34303,30898,30627,33199,40389,33609,32631,,26325,25158,23473,49018,15907,26948,30182,34533,25135,24312
440890,"Sheets for veneering, incl. those obtained by slicing laminated wood, for plywood or for other ...",16949,26764,27569,17478,11378,12367,6409,2728,970,521,,36770,34909,43970,43908,44159,38091,34814,48648,63051,54229,,30706,40587,54145,82494,89512,125264,137900,170609,84704,155613
