Product code,Product label,United States of America's imports from Saudi Arabia-Value in 2012,United States of America's imports from Saudi Arabia-Value in 2013,United States of America's imports from Saudi Arabia-Value in 2014,United States of America's imports from Saudi Arabia-Value in 2015,United States of America's imports from Saudi Arabia-Value in 2016,United States of America's imports from Saudi Arabia-Value in 2017,United States of America's imports from Saudi Arabia-Value in 2018,United States of America's imports from Saudi Arabia-Value in 2019,United States of America's imports from Saudi Arabia-Value in 2020,United States of America's imports from Saudi Arabia-Value in 2021,Saudi Arabia's exports to world- ,Saudi Arabia's exports to world-Value in 2012,Saudi Arabia's exports to world-Value in 2013,Saudi Arabia's exports to world-Value in 2014,Saudi Arabia's exports to world-Value in 2015,Saudi Arabia's exports to world-Value in 2016,Saudi Arabia's exports to world-Value in 2017,Saudi Arabia's exports to world-Value in 2018,Saudi Arabia's exports to world-Value in 2019,Saudi Arabia's exports to world-Value in 2020,Saudi Arabia's exports to world-Value in 2021,United States of America's imports from world- ,United States of America's imports from world-Value in 2012,United States of America's imports from world-Value in 2013,United States of America's imports from world-Value in 2014,United States of America's imports from world-Value in 2015,United States of America's imports from world-Value in 2016,United States of America's imports from world-Value in 2017,United States of America's imports from world-Value in 2018,United States of America's imports from world-Value in 2019,United States of America's imports from world-Value in 2020,United States of America's imports from world-Value in 2021
852210,Pick-up cartridges,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,,3566,4255,4554,4245,4237,4147,4252,3668,4364,6635
852341,"Optical media for the recording of sound or of other phenomena, unrecorded (excluding goods ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,92,9,0,0,0,0,,483522,367148,268397,219581,182003,121816,121420,85108,57015,65495
853080,"Electrical signalling, safety or traffic control equipment (excluding that for railways or ...",0,0,0,0,0,0,15,9,0,0,,0,391,0,316,1378,224,740,7,1546,0,,111764,102442,103992,147004,139188,143082,152118,144019,157459,175300
847979,Passenger boarding bridges (excluding of a kind used in airports),0,0,0,15,0,0,0,0,0,0,,0,0,0,46,90,782,1881,3,0,0,,2104,1259,3015,5192,16763,12131,18670,8886,27180,26787
848630,Machines and apparatus for the manufacture of flat panel displays,0,0,0,0,0,0,0,0,0,0,,0,0,43,5,200,5,0,0,8,0,,45178,20446,24828,28560,4247,6785,14804,9858,4435,5066
848640,Machines and apparatus specified in Note?9 C to chapter 84,0,0,0,0,0,0,3,0,0,0,,0,0,0,1,0,0,9,0,0,0,,419268,475370,500308,455765,418953,726656,682789,533096,440950,601344
850134,DC motors and DC generators of an output > 375 kW (excl. photovoltaic generators),0,0,0,0,0,0,0,0,0,0,,10873,2935,3363,1729,615,1472,324,2084,0,0,,68705,50824,71281,30506,21443,25097,10525,13249,10284,14188
847350,"Parts and accessories equally suitable for use with two or more typewriters, word-processing ...",0,0,0,3,0,0,0,0,0,0,,1599,135,109,348,1674,2989,6803,13,0,0,,233240,173923,121795,154425,152711,129482,106431,54265,56060,72704
842099,"Parts for calendering or rolling machines, n.e.s. (other than for metals or glass and excluding ...",0,0,0,0,2,0,20,0,0,0,,334,1053,126,332,432,34,152,5,0,0,,38752,32828,36100,47859,40731,52346,47208,48391,60854,61118
842112,Centrifugal clothes-dryers,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,120,7,0,0,0,0,,1705,1636,1784,2527,2066,1942,2051,1155,2169,3166
853931,"Discharge lamps, fluorescent, hot cathode",0,0,0,0,0,0,0,0,0,0,,1665,1739,1687,2026,1285,914,592,95,26,77,,892190,919825,787437,632564,358351,241304,182255,126030,93960,126071
853949,Ultraviolet or infra-red lamps,0,0,0,0,0,0,0,0,0,0,,1316,718,243,856,847,1205,11669,5593,11,0,,143101,131395,146716,145346,139257,123029,125375,116322,129823,144926
854081,"Receiver or amplifier valves and tubes (excluding microwave tubes, photo-cathode tubes and ...",0,0,0,0,0,0,0,0,0,0,,0,33,99,250,95,0,0,5,0,0,,37997,21917,11158,14017,8804,9718,8845,9150,7219,8869
854121,Transistors with a dissipation rate < 1 W (excluding photosensitive transistors),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,257222,222843,199342,209296,214749,182403,177828,124890,103410,136029
854233,Electronic integrated circuits as amplifiers,0,0,0,0,3,0,4,0,0,0,,0,0,0,93,241,261,88,0,0,0,,574592,555515,569812,531442,598558,1259607,1304164,1152588,804820,650843
854320,"Signal generators, electrical",0,0,0,8,0,0,0,0,0,0,,0,31,120,518,8,203,388,0,352,0,,42896,47322,44382,43575,44140,60412,69203,76648,75810,114474
854330,"Machines and apparatus for electroplating, electrolysis or electrophoresis",6,0,0,0,0,0,0,0,0,0,,29,289,0,1068,15,84,0,0,0,0,,80481,57997,63941,73776,95425,113527,112067,90353,88340,93224
860799,"Parts of rolling stock of heading 8603, 8604, 8605 or 8606, n.e.s.",0,0,0,0,0,0,0,0,0,0,,0,336,144,483,222,239,60,0,70,0,,326541,368459,383725,322625,231174,286481,341576,289761,215936,277690
870370,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,30028,3523,10777,3282,40170
870710,Bodies for motor cars and other motor vehicles principally designed for the transport of persons,0,0,0,0,0,0,0,0,0,0,,0,0,0,62,18,51,8,0,0,0,,31406,23554,29736,26733,26636,31524,32390,29857,32630,32715
870891,"Radiators and parts thereof, for tractors, motor vehicles for the transport of ten or more ...",0,0,0,51,0,2,0,0,3,0,,1368,189,138,673,557,272,194,170,252,225,,875888,851056,917217,891629,923130,951372,1015575,926388,820217,944254
871190,"Motorcycles, incl. mopeds, and cycles fitted with an auxiliary motor and side cars for motorcycles ...",0,0,0,0,0,0,0,0,0,0,,1126,605,1018,1853,2147,2032,2552,0,0,0,,40252,46060,49547,291477,291009,237724,153842,48667,24703,24020
871420,"Parts and accessories for carriages for disabled persons, n.e.s.",0,0,0,0,0,0,0,0,0,0,,0,0,0,5,3,4,61,0,0,0,,208920,190435,211988,250083,229017,243449,262970,292267,276622,347100
871495,Saddles for cycles (excluding for motorcycles),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,84,0,0,0,0,,33298,27554,29114,29790,23239,22181,21629,22589,28159,46334
871639,"Trailers and semi-trailers for the transport of goods, not designed for running on rails (excluding ...",0,0,0,0,0,0,0,0,0,0,,9675,10451,48229,60474,38722,24595,13446,1727,1562,1243,,787315,863645,1146781,1573025,1496725,1813545,2284063,2153629,1577952,2235849
880100,"Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft",0,0,0,0,0,0,0,0,0,0,,27,0,0,378,46,21,88,0,0,0,,12930,9366,8554,10144,12456,12228,13379,11676,8486,11378
880240,"Aeroplanes and other powered aircraft of an of an unladen weight > 15.000 kg (excl. helicopters, ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,5618384,9250382,11767299,12802595,9637968,9754357,7924931,10067051,10226692,9218946
890200,Fishing vessels; factory ships and other vessels for processing or preserving fishery products ...,0,0,0,0,0,0,0,0,0,0,,101,259,273,259,55,300,61,0,0,0,,5451,6244,7119,3125,1048,1454,498,1050,1268,1213
890399,"Outboard motorboats, for pleasure or sports, and rowing boats and canoes, of a length > 7,5 ...",0,0,0,0,0,0,0,0,0,0,,2733,7733,4785,2049,1013,2839,740,18,12,14,,272954,291836,316659,375780,448611,485255,552669,617139,600717,912970
900150,Spectacle lenses of materials other than glass,0,0,0,0,0,0,0,0,0,0,,40,0,46,66,79,197,63,0,0,21,,571352,634067,644565,685911,712927,810449,878236,892162,809432,1196682
900211,"Objective lenses for cameras, projectors or photographic enlargers or reducers",4,0,0,0,0,0,2,0,7,0,,1607,220,143,180,396,344,832,66,0,0,,1186696,1124082,1111751,965833,986105,1056603,1109122,1010224,769993,1144758
900640,Instant print cameras (excluding special cameras of subheading 9006.10 or 9006.30),0,0,0,0,0,0,30,0,0,0,,0,0,0,0,11,2,0,0,0,0,,8209,18219,31675,77113,157494,212386,227785,158917,129798,153448
900890,"Parts and accessories for image projectors, photographic enlargers and reducers, n.e.s.",0,0,0,0,0,0,0,0,0,0,,29,58,0,203,99,218,0,0,0,0,,35598,27485,21056,20031,18340,18558,16874,12680,7317,7463
901520,"Theodolites and tachymeters """"tacheometers""""""""",0,0,0,0,0,0,0,0,0,0,,90,0,29,714,161,136,1430,0,0,0,,80130,85359,101129,101621,84760,104664,117052,96807,86442,114807
901812,Ultrasonic scanning apparatus,0,0,0,0,7,0,0,0,14,0,,196,144,139,1148,693,193,421,0,0,0,,277475,316122,315987,318793,325890,348730,442928,402085,335263,416988
901290,"Parts and accessories for electron microscopes, proton microscopes and diffraction apparatus, ...",0,39,0,0,0,0,0,0,0,0,,0,0,0,1,726,0,10,0,103,0,,70571,65361,63180,55131,60561,57086,70229,67467,58764,81277
853120,"Indicator panels with liquid crystal devices """"LCD"""" or light emitting diodes """"LED"""" (excluding ...""",27,0,51,22,0,5,5,0,0,0,,0,0,0,207,53,414,286,0,0,0,,1035154,1047508,1282855,1266310,1290416,1376778,1417985,1192784,1018536,1302830
853224,"Fixed electrical capacitors, ceramic dielectric, multilayer (excluding power capacitors)",0,0,0,0,0,4,0,2,0,0,,0,0,0,1,0,1,16,0,0,0,,542007,535857,1376083,903021,546250,570361,880101,901690,710627,1226684
853340,"Electrical variable resistors, incl. rheostats and potentiometers (excluding wirewound variable ...",0,0,0,0,0,0,0,0,0,0,,54,1306,50,81,8,24,58,0,0,0,,498942,539271,553578,515081,529073,458737,482908,434805,415232,523445
853510,Fuses for a voltage > 1.000 V,0,0,0,0,0,0,0,0,0,0,,0,0,0,48,9,195,0,0,0,70,,102652,87029,62903,90550,97435,103691,110510,145753,130376,127272
853540,"Lightning arresters, voltage limiters and surge suppressors, for a voltage > 1.000 V",0,0,9,0,0,0,0,0,0,0,,28,60,0,444,125,379,1991,0,206,994,,53135,58102,59020,68597,66369,73948,91561,80073,73020,77993
901910,Mechano-therapy appliances; massage apparatus; psychological aptitude-testing apparatus,0,0,0,0,0,0,0,0,0,0,,0,100,0,206,706,245,177,0,0,0,,684614,775355,852151,960749,1033410,1196397,1350901,1657550,2038145,2884771
901920,"Ozone therapy, oxygen therapy, aerosol therapy, artificial respiration or other therapeutic ...",0,0,0,3,0,0,22,0,0,0,,45,138,583,45,569,480,817,0,0,0,,1653900,1725155,1894532,2012698,2089995,2298105,2333195,2675653,3447586,3213983
902219,"Apparatus based on the use of X-rays (other than for medical, surgical, dental or veterinary ...",0,0,0,0,0,0,0,0,0,0,,320,147,407,575,190,834,1115,0,0,0,,288297,263846,273344,236996,292461,287215,341726,374856,304111,345154
902300,"Instruments, apparatus and models designed for demonstrational purposes, e.g. in education ...",0,21,83,110,2,26,4,5,11,0,,1778,523,1445,2162,1626,3746,6425,119,5,83,,434949,456359,480743,516951,490788,538965,574264,597959,408716,544720
902790,"Microtomes; parts and accessories of instruments and apparatus for physical or chemical analysis, ...",46,0,3,0,52,7,3,0,61,0,,586,557,1019,1591,2087,1876,6089,13,0,3,,1564933,1547838,1643245,1657710,1652315,1775436,1900268,1992722,1985196,2398980
903084,"Instruments and apparatus for measuring or checking electrical quantities, with recording device ...",0,0,0,0,0,0,17,0,0,0,,0,0,133,456,76,261,520,3,0,0,,82461,84002,80976,88135,106678,91102,111999,114430,117599,108417
903110,Machines for balancing mechanical parts,0,0,0,0,0,26,17,0,0,0,,0,0,84,191,46,101,50,0,0,0,,32130,31573,40696,38592,37553,66974,55287,38978,35666,35340
903120,"Test benches for motors, generators, pumps, etc.",0,0,0,10,31,0,0,0,10,0,,0,0,0,4,437,7,241,0,0,0,,106174,131592,117326,112786,141865,113134,127436,119763,106040,93660
910129,"Wrist-watches of precious metal or of metal clad with precious metal, whether or not incorporating ...",0,0,0,0,0,0,0,0,0,0,,2992,125,816,131,133,279,8,0,0,0,,188374,228574,291678,269295,237847,208522,188853,190629,123793,192979
950720,"Fish-hooks, whether or not snelled",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,4,6,0,0,0,0,,36007,36848,31817,38239,42365,34919,39059,35526,38999,55946
950790,"Line fishing tackle n.e.s; fish landing nets, butterfly nets and similar nets; decoys and similar ...",0,4,0,0,3,0,0,0,0,0,,0,0,0,21,24,12,115,0,0,0,,196802,212382,203264,251086,238709,238616,276340,287471,296295,441838
960820,Felt-tipped and other porous-tipped pens and markers,0,0,0,0,0,0,0,0,0,0,,0,0,0,43,305,85,72,0,0,0,,218047,218070,242166,257506,309887,292947,303965,317029,329880,366994
960860,"Refills for ball-point pens, comprising the ball-point and ink-reservoir",0,0,0,0,0,0,0,0,0,0,,0,0,0,3,8,0,0,0,0,0,,19500,15993,16644,15176,14157,15412,13666,14767,12170,12809
961310,"Pocket lighters, gas fuelled, non-refillable",0,0,0,0,0,0,0,0,0,0,,206,0,0,0,21,439,0,0,0,0,,108645,129011,118849,124256,131242,152292,127911,106323,97861,138383
940530,Electric lighting sets of a kind used for Christmas trees,0,0,0,0,0,0,0,0,0,0,,0,0,0,21,34,1,0,0,0,0,,508159,575397,562824,564148,549359,494529,515385,502689,478541,577096
940592,"Parts of lamps and lighting fittings, illuminated signs and nameplates and the like, of plastics, ...",130,0,3,0,0,0,0,7,0,0,,0,0,64,53,1923,555,110,0,0,3,,65682,67670,80564,80593,80630,83323,86859,78093,58428,66135
950490,"Tables for casino games, automatic bowling alley equipment, and other funfair, table or parlour ...",0,8,0,0,4,0,0,0,0,0,,260,606,246,709,3619,799,286,18,0,111,,1568968,800930,742315,817695,910954,1059117,1214263,1089786,1184421,1574853
950619,Ski equipment for winter sports (other than skis and ski-fastenings [ski-bindings]),0,0,0,0,0,0,0,0,0,0,,314,221,37,100,437,192,254,0,3,0,,18640,14055,16956,20437,16037,19654,20024,22003,18517,30862
950639,Golf equipment (excluding balls and complete clubs),0,0,0,0,0,0,18,30,0,0,,0,0,0,0,42,6,0,0,0,0,,411383,393319,398432,372207,360599,354486,388847,438365,420556,836187
911011,"Complete watch movements, unassembled or partly assembled movement sets",0,0,0,0,0,0,0,0,0,0,,0,0,0,2,1,0,0,0,0,0,,93,144,2229,2617,896,1414,1394,936,494,669
920290,"Guitars, harps and other string musical instruments (excluding with keyboard and those played ...",0,0,9,4,0,0,0,0,0,0,,0,0,0,3,0,4,0,0,0,0,,154785,157883,167307,164776,149070,160775,167623,171329,149345,205813
930520,"Parts and accessories of shotguns or rifles of heading 9303, n.e.s.",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,214336,293285,248440,230388,262638,226155,229123,218514,293346,424762
940151,Seats of bamboo or rattan,0,0,0,0,0,0,0,0,0,0,,0,0,0,7,17,3,0,0,0,0,,35677,40516,45548,52598,58407,0,0,0,0,0
940179,"Seats, with metal frames (excluding upholstered, swivel seats with variable height adjustments ...",0,0,0,0,0,1,0,2,1,0,,662,145,120,147,1271,327,335,421,821,182,,1986479,2165815,2278149,2423700,2321294,2571994,2789749,2382237,2596942,3540292
392030,"Plates, sheets, foil, film and strip, of non-cellular polymers of styrene, not reinforced, ...",0,0,0,0,0,0,0,0,0,0,,70281,84245,35495,22262,20690,2927,1097,1454,3037,3120,,79549,84275,94334,111651,120612,136920,152446,150070,131423,196453
392063,"Plates, sheets, film, foil and strip, of non-cellular unsaturated polyesters, not reinforced, ...""",0,0,0,0,0,0,0,0,0,0,,3371,4786,3717,4237,2469,107,0,170,70,307,,17495,29322,19453,13228,13886,14099,11768,10946,9836,12916
392114,"Plates, sheets, film, foil and strip, of regenerated cellular cellulose, unworked or merely ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,8,18,0,0,0,0,,7936,6313,7940,7556,10551,17524,21390,15589,19128,22035
293120,Tributyltin compounds,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,674,0,81,0,0,0,,463,1369,3404,3293,5388,5919,6267,6343,770,14854
293136,"(5-Ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl)methyl methyl methylphosphonate",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,6,0,0
293139,"Separate chemically defined organo-phosphorous derivatives, n.e.s.",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,67,,0,0,0,0,0,148211,483441,475291,320398,831114
293212,"2-Furaldehyde """"furfuraldehyde""""""""",0,0,0,0,0,0,0,0,0,0,,412,391,0,0,0,0,72,233,22,101,,19750,15335,18023,20699,22721,25942,32916,25767,27467,32639
293292,"1-""""1,3-Benzodioxol-5-yl""""propan-2-one""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,0,2
293329,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing an unfused imidazole ring, ...",0,0,0,0,0,0,0,0,0,0,,381,0,0,18,8,30,18,0,0,0,,140082,108504,186541,255890,1174503,350957,112594,118990,112186,135382
390320,"Styrene-acrylonitrile copolymers """"SAN"""", in primary forms""""",0,0,0,0,0,0,0,0,0,0,,10243,16432,63703,19351,33097,18268,26598,23760,27947,2878,,38934,34488,32948,28981,23705,29098,37200,31837,29039,39512
390410,"Poly""""vinyl chloride"""", in primary forms, not mixed with any other substances""""",0,0,0,0,0,0,0,0,0,0,,55825,35198,28525,27388,93723,150059,161416,136198,100166,174038,,305367,296998,295168,243666,239256,257926,273173,282073,272991,438891
390421,"Non-plasticised poly""""vinyl chloride"""", in primary forms, mixed with other substances""""",0,0,0,0,0,0,0,0,0,0,,681,5884,4866,2427,4820,8271,4129,890,1094,5452,,17839,21071,29231,31692,12362,13913,18409,15701,21530,56324
390690,"Acrylic polymers, in primary forms (excluding poly""""methyl methacrylate"""")""""",0,0,0,2,0,0,3307,38,0,0,,2147,3933,59398,63465,59141,56686,54659,52139,36634,72464,,744805,719561,890379,831930,800328,920698,1030495,985379,1004313,1282514
390791,"Unsaturated polyallyl esters and other polyesters, in primary forms (excluding polycarbonates, ...""",69,74,107,37,0,0,0,0,98,0,,0,482,3384,3370,3308,8890,12390,17550,16895,24498,,108690,126799,111870,109718,93316,103327,105300,103198,117723,183029
390910,"Urea resins and thiourea resins, in primary forms",359,260,278,0,0,0,0,0,0,0,,8363,5784,6038,1143,3361,9025,11675,14521,8799,6129,,40634,39363,48558,39927,38293,38474,35464,35516,27618,41170
390930,"Amino-resins, in primary forms (excluding urea resins, thiourea resins and melamine resins)",0,0,0,0,0,0,0,0,0,0,,25442,28306,19860,929,859,2273,109460,449748,474398,503245,,93505,174653,352757,291170,265194,0,0,0,0,0
390950,"Polyurethanes, in primary forms",3,0,0,12,0,0,0,0,0,0,,4227,5513,8135,8955,9644,21367,16621,11231,4006,2648,,250979,245462,304889,313130,338992,340590,382193,343036,292672,438599
391231,"Carboxymethylcellulose and its salts, in primary forms",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,210,824,292,0,0,138,,168690,200935,206777,111983,82372,84105,89404,81069,79870,89331
340212,"Cationic organic surface-active agents, whether or not put up for retail sale (excluding soap)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,15,149,162,60,41,96,,26112,32833,41300,32332,33232,44775,48773,51137,66555,65697
340391,Textile lubricant preparations and preparations of a kind used for the oil or grease treatment ...,0,0,0,0,0,0,0,0,0,0,,166,51,0,1,0,0,0,0,0,0,,19209,19727,17619,15504,13563,13114,15110,13024,13402,15762
340540,"Scouring pastes and powders and other scouring preparations, whether or not in the form of ...",0,0,0,0,0,0,0,0,0,0,,72,0,0,58,62,39,28,64,176,66,,9564,8281,5855,7105,4354,6768,8573,7600,11348,12112
350710,Rennet and concentrates thereof,0,0,0,0,0,0,0,0,0,0,,0,0,0,8,3,0,0,0,0,0,,9051,10251,9251,9242,8616,8559,10740,8552,8042,11826
360690,"Ferro-cerium and other pyrophoric alloys in all forms; metaldehyde, hexamethylenetetramine ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,60,5,15,5,0,0,0,,12844,11873,12148,9304,8458,10417,9893,9425,11029,14580
370199,"Photographic plates and film in the flat for monochrome photography, sensitised, unexposed, ...",0,0,0,0,0,0,0,0,0,0,,32084,12979,37,2,42,41,178,0,0,0,,130758,105070,107407,93356,99323,126763,165475,195530,233597,247923
370231,"Photographic film """"incl. instant print film"""", in rolls, sensitised, unexposed, without perforations, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,3,0,0,0,0,0,0,,646,623,424,605,920,964,802,1099,476,749
370252,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,49,19,4,57,41,13,108,36,58,88
370590,"Photographic plates and film, exposed and developed (excluding products made of paper, paperboard ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,130,27,0,0,0,0,0,,76572,116790,174049,179807,250224,0,0,0,0,0
380290,"Activated kieselguhr and other activated natural mineral products; animal black, whether or ...",0,0,0,0,0,0,0,0,0,0,,27,27,39,7,29,4,21,0,0,0,,26177,25438,22394,21871,27452,24855,22178,22728,23264,36211
380862,"Goods of heading 3808, containing alpha-cypermethrin """"ISO"""", bendiocarb """"ISO"""", bifenthrin ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,3,2065,1229,1065,4992
380899,Rodenticides and other plant protection products put up for retail sale or as preparations ...,0,0,0,0,0,0,0,0,0,0,,787,617,2864,2893,2094,1022,543,745,4372,399,,66738,80368,77509,59916,54373,84184,101927,104196,114393,114118
380910,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs and other products ...",0,0,0,0,0,0,0,0,0,0,,169,49,283,493,306,290,810,130,172,419,,163,519,909,561,942,2148,2958,2491,1964,3183
380993,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs, and other products ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,11,0,0,0,0,,10590,10644,11737,11380,12514,10106,11259,10125,6837,9391
381111,Anti-knock preparations for motor fuels based on lead compounds,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,12326,14990,20535,20263,24001,17873,11959,15095,21237,11239
381121,Prepared additives for oil lubricants containing petroleum oil or bituminous mineral oil,0,0,0,0,0,0,0,0,0,0,,4821,4697,5024,246,582,448,32,63,55,52,,358525,359098,380795,395347,367660,402689,462940,424258,375544,471015
