Product code,Product label,Viet Nam's imports from China-Value in 2012,Viet Nam's imports from China-Value in 2013,Viet Nam's imports from China-Value in 2014,Viet Nam's imports from China-Value in 2015,Viet Nam's imports from China-Value in 2016,Viet Nam's imports from China-Value in 2017,Viet Nam's imports from China-Value in 2018,Viet Nam's imports from China-Value in 2019,Viet Nam's imports from China-Value in 2020,Viet Nam's imports from China-Value in 2021,China's exports to world- ,China's exports to world-Value in 2012,China's exports to world-Value in 2013,China's exports to world-Value in 2014,China's exports to world-Value in 2015,China's exports to world-Value in 2016,China's exports to world-Value in 2017,China's exports to world-Value in 2018,China's exports to world-Value in 2019,China's exports to world-Value in 2020,China's exports to world-Value in 2021,Viet Nam's imports from world- ,Viet Nam's imports from world-Value in 2012,Viet Nam's imports from world-Value in 2013,Viet Nam's imports from world-Value in 2014,Viet Nam's imports from world-Value in 2015,Viet Nam's imports from world-Value in 2016,Viet Nam's imports from world-Value in 2017,Viet Nam's imports from world-Value in 2018,Viet Nam's imports from world-Value in 2019,Viet Nam's imports from world-Value in 2020,Viet Nam's imports from world-Value in 2021
701931,Mats of irregularly laminated glass fibres,6702,6931,9835,10001,13092,11725,12421,9767,8528,,,48126,62560,83854,90196,114664,144958,165427,187876,141714,161776,,10204,9382,11889,12011,16402,13540,14354,10586,9497,8939
701951,"Woven fabrics, incl. narrow fabrics, of glass, of a width of <= 30 cm (excluding rovings)",248,213,259,269,305,293,439,463,499,,,15186,11193,10916,12411,11122,11362,12369,13999,16895,24750,,282,453,348,391,837,989,1709,2079,1796,1592
710229,"Industrial diamonds, worked, but not mounted or set (excluding unmounted stones for pick-up ...",0,0,0,2,0,0,1,105,31,,,1093,1585,430,162,533,254,314,553,300,278,,9118,2881,1928,1878,3400,1534,1235,1417,2217,131
710239,"Diamonds, worked, but not mounted or set (excluding industrial diamonds)",4580,37407,51857,28986,12539,11175,20638,16687,2264,,,2872484,2657713,2701704,2139532,1888364,1344022,1481122,1677937,1011323,1987851,,73846,213851,306371,305751,277060,313128,244196,241726,160876,450216
710391,"Rubies, sapphires and emeralds, worked, whether or not graded, but not strung, mounted or set, ...",0,0,0,0,0,0,0,0,0,,,6879,14462,9807,46116,46476,1310,124784,79451,48258,70915,,1005,1240,1495,1583,1416,1167,1385,990,1448,2272
710410,"Quartz, piezoelectric, of synthetic or reconstructed stone whether or not worked or graded, ...",2017,1780,1650,1390,1392,1197,1150,104,87,,,40999,40985,41125,32326,32510,25686,29455,29509,30988,35309,,2137,1871,1657,1499,1433,1234,1209,181,275,73
710692,"Silver, incl. silver plated with gold or platinum, semi-manufactured",120,318,127,108,618,397,207,265,550,,,2867,14764,2165,57013,1395,1588,2001,2959,2573,5250,,1969,1375,1663,4748,5080,5433,6304,5927,7812,31001
710700,"Base metals clad with silver, not further worked than semi-manufactured",0,0,4,3,8,4,868,2601,2288,,,1773,2271,1466,1065,1162,2828,3580,4184,4139,6052,,1,6,29,42,61,31,1046,4636,5213,8524
711419,"Articles of goldsmiths' or silversmiths' wares or parts thereof, of precious metal other than ...",8,57,1,1,0,5,54,0,1,,,609752,2030704,1168433,140468,71317,86479,122048,185676,193202,310927,,113,355,170,153,147,183,303,324,121,652
711711,"Cuff links and studs, of base metal, whether or not clad with silver, gold or platinum",47,7,21,159,69,79,141,254,81,,,8443,11974,17854,20351,31703,38511,32238,24495,26928,46023,,185,139,76,365,407,296,553,585,244,1022
720270,Ferro-molybdenum,271,291,1256,364,259,197,272,125,53,,,5643,519,29691,8800,45596,83831,70815,65471,55259,325188,,638,596,1691,614,537,636,939,833,1170,1667
720521,"Powders, of alloy steel (excluding powders of ferro-alloys and radioactive iron powders "" ...""",567,233,329,273,696,562,578,470,876,,,35233,40666,48978,39056,29058,33342,47097,52710,60432,57932,,4334,3528,3968,2006,2094,2773,5392,6384,6516,18852
720853,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...",7489,4134,3435,1526,903,730,1150,787,380,,,10620,7887,9500,12248,9148,10968,6225,8016,6139,55458,,15572,15986,24348,16260,21519,29722,35144,23430,18701,18691
720917,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...""",18404,22709,7250,14709,38174,48584,51684,28373,29621,,,913613,835855,1113212,888449,469827,723093,811096,666035,595538,1827301,,55569,67455,47665,45956,65488,80731,89282,54115,50120,85658
720990,"Flat-rolled products of iron or steel, of a width of >= 600 mm, cold-rolled """"cold-reduced"""", ...""",1010,354,1020,458,106,277,121,9,78,,,6762,4536,13908,8314,5015,7339,11187,12978,17828,18961,,1674,1562,2551,895,214,428,552,230,356,3984
721012,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",18644,20947,21606,24527,21052,23937,28297,42994,40065,,,777102,873109,1084043,824577,784505,892466,1014663,969424,884134,1407562,,28099,28349,34725,37549,38016,34221,45056,55166,50748,51505
721020,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",761,0,82,12,1,22,50,33,13,,,1065,1980,10754,6545,423,1453,481,982,1259,566,,1033,4181,2329,33,44,385,91,333,84,971
721420,"Bars and rods, of iron or non-alloy steel, with indentations, ribs, groves or other deformations ...",82,5481,1756,650,2,114,0,267,167,,,202716,172967,122652,97333,85668,106903,171952,220824,199352,301666,,721,6705,4256,2401,1531,1974,2074,3460,1949,2423
721640,"L sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded, ...",1148,1550,973,2660,3801,257,1227,993,325,,,25376,42480,49171,39527,26271,26793,58982,32491,16905,34823,,11089,11606,17609,14208,23479,9848,11958,26909,16114,19263
721691,"Angles, shapes and sections, of iron or non-alloy steel, cold-formed or cold-finished from ...",121,42,38,436,122,72,124,140,142,,,66968,69252,79509,79884,76648,97310,105089,129891,170864,295749,,788,3428,5320,2817,636,485,1359,612,454,1471
721790,"Wire of iron or non-alloy steel, in coils, plated or coated (excluding plated or coated with ...",308,386,267,881,938,421,385,534,949,,,54102,60738,61277,63019,50133,46954,70389,82804,113079,123673,,1039,3526,587,1115,1295,930,1698,3499,2707,10596
721923,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",2040,69,2425,1162,2817,1955,2850,2578,1738,,,13704,15145,25876,28140,22110,31698,53864,45085,59747,97481,,4314,3408,5316,4495,5969,5257,6734,6740,4523,3886
721990,"Flat-rolled products of stainless steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",2105,4441,2568,2422,1941,3443,6035,7626,7209,,,73569,85577,126450,112754,110383,126634,179876,189603,189772,221853,,11291,9071,7873,6909,8258,12928,12770,18959,18667,24332
722240,"Angles, shapes and sections of stainless steel, n.e.s.",3150,1245,2119,2597,3944,2822,2880,6477,5414,,,63886,67385,94948,84863,98988,65022,85529,84946,64541,114137,,9044,6906,7041,8872,11806,13429,22642,20769,22427,16644
722599,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, hot-rolled ...""",1311,1383,595,3270,3611,4798,11764,8894,4277,,,9413,19648,18265,26805,21889,35383,147855,137533,148508,371660,,4665,5873,3472,7996,9045,10554,17791,14435,20144,16340
722619,"Flat-rolled products of silicon-electrical steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",145,12,3318,107,6,58,1934,4555,9515,,,19216,9134,5333,2354,5907,14910,33439,47515,65687,122559,,3671,1869,6177,6310,10735,9032,11256,13045,12990,18411
722720,"Bars and rods of silico-manganese steel, hot-rolled, in irregularly wound coils",13373,16358,23670,28868,37854,61349,86773,53271,18508,,,120230,164931,142771,127034,130702,187654,218722,165334,111090,172290,,14822,17765,24066,29310,38789,64546,97914,55213,18991,21258
730290,"Sleepers """"cross-ties"""", check-rails, rack rails, chairs, chair wedges, rail clips, bedplates ...""",578,509,4653,1018,1078,968,2287,1645,1734,,,47276,55877,50960,41303,40998,29423,37758,64475,54555,36990,,3440,6744,5898,2030,1451,1920,3957,2366,2149,2824
730411,"Line pipe of a kind used for oil or gas pipelines, seamless, of stainless steel",1439,1478,3309,3657,2632,1767,7513,4961,7483,,,22934,26153,51551,48659,77198,39939,45696,57732,59116,76196,,3684,8344,10008,8058,11176,5477,16190,10290,15119,9134
730531,"Tubes and pipes having circular cross-sections and an external diameter of > 406,4 mm, of iron ...",944,3887,4158,1535,2402,2824,4808,4592,2164,,,48939,57275,82319,67937,66840,68095,59554,51912,75608,119889,,23726,25874,34535,26351,9739,13311,26965,23389,45927,16468
730611,"Line pipe of a kind used for oil or gas pipelines, welded, of flat-rolled products of stainless ...",758,294,352,571,228,513,769,1214,1197,,,87427,40072,50327,87730,87709,74766,127451,122746,176126,160110,,4057,6359,4173,4675,4189,5044,4367,3776,4446,4191
730629,"Casing and tubing of a kind used in drilling for oil or gas, welded, of flat-rolled products ...",52,169,255,412,328,138,87,1357,0,,,92248,43799,48413,28768,21150,24734,25546,31523,18660,21095,,7189,2753,9521,5276,358,355,211,1908,9,720
730669,"Tubes, pipes and hollow profiles, welded, of non-circular cross-section, of iron or steel (excluding ...",78,9,182,17,138,122,306,384,824,,,21038,18356,21131,21867,37941,27924,28666,30332,34454,40290,,973,539,856,488,764,816,930,929,1432,2049
731021,"Cans of iron or steel, of a capacity of < 50 l, which are to be closed by soldering or crimping ...",1339,1527,3152,3290,4859,6196,5859,7854,7408,,,126090,257848,377829,469207,341589,428271,521649,649946,537120,609359,,25391,22898,30090,28981,30361,38860,43259,58631,52037,56128
731700,"Nails, tacks, drawing pins, corrugated nails, staples and similar articles of iron or steel, ...",3582,4537,6753,7945,7048,5611,7578,9365,9421,,,1211932,1210855,1338243,1384578,1148705,1195931,1545201,1517736,1619558,1788162,,37440,41665,40173,41564,46809,50911,59832,54353,51487,52322
731814,"Self-tapping screws, of iron or steel (excl. wood screws)",612,548,1369,1268,888,1549,2397,3303,5340,,,348803,364210,416815,427089,425504,477567,591894,631064,732712,1021428,,1912,2472,3206,3123,3390,3293,4575,5416,6911,46667
731990,"Knitting needles, bodkins, crochet hooks, embroidery stilettos and similar articles, for use ...",346,618,912,724,883,602,254,486,599,,,38214,39979,42328,44124,46163,48455,46683,57240,60924,80765,,2905,2892,2953,3537,4398,4108,3784,3999,1849,1716
732182,"Stoves, heaters, grates, fires, wash boilers, braziers and similar appliances, of iron or steel, ...",1,23,0,0,0,11,0,5,0,,,34460,26234,27289,25591,16404,10571,11234,6724,7158,13365,,211,231,51,10,4,30,4,15,54,91
732392,"Table, kitchen or other household articles, and parts thereof, of cast iron, enamelled (excluding ...",1,7,42,4,23,30,72,248,249,,,71741,90434,119402,117663,123903,116188,136942,148445,179259,256504,,24,14,80,19,105,142,175,320,320,1721
732510,"Articles of non-malleable cast iron, n.e.s.",1940,2567,4023,4549,1886,1301,1828,2566,4633,,,502561,490725,563251,502911,450021,435101,471444,481582,464399,589326,,9346,11541,13591,8446,7816,6130,5111,6111,8362,5883
740321,"Copper-zinc base alloys """"brass"""" unwrought""""",1,19,14,3,40,724,988,3088,3396,,,20,250,161,117,169,196,97,72,42,129,,5197,6923,5847,6552,5775,7517,5369,6531,9576,5885
740710,"Bars, rods and profiles, of refined copper, n.e.s.",4597,5190,5226,4856,4588,2870,1777,2139,3461,,,22198,27490,24820,24272,20639,21119,25583,38671,33971,70864,,24610,27937,23646,21881,21923,26569,26503,25287,19788,29257
740921,"Plates, sheets and strip, of copper-zinc base alloys """"brass"""", of a thickness of > 0,15 mm, ...""",295,493,1067,507,886,3679,7717,7547,10725,,,57610,52187,52493,44302,41576,49652,66829,57387,50112,148852,,21350,26036,27465,28425,30192,37607,45144,46091,43348,84720
741011,"Refined copper foil, not backed, of a thickness of <= 0,15 mm (excluding stamping foils of ...",127,870,1484,1480,4145,4999,11109,13160,9895,,,361749,405428,278254,130854,118030,204546,245327,258666,306438,385032,,7258,8253,9061,8977,9512,11654,32513,28387,29172,51177
741022,"Copper alloy foil, backed, of a thickness """"excluding any backing"""" of <= 0,15 mm (excluding ...""",35,63,149,118,614,4901,10085,27851,10917,,,2146,2081,2314,3472,3610,3265,2337,3008,2892,3336,,4629,7341,8932,15784,25390,57413,81992,82606,44754,5966
741110,Tubes and pipes of refined copper,8366,10953,12265,10216,10680,12687,16781,12967,12799,,,1171058,1189641,1182614,982594,795283,1012446,1196834,1221925,1140381,1838858,,23142,26407,30158,35401,34867,52372,63356,72407,54472,45987
741210,"Refined copper tube or pipe fittings """"e.g., couplings, elbows, sleeves""""""""",3538,4628,6152,4678,4693,5432,3236,4395,3630,,,122103,131031,146947,137630,132828,149376,184906,168599,162611,247581,,4874,6153,7950,6667,5683,6337,4961,7784,6792,23103
741521,"Washers, """"incl. spring washers and spring lock washers"""", of copper""""",812,795,925,1416,1459,1539,1945,1792,2428,,,9704,9982,12367,12090,13025,14800,18415,16531,14640,19818,,3638,2991,2824,5344,8373,11224,12444,11018,14201,2012
750120,Nickel oxide sinters and other intermediate products of nickel metallurgy (excluding nickel ...,0,0,0,54,0,0,0,0,0,,,167,0,19200,1442,1,0,46,245,0,0,,0,0,0,54,0,0,0,82,0,2
750521,Wire of non-alloy nickel (excluding electrically insulated products),0,0,0,0,9,1,0,12,13,,,1468,1736,1391,1684,607,687,1181,1510,1358,2250,,269,16,104,179,313,363,418,526,611,525
750712,Tubes and pipes of nickel alloys,62,0,68,157,13,7,0,23,1,,,13528,32455,22582,28034,32079,42223,45812,65425,39369,39901,,73,79,404,1218,2153,2163,1377,1655,2380,1036
750810,"Cloth, grill, netting and fencing, of nickel wire",331,267,399,543,368,295,301,387,438,,,9791,9327,8811,4197,4188,3372,3224,4067,2318,4954,,629,613,555,616,469,346,405,591,571,275
760110,"Aluminium, not alloyed, unwrought",28146,19313,11699,664,842,1589,4908,2327,379,,,304947,249717,199121,64708,29502,30509,118253,142478,18736,21354,,198010,156320,323027,313495,361546,488407,494904,461407,460316,881387
760429,"Bars, rods and solid profiles, of aluminium alloys, n.e.s.",11388,12396,16034,336482,552265,166159,114014,81532,55199,,,1694045,1123571,1389404,2217468,2152417,1271354,1473575,1417900,1095556,1332355,,21852,30303,42726,408522,582309,415789,724009,121636,113320,66052
760691,"Plates, sheets and strip, of non-alloy aluminium, of a thickness of > 0,2 mm (other than square ...",4361,5797,11947,33120,13727,17763,29779,29461,12951,,,101306,87470,132706,161439,130448,144316,197389,183568,188729,217980,,13267,16363,26290,43626,18918,22263,32211,31178,13837,5184
761090,"Structures and parts of structures, of aluminium, n.e.s., and plates, rods, profiles, tubes ...",7969,14548,18686,13026,18945,24760,23758,48171,53749,,,1421748,1633948,2054732,2341057,2141814,2377353,2681781,2816759,2880326,3403480,,17659,33194,40621,42849,56269,72395,63480,91006,75977,194348
780110,"Unwrought lead, refined",1465,1414,6269,11045,3648,2822,1707,9488,2089,,,4599,47892,73363,96296,29657,17160,68229,11925,6598,211511,,15137,88321,95947,102455,116607,127259,139751,168005,226622,299310
811100,"Manganese and articles thereof, n.e.s.; manganese waste and scrap (excluding ash and residues ...",3071,1128,966,557,457,4492,4250,6544,4947,,,343215,574689,723791,592479,584538,847770,944222,786649,547718,1019652,,3239,1197,1112,748,788,5010,4424,6658,5119,9413
811222,Chromium waste and scrap (excluding ash and residues containing chromium and chromium alloys ...,0,0,0,2,0,0,0,0,0,,,0,0,0,2,0,0,26,50,0,0,,0,0,0,2,0,0,6,0,0,
811229,"Articles of chromium, n.e.s.",25,50,114,299,311,651,887,223,207,,,22746,18983,19386,12771,9371,11870,13186,11569,6619,7039,,283,568,765,1110,568,1319,1140,768,996,316
820411,"Hand-operated spanners and wrenches, incl. torque meter wrenches, of base metal, non-adjustable",1204,1009,1350,1998,2477,1840,2630,3511,6187,,,350106,383291,483823,407543,414661,414305,447936,439786,417703,514854,,3850,2701,3259,5261,6056,4639,6146,9965,9290,24969
820600,"Sets of two or more tools of heading 8202 to 8205, put up in sets for retail sale",966,789,1375,2669,2422,2445,1538,1777,3488,,,451711,529507,595728,592052,549840,601206,713533,701926,734670,953463,,5209,41680,18540,9004,7816,7436,5599,7464,6824,17615
820713,"Rock-drilling or earth-boring tools, interchangeable, with working parts of sintered metal ...",16,0,0,6,28,10,1,21,30,,,34030,44262,46193,30266,26886,37094,42859,47964,34210,48610,,1265,1181,1894,709,246,53,30,116,56,2908
821000,"Hand-operated mechanical devices, of base metal, weighing <= 10 kg, used in the preparation, ...",46,109,120,284,406,466,226,233,570,,,165627,194910,199293,198382,164104,139603,153744,201563,283508,329985,,166,172,138,371,499,607,361,356,693,6859
821210,Non-electric razors of base metal,2202,2962,3668,4255,4602,3703,4725,3451,2323,,,280530,264352,283190,304182,317665,323880,302319,307311,294980,293533,,3445,4241,4798,5602,5967,13891,20658,20195,9404,7943
821410,"Paperknives, letter openers, erasing knives, pencil sharpeners and blades therefor, of base ...",479,619,512,1138,1539,1264,1615,1965,2344,,,125677,129297,148120,141140,139409,149552,148082,148562,134350,146496,,645,881,832,1489,1917,1606,2079,2335,2532,6597
830140,Locks of base metal (excluding padlocks and locks for motor vehicles or furniture),2816,4390,5371,7190,9369,8808,10506,17404,19403,,,1261161,1305687,1508172,1720415,1578801,1568246,1624100,1645637,1591689,1851236,,6231,8649,9594,12561,16814,15972,20616,27604,29009,93568
830249,"Base metal mountings, fittings and similar articles (excluding locks with keys, clasps and ...",12483,13917,18711,21983,23630,32212,39041,45242,96543,,,396519,497499,505794,582335,670335,829618,788643,718477,611416,661372,,34042,35922,40003,54928,84206,72126,74432,87977,131748,42414
830510,"Fittings for loose-leaf binders or files, of base metal (excluding drawing pins and clasps ...",1731,1853,2656,3284,2761,3143,3454,3998,4224,,,102059,89837,91623,76068,61951,70754,86185,90635,78551,71470,,12721,11978,12177,11941,10929,10576,10875,11506,10239,16237
830590,"Office articles such as letter clips, letter corners, paper clips and indexing tags, of base ...",1127,1429,2061,2431,3026,3113,3284,2762,3227,,,192968,200780,242791,235721,192031,204921,210958,231356,188218,183628,,2959,3744,3689,3619,4240,4419,4478,3843,4154,9455
830890,"Clasps, frames with clasps without locks, buckles and buckle-clasps, of base metal, for clothing, ...",25936,39685,58063,64386,60147,61748,97123,121299,83430,,,86045,76542,100272,96533,105802,122732,138741,150911,129956,225880,,72009,82455,113161,118815,105143,107031,150351,162438,119676,123682
