Product code,Product label,"China's imports from Korea, Republic of-Value in 2012","China's imports from Korea, Republic of-Value in 2013","China's imports from Korea, Republic of-Value in 2014","China's imports from Korea, Republic of-Value in 2015","China's imports from Korea, Republic of-Value in 2016","China's imports from Korea, Republic of-Value in 2017","China's imports from Korea, Republic of-Value in 2018","China's imports from Korea, Republic of-Value in 2019","China's imports from Korea, Republic of-Value in 2020","China's imports from Korea, Republic of-Value in 2021","Korea, Republic of's exports to world- ","Korea, Republic of's exports to world-Value in 2012","Korea, Republic of's exports to world-Value in 2013","Korea, Republic of's exports to world-Value in 2014","Korea, Republic of's exports to world-Value in 2015","Korea, Republic of's exports to world-Value in 2016","Korea, Republic of's exports to world-Value in 2017","Korea, Republic of's exports to world-Value in 2018","Korea, Republic of's exports to world-Value in 2019","Korea, Republic of's exports to world-Value in 2020","Korea, Republic of's exports to world-Value in 2021",China's imports from world- ,China's imports from world-Value in 2012,China's imports from world-Value in 2013,China's imports from world-Value in 2014,China's imports from world-Value in 2015,China's imports from world-Value in 2016,China's imports from world-Value in 2017,China's imports from world-Value in 2018,China's imports from world-Value in 2019,China's imports from world-Value in 2020,China's imports from world-Value in 2021
591110,"Textile fabrics, felt and felt-lined woven fabrics, coated, covered or laminated with rubber, ...""",5878,1113,1759,2039,2480,2991,4832,3158,8522,15106,,45353,20108,24908,39097,30170,52265,54876,58134,71820,77047,,28165,16799,20062,22083,26589,31578,33511,31989,27674,36909
291829,"Carboxylic acids with phenol function but without other oxygen function, their anhydrides, ...",8434,8740,8421,8825,9961,13179,11149,13848,12439,14992,,115218,121773,137658,138745,124581,120836,123738,141095,131163,158579,,40380,49516,54791,52733,69750,70544,61782,71604,76388,91003
740710,"Bars, rods and profiles, of refined copper, n.e.s.",6169,2732,5006,4847,5459,7045,9983,11597,15884,14913,,42795,39452,37779,30370,22929,21966,27232,35165,29948,37867,,50499,31549,45736,55964,36330,44982,58061,44188,50208,66779
470329,"Semi-bleached or bleached non-coniferous chemical wood pulp, soda or sulphate (excluding dissolving ...",2853,6559,268,0,3737,7892,12174,6645,16599,14893,,7221,7940,1400,35,4994,12227,26487,20346,24100,27095,,3577063,4069878,4089090,4731675,4255921,6157191,8302948,6889207,6336486,6917166
200830,"Citrus fruit, prepared or preserved, whether or not containing added sugar or other sweetening ...",6528,8249,8780,10549,10955,9864,11828,13486,12757,14788,,42328,44111,44281,42398,42776,38828,43388,40789,53498,55657,,82273,46917,43764,66924,50831,73521,69766,73621,66042,56670
760200,"Waste and scrap, of aluminium (excluding slags, scale and the like from iron and steel production, ...",10575,10039,9557,6783,5674,6954,7547,26969,13291,14694,,13839,13177,11850,10823,15210,15146,21546,33861,33141,49611,,4127918,3915962,3461849,2875164,2201272,2828853,2509357,1924256,1032018,1677254
190531,Sweet biscuits,14790,15604,19100,26144,27162,15590,12811,12994,13836,14653,,621,3884,12128,11719,12514,13092,11993,11131,13162,16321,,144524,211720,240778,304874,325473,287593,286192,290719,270649,247077
280450,Boron; tellurium,686,1226,2919,6128,22507,3579,19168,58650,36016,14636,,9612,8226,9793,6237,2311,4121,9733,6970,5907,7504,,13895,13808,10921,7232,51373,42068,52178,78441,93635,70385
292419,"Acyclic amides, incl. acyclic carbamates, and their derivatives, and salts thereof (excluding ...",5842,7696,6602,7062,9563,10847,20475,13561,12072,14595,,37739,29130,19021,23009,27377,32088,48698,48916,55186,83518,,47750,54234,55709,53857,59766,64132,81115,73387,67639,75273
340319,"Lubricant preparations, incl. cutting-oil preparations, bolt or nut release preparations, anti-rust ...",9425,8574,9257,12138,13086,16536,16349,19680,16298,14594,,34231,39680,49570,44260,44335,44621,44241,44125,40137,42141,,334936,372159,444759,501171,573076,565392,647381,521453,472215,567970
292159,"Aromatic polyamines and their derivatives; salts thereof (excluding o-phenylenediamine, m-phenylenediamine, ...",93,350,139,189,495,974,916,6168,4151,14529,,4523,1198,691,827,2001,4080,4359,5909,4819,4253,,20316,22491,25269,20457,20681,24322,36877,46969,51862,61877
854420,"Coaxial cable and other coaxial electric conductors, insulated",8357,12863,12237,8629,10346,4507,3957,13510,8498,14492,,192612,199471,201481,202304,221748,191722,195662,148927,127349,169482,,285845,533962,338998,385288,307374,271449,242056,250468,301446,369444
390529,"Vinyl acetate copolymers, in primary forms (excluding in aqueous dispersion)",331,200,391,433,435,474,563,831,4307,14469,,930,2840,7437,835,286,91,175,4014,58789,141217,,10873,9542,8374,7288,9410,12442,20901,13625,19366,23029
540247,"Filament yarn of polyester, incl. monofilament of < 67 decitex, single, untwisted or with a ...",27594,27644,18606,18643,20380,25038,21774,17306,11049,14462,,339129,314736,289371,248767,240320,253844,270192,271045,194838,266071,,64602,66497,53729,59306,71053,81327,71187,69970,50910,62348
200819,"Nuts and other seeds, incl. mixtures, prepared or preserved (excluding prepared or preserved ...",83,175,64,3623,9964,9320,8709,13633,16770,14389,,5462,5875,4569,13497,26291,22703,24132,37642,42808,46390,,28111,38202,56051,99756,134488,130174,256303,350807,342449,397100
846150,"Sawing or cutting-off machines, for working metals, metal carbides or cermets (excluding machines ...",18260,16717,14496,12264,13901,14618,22667,38189,14713,14354,,27730,26086,24901,22268,29505,25570,31570,33933,40201,45494,,138877,116031,109691,90414,79924,76966,90430,106807,59929,58399
391739,"Flexible tubes, pipes and hoses, of plastics, reinforced or otherwise combined with other materials ...",16884,15271,13088,10929,11806,10924,11382,11366,11440,14115,,53526,56677,54736,51949,51356,48153,41692,45327,47497,54544,,117934,121303,142213,128767,140554,152800,160209,165736,177131,190021
848041,Injection or compression-type moulds for metal or metal carbides (excluding moulds of graphite ...,31133,48622,48634,40569,42310,30263,38040,23231,11727,14100,,87682,96513,111665,104025,103883,101723,107672,87404,63535,60745,,202005,211153,207944,189315,176132,135864,157880,134677,93770,83773
380992,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs, and other products ...",11041,12426,9287,9574,10917,12520,12433,15780,11433,14084,,15217,14896,10512,9010,16170,15941,17595,21836,18681,25405,,95953,104475,98410,89417,87777,84641,90395,96307,96186,87566
381190,"Oxidation inhibitors, gum inhibitors, viscosity improvers, anti-corrosive preparations and ...",2656,5623,3283,1707,2737,2395,1991,1646,4069,14080,,33435,25074,3168,3029,4420,4440,6674,6724,7856,18755,,93419,130736,129101,99112,94531,111715,103396,92771,87980,100672
680530,"Natural or artificial abrasive powder or grain, on a base of materials other than woven textile ...",10811,12411,13611,14447,12769,14558,11518,12517,12859,14003,,65628,70541,74308,71024,74495,82159,81183,78295,79163,101304,,120771,94967,107902,119552,102551,122271,154802,99757,113528,111645
846249,"Punching, notching or nibbling machines for flat products incl. combined punching and shearing ...",6110,4897,7927,4919,5227,14042,38571,11400,6702,13940,,5571,8909,6582,12925,12817,8676,12601,6779,9716,42712,,49499,35192,38070,28789,32288,37120,67424,53474,21427,34380
790112,"Unwrought zinc, not alloyed, containing by weight < 99,99% of zinc",4309,7357,11503,12576,12186,18376,21930,19698,13005,13933,,114110,131568,180545,161230,217237,268745,302319,272340,249618,426670,,35887,46997,54816,33372,59655,42824,52771,101912,64027,110163
844820,"Parts and accessories of machines for extruding, drawing, texturing or cutting man-made textile ...",1832,2899,7369,2438,4142,5297,11521,6221,5581,13911,,19261,8387,31508,22529,21937,24491,22190,17617,15684,20566,,111051,123086,84374,57681,58747,74447,116702,104228,113027,141164
740931,"Plates, sheets and strip, of copper-tin base alloys """"bronze"""", of a thickness of > 0,15 mm, ...""",21177,16840,15467,11107,10124,12996,13083,9359,9017,13908,,29683,33999,37446,39310,39386,43495,42265,21425,18960,48191,,193966,188274,182051,140968,128162,152675,154619,110786,102226,142585
370500,"Photographic plates and film, exposed and developed (excl. products made of paper, paperboard ...",0,0,0,0,0,11382,11719,11289,14146,13878,,0,0,0,0,0,230058,280432,319067,316308,356040,,0,0,0,0,0,32987,39538,33357,37674,40072
390521,"Vinyl acetate copolymers, in aqueous dispersion",7053,8972,9697,8276,7158,6857,8041,19704,17482,13839,,5287,9000,24059,43184,45087,48837,53252,64402,56027,76630,,57135,56206,61030,58820,47210,56983,68205,82475,71060,94360
550311,"Staple fibres of aramids, not carded, combed or otherwise processed for spinning",1671,3119,2527,2636,3839,6866,9682,9751,12628,13823,,11807,16881,20131,22851,25629,34831,43276,50072,43895,55241,,45325,46708,41072,37013,44070,51842,53360,53795,51920,49713
680510,"Natural or artificial abrasive powder or grain, on a base of woven textile fabric only, whether ...",18634,20457,22047,19366,15402,15327,14100,13487,13520,13779,,79144,82399,85693,74261,70011,72236,74142,68104,65118,85089,,55224,58029,61479,52528,50593,57580,62492,53905,50229,64598
851679,"Electro-thermic appliances, for domestic use (excluding hairdressing appliances and hand dryers, ...",6719,8775,13397,18266,14429,13596,15566,13325,16360,13751,,26493,23721,27595,21393,19862,17180,14948,20763,18823,19096,,40734,34669,35715,44203,39888,38994,47701,45722,39837,36453
902519,"Thermometers and pyrometers, not combined with other instruments (excluding liquid-filled thermometers ...",5030,6319,6969,7366,9862,7254,9122,9717,14915,13735,,28011,26131,30925,35333,39002,42892,63017,72811,119305,104241,,135712,177434,209698,228181,256031,287238,356190,399771,608865,597313
340420,"Poly""""oxyethylene"""" [polyethylene glycol] waxes""""",27171,17293,15266,10309,12734,14281,16822,15170,12096,13721,,65084,63319,81145,59427,60868,104381,123704,121853,122912,228293,,49115,39992,44141,44196,44490,47800,53560,64546,62795,66573
300510,"Adhesive dressings and other articles having an adhesive layer, impregnated or covered with ...",1515,9445,5501,4226,3887,6238,6242,10630,8204,13707,,22523,27837,28984,30013,30053,34656,36602,44317,38658,60454,,60832,67406,88415,99528,105487,119952,159916,195339,146198,212779
281830,Aluminium hydroxide,613,907,1320,2750,4215,4990,5396,6273,7616,13590,,19577,20056,22315,32644,34465,33039,41843,34850,31009,34656,,36632,37304,39480,34529,39827,43126,42813,40293,50087,88493
392490,"Household articles and toilet articles, of plastics (excluding tableware, kitchenware, baths, ...",3600,4709,9835,10911,13625,13701,16810,19935,19847,13444,,34165,31919,41509,54412,59981,78731,77928,81354,83816,87120,,79443,81419,93281,106324,115463,127885,136712,140401,129704,120720
721123,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, simply cold-rolled ...""",10294,10966,10448,7255,8686,9610,10363,10040,10670,13318,,15838,12349,12054,9622,14832,20883,20781,19898,18625,31243,,62335,56160,61945,44928,39942,46816,44058,35780,33112,36860
271111,"Natural gas, liquefied",38,24,0,21,11,11,0,28,0,13252,,1,0,6,17,0,1386,2928,55,7922,143793,,8276317,10651168,12217869,8899129,8921502,14743803,26771031,28834127,23393442,36795887
291590,"Saturated acyclic monocarboxylic acids, their anhydrides, halides, peroxides and peroxyacids; ...",11977,8906,7792,6883,3506,7302,13708,16947,18363,13222,,71394,69023,58399,50039,46439,51590,69666,78314,82585,81442,,229842,216172,241218,242078,253189,325221,387818,365137,293738,449494
853610,Fuses for a voltage <= 1.000 V,24651,24793,21374,24728,33897,20067,18502,17288,14313,13218,,51700,48169,50344,51869,67093,66301,87074,80287,78522,93424,,552232,528157,498055,449458,462278,482151,509568,462401,513261,591609
848420,Mechanical seals,5408,6140,6688,5740,8600,8004,6690,7918,9592,13207,,15584,17803,27436,24429,21420,22609,22247,18611,19719,24155,,212015,204067,233128,186300,165227,185419,204774,200628,202314,227481
843139,"Parts of machinery of heading 8428, n.e.s.",22005,46338,49489,47761,63658,41694,21354,28883,14277,13149,,111654,112237,144277,150262,165093,164109,162337,140719,169554,142051,,236344,314004,305864,293219,299546,352377,394139,351219,309248,383264
321590,"Ink, whether or not concentrated or solid (excluding printing ink)",7284,8655,10443,10565,10694,9788,11950,13297,11533,13137,,36942,41835,50685,51731,47040,47893,51635,52937,53828,56618,,190934,170312,175153,164457,174358,198774,227937,223791,201834,238674
853620,Automatic circuit breakers for a voltage <= 1.000 V,7252,12696,12817,12378,9331,6339,9708,16033,10554,13116,,136159,154042,174432,165385,154732,163856,153651,147849,126250,144907,,200039,206521,230197,214039,207493,234079,232287,210183,197852,224683
732619,"Articles of iron or steel, forged or stamped, but not further worked, n.e.s. (excluding grinding ...",75344,46067,49752,38356,26842,29917,34841,33111,20519,13074,,79300,74571,74689,71263,36002,50867,69235,61831,51921,59576,,291299,290089,353614,292086,258523,296622,288240,242537,220563,235676
850940,"Domestic food grinders and mixers and fruit or vegetable juice extractors, with self-contained ...",21923,80267,147028,113000,78744,30778,15762,13521,14410,13053,,144516,238770,273589,225411,183802,104991,89489,80265,99582,113792,,40039,101870,177906,154974,143487,98613,81837,64875,59489,44421
381590,"Reaction initiators, reaction accelerators and catalytic preparations, n.e.s. (excluding rubber ...",6759,14174,14326,13357,14497,15940,10226,9295,12203,13043,,13602,19447,27428,24335,19550,23013,28150,27011,32983,43102,,239817,299627,331881,276705,330894,358696,396232,375650,380842,426662
370130,"Photographic plates and film in the flat, sensitised, unexposed, with any side > 255 mm",2156,434,112,156,87,156,970,6329,9446,13010,,15974,19405,18972,15872,16911,17231,21923,31862,31064,39506,,159585,130870,99912,84174,84914,86399,102498,124924,130750,157469
293299,"Heterocyclic compounds with oxygen hetero-atom[s] only (excl. compounds containing unfused ...""",173,434,2056,2646,1534,2127,796,2443,13951,13001,,20639,13874,22884,48805,51422,54125,64369,42456,82405,102220,,135664,202656,234960,295328,333756,410953,588833,527839,319673,251754
540245,"Filament yarn of nylon or other polyamides, incl. monofilament of < 67 decitex, single, untwisted ...",56720,51164,41803,36133,33867,29320,37644,23123,12711,12983,,185215,152005,132344,117822,95527,99836,101547,73393,42634,70558,,452370,432446,324620,236460,188353,199336,235452,156849,91963,100411
282590,"Bases, inorganic, and metal oxides, hydroxides and peroxides, n.e.s.",212,264,366,535,11302,2804,8365,8916,7280,12955,,6607,3698,7001,13003,3531,5619,10787,20423,21064,67853,,23776,23654,23581,17963,30452,24192,50109,37222,44985,72097
902790,"Microtomes; parts and accessories of instruments and apparatus for physical or chemical analysis, ...",27546,2719,2575,2623,3336,9328,12371,15715,15920,12896,,184399,179248,172870,170626,205765,114159,152866,124643,93862,100804,,632660,691439,784278,804402,936942,1099481,1171612,1305024,1506813,1537931
390469,"Fluoropolymers of vinyl chloride or of other halogenated olefins, in primary forms (excluding ...",7476,10541,5217,7058,6284,12089,11604,7910,9041,12890,,15688,14517,18045,16583,15046,24603,26204,23484,22367,32023,,185475,160807,181899,230789,220673,272589,275016,305021,289108,395694
831130,"Coated rods and cored wire, of base metal, for soldering, brazing or welding by flame (excluding ...",26441,17976,19597,16723,12753,10422,10152,13420,10077,12732,,29423,22367,17281,14835,13942,17444,25263,24978,20927,28509,,84706,62702,66956,51567,44133,43812,45364,44685,39403,41674
842490,"Parts of fire extinguishers, spray guns and similar appliances, steam or sand blasting machines ...",10139,12865,11977,14563,16405,12734,12154,15134,13838,12720,,59477,105787,63757,74735,65860,63259,71011,76025,64298,64478,,302887,315360,284001,285403,300838,358640,349336,320412,314134,358082
381210,Prepared rubber accelerators,10949,11504,10669,8485,14160,15120,9660,16516,17604,12719,,37323,33102,23743,20313,26955,25071,25420,28118,27972,27892,,72948,73930,75045,61699,71470,81379,78609,74295,72851,71452
847160,"Input or output units for automatic data-processing machines, whether or not containing storage ...",137130,299047,387938,273183,145387,62859,19388,8908,11734,12719,,442455,438527,275467,243971,165930,206404,278746,106774,111832,123841,,3458143,3580545,3799404,3171868,1949690,1447311,977300,1083047,1087595,1111653
830810,"Hooks, eyes and eyelets, of base metal, of a kind used for clothing, footwear, awnings, handbags, ...",24537,23221,22694,20164,19865,16788,14603,14577,9419,12697,,47236,47737,52869,56383,61734,58728,52242,53702,43862,63955,,121741,118675,120338,103638,84871,75786,71226,68894,44962,56407
854790,"Insulating fittings for electrical purposes, of materials other than ceramics or plastics; ...",4193,4844,3710,4115,3109,2426,3582,4629,11379,12696,,26351,19510,14988,18437,20332,20156,25363,28659,49463,60845,,91972,102024,70790,79257,91565,138794,121677,87631,111680,93911
722230,"Other bars and rods of stainless steel, cold-formed or cold-finished and further worked, or ...",1294,681,1293,1545,782,3281,40831,23005,25282,12672,,5503,6071,3002,2088,1593,893,10599,53167,66278,78160,,41458,30607,33254,33972,21516,33609,73502,62471,77718,53168
