Product code,Product label,"Korea, Republic of's imports from Saudi Arabia-Value in 2012","Korea, Republic of's imports from Saudi Arabia-Value in 2013","Korea, Republic of's imports from Saudi Arabia-Value in 2014","Korea, Republic of's imports from Saudi Arabia-Value in 2015","Korea, Republic of's imports from Saudi Arabia-Value in 2016","Korea, Republic of's imports from Saudi Arabia-Value in 2017","Korea, Republic of's imports from Saudi Arabia-Value in 2018","Korea, Republic of's imports from Saudi Arabia-Value in 2019","Korea, Republic of's imports from Saudi Arabia-Value in 2020","Korea, Republic of's imports from Saudi Arabia-Value in 2021",Saudi Arabia's exports to world- ,Saudi Arabia's exports to world-Value in 2012,Saudi Arabia's exports to world-Value in 2013,Saudi Arabia's exports to world-Value in 2014,Saudi Arabia's exports to world-Value in 2015,Saudi Arabia's exports to world-Value in 2016,Saudi Arabia's exports to world-Value in 2017,Saudi Arabia's exports to world-Value in 2018,Saudi Arabia's exports to world-Value in 2019,Saudi Arabia's exports to world-Value in 2020,Saudi Arabia's exports to world-Value in 2021,"Korea, Republic of's imports from world- ","Korea, Republic of's imports from world-Value in 2012","Korea, Republic of's imports from world-Value in 2013","Korea, Republic of's imports from world-Value in 2014","Korea, Republic of's imports from world-Value in 2015","Korea, Republic of's imports from world-Value in 2016","Korea, Republic of's imports from world-Value in 2017","Korea, Republic of's imports from world-Value in 2018","Korea, Republic of's imports from world-Value in 2019","Korea, Republic of's imports from world-Value in 2020","Korea, Republic of's imports from world-Value in 2021"
711021,"Palladium, unwrought or in powder form",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,406702,442939,531301,425962,286080,439804,479763,817882,994435,1503736
711041,"Iridium, osmium and ruthenium, unwrought or in powder form",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2968,2800,3168,1311,2205,3200,6732,6393,10797,9382
711299,"Waste and scrap of silver, incl. metal clad with silver, and other waste and scrap containing ...",0,0,0,0,0,0,0,0,0,0,,0,102,0,1,0,3,12747,0,0,0,,568753,317464,402710,522199,597424,199734,521136,610856,552617,358651
711319,"Articles of jewellery and parts thereof, of precious metal other than silver, whether or not ...",0,2,3,0,0,0,0,0,0,0,,591688,587450,491954,296199,277453,390843,332874,30930,148046,41544,,207420,312165,331324,283919,298518,380587,410969,516498,521720,871584
851850,Electric sound amplifier sets,0,0,0,0,0,0,0,0,0,0,,307,1059,0,5,149,39,178,0,0,0,,23583,24246,27330,29235,63872,20993,27661,20144,27086,26213
852329,Magnetic media for the recording of sound or of other phenomena (excluding cards incorporating ...,0,0,0,0,0,0,0,0,0,0,,167,1029,194,70,115,477,155,83,114,265,,136424,148758,119804,65068,47624,33064,22132,15385,12505,15331
852359,"Semiconductor media, unrecorded, for the recording of sound or of other phenomena (excluding ...",0,0,2,0,0,0,0,0,1,0,,106,87,108,240,690,336,299,34,0,0,,60984,59886,48416,53834,79831,99268,88074,54506,40841,69442
852550,"Transmission apparatus for radio-broadcasting or television, not incorporating reception apparatus",0,0,0,0,0,0,0,0,0,0,,561,619,719,1965,1663,773,27,0,0,1,,12964,16281,13315,7696,12077,18938,9622,23168,7175,21381
852691,Radio navigational aid apparatus,3,0,0,0,0,0,0,0,0,0,,128,321,434,8409,1881,928,63,45,0,0,,151035,130461,267049,300811,289472,250757,209796,211102,125033,125307
852712,"Pocket-size radiocassette players [dimensions <= 170 mm x 100 mm x 45 mm], with built-in amplifier, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,66,2,0,26,0,0,0,,178,364,487,345,313,597,477,427,483,613
852719,"Radio-broadcast receivers capable of operating without an external source of power, not combined ...",0,0,0,0,0,0,0,0,0,0,,40,72,59,148,7,129,362,0,0,0,,1846,2101,1231,1415,954,639,1058,1442,1568,1571
852792,"Radio-broadcast receivers, for mains operation only, not combined with sound recording or reproducing ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,11,0,0,0,0,,408,175,524,876,1000,677,390,222,349,84
852862,Projectors capable of directly connecting to and designed for use with an automatic data processing ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3102,4446,46409,91222,124101
853210,"Fixed capacitors designed for use in 50/60 Hz circuits and having a reactive power-handling ...""",0,0,0,0,0,0,0,0,0,0,,30,0,550,3,7,208,424,0,0,1,,10182,15145,12649,16480,11256,33308,17839,24576,20793,30999
853223,"Fixed electrical capacitors, ceramic dielectric, single layer (excluding power capacitors)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,26667,22460,24255,17668,16588,14201,14726,11092,10489,11087
853225,"Fixed electrical capacitors, dielectric of paper or plastics (excluding power capacitors)",0,1,0,0,0,0,0,0,0,0,,0,0,0,1,3,38,3,0,91,16,,42836,37915,37895,28708,29971,28223,31210,28144,34226,45677
853329,Fixed electrical resistors for a power handling capacity > 20 W (excluding heating resistors),0,0,0,0,0,0,0,0,0,0,,325,124,65,50,0,31,0,10,0,0,,36988,46076,48692,47912,49308,80415,99909,76914,88500,108843
853339,"Wirewound variable electrical resistors, incl. rheostats and potentiometers, for a power handling ...",0,0,0,0,0,0,0,0,0,0,,137,0,0,11,2,7,8,0,0,0,,8923,9144,10434,10459,8011,7287,6068,4335,3951,3383
853400,Printed circuits,0,0,0,5,0,0,0,4,0,0,,0,0,108,310,57,30,123,15,0,0,,2696679,2818361,2583840,2375745,2173989,2397242,2228141,2255671,2361354,3098227
853620,Automatic circuit breakers for a voltage <= 1.000 V,2,1,25,47,0,1,0,0,0,0,,1472,1458,320,1071,976,2904,3512,3019,4632,2417,,82060,86239,97377,103928,83911,102693,77882,82097,78040,90470
853661,Lamp holders for a voltage <= 1.000 V,0,0,0,0,0,0,0,0,0,0,,186,69,101,271,145,314,45,0,0,0,,5367,3647,4173,2909,3053,3303,2944,3536,2191,2529
853670,"Connectors for optical fibres, optical fibre bundles or cables",0,0,0,0,0,0,0,0,0,0,,0,0,92,46,140,92,616,0,14,40,,7648,11524,9616,9552,6545,7310,8871,11266,16330,20718
853932,Mercury or sodium vapour lamps; metal halide lamps,0,0,0,0,0,0,0,0,0,0,,97,0,0,65,13,22,34,0,0,0,,38206,30935,23260,17659,19669,25661,19119,13586,10095,9179
853941,Arc lamps,0,0,0,0,0,0,0,0,0,0,,51,0,30,89,261,310,160,13,15,18,,28800,33349,41493,42363,38326,31565,28847,23361,23362,28102
853990,"Parts of electric filament or discharge lamps, sealed beam lamp units, ultraviolet or infra-red ...",0,0,0,0,0,0,0,0,0,0,,442,41,0,114,103,219,29,0,0,0,,36201,39716,31509,23132,13545,15920,13181,10964,10159,11302
854089,"Electronic valves and tubes (excluding receiver or amplifier valves and tubes, microwave tubes, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,127,262,0,0,0,,13559,13133,16554,13467,12420,11690,14262,9450,9939,10506
854129,Transistors with a dissipation rate >= 1 W (excluding photosensitive transistors),0,0,0,0,0,0,0,0,0,0,,27,0,0,136,313,8,0,0,0,0,,365239,346281,430807,329069,312863,384130,419434,459655,498772,635367
854232,Electronic integrated circuits as memories,0,0,0,0,0,0,0,0,0,0,,0,0,0,9,23,9,28,10,0,0,,5091921,5718313,5908469,7549418,7505162,10916151,13160500,14970347,15644386,18828553
854239,"Electronic integrated circuits (excluding such as processors, controllers, memories and amplifiers)",0,0,0,0,0,0,0,0,0,0,,1377,352,2505,381,2770,5710,6094,110,0,1,,5784073,7072777,7439705,4912421,4471686,4780311,4692389,4752213,5684805,8322568
854290,"Parts of electronic integrated circuits, n.e.s.",0,0,0,0,0,0,0,0,0,0,,1061,4105,5425,5681,4833,21205,4910,838,869,705,,53135,69479,71538,85151,54752,44094,44124,39108,43012,79175
854519,"Electrodes of graphite or other carbon, for electrical purposes (excluding those used for furnaces)",0,0,0,0,0,0,0,0,0,0,,166,0,138,6,22,43,283,2323,0,8,,10510,8497,8532,10165,7131,8907,6136,5403,6468,6409
854520,Carbon brushes for electrical purposes,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,11,33,0,0,0,,13230,14820,14145,12092,12096,11661,12390,12892,12896,12311
871000,"Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,20359,51814,70466,44157,27541,35607,63235,36271,83692,60540
871500,"Baby carriages and parts thereof, n.e.s.",0,0,0,0,0,0,0,0,0,0,,27,0,0,19,236,154,729,0,0,0,,58862,53472,47688,48986,47136,42869,37670,38783,24639,27961
871690,"Parts of trailers and semi-trailers and other vehicles not mechanically propelled, n.e.s.",0,0,0,0,0,0,0,0,0,0,,1252,255,387,2772,708,194,274,0,8,1,,31485,39607,40218,41625,49383,51539,54865,54364,55953,75202
900130,Contact lenses,1,6,25,0,21,22,2,1,0,0,,658,429,107,762,319,226,308,0,0,0,,105193,132713,111959,135784,147642,148267,186767,199221,130212,158466
900510,Binoculars,2,0,0,0,0,0,0,0,0,0,,62,75,215,5,314,63,33,0,0,0,,2970,3411,2938,2762,2127,2791,3956,2834,3658,3432
901010,Apparatus and equipment for automatically developing photographic or cinematographic film or ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,17035,10398,7601,4905,1696,8890,4181,1821,1464,398
901380,"Liquid crystal devices, n.e.s. and other optical appliances and instruments not elsewhere specified ...",0,0,0,0,0,0,0,0,0,0,,0,190,55,226,359,241,636,0,0,0,,2603226,2093671,2585091,2707784,2035413,3045259,3167948,542051,306049,266295
901410,Direction finding compasses,0,0,0,0,0,0,0,0,0,0,,93,0,886,121,110,53,329,0,0,0,,28907,26030,28112,34487,25858,18619,18027,23019,16809,13850
902110,Orthopaedic or fracture appliances,0,0,0,0,0,0,1,0,0,0,,2214,379,271,296,235,339,268,0,0,0,,3896,4277,5856,9852,12157,15203,19110,20725,21444,26345
860310,"Self-propelled railway or tramway coaches, vans and trucks, powered from an external source ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,40512,82475,14817,919,1195,1816,1744,2184,1995,534
860630,Railway or tramway self-discharging goods vans and wagons (excluding tank wagons and the like ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,6537,1281,0,0,0,,0,0,0,0,0,0,0,0,0,0
860692,"Railway or tramway goods vans and wagons, open, with non-removable sides of a height > 60 cm ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,119,0,0,0,,0,0,0,0,0,242,0,0,0,0
870290,"Motor vehicles for the transport of >= 10 persons, incl. driver, not with compression-ignition ...""",0,0,0,0,0,0,0,0,0,0,,1196,905,2210,1408,4688,5354,3993,0,0,0,,10926,6854,6902,14556,8287,12528,5846,3600,2553,1671
391610,"Monofilament of which any cross-sectional dimension > 1 mm, rods, sticks and profile shapes, ...",0,0,0,0,0,0,0,0,0,0,,390,89,7786,4462,12769,7529,2587,397,833,537,,1037,1608,1244,1366,1910,1945,2420,3970,4676,5789
392062,"Plates, sheets, film, foil and strip, of non-cellular poly""""ethylene terephthalate"""", not ...""",0,0,1,0,16,16,0,0,0,0,,10022,13622,1754,1100,1000,902,1477,846,272,1887,,301760,424216,396392,329538,364718,421216,460067,479646,558875,587534
392321,"Sacks and bags, incl. cones, of polymers of ethylene",0,0,0,0,0,0,0,0,0,0,,5404,4927,9224,9084,23856,47732,36795,52550,19399,44819,,25537,29393,34644,34446,35406,40345,48868,65540,77245,85688
392340,"Spools, cops, bobbins and similar supports, of plastics",0,5,16,10,9,3,0,0,0,0,,0,0,0,47,97,55,76,38,195,92,,66627,54280,56198,57281,64508,75105,80857,86455,89596,105577
850610,Manganese dioxide cells and batteries (excluding spent),0,0,0,0,0,0,0,0,0,0,,1096,697,3168,2505,289,7423,10601,11097,9376,6442,,49882,52639,57378,64932,58874,65990,73133,82123,91309,95953
850660,Air-zinc cells and batteries (excluding spent),0,0,0,0,0,0,0,0,0,0,,394,194,0,1727,7070,9779,6197,5653,11023,0,,2776,2459,3085,2921,3515,4396,4976,5181,5012,5106
850940,"Domestic food grinders and mixers and fruit or vegetable juice extractors, with self-contained ...",0,0,0,0,0,0,0,0,0,0,,325,143,445,344,451,1835,613,0,0,0,,33350,43375,65563,72728,76829,82889,102575,98074,117803,112828
851210,Electric lighting or visual signalling equipment of a kind used for bicycles (other than lamps ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,35,73,92,20,0,0,0,,1820,2335,3480,3548,4005,3443,3429,3315,5573,7166
851290,"Parts of electrical lighting or signalling equipment, windscreen wipers, defrosters and demisters ...",0,0,0,0,0,0,0,0,0,0,,118,334,691,42,165,45,18,0,0,3,,57197,66955,60401,56219,55055,57928,57726,52917,67920,65688
851631,Electric hairdryers,113,0,0,0,0,0,0,0,0,0,,0,141,40,356,347,126,987,0,0,0,,17003,18338,21930,24091,29750,48789,68493,59211,73850,58573
851660,"Electric ovens, cookers, cooking plates and boiling rings, electric grillers and roasters, ...",0,0,0,0,2,0,0,0,0,0,,485,591,1424,268,1147,1366,1012,1182,1149,24,,95555,115062,136048,164993,170973,189573,315780,356906,334145,431423
851690,"Parts of electric water heaters, immersion heaters, space-heating apparatus and soil-heating ...",0,0,0,0,3,0,0,2,1,0,,0,30,131,115,191,1418,2249,9,7,33,,49998,54562,55220,51148,53193,54672,61391,62327,63566,78914
848030,Moulding patterns (excluding moulds of graphite or other carbons and ceramic or glass moulds),0,0,0,0,0,0,0,0,0,0,,0,53,0,6,17,1,6,0,7,0,,806,12647,662,892,2364,1990,2560,1991,929,6222
848041,Injection or compression-type moulds for metal or metal carbides (excluding moulds of graphite ...,0,0,0,0,0,0,0,0,0,0,,155,119,43,0,1,48,206,0,0,0,,3824,6194,4624,5655,6788,5109,9018,7335,5271,3544
848079,Moulds for rubber or plastics (other than injection or compression types),0,0,0,0,0,0,0,0,0,0,,675,475,0,701,1167,522,228,9,0,4,,30016,35948,35312,36353,26595,22039,17602,18076,18787,15327
848620,Machines and apparatus for the manufacture of semiconductor devices or of electronic integrated ...,0,0,0,0,0,0,0,0,0,0,,253,0,68,0,94,91,31,0,0,2,,5280006,3810819,5197125,5076277,5344652,13589197,12011339,5096218,10271242,16354874
850133,DC motors and DC generators of an output > 75 kW but <= 375 kW (excl. photovoltaic generators),0,0,0,0,0,0,0,0,0,0,,172,62,0,218,215,293,140,154,96,2,,4984,6473,4889,9113,4895,10661,38289,6695,4809,4919
850140,"AC motors, single-phase, of an output > 37,5 W",17,0,0,0,0,0,0,0,0,0,,652,145,1224,381,506,539,320,0,0,0,,91112,96254,109022,91180,87984,97082,94402,96490,92239,116722
850162,"AC generators """"alternators"""", of an output > 75 kVA but <= 375 kVA (excl. photovoltaic g ...""",0,0,7,0,0,0,0,0,0,0,,651,70,1409,259,1086,505,713,73,254,0,,9205,6285,14618,8811,10177,9187,6281,181529,210240,339583
850213,"Generating sets with compression-ignition internal combustion piston engine """"diesel or semi-diesel ...""",0,0,3,0,0,0,0,0,0,0,,13854,25967,7324,21434,5654,8418,15409,2472,1179,2734,,263203,204878,158102,225507,158736,124005,178512,175911,181052,110738
850220,Generating sets with spark-ignition internal combustion piston engine,0,0,0,0,0,0,0,0,0,0,,949,27,0,1082,251,800,490,0,0,7,,38426,14068,30114,20715,26927,11898,11318,18592,13687,12808
850410,Ballasts for discharge lamps or tubes,0,0,0,0,0,0,0,0,0,0,,312,1870,1845,369,792,269,94,0,28,518,,36129,46970,57782,43474,34786,37843,19440,14930,14948,12477
850434,Transformers having a power handling capacity > 500 kVA (excluding liquid dielectric transformers),0,11,0,0,0,0,0,0,0,0,,10171,32162,26278,12438,9569,3081,11656,10626,1799,221,,76250,60071,59189,43109,34567,17992,25472,27585,14903,16844
820750,"Tools for drilling, interchangeable (excluding rock-drilling or earth-boring tools and tools ...",0,0,0,0,0,0,1,1,0,0,,201,1001,1504,430,449,386,132,94,244,147,,66646,68775,67011,67485,67251,74182,77850,70448,71738,84035
820890,"Knives and cutting blades, of base metal, for machines or for mechanical appliances (excluding ...",0,0,0,0,0,0,0,0,0,0,,28,82,97,99,231,78,232,7,0,1,,14503,14224,14448,18002,14659,16258,17433,18738,19942,22323
821110,Sets of assorted articles of knives of heading 8211; sets in which there is a higher number ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,8,3,30,0,0,0,,3017,2426,1438,2728,4379,6691,6512,7358,14832,14877
821195,"Handles of base metal for table knives, pocket knives and other knives of heading 8211",0,0,0,0,0,0,0,0,0,0,,0,49,0,2,64,6,0,0,0,12,,78,40,132,167,93,45,67,46,42,64
821220,"Safety razor blades of base metal, incl. razor blade blanks in strips",0,0,0,0,0,0,0,0,0,0,,0,500,0,114,198,3,42,0,371,11,,25572,28077,31776,29811,48529,30307,42746,43659,40807,37796
821510,"Sets of spoons, forks or other articles of heading 8215, which may also contain up to an equivalent ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,7,3,3,0,0,0,,47,39,40,13,53,124,166,149,155,217
830990,"Stoppers, caps and lids, incl. screw caps and pouring stoppers, capsules for bottles, threaded ...",0,0,0,0,0,0,0,0,0,0,,127700,126659,120038,156688,97071,84901,89714,77024,74660,130549,,15114,18718,23541,25808,26254,26797,30786,29753,33518,44997
840729,"Spark-ignition reciprocating or rotary engines, for marine propulsion (excluding outboard motors)",0,0,0,0,0,0,0,0,0,0,,2093,3315,3470,4849,2963,1750,2406,0,0,0,,5643,1645,1018,1225,2220,867,549,30,1328,674
841011,"Hydraulic turbines and water wheels, of a power <= 1.000 kW (excluding hydraulic power engines ...",0,0,0,0,0,0,0,0,0,0,,4576,6488,4878,784,3004,4327,2631,0,0,0,,1451,405,384,1513,201,779,1551,205,622,397
841111,Turbojets of a thrust <= 25 kN,0,0,0,0,0,0,0,0,0,0,,0,189,0,0,0,0,0,0,0,0,,2310,22821,566,268,179,527,2523,2541,536,4520
841311,"Pumps fitted or designed to be fitted with a measuring device, for dispensing fuel or lubricants, ...",0,0,0,0,0,0,0,0,0,0,,842,241,538,1014,1847,85,144,0,142,29,,1296,2011,2348,3331,2776,3099,4395,3999,9226,8608
841420,Hand-operated or foot-operated air pumps,0,0,0,0,1,0,0,0,0,0,,0,0,30,275,77,23,76,0,0,1,,3477,3649,3383,4274,3646,3635,4410,3857,4811,4213
841581,"Air conditioning machines incorporating a refrigerating unit and a valve for reversal of the ...""",0,1,0,1,2,0,0,0,0,0,,9366,10972,19143,6276,3345,14838,9168,2785,10372,14706,,5718,15076,22042,16983,5102,8834,11865,14486,7482,2281
841583,"Air conditioning machines comprising a motor-driven fan, not incorporating a refrigerating ...""",0,0,0,0,0,0,0,0,0,0,,1071,1098,11957,326,529,3264,586,2115,4974,5636,,14527,20044,26526,30936,31374,32114,25985,13714,2409,9061
841610,Furnace burners for liquid fuel,0,0,0,0,0,0,0,0,0,0,,49,0,88,18,2,137,0,0,55,0,,3068,3677,7373,11498,4316,3441,3272,5260,5146,4227
841710,"Industrial or laboratory furnaces and ovens, non-electric, for the roasting, melting or other ...",0,0,0,0,0,0,0,0,0,0,,365,39,72,7,28,141,219,0,0,8,,38255,15750,48012,9122,11394,3124,7861,6329,1792,11729
841919,"Instantaneous or storage water heaters, non-electric (excl. instantaneous gas water heaters, ...",0,0,0,0,0,0,0,0,0,0,,2700,2598,1949,2946,784,662,717,166,0,149,,7786,8279,4478,5394,2863,4335,3684,4168,2257,2256
841932,"Dryers for wood, paper pulp, paper or paperboard",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,7,0,0,0,,2460,4964,3793,1018,2180,2732,2509,442,2124,578
841939,"Dryers (excl. lyophilisation apparatus, freeze drying units, spray dryers, dryers for agricultural ...",0,4,0,1,10,0,1,0,0,0,,296,40,104,74,338,175,317,45,5,0,,58675,63954,37956,52925,67369,48022,55301,58765,53717,50044
841940,Distilling or rectifying plant,0,0,0,0,0,0,0,0,0,0,,0,0,102,39,37,128,105,0,0,0,,60070,46095,17925,46518,15377,31165,34251,17902,25219,44425
820560,Blowlamps and the like (excluding gas-powered blowlamps),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,223,2,7,0,0,0,,75,89,158,60,239,144,224,562,976,1779
902511,"Thermometers, liquid-filled, for direct reading, not combined with other instruments",0,0,0,0,0,0,0,0,0,0,,55,0,0,1,0,120,7,0,0,0,,217,288,386,178,417,333,405,227,647,635
870431,"Motor vehicles for the transport of goods, with only spark-ignition internal combustion piston ...",0,0,0,0,0,0,0,0,0,0,,68400,67795,33830,27023,24153,45642,40296,691,26,0,,1570,2387,6091,9533,15664,35255,30164,58409,179510,155645
870892,"Silencers """"mufflers"""" and exhaust pipes, and parts thereof, for tractors, motor vehicles ...""",483,0,1,1,1,0,0,0,0,0,,1186,749,501,983,447,451,220,395,713,353,,52289,40066,45162,36781,41560,34646,27024,31799,27993,39351
870894,"Steering wheels, steering columns and steering boxes, and parts thereof, for tractors, motor ...",0,0,0,0,1,35,0,0,0,0,,0,0,0,17,52,77,210,4,0,0,,183778,208434,192089,191372,208133,231468,232207,274119,291396,282646
902890,"Parts and accessories for gas, liquid or electricity supply or production meters, n.e.s.",0,0,0,0,0,0,0,2,0,0,,45,99,33,17,94,224,103,0,0,0,,13735,22936,25376,21879,22749,16010,14182,20402,14232,33131
903033,"Instruments and apparatus for measuring or checking voltage, current, resistance or electrical ...",0,3,59,0,2,2,4,16,7,0,,98,207,124,1819,957,640,638,0,0,0,,24501,31807,37406,31864,32930,48069,66451,59845,58247,65219
903040,"Instruments and apparatus for measuring or checking electrical quantities, specifically for ...",0,0,0,0,0,0,0,0,0,0,,598,666,3005,6324,197,51,545,0,0,0,,209559,191096,153180,120448,130160,136347,162412,220423,182108,181867
910191,"Pocket-watches and the like, incl. stop-watches, of precious metal or of metal clad with precious ...",0,0,0,0,0,0,0,0,0,0,,0,261,0,0,0,0,0,0,0,0,,0,35,0,0,22,37,25,45,276,211
910219,"Wrist-watches, whether or not incorporating a stop-watch facility, electrically operated, with ...",0,1,0,4,1,2,2,0,0,0,,27,0,27,318,49,177,1004,0,0,0,,75172,81764,101586,106200,89383,75050,75898,55093,45337,49310
911012,"Incomplete watch movements, assembled",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,,332,61,91,270,36,23,6,13,2,247
911490,"Clock or watch parts, n.e.s.",0,0,0,0,0,0,0,0,0,0,,0,0,0,2,29,5,12,0,0,10,,13689,13347,19679,13324,11500,11695,10239,9847,9328,10873
920930,Musical instrument strings,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,6781,7261,7632,7685,6846,7728,7365,7585,7273,9893
930630,"Cartridges for smooth-barrelled shotguns, revolvers and pistols and cartridges for riveting ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,8122,7452,14122,11740,26276,53742,59372,77498,7139,5354
940340,Wooden furniture for kitchens (excluding seats),0,0,0,0,0,0,0,0,0,0,,659,1089,569,1258,2451,2952,1419,115,247,378,,39582,41003,45618,55795,66068,75392,88816,97725,100775,96834
940350,Wooden furniture for bedrooms (excluding seats),0,0,0,0,0,0,0,0,0,0,,20354,17125,20154,27425,22565,30915,36788,2143,2223,2130,,92360,98336,118211,137664,133843,128722,129610,145842,159447,167169
940429,"Mattresses, fitted with springs or stuffed or internally filled with any material (excluding ...",0,0,0,0,0,0,0,0,0,0,,798,1399,798,969,905,2867,1497,584,970,1821,,42162,35855,48738,57004,45924,47320,58605,50329,53098,55944
940510,Chandeliers and other electric ceiling or wall lighting fittings (excluding for lighting public ...,0,0,0,0,0,0,0,0,0,0,,917,1490,989,1885,2639,1889,1938,30,802,895,,28661,38700,47467,88594,132274,155491,169677,165854,187323,235858
940560,"Illuminated signs, illuminated nameplates and the like, with a permanently fixed light source",0,0,5,0,0,1,0,0,0,0,,57,619,335,446,194,1019,129,0,0,29,,20515,22182,30490,36006,35787,44462,46593,37034,25364,28313
