Product code,Product label,Saudi Arabia's imports from Germany-Value in 2012,Saudi Arabia's imports from Germany-Value in 2013,Saudi Arabia's imports from Germany-Value in 2014,Saudi Arabia's imports from Germany-Value in 2015,Saudi Arabia's imports from Germany-Value in 2016,Saudi Arabia's imports from Germany-Value in 2017,Saudi Arabia's imports from Germany-Value in 2018,Saudi Arabia's imports from Germany-Value in 2019,Saudi Arabia's imports from Germany-Value in 2020,Saudi Arabia's imports from Germany-Value in 2021,Germany's exports to world- ,Germany's exports to world-Value in 2012,Germany's exports to world-Value in 2013,Germany's exports to world-Value in 2014,Germany's exports to world-Value in 2015,Germany's exports to world-Value in 2016,Germany's exports to world-Value in 2017,Germany's exports to world-Value in 2018,Germany's exports to world-Value in 2019,Germany's exports to world-Value in 2020,Germany's exports to world-Value in 2021,Saudi Arabia's imports from world- ,Saudi Arabia's imports from world-Value in 2012,Saudi Arabia's imports from world-Value in 2013,Saudi Arabia's imports from world-Value in 2014,Saudi Arabia's imports from world-Value in 2015,Saudi Arabia's imports from world-Value in 2016,Saudi Arabia's imports from world-Value in 2017,Saudi Arabia's imports from world-Value in 2018,Saudi Arabia's imports from world-Value in 2019,Saudi Arabia's imports from world-Value in 2020,Saudi Arabia's imports from world-Value in 2021
151610,"Animal fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, ...",0,0,0,0,0,0,0,0,0,0,,6323,7063,5687,2916,5562,5151,8350,6455,11439,11134,,19175,11879,11523,4902,4329,15436,13783,11003,15105,15633
160210,"Homogenised prepared meat, offal, blood or insects, put up for retail sale as infant food or ...",0,0,0,0,0,0,0,0,0,0,,222,431,448,796,336,249,233,873,7605,7845,,698,138,0,463,1875,2176,1656,40810,35082,1182
160300,"Extracts and juices of meat, fish or crustaceans, molluscs and other aquatic invertebrates",0,0,0,0,0,0,0,0,0,0,,5056,4934,5522,6271,5665,5704,5145,7247,4986,2575,,33,0,0,66,75,19,12,90,286,29
160412,"Prepared or preserved herrings, whole or in pieces (excluding minced)",0,0,0,0,0,0,0,0,0,0,,100938,105814,93088,74389,67039,77816,76967,61752,66290,57087,,157,151,832,1137,1236,1019,176,654,778,181
160414,"Prepared or preserved tunas, skipjack and Atlantic bonito, whole or in pieces (excluding minced)",0,0,0,0,0,0,0,0,0,0,,65243,79408,67478,57707,56765,58806,75586,66716,63790,58796,,176478,129358,120522,135825,151047,146261,194104,230322,253168,178268
140110,Bamboos,0,0,0,0,0,0,0,0,0,0,,1494,1741,4255,1482,1113,1173,1139,1005,1142,1605,,151,71,267,512,407,394,161,214,207,306
120740,"Sesamum seeds, whether or not broken",0,0,0,0,0,0,5,0,0,0,,7879,13059,16641,12933,11407,12166,15696,23265,26220,28339,,56158,71486,92010,70496,47377,50180,70629,108569,70494,67553
90710,"Cloves, whole fruit, cloves and stems, neither crushed nor ground",0,0,0,0,0,0,0,0,8,0,,2358,2208,2585,2620,2833,3579,3362,2733,3799,3498,,3443,4631,7770,6386,6304,7801,17133,13642,11147,11690
100821,Millet seed for sowing (excluding grain sorghum),0,0,0,0,0,0,0,0,0,0,,75,252,141,124,95,85,86,95,117,56,,0,176,364,174,176,36,167,502,418,0
100890,"Cereals (excluding wheat and meslin, rye, barley, oats, maize, rice, grain sorghum, buckwheat, ...",0,0,0,0,0,0,0,17,33,0,,5591,6249,7813,4688,3819,3410,3950,2923,3131,3161,,135,1030,513,734,339,197,472,1901,1567,339
110430,"Germ of cereals, whole, rolled, flaked or ground",0,0,0,0,0,0,0,0,0,0,,6906,7365,7423,7137,6800,7300,7375,5521,5875,8527,,0,0,176,290,4,56,11,21,24,14
120300,Copra,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,7,0,,0,0,98,12,22,147,0,127,24,5
20130,"Fresh or chilled bovine meat, boneless",0,0,0,0,0,0,0,0,0,0,,722592,800846,746570,621357,591918,612279,642786,577865,439462,504013,,59630,67155,92297,103640,93907,110840,106869,178023,243361,220532
20422,"Fresh or chilled cuts of sheep, with bone in (excluding carcases and half-carcases)",0,0,0,0,0,0,0,0,0,0,,5941,5524,5405,4777,5130,4835,5138,4304,3114,3414,,10915,13787,18008,16738,15273,10703,11470,9368,11008,17010
20443,Frozen boneless cuts of sheep,0,0,0,0,0,0,0,0,0,0,,21436,23170,24050,24525,23093,29280,22555,21277,14817,16852,,20392,15672,21136,14191,15838,18993,17249,14526,19457,14913
20711,"Fresh or chilled fowls of the species Gallus domesticus, not cut in pieces",0,0,0,0,0,0,0,0,0,0,,26969,28722,31646,21030,16062,18539,14288,10025,9878,8562,,329,2050,28,366,537,0,0,0,0,0
20724,"Fresh or chilled turkeys of the species domesticus, not cut in pieces",0,0,0,0,0,0,0,0,0,0,,1359,96,281,129,230,164,255,261,739,163,,136,54,0,82,85,0,229,0,0,0
20745,Frozen cuts and edible offal of domestic ducks,0,0,0,0,0,0,0,0,0,0,,14115,8589,10229,7190,7670,8446,10271,7312,5927,10296,,421,7278,3494,2017,175,18,68,184,121,26
20755,Frozen cuts and edible offal of domestic geese,0,0,0,0,0,0,0,0,0,0,,2560,1167,2280,937,2748,2485,3415,1568,605,1309,,41,0,0,50,0,0,0,0,0,0
20760,"Meat and edible offal of domestic guinea fowls, fresh, chilled or frozen",0,0,0,0,0,0,0,0,0,0,,1070,791,658,671,1082,947,952,912,402,383,,29,0,0,15,109,16,157,143,978,0
21099,"Meat and edible offal, salted, in brine, dried or smoked, and edible flours and meals of meat ...""",0,0,0,0,0,0,0,0,0,0,,18376,25220,30389,21794,23912,28485,32817,16618,11305,9401,,203,486,0,0,59,64,0,161,128,121
30211,"Fresh or chilled trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus ...""",0,0,0,0,0,0,0,0,0,0,,1920,2687,3885,4397,5537,3451,3169,2945,3639,3325,,892,266,0,41,54,41,55,373,30735,37587
30213,"Fresh or chilled Pacific salmon """"Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus ...""",0,0,0,0,0,0,0,0,0,0,,362,362,123,241,310,307,420,119,119,180,,1419,3754,5109,7427,12710,13243,10563,8324,0,66
30222,"Fresh or chilled plaice """"Pleuronectes platessa""""""""",0,0,0,0,0,0,0,0,0,0,,7918,8221,6815,10176,7165,6244,8213,6026,4905,4348,,0,0,0,0,0,0,0,11,43,75
30224,"Fresh or chilled turbot """"Psetta maxima""""""""",0,0,0,0,0,0,0,0,0,0,,2990,3445,3991,3378,3895,3545,3959,3821,2945,3643,,0,0,0,30,0,0,0,0,34,126
30247,"Fresh or chilled swordfish """"Xiphias gladius""""""""",0,0,0,0,0,0,0,0,0,0,,20,18,80,91,77,26,34,43,37,14,,0,0,0,2,1,0,0,0,0,0
30249,"Fresh or chilled Indian mackerels """"Rastrelliger spp."""", seerfishes """"Scomberomorus spp."""", ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,3,5,4,,0,0,0,0,0,0,0,0,0,118
30272,"Fresh or chilled catfish """"Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,7,2,2,3,4,2,1,13,6,9,,0,0,0,2,35,104,174,32,0,0
30284,"Fresh or chilled sea bass """"Dicentrarchus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,4668,6329,7929,10062,12372,9465,8481,4082,1266,1014,,0,0,0,137,68,122,482,784,68,241
30289,"Fresh or chilled fish, n.e.s.",0,0,0,0,0,0,0,0,0,0,,5483,8856,7207,7927,9328,8791,9292,8804,7219,8806,,10369,12282,22802,35058,34671,38045,34746,20829,10035,15108
30313,"Frozen, Atlantic salmon """"Salmo salar"""" and Danube salmon """"Hucho hucho""""""""",0,0,0,0,0,0,0,0,0,0,,1710,4522,4402,1546,2017,852,1208,3169,4318,3091,,410,363,761,470,201,838,541,1747,1576,1634
30319,"Frozen salmonidae (excluding trout and Pacific, Atlantic and Danube salmon)",0,0,0,0,59,0,6,0,0,0,,27,31,154,38,50,73,79,61,61,113,,35712,34925,26623,2569,4293,7925,6701,9978,28200,15776
30329,"Frozen, Nile perch (Lates niloticus) and snakeheads (Channa spp.)",0,0,0,0,0,0,0,0,0,0,,0,0,5,0,9,18,4,8,4,5,,5969,3261,2439,421,2191,3725,3125,524,521,2970
30346,"Frozen Southern bluefin tunas """"Thunnus maccoyii""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,1,0,12,6,0
30363,"Frozen cod """"Gadus morhua, Gadus ogac, Gadus macrocephalus""""""""",0,0,0,0,0,0,0,0,0,0,,21537,15706,17355,13676,12677,6314,8772,7670,7784,1887,,0,0,101,30,160,325,126,168,19,34
30433,"Fresh or chilled fillets of Nile perch """"Lates niloticus""""""""",0,0,0,0,0,0,0,0,0,0,,12443,11306,11078,4580,6576,6149,3481,4631,2276,3255,,233,0,0,91,286,414,913,1844,1294,388
30482,"Frozen fillets of trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus ...""",0,0,0,0,0,0,0,0,0,0,,1514,3365,2351,3063,1666,2539,2006,1297,3873,3246,,0,0,0,20,49,0,0,0,0,21
30486,"Frozen fillets of herring """"Clupea harengus, Clupea pallasii""""""""",0,0,0,0,0,0,0,0,0,0,,23987,19037,15214,9166,8414,2884,1623,2881,1843,889,,0,0,27,0,0,1,0,0,424,0
30499,Frozen fish meat n.e.s. (excluding fillets),69,0,0,0,0,0,0,8,0,0,,11708,9300,7469,8081,11197,14784,10765,12024,11457,13168,,6611,5088,5613,8053,15850,13300,33539,35197,25835,9472
30543,"Smoked trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, ...""",0,0,0,0,0,0,0,0,0,0,,7217,8788,11950,8330,13122,17660,17720,20470,28400,35295,,0,0,0,3,7,1,0,24,0,0
30562,"Cod """"Gadus morhua, Gadus ogac, Gadus macrocephalus"""", salted or in brine only (excluding ...""",0,0,0,0,0,0,0,0,0,0,,35173,29453,30792,21864,31419,26130,22407,22699,21386,17254,,0,0,0,28,0,2,0,9,0,0
30626,"Cold-water shrimps and prawns """"Pandalus spp., Crangon crangon"""", even smoked, whether in ...""",0,0,0,0,0,0,0,0,0,0,,69112,75346,54801,43776,56747,0,0,0,0,0,,523,2127,4561,1508,17,0,0,369,704,303
30631,"Rock lobster and other sea crawfish """"Palinurus spp., Panulirus spp. and Jasus spp."""", whether ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,84,5,7,16,100,,0,0,0,0,0,0,0,0,0,65
30731,"Live, fresh or chilled, not smoked, mussels """"Mytilus spp., Perna spp."""", with or without ...""",0,0,0,0,0,0,0,0,0,0,,11971,9508,19195,17310,26253,33131,39102,48897,25933,15747,,0,0,0,40,42,56,25,116,220,135
30791,"Live, fresh or chilled molluscs, even in shell (excl. oysters, scallops of the genera Pecten, ...""",0,0,0,0,0,0,0,0,0,0,,362,343,274,183,404,366,357,269,101,59,,0,41,0,0,1,0,7,17,0,0
282612,Fluoride of aluminium,68,0,0,0,0,0,0,0,0,0,,137,97,139,174,46,140,93,110,70,124,,1090,16375,14585,9917,5810,7075,9585,10372,7377,6982
280620,Chlorosulphuric acid,0,0,0,0,0,0,0,0,20,0,,1396,2089,1637,166,165,401,1392,1867,1150,2553,,0,69,0,0,32,0,0,0,20,0
281219,"Chlorides and chloride oxides (excl. carbonyl dichloride """"phosgene"""", phosphorus oxy-, tri- ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,48667,49493,42372,36137,36979,,0,0,0,0,0,0,0,0,0,25
271011,"Light oils and preparations, of petroleum or bituminous minerals which >= 90% by volume incl. ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
250860,Mullite,0,0,0,0,0,0,0,0,0,0,,20800,17490,19998,17676,17735,19942,23333,18011,12971,14422,,0,31,0,4,1,14,161,360,151,136
251120,"Natural barium carbonate """"witherite"""", whether or not calcined (excluding barium oxide)""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,135,0,0,57,18,0,820,5,27,127
251511,"Marble and travertine, crude or roughly trimmed",0,0,0,0,0,0,0,0,22,0,,15478,2900,2462,1109,1689,1324,2805,1172,1699,3071,,6575,7702,8924,5583,367,611,465,6892,10242,6480
251612,"Granite, merely cut, by sawing or otherwise, into blocks or slabs of a square or rectangular ...",0,0,0,0,0,0,0,0,0,0,,2101,1851,1288,869,1353,876,736,440,541,659,,53,64,85,121,258,390,111,1507,8480,3822
290270,Cumene,0,0,0,0,0,0,0,0,0,0,,73534,5691,53931,5012,7683,23190,9083,5000,57919,14763,,0,0,0,0,1,2860,0,0,0,0
290322,Trichloroethylene,0,0,0,0,0,0,5,23,0,0,,14997,15173,14421,12767,11123,3353,2318,1580,1225,1848,,539,413,250,273,394,635,574,352,287,284
290382,"Aldrin (ISO), chlordane (ISO) and heptachlor (ISO)",0,0,0,0,0,0,0,0,0,0,,34,28,89,68,84,59,143,108,127,113,,0,0,0,0,0,0,0,0,0,5
283010,Sodium sulphides,0,0,0,0,0,0,3,0,0,0,,8854,9995,9356,11344,16749,14354,13648,12695,11155,14539,,2023,3583,1811,926,1308,1195,2395,1647,905,1329
283691,Lithium carbonates,0,0,0,0,0,0,41,0,0,0,,16836,22367,24849,18997,22211,33834,43654,37836,20045,21828,,0,0,0,28,3,70,47,75,22,24
180400,"Cocoa butter, fat and oil",0,0,1211,0,0,0,0,0,53,0,,159641,255549,494807,425036,495472,422218,493788,520118,463446,545895,,5396,6056,13502,10399,9440,11772,11943,13964,13410,12196
150890,"Groundnut oil and its fractions, whether or not refined (excluding chemically modified and ...",0,0,0,0,0,0,0,0,0,0,,2096,1991,2369,2317,2519,3019,2671,2288,2967,4389,,107,0,31,213,75,6,53,16,8,289
150990,Olive oil and fractions obtained from the fruit of the olive tree solely by mechanical or other ...,0,0,0,0,0,0,0,0,0,0,,6713,7011,7231,6822,7877,8652,8854,8997,7413,8042,,23333,19573,26339,29966,35516,26963,29609,11284,8451,8006
160563,"Jellyfish, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,3,5,4,7,17,2,0,0,1,0,,0,0,0,2,0,1,0,0,0,0
200840,"Pears, prepared or preserved, whether or not containing added sugar or other sweetening matter ...",0,0,0,0,0,0,0,0,0,0,,6807,7077,7585,4943,5378,4324,4354,3755,5025,5481,,141,40,0,103,164,35,75,47,27,11
200290,"Tomatoes, prepared or preserved otherwise than by vinegar or acetic acid (excluding whole or ...",35,0,0,0,0,0,0,0,12,0,,31983,38630,33981,34293,29499,29403,24082,25394,33018,29630,,62559,75150,84612,101693,78939,84308,85743,86457,89145,87945
200310,"Mushrooms of the genus """"Agaricus"""", prepared or preserved otherwise than by vinegar or acetic ...""",0,0,0,0,0,0,0,0,0,0,,10528,9175,8442,5683,6751,9209,10308,7443,9044,8575,,6514,5593,7078,6364,6810,6079,6736,6008,6237,5707
200510,"Homogenised vegetables put up for retail sale as infant food or for dietetic purposes, in containers ...",0,0,45,0,0,0,0,0,0,0,,9299,10303,10749,7974,7134,6502,4961,5200,4416,5613,,463,3281,600,1105,960,903,1527,706,409,286
251730,Tarred macadam,0,0,0,0,0,0,0,0,0,0,,6989,12537,13636,7176,8322,9213,10132,9450,9378,9040,,0,0,0,0,6,0,24,0,0,11
251910,"Natural magnesium carbonate """"magnesite""""""""",0,0,0,0,0,0,0,0,0,0,,364,340,1494,1397,264,339,853,354,136,352,,28,332,224,64,107,51,42,53,81,162
260400,Nickel ores and concentrates,0,0,0,0,0,0,0,0,0,0,,2556,108,6531,5192,7258,8990,9950,2294,191,637,,1537,2208,1995,2591,1,5,0,0,10,28
261610,Silver ores and concentrates,0,0,0,0,0,0,0,0,0,0,,364,0,0,0,0,0,2,0,0,4005,,0,66,0,17,0,0,0,0,0,0
261790,"Ores and concentrates (excluding iron, manganese, copper, nickel, cobalt, aluminium, lead, ...",0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,6,32,71,0,,0,0,0,0,9,0,0,0,32,1
261800,Granulated slag (slag sand) from the manufacture of iron or steel,0,0,0,0,0,0,0,0,0,0,,28963,26314,27216,22485,18279,30534,33846,34649,31833,55013,,330,1398,291,2336,1686,382,2564,3756,1729,1110
270600,"Tar distilled from coal, from lignite or from peat, and other mineral tars, whether or not ...",0,0,0,0,0,0,0,0,0,0,,11157,12526,14471,12432,11156,17120,18696,14578,16337,20626,,1407,1343,1163,668,937,878,373,921,534,775
270720,"Toluol """"toluene"""" containing > 50% of toluene (excluding chemically defined)""""",0,0,0,0,0,0,0,0,0,0,,18600,25881,52219,59017,43526,27549,43855,37834,59680,116654,,75,134,0,33,0,43,202,249,323,152
230310,Residues of starch manufacture and similar residues,0,0,0,0,0,0,0,0,0,0,,114242,157992,192454,108498,115397,121943,132864,115382,103746,97604,,2310,0,3059,74,90,495,8,50,0,0
230650,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,0,0,0,0,,10,55,32,7,83,195,243,273,432,363,,0,0,0,1,4,8,30,5,4,0
292243,Anthranilic acid and its salts,0,0,0,0,0,0,0,0,0,0,,65,88,59,8,1,7,5,2,11,31,,0,4540,170,0,0,0,0,0,0,0
292521,"Chlordimeform """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,18,3,5,1,2,6,7,3,11,79,,129,0,172,74,188,159,0,0,0,0
292122,Hexamethylenediamine and its salts,0,0,0,0,0,0,0,0,0,0,,99015,43476,29800,15367,9648,11131,9787,11885,9555,12839,,565,542,369,8846,7011,956,1070,841,1012,936
293349,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing in the structure a quinoline ...""",0,0,0,0,0,0,27,0,0,0,,19183,28022,31597,31292,28110,30851,25482,34278,30923,33211,,261,163,172,216,975,809,1374,1448,1171,853
300331,"Medicaments containing insulin, not in measured doses or put up for retail sale",0,0,0,0,0,0,0,420,0,0,,19930,18039,4323,3703,2495,578,2028,1007,0,0,,0,0,0,6,20,1,0,6171,474,10
291732,Dioctyl orthophthalates,0,0,0,0,0,0,0,0,0,0,,2126,2061,503,246,188,244,296,208,199,194,,4101,843,28,289,339,561,1310,1217,657,270
290721,Resorcinol and its salts,0,0,0,0,0,0,0,0,0,0,,3347,3573,3841,2694,3164,3470,11010,3672,2018,1149,,0,0,0,10,5,1,7,0,3,1
290920,"Cyclanic, cyclenic or cycloterpenic ethers and their halogenated, sulphonated, nitrated or ...",0,0,0,0,0,0,0,0,0,0,,11308,9681,8160,4406,8907,10729,7258,5783,3120,3857,,0,0,0,29,6,0,0,0,0,2
291020,"Methyloxirane """"propylene oxide""""""""",0,0,0,0,0,0,0,0,0,0,,479205,452488,514062,401505,274556,302642,355088,323055,183971,288927,,549,480,523,515,417,730,496,1214,1794,1937
380869,"Goods of heading 3808, containing alpha-cypermethrin """"ISO"""", bendiocarb """"ISO"""", bifenthrin ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,27513,24349,19404,16535,6955,,0,0,0,0,0,0,0,0,0,9
382471,"Mixtures containing chlorofluorocarbons """"CFCs"""", whether or not containing hydrochlorofluorocarbons ...""",228,235,61,143,167,0,25,0,0,0,,54,22,5,15,20,15,109,16,0,95,,683,551,1190,3573,4987,6868,7213,4,0,0
380850,Goods of heading 3808 containing one or more of the following substances: aldrin (ISO); binapacryl ...,47,34,153,203,0,0,59,22,98,0,,11775,10510,9421,4074,3576,0,0,0,0,0,,534,420,1439,759,140,132,1227,612,733,524
370243,"Photographic film """"incl. instant print film"""", sensitised, in rolls, unexposed, without perforations, ...""",0,0,0,0,0,0,0,0,0,0,,3798,5402,5852,4080,5441,5193,4136,3273,2259,2151,,196,164,0,117,65,66,41,37,9,39
370610,"Cinematographic film, exposed and developed, whether or not incorporating soundtrack or consisting ...",0,0,0,0,0,0,0,0,0,0,,2273,1221,452,89,34,62,19,16,8,16,,0,0,0,9,11,41,0,0,17,0
320641,Ultramarine and preparations based thereon of a kind used for colouring any material or produce ...,0,28,0,0,0,244,26,20,37,0,,5501,5957,6899,6025,6360,7700,6839,5611,5162,6988,,255,416,108,505,413,468,258,561,582,451
310229,Double salts and mixtures of ammonium sulphate and ammonium nitrate (excluding goods of this ...,0,0,0,0,0,0,0,0,0,0,,93554,79567,74830,61909,53285,36703,33487,49968,44193,52661,,2567,2529,1321,262,79,23,33,212,336,0
310230,"Ammonium nitrate, whether or not in aqueous solution (excluding that in pellet or similar forms, ...",0,0,180,0,0,223,49,103,0,0,,25827,22466,22358,0,0,0,0,0,0,0,,23328,21719,26114,28316,23739,18769,20620,23322,20841,24829
310310,"Superphosphates (excluding those in tablets or similar forms, or in packages with a gross weight ...",41,0,0,0,0,0,0,0,0,0,,10780,10385,6698,9128,15007,0,0,0,0,0,,1473,1609,647,537,346,0,90,18,0,76
310551,"Mineral or chemical fertilisers containing nitrates and phosphates (excluding ammonium dihydrogenorthophosphate ...""",0,0,0,0,0,827,0,0,0,0,,11353,6848,7576,9259,7258,6501,9332,7419,7052,8062,,128,0,221,137,0,1325,0,0,27,1
392094,"Plates, sheets, film, foil and strip, of non-cellular phenolic resins, not reinforced, laminated, ...",109,70,0,0,0,0,0,0,0,0,,2760,3400,3061,2976,2994,2353,1883,1618,1597,2392,,11693,9777,7723,10118,5243,5817,2032,3526,6300,1278
382530,Clinical waste,0,0,0,0,0,0,0,0,0,0,,8,0,0,0,0,0,0,3,0,0,,0,0,0,0,0,0,0,0,95,26
382561,"Wastes from chemical or allied industries, mainly containing organic constituents (excluding ...",0,0,0,0,0,0,0,0,0,0,,2745,3544,4789,6244,7075,10632,10795,9176,7355,8423,,0,0,113,0,2,0,51,0,4,0
400239,"Halo-isobutene-isoprene rubber """"CIIR"""" or """"BIIR"""", in primary forms or in plates, sheets ...""",2099,853,421,1757,318,397,0,1120,528,0,,15091,3070,2379,3159,1875,2464,2482,3348,3376,2924,,3707,2475,2412,2125,1111,1383,73,1191,574,27
400260,"Isoprene rubber """"IR"""", in primary forms or in plates, sheets or strip""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,3476,2786,3088,,0,0,0,0,0,0,5,16,23,0
400280,"Mixtures of natural rubber, balata, gutta-percha, guayule, chicle or similar types of natural ...",0,0,0,0,0,0,96,0,3,0,,78,42,30,118,470,835,2120,180,229,258,,116,214,0,208,51,119,147,61,65,121
401169,"Pneumatic tyres, new, of rubber, having a """"herring-bone"""" or similar tread (excluding of ...""",1696,1335,131,195,0,0,124,59,0,0,,13480,12821,11709,4718,3211,0,0,0,0,0,,14211,25938,25173,55286,44872,3183,5054,6138,104,0
401194,"Pneumatic tyres, new, of rubber, of a kind used on construction or industrial handling vehicles ...""",0,0,0,0,0,0,0,0,0,0,,9508,5523,4256,6389,8111,0,0,0,0,0,,11661,14951,20953,15286,6997,31,21,0,0,0
410150,"Whole raw hides and skins of bovine """"incl. buffalo"""" or equine animals, whether or not dehaired ...""",0,0,0,0,0,0,0,0,0,0,,296854,343904,362175,303601,251285,246755,215499,135131,95207,169208,,0,0,0,5,1,0,0,0,0,4
410510,"Skins of sheep or lambs, in the wet state """"incl. wet-blue"""", tanned, without wool on, whether ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,69,113,2,153,5,,29,0,0,2,75,0,0,0,0,0
410692,"Hides and skins of antelopes, deer, elks, elephants and other animals, incl. sea animals, ...""",0,0,0,0,0,0,0,0,0,0,,228,318,186,235,832,993,297,129,112,131,,0,0,0,0,0,0,0,0,0,0
410711,"Full grains leather """"incl. parchment-dressed leather"""", unsplit, of the whole hides and skins ...""",0,0,0,0,0,0,10,3,0,0,,69797,62631,70324,54059,43486,38752,29248,24587,18308,19824,,0,0,0,2,0,10,84,105,120,19
410792,"Grain splits leather """"incl. parchment-dressed leather"""", of the portions, strips or sheets ...""",0,0,0,0,0,0,0,0,0,0,,200036,178049,174768,149390,120701,93856,98893,80861,75574,97115,,0,0,0,20,2,2,17,21,47,75
480262,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",298,182,309,193,209,0,0,15,0,0,,69879,71950,68791,54181,54294,54159,65283,79898,62916,70418,,21219,18003,17137,13446,8999,8976,6160,10615,7227,29131
480429,"Sack kraft paper, uncoated, in rolls of a width > 36 cm (excluding unbleached, and goods of ...",0,0,0,564,226,0,353,95,100,0,,13489,2271,18931,9570,5405,3737,19215,25930,33257,35593,,13237,12829,16052,12861,8590,9926,14669,9371,6089,10530
470500,Wood pulp obtained by a combination of mechanical and chemical pulping processes,0,0,0,0,0,0,0,0,0,0,,15371,22511,27305,30790,30955,26413,29936,28520,18928,21180,,0,48,0,0,245,644,8201,11059,6777,5576
460121,"Mats, matting and screens of bamboo plaiting materials, flat-woven or bound together in parallel",0,0,0,0,0,0,0,0,0,0,,1756,1147,1117,996,1131,1710,1830,1108,1149,1700,,318,270,353,103,158,194,181,336,592,526
460199,"Plaiting materials, plaits and similar products of non-vegetable plaiting materials, flat-woven ...",0,0,0,0,0,0,7,0,0,0,,4506,5250,4896,6140,6328,3869,3542,2552,2603,1869,,203,135,163,821,336,218,249,105,375,767
481031,"Kraft paper and paperboard, bleached uniformly throughout the mass and containing > 95% chemically ...",961,917,765,1014,0,0,0,0,0,0,,55418,23610,14037,9605,11345,13346,7209,9401,13081,14337,,1173,2515,5294,3853,1998,6301,3534,2197,1896,1128
510220,"Coarse animal hair, neither carded nor combed (excluding wool, hair and bristles used in the ...",0,0,0,0,0,0,0,0,0,0,,2173,1656,2188,1521,1204,844,1134,876,711,841,,0,0,0,0,0,1,0,181,49,120
511120,"Woven fabrics containing predominantly, but < 85% carded wool or carded fine animal hair by ...",0,0,0,0,0,0,0,0,0,0,,1690,856,483,1001,313,295,224,171,174,371,,918,898,1294,579,655,288,165,207,25,3
511211,Woven fabrics containing >= 85% combed wool or combed fine animal hair by weight and weighing ...,0,0,0,0,0,0,0,0,0,0,,130065,113898,100789,84976,79765,77653,90596,69121,34064,26677,,3104,1525,1309,2252,2772,2464,3411,3170,4376,3392
520612,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres ...""",0,0,0,0,0,0,0,0,0,0,,1553,1549,1730,1068,1243,731,500,603,234,156,,5886,3469,2631,1279,163,141,251,106,19,19
520641,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,19,130,138,72,86,36,158,55,6,14,,0,66,0,16,6,2,0,0,0,0
520643,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,1916,2460,349,555,410,149,334,158,308,268,,0,0,0,8,0,0,0,0,0,0
430110,"Raw furskins of mink, whole, with or without heads, tails or paws",0,0,0,0,0,0,0,0,0,0,,24148,29512,38211,20375,19958,23087,20701,25039,1757,1877,,0,0,0,2,0,2,0,0,0,0
430400,"Artificial fur and articles thereof (excluding gloves made of leather and artificial fur, footware ...",0,0,0,102,71,0,0,12,6,0,,955,1018,1306,1082,1003,750,1324,1571,1332,2267,,2343,2005,2402,6866,6370,2033,1925,5370,2985,3300
440112,"Fuel wood, in logs, billets, twigs, faggots or similar forms, non-coniferous",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,4524,6240,4680,5180,5249,,0,0,0,0,0,0,0,0,0,1886
440321,"Pine """"Pinus spp."""" in the rough, of which the smallest cross-sectional dimension is =>15 ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,40452,41707,41839,29863,37856,,0,0,0,0,0,0,0,0,0,18
