Product code,Product label,Russian Federation's imports from China-Value in 2012,Russian Federation's imports from China-Value in 2013,Russian Federation's imports from China-Value in 2014,Russian Federation's imports from China-Value in 2015,Russian Federation's imports from China-Value in 2016,Russian Federation's imports from China-Value in 2017,Russian Federation's imports from China-Value in 2018,Russian Federation's imports from China-Value in 2019,Russian Federation's imports from China-Value in 2020,Russian Federation's imports from China-Value in 2021,China's exports to world- ,China's exports to world-Value in 2012,China's exports to world-Value in 2013,China's exports to world-Value in 2014,China's exports to world-Value in 2015,China's exports to world-Value in 2016,China's exports to world-Value in 2017,China's exports to world-Value in 2018,China's exports to world-Value in 2019,China's exports to world-Value in 2020,China's exports to world-Value in 2021,Russian Federation's imports from world- ,Russian Federation's imports from world-Value in 2012,Russian Federation's imports from world-Value in 2013,Russian Federation's imports from world-Value in 2014,Russian Federation's imports from world-Value in 2015,Russian Federation's imports from world-Value in 2016,Russian Federation's imports from world-Value in 2017,Russian Federation's imports from world-Value in 2018,Russian Federation's imports from world-Value in 2019,Russian Federation's imports from world-Value in 2020,Russian Federation's imports from world-Value in 2021
871190,"Motorcycles, incl. mopeds, and cycles fitted with an auxiliary motor and side cars for motorcycles ...",2205,2679,2707,1426,6943,4412,1427,520,1864,22666,,435685,553671,744337,1587382,1793558,141835,74369,61154,78362,25316,,3253,3938,3625,1838,7759,5024,2513,944,2470,23089
845710,Machining centres for working metal,8776,8692,7861,6642,8835,12594,18402,14351,15107,22501,,136290,157878,208301,198750,141200,144911,190059,249874,210006,256595,,347072,354767,502984,345318,234830,261410,297549,233254,202260,242807
940599,"Parts of lamps and lighting fittings, illuminated signs and nameplates and the like, n.e.s.",16282,14322,14670,10247,8497,8717,15277,18728,16528,22396,,4362403,3333925,1871477,2191060,1982441,2465938,2454076,2579190,3166078,3635064,,33871,32923,35773,19190,15648,16680,22971,25986,26091,32085
491199,"Printed matter, n.e.s.",6685,7212,7963,5503,6781,4752,5879,7400,18450,22386,,339961,405880,417152,406003,407187,315648,370110,412832,382689,423743,,75209,87277,91691,43719,44665,47160,49463,56371,65522,84012
700992,"Glass mirrors, framed (excluding rear-view mirrors for vehicles, optical mirrors, optically ...",18984,19475,18190,10825,9935,10872,12609,15510,16439,22294,,830103,901696,954783,1067794,956702,1030634,1181089,1327761,1599781,1887033,,35341,39406,35654,20711,18097,20844,22374,25617,26375,34542
611693,"Gloves, mittens and mitts, of synthetic fibres, knitted or crocheted (excl. impregnated, coated, ...",28977,24282,22239,13726,15042,18063,18246,22351,19823,22219,,702252,689600,718024,697154,600853,637619,727970,757751,583649,633626,,35035,30290,28220,17236,19232,24321,25374,30821,27127,31963
841490,"Parts of: air or vacuum pumps, air or other gas compressors, fans and ventilating or recycling ...",10190,8827,8918,6628,10009,11731,12513,13062,15240,22212,,1178010,1314824,1382620,1491798,1594207,1948334,2490391,2637182,2624303,3235655,,123789,121977,105325,67394,80032,114154,126030,138565,139164,147641
620630,"Women's or girls' blouses, shirts and shirt-blouses of cotton (excluding knitted or crocheted ...",49989,49967,40451,23914,22464,31253,27520,19996,16228,22164,,1144550,1192802,1112414,1055761,890460,744004,659447,530830,510372,731163,,110330,113109,102991,71381,74847,96617,90503,76428,62313,82759
841229,Hydraulic power engines and motors (excluding hydraulic turbines and water wheels of heading ...,6979,7146,8231,6492,5082,11971,13962,14549,14716,22157,,204435,220828,262221,257629,234905,240090,288928,307246,267918,368775,,159921,139634,127360,76372,78258,106201,107757,138363,116507,249204
840810,"Compression-ignition internal combustion piston engine """"diesel or semi-diesel engine"""", for ...""",6747,8812,7060,1925,19605,14339,18025,24119,16428,22142,,72375,84936,97490,94948,163078,125725,126220,143225,131206,139451,,89893,84824,64209,32773,48593,50036,72881,70151,48483,73525
620442,Women's or girls' dresses of cotton (excluding knitted or crocheted and petticoats),36375,36515,34698,18047,16753,20515,20295,19046,18034,22136,,604000,662133,877979,885062,948102,917542,879500,1038299,1044836,1447605,,87462,77606,70734,43780,44951,57425,60303,64814,57343,77381
30487,"Frozen fillets of tuna """"of the genus Thunnus"""", skipjack or stripe-bellied bonito """"Euthynnus ...""",589,1980,3258,2278,4369,3200,11329,27747,11096,22130,,35679,31534,119088,149228,111168,100948,118611,114434,89061,142321,,10851,13246,9223,9788,13466,13394,22428,39148,20894,37540
30617,"Frozen shrimps and prawns, even smoked, whether in shell or not, incl. shrimps and prawns in ...",61025,83541,87449,22391,45730,40826,43101,29963,20613,22032,,977762,1158703,1348366,970555,1048183,905228,680945,507331,461226,413059,,120936,203197,242304,98065,161157,187860,218092,245720,256550,385017
842890,"Machinery for lifting, handling, loading or unloading, n.e.s.",14387,24271,30059,11314,9650,12953,24842,19742,22063,21954,,583789,804419,782903,767967,754545,859144,1034644,1229647,1179322,1387985,,423854,476018,488658,359935,207786,241633,227395,270828,286478,284616
940389,"Furniture of other mareials, including cane, osier or similar materials (excluding of bamboo, ...",19752,15666,13397,9040,6136,9249,12636,13217,17323,21901,,2316421,2308534,2849253,2669887,1430845,1218111,1287285,1554670,1892200,2103971,,56840,47820,48197,27299,18362,25006,25167,28926,32479,39366
841582,"Air conditioning machines incorporating a refrigerating unit but without a valve for reversal ...""",36588,29911,23089,11871,6537,9778,14745,14229,15144,21874,,833509,889632,1020848,828868,920034,608798,701564,652336,1008189,1198888,,114392,140105,108952,67185,49461,48872,43453,57178,51014,64379
550410,"Staple fibres of viscose rayon, not carded, combed or otherwise processed for spinning",92,1296,6762,6506,6067,4996,14293,15793,19327,21754,,564762,337109,440305,371441,553336,604172,706441,586188,482420,515995,,17188,25028,27362,25415,28697,34044,40776,40650,38471,48910
852691,Radio navigational aid apparatus,124590,91341,38746,14938,13886,16182,14756,9006,8789,21690,,2033866,1876441,2043861,2159418,2305133,1615368,1272097,1199503,1002865,1110233,,301415,255864,199270,87782,98768,156384,184472,255080,189394,258375
420329,"Gloves, mittens and mitts, of leather or composition leather (excluding special sports gloves)",9224,10697,10943,8059,9555,15268,17465,20129,19104,21616,,910944,973587,1006740,842146,662306,637461,622440,552716,434907,437532,,16693,19674,17759,13007,15841,23642,28878,29557,28888,31921
853224,"Fixed electrical capacitors, ceramic dielectric, multilayer (excluding power capacitors)",3362,2778,6804,5026,5427,8595,20607,13043,13805,21532,,1912450,4743828,4134589,6193995,2900609,2465935,3179767,2257125,3868696,5082514,,17252,18360,24137,23457,21231,35015,56777,45383,45463,54402
848130,"Check """"non-return"""" valves for pipes, boiler shells, tanks, vats or the like""""",19590,16181,15297,12607,12118,15248,18567,20250,21417,21501,,345563,394432,426233,402088,384054,427223,480333,485810,444600,509003,,94103,111088,104774,79963,71318,83143,86909,91766,84613,91128
30314,"Frozen trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, ...""",0,0,0,450,3075,3124,2905,5629,10019,21493,,397,94,431,93,2280,2818,2979,5816,10136,20847,,108366,158433,107459,40694,53429,46130,71357,111318,100660,175872
392590,"Building elements for the manufacture of floors, walls, partition walls, ceilings, roofs, etc., ...",23447,29438,27879,15360,14195,17506,23369,19811,19399,21409,,866854,1017281,1100880,1031420,976190,1101331,1150185,1336038,1423602,1623062,,265903,266978,239294,127939,110695,150087,167675,153112,153337,191415
830260,Automatic door closers of base metal,13247,13190,12991,7716,10251,14673,16479,19564,17514,21373,,245470,256265,288381,282309,286515,307374,325576,320954,295800,348095,,26253,26900,24240,14379,16291,22601,26383,31164,27373,32897
870540,Concrete-mixer lorries,18446,10968,7305,1278,0,274,205,3843,7006,21322,,262011,318658,311859,384367,307840,370111,316211,344812,211605,293261,,34774,27681,14760,3652,1109,3523,1945,5943,16216,28451
711319,"Articles of jewellery and parts thereof, of precious metal other than silver, whether or not ...",141371,176032,114359,28079,14431,53689,50474,28579,20354,21322,,22209234,28034769,47589877,17828050,12627994,10457276,12785686,12756495,7269713,10328552,,306455,362429,305584,143578,129648,213134,262910,232657,178283,300288
590390,"Textile fabrics impregnated, coated, covered or laminated with plastics other than poly""""vinyl ...""",12357,9915,9271,5642,4228,8520,10376,15618,20508,21314,,624809,746540,848215,856366,886011,954249,1046123,1084563,885821,1031567,,22662,40653,60531,18384,13913,22883,32084,37033,36661,40492
70610,Fresh or chilled carrots and turnips,18161,22542,23026,20803,15686,21040,21356,22077,18655,21307,,273686,287250,277967,322583,353483,364641,397172,368201,351395,372607,,98362,126540,116409,79367,61554,76233,76385,80100,63110,90504
821520,"Sets consisting of one or more knives of heading 8211 and at least an equal number of spoons, ...",24723,20101,16639,8645,3418,5016,6099,7299,6083,21287,,868402,877704,881743,817845,628227,758622,743251,658835,692180,923060,,31327,28886,21922,13822,20603,10035,11764,11452,10440,27507
845530,Rolls for metal-rolling mills,16735,21259,14653,13792,12342,13120,15128,20016,28256,21275,,269635,272129,288256,288002,258928,287304,372523,451581,360693,360225,,193940,158542,124228,116597,105978,97540,96421,115153,110591,95533
902690,"Parts and accessories for instruments and apparatus for measuring or checking the flow, level, ...",5845,6598,8556,8202,8888,11957,14805,17420,16512,21139,,466382,454257,495093,459517,386308,391934,399714,382097,518789,499509,,53615,79141,46291,33809,36262,50410,54009,57245,57567,64809
392321,"Sacks and bags, incl. cones, of polymers of ethylene",24443,27944,21574,9855,10342,10233,11978,12458,13160,21139,,2500158,2675967,2892807,2796704,2655947,2717199,2928067,2624292,2745160,2896765,,116554,137090,122477,87258,82300,86922,89280,87504,81401,89074
850151,"AC motors, multi-phase, of an output > 37,5 W but <= 750 W",2839,5679,7082,4584,7354,11387,10666,12107,14460,21124,,298680,315602,375310,373980,348960,416259,414949,375956,389525,492685,,53305,57194,60701,40580,47259,56527,57394,55520,57491,66531
902890,"Parts and accessories for gas, liquid or electricity supply or production meters, n.e.s.",8766,6812,8839,7514,7791,9389,10375,13469,13572,21096,,343945,298460,300997,313550,315317,385078,423736,456623,442863,488663,,25482,14958,16548,13423,11992,14671,15373,22463,25609,38701
730793,"Butt welding fittings of iron or steel (excluding cast iron or stainless steel products, and ...",13937,17410,14666,8714,8813,9348,15898,29917,19042,21078,,247391,262172,299976,288445,222094,246822,284681,299644,253468,425239,,46242,51670,47134,30491,29311,38446,47020,72158,44452,44032
900319,"Frames and mountings for spectacles, goggles or the like (excluding of plastics)",10493,8795,9284,5898,6605,11053,13751,16301,13700,21011,,543237,517135,552455,526881,489021,505925,605322,663499,552112,708575,,27978,26372,22929,12521,13555,19807,23911,27860,22334,33938
540752,"Woven fabrics of yarn containing >= 85% by weight of textured polyester filaments, incl. monofilament ...",6535,6135,5354,8009,5713,6548,8259,17589,13351,20971,,4747760,5253906,5116203,5022516,5067667,5172402,5796931,6807539,5432337,6739181,,10592,10029,7002,11960,9430,12696,21937,25212,21526,32651
291819,"Carboxylic acids with additional oxygen function and their anhydrides, halides, peroxides and ...",1547,1076,1853,3188,6394,6523,20623,43222,24201,20964,,128362,147130,194197,223958,229365,234206,283069,255886,280490,261504,,8581,9450,9066,9311,13376,13227,29949,57112,37736,48082
847920,Machinery for the extraction or preparation of animal or fixed vegetable or microbial fats ...,14396,8906,5328,4094,13472,2158,2886,3321,30572,20863,,40427,46072,56242,56268,60499,86579,96538,112352,124704,105664,,83429,88963,53254,29843,23274,17959,19639,29292,47270,54615
903210,Thermostats,11295,12168,9332,6490,8742,11508,13784,14169,13832,20828,,406790,435567,492871,549242,578275,684884,752830,566484,559262,669429,,75464,57708,55762,36708,39805,45982,50802,53742,57767,66265
830990,"Stoppers, caps and lids, incl. screw caps and pouring stoppers, capsules for bottles, threaded ...",13435,12826,13819,10153,11090,14856,17402,20614,21207,20797,,258464,284753,329815,348102,389788,481289,538194,628373,720294,976827,,192350,196608,191398,155520,147582,169295,193259,182900,181711,204586
851590,"Parts of machines and apparatus for soldering or welding or for hot spraying of metals, metal ...",6664,6345,5157,3816,7021,9883,10578,10979,13142,20731,,232743,233984,253834,251038,274380,297667,321884,326921,295753,370195,,59837,52160,36462,21721,25461,32232,39010,38809,62379,54537
392030,"Plates, sheets, foil, film and strip, of non-cellular polymers of styrene, not reinforced, ...",6484,10668,7783,3786,2461,7196,10267,11609,11050,20672,,139756,154908,153333,131403,116510,144347,163945,167067,156798,191954,,79022,97794,70785,60152,59108,70445,70806,73808,71482,96352
291619,"Unsaturated acyclic monocarboxylic acids, their anhydrides, halides, peroxides, peroxyacids ...",8072,7800,12425,10636,12387,11543,18174,14481,20466,20593,,321619,309002,331974,284772,270514,290127,365208,381755,416226,417946,,8635,8270,12912,10960,12879,12403,19003,15401,21836,22166
842833,"Continuous-action elevators and conveyors for goods or materials, belt type (excluding those ...",3027,12312,11796,4617,66694,28805,60145,48673,7008,20573,,482224,468112,617152,492827,515847,481527,593943,704339,558811,668216,,202596,183390,147636,87355,159428,200957,225872,267556,226536,225210
640620,"Outer soles and heels, of rubber or plastics",64703,61203,37502,17152,14908,18162,17176,17988,13927,20553,,867245,985727,893054,926496,913180,920943,911505,1084642,1022597,1298727,,82330,80819,53061,26004,27252,32686,30587,27120,20294,27059
711719,"Imitation jewellery, of base metal, whether or not plated with precious metal (excluding cuff ...",68342,76655,69272,31809,24206,19399,22463,22110,18540,20507,,573645,840946,1831537,2008444,1706900,1433161,1297939,1390398,1344278,2701023,,93152,103261,226822,52936,38395,34910,40759,39857,32787,40338
392113,"Plates, sheets, film, foil and strip, of cellular polyurethanes, unworked or merely surface-worked ...",8426,9809,16130,15185,15776,16374,15055,15991,15813,20476,,251934,310346,330341,339762,316896,315113,364284,432690,487467,612139,,41963,39632,44941,34463,38033,49301,60369,56159,49909,62022
950590,"Festival, carnival or other entertainment articles, incl. conjuring tricks and novelty jokes, ...",20158,21031,16645,12958,11899,14277,13675,12433,12205,20460,,309929,353609,484637,823808,922320,1501000,1750389,1935221,2068007,3175602,,22379,24676,19425,14109,12936,15948,15644,13483,13247,22013
293627,"Vitamin C and its derivatives, used primarily as vitamins",5802,5641,5803,4721,6734,11297,14962,8568,9097,20431,,407650,376265,461359,434221,431084,879849,835394,565060,754567,834055,,16806,17952,19587,11139,15145,19182,21089,11587,10571,22129
854232,Electronic integrated circuits as memories,5090,18745,1932,3709,5267,11294,13125,15998,15005,20422,,14374599,17692084,17566232,21566607,23241587,29621004,43966741,52446486,55864236,68017077,,44374,47203,52307,70219,197200,102083,139243,75104,86148,95506
690721,"Ceramic flags and paving, hearth or wall tiles, of a water absorption coefficient by weight ...",0,0,0,0,0,22218,26982,27066,21760,20421,,0,0,0,0,0,2353143,2406706,2359133,1866940,1643082,,0,0,0,0,847,132203,158994,179222,188867,287089
854330,"Machines and apparatus for electroplating, electrolysis or electrophoresis",7664,2161,13026,13440,2145,1125,12081,4039,9984,20370,,227613,126204,141958,196140,147826,199228,238718,245872,208166,255648,,125332,140850,166003,78114,49689,37946,41744,33474,24689,96770
400921,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), reinforced or otherwise ...",13921,13239,14527,9230,11314,15928,15760,17161,14124,20272,,193902,206403,245000,213505,203477,249010,284950,257216,215792,326146,,40276,43663,44241,26933,31154,43688,41862,48156,45214,63664
300490,"Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic purposes, ...""",10102,17808,17424,12007,7775,11066,12530,15010,15991,20183,,1849777,1938287,2009429,2078247,2075714,2164045,2781890,2547426,2867524,2942050,,7755747,8462338,7384591,4722999,5161127,6286657,5954256,7610252,5495105,7359024
841981,"Machinery, plant and equipment for making hot drinks or for cooking or heating food (excluding ...",8689,7722,9543,7414,7215,11163,10172,15686,12123,20162,,164862,170984,234540,228241,230314,247580,304733,337868,337376,464801,,109617,120674,122550,74031,80682,125325,147110,148297,132984,162840
630140,"Blankets and travelling rugs of synthetic fibres (excluding electric, table covers, bedspreads ...",57020,56146,34666,17236,12968,17514,18555,17738,14623,20002,,2496131,3006663,3534137,3159389,2949991,3230745,3228397,3258307,2791905,3334608,,71884,63729,41929,21570,15324,21566,21497,20696,16851,22854
