Product code,Product label,Australia's imports from Saudi Arabia-Value in 2012,Australia's imports from Saudi Arabia-Value in 2013,Australia's imports from Saudi Arabia-Value in 2014,Australia's imports from Saudi Arabia-Value in 2015,Australia's imports from Saudi Arabia-Value in 2016,Australia's imports from Saudi Arabia-Value in 2017,Australia's imports from Saudi Arabia-Value in 2018,Australia's imports from Saudi Arabia-Value in 2019,Australia's imports from Saudi Arabia-Value in 2020,Australia's imports from Saudi Arabia-Value in 2021,Saudi Arabia's exports to world- ,Saudi Arabia's exports to world-Value in 2012,Saudi Arabia's exports to world-Value in 2013,Saudi Arabia's exports to world-Value in 2014,Saudi Arabia's exports to world-Value in 2015,Saudi Arabia's exports to world-Value in 2016,Saudi Arabia's exports to world-Value in 2017,Saudi Arabia's exports to world-Value in 2018,Saudi Arabia's exports to world-Value in 2019,Saudi Arabia's exports to world-Value in 2020,Saudi Arabia's exports to world-Value in 2021,Australia's imports from world- ,Australia's imports from world-Value in 2012,Australia's imports from world-Value in 2013,Australia's imports from world-Value in 2014,Australia's imports from world-Value in 2015,Australia's imports from world-Value in 2016,Australia's imports from world-Value in 2017,Australia's imports from world-Value in 2018,Australia's imports from world-Value in 2019,Australia's imports from world-Value in 2020,Australia's imports from world-Value in 2021
720711,"Semi-finished products of iron or non-alloy steel containing, by weight, < 0,25% of carbon, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,131,140749,28037,5314,88272,,45,56,128,42,4808,53,166,141,18246,141965
720810,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",0,0,0,0,0,0,0,0,0,0,,52804,60571,42596,36381,29882,34711,36842,35201,28473,30026,,0,890,2869,0,0,0,314,542,1068,978
720827,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",0,0,0,0,0,0,0,0,0,0,,20060,142170,41142,36146,90,53,1037,0,9,19,,21697,9881,1349,7132,5839,3178,878,2876,3338,0
720838,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",0,0,0,0,0,0,0,0,0,0,,10376,0,0,0,52,1,215,0,41249,261141,,0,0,0,0,0,1643,5202,4522,2631,16204
720925,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...""",0,0,0,0,0,0,0,0,0,0,,468,0,222,452,166,9,3,86,13,4,,1467,141,169,265,182,202,178,217,118,46
721061,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,1072,1167,312,187,25,65,72,0,0,0,,96151,39971,34960,59886,27677,23941,39846,24347,24791,10288
721113,"Flat-rolled products of iron or non-alloy steel, simply hot-rolled on four faces or in a closed ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,45,41,95,212,3857,4059,4631,,0,0,0,0,0,63,0,0,0,0
721210,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,1185,0,0,0,0,211,508,682,492,393,,1699,1129,807,792,1851,2336,1656,948,157,139
721399,"Bars and rods, hot-rolled, in irregularly wound coils, of iron or non-alloy steel (excluding ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,452,8981,2495,2415,570,,297,818,120,0,0,0,0,0,0,0
721491,"Bars and rods, of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3847,4063,0,0,,39284,23931,30950,22345,20492,28395,29299,26647,21396,33508
721510,"Bars and rods, of non-alloy free-cutting steel, not further worked than cold-formed or col ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,15,0,77,0,,1576,477,216,181,156,191,268,207,180,465
721633,"H sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded, ...",0,0,0,0,0,0,0,151,177,0,,340,240,339,386,1509,2123,1676,7,7,29,,0,0,2520,15036,16127,28008,33416,26964,18016,51555
721669,"Angles, shapes and sections, of iron or non-alloy steel, not further worked than cold-formed ...",0,0,0,0,0,0,0,0,0,0,,29978,52172,18355,5529,5482,6503,2219,2621,547,6331,,1891,1889,2788,2239,2893,3653,2879,2513,2332,2824
721891,"Semi-finished products of stainless steel, of rectangular """"other than square"""" cross-section""""",0,0,0,0,0,0,0,0,0,0,,85,0,0,0,96,27,0,0,0,0,,0,0,31,8,15,0,0,40,16,10
721911,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,25,129,23,15,0,0,0,,424,254,22,266,221,67,491,445,1371,1500
722020,"Flat-rolled products of stainless steel, of a width of < 600 mm, not further worked than cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,33,16,4,1055,9,0,0,,9728,6086,8043,6127,5440,5287,5892,3937,3553,5695
722100,"Bars and rods of stainless steel, hot-rolled, in irregularly wound coils",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,39,82,4,0,0,,2784,2658,2668,1934,880,1374,1959,1916,2050,3119
722219,"Bars and rods of stainless steel, only hot-rolled, only hot-drawn or only extruded (excluding ...",0,0,0,0,0,0,0,0,0,0,,1698,3052,2495,1755,425,41538,71754,21324,8729,0,,9019,6921,6892,6765,5100,7029,8270,7068,5185,5955
722230,"Other bars and rods of stainless steel, cold-formed or cold-finished and further worked, or ...",0,0,0,0,0,0,0,0,0,0,,325,52,736,54,68,54,112,0,0,3,,8940,6927,9102,8718,6330,7527,11687,9386,9918,12184
722490,Semi-finished products of alloy steel other than stainless,0,0,0,0,0,0,0,0,0,0,,1569,1616,3279,1015,3445,6603,11977,4014,1454,114,,4546,2041,1019,1226,500,2043,991,743,381,3929
722620,"Flat-rolled products of high-speed steel, of a width of <= 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,19,47,57,26,45,70,51,41,21,37
722692,"Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, not further ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,984,1387,5951,12090,1471,1392,712,534,377,589
722710,"Bars and rods of high-speed steel, hot-rolled, in irregularly wound coils",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,21,0,8,0,0,0,,7051,2576,5035,2867,2055,2426,2662,3392,1505,2571
722830,"Bars and rods of alloy steel other than stainless, not further worked than hot-rolled, hot-drawn ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,54,14,0,0,0,0,0,,67541,57561,50546,20646,11691,19840,19124,11089,7405,13962
730441,"Tubes, pipes and hollow profiles, seamless, of circular cross-section, of stainless steel, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,154,13,15,295,463,38,43,25,,21570,19691,16225,12128,9812,8695,14056,13307,14289,13543
730451,"Tubes, pipes and hollow profiles, seamless, of circular cross-section, of alloy steel other ...""",0,0,0,0,0,0,0,0,0,0,,332,0,94,113,107,65,116,3,0,0,,9489,10642,6407,5801,4139,4986,5953,5883,5466,6453
730711,Tube or pipe fittings of non-malleable cast iron,0,0,0,0,0,0,0,0,0,0,,207,65,36,242,114,501,751,5675,329,455,,5876,3935,4636,3270,5605,5342,5921,7695,8430,9308
730722,"Threaded elbows, bends and sleeves of stainless steel (excluding cast products)",0,0,0,0,0,0,0,0,0,0,,773,6433,7586,5667,4080,1806,572,140,55,31,,4603,6424,7369,6540,5288,5070,7094,6448,6575,8343
730820,"Towers and lattice masts, of iron or steel",51,0,0,0,0,0,0,0,0,0,,57674,40382,56259,26249,17726,31364,29871,26551,72088,12659,,49858,82755,69933,16828,36109,82109,154099,126507,48768,55922
730900,"Reservoirs, tanks, vats and similar containers, of iron or steel, for any material other than ...""",0,0,0,0,0,0,0,0,0,0,,3357,5059,9462,7495,8677,7706,10214,7008,21883,1905,,106088,73554,53959,44562,28750,49017,39206,41917,45887,50533
731300,"Barbed wire of iron or steel; twisted hoop or single flat wire, barbed or not, and loosely ...",0,0,0,0,0,0,0,0,0,0,,272,1043,176,131,29,615,185,243,445,2767,,5650,5421,4542,3663,4040,3948,4015,2474,2290,2963
731431,"Grill, netting and fencing, of iron or steel wire, welded at the intersection, plated or coated ...",0,0,0,0,0,0,0,0,0,0,,0,241,0,0,1,1,0,0,43,554,,10727,8967,8486,6070,6246,6425,6850,5938,7885,9227
731441,"Grill, netting and fencing, of iron or steel wire, not welded at the intersection, plated or ...",0,0,0,0,0,0,0,0,0,0,,305,0,0,3,2,12,30,4,0,381,,20509,19043,20428,18216,20376,21379,25270,23977,18389,24156
731450,"Expanded metal, of iron or steel",0,0,0,0,0,0,0,0,0,0,,3878,2902,810,729,1084,595,503,469,272,149,,2314,1914,1793,1288,2024,2251,2166,1936,1743,2224
731519,"Parts of articulated link chain, of iron or steel",0,0,0,0,0,0,0,0,0,0,,28,116,171,171,104,144,74,0,80,0,,4036,3295,3524,3220,3186,2690,2802,2537,2994,3386
731582,"Welded link chain of iron or steel (excluding articulated link chain, skid chain and stud-link ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,2,1,0,220,22,24,5,,17935,22102,18262,17482,15375,15360,21607,24361,21079,24340
731819,"Threaded articles, of iron or steel, n.e.s.",0,0,0,0,0,0,0,0,0,0,,248,1148,226,1784,1110,1300,2625,221,172,487,,37172,34398,36050,33663,35864,49109,60277,56473,54909,60076
731821,"Spring washers and other lock washers, of iron or steel",0,0,0,0,0,0,0,0,0,0,,337,0,0,42,36,52,70,6,4,0,,3365,2907,3076,3141,2692,3283,3884,3734,3767,6072
731823,Rivets of iron or steel (excluding tubular and bifurcated rivets for particular uses),0,0,0,0,0,0,0,0,0,0,,95,141,66,15,58,275,945,7781,3442,6521,,5830,5197,5858,5223,4906,5261,4674,5085,5367,7139
732189,"Stoves, heaters, grates, fires, wash boilers, braziers and similar domestic appliances, of ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3,0,0,0,9,,16683,22467,24138,22936,26676,28221,26720,26713,29080,45819
732219,"Radiators for central heating, non-electrically heated, and parts thereof, of iron other than ...",0,0,0,0,0,0,0,0,0,0,,0,0,241,17,78,29,68,19,30,0,,4825,3702,3549,3450,3637,4133,4597,3335,3144,3026
732399,"Table, kitchen or other household articles, and parts thereof, of iron other than cast iron ...",2,3,0,0,0,0,0,1,0,0,,895,805,867,1343,1510,1318,2048,112,96,82,,77472,81966,76411,84516,78130,79765,82818,74154,83354,107908
732421,"Baths of cast iron, whether or not enamelled",0,0,0,0,0,0,0,0,0,0,,37,32,0,39,2,1,80,0,5,4,,480,331,401,315,349,1293,405,230,272,252
732599,"Cast articles of iron or steel, n.e.s. (excluding articles of non-malleable cast iron, and ...",6,0,0,0,0,0,0,0,0,0,,2542,3189,2572,1459,1748,828,1743,2735,1991,401,,44993,45810,47381,40332,39124,47828,47997,42988,33394,42266
732611,"Grinding balls and similar articles for mills, of iron or steel, forged or stamped, but not ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,88,78,0,0,0,,20152,18427,7485,21426,23923,34422,46326,42688,61770,55296
732620,"Articles of iron or steel wire, n.e.s.",0,0,0,0,0,0,0,0,0,0,,220,624,1300,1501,5248,6499,3050,2047,731,1060,,47007,43926,40676,37319,35195,41395,48875,52009,58665,72693
740811,"Wire of refined copper, with a maximum cross-sectional dimension of > 6 mm",0,0,0,0,0,0,0,0,0,0,,213,598,807,4263,2234,35529,2612,17893,6289,8563,,3800,25421,185062,225762,213330,303813,316203,282786,252755,390814
740829,"Wire of copper alloys (other than copper-zinc alloys [brass], copper-nickel alloys [cupro-nickel] ...",0,0,0,0,0,0,0,0,0,0,,257,421,0,22,460,615,840,696,544,215,,2161,2081,2232,2137,2527,2870,3231,1632,790,1610
740919,"Plates, sheets and strip, of refined copper, not in coils, of a thickness of > 0,15 mm (excluding ...",0,0,0,0,0,0,0,0,0,0,,0,671,903,45,1262,894,480,152,62,17,,6740,5791,4652,3155,3635,4684,5495,5604,4036,6760
740931,"Plates, sheets and strip, of copper-tin base alloys """"bronze"""", of a thickness of > 0,15 mm, ...""",0,0,0,0,0,0,0,0,0,0,,30,38,0,3,17,0,0,0,8,0,,1130,807,580,291,273,458,628,416,447,161
741129,"Tubes and pipes of copper alloys (excluding copper-zinc base alloys """"brass"""", copper-nickel ...""",0,0,0,0,0,0,0,0,0,0,,767,67,339,715,83,1942,2482,1342,270,0,,14573,12441,12176,9686,5080,3024,3892,3062,2446,3985
741910,"Chain and parts thereof, of copper (excluding watch chains, necklace chains and the like)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,118,140,108,87,146,49,57,44,33,115
741991,"Articles of copper, cast, moulded, stamped or forged, but not further worked, n.e.s.",0,0,0,0,0,0,0,0,0,0,,44,0,40,81,711,991,366,265,104,47,,562,201,177,155,227,259,176,376,482,820
750512,"Bars, rods, profiles and wire, of nickel alloys, n.e.s. (excluding electrically insulated products)",0,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,8,0,0,0,0,,1963,1488,1567,2021,944,946,1200,862,1157,1069
760200,"Waste and scrap, of aluminium (excluding slags, scale and the like from iron and steel production, ...",0,0,0,0,0,0,0,0,0,0,,144839,258097,293256,229055,246158,302291,276477,180266,161699,321928,,5039,4257,2958,1444,1115,1571,1859,1750,1258,1702
843930,Machinery for finishing paper or paperboard (excluding calenders),0,0,0,0,0,0,0,0,0,0,,35,0,230,0,27,51,0,0,0,0,,2434,3435,1115,1356,1952,10529,8552,4853,523,1061
844332,"Machines which only perform one of the functions of printing, copying or facsimile transmission, ...",0,0,0,0,0,0,0,0,0,0,,2299,1548,800,1117,1982,1879,2370,0,0,18,,186745,158750,164268,162044,142528,147990,155007,126528,100636,140084
844621,"Power looms for weaving fabrics of a width > 30 cm, shuttle type",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,424,13,46,54,10,137,258,0,260,1
844900,"Machinery for the manufacture or finishing of felt or nonwovens in the piece or in shapes, ...",0,0,0,0,0,0,0,0,0,0,,32,0,0,0,201,1246,7,0,0,0,,1667,2049,2382,872,720,442,338,810,7853,2905
845012,"Household or laundry-type washing machines, with built-in centrifugal drier (excluding fully-automatic ...",0,0,0,0,0,0,0,0,0,0,,445,454,0,12,26,30,9,0,7,0,,1102,3110,2487,1886,1292,1348,1650,688,485,1957
845230,Sewing machine needles,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,11,0,0,0,,700,692,696,651,915,790,854,747,1619,3004
845650,Water-jet cutting machines,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,5897,6571,6686,7383,6988
845819,"Horizontal lathes, incl. turning centres, for removing metal, not numerically controlled",0,0,0,0,0,0,0,0,0,0,,0,437,632,184,218,1694,364,0,0,0,,21759,12847,9459,8856,8298,9359,9425,9258,9636,13107
845951,"Milling machines for metals, knee-type, numerically controlled",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,85,0,0,0,0,,638,528,591,351,103,43,80,171,234,606
845969,"Milling machines for metals, not numerically controlled (excluding way-type unit head machines, ...",0,0,0,0,0,0,0,0,0,0,,32,1015,66,32,5,25,57,0,0,0,,7506,7201,5240,5531,3774,5148,3686,5598,4659,4223
846241,"Punching or notching machines, incl. presses, and combined punching and shearing machines, ...",0,0,0,0,0,0,0,0,0,0,,86,87,59,6,12,1,47,0,0,0,,8551,3706,5381,4303,2185,6031,8279,8000,7690,7785
846310,"Draw-benches for metal bars, tubes, profiles, wire or the like",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,12,515,9,0,0,,8,93,87,1453,106,783,368,867,752,117
846320,"Thread rolling machines, for working metal",0,0,0,0,0,0,0,0,0,0,,143,0,0,0,0,0,0,0,0,0,,242,53,43,268,46,223,370,23,197,173
846620,Work holders for machine tools,0,0,0,0,0,0,0,0,0,0,,0,87,2164,30,74,9,134,0,0,0,,5462,6140,4693,4922,4629,4310,5746,5366,6822,7028
846810,"Hand-held blow pipes, gas-operated, for soldering, brazing or welding",0,0,0,0,0,0,0,0,0,0,,37,0,125,12,8,39,24,0,0,0,,1633,2017,2300,2352,2272,2626,2612,2149,2188,2722
846820,"Gas-operated machinery and apparatus for soldering, brazing, welding or surface tempering (excluding ...",0,0,0,0,0,0,0,0,0,0,,394,71,0,11,16,13,0,0,0,0,,3976,3004,1981,1631,2178,1912,4179,13686,4394,4307
846900,Typewriters and word-processing machines (excluding automatic data-processing machines and ...,0,0,0,0,0,0,0,0,0,0,,0,42,109,117,84,0,0,0,0,0,,195,433,141,212,232,0,0,0,0,0
847210,"Duplicating machines """"hectograph or stencil"""" (excluding printing machines and photocopying ...""",0,0,0,0,0,0,0,0,0,0,,86,0,153,70,101,27,74,0,0,0,,238,199,116,34,20,24,19,13,42,22
847480,"Machinery for agglomerating, shaping or moulding solid mineral fuels, ceramic paste, unhardened ...",0,0,0,0,0,0,0,0,0,0,,399,420,588,1639,118,770,192,5,0,330,,22049,10427,16657,10145,13211,10493,27452,8799,11315,12803
847710,Injection-moulding machines for working rubber or plastics,0,0,0,0,0,0,0,0,0,0,,390,180,641,469,289,3588,2785,209,0,4,,26371,16822,27166,19757,28834,25615,23132,20076,18309,31378
847810,"Machinery for preparing or making up tobacco (excluding dryers and other heating equipment, ...",0,0,0,0,0,0,0,0,0,0,,0,2119,0,1,26,26,41,0,0,0,,274,627,605,266,167,181,249,260,508,421
847960,"Evaporative air coolers, n.e.s.",0,0,0,0,0,0,0,0,0,0,,3643,3337,3906,3314,4103,1811,3706,2397,1010,1285,,6869,5052,6355,10182,7141,9248,9403,16322,15456,17259
710813,"Gold, incl. gold plated with platinum, in semi-manufactured forms, for non-monetary purposes",0,0,0,0,0,0,0,0,0,0,,0,2055,4847,2675,1724,8937,11122,21407,3818,324,,1652741,1055002,788968,351409,1549353,1335559,1672353,28977,324238,261972
711021,"Palladium, unwrought or in powder form",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2312,3015,1826,2849,2218,2588,3379,3676,4347,5349
711041,"Iridium, osmium and ruthenium, unwrought or in powder form",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,85,102,50,47,70,211,160,245,154,641
711299,"Waste and scrap of silver, incl. metal clad with silver, and other waste and scrap containing ...",0,0,0,0,0,0,0,0,0,0,,0,102,0,1,0,3,12747,0,0,0,,109,111,400,7,159,224,53,2843,163,70
820750,"Tools for drilling, interchangeable (excluding rock-drilling or earth-boring tools and tools ...",0,0,0,18,0,18,2,0,15,0,,201,1001,1504,430,449,386,132,94,244,147,,45801,46549,44834,41913,42083,44073,54902,52243,51200,63746
820890,"Knives and cutting blades, of base metal, for machines or for mechanical appliances (excluding ...",0,0,1,1,10,0,0,4,0,0,,28,82,97,99,231,78,232,7,0,1,,12219,12735,12905,11316,11939,12454,13342,14296,14012,16719
821110,Sets of assorted articles of knives of heading 8211; sets in which there is a higher number ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,8,3,30,0,0,0,,19432,14486,15971,13635,14571,16821,16956,15916,17311,26857
821195,"Handles of base metal for table knives, pocket knives and other knives of heading 8211",0,0,0,0,0,0,0,0,0,0,,0,49,0,2,64,6,0,0,0,12,,40,46,14,68,78,22,19,53,49,48
821220,"Safety razor blades of base metal, incl. razor blade blanks in strips",0,0,0,0,0,0,0,0,0,0,,0,500,0,114,198,3,42,0,371,11,,17847,20566,17352,16781,18810,20369,32004,27682,26182,28093
821510,"Sets of spoons, forks or other articles of heading 8215, which may also contain up to an equivalent ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,7,3,3,0,0,0,,357,448,321,358,317,421,234,378,314,354
840729,"Spark-ignition reciprocating or rotary engines, for marine propulsion (excluding outboard motors)",0,0,0,0,0,0,0,0,0,0,,2093,3315,3470,4849,2963,1750,2406,0,0,0,,12236,12832,11537,10947,19857,9456,14627,10121,15978,11793
841011,"Hydraulic turbines and water wheels, of a power <= 1.000 kW (excluding hydraulic power engines ...",0,0,0,0,0,0,0,0,0,0,,4576,6488,4878,784,3004,4327,2631,0,0,0,,1713,1175,406,401,239,136,5,71,252,57
841111,Turbojets of a thrust <= 25 kN,0,0,0,0,0,0,0,0,0,0,,0,189,0,0,0,0,0,0,0,0,,6815,10897,37100,2309,4755,14334,12418,19308,3185,12584
841311,"Pumps fitted or designed to be fitted with a measuring device, for dispensing fuel or lubricants, ...",0,0,0,0,0,0,0,0,0,0,,842,241,538,1014,1847,85,144,0,142,29,,22207,29388,36069,38702,35008,34270,35170,31492,28227,35315
841420,Hand-operated or foot-operated air pumps,0,0,0,0,0,0,0,0,0,0,,0,0,30,275,77,23,76,0,0,1,,8049,7121,7407,6814,6467,5523,5643,5465,6032,7771
841581,"Air conditioning machines incorporating a refrigerating unit and a valve for reversal of the ...""",0,0,0,0,0,0,0,0,0,0,,9366,10972,19143,6276,3345,14838,9168,2785,10372,14706,,69043,53312,53023,55595,47774,56917,49601,38151,30368,23500
841583,"Air conditioning machines comprising a motor-driven fan, not incorporating a refrigerating ...""",0,0,0,0,0,0,0,0,0,0,,1071,1098,11957,326,529,3264,586,2115,4974,5636,,23895,24126,26484,28861,27905,25791,36189,36239,28863,36003
841610,Furnace burners for liquid fuel,0,0,0,0,0,0,0,0,0,0,,49,0,88,18,2,137,0,0,55,0,,728,6818,647,1911,3983,361,566,420,492,859
841710,"Industrial or laboratory furnaces and ovens, non-electric, for the roasting, melting or other ...",0,0,0,0,0,0,0,0,0,0,,365,39,72,7,28,141,219,0,0,8,,1267,2814,3822,1649,1462,3054,3865,221,1339,1190
841919,"Instantaneous or storage water heaters, non-electric (excl. instantaneous gas water heaters, ...",0,0,0,0,0,0,0,0,0,0,,2700,2598,1949,2946,784,662,717,166,0,149,,24925,15886,23195,21300,16628,11988,12654,11293,8438,11377
841932,"Dryers for wood, paper pulp, paper or paperboard",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,7,0,0,0,,4180,708,806,7712,472,2601,3116,1239,1342,3075
841939,"Dryers (excl. lyophilisation apparatus, freeze drying units, spray dryers, dryers for agricultural ...",0,0,0,0,0,0,0,0,0,0,,296,40,104,74,338,175,317,45,5,0,,23294,23610,20007,49398,25040,21414,24172,29198,27778,30777
841940,Distilling or rectifying plant,0,0,0,0,0,0,0,0,0,0,,0,0,102,39,37,128,105,0,0,0,,3317,108400,43866,91159,55287,11907,6485,7434,4664,16504
680919,"Boards, sheets, panels, tiles and similar articles, of plaster or compositions based on plaster ...",0,0,0,0,0,0,0,0,0,0,,8365,7653,8125,10047,10622,5676,7702,7889,4798,9951,,2851,2693,5039,3672,1643,2496,2595,3933,3286,5208
681099,"Articles of cement, concrete or artificial stone, whether or not reinforced (excluding prefabricated ...",0,0,0,0,0,0,0,0,0,0,,1357,1402,858,1544,871,10061,10763,10473,9261,7167,,142547,155715,190106,215154,248895,261689,284370,242108,214612,242190
690310,"Retorts, crucibles, mufflers, nozzles, plugs, supports, cupels, tubes, pipes, sheaths, rods ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,12,43,0,0,,722,302,370,456,366,461,517,513,591,651
690510,Roofing tiles,0,0,0,0,0,0,0,0,0,0,,2295,2465,3869,6079,2667,3023,2446,2430,1793,2132,,1299,4011,3036,2126,2436,2896,2426,2981,2863,2746
690723,"Ceramic flags and paving, hearth or wall tiles, of a water absorption coefficient by weight ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,334,,0,0,0,0,0,36146,42464,35769,40442,43634
690810,"Glazed ceramic tiles, mosaic cubes and similar articles, whether or not square or rectangular, ...",0,0,0,0,0,0,0,0,0,0,,1425,1723,1071,1464,767,0,0,0,0,0,,5648,5819,6960,6646,6323,0,0,0,0,0
700320,"Cast glass and rolled glass, in wired sheets, whether or not with absorbent, reflecting or ...",2,4,2,2,0,0,0,0,0,0,,1332,13920,25051,2678,147,84,92,1075,1540,927,,41,32,124,37,34,5,10,18,16,4
700719,"Toughened """"tempered"""" safety glass (excluding glass of size and shape suitable for incorporation ...""",0,0,0,18,0,0,6,0,0,0,,826,370,369,617,1124,4260,11016,32170,4775,7887,,38790,36345,39955,50168,48728,54114,60439,58326,56797,71364
