Product code,Product label,"Russian Federation's imports from Korea, Republic of-Value in 2012","Russian Federation's imports from Korea, Republic of-Value in 2013","Russian Federation's imports from Korea, Republic of-Value in 2014","Russian Federation's imports from Korea, Republic of-Value in 2015","Russian Federation's imports from Korea, Republic of-Value in 2016","Russian Federation's imports from Korea, Republic of-Value in 2017","Russian Federation's imports from Korea, Republic of-Value in 2018","Russian Federation's imports from Korea, Republic of-Value in 2019","Russian Federation's imports from Korea, Republic of-Value in 2020","Russian Federation's imports from Korea, Republic of-Value in 2021","Korea, Republic of's exports to world- ","Korea, Republic of's exports to world-Value in 2012","Korea, Republic of's exports to world-Value in 2013","Korea, Republic of's exports to world-Value in 2014","Korea, Republic of's exports to world-Value in 2015","Korea, Republic of's exports to world-Value in 2016","Korea, Republic of's exports to world-Value in 2017","Korea, Republic of's exports to world-Value in 2018","Korea, Republic of's exports to world-Value in 2019","Korea, Republic of's exports to world-Value in 2020","Korea, Republic of's exports to world-Value in 2021",Russian Federation's imports from world- ,Russian Federation's imports from world-Value in 2012,Russian Federation's imports from world-Value in 2013,Russian Federation's imports from world-Value in 2014,Russian Federation's imports from world-Value in 2015,Russian Federation's imports from world-Value in 2016,Russian Federation's imports from world-Value in 2017,Russian Federation's imports from world-Value in 2018,Russian Federation's imports from world-Value in 2019,Russian Federation's imports from world-Value in 2020,Russian Federation's imports from world-Value in 2021
700521,"Float glass and surface ground glass, in sheets, coloured throughout the mass """"body tinted"""", ...""",1,1,0,0,1,0,1,0,0,0,,4836,4047,5634,3855,2879,2620,1555,1729,1606,3278,,7599,9635,11617,8223,4001,8226,16606,15146,10862,7881
720521,"Powders, of alloy steel (excluding powders of ferro-alloys and radioactive iron powders "" ...""",0,0,0,0,0,0,0,18,0,0,,2084,3832,3295,926,4061,8524,11018,9270,11643,20325,,4199,5325,2383,2669,2828,4183,8033,7130,4917,5833
720990,"Flat-rolled products of iron or steel, of a width of >= 600 mm, cold-rolled """"cold-reduced"""", ...""",1411,1086,811,613,772,227,11,5,0,0,,7371,3177,656,1479,3840,4378,929,4400,1450,2104,,2013,1522,1075,770,885,648,353,1108,730,2722
721012,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",20,460,941,299,0,0,0,0,0,0,,430667,431541,371787,306319,295156,339902,345212,355355,333945,433740,,131600,139353,134431,124968,107756,136678,150090,148371,149133,143637
721020,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,307,93,921,2102,250,400,42,189,104,56,,10815,8761,3956,1416,1713,1823,1745,1594,949,2003
721420,"Bars and rods, of iron or non-alloy steel, with indentations, ribs, groves or other deformations ...",837,284,114,0,0,1,0,0,0,0,,214629,200070,163862,68506,50195,22312,46589,34348,34458,28551,,541731,694811,521051,125979,95094,251027,367741,357536,188619,303626
710229,"Industrial diamonds, worked, but not mounted or set (excluding unmounted stones for pick-up ...",0,0,0,0,0,0,0,0,0,0,,13,26,42,15,57,42,21,15,124,177,,0,0,0,0,0,0,0,30,274,71
710239,"Diamonds, worked, but not mounted or set (excluding industrial diamonds)",0,0,0,0,0,0,0,0,0,0,,468,1391,1395,1916,1117,1774,1903,4291,3943,8191,,49353,60139,54393,12060,33436,70157,78688,87482,79745,124680
710391,"Rubies, sapphires and emeralds, worked, whether or not graded, but not strung, mounted or set, ...",0,0,0,0,0,0,0,0,0,0,,728,177,317,113,168,359,344,284,410,631,,5663,8908,5485,1624,1784,7929,8523,11316,6496,9047
710700,"Base metals clad with silver, not further worked than semi-manufactured",0,0,0,0,0,0,0,0,0,0,,3511,2558,2144,2053,3896,5453,2434,2617,3117,5572,,147,259,142,113,118,189,331,77,283,278
711419,"Articles of goldsmiths' or silversmiths' wares or parts thereof, of precious metal other than ...",0,0,0,0,0,0,0,0,0,0,,296,712,518,167,124696,1441990,20583,3666,476,33967,,9,516,37,48,4,193,96,11,2,31
711711,"Cuff links and studs, of base metal, whether or not clad with silver, gold or platinum",23,6,0,0,0,0,0,0,0,0,,222,301,265,70,81,108,52,126,135,71,,32126,2089,1667,801,908,693,749,765,486,488
740921,"Plates, sheets and strip, of copper-zinc base alloys """"brass"""", of a thickness of > 0,15 mm, ...""",0,0,0,0,0,0,0,0,0,0,,268734,284690,293319,222694,200844,267250,285704,237522,217821,312598,,13452,4873,4427,1804,2153,3251,2868,1908,3031,2246
741011,"Refined copper foil, not backed, of a thickness of <= 0,15 mm (excluding stamping foils of ...",3,1,3,1,0,0,0,0,0,0,,215424,176475,206876,190095,200801,283052,350735,348657,416286,693931,,3417,1691,1626,952,980,1738,1560,2759,2762,3907
740321,"Copper-zinc base alloys """"brass"""" unwrought""""",0,199,302,0,0,96,100,0,0,0,,75126,70626,60394,51297,41383,54737,52978,60093,112786,139527,,1007,1092,1033,85,203,432,471,724,698,993
750810,"Cloth, grill, netting and fencing, of nickel wire",0,0,0,0,0,0,0,0,0,0,,342,1063,2204,1286,5646,10205,17395,9279,17026,20812,,311,27,47,49,94,126,781,225,369,209
760110,"Aluminium, not alloyed, unwrought",0,0,0,0,0,0,0,0,0,0,,12132,21578,34710,17836,8582,2060,1485,1012,5757,4262,,177217,269788,181321,81177,90889,86007,83015,54507,23078,46649
760691,"Plates, sheets and strip, of non-alloy aluminium, of a thickness of > 0,2 mm (other than square ...",17,7,0,0,0,0,0,0,0,0,,34278,24979,21998,16935,23058,15075,12841,19261,15742,12779,,3026,952,378,1708,1125,1090,1229,2230,3173,5075
750120,Nickel oxide sinters and other intermediate products of nickel metallurgy (excluding nickel ...,0,0,0,0,0,0,0,0,0,0,,1335,149,1522,1329,1823,1125,933,2209,1359,2674,,0,0,0,0,0,0,0,5,0,0
750521,Wire of non-alloy nickel (excluding electrically insulated products),0,0,0,0,0,0,0,0,0,0,,297,275,109,89,50,35,33,25,15,20,,118,253,208,147,123,33,54,143,106,235
732182,"Stoves, heaters, grates, fires, wash boilers, braziers and similar appliances, of iron or steel, ...",190,291,101,9,6,1,1,23,12,0,,35789,44208,40524,30543,18411,25025,21889,26199,15245,30313,,748,1182,927,305,240,298,288,610,542,1132
732392,"Table, kitchen or other household articles, and parts thereof, of cast iron, enamelled (excluding ...",0,0,49,0,0,0,0,0,0,0,,550,244,740,1701,319,164,117,54,197,266,,5973,3668,4938,2107,2093,2130,3926,1851,2187,3017
730611,"Line pipe of a kind used for oil or gas pipelines, welded, of flat-rolled products of stainless ...",0,0,0,0,0,0,3,0,0,0,,30050,4808,12091,9885,2857,3767,14276,11656,9673,11894,,240,343,312,2631,1264,824,1321,789,427,4009
730629,"Casing and tubing of a kind used in drilling for oil or gas, welded, of flat-rolled products ...",0,0,0,0,0,0,0,0,88,0,,804474,789448,1320098,235009,258825,790936,329789,322472,214186,572221,,5871,6146,10268,7729,10385,12857,10912,9229,7560,5298
730669,"Tubes, pipes and hollow profiles, welded, of non-circular cross-section, of iron or steel (excluding ...",0,0,126,4,0,0,0,0,0,0,,5718,2968,7257,6226,4343,5062,1741,1254,599,1844,,7622,7235,6644,4715,4600,3938,5310,5527,5649,8784
731021,"Cans of iron or steel, of a capacity of < 50 l, which are to be closed by soldering or crimping ...",400,46,576,118,4493,423,1174,1309,19,0,,647,530,1232,1522,2019,2086,2881,3498,5874,9304,,21431,17962,13220,8230,11902,4500,5536,4916,2367,2549
721790,"Wire of iron or non-alloy steel, in coils, plated or coated (excluding plated or coated with ...",895,798,826,679,960,607,230,9,23,0,,14201,18399,21404,18252,24469,23416,26804,26875,27670,30789,,8600,8049,7590,4520,3802,3898,3430,2836,3375,3317
722619,"Flat-rolled products of silicon-electrical steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",85,19,0,0,0,0,0,0,0,0,,5720,3035,4423,6462,4722,7504,5664,7043,5568,10299,,637,608,102,184,271,601,460,66,88,306
722720,"Bars and rods of silico-manganese steel, hot-rolled, in irregularly wound coils",0,0,0,0,0,0,0,0,0,0,,0,1057,1055,755,5366,14589,21793,10984,10676,10886,,236,352,631,206,95,325,1612,2205,1406,2808
730290,"Sleepers """"cross-ties"""", check-rails, rack rails, chairs, chair wedges, rail clips, bedplates ...""",0,0,34,0,87,128,1,0,0,0,,10285,8345,10520,7972,8485,8567,5609,6944,11095,4253,,4766,9631,5999,3351,2927,3807,3742,4633,4233,4337
730411,"Line pipe of a kind used for oil or gas pipelines, seamless, of stainless steel",0,0,0,1,0,0,27,3,30,0,,50314,41080,37834,25024,25250,42080,62114,59227,54665,58658,,837,3598,5765,2642,3343,1888,5458,2187,14397,15575
854081,"Receiver or amplifier valves and tubes (excluding microwave tubes, photo-cathode tubes and ...",0,0,0,0,0,0,0,0,0,0,,1684,751,463,448,2144,286,33,35,70,138,,1208,1163,317,277,241,464,564,465,347,569
860799,"Parts of rolling stock of heading 8603, 8604, 8605 or 8606, n.e.s.",0,0,1,0,0,0,0,0,0,0,,112633,209620,138627,244969,129017,95104,50046,43326,30610,54495,,80266,108246,72064,30822,50460,71061,75314,90358,48028,35964
870370,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,293,152,0,24,26,,0,0,0,0,0,0,0,0,0,1775
871190,"Motorcycles, incl. mopeds, and cycles fitted with an auxiliary motor and side cars for motorcycles ...",0,1,10,3,0,0,0,0,0,0,,108,1375,1036,1084,790,418,304,318,776,400,,3253,3938,3625,1838,7759,5024,2513,944,2470,23089
871495,Saddles for cycles (excluding for motorcycles),0,0,0,0,0,0,0,0,0,0,,4,16,23,27,47,7,3,0,10,120,,5173,5399,5542,4130,3348,3841,3823,4553,3491,6938
880100,"Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft",0,0,0,0,0,0,0,0,0,0,,26,26,52,34,1,4,2,6,9,0,,0,11,167,0,0,0,0,0,0,0
880240,"Aeroplanes and other powered aircraft of an of an unladen weight > 15.000 kg (excl. helicopters, ...",0,0,0,0,0,0,0,0,0,0,,63709,117210,107063,109822,184208,291330,189238,89287,210967,15000,,3232051,4119633,7010400,0,0,0,0,0,0,0
900890,"Parts and accessories for image projectors, photographic enlargers and reducers, n.e.s.",0,2,0,0,0,0,0,0,0,0,,645,445,261,590,432,217,163,220,163,73,,14,12,41,6,59,26,78,68,10,126
890399,"Outboard motorboats, for pleasure or sports, and rowing boats and canoes, of a length > 7,5 ...",55,1,2,6,0,0,0,0,0,0,,720,5009,1105,3044,1607,539,2084,1729,1350,3306,,36786,36758,41505,27972,16009,40242,23718,33712,45890,193721
850163,"AC generators """"alternators"""", of an output > 375 kVA but <= 750 kVA (excl. photovoltaic  ...""",103,0,0,21,0,0,0,0,0,0,,28101,6809,5944,9377,3298,4599,6263,4163,3837,5578,,2947,2527,2779,2360,2615,2365,2541,2240,2308,3609
850134,DC motors and DC generators of an output > 375 kW (excl. photovoltaic generators),0,0,0,0,0,0,0,0,0,0,,4656,3506,1112,605,697,4629,1556,6774,382,1577,,54626,68885,39242,37459,23300,37045,41779,3501,4943,2304
847979,Passenger boarding bridges (excluding of a kind used in airports),0,0,0,0,0,0,1,0,0,0,,33,10,40,243,901,1781,56,175,1830,1467,,842,372,0,10,2359,4491,2416,2755,958,0
848630,Machines and apparatus for the manufacture of flat panel displays,1531,0,0,0,0,0,0,16653,0,0,,287409,965234,1022427,1438600,1438824,3147150,3837170,2515490,2693296,1822080,,1531,131,1266,0,0,0,0,17986,0,1
846880,"Machinery and apparatus for welding, not gas-operated (excluding electric machines and apparatus ...",423,0,548,9,0,97,5,1007,0,0,,10392,17295,14028,20085,26457,24695,18973,16071,7660,8389,,9364,24875,1287,1846,636,23221,1733,2902,1765,3067
847021,"Electronic calculating machines incorporating a printing device, with mains connection (excluding ...",0,0,0,0,0,0,0,0,0,0,,112,156,227,281,263,178,118,112,151,220,,625,491,472,66,98,117,85,79,69,156
850423,"Liquid dielectric transformers, having a power handling capacity > 10.000 kVA",16347,13042,3150,0,0,0,0,0,15577,0,,971434,802838,807894,799896,770185,656013,376002,406328,356409,285548,,410755,258959,81623,18227,12833,26195,34186,27482,20113,6204
851120,"Ignition magnetos, magneto-dynamos and magnetic flywheels, for spark-ignition or compression-ignition ...",0,0,0,0,0,0,0,0,0,0,,2356,300,297,195,77,100,281,15,69,7,,1673,1463,1181,918,943,1025,1130,998,871,1269
853080,"Electrical signalling, safety or traffic control equipment (excluding that for railways or ...",0,0,0,0,0,0,38,31,18,0,,4157,3724,4201,4173,5425,5910,4435,6964,7426,8143,,43217,27275,20057,10013,9399,14967,12521,10351,10235,6521
851930,"Turntables """"record-decks""""""""",0,0,0,0,0,0,0,0,0,0,,47,12,91,14,38,2,27,439,39,91,,189,192,321,289,274,542,918,132,129,219
852210,Pick-up cartridges,8,0,0,0,0,0,0,0,0,0,,23,11,4,7,38,10,20,32,70,112,,208,234,119,86,174,196,278,334,431,619
851672,"Electric toasters, for domestic use",0,0,0,0,0,0,0,0,0,0,,33,66,41,63,15,85,42,153,232,630,,9668,10977,10830,7031,7654,11763,12660,15055,16785,19911
851711,Line telephone sets with cordless handsets,0,0,0,15,9,0,0,0,0,0,,349,514,551,132,198,1185,1057,1131,514,882,,74190,74420,39839,24207,21683,22183,19762,17136,11115,12641
840910,"Parts suitable for use solely or principally with internal combustion piston engine for aircraft, ...",0,0,0,0,0,0,0,0,0,0,,2168,88,904,405,1075,6579,2754,1320,1613,4706,,882,865,586,161,334,715,689,2015,1471,2983
841090,Parts of hydraulic turbines and water wheels incl. regulators,0,519,604,0,0,0,0,0,0,0,,7139,15622,7763,7070,7385,4569,5952,3735,1675,2022,,45986,58109,113952,86261,63554,59310,66290,71287,78169,84009
841630,"Mechanical stokers, incl. their mechanical grates, mechanical ash dischargers and similar appliances ...",0,0,0,0,0,0,0,0,0,0,,330,442,412,375,814,365,1021,367,21014,314,,13396,7809,8582,1467,4371,9512,5085,10226,8777,59114
842112,Centrifugal clothes-dryers,0,0,2,0,0,1,3,0,0,0,,184,399,360,352,208,907,124,224,153,108,,2629,1641,1177,623,419,625,726,879,561,747
780110,"Unwrought lead, refined",0,0,0,0,0,0,0,0,0,0,,293727,315241,463054,402045,606554,659255,688679,573551,510227,534747,,837,4055,1369,1900,2419,629,3796,6982,6737,15449
810930,Zirconium waste and scrap (excluding ash and residues containing zirconium),0,0,0,0,0,0,0,0,0,0,,114,206,327,655,406,696,450,539,96,555,,106,0,215,0,0,34,7,0,60,58
811100,"Manganese and articles thereof, n.e.s.; manganese waste and scrap (excluding ash and residues ...",0,0,0,0,0,0,0,0,0,0,,1297,1510,3103,2092,2743,1844,2351,3886,441,793,,39419,71207,71016,88361,72320,130019,150986,126322,96543,162323
811222,Chromium waste and scrap (excluding ash and residues containing chromium and chromium alloys ...,0,0,0,0,0,0,0,0,0,0,,40,22,64,14,32,40,35,31,15,2,,0,0,0,0,0,0,0,0,0,0
811229,"Articles of chromium, n.e.s.",0,0,0,0,0,0,0,0,0,0,,147,165,208,152,489,326,408,250,358,343,,443,150,159,387,218,493,312,307,365,710
840590,Parts of producer gas or water gas generators and acetylene gas generators or similar water ...,0,0,0,0,0,0,0,0,0,0,,4420,1974,7272,7064,8247,3525,6782,3528,2507,7974,,206,1469,275,148,204,100,347,305,2769,417
840721,Spark-ignition outboard motors for marine propulsion,10,1,0,14,29,0,496,0,0,0,,18,69,35,6,27,48,84,71,760,284,,170029,171324,137227,49504,51710,71262,86078,87220,66968,103811
830510,"Fittings for loose-leaf binders or files, of base metal (excluding drawing pins and clasps ...",5,5,13,9,1,6,0,0,0,0,,1209,1366,1462,1575,1460,1187,2347,2653,2119,1563,,6630,6215,4610,3307,5107,4831,5762,6727,6265,7850
830590,"Office articles such as letter clips, letter corners, paper clips and indexing tags, of base ...",1,7,0,0,2,8,15,5,0,0,,1327,1785,2400,2347,2188,1859,1535,791,435,488,,5533,6000,5706,3497,3394,4449,5042,5285,4176,6391
843410,Milking machines,0,0,0,0,0,0,0,0,0,0,,18,1,3003,236,289,12,10,63,1,5,,45525,40589,28289,16178,16449,20384,30313,33063,32467,42227
843420,"Dairy machinery (excluding refrigerating or heat treatment equipment, cream separators, clarifying ...",0,0,0,0,0,0,0,0,0,0,,1491,1,920,63,98,176,73,177,166,39,,38594,66496,28221,46029,45271,54362,49128,62656,97923,60662
844230,"Machinery, apparatus and equipment for preparing or making printing blocks, plates, cylinders ...",0,19,0,0,0,7,0,0,0,0,,17939,4825,4763,2359,7188,2418,13494,4792,5502,4998,,11587,9528,9820,2490,4235,6469,4926,4080,5525,4865
844315,Letterpress printing machinery (excluding flexographic printing and reel fed machinery),0,117,0,0,0,0,0,0,0,0,,148,176,204,58,665,3,45,130,34,0,,173,146,1123,105,116,13,1158,138,6276,5604
842612,Mobile lifting frames on tyres and straddle carriers,0,0,0,0,0,0,0,0,0,0,,1907,912,630,2668,3896,1363,1690,1848,1372,426,,4346,1316,2305,5471,0,3198,10750,1205,593,2808
842619,"Overhead travelling cranes, transporter cranes, gantry cranes, bridge cranes and mobile lifting ...",14,0,0,16,0,0,0,17,0,0,,90718,121775,27018,43031,24336,9552,20252,138536,40642,32280,,80721,47911,30574,21174,14891,43487,17066,51687,26345,20037
843039,"Coal or rock cutters and tunnelling machinery, not self-propelled (excluding hand-operated ...",0,0,0,0,0,0,0,0,0,0,,231,125,110,963,262,797,794,808,957,595,,28249,38142,15958,18627,24006,1794,162,358,446,1236
843221,"Disc harrows for use in agriculture, horticulture or forestry",5,0,0,0,0,0,0,0,0,0,,48,88,48,56,202,445,571,453,399,222,,26488,34466,29850,14775,25424,35123,28541,20397,25254,39002
845939,"Boring-milling machines for metals, not numerically controlled (excluding way-type unit head ...",0,0,40,11,0,0,0,86,0,0,,963,700,60,86,481,573,772,189,350,372,,4829,3549,17872,1624,1256,1935,1951,1083,1988,3018
845140,"Machines for washing, bleaching or dyeing textile yarns, fabrics or made-up textile articles ...",3,0,3,0,0,0,0,0,0,0,,27338,24161,24446,26926,32649,34526,23137,19426,13058,26083,,5793,5528,18364,2352,6420,5255,10621,7004,3737,16937
845390,"Parts of machinery for preparing, tanning or working hides, skins or leather or for making ...",0,0,11,0,0,0,0,0,0,0,,16572,17425,18258,22540,19569,19263,23845,25557,17244,18020,,465,605,346,448,530,495,1270,779,646,644
844511,Carding machines for preparing textile fibres,0,0,0,0,0,0,0,0,0,0,,4572,5188,3908,3690,2801,4697,5554,1363,3284,5593,,5870,1615,5357,15111,2423,1093,1653,932,562,2167
844540,"Textile winding, incl. weft-winding, or reeling machines",9,0,6,287,0,0,0,0,0,0,,5301,5848,7043,6469,13891,17990,15026,13825,4238,23988,,2089,9505,4892,2554,2754,3806,1862,8732,2028,5034
844629,"Hand looms for weaving fabrics of a width > 30 cm, shuttle type",0,0,0,0,0,0,0,0,0,0,,375,636,3550,54,437,88,1270,398,136,306,,25,62,34,28,15,463,53,175,388,44
844720,Flat knitting machines; stitch-bonding machines,1319,221,4800,0,11,0,0,0,0,0,,11244,10310,11511,18107,15075,10582,12986,11254,13640,11541,,40877,28242,20640,8506,17822,22695,17275,20529,14734,20847
844831,Card clothing for machines for preparing textile fibres,0,0,0,4,6,1,0,0,0,0,,638,613,651,877,669,620,641,592,465,1112,,853,890,820,351,386,742,620,1082,920,1024
940530,Electric lighting sets of a kind used for Christmas trees,0,0,0,0,0,0,69,2,0,0,,9,29,6,79,33,12,155,98,13,31,,16436,15642,19206,11903,10265,16152,21203,24697,24172,43633
930520,"Parts and accessories of shotguns or rifles of heading 9303, n.e.s.",0,0,0,0,0,0,0,0,0,0,,1113,2262,5458,10710,16186,13776,8403,7722,19773,27895,,4508,5498,2723,0,0,0,0,0,0,0
940151,Seats of bamboo or rattan,0,23,0,0,0,0,0,0,0,0,,21,81,98,123,1,0,0,0,0,0,,11265,9389,10393,4681,4384,0,0,0,0,0
911011,"Complete watch movements, unassembled or partly assembled movement sets",0,0,0,0,4,6,5,0,0,0,,1064,1201,1553,1343,3432,1719,1909,1617,1380,1884,,18,5,7,1,7,7,7,4,0,0
901520,"Theodolites and tachymeters """"tacheometers""""""""",0,0,1,0,0,0,0,0,0,0,,166,152,222,276,843,118,112,146,293,321,,54413,27209,29424,14828,10460,14427,15401,15354,13477,19555
910129,"Wrist-watches of precious metal or of metal clad with precious metal, whether or not incorporating ...",0,0,0,0,0,0,0,0,0,0,,2966,3623,5615,6042,8568,6644,7168,7851,9080,34090,,15965,17494,18518,14005,8150,6762,6400,6825,3964,7999
950619,Ski equipment for winter sports (other than skis and ski-fastenings [ski-bindings]),0,0,0,0,0,0,0,0,0,0,,1288,1330,1568,999,1150,309,130,106,39,166,,4618,5381,3782,1298,1495,2203,2192,3178,2267,3183
950639,Golf equipment (excluding balls and complete clubs),0,9,0,0,0,0,0,2,0,0,,12009,12872,12233,11990,12708,14738,17763,23632,31081,66361,,46,207,122,20,18,17,42,26,44,117
961310,"Pocket lighters, gas fuelled, non-refillable",0,0,0,0,0,0,0,0,0,0,,0,12,13,6,1,2,4,17,51,0,,38396,40008,36333,31063,32460,33468,28900,29796,30918,33992
970300,"Original sculptures and statuary, in any material",0,62,33,0,0,0,0,0,0,0,,34986,22312,29018,24719,20334,32900,24640,29090,8744,19622,,2158,1702,1811,2678,1642,2305,2997,7242,2018,1280
910820,"Watch movements, complete and assembled, with automatic winding",0,0,0,0,0,0,0,0,0,0,,14,10,12,11,41,214,166,129,136,202,,229,185,155,192,223,488,861,699,701,792
910610,Time registers and time recorders,0,1,5,0,0,1,0,0,1,0,,473,1266,675,131,385,27,22,27,27,26,,256,179,73,125,227,136,98,129,133,66
902221,"Apparatus based on the use of alpha, beta, gamma or other ionising radiation, for medical, ...",0,0,0,0,0,0,31,97,1,0,,1325,547,621,1677,1025,657,1256,340,53,3,,347150,65631,68973,15063,29758,16579,17898,9408,12318,16616
871499,"Parts and accessories, for bicycles, n.e.s.",0,0,0,0,0,0,0,1,0,0,,7918,7753,6558,2630,2581,2926,3660,6474,6358,11055,,33928,36427,34671,22545,19538,22837,27170,30932,20589,45891
900630,"Cameras specially designed for underwater use, for aerial survey or for medical or surgical ...",0,0,0,0,0,0,0,0,0,0,,1064,281,1123,100,207,158,179,402,1032,1122,,15,57,2051,0,0,98,108,9,1071,24
900653,Cameras for roll film of a width of 35 mm (excl. instant print cameras and special cameras ...,0,0,0,0,0,0,0,0,0,0,,268,171,98,85,57,32,21,84,101,29,,180,103,79,22,4,102,31,85,164,280
900791,"Parts and accessories for cinematographic cameras, n.e.s.",14,1,0,0,3,0,0,0,1,0,,2011,3088,3444,2583,692,1594,306,203,44,80,,681,378,540,710,785,1263,1059,405,340,647
901110,Stereoscopic optical microscopes,21,22,49,86,1,14,18,0,22,0,,546,774,605,1115,802,1426,1622,938,981,2499,,37652,25696,22736,18351,18215,19721,30397,33117,32874,39416
871150,"Motorcycles, incl. mopeds, with reciprocating internal combustion piston engine of a cylinder ...",0,0,0,0,0,0,0,0,0,0,,175,173,188,472,286,798,541,285,313,315,,58967,67684,67320,33339,27137,46052,55096,62589,65982,92754
