Product code,Product label,"Viet Nam's imports from Korea, Republic of-Value in 2012","Viet Nam's imports from Korea, Republic of-Value in 2013","Viet Nam's imports from Korea, Republic of-Value in 2014","Viet Nam's imports from Korea, Republic of-Value in 2015","Viet Nam's imports from Korea, Republic of-Value in 2016","Viet Nam's imports from Korea, Republic of-Value in 2017","Viet Nam's imports from Korea, Republic of-Value in 2018","Viet Nam's imports from Korea, Republic of-Value in 2019","Viet Nam's imports from Korea, Republic of-Value in 2020","Viet Nam's imports from Korea, Republic of-Value in 2021","Korea, Republic of's exports to world- ","Korea, Republic of's exports to world-Value in 2012","Korea, Republic of's exports to world-Value in 2013","Korea, Republic of's exports to world-Value in 2014","Korea, Republic of's exports to world-Value in 2015","Korea, Republic of's exports to world-Value in 2016","Korea, Republic of's exports to world-Value in 2017","Korea, Republic of's exports to world-Value in 2018","Korea, Republic of's exports to world-Value in 2019","Korea, Republic of's exports to world-Value in 2020","Korea, Republic of's exports to world-Value in 2021",Viet Nam's imports from world- ,Viet Nam's imports from world-Value in 2012,Viet Nam's imports from world-Value in 2013,Viet Nam's imports from world-Value in 2014,Viet Nam's imports from world-Value in 2015,Viet Nam's imports from world-Value in 2016,Viet Nam's imports from world-Value in 2017,Viet Nam's imports from world-Value in 2018,Viet Nam's imports from world-Value in 2019,Viet Nam's imports from world-Value in 2020,Viet Nam's imports from world-Value in 2021
293930,Caffeine and its salts,0,0,0,0,0,0,0,0,0,,,25,44,0,1,12,31,6,18,13,21,,3663,2564,2982,6379,2495,4477,5926,6354,7324,7638
293941,Ephedrine and its salts,0,0,0,0,0,0,0,0,0,,,6,7,12,0,0,0,0,0,0,0,,40,0,1,0,0,0,0,0,0,
293942,"Pseudoephedrine """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,,,67,0,0,0,0,0,0,0,0,0,,72,177,36,0,0,0,0,0,0,
293951,"Fenetylline """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,13,24,22,0,
294150,Erythromycin and its derivatives; salts thereof,21,98,0,82,11,0,0,0,0,,,475,0,18,18,10495,7766,7428,9682,5999,8800,,6090,5001,7045,4715,7485,9164,10280,9460,11916,5576
300211,Malaria diagnostic test kits,0,0,0,0,0,0,0,0,7,,,0,0,0,0,0,345,10041,27451,52871,31627,,0,0,0,0,0,0,38,38,22,4720
300431,"Medicaments containing insulin but not antibiotics, put up in measured doses """"incl. those ...""",0,0,0,0,0,0,0,0,0,,,0,0,3,0,0,7,0,0,0,0,,13580,14369,26945,24914,34406,42372,46708,49241,57638,12767
300450,"Medicaments containing provitamins, vitamins, incl. natural concentrates and derivatives thereof ...""",12826,11183,12323,14636,17562,14049,7438,9729,12405,,,12288,13196,16204,19994,20389,25006,27790,25199,23636,29241,,77622,75181,74775,83348,83379,112369,89635,82254,90591,93032
300490,"Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic purposes, ...""",98102,93152,98670,110243,120438,109435,88498,98663,87024,,,366676,394729,439075,435289,502871,511729,514556,529897,674356,597346,,1162585,1270366,1337568,1518750,1650202,1819985,1791125,1836425,1854355,1138675
300691,Appliances identifiable for ostomy use,0,0,0,0,0,0,0,0,0,,,170,248,254,148,273,121,82,76,79,103,,347,321,385,456,666,1286,1284,1532,1662,2120
310240,Mixtures of ammonium nitrate with calcium carbonate or other inorganic non-fertilising substances ...,0,0,0,0,0,0,0,0,0,,,0,0,0,31,34,26,59,31,253,988,,66,696,362,558,334,294,344,195,273,56
310280,Mixtures of urea and ammonium nitrate in aqueous or ammoniacal solution (excluding those in ...,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,8,86,,2,0,35,0,0,0,0,0,0,33
310390,"Mineral or chemical phosphatic fertilisers (excluding superphosphates, those in pellet or similar ...",0,0,0,0,0,0,0,0,0,,,9,5,1318,406,190,105,31,50,64,340,,133,0,95,737,0,391,1955,1632,274,2531
310520,"Mineral or chemical fertilisers containing the three fertilising elements nitrogen, phosphorus ...",2027,4385,27471,41374,26602,29038,18312,7239,12872,,,118745,68861,104491,89473,60406,79911,83894,84075,93280,122093,,167716,202845,97572,134623,104677,139003,138973,134403,122235,92844
320417,Synthetic organic pigments; preparations based on synthetic organic pigments of a kind used ...,12276,12679,17230,14802,12671,11315,13065,12863,12342,,,163776,183290,175916,165991,172789,166185,167388,165262,154798,194844,,65775,87102,98827,96639,95763,105766,115769,133282,133336,128890
320890,"Paints and varnishes based, incl. enamels and lacquers, on synthetic polymers or chemically ...",11811,19090,27764,18820,18309,24258,30265,30722,31895,,,313865,328286,374012,367943,327679,345994,375499,360856,334727,363713,,88444,108705,121268,100520,116751,130763,157374,167661,182611,161182
321490,"Non-refractory surfacing preparations for facades, inside walls, floors, ceilings and the like",1189,940,1001,1246,1076,1902,2437,1137,1701,,,29615,35569,29625,18324,18806,12046,12899,9685,10032,10473,,10496,13951,14012,14897,18183,16736,17200,15407,15208,15801
321519,"Printing ink, whether or not concentrated or solid (excluding black ink)",13314,16439,20808,23845,23634,29567,27913,27446,23488,,,166676,173582,164153,141456,137567,136636,142450,138016,110990,127335,,57436,62305,82390,92916,108705,134800,132238,153920,140194,103370
330129,"Essential oils, whether or not terpeneless, incl. concretes and absolutes (excluding those ...",9,2,0,0,5,13,72,19,15,,,288,196,253,96,392,456,1846,2101,1885,1540,,3460,2548,3918,3336,4748,5160,9549,8650,7552,5780
340111,"Soap and organic surface-active products and preparations, in the form of bars, cakes, moulded ...",14,119,124,187,220,218,194,257,420,,,12665,11537,21306,20935,15682,16235,16634,18988,14715,11218,,3993,4778,4328,3761,5794,4242,5027,4536,5051,8628
340212,"Cationic organic surface-active agents, whether or not put up for retail sale (excluding soap)",716,689,506,300,415,331,887,1019,1233,,,19508,24692,27232,26150,36444,40722,45009,46523,47011,55717,,4647,4824,5417,4862,5632,7038,11585,27753,30850,32302
340391,Textile lubricant preparations and preparations of a kind used for the oil or grease treatment ...,1031,1470,576,379,449,738,810,857,1022,,,4332,5992,4384,4407,5083,4756,7088,9881,7085,7064,,14583,17113,19688,16029,19512,20445,22268,24847,26335,47670
340540,"Scouring pastes and powders and other scouring preparations, whether or not in the form of ...",3,65,6,23,11,15,108,19,31,,,14526,15148,19146,39385,43898,55583,46616,44134,57981,74514,,444,424,321,439,608,467,572,439,467,6796
350710,Rennet and concentrates thereof,0,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,16,109,286,,0,0,3,4,27,7,13,14,18,44
360690,"Ferro-cerium and other pyrophoric alloys in all forms; metaldehyde, hexamethylenetetramine ...",0,0,5,2,1,0,0,0,0,,,1594,1412,245,294,210,170,165,182,256,212,,1631,420,463,295,143,360,384,258,151,230
370199,"Photographic plates and film in the flat for monochrome photography, sensitised, unexposed, ...",80,192,138,341,320,727,1012,34602,19188,,,21209,18320,17597,13569,11355,11426,13034,13335,15402,17639,,41317,19428,18111,16581,18229,9012,2526,36642,22057,4257
370231,"Photographic film """"incl. instant print film"""", in rolls, sensitised, unexposed, without perforations, ...""",0,4,0,0,0,0,0,0,0,,,2177,4864,4295,2,38,168,72,96,355,718,,0,5,0,0,0,0,10,32,14,585
370252,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",0,0,0,0,1,0,0,0,0,,,1,0,0,1,0,1,0,0,1,38,,6,28,14,11,1,4,9,0,0,38
370590,"Photographic plates and film, exposed and developed (excluding products made of paper, paperboard ...",42,46,77,181,36,71,0,0,0,,,149796,165050,254706,229996,244620,0,0,0,0,0,,558,390,349,387,241,288,0,0,0,
380290,"Activated kieselguhr and other activated natural mineral products; animal black, whether or ...",12,46,132,384,241,170,376,180,75,,,871,664,481,561,372,408,434,759,1410,1821,,4306,4594,5625,5588,8081,7820,8958,10566,11956,9663
380862,"Goods of heading 3808, containing alpha-cypermethrin """"ISO"""", bendiocarb """"ISO"""", bifenthrin ...""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,59,0,0,0,,0,0,0,0,0,0,181,419,367,673
380899,Rodenticides and other plant protection products put up for retail sale or as preparations ...,173,100,249,231,178,81,64,301,349,,,7015,7223,5898,11125,15404,9598,14397,12904,20517,25263,,33344,31583,35830,30788,32383,41371,44054,54738,34513,19267
380910,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs and other products ...",5,25,723,76,155,133,163,133,131,,,1386,1117,1116,363,139,952,1264,1116,908,1303,,7155,4397,6683,4276,4263,3956,2599,2991,1722,1472
380993,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs, and other products ...",1346,1119,1897,404,479,410,530,623,410,,,12669,13061,12602,12282,8824,5543,5572,6122,5489,6413,,17990,16900,17254,13044,13774,19562,19941,17550,16068,61165
381111,Anti-knock preparations for motor fuels based on lead compounds,0,0,0,0,0,0,0,0,0,,,0,4,1,1,0,0,0,0,3,0,,0,1,0,6,0,13,0,0,0,
381121,Prepared additives for oil lubricants containing petroleum oil or bituminous mineral oil,704,827,887,796,1022,1372,1916,1581,1925,,,19595,24620,23355,25179,28647,36986,34034,33081,31982,54548,,34257,47105,57071,55354,63982,78431,81731,85757,71137,72691
382313,"Tall oil fatty acids, industrial",0,0,0,0,0,2,1,0,0,,,16,2,3,79,33,19,84,11,12,12,,350,146,326,121,106,272,1059,2001,1544,1843
382460,Sorbitol (excluding D-glucitol [sorbitol]),43,32,72,80,124,260,72,118,2,,,1064,1486,246,67,224,309,454,426,222,166,,13611,13902,13005,12868,13436,11862,14252,14594,13625,11139
382472,"Mixtures containing bromochlorodifluoromethane, bromotrifluoromethane or dibromotetrafluoroethanes",0,0,0,0,0,0,1,0,0,,,0,0,4,0,0,0,0,0,0,0,,0,0,0,4,0,1,1,2,0,
382479,"Mixtures containing halogenated derivatives of methane, ethane or propane (excluding those ...",207,144,84,12,15,27,132,357,135,,,1537,1303,668,470,245,479,323,598,251,541,,324,437,253,734,998,1478,1917,966,392,339
382481,"Mixtures and preparations containing oxirane """"ethylene oxide""""""""",52,27,17,0,61,220,266,164,181,,,71,60,0,0,0,0,0,34,2,0,,135,89,18,41,81,234,298,224,202,10
382486,"Mixtures and preparations containing pentachlorobenzene """"ISO"""" or hexachlorobenzene """"ISO""""""""",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,
382520,Sewage sludge,0,0,0,0,0,0,3,22,24,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,5,0,0,3,22,24,573
390190,"Polymers of ethylene, in primary forms (excluding polyethylene and ethylene-vinyl acetate  ...",79055,69599,63955,62817,48662,63791,59779,35545,40617,,,247378,256248,200735,264418,310983,209550,230504,369849,203308,245283,,324017,395127,451012,371610,362294,439210,470243,378785,323035,126363
390320,"Styrene-acrylonitrile copolymers """"SAN"""", in primary forms""""",11126,12614,12542,13558,10214,14229,23229,25335,26163,,,241584,240397,250297,190500,167987,207328,268562,260583,235115,368265,,20238,18376,17169,18053,15233,22781,34182,36233,35303,42124
390410,"Poly""""vinyl chloride"""", in primary forms, not mixed with any other substances""""",8197,8842,7915,10243,10590,10191,8154,3204,12421,,,729660,688373,604948,510396,466910,487078,550968,404777,459548,756471,,129326,152211,203604,199147,250888,278057,292438,316623,399010,757778
390421,"Non-plasticised poly""""vinyl chloride"""", in primary forms, mixed with other substances""""",369,534,541,565,1109,581,145,111,271,,,1857,921,849,714,1401,1372,2754,3470,413,460,,8556,8074,7862,8013,8637,9470,8559,9770,12615,6509
390690,"Acrylic polymers, in primary forms (excluding poly""""methyl methacrylate"""")""""",19551,28623,34255,37047,31601,29636,27194,31288,29177,,,764513,870300,941670,825936,884942,1122828,1319273,1376755,1366885,1727810,,142932,161180,196611,198654,208326,243458,293001,290024,282746,377875
390791,"Unsaturated polyallyl esters and other polyesters, in primary forms (excluding polycarbonates, ...""",954,1621,1998,1232,1120,2067,11183,18907,24130,,,43652,47719,50346,39452,35172,36819,59375,63358,63313,96251,,74115,78740,103023,99217,103232,112086,129488,128014,124586,163076
390910,"Urea resins and thiourea resins, in primary forms",109,303,310,169,193,259,681,422,347,,,3607,2069,4684,3824,3494,2267,2799,2314,1982,2219,,4609,5609,8047,7877,6574,8074,10566,8958,10072,12216
390930,"Amino-resins, in primary forms (excluding urea resins, thiourea resins and melamine resins)",2999,1340,2280,4668,7142,15867,0,0,0,,,454671,601167,548778,379540,347209,0,0,0,0,0,,23577,23076,36390,52084,67718,121309,0,0,0,922
390950,"Polyurethanes, in primary forms",17489,24761,19077,22399,28083,42290,55932,85852,83167,,,213589,241421,241172,243862,269742,324090,371216,347753,307302,376197,,153968,192074,197306,226950,266720,343649,435935,492195,488655,432315
391231,"Carboxymethylcellulose and its salts, in primary forms",37,27,68,73,265,590,566,485,359,,,1168,1479,1589,1888,2688,2073,2180,3002,2641,4174,,9758,11324,10968,12696,10082,11296,11231,13222,12180,14199
391739,"Flexible tubes, pipes and hoses, of plastics, reinforced or otherwise combined with other materials ...",1711,3336,3900,5547,5515,4999,7256,5908,7086,,,53526,56677,54736,51949,51356,48153,41692,45327,47497,54544,,29873,42930,63383,50749,54442,57146,57454,62519,61304,37728
392030,"Plates, sheets, foil, film and strip, of non-cellular polymers of styrene, not reinforced, ...",4451,6999,7380,12073,19490,30642,13397,10731,8814,,,13682,15700,20687,26446,30980,37904,28161,29927,38513,60436,,23794,14343,19816,28277,36776,53390,38429,37357,32974,31417
392063,"Plates, sheets, film, foil and strip, of non-cellular unsaturated polyesters, not reinforced, ...""",24,44,14,12,0,35,0,0,11,,,6170,6865,8083,7236,8000,7812,4656,3118,2813,4039,,249,266,125,335,514,612,995,2059,1011,4353
392114,"Plates, sheets, film, foil and strip, of regenerated cellular cellulose, unworked or merely ...",177,129,56,66,78,155,386,69,69,,,0,66,213,400,139,524,315,377,50,258,,1169,666,642,446,568,451,756,369,604,622
392490,"Household articles and toilet articles, of plastics (excluding tableware, kitchenware, baths, ...",817,1159,981,1028,1185,1069,637,871,1410,,,34165,31919,41509,54412,59981,78731,77928,81354,83816,87120,,8030,11507,13270,14848,16675,17188,21939,26158,30676,120573
400110,"Natural rubber latex, whether or not prevulcanised",38,19,1,0,4,7,27,27,10,,,262,315,208,708,551,262,488,587,520,611,,6417,6311,13833,5428,10397,34728,37799,29731,34442,26397
400241,"Chloroprene latex """"chlorobutadiene rubber, CR""""""""",0,0,0,0,0,0,0,0,0,,,35,124,162,191,280,17,142,0,0,0,,299,402,551,54,1321,1159,920,881,753,689
400400,"Waste, parings and scrap of soft rubber and powders and granules obtained therefrom",1099,0,0,151,51,0,0,0,0,,,1330,1054,563,309,446,357,448,314,1026,1053,,2712,4414,5791,3210,798,2638,1008,42,12,2210
400690,"Rods, bars, tubes, profiles and other forms of unvulcanised rubber, incl. mixed rubber, and ...",58,139,335,296,685,494,376,511,894,,,4957,3539,2952,2233,1672,2006,2044,1741,2112,1629,,3098,2150,3979,3604,7246,7826,8167,6947,7575,3983
400811,"Plates, sheets and strip of cellular rubber",1169,859,1027,1491,2028,4086,6858,9076,5152,,,18440,19876,18608,21495,20860,24278,24303,26311,20756,29067,,9248,10534,10206,13236,15654,20747,26373,32251,27587,39542
400932,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), reinforced or otherwise ...",65,52,42,75,59,95,32,47,46,,,24560,37197,39044,38348,41490,56650,59733,61035,44356,51326,,1110,2913,1701,1207,684,1112,1185,2095,1991,3701
401035,"Endless synchronous belts, of vulcanised rubber, of an outside circumference > 60 cm but <= ...",35,76,49,59,44,14,14,18,10,,,2394,2841,5177,4330,4418,4966,3973,3742,2864,2358,,1020,910,1761,2249,3287,2098,1510,1365,1134,2810
401120,"New pneumatic tyres, of rubber, of a kind used for buses and lorries (excluding typres with ...",2566,2827,4339,3599,1415,1195,815,1139,219,,,1572176,1416517,1278119,975662,1003078,985315,975361,869635,807392,815802,,183702,195720,187657,173673,142798,187904,205228,209931,187578,288975
401150,"New pneumatic tyres, of rubber, of a kind used for bicycles",0,0,0,0,0,0,0,0,0,,,40,62,65,60,209,194,87,16,51,11,,1041,1375,2004,2454,2169,2201,2378,3372,4232,12402
401163,"Pneumatic tyres, new, of rubber, having a """"herring-bone"""" or similar tread, of a kind used ...""",14,77,130,0,125,143,0,0,0,,,7553,7186,7534,5643,5164,0,0,0,0,0,,1565,1207,1406,2091,2295,3495,0,0,0,
401193,"Pneumatic tyres, new, of rubber, of a kind used on construction or industrial handling vehicles ...""",142,38,1,17,5,2,0,0,0,,,238,335,155,151,49,0,0,0,0,0,,1818,2016,2399,2573,2095,2075,0,0,0,
401199,"Pneumatic tyres, new, of rubber (excluding having a """"herring-bone"""" or similar tread and ...""",82,56,42,65,12,36,0,0,0,,,5511,5558,4982,3708,3364,0,0,0,0,0,,4698,1870,4665,2555,2242,2246,0,0,0,
401511,"Surgical gloves, of vulcanised rubber (excluding fingerstalls)",0,0,0,0,0,2,0,0,0,,,402,39,106,158,97,2,262,74,2147,1040,,2077,2602,2696,2624,3304,2724,3593,3558,3061,2726
401694,"Boat or dock fenders, whether or not inflatable, of vulcanised rubber (excluding hard rubber ...",251,458,665,134,169,618,183,127,106,,,11855,20627,14447,15136,6620,7640,6347,4838,6263,4565,,3853,8258,4716,7733,6278,4911,7223,5818,3727,3613
410190,"Butts, bends, bellies and split raw hides and skins of bovine """"incl. buffalo"""" or equine ...""",57,17,5204,3364,104,0,0,0,0,,,0,202,693,608,199,1,3,59,0,0,,29862,18863,84160,86242,50043,10807,2169,169,1475,2878
410210,"Raw skins of sheep or lambs, with wool on, fresh or salted, dried, limed, pickled or otherwise ...",0,0,0,72,0,0,0,0,0,,,4,1,0,0,0,0,43,39,18,61,,7,64,13,104,91,0,0,0,0,102
410221,"Raw skins of sheep or lambs, without wool on, pickled, whether or not split",0,0,0,0,0,0,0,0,0,,,152,0,0,0,0,0,0,168,0,1,,0,0,0,0,0,0,0,0,0,2
410411,"Full grains, unsplit and grain splits, in the wet state """"incl. wet-blue"""", of hides and skins ...""",137,0,0,0,0,0,1,0,0,,,19938,20896,22853,9637,9505,13341,9668,13672,6620,8532,,32728,56160,951,26,68755,34,60823,75641,74098,180712
410441,"Full grains leather, unsplit and grain splits leather, in the dry state """"crust"""", of hides ...""",0,0,0,0,0,0,0,0,0,,,1471,361,138,113,433,162,17,345,288,634,,5,214,1502,136,236,4,694,717,811,17839
411410,"Chamois leather, incl. combination chamois leather (excluding glac?-tanned leather subsequently ...",0,0,0,0,0,0,0,6,3,,,242,207,284,214,15,12,27,146,95,46,,600,508,1185,954,847,529,150,109,30,1263
411510,"Composition leather based on leather or leather fibre, in slabs, sheets or strip, whether or ...",7061,6512,6495,7841,4916,2836,4656,15552,21219,,,2133,3054,5180,5801,2805,2007,2035,3802,2070,2878,,16204,16922,22107,27079,29724,18555,22371,28173,25724,7675
420291,"Travelling-bags, insulated food or beverage bags, toilet bags, rucksacks, shopping-bags, map-cases, ...",14,192,184,4,19,368,241,21,10,,,12522,10487,11050,6129,2399,3385,6545,7097,6932,7797,,1425,1801,1496,1845,1290,1345,2412,2075,1894,7177
430190,"Heads, tails, paws and other pieces or cuttings of furskins suitable for use in furriery",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,43,77,30,
430211,"Tanned or dressed furskins of mink, whole, with or without heads, tails or paws, not assembled",0,0,53,0,19,0,0,0,0,,,1249,300,1572,1092,2849,1840,2349,1422,144,284,,0,0,464,0,20,50,34,0,0,
440140,"Sawdust and wood waste and scrap, not agglomerated",0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,19,0,0,,0,0,0,0,0,0,97,29,19,233
440311,"Wood in the rough, treated with paint, stains, creosote or other preservatives, coniferous ...",0,0,0,0,0,0,21,15,19,,,0,0,0,0,0,29,0,0,0,0,,0,0,0,0,0,0,1176,313,238,1523
440398,"Eucalyptus """"Eucalyptus spp."""" in the rough, whether or not stripped of bark or sapwood, or ...""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,34,44,,0,0,0,0,0,0,30117,19412,28401,6919
440410,"Hoopwood; split poles; piles, pickets and stakes of wood, pointed but not sawn lengthwise; ...",0,0,0,0,0,0,0,0,0,,,1,3,0,2,0,0,0,0,0,1,,0,4,6,10,2,150,1,3,0,2944
440712,"Fir """"Abies spp."""" and spruce """"Picea spp."""" sawn or chipped lengthwise, sliced or peeled, ...""",0,0,0,0,0,0,0,71,0,,,0,0,0,0,0,12986,12463,13263,4919,2081,,0,0,0,0,0,0,4380,9818,13464,24087
440810,"Sheets for veneering, incl. those obtained by slicing laminated wood, for coniferous plywood ...",14,7,283,1,0,1,0,19,8,,,29,50,188,804,778,1472,1872,1481,1870,1320,,16800,15129,16590,12410,12336,18054,25585,22839,18555,10071
440831,"Sheets for veneering, incl. those obtained by slicing laminated wood, for plywood or for other ...",0,0,0,0,0,0,0,0,0,,,0,0,5,1,0,1,0,3,3,19,,118,5,4,14,9,0,75,0,0,193
440922,"Tropical wood, incl. strips and friezes for parquet flooring, not assembled, continuously ...""",0,0,0,0,0,0,9,0,0,,,0,0,0,0,0,0,43,1,1,58,,0,0,0,0,0,0,541,821,580,5454
441019,"Waferboard and similar board, of wood, whether or not agglomerated with resins or other organic ...",0,0,5,0,21,12,34,7,1,,,420,401,436,403,381,227,52,37,63,216,,5485,7731,4588,4314,3628,4586,4526,5152,7537,26575
441114,"Medium density fibreboard """"MDF"""" of wood, of a thickness >?9?mm""""",336,1677,2810,1227,1356,796,770,1106,1221,,,24139,16418,15869,11437,9183,6965,5796,5775,4416,4778,,82119,56507,53493,63468,67008,85312,73172,88568,97146,118179
441912,Chopsticks of bamboo,0,0,0,0,0,0,2,0,0,,,0,0,0,0,0,35,40,71,20,78,,0,0,0,0,0,0,1168,843,1177,9471
441990,"Tableware and kitchenware, of wood (excl. of bamboo or tropical wood, and interior fittings, ...",0,0,0,0,0,0,15,73,1,,,0,0,0,0,0,1492,1397,1374,980,1409,,0,0,0,0,0,0,411,526,666,1492
442090,"Wood marquetry and inlaid wood; caskets and cases for jewellery or cutlery, and similar articles, ...",8,1,98,3,3,8,15,7,0,,,1302,1274,3167,2687,2723,992,768,1289,531,1494,,269,193,348,167,407,538,633,6135,5910,3992
442191,"Articles of bamboo, n.e.s.",0,0,0,0,0,0,6,7,3,,,0,0,0,0,0,337,497,527,235,97,,0,0,0,0,0,0,3705,5014,7292,14504
460192,"Plaits and similar products, of bamboo plaiting materials, whether or not assembled into strips; ...",2,21,1,2,4,12,0,0,0,,,13,0,2,0,1,3,0,1,1,0,,117,41,2,24,16,21,33,52,138,1893
470319,"Unbleached non-coniferous chemical wood pulp, soda or sulphate (excluding dissolving grades)",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,4075,3879,2383,0,0,0,0,0,293,407
470321,"Semi-bleached or bleached coniferous chemical wood pulp, soda or sulphate (excluding dissolving ...",0,0,0,0,0,0,0,47,0,,,473,259,41,1115,172,1547,139,82,90,135,,35537,28560,32978,34407,35633,62748,89680,88451,93974,95717
470620,"Pulps of fibres derived from recovered """"waste and scrap"""" paper or paperboard""""",0,0,0,0,0,0,0,0,0,,,27,47,230,145,84,190,2341,8371,41580,6802,,56,27,62,7,20,128,97,136,30,642
470710,"Recovered """"waste and scrap"""" paper or paperboard of unbleached kraft paper, corrugated paper ...""",193,6,364,496,2261,4174,10196,14101,17105,,,63693,28575,20828,15519,32969,47605,56131,15331,35314,73633,,11983,14792,32026,33370,38339,95155,246703,301601,361946,682071
480220,"Paper and paperboard of a kind used as a base for photosensitive, heat-sensitive or electrosensitive ...",55,188,193,43,5571,7184,8600,7074,12,,,472,403,292,257,530,498,514,411,653,1953,,421,998,962,922,6166,9213,10165,7738,363,276
