Product code,Product label,"Taipei, Chinese's imports from Germany-Value in 2012","Taipei, Chinese's imports from Germany-Value in 2013","Taipei, Chinese's imports from Germany-Value in 2014","Taipei, Chinese's imports from Germany-Value in 2015","Taipei, Chinese's imports from Germany-Value in 2016","Taipei, Chinese's imports from Germany-Value in 2017","Taipei, Chinese's imports from Germany-Value in 2018","Taipei, Chinese's imports from Germany-Value in 2019","Taipei, Chinese's imports from Germany-Value in 2020","Taipei, Chinese's imports from Germany-Value in 2021",Germany's exports to world- ,Germany's exports to world-Value in 2012,Germany's exports to world-Value in 2013,Germany's exports to world-Value in 2014,Germany's exports to world-Value in 2015,Germany's exports to world-Value in 2016,Germany's exports to world-Value in 2017,Germany's exports to world-Value in 2018,Germany's exports to world-Value in 2019,Germany's exports to world-Value in 2020,Germany's exports to world-Value in 2021,"Taipei, Chinese's imports from world- ","Taipei, Chinese's imports from world-Value in 2012","Taipei, Chinese's imports from world-Value in 2013","Taipei, Chinese's imports from world-Value in 2014","Taipei, Chinese's imports from world-Value in 2015","Taipei, Chinese's imports from world-Value in 2016","Taipei, Chinese's imports from world-Value in 2017","Taipei, Chinese's imports from world-Value in 2018","Taipei, Chinese's imports from world-Value in 2019","Taipei, Chinese's imports from world-Value in 2020","Taipei, Chinese's imports from world-Value in 2021"
320419,Synthetic organic colouring matter and preparations of the kind used for colouring any materials ...,1680,1198,1808,1299,1634,2092,2381,1960,2067,3037,,232687,218735,206216,174713,198600,213140,200282,203315,206488,226912,,19552,21225,23246,20319,22654,23786,26362,24531,20752,26210
820790,"Interchangeable tools for hand tools, whether or not power-operated, or for machine tools, ...",750,742,1053,1058,2909,3476,3538,3537,4260,3025,,488639,525585,526462,455870,487620,549601,589404,544141,518727,615778,,17851,18780,19695,18658,22913,24670,20949,23106,23065,26999
960321,"Tooth brushes, incl. dental-plate brushes",1219,1121,1341,1256,1698,2218,1902,2398,2926,3016,,297954,304390,320557,336561,349786,383434,426851,430338,475446,524171,,22019,21907,23263,24757,26929,28738,28797,29828,32641,31849
846330,"Machine tools for working metal wire, without removing material (excluding wire bending machines ...",149,14,2166,552,1533,1698,1907,1575,0,3001,,0,0,0,0,0,0,0,0,0,0,,2694,3135,6584,3139,5770,4166,29907,10500,4331,7585
720521,"Powders, of alloy steel (excluding powders of ferro-alloys and radioactive iron powders "" ...""",3308,3976,3560,5878,6661,6009,8069,3459,2009,2996,,24681,19940,21423,21345,20134,23158,24028,22679,17077,19407,,19117,18002,17750,28907,22934,30421,32565,24892,19812,27961
392020,"Plates, sheets, film, foil and strip, of non-cellular polymers of ethylene, not reinforced, ...",3729,4048,2793,1256,1585,2142,2412,2261,1543,2993,,1173452,1199450,1218108,1013840,1019946,1154684,1191069,1100572,1063385,1361958,,87676,89125,91882,89940,94591,100984,110621,104524,118881,146797
741011,"Refined copper foil, not backed, of a thickness of <= 0,15 mm (excluding stamping foils of ...",2804,2822,2580,2026,1498,1525,1807,1296,1740,2955,,205276,213281,204480,129433,112833,115070,126863,84932,76994,94868,,134596,119920,112873,114746,108757,158123,187470,157998,205053,226318
350691,Adhesives based on polymers of heading 3901 to 3913 or on rubber (excluding products suitable ...,3058,2423,2451,2384,2543,3021,3251,2200,2848,2941,,1339833,1418743,1524868,1330425,1331186,1516301,1641790,1546394,1558570,1861434,,207885,175078,173809,141154,149287,154825,186516,194200,217036,228725
321000,"Paints and varnishes, incl. enamels, lacquers and distempers (excluding those based on synthetic ...",1179,1199,1414,1441,1422,1468,1724,1562,1359,2902,,101509,108377,104727,91920,99367,106997,115899,113565,118135,159006,,40821,38270,39659,33490,26265,26582,31089,29298,28284,29070
220870,Liqueurs and cordials,159,80,239,222,327,450,827,1499,3300,2900,,497247,548720,523907,456016,458885,487820,525762,600149,421437,599074,,5342,5310,6826,5250,6383,6754,7685,9158,11912,14158
854320,"Signal generators, electrical",1861,2430,3360,3473,2284,2359,1923,2118,2103,2900,,167029,165200,175468,169018,164810,194852,238547,268426,278240,306113,,14283,17688,15661,16247,13996,15385,16043,23799,23949,28206
392119,"Plates, sheets, film, foil and strip, of cellular plastic, unworked or merely surface-worked ...",636,438,493,559,1650,1310,2117,2309,2785,2893,,369552,392299,440996,371074,404489,456026,492007,464487,446635,551499,,10681,8319,16773,12785,13759,14547,15306,18920,16887,24858
848280,"Roller bearings, incl. combined ball-roller bearings (excluding ball bearings, tapered roller ...",2706,2781,3828,3324,3571,3125,3332,2193,2065,2860,,253568,163476,171559,137253,141827,165614,179625,163847,127552,172218,,25263,21436,22054,20453,18275,18834,18845,15880,11743,19734
841821,"Household refrigerators, compression-type",2951,3270,3952,3803,2293,3133,2903,2053,1340,2847,,363287,363562,355697,301018,309408,325048,337484,319349,359705,434022,,94474,108833,112825,105746,104632,103825,121084,137027,144705,161893
290410,"Derivatives of hydrocarbons containing only sulpho groups, their salts and ethyl esters",2653,1746,2416,1556,2061,2933,3251,2593,2549,2840,,41788,52697,60982,55296,63208,65781,73812,68415,60799,83287,,10034,8687,9580,8255,7992,11312,10916,11055,11269,15717
842489,"Mechanical appliances, whether or not hand-operated, for projecting, dispersing or spraying ...",1638,2195,4059,3149,1137,3670,2191,1474,1567,2838,,1153944,1074320,1104472,965219,986343,1242967,1385667,1252719,1211110,1376466,,21875,26979,28192,20532,31862,31048,30997,26930,33805,50775
901380,"Liquid crystal devices, n.e.s. and other optical appliances and instruments not elsewhere specified ...",2379,4130,1252,1941,1161,2430,2334,3378,2092,2819,,310004,278928,243927,193845,254795,391961,247795,208420,196514,242591,,609933,932701,1005308,878665,450307,493144,518692,485372,438637,551337
761699,"Articles of aluminium, n.e.s.",1164,994,2343,1922,1586,1426,1521,1883,1973,2812,,1438596,1534588,1613875,1491398,1545090,1744586,1815233,1653726,1475022,1792677,,182271,157953,167553,163412,186769,212401,235746,218887,285526,332893
321519,"Printing ink, whether or not concentrated or solid (excluding black ink)",2871,2578,2902,2210,2136,2831,2100,1702,1726,2812,,1171001,1162051,1119410,935846,1395609,1992809,942815,852414,769635,863602,,107459,97827,95818,99698,84198,90492,97944,90203,96191,117926
841012,"Hydraulic turbines and water wheels, of a power > 1.000 kW but <= 10.000 kW (excluding hydraulic ...",0,0,0,0,0,0,0,0,0,2808,,10485,8340,8854,2472,2315,6118,4455,7949,8906,15067,,0,0,7,0,0,0,0,369,0,2808
902110,Orthopaedic or fracture appliances,550,1084,1877,960,1690,1833,2006,2384,2411,2805,,684850,725629,772329,663754,752556,922414,1142660,1054346,839301,1071411,,9349,12170,18054,15230,14169,13238,24826,27101,38751,56746
690320,"Retorts, crucibles, mufflers, nozzles, plugs, supports, cupels, tubes, pipes, sheaths, rods ...",2335,2635,2635,1676,1616,2279,2674,3124,2114,2804,,164018,162342,146783,124376,117629,129731,113122,88398,77845,115342,,31330,35673,38192,33694,36486,39814,37316,37081,33445,39495
282510,Hydrazine and hydroxylamine and their inorganic salts,1429,1079,1472,762,1028,986,1618,1934,3243,2799,,99106,102734,92856,82313,82073,92849,95686,84082,82449,108825,,5098,4606,4652,3815,3206,3688,5006,6685,6321,6493
730431,"Tubes, pipes and hollow profiles, seamless, of circular cross-section, of iron or non-alloy ...""",5009,7249,3071,2474,2627,4058,2462,3940,2865,2798,,377719,340959,346343,272724,280729,289950,350588,308438,233368,361492,,9061,12237,8894,23491,12813,14341,15715,17492,14874,18321
321210,Stamping foils of a kind used in the printing of book bindings or hatband leather,2168,1612,1767,2023,2179,2811,2678,1905,1236,2778,,155263,164197,166177,142165,149530,158419,166413,145294,134503,170006,,9408,7599,8466,8107,7614,7684,8184,7621,6437,9304
290729,"Polyphenols and phenol-alcohols (excluding resorcinol and hydroquinone """"quinol"""" and their ...""",487,708,543,548,3068,2478,3221,2827,2568,2769,,69475,89136,124673,128995,132577,145117,139076,92325,100235,117323,,13225,17030,12828,12958,13389,12755,12699,9491,10875,8727
680690,"Mixtures and articles of heat-insulating, sound-insulating or sound absorbing mineral materials ...",1319,1235,1432,781,685,1632,1834,1128,1130,2738,,411672,415435,400153,333415,350864,416865,427857,397509,341989,396770,,24079,22512,17954,20354,20105,17759,15918,14216,14174,17301
681599,"Articles of stone or of other mineral substances, n.e.s.",2222,1213,1265,1728,1770,2181,2559,3368,4599,2734,,206532,209575,196404,153772,163821,173069,225144,203932,189598,217019,,52243,55848,70393,69815,66237,85809,144583,156121,104231,149311
721430,"Bars and rods, of non-alloy free-cutting steel, not further worked than hot-rolled, hot-drawn ...",0,0,0,191,1073,866,486,127,981,2733,,46174,42172,45012,41730,37563,61879,77694,41231,31401,91713,,718,1583,1343,1220,1967,1858,2415,1871,1698,7684
391722,"Rigid tubes, pipes and hoses of polymers of propylene",314,387,477,497,700,71,1306,804,1303,2713,,212832,209585,206851,182800,188514,196064,210886,193183,178256,206587,,2693,1125,2419,1675,4166,1175,4899,3732,3447,6758
320730,"Liquid lustres and similar preparations of the kind used in the ceramic, enamelling or glass ...",802,19843,17524,522,377,394,379,496,1135,2702,,194702,169360,137229,96383,91032,98757,101714,112957,76279,93994,,350883,320128,235551,147173,126596,122668,107729,91526,129375,174701
853949,Ultraviolet or infra-red lamps,1804,3162,2636,2267,2112,1989,2068,1746,2443,2698,,151818,150842,152688,150076,159827,185074,188410,180346,172344,202659,,87791,90015,102909,100478,108055,76732,73029,59187,61885,61769
340700,"Modelling pastes, incl. those put up for children's amusement; preparations known as dental ...""",1433,1567,1900,1549,2008,1634,2340,2132,2687,2697,,196373,203436,213107,169401,182221,199476,224829,208295,184165,245375,,6378,6313,7177,7062,7964,7648,9655,9395,10363,11846
380894,"Disinfectants, put up in forms or packings for retail sale or as preparations or articles (excl. ...",1143,1172,2131,1773,2426,2628,2810,2609,2442,2683,,287157,322665,336755,292158,307256,347992,386584,396542,659829,497888,,10284,13843,17604,22060,27771,26962,32362,43039,62986,60678
700729,Laminated safety glass (excluding glass of size and shape suitable for incorporation in motor ...,20,4,2,393,128,274,2333,2354,2758,2680,,298884,290699,371333,267261,270196,288312,338032,291343,259735,294218,,1384,981,1712,4800,2394,1319,4652,3961,4792,4532
843810,"Bakery machinery and machinery for the industrial preparation or manufacture of macaroni, spaghetti ...",807,195,168,270,214,473,605,2663,137,2643,,312211,316336,346817,259501,250383,271572,307745,257140,254814,276530,,21616,13733,13556,20428,11638,10153,12439,12430,12234,16459
841319,"Pumps for liquids, fitted or designed to be fitted with a measuring device (excluding pumps ...",735,866,2393,1759,2131,1529,1927,1934,2391,2630,,40620,44577,46476,39226,37533,38422,56910,130081,150035,173417,,7342,9094,9690,7536,8419,7963,9245,10516,10632,15964
950300,"Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; ...""",2668,2456,2391,2615,2972,2961,1973,2251,2432,2616,,1772272,1949126,2067217,1854904,1955832,2149134,2268642,2270005,2424245,2691496,,202306,214699,236995,271929,268443,282971,315836,312762,318500,375505
210610,Protein concentrates and textured protein substances,69,144,243,12,27,95,52,30,617,2615,,30749,42724,43919,36292,38453,43601,61423,61528,77679,126869,,6687,7657,8188,10975,9033,12853,13930,18815,20187,25805
711510,"Catalysts in the form of wire cloth or grill, of platinum",3157,1232,6679,5060,4196,3796,4137,4450,3371,2613,,460719,469252,371845,259734,259864,300492,332161,343590,337938,555067,,9476,3784,12172,8500,9107,8286,9712,10386,9797,13505
870590,Special purpose motor vehicles (other than those principally designed for the transport of ...,62,53,184,819,469,56,922,697,865,2610,,1089740,925718,970975,882990,923532,1123492,1119116,1258200,1227867,1267533,,11188,3069,4451,4574,5541,4413,7072,7168,6878,8219
220300,Beer made from malt,2189,2272,2688,2224,2440,2269,2010,2501,1758,2608,,1372427,1372613,1429575,1264635,1311407,1291051,1378517,1350889,1288869,1395649,,158524,166044,183483,172220,185498,191685,186924,197659,205322,226236
842119,"Centrifuges, incl. centrifugal dryers (excluding isotope separators, cream separators and clothes ...",8946,4709,2998,3426,2950,3353,5035,3876,4001,2604,,838925,863958,891904,728806,710209,763124,819490,821833,768511,828924,,16814,11449,12334,8763,9661,12483,18216,13416,13402,15339
902290,"X-ray generators other than X-ray tubes, high tension generators, control panels and desks, ...",2844,1234,645,582,3739,1431,1923,2712,1913,2601,,1429092,1432593,1602854,1320673,1422548,1637643,1721561,1498954,1369560,1493193,,14538,14006,7818,8778,11122,9853,12861,15343,22607,22842
847180,"Units for automatic data-processing machines (excluding processing units, input or output units ...",1208,1794,2943,1539,1564,2015,3183,1785,3543,2593,,530561,730678,857820,667454,587033,618948,678158,700434,830134,976633,,83019,95136,100847,100588,86631,115480,226746,186680,254090,344320
280469,"Silicon containing < 99,99% by weight of silicon",427,413,62,416,64,2454,1324,0,110,2561,,34264,45455,52140,45944,29811,32158,35380,33990,36959,49066,,45450,35178,41441,34555,32247,38899,40572,20448,29040,63855
291429,"Cyclanic, cyclenic or cycloterpenic ketones, without other oxygen function (excluding cyclohexanone, ...",929,1013,522,574,421,512,509,509,2255,2556,,113941,157511,153709,111002,104297,119229,115651,114983,102539,122993,,9779,10697,12856,11571,14617,18041,20727,22510,28421,32087
151610,"Animal fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, ...",0,0,8,6,271,351,477,701,1318,2555,,6323,7063,5687,2916,5562,5151,8350,6455,11439,11134,,94,175,606,667,607,722,667,1060,2299,4710
711719,"Imitation jewellery, of base metal, whether or not plated with precious metal (excluding cuff ...",1277,887,1299,1605,1925,1257,1240,1341,1328,2549,,140701,172863,183579,167351,184906,161838,310497,322520,307750,371383,,34741,35239,43266,44010,41308,46333,51175,66527,79480,103867
902410,Machines and appliances for testing metals,2561,3577,3968,2909,6991,3896,3876,1777,2752,2540,,214860,195774,197126,175492,173241,174791,192016,163586,141389,135051,,20194,17803,20091,19070,21746,16929,18221,17311,16009,16179
841231,"Pneumatic power engines and motors, linear-acting, """"cylinders""""""""",3852,3706,4043,3449,2132,2152,2109,1826,2051,2533,,441996,478182,515018,444815,462583,524744,575519,521899,494612,611578,,28711,33251,40003,35542,32397,45773,46138,35822,41929,53608
591190,"Textile products and articles, for technical purposes, specified in Note 7 to chapter 59, n.e.s.",2259,1356,993,727,1381,1631,2018,1521,1728,2530,,279140,302761,321875,275055,295041,338294,371612,356555,361946,453395,,33990,30659,28010,25538,51030,59047,69212,68590,82150,103366
320820,"Paints and varnishes, incl. enamels and lacquers, based on acrylic or vinyl polymers, dispersed ...",581,803,637,1034,584,1740,689,1249,2186,2522,,686661,723526,785126,644933,673627,739620,865051,838803,823156,925973,,92282,76102,29075,27139,29728,41590,43374,40158,43179,44096
846040,"Honing or lapping machines, for working metals, metal carbides or cermets (excluding gear cutting, ...",2327,3427,2061,1431,774,1326,3678,4387,108,2518,,198345,157745,148176,126203,133938,159728,170052,136309,77716,63049,,18988,17428,10084,8916,8602,8258,8487,14263,5663,8244
390720,"Polyethers, in primary forms (excluding polyacetals and goods of 3002 10)",3114,2960,3918,3596,3130,3267,2304,1832,2172,2510,,1339506,1322665,1284319,1106506,1079438,1213219,1308456,1229349,1169179,1691751,,155235,144614,155405,132190,140223,166046,186903,212780,239118,302085
290124,"Buta-1,3-diene and isoprene",0,0,0,0,0,0,0,0,8672,2503,,696183,400246,376165,183616,187128,322606,308505,236790,172093,309217,,455866,218264,194914,110436,118929,214429,224094,196058,138208,196934
381400,"Organic composite solvents and thinners, n.e.s.; prepared paint or varnish removers (excluding ...",491,1551,1653,1657,1549,1677,2349,1751,2011,2493,,256870,260020,302407,223553,233251,253211,280422,259747,237345,308129,,24844,40866,40014,51948,37508,40527,36946,31398,30611,33772
848220,"Tapered roller bearings, incl. cone and tapered roller assemblies",4576,3447,2834,2786,1602,1998,2567,2789,1995,2482,,643125,742624,724960,564766,541495,664762,708882,713545,725885,800907,,42378,32728,27865,25078,22412,25334,28909,25325,24546,29710
391731,"Flexible tubes, pipes and hoses, of plastics, burst pressure >= 27,6 MPa",189,838,939,770,1142,783,1091,906,1432,2480,,141234,143275,145311,127872,108557,116786,129392,116945,116078,130019,,2503,3680,3230,3237,3839,4286,4604,4043,6827,10129
700100,"Cullet and other waste and scrap of glass; glass in the mass (excl. glass in the form of powder, ...",0,0,0,0,1,132,66,91,17,2480,,29137,36559,24416,18926,21913,24768,25831,24391,21842,28638,,2136,6002,522,2214,1219,4374,7230,6960,5287,7455
300660,"Chemical contraceptive preparations based on hormones, prostaglandins, thromboxanes, leukotrienes, ...",4229,2692,3758,2727,3381,3051,2861,3529,2878,2476,,1047531,901430,921746,747948,752307,760248,722340,807970,768310,976542,,5308,4094,4559,3767,4595,4111,3907,5054,4115,4131
310420,"Potassium chloride for use as fertiliser (excluding that in tablets or similar forms, or in ...",1294,1362,1543,1348,1455,1809,2008,1569,1684,2476,,1849895,1566943,1239722,0,0,0,0,0,0,0,,150414,128134,134603,115886,94400,97705,94762,114884,112179,89944
391400,"Ion-exchangers based on polymers of heading 3901 to 3913, in primary forms",6064,4895,5616,4452,3079,3682,2082,3762,3475,2462,,0,0,0,0,0,0,0,0,0,0,,30439,28507,31492,34283,30746,32201,37258,43251,52441,57150
902690,"Parts and accessories for instruments and apparatus for measuring or checking the flow, level, ...",2461,2313,2468,2202,2087,2965,3413,1881,3860,2461,,487718,536161,603371,501587,490027,527568,605176,579010,565788,693471,,38183,36175,39373,45642,39597,41799,47165,41027,40305,49736
